idK;name;nrK;nrL;lista
8a8a8a840e3bbf17010e3d9d548c1cb7;Chałubiński Janusz Franciszek;3;1;PSL
8a8a8a830e3bbf18010e3da71f6611d5;Chlebowicz Jerzy Jan;4;1;PSL
8a8a8a830e3bbf18010e3daae2ba11ed;Remiszewski Mieczysław Stanisław;5;1;PSL
8a8a8a830e3bbf18010e3daced7d11f7;Wichniarek Urszula;6;1;PSL
8a8a8a830e3bbf18010e3db00ff71215;Karcz Teresa Bernadeta;7;1;PSL
8a8a8a840e33eed9010e37a71b0d0a87;Grabarczyk Lesław Bronisław;1;2;LPR
8a8a8a840e33eed9010e37aa41850a9b;Piechota Bogusław Józef;2;2;LPR
8a8a8a840e33eed9010e37ae282b0abc;Rekść Waldemar Krystian;3;2;LPR
8a8a8a840e33eed9010e37af9e0c0abe;Baj Mirosław;4;2;LPR
8a8a8a840e33eed9010e37b174180ac8;Kosecka Danuta;5;2;LPR
8a8a8a840e33eed9010e37b3a3360acf;Kiedrowska Hanna Maria;6;2;LPR
8a8a8a840e33eed9010e37b5e0990ae9;Kołkowski Czesław;7;2;LPR
8a8a8a840e33eed9010e37b805020afb;Celban Wiesława Romana;8;2;LPR
8a8a8a840e33eed9010e37bb57700b2a;Grzelak Miłosława Anna;9;2;LPR
8a8a8a840e33eed9010e37be8da10b53;Depczyk Halina Barbara;10;2;LPR
8a8a8a840e33eed9010e37bfde4d0b60;Szłykowicz Agnieszka;11;2;LPR
8a8a8a840e33eed9010e37c590e60ba1;Maszota Zbigniew;12;2;LPR
8a8a8a830e3f41e9010e41a061000c42;Ziętara-Prokop Danuta Elżbieta;1;3;PEiR
8a8a8a830e3f41e9010e41a3b4a90c74;Kostrzewa Maria;2;3;PEiR
8a8a8a830e3f41e9010e41a5bc560ca6;Jędrzejczyk Jarosław;3;3;PEiR
8a8a8a830e3f41e9010e41aeec850d1c;Kijowska Bogumiła;4;3;PEiR
8a8a8a830e3f41e9010e41be3f5e0e13;Hajduczenia Teresa;5;3;PEiR
8a8a8a830e3f41e9010e41c14bb00e54;Okrój Mariusz Stanisław;6;3;PEiR
8a8a8a830e3f41e9010e41c49e5a0ea4;Dobosz Henryk Zbigniew;7;3;PEiR
8a8a8a830e3f41e9010e41c812a10eec;Okopiński Stanisław;8;3;PEiR
8a8a8a830e3f41e9010e41ca5cbf0f2f;Wodyński Jerzy Piotr;9;3;PEiR
8a8a8a830e3f41e9010e41cc25230f56;Skrzypczak Barbara Urszula;10;3;PEiR
8a8a8a830e3f41e9010e41ce73580f83;Krawczyk Maria Teresa;11;3;PEiR
8a8a8a830e3bbf18010e3d5bf5631048;Stanke Piotr Jerzy;1;4;PiS
8a8a8a830e3bbf18010e3d5f1c6b1060;Wołoszyn Roman Józef;2;4;PiS
8a8a8a830e3bbf18010e3d61551c106e;Treder Adam;3;4;PiS
8a8a8a830e3bbf18010e3d64c2fe1079;Barzowski Jerzy;4;4;PiS
8a8a8a830e3bbf18010e3d689dd31092;Sasiuk Adam Wojciech;5;4;PiS
8a8a8a830e3bbf18010e3d6ae5b110a5;Jaguś Ryszard Michał;6;4;PiS
8a8a8a830e3bbf18010e3d6e2afa10b9;Lis Mirosław Wacław;7;4;PiS
8a8a8a830e3bbf18010e3d7169d910d7;Furtak Małgorzata Zofia;8;4;PiS
8a8a8a830e3bbf18010e3d72fa6110e0;Barecki Marek Andrzej;9;4;PiS
8a8a8a830e3bbf18010e3d74f0c210e7;Błachnio Agnieszka;10;4;PiS
8a8a8a830e3bbf18010e3d77388010fa;Beyer Iwona Renata;11;4;PiS
8a8a8a830e3bbf18010e3d7b1c761109;Zieliński Łukasz;12;4;PiS
8a8a8a830e3bbf18010e3d811016112e;Gorzelak Sabina Urszula;13;4;PiS
8a8a8a830e3bbf18010e3d82c8681136;Łabęcka Anna Ewa;14;4;PiS
8a8a8a830e3bbf18010e3ca490450882;Biernacki Marek;1;5;PO
8a8a8a830e3bbf18010e3cae2adb08fd;Siebert Bresler Mirosława;2;5;PO
8a8a8a830e3bbf18010e3cb581880949;Kleinszmidt Jan;3;5;PO
8a8a8a830e3bbf18010e3cb95bd7097d;Bonna Leszek Jacek;4;5;PO
8a8a8a830e3bbf18010e3cbfdfd609bb;Bondarenko Adam;5;5;PO
8a8a8a830e3bbf18010e3cc2cea009df;Zagrodzki Ireneusz Adam;6;5;PO
8a8a8a830e3bbf18010e3cc701c20a28;Pałubicka Małgorzata Maria;7;5;PO
8a8a8a830e3bbf18010e3ccae8290a62;Dys Karolina;8;5;PO
8a8a8a830e3bbf18010e3ccd3c460a80;Miśnik Grzegorz;9;5;PO
8a8a8a830e3bbf18010e3cdccdef0b35;Modzelewski Piotr;10;5;PO
8a8a8a830e3bbf18010e3cdeb3d70b46;Juszczak Wojciech Andrzej;11;5;PO
8a8a8a830e3bbf18010e3ce1cc310b74;Pietrzak Jarosław;12;5;PO
8a8a8a830e3bbf18010e3ce53ac90b9b;Ziółtkowski Rafał Marek;13;5;PO
8a8a8a830e3bbf18010e3ce822cf0bb3;Wolański Marian;14;5;PO
8a8a8a830e424cfb010e42b9032a081f;Gontarek Piotr Paweł;1;6;SLD
8a8a8a830e424cfb010e42bb02e5083f;Kamińska-Sobczyk Małgorzata Hanna;2;6;SLD
8a8a8a830e424cfb010e42ce75970991;Kasprzyk Paweł Stanisław;3;6;SLD
8a8a8a830e424cfb010e42d02a1409ab;Leonczuk Jan Karol;4;6;SLD
8a8a8a830e424cfb010e42d4aaa40a09;Bogusz Józef Edmund;5;6;SLD
8a8a8a830e424cfb010e42d67c8a0a2f;Kuten Marian;6;6;SLD
8a8a8a830e424cfb010e42d91b450a4c;Krumholc Mieczysław Henryk;7;6;SLD
8a8a8a830e424cfb010e42da6b820a6c;Duda Dariusz Stanisław;8;6;SLD
8a8a8a840e424d14010e43b146e7263c;Błaszkowska Barbara Maria;1;7;Samoobrona
8a8a8a840e424d14010e43b4b091265f;Klein Jerzy Mieczysław;2;7;Samoobrona
8a8a8a840e424d14010e43b730ad2682;Golonek Zbigniew Edward;3;7;Samoobrona
8a8a8a840e424d14010e43b9760b26a4;Jackowski Krzysztof Andrzej;4;7;Samoobrona
8a8a8a840e424d14010e43bb136b26b8;Kałużny Ryszard Kazimierz;5;7;Samoobrona
8a8a8a840e424d14010e43c5a7b02740;Borzyszkowski Krzysztof;6;7;Samoobrona
8a8a8a840e424d14010e43c7aab72752;Bieliński Przemysław Paweł;7;7;Samoobrona
8a8a8a840e424d14010e43c9465e276a;Floryszczyk Daniel;8;7;Samoobrona
8a8a8a840e424d14010e43cb06c3277c;Zaborowski Henryk Brunon;9;7;Samoobrona
8a8a8a840e424d14010e43cca7482795;Spot Gliszczyński Jacek Piotr;10;7;Samoobrona
8a8a8a830e43e9c1010e43ef97540005;Piankowska Iwona Helena;11;7;Samoobrona
8a8a8a830e43e9c1010e43f196b60009;Stukan Alicja Agnieszka;12;7;Samoobrona
8a8a8a830e43e9c1010e43f4d8870010;Hojarska Danuta;13;7;Samoobrona
8a8a8a830e424cfb010e427c03f80227;Mielewczyk Marek;1;10;10
8a8a8a830e424cfb010e42807f890290;Walkusz Grzegorz;2;10;10
8a8a8a830e424cfb010e4282d4fa02be;Kosakowska Emilia;3;10;10
8a8a8a830e424cfb010e4287314e0323;Lazer Mariusz;4;10;10
8a8a8a830e424cfb010e428c54af03cc;Szreder Monika;5;10;10
8a8a8a830e424cfb010e428dbf3d0401;Kramp Szymon;6;10;10
8a8a8a840e424d14010e438fc844242d;Kurszewski Jerzy;1;12;12
8a8a8a840e424d14010e439189cb2456;Ożga Marian;2;12;12
8a8a8a840e424d14010e439750a324c8;Ortel Marcin Krzysztof;3;12;12
8a8a8a840e424d14010e439b57312502;Łukaszewicz Dariusz;4;12;12
8a8a8a840e424d14010e439d6cfa2513;Gierczak Dariusz Jan;5;12;12
8a8a8a830e3f6605010e41c6e3100e13;Jarubas Adam Sebastian;1;1;PSL
8a8a8a830e3f6605010e41c8dd6f0e20;Kowalczyk Tadeusz Józef;2;1;PSL
8a8a8a830e3f6605010e41cd185b0e59;Kaczmarek Edmund Andrzej;3;1;PSL
8a8a8a830e3f6605010e41d1ba270e80;Orzechowska Irena Ewa;4;1;PSL
8a8a8a830e3f6605010e41d360e70e94;Łęczek Adam Marek;5;1;PSL
8a8a8a830e3f6605010e41d52a4f0ea6;Grad Marek Antoni;6;1;PSL
8a8a8a830e3f6605010e41d7b8e00eb1;Fabijański Jerzy Bogdan;7;1;PSL
8a8a8a830e3f6605010e41dd21080ecf;Słupik Mariusz Henryk;8;1;PSL
8a8a8a830e3f6605010e41e1eec40f0d;Mróz Henryk;9;1;PSL
8a8a8a830e3f6605010e41e569060f3b;Wójcik Zdzisław Marian;10;1;PSL
8a8a8a830e3f6605010e41e7aa170f4d;Dziekan Krzysztof;11;1;PSL
8a8a8a830e3f6605010e41e9caa70f52;Fatyga Robert Leszek;12;1;PSL
8a8a8a830e3f6605010e41ebf5bf0f6b;Osińska Alicja Wanda;13;1;PSL
8a8a8a830e3f6605010e41ef10070f81;Adamski Jacek Rafał;14;1;PSL
8a8a8a840e3bc0e5010e3d252f600d83;Zając Edmund Józef;1;2;LPR
8a8a8a840e3bc0e5010e3d26bdc80d89;Zielińska Anita;2;2;LPR
8a8a8a840e3bc0e5010e3d283b050d92;Ochęduszka Marek Jan;3;2;LPR
8a8a8a840e587434010e601ff087032a;Ciosk Helena;4;2;LPR
8a8a8a840e3bc0e5010e3d6d15cd0f44;Wierzchowski Marian Piotr;5;2;LPR
8a8a8a840e3bc0e5010e3d6f50580f55;Uramowski Ryszard;6;2;LPR
8a8a8a840e3bc0e5010e3d7138c00f64;Błasiak Zbigniew Bolesław;7;2;LPR
8a8a8a840e3bc0e5010e3d74780f0f73;Czuba Włodzimierz;8;2;LPR
8a8a8a840e3bc0e5010e3d776c300f7b;Pyczek Michał;9;2;LPR
8a8a8a840e3bc0e5010e3d79f5270f7f;Bąk Robert Józef;10;2;LPR
8a8a8a840e3bc0e5010e3d7c05bb0f83;Zabawa Tadeusz;11;2;LPR
8a8a8a840e3bc0e5010e3d7d8c700f88;Tuzimek Krystyna;12;2;LPR
8a8a8a840e3bc0e5010e3d7ee5c80f8a;Frączek Olga;13;2;LPR
8a8a8a840e3bc0e5010e3d8304190f95;Sterna Stanisław;14;2;LPR
8a8a8a830e3f6605010e406a00910115;Rosiński Jan;1;3;PEiR
8a8a8a830e3f6605010e406e59820127;Marek Krzysztof;2;3;PEiR
8a8a8a830e3f6605010e406ffb360132;Gawron Leszek Jan;3;3;PEiR
8a8a8a830e3f6605010e4071bb11013f;Zając Genowefa;4;3;PEiR
8a8a8a830e3f6605010e4073c5610153;Moskwa Genowefa;5;3;PEiR
8a8a8a830e3f6605010e4077281f016d;Baran Ryszard;6;3;PEiR
8a8a8a830e3f6605010e407ed0d00190;Lisowska Anita;7;3;PEiR
8a8a8a840e43e9ea010e50e0a5752364;Bogusławski Marek Paweł;1;4;PiS
8a8a8a840e43e9ea010e50e568492386;Kryczka Leszek Andrzej;2;4;PiS
8a8a8a840e43e9ea010e50e8dc7623a5;Łuszczyński Tadeusz Franciszek;3;4;PiS
8a8a8a840e43e9ea010e50ed2f0d23c6;Cieśla-Kozińska Bogusława Halina;4;4;PiS
8a8a8a840e43e9ea010e50ef8c9623e3;Cepil Grzegorz;5;4;PiS
8a8a8a840e43e9ea010e50f12bb023f5;Przemyski Alojzy;6;4;PiS
8a8a8a840e43e9ea010e50f2d99a23fc;Chrzanowski Karol Mieczysław;7;4;PiS
8a8a8a840e43e9ea010e50f8ee062426;Tarnowski Adam;8;4;PiS
8a8a8a840e43e9ea010e50fd26452442;Skrzypek Ryszard Piotr;9;4;PiS
8a8a8a840e43e9ea010e510504ce2464;Podsiadło Henryk;10;4;PiS
8a8a8a840e43e9ea010e51074582247f;Rolka Tomasz Arkadiusz;11;4;PiS
8a8a8a840e43e9ea010e5109d055248f;Ratusznik Artur Piotr;12;4;PiS
8a8a8a830e3f6605010e4141b066087a;Żurek Józef;1;5;PO
8a8a8a830e3f6605010e4144149408a0;Zwierzchowski Wojciech Mieczysław;2;5;PO
8a8a8a830e3f6605010e4145d2cf08ae;Kowalski Czesław;3;5;PO
8a8a8a830e3f6605010e4149ed8f08de;Łyżwińska Marzenna Maria;4;5;PO
8a8a8a830e3f6605010e414d886f0902;Bałaziński Krzysztof;5;5;PO
8a8a8a830e3f6605010e41517166093f;Domagała Przemysław;6;5;PO
8a8a8a830e3f6605010e4168e5120a34;Jarosz Karolina;7;5;PO
8a8a8a840e3f6602010e4173e6521194;Kański Artur;8;5;PO
8a8a8a840e3f6602010e417796f611dd;Muszkat Lidia Barbara;9;5;PO
8a8a8a840e3bc0e5010e3d8a8c400fa6;Świerczyński Tadeusz;1;6;SLD
8a8a8a840e3bc0e5010e3d8cd6490fa8;Nowak Andrzej Jan;2;6;SLD
8a8a8a840e3bc0e5010e3d8fb2f40fac;Banaszewski Tadeusz Adam;3;6;SLD
8a8a8a840e3bc0e5010e3d917e970fae;Nowak Krzysztof Jan;4;6;SLD
8a8a8a840e3bc0e5010e3d93056e0fb0;Wilk Stanisław Jan;5;6;SLD
8a8a8a840e3bc0e5010e3d95d61a0fb2;Oliwkiewicz Kamil Łukasz;6;6;SLD
8a8a8a840e3bc0e5010e3d989aee0fb4;Sędek Mirosław Stanisław;7;6;SLD
8a8a8a840e3bc0e5010e3d9a6ff50fb6;Romańska Barbara;8;6;SLD
8a8a8a840e3bc0e5010e3d9c8d730fba;Całka Bożena;9;6;SLD
8a8a8a840e3bc0e5010e3d9f64260fc0;Pacholec Bolesław;10;6;SLD
8a8a8a840e3bc0e5010e3da0f3950fcb;Klimczyk Adrian;11;6;SLD
8a8a8a840e3bc0e5010e3da24a920fcd;Ptaś Grzegorz;12;6;SLD
8a8a8a840e3bc0e5010e3da4b3e10fd3;Klimczak Ewa;13;6;SLD
8a8a8a820e43e9e1010e513bf97534f3;Szlęk Agnieszka;1;7;Samoobrona
8a8a8a820e43e9e1010e51412e8c3522;Koniusz Adam Mirosław;2;7;Samoobrona
8a8a8a820e43e9e1010e514328b1353d;Osiński Bogusław Jacek;3;7;Samoobrona
8a8a8a820e43e9e1010e5144f47f354f;Skórska Wanda Zofia;4;7;Samoobrona
8a8a8a820e43e9e1010e51470baa356d;Met Sławomir Tomasz;5;7;Samoobrona
8a8a8a820e43e9e1010e514a991b3592;Granek Marek Józef;6;7;Samoobrona
8a8a8a820e43e9e1010e514c5ecf35a7;Lisek Jan;7;7;Samoobrona
8a8a8a820e43e9e1010e514dee4c35b2;Kręcisz Mariola Danuta;8;7;Samoobrona
8a8a8a820e43e9e1010e514fc27835c2;Czernik Renata Wioletta;9;7;Samoobrona
8a8a8a820e43e9e1010e5156152d35f7;Korczyk Józef;10;7;Samoobrona
8a8a8a820e43e9e1010e5157beaf3607;Śmietana Marcin;11;7;Samoobrona
8a8a8a820e43e9e1010e5159102b360f;Trela Sylwia;12;7;Samoobrona
8a8a8a840e3bc0e5010e3d0e37500d1a;Golba Irena;1;10;10
8a8a8a840e3bc0e5010e3d0f9b8c0d20;Studniarz Waldemar;2;10;10
8a8a8a840e3bc0e5010e3d10f6b30d22;Świeca Marcin Bartłomiej;3;10;10
8a8a8a840e3bc0e5010e3d123a560d26;Trzcina Barbara;4;10;10
8a8a8a840e3bc0e5010e3d137a7c0d32;Sosnowski Mirosław Artur;5;10;10
8a8a8a840e3bc0e5010e3d1626010d3a;Opaliński Jacek Marcin;6;10;10
8a8a8a840e3bc0e5010e3d1782cf0d45;Możdżeń Jarosław Krzysztof;7;10;10
8a8a8a840e3bc0e5010e3d18e7ef0d4d;Podlach Piotr;8;10;10
8a8a8a840e43e9ea010e4617b3f8036a;Kwiecień Iwona;1;11;11
8a8a8a840e43e9ea010e461a6bf6037b;Węgrzynowicz Urszula;2;11;11
8a8a8a840e43e9ea010e461c52930382;Cerazy Paweł Piotr;3;11;11
8a8a8a840e43e9ea010e461e5582038e;Sikora Małgorzata;4;11;11
8a8a8a840e43e9ea010e462019ba0396;Kałwa Adam;5;11;11
8a8a8a820e43e9e1010e50dbc62f2ff2;Podesek Stefan Ludwik;1;12;12
8a8a8a820e43e9e1010e50e5d5f23099;Jaroń Artur Grzegorz;2;12;12
8a8a8a820e43e9e1010e50e73c9d30ad;Czopek Adam;3;12;12
8a8a8a820e43e9e1010e50e92a8c30cc;Chrzanowski Tomasz Krzysztof;4;12;12
8a8a8a820e43e9e1010e50eb427230ee;Pietras Paulina Alicja;5;12;12
8a8a8a820e43e9e1010e50f1279e3149;Włodarczyk Józef Błażej;6;12;12
8a8a8a820e43e9e1010e50fcff3731ff;Kralka Janusz;7;12;12
8a8a8a820e43e9e1010e50ffa70e3225;Porębski Marek Andrzej;8;12;12
8a8a8a820e43e9e1010e510220d33251;Caban Jan;9;12;12
8a8a8a840e424d44010e4352f3221a00;Ciesiun Jan Zbigniew;1;14;14
8a8a8a840e424d44010e435503561a3c;Stańczyk Jadwiga;2;14;14
8a8a8a840e424d44010e435633f71a56;Rutka Michał;3;14;14
8a8a8a840e424d44010e435780871a76;Machocki Sylwester Stanisław;4;14;14
8a8a8a840e424d44010e4358b5e01a9a;Piórczyk Grzegorz;5;14;14
8a8a8a840e424d44010e435a57291aad;Bakalarz Michał Grzegorz;6;14;14
8a8a8a840e424d14010e433087cf1a56;Czachorowski Andrzej Jan;1;1;PSL
8a8a8a840e424d14010e4331f40e1a95;Stencel Janusz;2;1;PSL
8a8a8a840e424d14010e4333f1911ad9;Czyszek Justyna;3;1;PSL
8a8a8a840e424d14010e433538ca1b0b;Gorczyca Roman Henryk;4;1;PSL
8a8a8a840e424d14010e433671b01b23;Wronowski Franciszek;5;1;PSL
8a8a8a840e424d14010e433950411b72;Lis Tomasz Sebastian;6;1;PSL
8a8a8a840e424d14010e433a59921b99;Młot Andrzej;7;1;PSL
8a8a8a840e424d14010e433bd2271bc3;Potejko Tomasz Mieczysław;8;1;PSL
8a8a8a840e424d14010e433d439f1bf9;Markiewicz Jerzy Ryszard;9;1;PSL
8a8a8a840e424d14010e433ed6921c3c;Karpisiak-Rokicka Renata Stella;10;1;PSL
8a8a8a840e2f6f35010e32ffd95e07d5;Sielatycki Grzegorz;1;2;LPR
8a8a8a840e2f6f35010e33024b5e07d7;Grabowski Bogusław;2;2;LPR
8a8a8a840e2f6f35010e3305050d07df;Jaśkiewicz Stefan;3;2;LPR
8a8a8a840e2f6f35010e3306e81d07e3;Leszkowski Zdzisław;4;2;LPR
8a8a8a840e2f6f35010e3308c1d607e7;Koziatek Jan Piotr;5;2;LPR
8a8a8a840e2f6f35010e330bf46207f0;Danielewicz Ryszard Wojciech;6;2;LPR
8a8a8a840e2f6f35010e3315196007f5;Tatarewicz Arkadiusz Piotr;7;2;LPR
8a8a8a840e2f6f35010e332565610801;Dorawa-Jurkiewicz Ewa Barbara;8;2;LPR
8a8a8a840e2f6f35010e332904a40803;Lachowski Piotr Leszek;9;2;LPR
8a8a8a840e2f6f35010e332a7c360805;Miller Zenon Feliks;10;2;LPR
8a8a8a840e2f6f35010e332c74fb0808;Rzeszutek Krzysztof Andrzej;11;2;LPR
8a8a8a840e2f6f35010e332f9bf8080a;Wołejko-Wołejszo Piotr;12;2;LPR
8a8a8a840e2f6f35010e3331e851080c;Ślęzak Janusz Antoni;13;2;LPR
8a8a8a840e2f6f35010e33339da7080e;Jankowski Paweł Henryk;14;2;LPR
8a8a8a830e3f41e9010e41c334b90e7e;Michalewski Krzysztof Jerzy;1;3;PEiR
8a8a8a830e3f41e9010e41c9163c0f13;Sikora Gabriela Bronisława;2;3;PEiR
8a8a8a830e3f41e9010e41cb75e80f52;Fryska Mieczysław Tadeusz;3;3;PEiR
8a8a8a830e3f41e9010e41cfefd60faa;Adamczyk Zygmunt;4;3;PEiR
8a8a8a830e3f41e9010e41d6ff261013;Rosiński Ryszard Michał;5;3;PEiR
8a8a8a830e3f41e9010e41dd0d9b1079;Paruszewska Bożena Maria;6;3;PEiR
8a8a8a830e3f41e9010e41e0254710ad;Fabiniak Eugeniusz Adam;7;3;PEiR
8a8a8a830e3f41e9010e41e3c10510e9;Kwiatkowski Sławomir Włodzimierz;8;3;PEiR
8a8a8a830e3f41e9010e41e5c24c1112;Woronecki Edward Jarosław;9;3;PEiR
8a8a8a830e3f41e9010e41e7c6c41138;Grzebieniak Konkol Krystyna Helga;10;3;PEiR
8a8a8a830e3f41e9010e41e96be81159;Chęć Sławomir;11;3;PEiR
8a8a8a830e3f41e9010e41ebf9c91179;Szmytkowski Henryk Bogusław;12;3;PEiR
8a8a8a830e3f41e9010e41ee4cd2119b;Łapiński Eugeniusz Ryszard;13;3;PEiR
8a8a8a840e3bbf17010e3d406efd17bc;Nowakowski Lucjan;1;4;PiS
8a8a8a840e3bbf17010e3d41c99a17d7;Jaworski Andrzej;2;4;PiS
8a8a8a840e3bbf17010e3d42e60917ed;Gwiazda Anna Teresa;3;4;PiS
8a8a8a840e3bbf17010e3d4466d71807;Raczak Grzegorz;4;4;PiS
8a8a8a840e3bbf17010e3d458bd0181b;Szumska Gertruda Helena;5;4;PiS
8a8a8a840e3bbf17010e3d46c3891844;Makurat Franciszek;6;4;PiS
8a8a8a840e3bbf17010e3d4846871858;Szczerbowicz-Lewandowska Jolanta;7;4;PiS
8a8a8a840e3bbf17010e3d50d39218e9;Pieczka Feliks Bronisław;8;4;PiS
8a8a8a840e3bbf17010e3d550f281938;Świerczyński Arkadiusz Wojciech;9;4;PiS
8a8a8a840e3bbf17010e3d6889701a72;Grabowska Barbara Jadwiga;10;4;PiS
8a8a8a840e3bbf17010e3d6a241d1a8f;Bielicki Wojciech;11;4;PiS
8a8a8a840e3bbf17010e3d6b35581a9a;Gorczyński Zbigniew;12;4;PiS
8a8a8a840e3bbf17010e3d6d31361ac7;Kuliński Wojciech;13;4;PiS
8a8a8a840e3bbf17010e3d6e96191ad4;Rocki Marcin Paweł;14;4;PiS
8a8a8a830e3bbf18010e3cc625e20a11;Kozłowski Jan Andrzej;1;5;PO
8a8a8a830e3bbf18010e3cc8babb0a3f;Owczarczak Michał Tadeusz;2;5;PO
8a8a8a830e3bbf18010e3ccab47a0a5c;Przybylski Wojciech;3;5;PO
8a8a8a830e3bbf18010e3cccb6000a6e;Grzelak Grzegorz Andrzej;4;5;PO
8a8a8a830e3bbf18010e3cce1ff70a8e;Bendykowski Jacek Karol;5;5;PO
8a8a8a830e3bbf18010e3ccff8d20aa6;Słomiński Mariusz Stanisław;6;5;PO
8a8a8a830e3bbf18010e3cd595db0ae4;Zych-Cisoń Hanna Maria;7;5;PO
8a8a8a830e3bbf18010e3cda365d0b14;Nieroda Adam Józef;8;5;PO
8a8a8a830e3bbf18010e3cdca8570b2d;Lewandowska Burmer Łucja;9;5;PO
8a8a8a830e3bbf18010e3cde2de10b3c;Najmajer Piotr Jan;10;5;PO
8a8a8a830e3bbf18010e3ce9f0080bb7;Szlabowska Barbara Krystyna;11;5;PO
8a8a8a830e3bbf18010e3ceb96250bc0;Teleżyński Andrzej Antoni;12;5;PO
8a8a8a830e3bbf18010e3ceeb8a30bd8;Kucharski Błażej;13;5;PO
8a8a8a830e3bbf18010e3cf0c54e0bfb;Jędrzejczyk Tadeusz Władysław;14;5;PO
8a8a8a830e424cfb010e42e6d99c0b55;Banach Jolanta Maria;1;6;SLD
8a8a8a830e424cfb010e42e8527a0b69;Kledzik Danuta Maria;2;6;SLD
8a8a8a830e424cfb010e42e9a47c0b7d;Wojciechowski Henryk;3;6;SLD
8a8a8a830e424cfb010e42eb202a0b99;Zakrzewski Jerzy;4;6;SLD
8a8a8a830e424cfb010e42ec30510baa;Szulc Łukasz;5;6;SLD
8a8a8a830e424cfb010e42ed737b0bb6;Napierzyński Sylwester;6;6;SLD
8a8a8a830e424cfb010e42f017990bde;Kotłowski Andrzej;7;6;SLD
8a8a8a830e424cfb010e42f173590bfb;Dębowski Marek;8;6;SLD
8a8a8a830e424cfb010e42f2f3fe0c1e;Susfał Włodzimierz;9;6;SLD
8a8a8a830e7ca636010e7f771a2c004e;Sawicki Marcin Jan;10;6;SLD
8a8a8a830e7ca636010e7f798b1b0050;Markowska Elżbieta Alfreda;11;6;SLD
8a8a8a830e424cfb010e43bcad2f1925;Frankowska Hanna Stefania;1;7;Samoobrona
8a8a8a830e424cfb010e43bf6a431939;Tarnowska Bożena Elżbieta;2;7;Samoobrona
8a8a8a830e424cfb010e43c284921944;Wojewoda Cecylia;3;7;Samoobrona
8a8a8a830e424cfb010e43c446801955;Damaszk-Walkusz Wioleta Ewa;4;7;Samoobrona
8a8a8a830e424cfb010e43c5a8d7195f;Górska Żaneta Anna;5;7;Samoobrona
8a8a8a830e424cfb010e43c779c8196f;Ruczyńska Teresa;6;7;Samoobrona
8a8a8a830e43e9c1010e43ef7fd00003;Kubiak Monika Maria;7;7;Samoobrona
8a8a8a830e43e9c1010e43f19ed6000b;Rąpała Agnieszka Katarzyna;8;7;Samoobrona
8a8a8a830e43e9c1010e43f56fec0014;Maszota Monika;9;7;Samoobrona
8a8a8a830e43e9c1010e43f727d1001b;Podlacha Maria;10;7;Samoobrona
8a8a8a830e43e9c1010e43f9a0d10028;Wysocka Katarzyna;11;7;Samoobrona
8a8a8a830e43e9c1010e43fe7c930036;Centkowska Ewa;12;7;Samoobrona
8a8a8a830e43e9c1010e440174790044;Kwasowiec Ingeborg Elżbieta;13;7;Samoobrona
8a8a8a830e43e9c1010e440502120052;Hojarska Magdalena;14;7;Samoobrona
8a8a8a830e424cfb010e42a8250e068a;Pobłocki Stanisław;1;10;10
8a8a8a830e424cfb010e42a9f1e206ba;Sowiński Tomasz;2;10;10
8a8a8a830e424cfb010e42abab1e06e0;Blok Kamil;3;10;10
8a8a8a830e424cfb010e42ace8ec06f7;Tokarski Rafał;4;10;10
8a8a8a830e424cfb010e42ae699d0721;Kopańska Jolanta;5;10;10
8a8a8a830e424cfb010e43981a001784;Kiernozek Piotr Paweł;1;11;11
8a8a8a830e424cfb010e439aafdd17a6;Cymbała Katarzyna Alina;2;11;11
8a8a8a830e424cfb010e439d485217bf;Wasielewski Bartosz Łukasz;3;11;11
8a8a8a830e424cfb010e439fb67f17f1;Piwowarska Wioleta;4;11;11
8a8a8a830e424cfb010e43a10839180e;Lewkowicz Sławomir;5;11;11
8a8a8a830e424cfb010e43a2f6991820;Kusojć Patryk Łukasz;6;11;11
8a8a8a830e424cfb010e43a4931d1838;Książkiewicz Iwona;7;11;11
8a8a8a830e424cfb010e43a609ea1849;Krajczyńska Wioletta;8;11;11
8a8a8a830e424cfb010e43a6d737184f;Słowik Monika;9;11;11
8a8a8a830e424cfb010e43a7d8ef185f;Bochińska Katarzyna;10;11;11
8a8a8a830e424cfb010e43a8cd261870;Jerchewicz Marek;11;11;11
8a8a8a830e424cfb010e43a9e1f21881;Świacka Aleksandra;12;11;11
8a8a8a840e424d14010e4379fe4f22a2;Wolański Krzysztof Maciej;1;12;12
8a8a8a840e424d14010e437d52d722df;Marusik Michał;2;12;12
8a8a8a840e424d14010e437ffdab2310;Ołowiak Piotr Krzysztof;3;12;12
8a8a8a840e424d14010e438333b4233f;Salamądry Wiktor Stanisław;4;12;12
8a8a8a840e424d14010e4384e4e72363;Cherek Maciej Tomasz;5;12;12
8a8a8a830e43e9c1010e4411afad0085;Barańska Liliana Teresa;1;13;13
8a8a8a830e43e9c1010e4412b62f008a;Drosd Piotr;2;13;13
8a8a8a830e43e9c1010e4413df240091;Styba Maciej Łukasz;3;13;13
8a8a8a830e43e9c1010e4414ded90093;Gach Filip Marcin;4;13;13
8a8a8a830e43e9c1010e44166991009e;Nawrocki Andrzej Ignacy;5;13;13
