"teryt";"lgw";"pis";"po";"d3";"pis.p";"po.p";"d3.p"
"100301";1505;735;308;136;48.8372093023256;20.4651162790698;9.03654485049834
"100302";8283;3093;2910;578;37.3415429192322;35.132198478812;6.97814801400459
"100303";2004;992;359;309;49.500998003992;17.9141716566866;15.4191616766467
"100304";2024;1141;323;183;56.3735177865613;15.9584980237154;9.04150197628459
"100305";1201;492;370;74;40.9658617818485;30.8076602830974;6.16153205661948
"100401";3833;1292;1728;133;33.7072788938169;45.0821810592225;3.46986694495173
"100402";802;482;119;61;60.0997506234414;14.8379052369077;7.60598503740648
"100403";1063;580;152;32;54.5625587958608;14.2991533396049;3.01034807149577
"100404";1389;782;227;65;56.2994960403168;16.3426925845932;4.6796256299496
"100405";2276;1185;500;140;52.0650263620387;21.9683655536028;6.15114235500879
"100406";1512;844;297;83;55.8201058201058;19.6428571428571;5.48941798941799
"100407";986;544;174;85;55.1724137931034;17.6470588235294;8.62068965517241
"100408";818;462;136;46;56.479217603912;16.6259168704156;5.62347188264059
"100501";8612;3370;3149;385;39.131444496052;36.5652577798421;4.47050627032048
"100502";1343;717;192;121;53.3879374534624;14.2963514519732;9.00967982129561
"100503";795;457;62;86;57.4842767295597;7.79874213836478;10.8176100628931
"100504";1343;700;137;218;52.1221146686523;10.2010424422934;16.2323157110946
"100505";864;509;104;62;58.912037037037;12.037037037037;7.17592592592593
"100506";1154;746;82;97;64.6447140381282;7.10571923743501;8.4055459272097
"100507";2110;1129;350;199;53.5071090047393;16.5876777251185;9.43127962085308
"100508";1567;902;269;90;57.5622208040842;17.1665603063178;5.74345883854499
"100509";2604;1426;556;163;54.7619047619048;21.3517665130568;6.25960061443932
"100510";1589;781;264;208;49.1504090623033;16.6142227816237;13.0899937067338
"100602";5549;1856;2109;271;33.4474680122545;38.0068480807353;4.88376284015138
"100603";2512;1124;689;150;44.7452229299363;27.4283439490446;5.97133757961783
"100607";7821;3279;2517;317;41.9255849635597;32.1825853471423;4.0531901291395
"100608";2264;521;972;140;23.0123674911661;42.9328621908127;6.18374558303887
"100610";4108;1609;1337;197;39.1674780915287;32.5462512171373;4.79552093476144
"100611";4397;1835;1468;204;41.7329997725722;33.3863998180578;4.63952695019331
"100701";1627;999;223;108;61.4013521819299;13.7062077443147;6.6379840196681
"100702";3245;2150;421;142;66.2557781201849;12.9738058551618;4.37596302003082
"100703";1507;1036;140;76;68.7458526874585;9.2899800928998;5.04313205043132
"100704";11067;6085;2418;590;54.9832836360351;21.8487394957983;5.3311647239541
"100705";1450;1060;108;56;73.1034482758621;7.44827586206896;3.86206896551724
"100706";1122;750;117;68;66.8449197860963;10.427807486631;6.06060606060606
"100707";2454;1642;231;170;66.9111654441728;9.41320293398533;6.92746536267319
"100708";1862;1206;274;89;64.7690655209452;14.7153598281418;4.77980665950591
"100801";6413;1947;2702;309;30.3602058319039;42.1331670045221;4.81833775144238
"100802";20322;6322;8854;798;31.1091428009054;43.5685464029131;3.92677886034839
"100803";1564;654;460;64;41.8158567774936;29.4117647058824;4.0920716112532
"100804";2682;946;927;219;35.2721849366145;34.5637583892617;8.165548098434
"100805";2823;906;1114;159;32.0935175345377;39.4615657102373;5.63230605738576
"100806";3143;1010;1148;187;32.1349029589564;36.5256124721604;5.94972955774737
"100807";2986;1017;1120;133;34.0589417280643;37.5083724045546;4.45411922304086
"100901";3326;1588;883;166;47.7450390859892;26.5484064942874;4.99098015634396
"100902";1123;686;153;73;61.086375779163;13.6242208370436;6.50044523597507
"100903";1251;695;201;78;55.5555555555556;16.0671462829736;6.23501199040767
"100904";3237;1625;822;164;50.2008032128514;25.3938832252085;5.06641952425085
"100905";1465;861;226;91;58.7713310580205;15.4266211604096;6.21160409556314
"100906";1196;694;147;97;58.0267558528428;12.2909698996656;8.11036789297659
"100907";1074;650;133;66;60.5214152700186;12.3836126629423;6.14525139664804
"100908";1294;753;180;67;58.1916537867079;13.9103554868624;5.17774343122102
"101001";1424;863;201;134;60.6039325842697;14.1151685393258;9.41011235955056
"101002";1334;705;176;181;52.8485757121439;13.1934032983508;13.568215892054
"101003";2319;1291;254;121;55.6705476498491;10.9529969814575;5.21776627856835
"101004";1789;1049;212;202;58.6361095584125;11.8501956400224;11.2912241475685
"101005";791;448;82;84;56.6371681415929;10.3666245259166;10.6194690265487
"101006";3866;1959;511;554;50.672529746508;13.2177961717538;14.3300569063632
"101007";955;564;125;90;59.0575916230367;13.0890052356021;9.42408376963351
"101008";3104;1753;403;365;56.4755154639175;12.9832474226804;11.7590206185567
"101009";5170;2625;1020;465;50.7736943907157;19.7292069632495;8.99419729206963
"101010";3316;1999;372;253;60.2834740651387;11.2183353437877;7.62967430639324
"101011";2709;1345;488;241;49.6493170911776;18.0140273163529;8.89627168696936
"101101";1229;613;237;135;49.8779495524817;19.2839707078926;10.9845402766477
"101102";1099;514;297;70;46.7697907188353;27.024567788899;6.36942675159236
"101103";4209;1609;1090;788;38.2276075077216;25.8968876217629;18.7217866476598
"101104";2070;1113;463;152;53.768115942029;22.3671497584541;7.34299516908213
"101105";1296;672;205;143;51.8518518518518;15.8179012345679;11.033950617284
"101106";1361;721;216;163;52.9757531227039;15.8706833210874;11.9764878765614
"101201";13182;5490;4771;449;41.647701411015;36.1932938856016;3.40615991503565
"101202";1140;575;268;48;50.4385964912281;23.5087719298246;4.21052631578947
"101203";1514;773;297;89;51.0568031704095;19.6169088507266;5.87846763540291
"101204";1771;960;358;114;54.2066629023151;20.214568040655;6.43704121964991
"101205";1724;1051;293;67;60.9628770301624;16.9953596287703;3.88631090487239
"101206";1080;558;190;67;51.6666666666667;17.5925925925926;6.2037037037037
"101207";1084;604;178;81;55.719557195572;16.4206642066421;7.47232472324723
"101208";1045;625;139;79;59.8086124401914;13.3014354066986;7.55980861244019
"101209";1105;600;213;58;54.2986425339367;19.2760180995475;5.24886877828054
"101210";1182;736;148;96;62.2673434856176;12.5211505922166;8.12182741116751
"101211";1877;1117;335;102;59.5098561534363;17.8476291955248;5.43420351624933
"101212";1559;761;389;77;48.8133418858242;24.9518922386145;4.93906350224503
"101213";1057;604;118;70;57.1428571428571;11.1636707663198;6.62251655629139
"101214";1275;799;182;59;62.6666666666667;14.2745098039216;4.62745098039216
"101301";5307;2325;1562;408;43.8100621820237;29.4328245713209;7.687959299039
"101302";2636;1377;401;303;52.2382397572079;15.2124430955994;11.49468892261
"101303";951;618;84;67;64.9842271293375;8.83280757097792;7.04521556256572
"101304";2266;1276;365;187;56.3106796116505;16.107678729038;8.25242718446602
"101305";432;266;31;53;61.5740740740741;7.17592592592593;12.2685185185185
"101306";1129;720;111;88;63.7732506643047;9.83170947741364;7.79450841452613
"101401";13322;4841;5132;925;36.3383876294851;38.5227443326828;6.94340189160787
"101402";3441;1881;535;367;54.664341761116;15.5478058703865;10.6655042138913
"101403";1096;669;102;80;61.0401459854015;9.30656934306569;7.2992700729927
"101404";1643;778;400;150;47.3524041387705;24.3457090687766;9.12964090079124
"101405";1399;732;257;119;52.3230879199428;18.3702644746247;8.506075768406
"101406";1211;707;136;89;58.3815028901734;11.2303881090008;7.34929810074319
"101407";757;447;73;70;59.0488771466314;9.64332892998679;9.24702774108322
"101408";3061;1576;659;239;51.4864423391049;21.5289121202221;7.80790591310029
"101409";3200;1808;566;260;56.5;17.6875;8.125
"101410";1538;894;212;149;58.1274382314694;13.7841352405722;9.68790637191157
"101411";1802;988;277;147;54.8279689234184;15.3718091009989;8.15760266370699
"101501";1087;538;240;72;49.4940202391904;22.0791168353266;6.62373505059798
"101502";1975;1420;107;135;71.8987341772152;5.41772151898734;6.83544303797468
"101503";808;550;84;40;68.0693069306931;10.3960396039604;4.95049504950495
"101504";792;416;137;54;52.5252525252525;17.2979797979798;6.81818181818182
"101505";1006;666;152;48;66.2027833001988;15.1093439363817;4.7713717693837
"101506";1874;1205;251;94;64.3009605122732;13.3938100320171;5.01600853788687
"101507";993;519;168;79;52.2658610271903;16.9184290030211;7.95568982880161
"101508";2206;1124;481;133;50.9519492293744;21.804170444243;6.02901178603808
"101509";816;535;91;42;65.5637254901961;11.1519607843137;5.14705882352941
"101601";18582;7402;6843;976;39.8342481971801;36.8259606070391;5.25239479065763
"101602";1096;622;174;53;56.7518248175182;15.8759124087591;4.83576642335766
"101603";677;388;119;50;57.3116691285081;17.5775480059084;7.38552437223043
"101604";1440;911;152;98;63.2638888888889;10.5555555555556;6.80555555555556
"101605";1319;650;326;93;49.2797573919636;24.7156937073541;7.05079605761941
"101606";2089;1279;272;130;61.2254667304931;13.0205840114888;6.22307324078506
"101607";1985;1026;390;120;51.6876574307305;19.647355163728;6.04534005037783
"101608";1266;763;130;154;60.2685624012638;10.2685624012638;12.1642969984202
"101609";3731;1919;860;275;51.4339319217368;23.0501206110962;7.37067810238542
"101610";2388;1243;509;126;52.0519262981575;21.3149078726968;5.27638190954774
"101611";1056;632;81;166;59.8484848484849;7.67045454545455;15.719696969697
"101701";1259;726;207;83;57.6648133439237;16.4416203335981;6.59253375694996
"101702";1304;668;241;122;51.2269938650307;18.4815950920245;9.3558282208589
"101703";1114;540;261;83;48.4739676840215;23.4290843806104;7.45062836624775
"101704";1419;727;302;86;51.2332628611698;21.2825933756166;6.06060606060606
"101705";1323;727;239;99;54.9508692365835;18.0650037792895;7.48299319727891
"101706";1145;647;205;117;56.5065502183406;17.9039301310044;10.2183406113537
"101707";1840;1105;277;120;60.054347826087;15.054347826087;6.52173913043478
"101708";858;401;215;45;46.7365967365967;25.0582750582751;5.24475524475525
"101709";9307;3458;3655;426;37.1548296980767;39.2715160631783;4.5771999570216
"101710";1718;860;397;122;50.058207217695;23.1082654249127;7.10128055878929
"101801";967;431;179;84;44.5708376421923;18.5108583247156;8.68665977249224
"101802";913;445;160;105;48.7404162102957;17.5246440306681;11.500547645126
"101803";1366;651;278;99;47.6573938506589;20.3513909224012;7.24743777452416
"101804";1100;571;203;75;51.9090909090909;18.4545454545455;6.81818181818182
"101805";955;465;159;107;48.6910994764398;16.6492146596859;11.2041884816754
"101806";1309;583;324;80;44.5378151260504;24.7517188693659;6.11153552330023
"101807";4042;1564;1308;231;38.693715982187;32.360217714003;5.71499257793172
"101901";12581;4738;3545;2131;37.6599634369287;28.1774103807329;16.9382402034814
"101902";2018;894;327;382;44.3012884043608;16.2041625371655;18.9296333002973
"101903";1497;685;310;236;45.7581830327321;20.7080828323313;15.7648630594522
"101904";3480;1619;644;636;46.5229885057471;18.5057471264368;18.2758620689655
"102001";3946;1405;1628;174;35.6056766345666;41.2569690826153;4.40952863659402
"102002";5196;2029;1891;255;39.0492686682063;36.3933795227098;4.90762124711316
"102003";17513;5805;7380;764;33.1468052304003;42.1401244789585;4.36247359104665
"102004";11416;3178;5144;542;27.8381219341275;45.0595655220743;4.74772249474422
"102005";1295;715;232;86;55.2123552123552;17.9150579150579;6.64092664092664
"102006";2354;1081;672;88;45.9218351741716;28.5471537807986;3.73831775700935
"102007";1575;619;470;100;39.3015873015873;29.8412698412698;6.34920634920635
"102008";4445;1562;1520;249;35.140607424072;34.1957255343082;5.60179977502812
"102009";5546;1906;2175;283;34.3671114316625;39.217454020916;5.10277677605481
"102101";3598;1601;1088;182;44.49694274597;30.2390216787104;5.05836575875486
"102102";1888;852;468;145;45.1271186440678;24.7881355932203;7.68008474576271
"102103";1277;643;273;129;50.3523884103367;21.3782302270948;10.1018010963195
"102104";1019;603;161;81;59.1756624141315;15.7998037291462;7.94896957801766
"102105";1452;777;317;72;53.5123966942149;21.831955922865;4.95867768595041
"106101";232746;57126;105206;10015;24.5443530715888;45.20206577127;4.30297405755631
"106201";21584;7777;7531;1644;36.0313194959229;34.8915863602669;7.61675315048184
"106301";15767;5640;5899;870;35.7709139341663;37.4135853364622;5.51785374516395
"120101";9839;3986;3277;733;40.5122471795914;33.3062303079581;7.44994410001016
"120102";6064;3272;947;459;53.957783641161;15.6167546174142;7.56926121372032
"120103";2144;1360;203;148;63.4328358208955;9.46828358208955;6.90298507462687
"120104";1683;1099;155;137;65.3000594177065;9.20974450386215;8.14022578728461
"120105";2378;1312;342;253;55.1724137931034;14.3818334735072;10.6391925988225
"120106";5007;2920;739;336;58.3183543039744;14.7593369283004;6.7106051527861
"120107";3573;2169;469;167;60.7052896725441;13.1262244612371;4.67394346487545
"120108";1910;1285;156;132;67.2774869109948;8.16753926701571;6.91099476439791
"120109";2005;1398;117;147;69.7256857855362;5.8354114713217;7.33167082294264
"120201";2258;1341;274;116;59.3888396811337;12.1346324180691;5.13728963684677
"120202";11380;5443;2712;909;47.829525483304;23.8312829525483;7.98769771528998
"120203";3021;1883;358;210;62.3303541873552;11.8503806686528;6.95134061569017
"120204";4687;2571;674;356;54.8538510774483;14.3802005547258;7.59547685086409
"120205";2451;1620;182;120;66.0954712362301;7.42554059567523;4.89596083231334
"120206";2218;1545;169;151;69.6573489630297;7.61947700631199;6.80793507664563
"120207";2387;1495;286;163;62.6309174696271;11.9815668202765;6.82865521575199
"120301";3863;1684;1178;296;43.593062386746;30.4944343774269;7.66243851928553
"120302";2880;1292;850;201;44.8611111111111;29.5138888888889;6.97916666666667
"120303";14253;4593;6332;734;32.2247947800463;44.4257349329966;5.14979302602961
"120304";6778;2864;2453;326;42.2543523163175;36.1906167010918;4.80967837120094
"120305";10319;3626;4136;539;35.1390638627774;40.0814032367477;5.22337435798042
"120401";637;393;41;83;61.6954474097331;6.43642072213501;13.0298273155416
"120402";5904;3592;758;506;60.840108401084;12.8387533875339;8.57046070460705
"120403";879;621;49;107;70.6484641638225;5.5745164960182;12.1729237770193
"120404";866;521;67;106;60.161662817552;7.73672055427252;12.2401847575058
"120405";2135;1396;146;172;65.3864168618267;6.8384074941452;8.05620608899297
"120406";2087;1485;99;136;71.1547676090081;4.74365117393388;6.51653090560613
"120407";3258;1922;306;497;58.9932473910374;9.39226519337017;15.2547575199509
"120501";8183;3351;2596;495;40.9507515581083;31.7243064890627;6.04912623732128
"120502";4584;2621;660;272;57.1771378708551;14.3979057591623;5.93368237347295
"120503";2631;1775;262;169;67.4648422652984;9.95819080197644;6.4234131508932
"120504";4865;2655;858;343;54.5734840698869;17.6361767728674;7.05035971223022
"120505";1949;1187;233;85;60.9030271934325;11.9548486403284;4.36121087737301
"120506";2300;1384;265;136;60.1739130434783;11.5217391304348;5.91304347826087
"120507";1357;827;110;68;60.9432571849668;8.10611643330877;5.01105379513633
"120508";1726;1099;168;95;63.6732329084589;9.73348783314021;5.50405561993048
"120509";1431;679;353;131;47.4493361285814;24.6680642907058;9.15443745632425
"120510";1927;803;485;264;41.6709911779969;25.1686559418786;13.700051894136
"120601";4397;1928;1099;382;43.8480782351603;24.9943143052081;8.68774164202866
"120602";1992;1057;309;194;53.0622489959839;15.5120481927711;9.73895582329317
"120603";3024;1453;601;267;48.0489417989418;19.8743386243386;8.82936507936508
"120604";3358;1743;666;224;51.9058963668851;19.8332340678976;6.67063728409768
"120605";5529;2217;1438;667;40.0976668475312;26.0083197684934;12.0636643154277
"120606";10310;4115;3440;603;39.9127061105723;33.3656644034918;5.84869059165858
"120607";5733;2739;1369;419;47.7760334903192;23.8792953078667;7.30856445142159
"120608";4274;1301;1589;480;30.4398689751989;37.178287318671;11.2306972391203
"120609";5481;1921;1989;379;35.0483488414523;36.2889983579639;6.91479656996898
"120610";3476;1549;858;288;44.5627157652474;24.6835443037975;8.28538550057537
"120611";13550;5655;4285;945;41.7343173431734;31.6236162361624;6.97416974169742
"120612";4152;1961;688;485;47.2302504816956;16.5703275529865;11.6811175337187
"120613";1946;1191;161;197;61.2024665981501;8.27338129496403;10.1233299075026
"120614";3583;1543;1022;253;43.064471113592;28.5235835891711;7.06112196483394
"120615";5476;1736;2038;462;31.7019722425128;37.2169466764061;8.43681519357195
"120616";11181;3653;4408;841;32.6714962883463;39.4240228959843;7.5216885788391
"120617";9248;2473;3920;827;26.7409169550173;42.3875432525952;8.94247404844291
"120701";5368;2714;969;734;50.5588673621461;18.0514157973174;13.6736214605067
"120702";2423;1264;511;231;52.1667354519191;21.0895583986793;9.53363598844408
"120703";2896;1766;283;311;60.9806629834254;9.77209944751381;10.7389502762431
"120704";2402;1547;178;274;64.4046627810158;7.41049125728559;11.4071606994172
"120705";2275;1551;191;147;68.1758241758242;8.3956043956044;6.46153846153846
"120706";3180;2315;149;202;72.7987421383648;4.68553459119497;6.35220125786164
"120707";8409;5532;512;985;65.7866571530503;6.08871447258889;11.7136401474611
"120708";3318;2118;184;477;63.8336347197107;5.5455093429777;14.376130198915
"120709";5085;3563;415;240;70.0688298918387;8.16125860373648;4.71976401179941
"120710";1764;1228;176;81;69.6145124716553;9.97732426303855;4.59183673469388
"120711";2134;1491;125;146;69.8687910028116;5.85754451733833;6.84161199625117
"120712";2253;1517;212;152;67.3324456280515;9.40967598757213;6.74656014203285
"120801";2021;980;297;193;48.4908461157843;14.6956952003958;9.54972785749629
"120802";1802;955;223;196;52.9966703662597;12.3751387347392;10.8768035516093
"120803";1223;740;143;63;60.5069501226492;11.6925592804579;5.15126737530662
"120804";1594;856;212;166;53.7013801756587;13.2998745294856;10.4140526976161
"120805";5878;2512;1373;580;42.7356243620279;23.3582851309969;9.86730180333447
"120806";633;343;65;92;54.1864139020537;10.2685624012638;14.5339652448657
"120807";880;439;94;133;49.8863636363636;10.6818181818182;15.1136363636364
"120901";5095;2519;1150;332;49.4406280667321;22.5711481844946;6.5161923454367
"120902";3206;2037;363;143;63.5371179039301;11.3225202744853;4.46038677479726
"120903";15454;7209;3760;1261;46.6481169923644;24.3302704801346;8.15969975410897
"120904";3900;2369;535;218;60.7435897435897;13.7179487179487;5.58974358974359
"120905";1866;1015;304;157;54.3944265809218;16.2915326902465;8.41371918542337
"120906";3027;1546;622;225;51.0736703006277;20.5483977535514;7.43310208126858
"120907";4570;2435;928;258;53.2822757111597;20.3063457330416;5.64551422319475
"120908";3064;2005;311;125;65.4373368146214;10.1501305483029;4.07963446475196
"120909";2544;1559;245;146;61.2814465408805;9.63050314465409;5.73899371069182
"121001";2136;1328;316;120;62.1722846441948;14.7940074906367;5.61797752808989
"121002";9811;6096;1404;459;62.1343390072368;14.3104678422179;4.67842217918663
"121003";2788;1908;311;160;68.4361549497848;11.154949784792;5.73888091822095
"121004";8935;6224;637;350;69.658645775042;7.12926692781198;3.91717963066592
"121005";3639;2311;386;170;63.5064578180819;10.6073097004672;4.67161308051663
"121006";4803;3502;285;187;72.912762856548;5.93379138038726;3.89339995835936
"121007";6335;2853;1999;439;45.0355169692186;31.5548539857932;6.92975532754538
"121008";1862;1234;186;63;66.2728249194415;9.98925886143931;3.38345864661654
"121009";5327;3583;534;273;67.2611225830674;10.0244039797259;5.12483574244415
"121010";3953;2889;262;193;73.0837338730078;6.62787756134581;4.88236782190741
"121011";3843;1988;991;183;51.7304189435337;25.7871454592766;4.76190476190476
"121012";2784;1877;318;98;67.4209770114943;11.4224137931034;3.52011494252874
"121013";2945;1774;473;146;60.2376910016978;16.0611205432937;4.95755517826825
"121014";4447;3072;368;215;69.0802788396672;8.2752417360018;4.83472003597931
"121015";1242;788;175;58;63.4460547504026;14.0901771336554;4.66988727858293
"121016";8233;5025;1205;474;61.0348597109195;14.6362200898822;5.75731811004494
"121101";9947;4095;3410;458;41.1681914144968;34.2816929727556;4.60440333768976
"121102";2374;1039;777;163;43.7657961246841;32.7295703454086;6.86604886267902
"121103";4990;3161;628;156;63.3466933867735;12.5851703406814;3.12625250501002
"121104";2277;1141;511;174;50.1097935880545;22.4418093983311;7.64163372859025
"121105";5258;3673;358;126;69.8554583491822;6.80867249904907;2.39634842145302
"121106";2126;1197;453;148;56.3029162746943;21.307619943556;6.96142991533396
"121107";1549;1094;141;53;70.6262104583602;9.10264686894771;3.42156229825694
"121108";2255;1427;311;118;63.2815964523282;13.7915742793792;5.23281596452328
"121109";6126;3669;1030;290;59.8922624877571;16.8135814560888;4.73392099249102
"121110";2535;1825;232;98;71.9921104536489;9.15187376725838;3.86587771203156
"121111";3759;2276;529;179;60.5480180899175;14.072891726523;4.76190476190476
"121112";5618;2919;1377;267;51.9579921680313;24.5105019579922;4.75258098967604
"121113";1222;770;153;43;63.0114566284779;12.5204582651391;3.51882160392799
"121114";2546;1660;315;65;65.2003142183818;12.3723487824038;2.55302435192459
"121201";3068;1085;1201;142;35.3650586701434;39.1460234680574;4.62842242503259
"121203";2314;825;794;128;35.6525496974935;34.3128781331029;5.53154710458081
"121204";4862;1811;1755;283;37.2480460715755;36.096256684492;5.820649938297
"121205";15568;6545;5018;935;42.0413669064748;32.2327852004111;6.00590955806783
"121206";2246;1260;267;203;56.099732858415;11.8878005342832;9.03829029385575
"121207";6904;3370;1573;388;48.8122827346466;22.7838933951333;5.61993047508691
"121301";12303;4108;5470;575;33.3902300251971;44.4607006421198;4.67365683166707
"121302";7340;3252;2433;429;44.3051771117166;33.1471389645777;5.84468664850136
"121303";4109;1605;1608;163;39.0605986858116;39.1336091506449;3.96690192260891
"121304";10883;4446;2815;1849;40.8527060553156;25.8660295874299;16.9898006064504
"121305";2473;1245;503;296;50.3437120905782;20.3396684189244;11.9692680954306
"121306";6800;2788;2414;453;41;35.5;6.66176470588235
"121307";1430;659;318;188;46.0839160839161;22.2377622377622;13.1468531468531
"121308";1919;850;610;106;44.293903074518;31.7873892652423;5.52371026576342
"121309";2810;1260;868;191;44.8398576512456;30.8896797153025;6.79715302491103
"121401";2402;1274;331;223;53.0391340549542;13.7801831806828;9.28393005828476
"121402";1465;880;144;187;60.0682593856655;9.82935153583618;12.7645051194539
"121403";1653;905;224;168;54.7489413188143;13.5511191772535;10.1633393829401
"121404";984;527;41;220;53.5569105691057;4.16666666666667;22.3577235772358
"121405";4509;2164;818;549;47.9929030827234;18.1414947882014;12.1756487025948
"121406";845;443;68;125;52.4260355029586;8.04733727810651;14.792899408284
"121501";1531;728;387;97;47.5506205094709;25.27759634226;6.33572828216852
"121502";2926;1041;1080;208;35.5775803144224;36.9104579630895;7.10868079289132
"121503";2249;1339;299;184;59.5375722543353;13.2947976878613;8.18141396176078
"121504";1633;978;228;84;59.8897734231476;13.9620330679731;5.14390691977955
"121505";3163;1962;340;158;62.0297186215618;10.7492886500158;4.99525766677205
"121506";4823;2434;1081;263;50.466514617458;22.4134356209828;5.45303752850923
"121507";3713;1971;811;237;53.0837597629949;21.8421761378939;6.38297872340426
"121508";2679;1398;583;162;52.1836506159015;21.7618514371034;6.04703247480403
"121509";1618;748;425;115;46.229913473424;26.2669962917182;7.10754017305315
"121601";3006;1850;399;270;61.5435795076514;13.2734530938124;8.98203592814371
"121602";2412;1621;178;153;67.2056384742952;7.37976782752902;6.34328358208955
"121603";4566;2803;624;276;61.3885238720981;13.6662286465177;6.04467805519054
"121604";3458;1983;502;276;57.3452862926547;14.5170618854829;7.98149219201851
"121605";2668;1482;372;202;55.5472263868066;13.9430284857571;7.5712143928036
"121606";3075;1958;331;175;63.6747967479675;10.7642276422764;5.69105691056911
"121607";2084;1401;140;148;67.2264875239923;6.71785028790787;7.10172744721689
"121608";4355;2561;694;251;58.8059701492537;15.9357060849598;5.76349024110218
"121609";8792;4326;2010;672;49.203821656051;22.8616924476797;7.64331210191083
"121610";5332;3211;707;352;60.2213053263316;13.2595648912228;6.60165041260315
"121611";3538;1855;685;280;52.4307518371962;19.3612210288298;7.91407574901074
"121612";951;573;85;123;60.2523659305994;8.93796004206099;12.9337539432177
"121613";4084;2290;659;270;56.0724779627816;16.1361410381978;6.61116552399608
"121614";3759;2366;420;271;62.9422718808194;11.1731843575419;7.20936419260442
"121615";5434;3087;846;469;56.808980493191;15.5686418844314;8.63084284136916
"121616";2148;1446;148;144;67.3184357541899;6.8901303538175;6.70391061452514
"121701";10509;4035;4227;461;38.3956608621182;40.2226662860405;4.38671614806356
"121702";1777;1131;226;75;63.6465953854812;12.718064153067;4.22059651097355
"121703";4207;2611;640;166;62.063227953411;15.2127406703114;3.94580461136202
"121704";2627;1305;644;124;49.6764370003807;24.514655500571;4.7202131709174
"121705";3149;1817;619;130;57.7008574150524;19.657033979041;4.12829469672912
"121801";13918;6291;3913;958;45.2004598361834;28.1146716482253;6.88317286966518
"121802";3114;1432;770;318;45.9858702633269;24.7270391779062;10.2119460500963
"121803";5731;2680;1518;401;46.7632175885535;26.4875239923225;6.99703367649625
"121804";1734;833;432;93;48.0392156862745;24.9134948096886;5.36332179930796
"121805";1219;554;318;77;45.4470877768663;26.0869565217391;6.31665299425759
"121806";2869;1589;561;267;55.3851516207738;19.5538515162077;9.30637852910422
"121807";1742;849;407;130;48.7370838117107;23.3639494833525;7.46268656716418
"121808";2262;1025;589;199;45.3138815207781;26.0389036251105;8.79752431476569
"121809";11459;4878;3873;734;42.5691596125316;33.7987607993717;6.40544550135265
"121810";3840;2116;716;300;55.1041666666667;18.6458333333333;7.8125
"121901";3565;1669;926;227;46.8162692847125;25.9747545582048;6.36746143057503
"121902";5820;2850;1129;644;48.9690721649485;19.3986254295533;11.0652920962199
"121903";3457;1434;1077;257;41.4810529360717;31.1541799247903;7.43419149551634
"121904";10151;3750;3475;709;36.9421731849079;34.2330804846813;6.98453354349325
"121905";22069;7345;8529;1416;33.2819792469074;38.646970864108;6.41623997462504
"126101";301749;76314;129256;22561;25.2905560581808;42.8356017749852;7.4767439163013
"126201";28529;12919;9468;1290;45.2837463633496;33.1872831154264;4.5217147463984
"126301";35316;13181;13453;2465;37.3230263903047;38.0932155396987;6.97983916638351
"140101";3212;1643;935;192;51.1519302615193;29.1095890410959;5.97758405977584
"140102";1496;849;215;181;56.7513368983957;14.3716577540107;12.0989304812834
"140103";1108;761;86;96;68.6823104693141;7.76173285198556;8.66425992779783
"140104";1550;1086;126;77;70.0645161290323;8.12903225806452;4.96774193548387
"140105";1387;928;156;52;66.9069935111752;11.2472963229993;3.74909877433309
"140106";945;645;99;42;68.2539682539683;10.4761904761905;4.44444444444444
"140201";12724;5083;4614;1125;39.9481295190192;36.2621817038667;8.84155925809494
"140202";1858;833;492;163;44.8331539289559;26.4800861141012;8.77287405812702
"140203";1550;757;311;179;48.8387096774194;20.0645161290323;11.5483870967742
"140204";853;538;94;42;63.0715123094959;11.0199296600234;4.92379835873388
"140205";889;561;103;65;63.1046119235096;11.5860517435321;7.31158605174353
"140206";903;511;133;92;56.5891472868217;14.7286821705426;10.188261351052
"140207";1401;786;198;147;56.1027837259101;14.1327623126338;10.4925053533191
"140208";1240;749;201;94;60.4032258064516;16.2096774193548;7.58064516129032
"140209";1982;1080;327;197;54.4904137235116;16.4984863773966;9.93945509586277
"140301";6153;2804;1694;629;45.5712660490817;27.5312855517634;10.2226556151471
"140302";1542;926;267;121;60.0518806744488;17.3151750972763;7.84695201037613
"140303";1759;1087;146;217;61.7964752700398;8.30017055144969;12.3365548607163
"140304";4373;2447;709;411;55.9570089183627;16.2131260004574;9.39858220900983
"140305";2064;1411;150;130;68.3624031007752;7.26744186046512;6.2984496124031
"140306";1573;1008;173;111;64.0813731722823;10.9980928162746;7.05657978385251
"140307";2078;1408;192;189;67.7574590952839;9.23965351299326;9.09528392685274
"140308";1535;1007;140;133;65.6026058631922;9.12052117263844;8.66449511400651
"140309";1298;889;72;131;68.4899845916795;5.54699537750385;10.0924499229584
"140310";3592;2064;484;442;57.4610244988864;13.4743875278396;12.3051224944321
"140311";2506;1616;218;147;64.4852354349561;8.69912210694334;5.8659217877095
"140312";2353;1618;171;152;68.7632809179771;7.26731831704207;6.4598385040374
"140313";1855;901;392;230;48.5714285714286;21.1320754716981;12.3989218328841
"140314";2506;1628;265;147;64.9640861931365;10.5746209098164;5.8659217877095
"140401";5148;2064;1959;358;40.0932400932401;38.0536130536131;6.95415695415695
"140402";2779;1473;699;209;53.0046779417056;25.1529327096078;7.52069089600576
