"teryt";"lgw";"pis";"po";"d3";"pis.p";"po.p";"d3.p"
"060504";2297;1653;38;46;71.9634305616021;1.65433173704832;2.00261210274271
"060505";5026;2847;923;120;56.6454436927974;18.3645045762037;2.38758456028651
"060506";1975;1191;257;58;60.3037974683544;13.0126582278481;2.93670886075949
"060507";1247;801;139;28;64.2341619887731;11.1467522052927;2.24538893344026
"060601";5189;1933;2093;213;37.2518789747543;40.3353247253806;4.1048371555213
"060602";1327;804;169;76;60.5877920120573;12.7354935945742;5.72720422004522
"060603";896;448;201;74;50;22.4330357142857;8.25892857142857
"060604";1908;1017;371;115;53.3018867924528;19.4444444444444;6.0272536687631
"060605";2120;1042;544;100;49.1509433962264;25.6603773584906;4.71698113207547
"060606";917;413;189;66;45.0381679389313;20.6106870229008;7.19738276990185
"060607";923;562;162;42;60.8884073672806;17.5514626218852;4.55037919826652
"060609";691;388;116;46;56.150506512301;16.7872648335745;6.65701881331404
"060610";978;383;250;124;39.161554192229;25.5623721881391;12.678936605317
"060611";1215;705;175;58;58.0246913580247;14.40329218107;4.77366255144033
"060701";9991;4792;3124;597;47.9631668501652;31.2681413271945;5.97537784005605
"060702";2075;1236;339;150;59.566265060241;16.3373493975904;7.2289156626506
"060703";1508;835;188;169;55.3713527851459;12.4668435013263;11.2068965517241
"060704";1771;1055;191;94;59.57086391869;10.7848673066064;5.30773574251835
"060705";1943;1146;278;141;58.9809572825528;14.3077714873906;7.25681935151827
"060706";1676;1166;140;64;69.5704057279236;8.35322195704057;3.81861575178998
"060707";1613;942;232;129;58.4004959702418;14.3831370117793;7.99752014879107
"060708";2449;1460;270;216;59.6161698652511;11.0249081257656;8.81992650061249
"060709";1880;1153;164;107;61.3297872340426;8.72340425531915;5.69148936170213
"060710";1835;1073;235;86;58.4741144414169;12.8065395095368;4.6866485013624
"060801";6701;2737;2349;425;40.844650052231;35.0544694821668;6.34233696463214
"060802";1154;725;95;62;62.8249566724437;8.23223570190641;5.37261698440208
"060803";1488;820;238;93;55.1075268817204;15.994623655914;6.25
"060804";730;461;89;50;63.1506849315069;12.1917808219178;6.84931506849315
"060805";1733;787;364;114;45.4125793421812;21.0040392383151;6.57818811309867
"060806";1628;997;226;82;61.2407862407862;13.8820638820639;5.03685503685504
"060807";3316;1551;661;253;46.773220747889;19.9336550060314;7.62967430639324
"060808";1469;891;236;75;60.6535057862491;16.0653505786249;5.10551395507148
"060809";1801;1109;191;99;61.576901721266;10.6052193225986;5.49694614103276
"060810";1623;873;260;101;53.7892791127542;16.0197165742452;6.22304374614911
"060811";955;513;93;75;53.717277486911;9.73821989528796;7.85340314136126
"060812";1530;896;146;83;58.562091503268;9.54248366013072;5.42483660130719
"060813";875;493;167;53;56.3428571428571;19.0857142857143;6.05714285714286
"060901";3687;2029;664;222;55.0311906699214;18.009221589368;6.02115541090317
"060902";1201;669;105;99;55.7035803497086;8.74271440466278;8.24313072439634
"060903";2990;1602;518;167;53.5785953177257;17.3244147157191;5.58528428093646
"060904";2702;1350;523;162;49.9629903774982;19.3560325684678;5.99555884529978
"060905";4529;1748;1443;289;38.5957164937072;31.8613380437183;6.38109958048134
"060906";2021;1031;403;121;51.0143493320139;19.9406234537358;5.98713508164275
"060907";5040;2160;1506;319;42.8571428571429;29.8809523809524;6.32936507936508
"060908";5247;1775;1907;402;33.8288545835716;36.3445778540118;7.66152086906804
"060909";1138;598;187;92;52.5483304042179;16.4323374340949;8.08435852372583
"060910";3640;1738;762;221;47.7472527472528;20.9340659340659;6.07142857142857
"060911";6817;2847;2019;386;41.76323896142;29.617133636497;5.66231480123221
"060912";2275;1123;471;156;49.3626373626374;20.7032967032967;6.85714285714286
"060913";1625;844;306;101;51.9384615384615;18.8307692307692;6.21538461538462
"060914";4166;1685;1182;262;40.4464714354297;28.372539606337;6.28900624099856
"060915";1304;837;116;95;64.1871165644172;8.89570552147239;7.28527607361963
"060916";770;518;57;41;67.2727272727273;7.4025974025974;5.32467532467532
"061001";1826;1021;321;80;55.9145673603505;17.579408543264;4.38116100766703
"061002";1454;664;354;75;45.6671251719395;24.3466299862448;5.15818431911967
"061003";6892;3191;2038;238;46.3000580383053;29.570516540917;3.4532791642484
"061004";2175;1123;501;86;51.632183908046;23.0344827586207;3.95402298850575
"061005";1780;949;283;119;53.314606741573;15.8988764044944;6.68539325842697
"061006";1593;725;390;86;45.5116133082235;24.4821092278719;5.39861895794099
"061101";9203;4410;2492;505;47.9191567966967;27.0781266978159;5.48734108442899
"061102";766;424;177;48;55.3524804177546;23.1070496083551;6.26631853785901
"061103";1420;853;177;96;60.0704225352113;12.4647887323944;6.76056338028169
"061104";2731;1606;241;118;58.8062980593189;8.82460637129257;4.3207616257781
"061105";5094;3102;522;295;60.8951707891637;10.2473498233216;5.7911268158618
"061106";1015;633;85;51;62.3645320197044;8.3743842364532;5.02463054187192
"061107";2592;1545;162;209;59.6064814814815;6.25;8.06327160493827
"061108";2179;1503;170;134;68.9765947682423;7.801743919229;6.14960991280404
"061109";2467;1668;118;96;67.6124847993514;4.78313741386299;3.89136603161735
"061110";1774;991;131;101;55.8624577226607;7.38444193912063;5.69334836527621
"061111";1149;699;85;75;60.8355091383812;7.39773716275022;6.52741514360313
"061201";1734;950;199;75;54.7866205305652;11.4763552479815;4.32525951557093
"061202";1640;826;281;102;50.3658536585366;17.1341463414634;6.21951219512195
"061203";1284;670;199;180;52.1806853582555;15.4984423676012;14.018691588785
"061204";1138;606;165;77;53.2513181019332;14.4991212653779;6.76625659050967
"061205";4566;2327;1190;215;50.9636443276391;26.0621988611476;4.70871660096364
"061206";3993;2067;933;425;51.7655897821187;23.3658903080391;10.6436263461057
"061207";1140;717;131;82;62.8947368421053;11.4912280701754;7.19298245614035
"061301";1020;507;206;87;49.7058823529412;20.1960784313725;8.52941176470588
"061302";1061;608;124;75;57.3044297832234;11.6870876531574;7.06880301602262
"061303";985;509;116;95;51.6751269035533;11.7766497461929;9.64467005076142
"061304";4108;1857;1157;377;45.2044790652386;28.1645569620253;9.17721518987342
"061305";472;215;59;42;45.5508474576271;12.5;8.89830508474576
"061306";1161;718;164;68;61.8432385874246;14.1257536606374;5.85701981050818
"061307";640;319;144;58;49.84375;22.5;9.0625
"061401";15306;5500;6426;728;35.9336208022998;41.9835358682869;4.7563047171044
"061402";1035;588;199;58;56.8115942028986;19.2270531400966;5.60386473429952
"061403";1150;554;346;58;48.1739130434783;30.0869565217391;5.04347826086957
"061404";2070;943;658;116;45.5555555555556;31.7874396135266;5.60386473429952
"061405";2588;1225;625;166;47.3338485316847;24.1499227202473;6.41421947449768
"061406";2329;1269;436;123;54.4869042507514;18.7204808930872;5.28123658222413
"061407";931;498;160;57;53.4908700322234;17.1858216970999;6.12244897959184
"061408";3660;1684;1079;227;46.0109289617486;29.4808743169399;6.20218579234973
"061409";3654;1651;983;269;45.1833607006021;26.9020251778872;7.36179529282978
"061410";1233;683;173;65;55.3933495539335;14.0308191403082;5.27169505271695
"061411";1934;1082;288;185;55.9462254395036;14.8914167528438;9.56566701137539
"061501";4493;2017;1174;404;44.8920543066993;26.1295348319608;8.99176496772758
"061502";1490;780;141;267;52.3489932885906;9.46308724832215;17.9194630872483
"061503";1323;751;176;139;56.7649281934996;13.3030990173847;10.5064247921391
"061504";2151;1472;152;100;68.4332868433287;7.06648070664807;4.64900046490005
"061505";1312;719;158;103;54.8018292682927;12.0426829268293;7.85060975609756
"061506";2150;1268;241;171;58.9767441860465;11.2093023255814;7.95348837209302
"061507";1665;1036;91;152;62.2222222222222;5.46546546546547;9.12912912912913
"061508";1692;920;278;147;54.3735224586288;16.4302600472813;8.68794326241135
"061601";4701;1859;1388;625;39.5447777068709;29.5256328440757;13.295043607743
"061602";2078;1405;128;116;67.6130895091434;6.15976900866218;5.5822906641001
"061603";1270;825;82;119;64.9606299212598;6.45669291338583;9.37007874015748
"061604";6071;2947;1316;775;48.5422500411794;21.6768242464174;12.7656069840224
"061605";1681;795;194;505;47.2932778108269;11.540749553837;30.0416418798334
"061606";937;495;148;117;52.8281750266809;15.795090715048;12.4866595517609
"061701";12482;5318;4086;1013;42.6053517064573;32.7351385995834;8.11568658868771
"061702";3196;1485;779;246;46.4643304130163;24.3742177722153;7.69712140175219
"061703";2907;1446;555;318;49.7420020639835;19.0918472652219;10.9391124871001
"061704";905;551;103;31;60.8839779005525;11.3812154696133;3.42541436464088
"061705";2046;1151;363;100;56.2561094819159;17.741935483871;4.88758553274682
"061801";5914;2821;1890;333;47.7003719986473;31.9580656070342;5.63070679742983
"061802";765;430;130;54;56.2091503267974;16.9934640522876;7.05882352941176
"061803";902;567;83;53;62.860310421286;9.20177383592018;5.87583148558758
"061804";992;664;112;76;66.9354838709677;11.2903225806452;7.66129032258065
"061805";1279;688;267;106;53.7920250195465;20.8756841282252;8.28772478498827
"061806";1472;820;258;124;55.7065217391304;17.5271739130435;8.42391304347826
"061807";1324;859;112;74;64.8791540785498;8.45921450151057;5.58912386706949
"061808";2115;1299;326;154;61.4184397163121;15.4137115839243;7.28132387706856
"061809";1071;713;95;49;66.5732959850607;8.87021475256769;4.57516339869281
"061810";944;584;69;78;61.864406779661;7.30932203389831;8.26271186440678
"061811";3112;1908;451;195;61.3110539845758;14.4922879177378;6.26606683804627
"061812";1453;986;152;96;67.8596008258775;10.461114934618;6.60701995870613
"061813";1045;679;107;59;64.9760765550239;10.2392344497608;5.64593301435407
"061901";3981;1406;1370;549;35.3177593569455;34.4134639537805;13.7905048982668
"061902";779;303;84;201;38.8960205391528;10.783055198973;25.8023106546855
"061903";880;406;154;179;46.1363636363636;17.5;20.3409090909091
"061904";594;319;74;98;53.7037037037037;12.4579124579125;16.4983164983165
"061905";1163;605;188;165;52.0206362854686;16.1650902837489;14.1874462596733
"061906";1642;645;433;281;39.2813641900122;26.3702801461632;17.1132764920828
"061907";1020;491;244;124;48.1372549019608;23.921568627451;12.156862745098
"061908";616;282;59;173;45.7792207792208;9.57792207792208;28.0844155844156
"062001";1297;696;126;86;53.6622976098689;9.71472629144179;6.63068619892059
"062002";942;584;99;64;61.9957537154989;10.5095541401274;6.79405520169851
"062003";1511;847;193;230;56.0555923229649;12.7729980145599;15.2217074784911
"062004";2350;1485;275;137;63.1914893617021;11.7021276595745;5.82978723404255
"062005";1864;1149;190;145;61.6416309012876;10.1931330472103;7.77896995708155
"062006";1208;663;146;140;54.8841059602649;12.0860927152318;11.5894039735099
"062007";1246;678;159;130;54.414125200642;12.760834670947;10.4333868378812
"062008";1595;941;134;111;58.9968652037618;8.4012539184953;6.95924764890282
"062009";1829;1096;201;125;59.9234554401312;10.9896118097321;6.83433570256971
"062010";1328;816;130;90;61.4457831325301;9.78915662650602;6.77710843373494
"062011";1440;823;186;148;57.1527777777778;12.9166666666667;10.2777777777778
"062012";1096;606;113;78;55.2919708029197;10.3102189781022;7.11678832116788
"062013";2641;1370;432;150;51.8742900416509;16.3574403634987;5.67966679288148
"062014";6884;3106;1379;797;45.1191167925625;20.0319581638582;11.5775711795468
"062015";1886;806;537;168;42.7359490986214;28.4729586426299;8.90774125132556
"066101";17851;7817;6652;669;43.7902638507647;37.2640188224749;3.74768920508655
"066201";18254;6925;6865;910;37.9368905445382;37.6081954640079;4.98520872137614
"066301";116060;40011;48269;6203;34.4744097880407;41.5896949853524;5.34464931931759
"066401";18202;7370;5412;2417;40.490056037798;29.7329963740248;13.2787605757609
"080101";4415;1146;2110;232;25.9569648924122;47.7916194790487;5.25481313703284
"080102";1863;665;765;83;35.6951154052603;41.0628019323672;4.45517981749866
"080103";2845;1033;1130;118;36.3093145869947;39.7188049209139;4.14762741652021
"080104";3187;801;1625;140;25.1333542516473;50.9883903357389;4.39284593661751
"080105";1666;572;664;83;34.3337334933974;39.8559423769508;4.98199279711885
"080106";2448;770;1069;125;31.4542483660131;43.6683006535948;5.1062091503268
"080107";2833;1020;1081;129;36.0042357924462;38.157430285916;4.5534768796329
"080201";4009;974;1880;300;24.2953354951359;46.8944874033425;7.4831628835121
"080202";779;288;314;44;36.9704749679076;40.3080872913992;5.64826700898588
"080203";505;194;203;22;38.4158415841584;40.1980198019802;4.35643564356436
"080204";1024;418;364;52;40.8203125;35.546875;5.078125
"080205";1399;507;501;109;36.2401715511079;35.8112937812723;7.79127948534668
"080206";4511;1383;2089;200;30.6583906007537;46.309022389714;4.43360673908224
"080207";665;297;198;54;44.6616541353383;29.7744360902256;8.1203007518797
"080301";980;334;411;39;34.0816326530612;41.9387755102041;3.97959183673469
"080302";6478;1781;2977;349;27.4930534115468;45.9555418338993;5.38746526705773
"080303";1270;399;540;91;31.4173228346457;42.5196850393701;7.16535433070866
"080304";1153;398;409;92;34.5186470078057;35.4726799653079;7.97918473547268
"080305";2849;887;1274;140;31.1337311337311;44.7174447174447;4.91400491400491
"080306";1533;542;581;126;35.3555120678408;37.8995433789954;8.21917808219178
"080401";10428;3175;4585;582;30.4468738013042;43.9681626390487;5.58112773302647
"080402";1393;414;578;129;29.7200287150036;41.4931801866475;9.26058865757358
"080403";815;337;286;30;41.3496932515337;35.0920245398773;3.68098159509202
"080404";3596;1271;1395;177;35.3448275862069;38.7931034482759;4.92213570634038
"080405";1857;730;669;97;39.3107162089391;36.0258481421648;5.22347872913301
"080406";1165;484;361;66;41.5450643776824;30.9871244635193;5.66523605150215
"080407";1886;636;745;117;33.7221633085896;39.5015906680806;6.20360551431601
"080408";753;338;237;33;44.8871181938911;31.4741035856574;4.38247011952191
"080501";1318;472;483;64;35.8118361153263;36.6464339908953;4.85584218512898
"080502";943;373;320;60;39.5546129374337;33.9342523860021;6.3626723223754
"080503";1396;461;542;106;33.0229226361032;38.8252148997135;7.59312320916905
"080504";2201;754;941;96;34.2571558382553;42.7532939572921;4.36165379373012
"080505";5202;1243;2362;252;23.8946559015763;45.4056132256824;4.84429065743945
"080601";1597;597;530;80;37.3825923606763;33.1872260488416;5.0093926111459
"080602";4080;1474;1777;141;36.1274509803922;43.5539215686275;3.45588235294118
"080603";802;275;344;42;34.2892768079801;42.8927680798005;5.23690773067332
"080604";3924;1254;1706;220;31.9571865443425;43.4760448521916;5.60652395514781
"080605";858;349;300;42;40.6759906759907;34.965034965035;4.89510489510489
"080701";1161;404;417;128;34.7975882859604;35.9173126614987;11.0249784668389
"080702";870;257;349;94;29.5402298850575;40.1149425287356;10.8045977011494
"080703";1098;439;396;64;39.9817850637523;36.0655737704918;5.8287795992714
"080704";4077;1454;1496;445;35.663478047584;36.6936472896738;10.9148883983321
"080705";1452;498;608;84;34.297520661157;41.8732782369146;5.78512396694215
"080801";925;303;370;63;32.7567567567568;40;6.81081081081081
"080802";1227;386;511;63;31.4588427057865;41.6462917685412;5.13447432762836
"080803";1323;392;565;114;29.6296296296296;42.7059712773999;8.61678004535147
"080804";965;423;277;66;43.8341968911917;28.7046632124352;6.83937823834197
"080805";7765;2409;3369;485;31.0238248551191;43.386992916935;6.24597553122988
"080806";2362;688;1002;188;29.1278577476715;42.4216765453006;7.95935647756139
"080901";1596;505;628;115;31.6416040100251;39.3483709273183;7.20551378446115
"080902";689;222;283;30;32.2206095791001;41.0740203193033;4.35413642960813
"080903";2563;719;1119;147;28.0530628170113;43.6597737026922;5.73546625048771
"080904";1385;410;611;85;29.6028880866426;44.115523465704;6.13718411552347
"080905";2565;739;1162;163;28.8109161793372;45.3021442495127;6.35477582846004
"080906";7080;2015;3301;401;28.4604519774011;46.6242937853107;5.6638418079096
"080907";2078;487;1029;133;23.4359961501444;49.5187680461983;6.40038498556304
"080908";672;223;273;52;33.1845238095238;40.625;7.73809523809524
"080909";1357;263;677;83;19.3809874723655;49.8894620486367;6.11643330876934
"081001";580;206;263;21;35.5172413793103;45.3448275862069;3.62068965517241
"081002";6459;1765;2813;300;27.3262114878464;43.5516333797801;4.64468183929401
"081003";868;376;213;46;43.3179723502304;24.5391705069124;5.29953917050691
