"Kod TERYT";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"021704";"gm. Strzelin";"strzeliński";"dolnośląskie";"58,81";"1,00";"64,15";"35,85";"0,00";"99,00";"32,71";"";"5,92";"9,57";"";"40,37";"";"9,05";"2,38";""
"021705";"gm. Wiązów";"strzeliński";"dolnośląskie";"54,16";"1,64";"70,59";"29,41";"0,00";"98,36";"17,80";"";"5,45";"7,84";"";"60,06";"";"6,66";"2,19";""
"021801";"gm. Kostomłoty";"średzki";"dolnośląskie";"54,38";"1,60";"55,10";"44,90";"0,00";"98,40";"15,25";"";"6,88";"12,87";"";"52,15";"";"10,95";"1,89";""
"021802";"gm. Malczyce";"średzki";"dolnośląskie";"53,29";"1,01";"68,00";"32,00";"0,00";"98,99";"22,92";"";"6,59";"6,67";"";"50,96";"";"8,80";"4,05";""
"021803";"gm. Miękinia";"średzki";"dolnośląskie";"63,90";"0,95";"55,26";"44,74";"0,00";"99,05";"32,41";"";"8,39";"6,21";"";"35,71";"";"13,57";"3,71";""
"021804";"gm. Środa Śląska";"średzki";"dolnośląskie";"57,52";"1,32";"67,52";"32,48";"0,00";"98,68";"27,09";"";"6,56";"7,66";"";"43,30";"";"12,09";"3,30";""
"021805";"gm. Udanin";"średzki";"dolnośląskie";"54,05";"1,45";"81,82";"18,18";"0,00";"98,55";"15,69";"";"5,23";"7,69";"";"60,48";"";"8,58";"2,32";""
"021901";"m. Świdnica";"świdnicki";"dolnośląskie";"62,95";"0,92";"65,37";"34,63";"0,00";"99,08";"36,65";"";"6,11";"4,41";"";"34,66";"";"16,31";"1,84";""
"021902";"m. Świebodzice";"świdnicki";"dolnośląskie";"57,82";"1,12";"63,16";"36,84";"0,00";"98,88";"32,83";"";"6,02";"4,90";"";"39,30";"";"14,81";"2,14";""
"021903";"gm. Dobromierz";"świdnicki";"dolnośląskie";"51,41";"2,43";"76,92";"23,08";"0,00";"97,57";"23,95";"";"5,74";"6,07";"";"53,59";"";"8,75";"1,91";""
"021904";"gm. Jaworzyna Śląska";"świdnicki";"dolnośląskie";"52,71";"1,67";"76,39";"23,61";"0,00";"98,33";"23,97";"";"6,36";"5,01";"";"51,55";"";"11,16";"1,96";""
"021905";"gm. Marcinowice";"świdnicki";"dolnośląskie";"58,16";"1,67";"62,00";"38,00";"0,00";"98,33";"22,59";"";"7,18";"7,79";"";"50,48";"";"10,03";"1,94";""
"021906";"gm. Strzegom";"świdnicki";"dolnośląskie";"55,99";"1,51";"65,90";"34,10";"0,00";"98,49";"26,48";"";"6,28";"5,57";"";"47,18";"";"11,85";"2,64";""
"021907";"gm. Świdnica";"świdnicki";"dolnośląskie";"58,58";"1,33";"69,52";"30,48";"0,00";"98,67";"28,81";"";"6,95";"7,02";"";"42,58";"";"12,66";"1,98";""
"021908";"gm. Żarów";"świdnicki";"dolnośląskie";"55,29";"1,28";"70,00";"30,00";"0,00";"98,72";"24,64";"";"6,56";"5,02";"";"44,98";"";"17,07";"1,74";""
"022001";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"65,45";"1,08";"56,64";"43,36";"0,00";"98,92";"31,16";"";"7,31";"5,36";"";"39,23";"";"13,39";"3,55";""
"022002";"gm. Prusice";"trzebnicki";"dolnośląskie";"54,05";"1,68";"69,12";"30,88";"0,00";"98,32";"21,27";"";"5,93";"7,42";"";"53,76";"";"8,22";"3,39";""
"022003";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"61,91";"1,28";"62,84";"37,16";"0,00";"98,72";"26,48";"";"6,64";"6,35";"";"42,02";"";"11,80";"6,72";""
"022004";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"66,80";"0,77";"54,76";"45,24";"0,00";"99,23";"29,95";"";"6,58";"7,04";"";"41,07";"";"11,71";"3,66";""
"022005";"gm. Zawonia";"trzebnicki";"dolnośląskie";"53,35";"1,68";"64,29";"35,71";"0,00";"98,32";"23,09";"";"8,24";"8,45";"";"46,88";"";"9,22";"4,12";""
"022006";"gm. Żmigród";"trzebnicki";"dolnośląskie";"52,84";"1,51";"64,13";"35,87";"0,00";"98,49";"22,96";"";"6,92";"9,10";"";"43,81";"";"11,82";"5,39";""
"022101";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"49,05";"1,38";"68,75";"31,25";"0,00";"98,62";"36,48";"";"5,18";"5,53";"";"35,97";"";"13,97";"2,86";""
"022102";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"57,12";"1,21";"57,69";"42,31";"0,00";"98,79";"39,86";"";"4,78";"6,76";"";"32,53";"";"14,04";"2,03";""
"022103";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"67,08";"0,52";"58,82";"41,18";"0,00";"99,48";"43,82";"";"4,21";"4,40";"";"30,12";"";"15,46";"1,98";""
"022104";"gm. Czarny Bór";"wałbrzyski";"dolnośląskie";"58,73";"2,05";"69,57";"30,43";"0,00";"97,95";"26,90";"";"6,42";"7,19";"";"45,74";"";"11,65";"2,09";""
"022105";"gm. Głuszyca";"wałbrzyski";"dolnośląskie";"51,07";"1,52";"70,37";"29,63";"0,00";"98,48";"39,13";"";"4,92";"7,41";"";"35,27";"";"11,01";"2,26";""
"022106";"gm. Mieroszów";"wałbrzyski";"dolnośląskie";"51,56";"1,86";"58,82";"41,18";"0,00";"98,14";"37,60";"";"5,98";"4,31";"";"37,31";"";"12,58";"2,23";""
"022107";"gm. Stare Bogaczowice";"wałbrzyski";"dolnośląskie";"57,63";"1,64";"43,75";"56,25";"0,00";"98,36";"32,13";"";"4,64";"7,25";"";"42,15";"";"11,42";"2,40";""
"022108";"gm. Walim";"wałbrzyski";"dolnośląskie";"53,01";"1,56";"83,78";"16,22";"0,00";"98,44";"31,39";"";"5,27";"11,48";"";"39,70";"";"10,49";"1,67";""
"022201";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"58,43";"1,47";"58,72";"41,28";"0,00";"98,53";"29,14";"";"6,93";"5,37";"";"38,05";"";"17,29";"3,21";""
"022202";"gm. Wińsko";"wołowski";"dolnośląskie";"51,32";"1,82";"68,25";"31,75";"0,00";"98,18";"14,96";"";"5,32";"5,97";"";"64,26";"";"6,91";"2,59";""
"022203";"gm. Wołów";"wołowski";"dolnośląskie";"54,89";"1,42";"55,78";"44,22";"0,00";"98,58";"25,47";"";"6,44";"8,09";"";"44,96";"";"11,69";"3,35";""
"022301";"gm. Czernica";"wrocławski";"dolnośląskie";"73,47";"0,64";"61,40";"38,60";"0,00";"99,36";"37,37";"";"7,49";"6,32";"";"33,04";"";"12,47";"3,32";""
"022302";"gm. Długołęka";"wrocławski";"dolnośląskie";"71,44";"0,87";"47,13";"52,87";"0,00";"99,13";"33,15";"";"7,55";"6,69";"";"35,81";"";"13,20";"3,60";""
"022303";"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";"60,04";"0,86";"46,15";"53,85";"0,00";"99,14";"20,32";"";"6,64";"8,76";"";"51,93";"";"8,96";"3,39";""
"022304";"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";"66,95";"0,83";"63,73";"36,27";"0,00";"99,17";"29,20";"";"6,91";"10,93";"";"36,06";"";"12,01";"4,88";""
"022305";"gm. Kobierzyce";"wrocławski";"dolnośląskie";"69,46";"0,86";"58,70";"41,30";"0,00";"99,14";"38,28";"";"7,11";"6,08";"";"30,28";"";"14,31";"3,92";""
"022306";"gm. Mietków";"wrocławski";"dolnośląskie";"59,35";"1,08";"55,00";"45,00";"0,00";"98,92";"19,87";"";"6,68";"11,38";"";"46,47";"";"11,11";"4,49";""
"022307";"gm. Sobótka";"wrocławski";"dolnośląskie";"58,55";"1,37";"59,76";"40,24";"0,00";"98,63";"27,39";"";"7,07";"7,04";"";"42,45";"";"12,01";"4,05";""
"022308";"gm. Siechnice";"wrocławski";"dolnośląskie";"71,75";"0,75";"64,44";"35,56";"0,00";"99,25";"34,05";"";"7,72";"6,28";"";"32,24";"";"13,79";"5,92";""
"022309";"gm. Żórawina";"wrocławski";"dolnośląskie";"64,76";"0,99";"61,82";"38,18";"0,00";"99,01";"31,50";"";"7,73";"7,64";"";"36,48";"";"12,40";"4,25";""
"022401";"gm. Bardo";"ząbkowicki";"dolnośląskie";"52,11";"1,90";"69,05";"30,95";"0,00";"98,10";"26,28";"";"4,10";"11,83";"";"44,09";"";"11,04";"2,67";""
"022402";"gm. Ciepłowody";"ząbkowicki";"dolnośląskie";"46,54";"2,08";"58,33";"41,67";"0,00";"97,92";"20,16";"";"5,66";"13,62";"";"52,70";"";"6,01";"1,86";""
"022403";"gm. Kamieniec Ząbkowicki";"ząbkowicki";"dolnośląskie";"52,08";"2,14";"80,82";"19,18";"0,00";"97,86";"22,29";"";"4,58";"12,85";"";"47,45";"";"10,49";"2,34";""
"022404";"gm. Stoszowice";"ząbkowicki";"dolnośląskie";"51,87";"2,61";"91,53";"8,47";"0,00";"97,39";"13,99";"";"3,41";"28,70";"";"45,19";"";"7,27";"1,45";""
"022405";"gm. Ząbkowice Śląskie";"ząbkowicki";"dolnośląskie";"56,08";"1,20";"73,50";"26,50";"0,00";"98,80";"30,93";"";"4,01";"10,13";"";"44,36";"";"9,13";"1,45";""
"022406";"gm. Ziębice";"ząbkowicki";"dolnośląskie";"50,28";"1,52";"73,08";"26,92";"0,00";"98,48";"21,43";"";"5,29";"11,74";"";"50,38";"";"9,19";"1,97";""
"022407";"gm. Złoty Stok";"ząbkowicki";"dolnośląskie";"51,63";"1,72";"71,88";"28,12";"0,00";"98,28";"23,63";"";"4,77";"11,24";"";"45,83";"";"12,17";"2,36";""
"022501";"m. Zawidów";"zgorzelecki";"dolnośląskie";"54,70";"2,02";"75,00";"25,00";"0,00";"97,98";"19,03";"";"4,91";"23,77";"";"37,54";"";"12,97";"1,77";""
"022502";"m. Zgorzelec";"zgorzelecki";"dolnośląskie";"59,10";"0,81";"66,67";"33,33";"0,00";"99,19";"30,05";"";"4,69";"7,29";"";"37,14";"";"18,00";"2,82";""
"022503";"gm. Bogatynia";"zgorzelecki";"dolnośląskie";"53,36";"1,84";"69,27";"30,73";"0,00";"98,16";"17,34";"";"6,85";"14,05";"";"42,85";"";"15,94";"2,96";""
"022504";"gm. Pieńsk";"zgorzelecki";"dolnośląskie";"48,48";"1,90";"73,44";"26,56";"0,00";"98,10";"20,96";"";"8,31";"8,79";"";"42,77";"";"16,76";"2,42";""
"022505";"gm. Sulików";"zgorzelecki";"dolnośląskie";"53,32";"2,78";"71,43";"28,57";"0,00";"97,22";"17,56";"";"5,63";"12,13";"";"53,00";"";"9,31";"2,37";""
"022506";"gm. Węgliniec";"zgorzelecki";"dolnośląskie";"50,14";"1,99";"59,09";"40,91";"0,00";"98,01";"22,97";"";"6,78";"8,91";"";"44,94";"";"13,75";"2,65";""
"022507";"gm. Zgorzelec";"zgorzelecki";"dolnośląskie";"53,85";"1,66";"78,33";"21,67";"0,00";"98,34";"23,28";"";"5,91";"8,58";"";"44,47";"";"14,02";"3,74";""
"022601";"m. Wojcieszów";"złotoryjski";"dolnośląskie";"49,50";"2,36";"67,65";"32,35";"0,00";"97,64";"26,71";"";"4,13";"5,41";"";"41,10";"";"21,44";"1,21";""
"022602";"m. Złotoryja";"złotoryjski";"dolnośląskie";"58,74";"1,13";"59,26";"40,74";"0,00";"98,87";"25,99";"";"4,28";"5,79";"";"39,01";"";"23,64";"1,28";""
"022603";"gm. Pielgrzymka";"złotoryjski";"dolnośląskie";"50,22";"2,88";"67,31";"32,69";"0,00";"97,12";"18,20";"";"5,31";"13,29";"";"49,52";"";"12,21";"1,48";""
"022604";"gm. Świerzawa";"złotoryjski";"dolnośląskie";"50,68";"2,26";"73,91";"26,09";"0,00";"97,74";"25,91";"";"5,16";"9,25";"";"42,17";"";"15,96";"1,54";""
"022605";"gm. Zagrodno";"złotoryjski";"dolnośląskie";"51,93";"1,64";"75,00";"25,00";"0,00";"98,36";"13,63";"";"4,50";"10,15";"";"60,41";"";"9,74";"1,58";""
"022606";"gm. Złotoryja";"złotoryjski";"dolnośląskie";"54,37";"1,85";"74,55";"25,45";"0,00";"98,15";"19,72";"";"4,33";"10,13";"";"49,67";"";"13,74";"2,40";""
"026101";"m. Jelenia Góra";"Jelenia Góra";"dolnośląskie";"62,90";"0,85";"49,70";"50,30";"0,00";"99,15";"34,81";"";"5,23";"5,39";"";"31,11";"";"21,93";"1,52";""
"026201";"m. Legnica";"Legnica";"dolnośląskie";"59,87";"0,74";"51,82";"48,18";"0,00";"99,26";"28,32";"";"6,35";"4,98";"";"39,72";"";"17,41";"3,22";""
"026401";"m. Wrocław";"Wrocław";"dolnośląskie";"71,17";"0,56";"51,00";"49,00";"0,00";"99,44";"37,07";"";"8,01";"5,07";"";"28,92";"";"18,33";"2,61";""
"026501";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"56,11";"1,30";"63,90";"36,10";"0,00";"98,70";"42,15";"";"4,24";"3,59";"";"33,89";"";"13,09";"3,04";""
"040101";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"55,04";"0,94";"62,00";"38,00";"0,00";"99,06";"24,26";"";"6,76";"9,20";"";"38,18";"";"19,59";"2,00";""
"040102";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"71,83";"0,76";"47,46";"52,54";"0,00";"99,24";"29,08";"";"5,03";"6,03";"";"39,16";"";"18,46";"2,24";""
"040103";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";"56,42";"2,42";"57,14";"42,86";"0,00";"97,58";"20,47";"";"7,34";"14,20";"";"43,31";"";"13,37";"1,30";""
"040104";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"51,16";"1,74";"71,60";"28,40";"0,00";"98,26";"17,85";"";"7,50";"12,57";"";"47,95";"";"12,39";"1,75";""
"040105";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"52,01";"1,94";"65,71";"34,29";"0,00";"98,06";"10,54";"";"5,89";"15,35";"";"53,82";"";"12,97";"1,42";""
"040106";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"46,64";"3,00";"48,65";"51,35";"0,00";"97,00";"8,94";"";"6,43";"15,29";"";"60,82";"";"7,94";"0,58";""
"040107";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"55,15";"1,62";"78,26";"21,74";"0,00";"98,38";"18,05";"";"7,59";"8,95";"";"49,79";"";"12,68";"2,94";""
"040108";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"52,10";"1,59";"63,33";"36,67";"0,00";"98,41";"11,23";"";"5,83";"9,98";"";"61,04";"";"9,98";"1,94";""
"040109";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"49,08";"3,10";"72,09";"27,91";"0,00";"96,90";"11,70";"";"5,29";"18,41";"";"51,64";"";"11,62";"1,34";""
"040201";"m. Brodnica";"brodnicki";"kujawsko-pomorskie";"59,23";"0,81";"71,57";"28,43";"0,00";"99,19";"20,49";"";"4,74";"27,68";"";"34,87";"";"11,50";"0,71";""
"040202";"gm. Bobrowo";"brodnicki";"kujawsko-pomorskie";"51,53";"1,43";"56,76";"43,24";"0,00";"98,57";"10,12";"";"4,77";"27,43";"";"50,64";"";"6,25";"0,78";""
"040203";"gm. Brodnica";"brodnicki";"kujawsko-pomorskie";"52,58";"1,19";"67,50";"32,50";"0,00";"98,81";"15,01";"";"4,92";"31,62";"";"38,87";"";"8,64";"0,94";""
"040204";"gm. Brzozie";"brodnicki";"kujawsko-pomorskie";"54,79";"2,00";"46,88";"53,12";"0,00";"98,00";"6,11";"";"3,38";"24,08";"";"59,87";"";"5,99";"0,57";""
"040205";"gm. Górzno";"brodnicki";"kujawsko-pomorskie";"53,04";"2,28";"76,32";"23,68";"0,00";"97,72";"6,70";"";"3,01";"32,82";"";"50,34";"";"5,96";"1,17";""
"040206";"gm. Bartniczka";"brodnicki";"kujawsko-pomorskie";"52,07";"2,07";"82,05";"17,95";"0,00";"97,93";"6,93";"";"3,85";"29,20";"";"54,39";"";"4,98";"0,65";""
"040207";"gm. Jabłonowo Pomorskie";"brodnicki";"kujawsko-pomorskie";"48,29";"1,82";"69,35";"30,65";"0,00";"98,18";"12,38";"";"7,71";"23,74";"";"48,34";"";"7,00";"0,84";""
"040208";"gm. Osiek";"brodnicki";"kujawsko-pomorskie";"48,61";"1,52";"78,26";"21,74";"0,00";"98,48";"6,29";"";"3,68";"30,17";"";"51,04";"";"7,96";"0,87";""
"040209";"gm. Świedziebnia";"brodnicki";"kujawsko-pomorskie";"50,98";"1,78";"75,68";"24,32";"0,00";"98,22";"3,97";"";"4,41";"40,13";"";"47,04";"";"4,07";"0,39";""
"040210";"gm. Zbiczno";"brodnicki";"kujawsko-pomorskie";"54,46";"1,89";"55,00";"45,00";"0,00";"98,11";"12,69";"";"3,43";"34,03";"";"40,35";"";"8,83";"0,68";""
"040301";"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";"69,06";"0,94";"64,76";"35,24";"0,00";"99,06";"36,43";"";"8,21";"7,87";"";"28,66";"";"17,67";"1,16";""
"040302";"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";"54,26";"1,53";"66,04";"33,96";"0,00";"98,47";"26,07";"";"9,55";"9,88";"";"39,59";"";"13,49";"1,41";""
"040303";"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";"60,06";"1,61";"77,91";"22,09";"0,00";"98,39";"28,89";"";"6,70";"12,74";"";"36,41";"";"14,17";"1,09";""
"040304";"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";"54,61";"1,90";"80,00";"20,00";"0,00";"98,10";"33,23";"";"6,73";"7,66";"";"38,92";"";"12,41";"1,05";""
"040305";"gm. Nowa Wieś Wielka";"bydgoski";"kujawsko-pomorskie";"59,68";"1,41";"76,92";"23,08";"0,00";"98,59";"30,23";"";"8,55";"8,83";"";"34,29";"";"16,83";"1,27";""
"040306";"gm. Osielsko";"bydgoski";"kujawsko-pomorskie";"75,62";"0,54";"72,09";"27,91";"0,00";"99,46";"41,33";"";"7,50";"6,92";"";"24,63";"";"18,43";"1,18";""
"040307";"gm. Sicienko";"bydgoski";"kujawsko-pomorskie";"58,51";"2,09";"77,32";"22,68";"0,00";"97,91";"28,48";"";"9,48";"11,08";"";"35,52";"";"13,81";"1,63";""
"040308";"gm. Solec Kujawski";"bydgoski";"kujawsko-pomorskie";"61,20";"1,17";"58,43";"41,57";"0,00";"98,83";"31,69";"";"10,49";"7,61";"";"31,68";"";"16,93";"1,59";""
"040401";"m. Chełmno";"chełmiński";"kujawsko-pomorskie";"56,63";"1,34";"69,09";"30,91";"0,00";"98,66";"36,76";"";"6,84";"7,63";"";"32,40";"";"15,26";"1,11";""
"040402";"gm. Chełmno";"chełmiński";"kujawsko-pomorskie";"46,77";"1,69";"63,89";"36,11";"0,00";"98,31";"24,38";"";"7,12";"17,21";"";"39,67";"";"10,42";"1,20";""
"040403";"gm. Kijewo Królewskie";"chełmiński";"kujawsko-pomorskie";"55,52";"3,07";"54,24";"45,76";"0,00";"96,93";"22,17";"";"6,23";"14,55";"";"44,34";"";"11,49";"1,23";""
"040404";"gm. Lisewo";"chełmiński";"kujawsko-pomorskie";"52,10";"1,91";"71,79";"28,21";"0,00";"98,09";"26,96";"";"5,93";"8,77";"";"49,23";"";"7,97";"1,15";""
"040405";"gm. Papowo Biskupie";"chełmiński";"kujawsko-pomorskie";"45,13";"2,24";"82,35";"17,65";"0,00";"97,76";"18,76";"";"7,42";"15,59";"";"48,04";"";"9,11";"1,08";""
"040406";"gm. Stolno";"chełmiński";"kujawsko-pomorskie";"50,01";"1,78";"50,00";"50,00";"0,00";"98,22";"20,67";"";"7,46";"15,78";"";"45,51";"";"9,68";"0,91";""
"040407";"gm. Unisław";"chełmiński";"kujawsko-pomorskie";"51,36";"1,55";"69,05";"30,95";"0,00";"98,45";"26,69";"";"5,93";"11,52";"";"43,66";"";"10,32";"1,88";""
"040501";"m. Golub-Dobrzyń";"golubsko-dobrzyński";"kujawsko-pomorskie";"54,25";"1,34";"72,46";"27,54";"0,00";"98,66";"28,15";"";"6,46";"8,81";"";"42,75";"";"13,04";"0,79";""
"040502";"gm. Ciechocin";"golubsko-dobrzyński";"kujawsko-pomorskie";"53,89";"2,23";"56,41";"43,59";"0,00";"97,77";"11,96";"";"6,21";"17,06";"";"54,22";"";"9,38";"1,17";""
"040503";"gm. Golub-Dobrzyń";"golubsko-dobrzyński";"kujawsko-pomorskie";"50,06";"1,53";"77,78";"22,22";"0,00";"98,47";"20,77";"";"4,37";"12,86";"";"51,39";"";"9,58";"1,04";""
"040504";"gm. Kowalewo Pomorskie";"golubsko-dobrzyński";"kujawsko-pomorskie";"53,26";"1,12";"69,81";"30,19";"0,00";"98,88";"17,41";"";"7,46";"15,45";"";"48,02";"";"10,18";"1,49";""
"040505";"gm. Radomin";"golubsko-dobrzyński";"kujawsko-pomorskie";"51,40";"1,85";"61,29";"38,71";"0,00";"98,15";"9,06";"";"6,08";"14,10";"";"63,22";"";"6,99";"0,55";""
"040506";"gm. Zbójno";"golubsko-dobrzyński";"kujawsko-pomorskie";"47,03";"1,70";"75,00";"25,00";"0,00";"98,30";"10,58";"";"5,75";"15,41";"";"57,36";"";"9,59";"1,30";""
"040601";"gm. Grudziądz";"grudziądzki";"kujawsko-pomorskie";"55,32";"0,93";"57,14";"42,86";"0,00";"99,07";"24,16";"";"6,78";"13,85";"";"39,89";"";"13,98";"1,34";""
"040602";"gm. Gruta";"grudziądzki";"kujawsko-pomorskie";"49,06";"1,74";"74,42";"25,58";"0,00";"98,26";"22,80";"";"6,26";"10,78";"";"50,37";"";"8,56";"1,23";""
"040603";"gm. Łasin";"grudziądzki";"kujawsko-pomorskie";"48,03";"1,90";"78,57";"21,43";"0,00";"98,10";"16,65";"";"5,71";"12,32";"";"51,47";"";"12,67";"1,18";""
"040604";"gm. Radzyń Chełmiński";"grudziądzki";"kujawsko-pomorskie";"45,05";"1,76";"58,62";"41,38";"0,00";"98,24";"17,62";"";"5,73";"13,19";"";"50,89";"";"10,72";"1,85";""
"040605";"gm. Rogóźno";"grudziądzki";"kujawsko-pomorskie";"48,64";"1,93";"73,33";"26,67";"0,00";"98,07";"13,81";"";"6,41";"15,38";"";"51,44";"";"11,32";"1,64";""
"040606";"gm. Świecie nad Osą";"grudziądzki";"kujawsko-pomorskie";"41,76";"2,40";"72,73";"27,27";"0,00";"97,60";"16,32";"";"5,07";"11,25";"";"57,60";"";"8,94";"0,82";""
"040701";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"62,02";"1,28";"66,67";"33,33";"0,00";"98,72";"37,27";"";"4,81";"7,10";"";"32,73";"";"16,57";"1,52";""
"040702";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"47,09";"2,62";"67,35";"32,65";"0,00";"97,38";"20,79";"";"5,43";"12,95";"";"51,51";"";"7,30";"2,03";""
"040703";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"52,53";"2,11";"65,04";"34,96";"0,00";"97,89";"23,92";"";"10,10";"12,23";"";"41,72";"";"10,22";"1,80";""
"040704";"gm. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"56,49";"2,08";"70,00";"30,00";"0,00";"97,92";"25,58";"";"6,97";"13,68";"";"41,37";"";"10,20";"2,21";""
"040705";"gm. Janikowo";"inowrocławski";"kujawsko-pomorskie";"55,52";"1,89";"67,27";"32,73";"0,00";"98,11";"31,40";"";"6,05";"9,99";"";"40,40";"";"10,86";"1,30";""
"040706";"gm. Kruszwica";"inowrocławski";"kujawsko-pomorskie";"53,00";"2,51";"71,71";"28,29";"0,00";"97,49";"14,39";"";"4,94";"27,78";"";"41,06";"";"10,91";"0,92";""
"040707";"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";"55,43";"2,13";"70,33";"29,67";"0,00";"97,87";"26,56";"";"7,96";"11,28";"";"41,05";"";"11,38";"1,77";""
"040708";"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";"50,30";"2,63";"56,25";"43,75";"0,00";"97,37";"18,02";"";"6,42";"12,73";"";"52,98";"";"8,16";"1,69";""
"040709";"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";"53,65";"2,65";"76,47";"23,53";"0,00";"97,35";"21,69";"";"6,33";"14,64";"";"43,75";"";"11,35";"2,24";""
"040801";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"51,58";"1,90";"64,22";"35,78";"0,00";"98,10";"19,22";"";"5,87";"20,84";"";"39,13";"";"13,91";"1,03";""
"040802";"gm. Bobrowniki";"lipnowski";"kujawsko-pomorskie";"49,71";"2,56";"80,65";"19,35";"0,00";"97,44";"20,22";"";"3,30";"25,63";"";"42,39";"";"7,95";"0,51";""
"040803";"gm. Chrostkowo";"lipnowski";"kujawsko-pomorskie";"46,62";"1,09";"75,00";"25,00";"0,00";"98,91";"6,50";"";"4,12";"22,51";"";"60,75";"";"5,49";"0,64";""
"040804";"gm. Dobrzyń nad Wisłą";"lipnowski";"kujawsko-pomorskie";"48,53";"2,67";"70,00";"30,00";"0,00";"97,33";"8,92";"";"4,63";"15,23";"";"57,22";"";"12,97";"1,03";""
"040805";"gm. Kikół";"lipnowski";"kujawsko-pomorskie";"49,14";"3,39";"78,49";"21,51";"0,00";"96,61";"7,72";"";"4,26";"37,64";"";"42,39";"";"7,39";"0,60";""
"040806";"gm. Lipno";"lipnowski";"kujawsko-pomorskie";"47,05";"2,46";"77,36";"22,64";"0,00";"97,54";"9,39";"";"4,23";"27,53";"";"49,26";"";"8,96";"0,62";""
"040807";"gm. Skępe";"lipnowski";"kujawsko-pomorskie";"50,13";"2,22";"75,76";"24,24";"0,00";"97,78";"17,25";"";"5,84";"16,67";"";"48,25";"";"11,00";"1,00";""
"040808";"gm. Tłuchowo";"lipnowski";"kujawsko-pomorskie";"50,69";"1,69";"67,74";"32,26";"0,00";"98,31";"7,47";"";"4,59";"21,07";"";"59,07";"";"6,69";"1,11";""
"040809";"gm. Wielgie";"lipnowski";"kujawsko-pomorskie";"46,35";"3,31";"80,00";"20,00";"0,00";"96,69";"9,08";"";"5,22";"24,45";"";"45,95";"";"14,13";"1,16";""
