"Kod TERYT";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście której rejestracja została unieważniona";"% głosów ważnych";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"302307";"gm. Strzałkowo";"słupecki";"wielkopolskie";"58,39";"1,64";"60,53";"39,47";"0,00";"98,36";"18,42";"0,75";"7,54";"12,79";"";"48,11";"";"12,40";"";""
"302308";"gm. Zagórów";"słupecki";"wielkopolskie";"50,73";"1,82";"68,18";"31,82";"0,00";"98,18";"11,66";"0,51";"5,57";"11,91";"";"54,62";"";"15,74";"";""
"302401";"m. Obrzycko";"szamotulski";"wielkopolskie";"59,84";"1,98";"77,27";"22,73";"0,00";"98,02";"31,89";"";"5,06";"10,02";"";"37,68";"";"15,35";"";""
"302402";"gm. Duszniki";"szamotulski";"wielkopolskie";"61,38";"2,79";"76,86";"23,14";"0,00";"97,21";"21,17";"";"7,23";"20,82";"";"40,02";"";"10,76";"";""
"302403";"gm. Kaźmierz";"szamotulski";"wielkopolskie";"62,55";"1,92";"67,09";"32,91";"0,00";"98,08";"37,42";"";"7,31";"12,19";"";"30,19";"";"12,89";"";""
"302404";"gm. Obrzycko";"szamotulski";"wielkopolskie";"52,07";"2,00";"63,89";"36,11";"0,00";"98,00";"29,50";"";"5,44";"12,06";"";"40,32";"";"12,68";"";""
"302405";"gm. Ostroróg";"szamotulski";"wielkopolskie";"56,68";"2,57";"73,21";"26,79";"0,00";"97,43";"33,03";"";"4,96";"10,24";"";"39,41";"";"12,36";"";""
"302406";"gm. Pniewy";"szamotulski";"wielkopolskie";"60,92";"2,03";"78,15";"21,85";"0,00";"97,97";"38,67";"";"7,09";"9,04";"";"37,00";"";"8,19";"";""
"302407";"gm. Szamotuły";"szamotulski";"wielkopolskie";"62,28";"1,38";"66,33";"33,67";"0,00";"98,62";"39,17";"";"5,60";"11,73";"";"31,11";"";"12,39";"";""
"302408";"gm. Wronki";"szamotulski";"wielkopolskie";"61,90";"1,87";"70,27";"29,73";"0,00";"98,13";"34,38";"";"5,47";"10,46";"";"28,89";"";"20,80";"";""
"302501";"gm. Dominowo";"średzki";"wielkopolskie";"57,94";"2,99";"70,73";"29,27";"0,00";"97,01";"11,34";"0,75";"14,58";"15,70";"";"44,70";"";"12,92";"";""
"302502";"gm. Krzykosy";"średzki";"wielkopolskie";"57,53";"2,05";"70,31";"29,69";"0,00";"97,95";"14,30";"0,62";"12,14";"14,01";"";"47,77";"";"11,16";"";""
"302503";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"55,81";"2,01";"72,15";"27,85";"0,00";"97,99";"18,90";"1,22";"8,93";"12,88";"";"46,37";"";"11,71";"";""
"302504";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"63,35";"1,61";"71,15";"28,85";"0,00";"98,39";"22,92";"0,78";"16,56";"9,65";"";"34,30";"";"15,79";"";""
"302505";"gm. Zaniemyśl";"średzki";"wielkopolskie";"62,56";"1,54";"72,55";"27,45";"0,00";"98,46";"25,47";"0,86";"10,99";"14,12";"";"33,96";"";"14,61";"";""
"302601";"gm. Brodnica";"śremski";"wielkopolskie";"54,30";"2,82";"70,69";"29,31";"0,00";"97,18";"24,14";"1,50";"9,00";"13,29";"";"36,58";"";"15,49";"";""
"302602";"gm. Dolsk";"śremski";"wielkopolskie";"54,17";"2,68";"66,67";"33,33";"0,00";"97,32";"12,89";"0,79";"8,30";"9,64";"";"45,10";"";"23,28";"";""
"302603";"gm. Książ Wielkopolski";"śremski";"wielkopolskie";"52,19";"2,23";"85,71";"14,29";"0,00";"97,77";"15,98";"0,95";"7,44";"12,84";"";"48,15";"";"14,65";"";""
"302604";"gm. Śrem";"śremski";"wielkopolskie";"62,75";"1,41";"70,42";"29,58";"0,00";"98,59";"26,57";"0,94";"8,37";"10,42";"";"36,34";"";"17,35";"";""
"302701";"m. Turek";"turecki";"wielkopolskie";"61,32";"0,97";"71,32";"28,68";"0,00";"99,03";"19,32";"0,79";"5,58";"13,00";"";"44,78";"";"16,52";"";""
"302702";"gm. Brudzew";"turecki";"wielkopolskie";"57,56";"1,31";"61,11";"38,89";"0,00";"98,69";"7,11";"0,44";"3,66";"19,73";"";"64,51";"";"4,55";"";""
"302703";"gm. Dobra";"turecki";"wielkopolskie";"55,47";"1,53";"70,73";"29,27";"0,00";"98,47";"7,14";"0,42";"3,68";"18,50";"";"64,49";"";"5,77";"";""
"302704";"gm. Kawęczyn";"turecki";"wielkopolskie";"56,12";"1,98";"72,34";"27,66";"0,00";"98,02";"4,69";"0,47";"3,75";"22,08";"";"65,48";"";"3,53";"";""
"302705";"gm. Malanów";"turecki";"wielkopolskie";"51,02";"2,00";"81,13";"18,87";"0,00";"98,00";"9,75";"1,31";"6,52";"14,57";"";"60,56";"";"7,29";"";""
"302706";"gm. Przykona";"turecki";"wielkopolskie";"57,11";"1,07";"72,73";"27,27";"0,00";"98,93";"8,13";"0,34";"5,00";"12,63";"";"67,04";"";"6,86";"";""
"302707";"gm. Tuliszków";"turecki";"wielkopolskie";"55,33";"1,58";"77,78";"22,22";"0,00";"98,42";"16,77";"0,38";"4,84";"10,77";"";"61,61";"";"5,62";"";""
"302708";"gm. Turek";"turecki";"wielkopolskie";"59,44";"1,05";"57,45";"42,55";"0,00";"98,95";"12,84";"0,45";"6,26";"15,86";"";"55,01";"";"9,58";"";""
"302709";"gm. Władysławów";"turecki";"wielkopolskie";"61,40";"1,36";"81,13";"18,87";"0,00";"98,64";"6,83";"0,39";"8,11";"10,38";"";"68,99";"";"5,29";"";""
"302801";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"63,26";"1,11";"72,46";"27,54";"0,00";"98,89";"31,68";"";"7,44";"12,39";"";"30,91";"";"17,57";"";""
"302802";"gm. Damasławek";"wągrowiecki";"wielkopolskie";"54,67";"2,37";"79,63";"20,37";"0,00";"97,63";"13,11";"";"5,30";"28,46";"";"46,14";"";"7,00";"";""
"302803";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";"53,94";"2,90";"77,55";"22,45";"0,00";"97,10";"14,43";"";"8,42";"26,97";"";"40,73";"";"9,46";"";""
"302804";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";"54,64";"2,29";"81,03";"18,97";"0,00";"97,71";"20,86";"";"5,37";"19,44";"";"44,53";"";"9,80";"";""
"302805";"gm. Skoki";"wągrowiecki";"wielkopolskie";"56,29";"1,73";"73,61";"26,39";"0,00";"98,27";"32,14";"";"7,11";"10,78";"";"36,22";"";"13,76";"";""
"302806";"gm. Wapno";"wągrowiecki";"wielkopolskie";"50,00";"2,23";"65,38";"34,62";"0,00";"97,77";"16,74";"";"8,50";"22,17";"";"40,84";"";"11,74";"";""
"302807";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"52,53";"1,84";"77,78";"22,22";"0,00";"98,16";"16,97";"";"7,26";"24,92";"";"39,48";"";"11,38";"";""
"302901";"gm. Przemęt";"wolsztyński";"wielkopolskie";"54,90";"2,63";"75,47";"24,53";"0,00";"97,37";"14,08";"";"6,52";"24,55";"";"46,34";"";"8,50";"";""
"302902";"gm. Siedlec";"wolsztyński";"wielkopolskie";"57,86";"2,53";"75,18";"24,82";"0,00";"97,47";"28,21";"";"7,41";"10,06";"";"39,85";"";"14,47";"";""
"302903";"gm. Wolsztyn";"wolsztyński";"wielkopolskie";"64,73";"1,75";"70,83";"29,17";"0,00";"98,25";"40,30";"";"7,01";"8,92";"";"32,80";"";"10,96";"";""
"303001";"gm. Kołaczkowo";"wrzesiński";"wielkopolskie";"54,22";"2,03";"76,47";"23,53";"0,00";"97,97";"13,48";"0,73";"6,34";"11,54";"";"52,97";"";"14,95";"";""
"303002";"gm. Miłosław";"wrzesiński";"wielkopolskie";"58,91";"1,59";"65,33";"34,67";"0,00";"98,41";"15,73";"0,56";"8,09";"8,50";"";"45,06";"";"22,06";"";""
"303003";"gm. Nekla";"wrzesiński";"wielkopolskie";"62,26";"1,05";"44,74";"55,26";"0,00";"98,95";"25,10";"0,92";"7,98";"11,58";"";"38,94";"";"15,48";"";""
"303004";"gm. Pyzdry";"wrzesiński";"wielkopolskie";"54,14";"1,87";"66,07";"33,93";"0,00";"98,13";"15,13";"0,61";"5,88";"13,19";"";"54,47";"";"10,71";"";""
"303005";"gm. Września";"wrzesiński";"wielkopolskie";"63,65";"0,93";"75,36";"24,64";"0,00";"99,07";"33,05";"0,71";"6,80";"7,25";"";"37,88";"";"14,32";"";""
"303101";"m. Złotów";"złotowski";"wielkopolskie";"60,68";"1,34";"68,64";"31,36";"0,00";"98,66";"35,21";"";"6,50";"11,38";"";"31,14";"";"15,77";"";""
"303102";"gm. Jastrowie";"złotowski";"wielkopolskie";"49,25";"2,40";"77,67";"22,33";"0,00";"97,60";"27,73";"";"7,10";"9,89";"";"40,65";"";"14,63";"";""
"303103";"gm. Krajenka";"złotowski";"wielkopolskie";"57,07";"2,33";"75,32";"24,68";"0,00";"97,67";"25,13";"";"6,88";"14,84";"";"39,94";"";"13,20";"";""
"303104";"gm. Lipka";"złotowski";"wielkopolskie";"48,53";"2,21";"78,26";"21,74";"0,00";"97,79";"25,53";"";"6,14";"16,05";"";"41,68";"";"10,60";"";""
"303105";"gm. Okonek";"złotowski";"wielkopolskie";"47,27";"2,81";"56,18";"43,82";"0,00";"97,19";"23,26";"";"6,52";"9,70";"";"42,88";"";"17,65";"";""
"303106";"gm. Tarnówka";"złotowski";"wielkopolskie";"52,66";"2,17";"88,89";"11,11";"0,00";"97,83";"22,41";"";"7,47";"15,52";"";"39,82";"";"14,78";"";""
"303107";"gm. Zakrzewo";"złotowski";"wielkopolskie";"56,33";"2,05";"55,56";"44,44";"0,00";"97,95";"32,54";"";"8,50";"11,42";"";"40,20";"";"7,34";"";""
"303108";"gm. Złotów";"złotowski";"wielkopolskie";"50,52";"2,25";"77,11";"22,89";"0,00";"97,75";"20,64";"";"5,47";"23,25";"";"40,67";"";"9,97";"";""
"306101";"m. Kalisz";"Kalisz";"wielkopolskie";"65,20";"0,79";"54,89";"45,11";"0,00";"99,21";"30,11";"";"6,46";"7,04";"";"34,68";"";"21,70";"";""
"306201";"m. Konin";"Konin";"wielkopolskie";"63,21";"0,92";"68,93";"31,07";"0,00";"99,08";"27,68";"0,64";"5,42";"6,09";"";"42,22";"";"17,95";"";""
"306301";"m. Leszno";"Leszno";"wielkopolskie";"65,45";"0,98";"53,40";"46,60";"0,00";"99,02";"36,14";"";"7,41";"6,46";"";"28,11";"";"21,87";"";""
"306401";"m. Poznań";"Poznań";"wielkopolskie";"73,95";"0,63";"50,13";"49,87";"0,00";"99,37";"46,34";"";"6,59";"5,02";"";"24,11";"";"17,94";"";""
"320101";"m. Białogard";"białogardzki";"zachodniopomorskie";"57,03";"1,79";"60,87";"39,13";"0,00";"98,21";"38,14";"";"4,41";"8,93";"";"33,76";"";"14,76";"";""
"320102";"gm. Białogard";"białogardzki";"zachodniopomorskie";"44,03";"2,71";"78,57";"21,43";"0,00";"97,29";"29,69";"";"5,56";"9,70";"";"42,73";"";"12,32";"";""
"320103";"gm. Karlino";"białogardzki";"zachodniopomorskie";"44,00";"2,77";"75,00";"25,00";"0,00";"97,23";"33,31";"";"6,72";"7,10";"";"42,31";"";"10,56";"";""
"320104";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"45,61";"3,04";"76,92";"23,08";"0,00";"96,96";"18,88";"";"5,19";"14,09";"";"38,93";"";"22,91";"";""
"320201";"gm. Bierzwnik";"choszczeński";"zachodniopomorskie";"47,63";"3,19";"87,72";"12,28";"0,00";"96,81";"26,99";"";"4,51";"10,06";"";"46,82";"";"11,62";"";""
"320202";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"52,73";"1,54";"73,53";"26,47";"0,00";"98,46";"35,55";"";"5,16";"6,16";"";"36,57";"";"16,57";"";""
"320203";"gm. Drawno";"choszczeński";"zachodniopomorskie";"46,71";"3,12";"63,33";"36,67";"0,00";"96,88";"24,38";"";"6,07";"17,99";"";"39,21";"";"12,35";"";""
"320204";"gm. Krzęcin";"choszczeński";"zachodniopomorskie";"41,69";"3,18";"84,21";"15,79";"0,00";"96,82";"29,41";"";"5,02";"11,76";"";"43,51";"";"10,29";"";""
"320205";"gm. Pełczyce";"choszczeński";"zachodniopomorskie";"43,06";"3,60";"85,11";"14,89";"0,00";"96,40";"17,78";"";"6,11";"19,44";"";"47,46";"";"9,21";"";""
"320206";"gm. Recz";"choszczeński";"zachodniopomorskie";"43,42";"3,33";"78,69";"21,31";"0,00";"96,67";"24,22";"";"7,74";"9,43";"";"47,54";"";"11,07";"";""
"320301";"gm. Czaplinek";"drawski";"zachodniopomorskie";"49,40";"1,89";"66,67";"33,33";"0,00";"98,11";"30,35";"";"6,26";"13,08";"";"37,21";"";"13,10";"";""
"320302";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"51,84";"1,80";"79,53";"20,47";"0,00";"98,20";"31,13";"";"5,76";"9,22";"";"34,94";"";"18,95";"";""
"320303";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"45,59";"2,30";"77,59";"22,41";"0,00";"97,70";"23,26";"";"4,88";"21,23";"";"36,72";"";"13,91";"";""
"320305";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"47,59";"2,76";"64,71";"35,29";"0,00";"97,24";"26,37";"";"5,46";"10,59";"";"44,15";"";"13,43";"";""
"320306";"gm. Złocieniec";"drawski";"zachodniopomorskie";"53,01";"1,82";"75,61";"24,39";"0,00";"98,18";"29,89";"";"6,65";"7,68";"";"41,84";"";"13,94";"";""
"320402";"gm. Goleniów";"goleniowski";"zachodniopomorskie";"59,56";"1,45";"61,16";"38,84";"0,00";"98,55";"35,66";"";"7,52";"8,83";"";"33,34";"";"14,65";"";""
"320403";"gm. Maszewo";"goleniowski";"zachodniopomorskie";"46,64";"1,60";"68,00";"32,00";"0,00";"98,40";"24,78";"";"6,76";"10,37";"";"45,69";"";"12,39";"";""
"320404";"gm. Nowogard";"goleniowski";"zachodniopomorskie";"52,65";"1,99";"69,90";"30,10";"0,00";"98,01";"23,20";"";"4,85";"19,19";"";"35,76";"";"16,99";"";""
"320405";"gm. Osina";"goleniowski";"zachodniopomorskie";"48,53";"3,08";"77,14";"22,86";"0,00";"96,92";"20,58";"";"4,35";"15,59";"";"47,23";"";"12,24";"";""
"320406";"gm. Przybiernów";"goleniowski";"zachodniopomorskie";"47,70";"1,76";"66,67";"33,33";"0,00";"98,24";"22,87";"";"5,80";"13,50";"";"48,08";"";"9,76";"";""
"320407";"gm. Stepnica";"goleniowski";"zachodniopomorskie";"45,46";"2,17";"75,68";"24,32";"0,00";"97,83";"31,42";"";"6,88";"9,69";"";"37,46";"";"14,54";"";""
"320501";"gm. Brojce";"gryficki";"zachodniopomorskie";"41,21";"2,99";"77,78";"22,22";"0,00";"97,01";"20,53";"";"6,33";"17,19";"";"46,88";"";"9,07";"";""
"320502";"gm. Gryfice";"gryficki";"zachodniopomorskie";"52,81";"1,67";"72,84";"27,16";"0,00";"98,33";"31,78";"";"5,96";"15,05";"";"34,63";"";"12,58";"";""
"320503";"gm. Karnice";"gryficki";"zachodniopomorskie";"48,71";"2,82";"70,45";"29,55";"0,00";"97,18";"30,81";"";"4,61";"9,61";"";"46,68";"";"8,29";"";""
"320504";"gm. Płoty";"gryficki";"zachodniopomorskie";"44,99";"2,10";"66,18";"33,82";"0,00";"97,90";"27,49";"";"5,43";"13,06";"";"44,46";"";"9,56";"";""
"320507";"gm. Rewal";"gryficki";"zachodniopomorskie";"66,76";"1,54";"63,89";"36,11";"0,00";"98,46";"47,14";"";"5,90";"6,55";"";"30,82";"";"9,59";"";""
"320508";"gm. Trzebiatów";"gryficki";"zachodniopomorskie";"51,46";"1,48";"75,79";"24,21";"0,00";"98,52";"31,14";"";"4,75";"14,13";"";"37,27";"";"12,71";"";""
"320601";"gm. Banie";"gryfiński";"zachodniopomorskie";"43,36";"2,79";"80,00";"20,00";"0,00";"97,21";"23,34";"";"6,50";"9,56";"";"49,45";"";"11,14";"";""
"320602";"gm. Cedynia";"gryfiński";"zachodniopomorskie";"43,56";"2,49";"70,27";"29,73";"0,00";"97,51";"36,02";"";"4,14";"10,21";"";"36,65";"";"12,97";"";""
"320603";"gm. Chojna";"gryfiński";"zachodniopomorskie";"49,31";"1,79";"72,34";"27,66";"0,00";"98,21";"27,31";"";"6,37";"8,11";"";"42,93";"";"15,29";"";""
"320604";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"59,77";"1,18";"58,58";"41,42";"0,00";"98,82";"28,06";"";"6,91";"5,72";"";"40,43";"";"18,88";"";""
"320605";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"48,56";"1,70";"60,00";"40,00";"0,00";"98,30";"25,30";"";"7,26";"17,01";"";"39,39";"";"11,06";"";""
"320606";"gm. Moryń";"gryfiński";"zachodniopomorskie";"47,38";"2,59";"65,85";"34,15";"0,00";"97,41";"30,18";"";"5,00";"10,12";"";"44,71";"";"9,99";"";""
"320607";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";"54,55";"1,99";"75,76";"24,24";"0,00";"98,01";"24,88";"";"6,94";"7,74";"";"49,32";"";"11,12";"";""
"320608";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"46,14";"2,79";"74,55";"25,45";"0,00";"97,21";"25,56";"";"6,27";"11,19";"";"47,41";"";"9,57";"";""
"320609";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"43,83";"1,94";"72,22";"27,78";"0,00";"98,06";"21,18";"";"4,95";"15,46";"";"46,15";"";"12,27";"";""
"320701";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"65,32";"1,20";"75,86";"24,14";"0,00";"98,80";"40,80";"";"4,20";"10,76";"";"28,87";"";"15,38";"";""
"320702";"gm. Golczewo";"kamieński";"zachodniopomorskie";"48,44";"1,86";"76,19";"23,81";"0,00";"98,14";"22,61";"";"4,82";"18,38";"";"43,15";"";"11,04";"";""
"320703";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"53,71";"1,30";"70,00";"30,00";"0,00";"98,70";"36,59";"";"5,58";"9,68";"";"35,15";"";"13,00";"";""
"320704";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"57,14";"1,35";"54,76";"45,24";"0,00";"98,65";"38,45";"";"5,12";"5,91";"";"33,16";"";"17,36";"";""
"320705";"gm. Świerzno";"kamieński";"zachodniopomorskie";"46,06";"3,41";"76,92";"23,08";"0,00";"96,59";"32,02";"";"3,12";"16,62";"";"37,52";"";"10,72";"";""
"320706";"gm. Wolin";"kamieński";"zachodniopomorskie";"52,01";"1,74";"66,67";"33,33";"0,00";"98,26";"27,26";"";"5,68";"14,93";"";"39,32";"";"12,81";"";""
"320801";"m. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"65,99";"1,16";"56,70";"43,30";"0,00";"98,84";"36,70";"";"5,09";"5,23";"";"34,39";"";"18,59";"";""
"320802";"gm. Dygowo";"kołobrzeski";"zachodniopomorskie";"49,23";"3,45";"79,45";"20,55";"0,00";"96,55";"22,89";"";"5,62";"11,78";"";"45,13";"";"14,57";"";""
"320803";"gm. Gościno";"kołobrzeski";"zachodniopomorskie";"49,77";"2,73";"60,00";"40,00";"0,00";"97,27";"26,67";"";"7,20";"10,32";"";"42,82";"";"12,98";"";""
"320804";"gm. Kołobrzeg";"kołobrzeski";"zachodniopomorskie";"60,57";"1,54";"62,20";"37,80";"0,00";"98,46";"33,38";"";"5,81";"7,77";"";"36,00";"";"17,04";"";""
"320805";"gm. Rymań";"kołobrzeski";"zachodniopomorskie";"48,68";"3,14";"77,08";"22,92";"0,00";"96,86";"19,39";"";"6,55";"21,28";"";"41,96";"";"10,81";"";""
"320806";"gm. Siemyśl";"kołobrzeski";"zachodniopomorskie";"51,76";"2,54";"76,32";"23,68";"0,00";"97,46";"28,51";"";"4,87";"13,78";"";"40,64";"";"12,20";"";""
"320807";"gm. Ustronie Morskie";"kołobrzeski";"zachodniopomorskie";"59,87";"1,80";"63,16";"36,84";"0,00";"98,20";"29,96";"";"5,79";"8,83";"";"38,78";"";"16,64";"";""
"320901";"gm. Będzino";"koszaliński";"zachodniopomorskie";"52,03";"2,42";"82,14";"17,86";"0,00";"97,58";"20,55";"";"5,93";"19,81";"";"40,27";"";"13,44";"";""
"320902";"gm. Biesiekierz";"koszaliński";"zachodniopomorskie";"61,08";"1,57";"64,71";"35,29";"0,00";"98,43";"32,24";"";"7,39";"12,91";"";"30,23";"";"17,23";"";""
"320903";"gm. Bobolice";"koszaliński";"zachodniopomorskie";"46,80";"2,31";"70,51";"29,49";"0,00";"97,69";"23,18";"";"9,11";"9,68";"";"46,20";"";"11,83";"";""
"320904";"gm. Manowo";"koszaliński";"zachodniopomorskie";"60,01";"2,60";"82,50";"17,50";"0,00";"97,40";"31,15";"";"8,32";"10,46";"";"32,35";"";"17,71";"";""
"320905";"gm. Mielno";"koszaliński";"zachodniopomorskie";"71,34";"1,27";"50,00";"50,00";"0,00";"98,73";"29,32";"";"5,16";"9,40";"";"38,51";"";"17,61";"";""
"320906";"gm. Polanów";"koszaliński";"zachodniopomorskie";"44,87";"3,02";"69,23";"30,77";"0,00";"96,98";"28,10";"";"6,56";"11,21";"";"42,19";"";"11,93";"";""
"320907";"gm. Sianów";"koszaliński";"zachodniopomorskie";"53,10";"2,27";"70,00";"30,00";"0,00";"97,73";"27,79";"";"7,80";"10,56";"";"37,50";"";"16,36";"";""
"320908";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"61,41";"1,77";"65,08";"34,92";"0,00";"98,23";"34,55";"";"6,02";"11,38";"";"30,16";"";"17,89";"";""
"321001";"gm. Barlinek";"myśliborski";"zachodniopomorskie";"54,08";"1,53";"75,21";"24,79";"0,00";"98,47";"39,35";"";"6,82";"5,29";"";"38,37";"";"10,18";"";""
"321002";"gm. Boleszkowice";"myśliborski";"zachodniopomorskie";"49,65";"2,13";"83,33";"16,67";"0,00";"97,87";"29,86";"";"9,50";"12,22";"";"36,20";"";"12,22";"";""
"321003";"gm. Dębno";"myśliborski";"zachodniopomorskie";"52,00";"1,48";"71,67";"28,33";"0,00";"98,52";"36,14";"";"8,06";"8,27";"";"36,91";"";"10,63";"";""
"321004";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";"49,61";"1,53";"66,95";"33,05";"0,00";"98,47";"34,00";"";"5,05";"8,13";"";"40,00";"";"12,82";"";""
"321005";"gm. Nowogródek Pomorski";"myśliborski";"zachodniopomorskie";"43,50";"2,10";"58,33";"41,67";"0,00";"97,90";"28,35";"";"5,10";"11,81";"";"41,41";"";"13,33";"";""
"321101";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"73,01";"0,69";"55,81";"44,19";"0,00";"99,31";"50,80";"";"6,25";"4,65";"";"21,86";"";"16,43";"";""
"321102";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"65,50";"1,23";"53,95";"46,05";"0,00";"98,77";"43,48";"";"7,82";"6,44";"";"25,37";"";"16,90";"";""
"321103";"gm. Nowe Warpno";"policki";"zachodniopomorskie";"59,71";"2,33";"83,33";"16,67";"0,00";"97,67";"37,14";"";"7,43";"7,16";"";"33,82";"";"14,46";"";""
"321104";"gm. Police";"policki";"zachodniopomorskie";"61,39";"1,01";"60,85";"39,15";"0,00";"98,99";"35,09";"";"7,89";"4,76";"";"36,62";"";"15,64";"";""
"321201";"gm. Bielice";"pyrzycki";"zachodniopomorskie";"47,43";"3,41";"71,79";"28,21";"0,00";"96,59";"16,76";"";"7,25";"10,78";"";"55,80";"";"9,42";"";""
"321202";"gm. Kozielice";"pyrzycki";"zachodniopomorskie";"47,23";"2,41";"69,57";"30,43";"0,00";"97,59";"15,15";"";"6,66";"14,18";"";"55,32";"";"8,70";"";""
"321203";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";"49,47";"1,74";"65,00";"35,00";"0,00";"98,26";"20,59";"";"5,32";"19,92";"";"44,63";"";"9,54";"";""
"321204";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";"45,23";"3,21";"91,38";"8,62";"0,00";"96,79";"16,71";"";"3,49";"22,61";"";"47,80";"";"9,39";"";""
"321205";"gm. Pyrzyce";"pyrzycki";"zachodniopomorskie";"55,85";"2,06";"74,27";"25,73";"0,00";"97,94";"24,82";"";"5,80";"8,55";"";"46,03";"";"14,80";"";""
"321206";"gm. Warnice";"pyrzycki";"zachodniopomorskie";"47,78";"1,63";"47,62";"52,38";"0,00";"98,37";"13,95";"";"6,62";"7,80";"";"60,36";"";"11,27";"";""
"321301";"m. Darłowo";"sławieński";"zachodniopomorskie";"58,05";"1,50";"72,04";"27,96";"0,00";"98,50";"37,66";"";"5,37";"6,60";"";"31,24";"";"19,14";"";""
"321302";"m. Sławno";"sławieński";"zachodniopomorskie";"56,27";"1,66";"69,66";"30,34";"0,00";"98,34";"28,04";"";"6,65";"7,90";"";"40,09";"";"17,31";"";""
"321303";"gm. Darłowo";"sławieński";"zachodniopomorskie";"55,91";"2,04";"75,32";"24,68";"0,00";"97,96";"27,32";"";"5,44";"12,82";"";"39,55";"";"14,88";"";""
"321304";"gm. Malechowo";"sławieński";"zachodniopomorskie";"48,41";"2,83";"75,36";"24,64";"0,00";"97,17";"21,34";"";"5,79";"10,40";"";"48,22";"";"14,24";"";""
"321305";"gm. Postomino";"sławieński";"zachodniopomorskie";"50,84";"2,48";"82,86";"17,14";"0,00";"97,52";"18,74";"";"4,50";"22,56";"";"42,86";"";"11,33";"";""
"321306";"gm. Sławno";"sławieński";"zachodniopomorskie";"46,20";"3,44";"78,50";"21,50";"0,00";"96,56";"20,39";"";"7,20";"10,86";"";"47,57";"";"13,99";"";""
"321401";"m. Stargard";"stargardzki";"zachodniopomorskie";"62,54";"1,18";"65,26";"34,74";"0,00";"98,82";"36,77";"";"7,32";"6,22";"";"34,09";"";"15,60";"";""
"321402";"gm. Chociwel";"stargardzki";"zachodniopomorskie";"50,70";"1,99";"61,70";"38,30";"0,00";"98,01";"27,82";"";"6,57";"10,24";"";"43,02";"";"12,35";"";""
"321403";"gm. Dobrzany";"stargardzki";"zachodniopomorskie";"45,30";"1,74";"60,00";"40,00";"0,00";"98,26";"17,15";"";"4,83";"19,09";"";"48,91";"";"10,02";"";""
"321404";"gm. Dolice";"stargardzki";"zachodniopomorskie";"44,58";"2,55";"83,82";"16,18";"0,00";"97,45";"23,52";"";"7,04";"10,74";"";"48,19";"";"10,51";"";""
