year;pack;name;age;height;weight;caps;position
2007;portugal;Salvador Palha;23;185;90;NA;NA
2007;portugal;Diogo Gama;26;181;90;NA;NA
2007;portugal;Duarte Figueiredo;25;172;88;NA;NA
2007;portugal;Juan Severino Somoza;26;185;113;NA;NA
2007;portugal;Ruben Spachuck;26;181;105;NA;NA
2007;portugal;Pedro Cabral;24;179;72;NA;NA
2007;portugal;Gonçalo Foro;25;196;95;NA;NA
2007;portugal;Andre Silva;32;174;102;NA;NA
2007;portugal;Paulo Murinello;33;173;83;NA;NA
2007;portugal;António Aguilar;29;192;96;NA;NA
2007;portugal;Marcello d'Orey;31;196;127;NA;NA
2007;portugal;Joaquim Ferreira;34;175;100;NA;NA
2007;portugal;Luis Pissarra;32;171;73;NA;NA
2007;samoa;Tanielu Fuga;34;182;101;NA;NA
2007;samoa;Kas Lealamanua;31;184;98;NA;NA
2007;samoa;Elvis Seveali'I;29;180;96;NA;NA
2007;samoa;Leo Lafaiali'I;33;195;110;NA;NA
2007;samoa;Alesana Tuilagi;26;185;111;NA;NA
2007;samoa;Henry Tuilagi;31;185;126;NA;NA
2007;samoa;Lome Fa'atau;32;184;93;NA;NA
2007;samoa;Sailosi Tagicakibau;25;193;97;NA;NA
2007;samoa;Loki Crichton;31;180;90;NA;NA
2007;samoa;Ulia Ulia;27;183;102;NA;NA
2007;samoa;David Lemi;25;168;80;NA;NA
2007;samoa;Lolo Lui;25;185;90;NA;NA
2007;samoa;Seilala Mapusua;27;180;102;NA;NA
2007;samoa;Steve So'oialo;30;177;85;NA;NA
2007;samoa;Alfie Vaeluaga;27;186;115;NA;NA
2007;samoa;Mahonri Schwalger;29;180;106;NA;NA
2007;samoa;Anitele'a Tuilagi;21;186;110;NA;NA
2007;samoa;Daniel Leo;25;198;112;NA;NA
2007;samoa;Census Johnston;26;191;135;NA;NA
2007;samoa;Justin Va'a;29;182;124;NA;NA
2007;samoa;Muliufi Salanoa;27;178;105;NA;NA
2007;samoa;Eliota Fuimaono-Sapolu;27;183;103;NA;NA
2007;samoa;Naama Leleimalefaga;20;178;121;NA;NA
2007;samoa;Junior Polu;26;183;92;NA;NA
2007;samoa;Fosi Palaamo;31;189;120;NA;NA
2007;samoa;Kane Thompson;25;198;112;NA;NA
2007;samoa;Justin Purdie;27;194;107;NA;NA
2007;samoa;Gavin Williams;28;187;98;NA;NA
2007;samoa;Joe Tekori;24;192;123;NA;NA
2007;samoa;Silao Vaisola Sefo;28;189;108;NA;NA
2007;samoa;Jerry Meafou;25;179;93;NA;NA
2007;samoa;Brian Lima;35;186;95;NA;NA
2007;samoa;Semo Sititi;33;188;105;NA;NA
2007;fiji;Vilimoni Delasau;30;190;102;NA;NA
2007;fiji;Sisa Koyamaibole;26;192;120;NA;NA
2007;fiji;Norman Ligairi;31;184;95;NA;NA
2007;fiji;Seru Rabeni;29;187;105;NA;NA
2007;fiji;Ifereimi Rawaqa;27;197;119;NA;NA
2007;fiji;Seremaia Bai;32;182;105;NA;NA
2007;fiji;Bill Gadolo;30;178;111;NA;NA
2007;fiji;Kele Leawere;33;193;120;NA;NA
2007;fiji;Henry Qiodravu;30;181;116;NA;NA
2007;fiji;Isoa Domolailai;26;205;118;NA;NA
2007;fiji;Sireli Bobo;31;190;99;NA;NA
2007;fiji;Kameli Ratuvou;25;178;94;NA;NA
2007;fiji;Sunia Koto;27;174;110;NA;NA
2007;fiji;Jone Qovu;22;195;120;NA;NA
2007;fiji;Maleli Kunavore;24;187;110;NA;NA
2007;fiji;Jone Railomo;26;187;120;NA;NA
2007;fiji;Akapusi Qera;23;187;107;NA;NA
2007;fiji;Aca Ratuva;29;186;102;NA;NA
2007;fiji;Waisea Luveniyali;22;172;83;NA;NA
2007;fiji;Gabiriele Lovobalavu;22;176;95;NA;NA
2007;fiji;Netani Talei;24;189;110;NA;NA
2007;fiji;Jone Daunivucu;30;180;90;NA;NA
2007;fiji;Vereniki Sauturaga;25;179;98;NA;NA
2007;fiji;Wame Lewaravu;25;195;109;NA;NA
2007;fiji;Alefoso Yalayalatabua;30;180;106;NA;NA
2007;fiji;Graham Dewes;25;179;107;NA;NA
2007;fiji;Filimone Bolavucu;26;172;90;NA;NA
2007;fiji;Isoa Neivua;29;174;97;NA;NA
2007;fiji;Semisi Naevo;32;197;115;NA;NA
2007;fiji;Mosese Rauluni;32;175;94;NA;NA
2007;fiji;Nicky Little;31;183;102;NA;NA
2007;tonga;Viliami Vaki;31;194;95;NA;NA
2007;tonga;Taufa'ao Filise;30;190;120;NA;NA
2007;tonga;Aisea Havili;30;178;91;NA;NA
2007;tonga;Ephraim Taukafa;31;178;108;NA;NA
2007;tonga;Tevita Tu'ifua;32;182;93;NA;NA
2007;tonga;Kisi Pulu;29;178;112;NA;NA
2007;tonga;'Emosi Kauhenga;26;198;120;NA;NA
2007;tonga;Seti Kiole;27;192;102;NA;NA
2007;tonga;Finau Maka;30;190;110;NA;NA
2007;tonga;Sukanaivalu Hufanga;25;182;89;NA;NA
2007;tonga;Soane Havea;26;170;93;NA;NA
2007;tonga;Lisiate Fa'aoso;24;197;113;NA;NA
2007;tonga;Soane Tonga'uiha;25;192;130;NA;NA
2007;tonga;Hudson Tonga'uiha;24;190;90;NA;NA
2007;tonga;Paino Hehea;28;197;114;NA;NA
2007;tonga;Lotu Filipine;27;189;103;NA;NA
2007;tonga;Nili Latu;25;185;100;NA;NA
2007;tonga;Hale T Pole;28;192;102;NA;NA
2007;tonga;Toma Toke;22;181;108;NA;NA
2007;tonga;Vungakoto Lilo;24;193;98;NA;NA
2007;tonga;Enele Taufa;23;175;91;NA;NA
2007;tonga;Ualosi Kailea;29;181;97;NA;NA
2007;tonga;Sateki Mata'u;28;184;110;NA;NA
2007;tonga;Isileli Tupou;23;182;96;NA;NA
2007;tonga;Joseph Vaka;27;185;115;NA;NA
2007;tonga;Maama Molitika;31;194;116;NA;NA
2007;tonga;Sione Tu'ipulotu;29;186;98;NA;NA
2007;tonga;Epeli Taione;28;193;120;NA;NA
2007;tonga;Inoke Afeaki;34;197;115;NA;NA
2007;tonga;Pierre Hola;29;183;110;NA;NA
2007;tonga;Aleki Lutui;29;178;108;NA;NA
2007;japan;Masahito Yamamoto;29;185;111;NA;NA
2007;japan;Ryota Asano;28;184;100;NA;NA
2007;japan;Bryce Robins;27;183;86;NA;NA
2007;japan;Yuji Matsubara;28;180;100;NA;NA
2007;japan;Hitoshi Ono;29;191;105;NA;NA
2007;japan;Takanori Kumagae;29;194;104;NA;NA
2007;japan;Kosuke Endo;27;186;85;NA;NA
2007;japan;Tatsukichi Nishiura;31;176;110;NA;NA
2007;japan;Hare Makiri;29;190;103;NA;NA
2007;japan;Christian Loamanu;21;188;108;NA;NA
2007;japan;Tomokazu Soma;30;183;122;NA;NA
2007;japan;Yuta Imamura;23;178;90;NA;NA
2007;japan;Yuki Yatomi;22;176;83;NA;NA
2007;japan;Philip O'Reilly;27;190;100;NA;NA
2007;japan;Luke Thompson;26;194;107;NA;NA
2007;japan;Takamichi Sasaki;24;184;98;NA;NA
2007;japan;Tomoki Kitagawa;24;175;80;NA;NA
2007;japan;Go Aruga;24;175;85;NA;NA
2007;japan;Taku Inokuchi;25;176;100;NA;NA
2007;japan;Tomoki Yoshida;25;171;78;NA;NA
2007;japan;Koji Taira;24;185;93;NA;NA
2007;japan;Kosei Ono;20;170;87;NA;NA
2007;japan;Chulwon;23;171;73;NA;NA
2007;japan;Tatsuya Kusumi;26;180;85;NA;NA
2007;japan;Yasunori Watanabe;33;192;104;NA;NA
2007;japan;Hajime Kiso;29;195;105;NA;NA
2007;japan;Nataniela Oto;29;173;95;NA;NA
2007;japan;Shotaro Onishi;29;180;80;NA;NA
2007;japan;Hirotoki Onozawa;29;180;85;NA;NA
2007;japan;Luatangi Samurai Vatuvei;30;190;120;NA;NA
2007;japan;Ryo Yamamura;26;185;114;NA;NA
2007;japan;Takuro Miuchi;32;188;107;NA;NA
2007;canada;Jamie Cudmore;29;198;116;NA;NA
2007;canada;Ed Fairhurst;28;183;93;NA;NA
2007;canada;Colin Yukes;28;201;115;NA;NA
2007;canada;Pat Riordan;28;185;106;NA;NA
2007;canada;Ryan Smith;28;191;93;NA;NA
2007;canada;James Pritchard;28;175;85;NA;NA
2007;canada;Josh Jackson;27;198;112;NA;NA
2007;canada;Mike Webb;28;185;100;NA;NA
2007;canada;Dan Pletch;24;180;109;NA;NA
2007;canada;Mike Burak;27;201;107;NA;NA
2007;canada;Matt Weingart;25;179;81;NA;NA
2007;canada;Mike Pyke;23;196;104;NA;NA
2007;canada;Derek Daypuck;29;183;93;NA;NA
2007;canada;Justin Mensah-Coker;24;195;106;NA;NA
2007;canada;Dave Biddle;22;180;102;NA;NA
2007;canada;Adam Kleeberger;23;195;95;NA;NA
2007;canada;Dave Spicer;22;182;91;NA;NA
2007;canada;Luke Tait;26;199;105;NA;NA
2007;canada;Aaron Carpenter;24;183;104;NA;NA
2007;canada;Nick Trenkel;20;180;94;NA;NA
2007;canada;Craig Culpan;25;180;95;NA;NA
2007;canada;Ander Monro;26;178;88;NA;NA
2007;canada;Mike Pletch;24;180;111;NA;NA
2007;canada;Sean-Michael Stephen;25;196;108;NA;NA
2007;canada;Dth van der Merwe;21;182;89;NA;NA
2007;canada;Nathan Hirayama;19;180;98;NA;NA
2007;canada;Scott Franklin;27;180;114;NA;NA
2007;canada;Mike James;34;198;110;NA;NA
2007;canada;Rod Snow;37;189;114;NA;NA
2007;canada;Morgan Williams;31;183;84;NA;NA
2007;canada;Jon Thiel;32;190;112;NA;NA
2007;usa;Mike Hercus;28;176;84;NA;NA
2007;usa;Mike MacDonald;27;182;127;NA;NA
2007;usa;Paul Emerick;27;182;94;NA;NA
2007;usa;Chris Osentowski;32;180;118;NA;NA
2007;usa;Salesi Sika;27;190;113;NA;NA
2007;usa;Albert Tuipulotu;28;185;102;NA;NA
2007;usa;Todd Clever;24;190;97;NA;NA
2007;usa;Mike Mangan;32;195;115;NA;NA
2007;usa;Louis Stanfill;22;192;110;NA;NA
2007;usa;Vahafolau Esikia;28;180;93;NA;NA
2007;usa;Owen Lentz;27;175;101;NA;NA
2007;usa;Mark Aylor;29;194;112;NA;NA
2007;usa;Hayden Mexted;28;193;109;NA;NA
2007;usa;John Vitale;26;186;113;NA;NA
2007;usa;Chad Erskine;27;177;88;NA;NA
2007;usa;Blake Burdette;27;185;112;NA;NA
2007;usa;Valenese Malifa;22;175;75;NA;NA
2007;usa;Chris Wyles;24;182;93;NA;NA
2007;usa;Fifita Mounga;34;177;107;NA;NA
2007;usa;Andrew Osborne;26;172;86;NA;NA
2007;usa;Inaki Basauri;23;198;105;NA;NA
2007;usa;Dan Payne;35;182;104;NA;NA
2007;usa;Takudzwa Ngwenya;22;177;85;NA;NA
2007;usa;Thretton Palamo;19;190;102;NA;NA
2007;usa;Mike Petri;23;177;87;NA;NA
2007;usa;John Vandergeissen;25;195;107;NA;NA
2007;usa;Matekitonga Moeakiola;29;182;118;NA;NA
2007;usa;Henry Bloomfield;34;190;128;NA;NA
2007;usa;Luke Gross;38;203;117;NA;NA
2007;usa;Alec Parker;33;195;102;NA;NA
2007;usa;Philip Eloff;29;180;94;NA;NA
2007;romania;Alexandru Manta;30;190;105;NA;NA
2007;romania;Cezar Popescu;31;188;120;NA;NA
2007;romania;Ioan Teodorescu;31;175;80;NA;NA
2007;romania;Petrisor Toderasc;27;185;113;NA;NA
2007;romania;Dan Dumbrava;26;187;97;NA;NA
2007;romania;Sorin Socol;30;196;115;NA;NA
2007;romania;Silviu Florea;30;182;106;NA;NA
2007;romania;Cristian Petre;28;196;115;NA;NA
2007;romania;Augustin Petrichei;27;198;108;NA;NA
2007;romania;Bogdan Balan;27;183;115;NA;NA
2007;romania;Iulian Dumitras;25;188;106;NA;NA
2007;romania;Cosmin Ratiu;28;197;110;NA;NA
2007;romania;Catalin Nicolae;27;184;85;NA;NA
2007;romania;Alexandru Tudori;29;195;105;NA;NA
2007;romania;Paulica Ion;24;183;120;NA;NA
2007;romania;Ionut Dimofte;23;186;99;NA;NA
2007;romania;Valentin Calafeteanu;22;181;78;NA;NA
2007;romania;Valentin Ursache;22;194;125;NA;NA
2007;romania;Dan Vlad;24;185;103;NA;NA
2007;romania;Catalin Fercu;21;183;85;NA;NA
2007;romania;Csaba Gal;22;184;94;NA;NA
2007;romania;Stefan Ciuntu;21;182;85;NA;NA
2007;romania;Florin Vlaicu;21;186;100;NA;NA
2007;romania;Catalin Dascalu;23;184;97;NA;NA
2007;romania;Romeo Gontineac;34;174;90;NA;NA
2007;romania;Gabriel Brezoianu;30;175;88;NA;NA
2007;romania;Ionut Tofan;30;178;77;NA;NA
2007;romania;Lucian Sirbu;31;183;94;NA;NA
2007;romania;Florin Corodeanu;30;187;104;NA;NA
2007;romania;Marius Tincu;29;181;114;NA;NA
2007;romania;Ovidiu Tonita;27;195;105;NA;NA
2007;romania;Razvan Mavrodin;34;178;102;NA;NA
2007;romania;Petru Balan;31;185;116;NA;NA
2007;namibia;Corne Powell;33;192;95;NA;NA
2007;namibia;Domingo Kamonga;33;187;101;NA;NA
2007;namibia;Du Preez Grobler;30;183;93;NA;NA
2007;namibia;Morne Schreuder;28;183;84;NA;NA
2007;namibia;Kees Lensing;29;190;125;NA;NA
2007;namibia;Emile Wessels;28;180;85;NA;NA
2007;namibia;Melrick Africa;29;180;89;NA;NA
2007;namibia;Johannes Meyer;26;190;125;NA;NA
2007;namibia;Jane du Toit;32;186;118;NA;NA
2007;namibia;Jacques Burger;24;188;100;NA;NA
2007;namibia;Jurie van Tonder;27;182;75;NA;NA
2007;namibia;Eugene Jantjies;21;180;84;NA;NA
2007;namibia;Tertius Losper;22;185;90;NA;NA
2007;namibia;Ryan Witbooi;22;191;87;NA;NA
2007;namibia;Heini Bock;26;161;75;NA;NA
2007;namibia;Michael MacKenzie;24;185;95;NA;NA
2007;namibia;Johnny Redelinghuys;23;178;114;NA;NA
2007;namibia;Wacca Kazombiaze;28;198;102;NA;NA
2007;namibia;Nico Esterhuize;23;205;103;NA;NA
2007;namibia;Tinus du Plessis;23;190;100;NA;NA
2007;namibia;Lu-Wayne Botes;24;189;89;NA;NA
2007;namibia;John Drotsky;23;178;83;NA;NA
2007;namibia;Jacques Nieuwenhuis;27;178;96;NA;NA
2007;namibia;Marius Visser;25;190;140;NA;NA
2007;namibia;Piet van Zyl;28;181;95;NA;NA
2007;namibia;Bratley Langenhoven;24;191;89;NA;NA
2007;namibia;Deon Mouton;33;184;96;NA;NA
2007;namibia;Herman Lindvelt;31;193;104;NA;NA
2007;namibia;Heino Senekal;32;198;118;NA;NA
2007;namibia;Hugo Horn;30;180;106;NA;NA
2007;georgia;Victor Didebulidze;37;192;112;NA;NA
2007;georgia;Akvsenti Giorgadze;31;179;103;NA;NA
2007;georgia;Pavle Jimsheladze;32;180;88;NA;NA
2007;georgia;Besiki Khamashuridze;30;195;95;NA;NA
2007;georgia;Grigol Labadze;34;194;97;NA;NA
2007;georgia;Ilia Maisuradze;30;180;98;NA;NA
2007;georgia;Zurab Mchedlishvili;36;192;110;NA;NA
2007;georgia;Goderdzi Shvelidze;29;177;106;NA;NA
2007;georgia;Malkhaz Urjukashvili;27;178;80;NA;NA
2007;georgia;Ilia Zedginidze;30;195;112;NA;NA
2007;georgia;Irakli Abuseridze;30;174;70;NA;NA
2007;georgia;Giorgi Chkhaidze;26;195;102;NA;NA
2007;georgia;Otar Barkalaia;23;175;75;NA;NA
2007;georgia;Giorgi Elizbarashvili;23;184;84;NA;NA
2007;georgia;Otar Eloshvili;29;188;105;NA;NA
2007;georgia;Mamuka Gorgodze;23;196;118;NA;NA
2007;georgia;Irakli Giorgadze;25;188;100;NA;NA
2007;georgia;David Khinchagashvili;25;178;112;NA;NA
2007;georgia;Merab Kvirikashvili;24;180;80;NA;NA
2007;georgia;Irakli Machkhaneli;26;187;90;NA;NA
2007;georgia;Mamuka Magrakvelidze;30;190;120;NA;NA
2007;georgia;Besso Udesiani;29;183;95;NA;NA
2007;georgia;Rati Urushadze;32;193;100;NA;NA
2007;georgia;Avtandil Kopaliani;25;182;113;NA;NA
2007;georgia;Bidzina Samkharadze;24;170;70;NA;NA
2007;georgia;Giorgi Shkinin;24;170;70;NA;NA
2007;georgia;Zviad Maisuradze;27;185;97;NA;NA
2007;georgia;David Zirakashvili;24;183;117;NA;NA
2007;georgia;Levan Datunashvili;24;194;110;NA;NA
2007;georgia;Davit Kacharava;22;175;75;NA;NA
2007;georgia;Revaz Gigauri;23;185;93;NA;NA
2011;wales;Gethin Jenkins;31;188;121;NA;NA
2011;wales;Mike Phillips;29;191;101;NA;NA
2011;wales;Adam Jones;30;183;120;NA;NA
2011;wales;Huw Bennett;28;183;106;NA;NA
2011;wales;Paul James;29;186;115;NA;NA
2011;wales;Ryan Jones;30;197;115;NA;NA
2011;wales;Luke Charteris;28;206;125;NA;NA
2011;wales;Aled Brew;25;185;98;NA;NA
2011;wales;Alun Wyn Jones;26;197;122;NA;NA
2011;wales;Jamie Roberts;25;193;110;NA;NA
2011;wales;Lee Byrne;31;191;96;NA;NA
2011;wales;Jonathan Davies;23;186;105;NA;NA
2011;wales;Bradley Davies;24;198;122;NA;NA
2011;wales;Ken Owens;24;185;108;NA;NA
2011;wales;Rhys Priestland;24;183;92;NA;NA
2011;wales;Craig Mitchell;25;183;116;NA;NA
2011;wales;James Hook;26;185;96;NA;NA
2011;wales;Ryan Bevington;23;182;112;NA;NA
2011;wales;Leigh Halfpenny;23;178;83;NA;NA
2011;wales;Sam Warburton;23;188;106;NA;NA
2011;wales;Andy Powell;30;193;114;NA;NA
2011;wales;Danny Lydiate;24;193;112;NA;NA
2011;wales;Scott Williams;21;183;99;NA;NA
2011;wales;Tavis Knoyle;21;185;94;NA;NA
2011;wales;Toby Faletau;21;188;109;NA;NA
2011;wales;George North;19;192;105;NA;NA
2011;wales;Lloyd Burns;27;183;109;NA;NA
2011;wales;Lloyd Williams;22;183;90;NA;NA
2011;wales;Stephen Jones;34;186;92;NA;NA
2011;wales;Shane Williams;34;170;80;NA;NA
2011;england;Lewis Moody;33;190;104;NA;NA
2011;england;Steve Thompson;33;191;115;NA;NA
2011;england;Tom Palmer;32;198;115;NA;NA
2011;england;Mark Cueto;32;184;94;NA;NA
2011;england;Andrew Sheridan;32;190;123;NA;NA
2011;england;Simon Shaw;38;203;123;NA;NA
2011;england;Jonny Wilkinson;32;178;88;NA;NA
2011;england;Mike Tindall;33;187;102;NA;NA
2011;england;Matt Stevens;29;187;123;NA;NA
2011;england;Lee Mears;32;173;96;NA;NA
2011;england;Louis Deacon;31;198;115;NA;NA
2011;england;James Haskell;26;194;111;NA;NA
2011;england;David Wilson;26;185;122;NA;NA
2011;england;Toby Flood;26;191;93;NA;NA
2011;england;Ben Foden;26;183;93;NA;NA
2011;england;Dylan Hartley;25;185;108;NA;NA
2011;england;Dan Cole;24;190;118;NA;NA
2011;england;Delon Armitage;28;190;94;NA;NA
2011;england;Tom Croft;26;198;105;NA;NA
2011;england;Richard Wigglesworth;28;176;86;NA;NA
2011;england;Thomas Waldrom;28;185;111;NA;NA
2011;england;Nick Easter;33;192;114;NA;NA
2011;england;Alex Corbisiero;23;185;116;NA;NA
2011;england;Joe Simpson;23;180;84;NA;NA
2011;england;Courtney Lawes;22;201;114;NA;NA
2011;england;Ben Youngs;22;178;87;NA;NA
2011;england;Matt Banahan;25;201;112;NA;NA
2011;england;Chris Ashton;24;186;92;NA;NA
2011;england;Shontayne Hape;30;187;102;NA;NA
2011;england;Tom Wood;25;195;105;NA;NA
2011;england;Manu Tuilagi;20;185;111;NA;NA
2011;scotland;Chris Paterson;33;180;80;NA;NA
2011;scotland;Nathan Hines;35;201;118;NA;NA
2011;scotland;Mike Blair;30;180;84;NA;NA
2011;scotland;Allan Jacobsen;33;178;112;NA;NA
2011;scotland;Dougie Hall;31;183;105;NA;NA
2011;scotland;Chris Cusiter;29;180;83;NA;NA
2011;scotland;Simon Danielli;32;191;102;NA;NA
2011;scotland;Dan Parks;33;181;92;NA;NA
2011;scotland;Graeme Morrison;29;191;103;NA;NA
2011;scotland;Sean Lamont;30;189;103;NA;NA
2011;scotland;Alastair Kellock;30;205;118;NA;NA
2011;scotland;Rory Lawson;30;176;83;NA;NA
2011;scotland;Ross Ford;27;184;113;NA;NA
2011;scotland;Kelly Brown;29;193;106;NA;NA
2011;scotland;Scott Lawson;30;172;100;NA;NA
2011;scotland;Rory Lamont;29;189;100;NA;NA
2011;scotland;John Barclay;25;190;101;NA;NA
2011;scotland;Ally Strokosch;28;191;108;NA;NA
2011;scotland;Moray Low;27;188;125;NA;NA
2011;scotland;Nick De Luca;27;182;95;NA;NA
2011;scotland;Euan Murray;31;185;118;NA;NA
2011;scotland;Richie Vernon;24;198;107;NA;NA
2011;scotland;Ross Rennie;25;184;99;NA;NA
2011;scotland;Alasdair Dickinson;28;185;112;NA;NA
2011;scotland;Jim Hamilton;29;203;123;NA;NA
2011;scotland;Ruaridh Jackson;23;182;86;NA;NA
2011;scotland;Richie Gray;22;205;128;NA;NA
2011;scotland;Max Evans;28;180;87;NA;NA
2011;scotland;Geoff Cross;29;183;115;NA;NA
2011;scotland;Joe Ansbro;26;183;95;NA;NA
2011;ireland;Paul O'Connell;32;198;112;NA;NA
2011;ireland;Geordan Murphy;33;186;88;NA;NA
2011;ireland;Leo Cullen;33;198;110;NA;NA
2011;ireland;Donncha O'Callaghan;32;198;116;NA;NA
2011;ireland;Paddy Wallace;32;177;88;NA;NA
2011;ireland;Tommy Bowe;27;191;98;NA;NA
2011;ireland;Denis Leamy;30;188;108;NA;NA
2011;ireland;Jonathan Sexton;26;190;92;NA;NA
2011;ireland;Andrew Trimble;27;188;97;NA;NA
2011;ireland;Stephen Ferris;26;192;113;NA;NA
2011;ireland;Rory Best;29;178;105;NA;NA
2011;ireland;Jerry Flannery;33;180;101;NA;NA
2011;ireland;Eoin Reddan;31;178;84;NA;NA
2011;ireland;Cian Healy;24;184;115;NA;NA
2011;ireland;Keith Earls;24;180;90;NA;NA
2011;ireland;Rob Kearney;25;187;95;NA;NA
2011;ireland;Fergus McFadden;25;185;93;NA;NA
2011;ireland;Brian O'Driscoll;32;181;94;NA;NA
2011;ireland;Ronan O'Gara;34;180;84;NA;NA
2011;ireland;Jamie Heaslip;28;193;109;NA;NA
2011;ireland;Sean Cronin;25;183;103;NA;NA
2011;ireland;Sean O'Brien;24;188;107;NA;NA
2011;ireland;Tom Court;31;190;118;NA;NA
2011;ireland;Shane Jennings;30;188;105;NA;NA
2011;ireland;Isaac Boss;31;177;88;NA;NA
2011;ireland;Mike Ross;32;188;124;NA;NA
2011;ireland;Tony Buckley;31;195;137;NA;NA
2011;ireland;Donnacha Ryan;28;201;114;NA;NA
2011;ireland;Conor Murray;22;187;91;NA;NA
2011;ireland;Damien Varley;28;181;110;NA;NA
2011;ireland;Gordon D'Arcy;31;183;90;NA;NA
2011;newzealand;Richie McCaw;31;187;106;NA;NA
2011;newzealand;Andrew Hore;33;183;113;NA;NA
2011;newzealand;Ali Williams;30;202;115;NA;NA
2011;newzealand;Keven Mealamu;32;181;109;NA;NA
2011;newzealand;Tony Woodcock;30;184;119;NA;NA
2011;newzealand;Ma'a Nonu;29;182;106;NA;NA
2011;newzealand;Brad Thorn;36;195;114;NA;NA
2011;newzealand;Daniel Carter;29;178;93;NA;NA
2011;newzealand;Mils Muliaina;31;183;93;NA;NA
2011;newzealand;Corey Flynn;30;184;108;NA;NA
2011;newzealand;Jerome Kaino;28;196;110;NA;NA
2011;newzealand;Jimmy Cowan;29;182;95;NA;NA
2011;newzealand;Piri Weepu;28;178;96;NA;NA
2011;newzealand;Conrad Smith;30;186;95;NA;NA
2011;newzealand;Isaia Toeava;25;181;99;NA;NA
2011;newzealand;Andy Ellis;27;182;90;NA;NA
2011;newzealand;Richard Kahui;26;190;101;NA;NA
2011;newzealand;Hosea Gear;27;188;102;NA;NA
2011;newzealand;Ben Franks;27;183;117;NA;NA
2011;newzealand;Kieran Read;26;193;108;NA;NA
2011;newzealand;John Afoa;28;183;119;NA;NA
2011;newzealand;Colin Slade;24;183;90;NA;NA
2011;newzealand;Victor Vito;24;192;109;NA;NA
2011;newzealand;Stephen Donald;28;186;96;NA;NA
2011;newzealand;Cory Jane;28;183;88;NA;NA
2011;newzealand;Anthony Boric;28;200;113;NA;NA
2011;newzealand;Israel Dagg;23;186;95;NA;NA
2011;newzealand;Sam Whitelock;23;202;114;NA;NA
2011;newzealand;Zac Guildford;22;182;96;NA;NA
2011;newzealand;Adam Thomson;29;196;110;NA;NA
2011;newzealand;Aaron Cruden;22;175;82;NA;NA
2011;newzealand;Owen Franks;24;185;119;NA;NA
2011;newzealand;Sonny Bill Williams;26;191;110;NA;NA
2011;australia;Nathan Sharpe;33;200;115;NA;NA
2011;australia;Dan Vickerman;32;204;115;NA;NA
2011;australia;Rocky Elsom;28;197;106;NA;NA
2011;australia;Radike Samo;35;197;117;NA;NA
2011;australia;Drew Mitchell;27;182;95;NA;NA
2011;australia;Ben Alexander;27;189;117;NA;NA
2011;australia;Adam Ashley-Cooper;27;182;98;NA;NA
2011;australia;James Horwill;26;200;115;NA;NA
2011;australia;Tatafu Polota-Nau;26;181;113;NA;NA
2011;australia;Stephen Moore;28;186;112;NA;NA
2011;australia;Digby Ioane;26;179;93;NA;NA
2011;australia;Anthony Faingaa;24;178;88;NA;NA
2011;australia;Saia Faingaa;24;187;108;NA;NA
2011;australia;Will Genia;23;182;85;NA;NA
2011;australia;David Pocock;23;181;101;NA;NA
2011;australia;Lachie Turner;24;189;88;NA;NA
2011;australia;Sekope Kepu;25;188;125;NA;NA
2011;australia;Luke Burgess;28;179;89;NA;NA
2011;australia;Wycliff Palu;29;194;120;NA;NA
2011;australia;Pat McCabe;23;186;92;NA;NA
2011;australia;Quade Cooper;23;186;93;NA;NA
2011;australia;Ben McCalman;23;192;106;NA;NA
2011;australia;Rob Simmons;22;200;115;NA;NA
2011;australia;Berrick Barnes;25;183;87;NA;NA
2011;australia;Kurtley Beale;22;184;94;NA;NA
2011;australia;Salesi Ma'afu;28;184;126;NA;NA
2011;australia;Robert Horne;22;186;88;NA;NA
2011;australia;Matt Hodgson;30;184;100;NA;NA
2011;australia;James O'Connor;21;180;88;NA;NA
2011;australia;James Slipper;22;185;113;NA;NA
2011;australia;Scott Higginbotham;25;195;110;NA;NA
2011;australia;Nick Phipps;22;180;87;NA;NA
2011;southafrica;Butch James;32;184;98;NA;NA
2011;southafrica;Victor Matfield;34;201;110;NA;NA
2011;southafrica;Jean De Villiers;30;190;100;NA;NA
2011;southafrica;Bakkies Botha;32;202;118;NA;NA
2011;southafrica;CJ van der Linde;31;190;123;NA;NA
2011;southafrica;Schalk Burger;28;193;110;NA;NA
2011;southafrica;Danie Rossouw;33;197;118;NA;NA
2011;southafrica;Jaque Fourie;28;188;96;NA;NA
2011;southafrica;Fourie Du Preez;29;183;88;NA;NA
2011;southafrica;Bryan Habana;28;179;92;NA;NA
2011;southafrica;Gurthrö Steenkamp;30;189;124;NA;NA
2011;southafrica;John Smit;33;186;116;NA;NA
2011;southafrica;Chiliboy Ralepelle;25;178;95;NA;NA
2011;southafrica;Morné Steyn;27;186;82;NA;NA
2011;southafrica;Bismarck Du Plessis;27;189;105;NA;NA
2011;southafrica;Ruan Pienaar;27;186;84;NA;NA
2011;southafrica;Frans Steyn;24;191;100;NA;NA
2011;southafrica;Pierre Spies;26;194;103;NA;NA
2011;southafrica;JP Pietersen;25;191;85;NA;NA
2011;southafrica;Johan Muller;31;200;106;NA;NA
2011;southafrica;Francois Hougaard;23;179;86;NA;NA
2011;southafrica;Odwa Ndungane;30;183;85;NA;NA
