teryt;powiat;total2012;total2013;total2014;total2015;total2016;total2017;total2018;pp2012;pp2013;pp2014;pp2015;pp2016;pp2017;pp2018;pr2012;pr2013;pr2014;pr2015;pr2016;pr2017;pr2018;pm2012;pm2013;pm2014;pm2015;pm2016;pm2017;pm2018;pn2012;pn2013;pn2014;pn2015;pn2016;pn2017;pn2018;po2012;po2013;po2014;po2015;po2016;po2017;po2018;
3001000;chodzieski;47816;47639;47622;47534;47415;47341;;9609;9460;9436;9323;9184;9119;;30693;30353;30004;29654;29420;29098;;19324;19223;19099;19006;18936;18709;;11369;11130;10905;10648;10484;10389;;7514;7826;8182;8557;8811;9124;;
3002000;czarnkowsko-trzcianecki;88169;88081;88045;87890;87885;87570;;18115;17883;17697;17455;17377;17209;;56318;55939;55481;55074;54603;53938;;35459;35312;35041;34841;34569;34012;;20859;20627;20440;20233;20034;19926;;13736;14259;14867;15361;15905;16423;;
3003000;gnieźnieński;144660;144955;145075;145085;145211;145333;;28953;28812;28754;28576;28581;28799;;92872;92337;91524;90680;89749;88693;;58964;58842;58490;58227;57710;56921;;33908;33495;33034;32453;32039;31772;;22835;23806;24797;25829;26881;27841;;
3004000;gostyński;76256;76239;76193;76230;76093;76087;;15303;15091;14993;14891;14786;14928;;48939;48785;48500;48259;47825;47340;;31128;31105;30866;30759;30440;30089;;17811;17680;17634;17500;17385;17251;;12014;12363;12700;13080;13482;13819;;
3005000;grodziski;50863;50971;51217;51426;51423;51701;;11182;11059;10948;10943;10927;11055;;32761;32740;32811;32759;32483;32320;;21206;21236;21342;21301;21106;20965;;11555;11504;11469;11458;11377;11355;;6920;7172;7458;7724;8013;8326;;
3006000;jarociński;71643;71632;71775;71790;71738;71741;;14320;14167;14103;14009;13961;13983;;45752;45523;45307;44962;44513;43965;;28797;28703;28600;28414;28166;27861;;16955;16820;16707;16548;16347;16104;;11571;11942;12365;12819;13264;13793;;
3007000;kaliski;82440;82585;82814;82838;82905;83124;;16566;16399;16295;16118;16062;16045;;52175;52240;52205;52043;51769;51602;;33396;33389;33267;33148;32817;32594;;18779;18851;18938;18895;18952;19008;;13699;13946;14314;14677;15074;15477;;
3008000;kępiński;56455;56392;56491;56427;56458;56394;;11427;11245;11170;11091;11003;10996;;36243;36012;35876;35599;35390;35059;;23251;23146;23060;22905;22720;22461;;12992;12866;12816;12694;12670;12598;;8785;9135;9445;9737;10065;10339;;
3009000;kolski;89343;89077;88848;88399;88125;87790;;17387;17028;16758;16389;16128;15922;;56245;55922;55561;55064;54592;53952;;35111;34957;34791;34538;34289;33801;;21134;20965;20770;20526;20303;20151;;15711;16127;16529;16946;17405;17916;;
3010000;koniński;128237;128698;128984;129273;129475;129715;;27145;26690;26108;25795;25455;25283;;82312;82711;82935;82979;82862;82519;;53382;53595;53626;53571;53196;52784;;28930;29116;29309;29408;29666;29735;;18780;19297;19941;20499;21158;21913;;
3011000;kościański;78843;78981;79023;79028;79263;79253;;15430;15207;15124;15047;15037;15114;;50900;50767;50453;50063;49804;49296;;31937;31995;31833;31653;31514;31185;;18963;18772;18620;18410;18290;18111;;12513;13007;13446;13918;14422;14843;;
3012000;krotoszyński;78137;77958;77909;77664;77764;77720;;15973;15738;15618;15443;15395;15375;;49670;49399;49009;48580;48293;47794;;31346;31238;31100;30859;30730;30418;;18324;18161;17909;17721;17563;17376;;12494;12821;13282;13641;14076;14551;;
3013000;leszczyński;53470;54039;54422;54767;55391;55883;;11819;11822;11808;11838;11956;12130;;34231;34418;34525;34500;34694;34679;;22426;22589;22647;22630;22660;22555;;11805;11829;11878;11870;12034;12124;;7420;7799;8089;8429;8741;9074;;
3014000;międzychodzki;37107;37094;37126;37084;37080;36987;;7544;7444;7301;7235;7167;7119;;23806;23648;23502;23283;23120;22810;;14966;14948;14910;14823;14721;14502;;8840;8700;8592;8460;8399;8308;;5757;6002;6323;6566;6793;7058;;
3015000;nowotomyski;74036;74336;74538;74725;74901;75164;;15629;15549;15539;15524;15537;15620;;47322;47227;46980;46767;46443;46178;;30527;30637;30575;30506;30298;30107;;16795;16590;16405;16261;16145;16071;;11085;11560;12019;12434;12921;13366;;
3016000;obornicki;59017;59101;59283;59501;59626;59726;;12459;12355;12314;12315;12330;12367;;38183;37961;37738;37497;37210;36936;;24423;24376;24408;24353;24220;24034;;13760;13585;13330;13144;12990;12902;;8375;8785;9231;9689;10086;10423;;
3017000;ostrowski;161068;161216;161403;161435;161574;161763;;30640;30332;30106;29842;29861;30159;;103334;102783;102218;101631;100834;99775;;65027;64861;64426;64176;63599;62787;;38307;37922;37792;37455;37235;36988;;27094;28101;29079;29962;30879;31829;;
3018000;ostrzeszowski;55377;55454;55405;55409;55391;55479;;11404;11197;11018;10876;10785;10745;;35210;35168;34943;34804;34578;34410;;22340;22332;22262;22199;22034;21850;;12870;12836;12681;12605;12544;12560;;8763;9089;9444;9729;10028;10324;;
3019000;pilski;138406;138218;137840;137570;137382;137104;;27173;26830;26311;25955;25711;25588;;89696;88888;88049;87263;86279;85025;;56157;55725;55393;55068;54601;53860;;33539;33163;32656;32195;31678;31165;;21537;22500;23480;24352;25392;26491;;
3020000;pleszewski;63355;63296;63282;63252;63212;63218;;12834;12604;12523;12419;12336;12327;;40416;40237;39937;39655;39333;38980;;25942;25845;25699;25456;25204;24959;;14474;14392;14238;14199;14129;14021;;10105;10455;10822;11178;11543;11911;;
3021000;poznański;344752;352395;358894;366037;373570;381630;;75199;77056;78578;80712;83305;86183;;224057;227280;229524;231694;233695;235789;;147776;150603;152504;154127;155454;156353;;76281;76677;77020;77567;78241;79436;;45496;48059;50792;53631;56570;59658;;
3022000;rawicki;60423;60393;60469;60294;60356;60409;;12486;12383;12313;12118;12093;12175;;38186;37838;37626;37338;37039;36674;;24374;24277;24235;24130;24004;23686;;13812;13561;13391;13208;13035;12988;;9751;10172;10530;10838;11224;11560;;
3023000;słupecki;59754;59651;59698;59591;59617;59576;;11795;11558;11399;11252;11132;11071;;38204;37971;37798;37560;37410;37056;;24269;24220;24144;23982;23855;23549;;13935;13751;13654;13578;13555;13507;;9755;10122;10501;10779;11075;11449;;
3024000;szamotulski;89315;89608;89922;90133;90417;90920;;17973;17980;17959;17971;18108;18367;;57689;57447;57207;56856;56412;56060;;37023;36904;36804;36658;36403;36116;;20666;20543;20403;20198;20009;19944;;13653;14181;14756;15306;15897;16493;;
3025000;średzki;56653;56925;57156;57429;57691;58155;;11415;11439;11412;11478;11591;11779;;36740;36661;36582;36428;36211;36104;;23456;23509;23509;23499;23359;23249;;13284;13152;13073;12929;12852;12855;;8498;8825;9162;9523;9889;10272;;
3026000;śremski;60791;60725;60795;60907;61106;61229;;12513;12332;12294;12311;12336;12424;;39329;39013;38753;38388;38150;37781;;25114;24945;24810;24643;24440;24181;;14215;14068;13943;13745;13710;13600;;8949;9380;9748;10208;10620;11024;;
3027000;turecki;84630;84420;84441;84366;84297;84267;;16865;16619;16438;16277;16155;16134;;53862;53530;53297;53044;52739;52279;;34176;33981;33780;33565;33294;32961;;19686;19549;19517;19479;19445;19318;;13903;14271;14706;15045;15403;15854;;
3028000;wągrowiecki;69775;69837;69887;69900;69960;70212;;14765;14572;14434;14365;14250;14337;;44657;44524;44351;44080;43844;43529;;28393;28401;28394;28217;28111;27961;;16264;16123;15957;15863;15733;15568;;10353;10741;11102;11455;11866;12346;;
3029000;wolsztyński;56693;56780;56979;57012;57270;57289;;12217;12093;11998;11908;11976;11987;;36047;35911;35810;35612;35465;35164;;23373;23348;23300;23116;23021;22737;;12674;12563;12510;12496;12444;12427;;8429;8776;9171;9492;9829;10138;;
3030000;wrzesiński;76453;76481;76829;76956;77073;77361;;15352;15238;15277;15198;15161;15260;;49141;48826;48602;48366;47985;47641;;31295;31154;31101;31013;30774;30520;;17846;17672;17501;17353;17211;17121;;11960;12417;12950;13392;13927;14460;;
3031000;złotowski;70272;70001;69998;69781;69834;69780;;14562;14241;14018;13722;13644;13518;;45489;45135;44867;44545;44194;43758;;28641;28530;28452;28366;28172;27950;;16848;16605;16415;16179;16022;15808;;10221;10625;11113;11514;11996;12504;;
3061000;m.Kalisz;104676;103997;103373;102808;102249;101625;;17895;17648;17431;17272;17064;16931;;64872;63732;62665;61682;60623;59563;;39745;39233;38664;38092;37480;36740;;25127;24499;24001;23590;23143;22823;;21909;22617;23277;23854;24562;25131;;
3062000;m.Konin;77847;77224;76547;75875;75342;74834;;12841;12520;12220;11943;11772;11538;;49626;48643;47665;46679;45706;44860;;30493;29876;29296;28605;28008;27392;;19133;18767;18369;18074;17698;17468;;15380;16061;16662;17253;17864;18436;;
3063000;m.Leszno;64722;64589;64616;64559;64159;64197;;11853;11822;11813;11740;11634;11730;;41387;40692;40184;39613;38822;38288;;25893;25578;25392;25193;24631;24279;;15494;15114;14792;14420;14191;14009;;11482;12075;12619;13206;13703;14179;;
3064000;m.Poznań;550742;548028;545680;542348;540372;538633;;84664;84968;85668;86233;87480;88983;;352652;346120;339667;332702;326530;320471;;228065;225951;223295;219545;215982;212077;;124587;120169;116372;113157;110548;108394;;113426;116940;120345;123413;126362;129179;;
3201000;białogardzki;49184;48899;48679;48448;48254;48041;;9541;9291;9099;8906;8725;8599;;31854;31581;31217;30845;30521;30057;;19805;19706;19580;19378;19214;18935;;12049;11875;11637;11467;11307;11122;;7789;8027;8363;8697;9008;9385;;
3202000;choszczeński;50160;49929;49709;49474;49220;48906;;9505;9254;9082;8936;8812;8703;;32747;32454;32037;31637;31182;30682;;20148;20063;19890;19647;19391;19127;;12599;12391;12147;11990;11791;11555;;7908;8221;8590;8901;9226;9521;;
3203000;drawski;58724;58403;58264;58062;57979;57729;;11282;11020;10928;10720;10562;10443;;38082;37667;37167;36733;36386;35830;;23018;22921;22802;22731;22693;22462;;15064;14746;14365;14002;13693;13368;;9360;9716;10169;10609;11031;11456;;
3204000;goleniowski;82067;82270;82507;82355;82474;82567;;16215;15999;15902;15679;15564;15558;;53509;53290;53043;52502;52069;51500;;33245;33371;33369;33113;32905;32556;;20264;19919;19674;19389;19164;18944;;12343;12981;13562;14174;14841;15509;;
3205000;gryficki;61798;61672;61517;61371;61160;60885;;11936;11696;11403;11246;11055;10912;;40377;40135;39793;39358;38886;38326;;24527;24514;24460;24332;24158;23842;;15850;15621;15333;15026;14728;14484;;9485;9841;10321;10767;11219;11647;;
3206000;gryfiński;84103;83880;83688;83461;83249;82951;;16156;15780;15520;15313;15089;14894;;55286;54882;54311;53646;52905;52126;;33869;33899;33757;33461;33069;32656;;21417;20983;20554;20185;19836;19470;;12661;13218;13857;14502;15255;15931;;
3207000;kamieński;48131;47947;47751;47494;47296;47281;;8301;8120;7967;7746;7702;7661;;31971;31498;30996;30570;29944;29463;;18827;18692;18525;18445;18147;17994;;13144;12806;12471;12125;11797;11469;;7859;8329;8788;9178;9650;10157;;
3208000;kołobrzeski;79633;79624;79567;79516;79450;79596;;14257;14052;13685;13543;13440;13342;;51528;51080;50635;49910;49266;48830;;30815;30593;30571;30299;29991;29752;;20713;20487;20064;19611;19275;19078;;13848;14492;15247;16063;16744;17424;;
3209000;koszaliński;65813;65981;65962;65844;66071;66269;;13151;12732;12503;12189;12160;12078;;43650;43741;43509;43148;42791;42556;;26748;26988;26835;26718;26586;26522;;16902;16753;16674;16430;16205;16034;;9012;9508;9950;10507;11120;11635;;
3210000;myśliborski;67847;67698;67417;67140;67016;66648;;12835;12605;12333;12113;12034;11858;;44115;43765;43304;42720;42158;41367;;26833;26786;26613;26406;26184;25890;;17282;16979;16691;16314;15974;15477;;10897;11328;11780;12307;12824;13423;;
3211000;policki;73333;74483;75386;76247;77201;78333;;15057;15265;15335;15452;15555;15839;;49732;50007;50054;49997;49999;50065;;31182;31419;31598;31689;31670;31586;;18550;18588;18456;18308;18329;18479;;8544;9211;9997;10798;11647;12429;;
3212000;pyrzycki;40658;40532;40488;40211;40055;39873;;7694;7539;7430;7269;7157;7072;;26377;26142;25924;25534;25204;24854;;16257;16189;16071;15858;15707;15443;;10120;9953;9853;9676;9497;9411;;6587;6851;7134;7408;7694;7947;;
3213000;sławieński;57958;57855;57489;57188;57033;56764;;11380;11194;10946;10704;10552;10447;;37384;37124;36618;36241;35823;35230;;22925;22864;22559;22383;22217;21867;;14459;14260;14059;13858;13606;13363;;9194;9537;9925;10243;10658;11087;;
3214000;stargardzki;120921;120726;120593;120422;120235;120091;;22353;21952;21651;21550;21444;21457;;79160;78468;77616;76600;75533;74470;;48580;48465;48255;47805;47374;46736;;30580;30003;29361;28795;28159;27734;;19408;20306;21326;22272;23258;24164;;
3215000;szczecinecki;79356;79104;78858;78578;78430;78232;;15010;14626;14334;13993;13830;13759;;51150;50634;50047;49510;48857;48151;;31148;31009;30731;30544;30208;29870;;20002;19625;19316;18966;18649;18281;;13196;13844;14477;15075;15743;16322;;
3216000;świdwiński;48900;48582;48343;47994;47727;47643;;9064;8842;8623;8465;8367;8303;;31876;31492;31127;30593;30092;29748;;19239;19108;19007;18767;18540;18341;;12637;12384;12120;11826;11552;11407;;7960;8248;8593;8936;9268;9592;;
3217000;wałecki;54843;54597;54348;54207;54013;53738;;10566;10295;10092;9916;9794;9668;;35614;35249;34823;34435;33922;33381;;21805;21732;21563;21485;21263;20937;;13809;13517;13260;12950;12659;12444;;8663;9053;9433;9856;10297;10689;;
3218000;łobeski;38211;37966;37804;37691;37638;37401;;7279;7097;7000;6914;6842;6745;;24640;24352;24010;23755;23440;23083;;14853;14766;14690;14583;14484;14304;;9787;9586;9320;9172;8956;8779;;6292;6517;6794;7022;7356;7573;;
3261000;m.Koszalin;109343;109170;108605;107970;107680;107670;;17023;16966;16966;16995;17004;17185;;69972;68889;67321;65752;64519;63421;;42981;42786;42075;41234;40591;40131;;26991;26103;25246;24518;23928;23290;;22348;23315;24318;25223;26157;27064;;
3262000;m.Szczecin;408913;408172;407180;405657;404878;403883;;63412;63198;63012;63114;63613;64448;;262469;258846;254941;250253;245921;241525;;161778;161005;159739;157557;155527;152869;;100691;97841;95202;92696;90394;88656;;83032;86128;89227;92290;95344;97910;;
3263000;m.Świnoujście;41509;41371;41276;41152;41115;41032;;6216;6080;5944;5856;5848;5858;;26920;26528;26162;25772;25375;24956;;15677;15577;15501;15338;15223;14999;;11243;10951;10661;10434;10152;9957;;8373;8763;9170;9524;9892;10218;;
