teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
142003;gm. Baboszewo;Wójt Gminy Baboszewo;PIETRUSZEWSKI Bogdan Janusz;Komitet wyborczy wyborców;52.634780,20.148856 52.787663,20.395026;52.7112215,20.271941;R2;1;59;wyższe;1879;55.62;-1;Tak;16223;162;8016;49;gw
142003;gm. Baboszewo;Wójt Gminy Baboszewo;SOBECKI Tomasz;Komitet wyborczy wyborców;52.634780,20.148856 52.787663,20.395026;52.7112215,20.271941;R2;2;35;wyższe;1499;44.38;-1;Nie;16223;162;8016;49;gw
142005;gm. Dzierzążnia;Wójt Gminy Dzierzążnia;GOSZCZYŃSKI Franciszek Marek;Komitet wyborczy wyborców;52.533018,20.147552 52.672915,20.318043;52.6029665,20.2327975;R2;1;62;wyższe;663;43.22;-1;Nie;10248;102;3684;36;gw
142005;gm. Dzierzążnia;Wójt Gminy Dzierzążnia;SOBIECKI Adam;Komitet wyborczy wyborców;52.533018,20.147552 52.672915,20.318043;52.6029665,20.2327975;R2;2;45;wyższe;871;56.78;-1;Tak;10248;102;3684;36;gw
142010;gm. Raciąż;Wójt Gminy Raciąż;GISZCZAK Ryszard;PSL;52.668145,19.962745 52.896482,20.264335;52.7823135,20.11354;R2;1;62;wyższe;1432;47.54;-1;Nie;24289;244;8492;35;gw
142010;gm. Raciąż;Wójt Gminy Raciąż;SADOWSKI Zbigniew;Komitet wyborczy wyborców;52.668145,19.962745 52.896482,20.264335;52.7823135,20.11354;R2;2;37;wyższe;1580;52.46;-1;Tak;24289;244;8492;35;gw
142011;gm. Sochocin;Wójt Gminy Sochocin;ROMATOWSKI Andrzej Jan;Komitet wyborczy wyborców;52.610062,20.371128 52.739389,20.614048;52.6747255,20.492588;R2;1;61;wyższe;1240;47.15;-1;Nie;12219;122;5849;48;gw
142011;gm. Sochocin;Wójt Gminy Sochocin;RYZIŃSKI Jerzy Józef;PSL;52.610062,20.371128 52.739389,20.614048;52.6747255,20.492588;R2;2;63;wyższe;1390;52.85;-1;Tak;12219;122;5849;48;gw
142012;gm. Załuski;Wójt Gminy Załuski;KOPROWSKI Kamil;Komitet wyborczy wyborców;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;R2;1;32;wyższe;1365;58.86;-1;Tak;10848;108;5682;52;gw
142012;gm. Załuski;Wójt Gminy Załuski;WITCZAK Tomasz Stanisław;PiS;52.444213,20.433773 52.587924,20.607229;52.5160685,20.520501;R2;2;46;wyższe;954;41.14;-1;Nie;10848;108;5682;52;gw
142101;m. Piastów;Burmistrz Miasta Piastowa;BONAROWSKA Magdalena Jadwiga;PO;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;R2;1;63;Wyższe;2463;31.73;-1;Nie;576;6;22732;3947;gm
142101;m. Piastów;Burmistrz Miasta Piastowa;SZUPLEWSKI Grzegorz Waldemar;Komitet wyborczy wyborców;52.173327,20.825440 52.197814,20.867173;52.1855705,20.8463065;R2;2;57;Wyższe;5300;68.27;-1;Tak;576;6;22732;3947;gm
142102;m. Pruszków;Prezydent Miasta Pruszków;MAKUCH Paweł Stanisław;Komitet wyborczy organizacji i stowarzyszeń;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;R2;1;42;wyższe;10512;51.08;-1;Tak;1919;19;61237;3191;gm
142102;m. Pruszków;Prezydent Miasta Pruszków;STARZYŃSKI Jan;Komitet wyborczy wyborców;52.148071,20.753164 52.195955,20.844862;52.172013,20.799013;R2;2;63;wyższe prawnicze;10066;48.92;-1;Nie;1919;19;61237;3191;gm
142104;gm. Michałowice;Wójt Gminy Michałowice;GRABKA Krzysztof;Komitet wyborczy wyborców;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;R2;1;62;wyższe;4070;48.11;-1;Nie;3473;35;17826;513;gw
142104;gm. Michałowice;Wójt Gminy Michałowice;PACHECKA Małgorzata;Komitet wyborczy wyborców;52.114998,20.760492 52.185858,20.919233;52.150428,20.8398625;R2;2;53;wyższe;4389;51.89;-1;Tak;3473;35;17826;513;gw
142201;m. Przasnysz;Burmistrz Przasnysza;CHROSTOWSKI Łukasz;Komitet wyborczy wyborców;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;R2;1;30;wyższe;4539;64.82;-1;Tak;2516;25;17223;685;gm
142201;m. Przasnysz;Burmistrz Przasnysza;GRABOWSKI Grzegorz;Komitet wyborczy wyborców;52.988588,20.844065 53.048421,20.925972;53.0185045,20.8850185;R2;2;50;wyższe;2463;35.18;-1;Nie;2516;25;17223;685;gm
142204;gm. Jednorożec;Wójt Gminy Jednorożec;IWULSKI Krzysztof Andrzej;Komitet wyborczy wyborców;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;R2;1;44;wyższe;1801;55.53;-1;Tak;23224;233;7190;31;gw
142204;gm. Jednorożec;Wójt Gminy Jednorożec;STANCEL Krzysztof;Komitet wyborczy wyborców;53.059454,20.898734 53.261149,21.214278;53.1603015,21.056506;R2;2;52;średnie;1442;44.47;-1;Nie;23224;233;7190;31;gw
142302;gm. Gielniów;Wójt Gminy Gielniów;CZARNECKI Władysław;Komitet wyborczy wyborców;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;R2;1;63;wyższe;1212;52.95;-1;Tak;7922;79;4655;59;gw
142302;gm. Gielniów;Wójt Gminy Gielniów;NEMS Grzegorz Robert;Komitet wyborczy wyborców;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;R2;2;50;średnie;1077;47.05;-1;Nie;7922;79;4655;59;gw
142307;gm. Rusinów;Wójt Gminy Rusinów;URBAŃCZYK Krzysztof Marian;Komitet wyborczy wyborców;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;R2;1;50;wyższe;724;33.35;-1;Nie;8276;83;4297;52;gw
142307;gm. Rusinów;Wójt Gminy Rusinów;WESOŁOWSKI Marian Andrzej;PSL;51.394021,20.515734 51.492859,20.675895;51.44344,20.5958145;R2;2;59;średnie techniczne;1447;66.65;-1;Tak;8276;83;4297;52;gw
142401;gm. Gzy;Wójt Gminy Gzy;SOBIERAJ Tomasz;PSL;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;R2;1;33;wyższe ekonomiczne;869;49.26;-1;Nie;10446;104;3858;37;gw
142401;gm. Gzy;Wójt Gminy Gzy;WOJCIECHOWSKI Cezary Andrzej;PiS;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;R2;2;57;średnie;895;50.74;-1;Tak;10446;104;3858;37;gw
142402;gm. Obryte;Wójt Gminy Obryte;MROCZKOWSKI Jan;PiS;52.666831,21.109734 52.779769,21.353451;52.7233,21.2315925;R2;1;59;wyższe;1280;44.69;-1;Nie;13976;140;4818;34;gw
142402;gm. Obryte;Wójt Gminy Obryte;MROCZKOWSKI Sebastian;Komitet wyborczy wyborców;52.666831,21.109734 52.779769,21.353451;52.7233,21.2315925;R2;2;34;wyższe;1584;55.31;-1;Tak;13976;140;4818;34;gw
142404;gm. Pułtusk;Burmistrz Miasta Pułtusk;GREGORCZYK Wojciech;PSL;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;R2;1;60;wyższe;5069;53.37;-1;Tak;13413;134;24613;184;gmw
142404;gm. Pułtusk;Burmistrz Miasta Pułtusk;KISIEL Michał;PiS;52.649728,20.977583 52.803773,21.190630;52.7267505,21.0841065;R2;2;50;wyższe;4429;46.63;-1;Nie;13413;134;24613;184;gmw
142501;m. Pionki;Burmistrz Miasta Pionki;KLICH Joanna Ewa;PiS;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;R2;1;56;wyższe;2096;31.86;-1;Nie;1840;18;18618;1012;gm
142501;m. Pionki;Burmistrz Miasta Pionki;KOWALCZYK Robert Tomasz;Komitet wyborczy wyborców;51.439427,21.395436 51.504119,21.499642;51.471773,21.447539;R2;2;54;wyższe;4483;68.14;-1;Tak;1840;18;18618;1012;gm
142503;gm. Iłża;Burmistrz Iłży;BUREK Przemysław Artur;Komitet wyborczy wyborców;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097;R2;1;36;średnie;3151;51.34;-1;Tak;25602;256;14860;58;gmw
142503;gm. Iłża;Burmistrz Iłży;MOSKWA Andrzej;PSL;51.080286,21.091050 51.242843,21.425144;51.1615645,21.258097;R2;2;59;wyższe;2986;48.66;-1;Nie;25602;256;14860;58;gmw
142504;gm. Jastrzębia;Wójt Gminy Jastrzębia;ĆWIERZ Wojciech;Komitet wyborczy wyborców;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;R2;1;42;wyższe administracyjne;2000;53.09;-1;Tak;8976;90;7005;78;gw
142504;gm. Jastrzębia;Wójt Gminy Jastrzębia;ZASADA Elżbieta Janina;PiS;51.437939,21.174554 51.579931,21.329224;51.508935,21.251889;R2;2;55;wyższe;1767;46.91;-1;Nie;8976;90;7005;78;gw
142505;gm. Jedlińsk;Wójt Gminy Jedlińsk;DOBOSZ Robert;PSL;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;R2;1;42;wyższe;1774;33.39;-1;Nie;13872;139;14423;104;gw
142505;gm. Jedlińsk;Wójt Gminy Jedlińsk;DZIEWIERZ Kamil Dominik;PiS;51.434823,20.984260 51.591369,21.236729;51.513096,21.1104945;R2;2;36;wyższe magisterskie;3539;66.61;-1;Tak;13872;139;14423;104;gw
142506;gm. Jedlnia-Letnisko;Wójt Gminy Jedlnia-Letnisko;LEŚNOWOLSKI Piotr Józef;Komitet wyborczy wyborców;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;R2;1;58;wyższe ekonomiczne;3367;55.12;-1;Tak;6558;66;12654;193;gw
142506;gm. Jedlnia-Letnisko;Wójt Gminy Jedlnia-Letnisko;PASEK Renata Justyna;PiS;51.388769,21.201728 51.451529,21.435741;51.420149,21.3187345;R2;2;41;wyższe;2742;44.88;-1;Nie;6558;66;12654;193;gw
142507;gm. Kowala;Wójt Gminy w Kowali;BULSKI Dariusz;Komitet wyborczy wyborców;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;R2;1;48;wyższe;2840;57.10;-1;Tak;7468;75;12093;162;gw
142507;gm. Kowala;Wójt Gminy w Kowali;STANIK Sławomir Władysław;Komitet wyborczy wyborców;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;R2;2;59;wyższe techniczne;2134;42.90;-1;Nie;7468;75;12093;162;gw
142508;gm. Pionki;Wójt Gminy Pionki;WRÓBEL Tomasz Wojciech;PSL;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;R2;1;56;średnie techniczne;1518;44.67;-1;Nie;22973;230;10046;44;gw
142508;gm. Pionki;Wójt Gminy Pionki;ZIÓŁEK Mirosław Zygmunt;Komitet wyborczy wyborców;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;R2;2;63;wyższe;1880;55.33;-1;Tak;22973;230;10046;44;gw
142510;gm. Skaryszew;Burmistrz Miasta i Gminy Skaryszew;PIĄTEK Dariusz;PSL;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;R2;1;47;wyższe;3120;54.37;-1;Tak;17127;171;14634;85;gmw
142510;gm. Skaryszew;Burmistrz Miasta i Gminy Skaryszew;SIENKIEWICZ Mirosław Michał;Komitet wyborczy organizacji i stowarzyszeń;51.229239,21.124826 51.386329,21.366259;51.307784,21.2455425;R2;2;57;wyższe;2618;45.63;-1;Nie;17127;171;14634;85;gmw
142512;gm. Wolanów;Wójt Gminy Wolanów;CIĘŻKOWSKI Marcin;PSL;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;R2;1;40;wyższe;1427;36.42;-1;Nie;8290;83;8848;107;gw
142512;gm. Wolanów;Wójt Gminy Wolanów;MARKOWSKA-BZDUCHA Ewa Iwona;PiS;51.331329,20.838213 51.433797,21.067054;51.382563,20.9526335;R2;2;47;wyższe;2491;63.58;-1;Tak;8290;83;8848;107;gw
142604;gm. Mokobody;Wójt Gminy Mokobody;DMOWSKA-PACZUSKA Dorota Joanna;Komitet wyborczy wyborców;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;R2;1;39;wyższe prawnicze;1236;48.68;-1;Nie;11931;119;5040;42;gw
142604;gm. Mokobody;Wójt Gminy Mokobody;KSIĘŻOPOLSKA Iwona;Komitet wyborczy wyborców;52.189456,22.042275 52.338237,22.217674;52.2638465,22.1299745;R2;2;51;wyższe;1303;51.32;-1;Tak;11931;119;5040;42;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;BRODOWSKI Henryk Marian;Komitet wyborczy wyborców;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R2;1;66;wyższe;3783;57.96;-1;Tak;14135;141;18054;128;gw
142608;gm. Siedlce;Wójt Gminy Siedlce;ORZEŁOWSKI Mariusz;PiS;52.109753,22.138170 52.234207,22.438941;52.17198,22.2885555;R2;2;49;wyższe;2744;42.04;-1;Nie;14135;141;18054;128;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;BUJALSKI Krzysztof Włodzimierz;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R2;1;50;wyższe;1028;50.07;-1;Tak;10054;101;4687;47;gw
142610;gm. Suchożebry;Wójt Gminy Suchożebry;KOMAR Marzena Teresa;Komitet wyborczy wyborców;52.215148,22.197657 52.317455,22.380404;52.2663015,22.2890305;R2;2;46;wyższe;1025;49.93;-1;Nie;10054;101;4687;47;gw
142803;gm. Iłów;Wójt Gminy Iłów;KRAŚNIEWSKI Jan Paweł;Komitet wyborczy wyborców;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R2;1;59;wyższe;1522;51.09;-1;Tak;12907;130;6157;48;gw
142803;gm. Iłów;Wójt Gminy Iłów;KUJAWA Roman Antoni;PSL;52.261551,19.936113 52.419094,20.132316;52.3403225,20.0342145;R2;2;65;wyższe;1457;48.91;-1;Nie;12907;130;6157;48;gw
142806;gm. Rybno;Wójt Gminy Rybno;JAWORSKI Damian;Komitet wyborczy wyborców;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;R2;1;28;Wyższe;1125;59.87;-1;Tak;7275;73;3476;48;gw
142806;gm. Rybno;Wójt Gminy Rybno;KROPIAK Grzegorz;Komitet wyborczy wyborców;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;R2;2;59;Wyższe;754;40.13;-1;Nie;7275;73;3476;48;gw
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;KARAKULA Bogusław Jan;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R2;1;61;wyższe;4313;54.86;-1;Tak;1751;18;18924;1081;gm
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;PASIK Marcin;Komitet wyborczy wyborców;52.388197,22.192143 52.440267,22.275888;52.414232,22.2340155;R2;2;43;wyższe;3549;45.14;-1;Nie;1751;18;18924;1081;gm
142903;gm. Ceranów;Wójt Gminy Ceranów;CZĘŚCIK Ewa Agnieszka;Komitet wyborczy wyborców;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R2;1;42;średnie;693;60.16;-1;Tak;11105;111;2263;20;gw
142903;gm. Ceranów;Wójt Gminy Ceranów;MŁYŃSKI Krzysztof;Komitet wyborczy wyborców;52.586147,22.108114 52.702485,22.349895;52.644316,22.2290045;R2;2;35;wyższe;459;39.84;-1;Nie;11105;111;2263;20;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;KUR Janusz;Komitet wyborczy wyborców;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R2;1;45;wyższe;1585;56.69;-1;Tak;13661;137;6021;44;gw
142908;gm. Sokołów Podlaski;Wójt Gminy Sokołów Podlaski;PODBIELSKI Sławomir Andrzej;PiS;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;R2;2;61;wyższe rolnicze;1211;43.31;-1;Nie;13661;137;6021;44;gw
142909;gm. Sterdyń;Wójt Gminy Sterdyń;KOBYLIŃSKA Marianna Jadwiga;Komitet wyborczy wyborców;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;R2;1;53;wyższe;718;36.92;-1;Nie;12997;130;4023;31;gw
142909;gm. Sterdyń;Wójt Gminy Sterdyń;SIKORSKA Grażyna Agata;PiS;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;R2;2;59;wyższe rolnicze;1227;63.08;-1;Tak;12997;130;4023;31;gw
143003;gm. Mirów;Wójt Gminy Mirów;MINDA Kamil Tomasz;PiS;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R2;1;34;średnie;878;43.75;-1;Nie;5305;53;3885;73;gw
143003;gm. Mirów;Wójt Gminy Mirów;SIWIOREK Artur Wawrzyniec;Komitet wyborczy wyborców;51.144452,20.941321 51.230741,21.075029;51.1875965,21.008175;R2;2;55;średnie;1129;56.25;-1;Tak;5305;53;3885;73;gw
143202;gm. Izabelin;Wójt Gminy Izabelin;ZIELIŃSKA Grażyna;Komitet wyborczy organizacji i stowarzyszeń;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223;R2;1;61;Wyższe;2243;45.26;-1;Nie;6501;65;10592;163;gw
143202;gm. Izabelin;Wójt Gminy Izabelin;ZMARZLAK Dorota;Komitet wyborczy organizacji i stowarzyszeń;52.279575,20.675793 52.350636,20.888667;52.3151055,20.78223;R2;2;44;Wyższe zawodowe;2713;54.74;-1;Tak;6501;65;10592;163;gw
143205;gm. Łomianki;Burmistrz Łomianek;DĄBROWSKI Tomasz Henryk;Komitet wyborczy wyborców;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225;R2;1;53;Wyższe;5875;48.22;-1;Nie;3883;39;26229;675;gmw
143205;gm. Łomianki;Burmistrz Łomianek;ŻEBROWSKA-PIOTRAK Małgorzata Ewa;Komitet wyborczy wyborców;52.313302,20.801813 52.379323,20.925832;52.3463125,20.8638225;R2;2;44;Wyższe;6309;51.78;-1;Tak;3883;39;26229;675;gmw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;SUMKA Sławomir;Komitet wyborczy wyborców;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R2;1;44;wyższe pedagogiczne;4249;52.59;-1;Tak;6342;63;18627;294;gw
143207;gm. Stare Babice;Wójt Gminy Stare Babice;ZAJĄC Marcin Piotr;Komitet wyborczy wyborców;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;R2;2;47;wyższe;3831;47.41;-1;Nie;6342;63;18627;294;gw
143301;m. Węgrów;Burmistrz Miasta Węgrowa;MARCHELA Paweł Arkadiusz;Komitet wyborczy wyborców;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R2;1;45;wyższe;3534;65.99;-1;Tak;3551;36;12765;359;gm
143301;m. Węgrów;Burmistrz Miasta Węgrowa;PACZÓSKA Zofia Elżbieta;PiS;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;R2;2;46;wyższe;1821;34.01;-1;Nie;3551;36;12765;359;gm
143308;gm. Stoczek;Wójt Gminy Stoczek;KŁUSEK Zbigniew Adam;Komitet wyborczy wyborców;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;R2;1;51;średnie;1462;61.53;-1;Tak;14454;145;5008;35;gw
143308;gm. Stoczek;Wójt Gminy Stoczek;WÓJCIK Mieczysław Stanisław;Komitet wyborczy wyborców;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;R2;2;65;wyższe;914;38.47;-1;Nie;14454;145;5008;35;gw
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;KOSTRZEWA Konrad Marcin;Komitet wyborczy wyborców;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R2;1;33;Wyższe;4049;47.20;-1;Nie;1964;20;23120;1177;gm
143401;m. Kobyłka;Burmistrz Miasta Kobyłka;ZBIEĆ Edyta;Komitet wyborczy wyborców;52.313686,21.155377 52.366358,21.242181;52.340022,21.198779;R2;2;47;Wyższe;4530;52.80;-1;Tak;1964;20;23120;1177;gm
143403;m. Ząbki;Burmistrz Miasta Ząbki;KALATA Edyta Teresa;PO;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;R2;1;47;wyższe humanistyczne i ekonomiczne;4254;43.14;-1;Nie;1098;11;35770;3258;gm
143403;m. Ząbki;Burmistrz Miasta Ząbki;ZYŚK Małgorzata Renata;PiS;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;R2;2;53;wyższe;5606;56.86;-1;Tak;1098;11;35770;3258;gm
143404;m. Zielonka;Burmistrz Miasta Zielonka;DUDZIK Grzegorz Piotr;Komitet wyborczy wyborców;52.256176,21.122346 52.326542,21.459358;52.291359,21.290852;R2;1;48;wyższe;2962;39.61;-1;Nie;7948;79;17539;221;gm
143404;m. Zielonka;Burmistrz Miasta Zielonka;IWANDOWSKI Kamil Michał;Komitet wyborczy wyborców;52.256176,21.122346 52.326542,21.459358;52.291359,21.290852;R2;2;30;wyższe;4516;60.39;-1;Tak;7948;79;17539;221;gm
143405;gm. Dąbrówka;Wójt Gminy Dąbrówka;KORZENIEWSKI Radosław;Komitet wyborczy wyborców;52.445350,21.137627 52.533667,21.404755;52.4895085,21.271191;R2;1;30;Wyższe;1926;51.72;-1;Tak;10922;109;8032;74;gw
143405;gm. Dąbrówka;Wójt Gminy Dąbrówka;ZADRÓŻNY Zenon;Komitet wyborczy wyborców;52.445350,21.137627 52.533667,21.404755;52.4895085,21.271191;R2;2;39;Wyższe;1798;48.28;-1;Nie;10922;109;8032;74;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;NIŹNIK Sylwester;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R2;1;56;Średnie;1616;60.91;-1;Tak;10395;104;6195;60;gw
143408;gm. Poświętne;Wójt Gminy Poświętne;ROSŁON Sławomir;Komitet wyborczy wyborców;52.286700,21.299858 52.382752,21.536450;52.334726,21.418154;R2;2;37;Wyższe;1037;39.09;-1;Nie;10395;104;6195;60;gw
143603;gm. Przyłęk;Wójt Gminy Przyłęk;MADEJSKI Mirosław;Komitet wyborczy wyborców;51.262172,21.639918 51.403578,21.860111;51.332875,21.7500145;R2;1;51;wyższe;950;36.08;-1;Nie;13157;131;6242;47;gw
143603;gm. Przyłęk;Wójt Gminy Przyłęk;WOLSZCZAK Eugeniusz Andrzej;PiS;51.262172,21.639918 51.403578,21.860111;51.332875,21.7500145;R2;2;52;wyższe;1683;63.92;-1;Tak;13157;131;6242;47;gw
143605;gm. Zwoleń;Burmistrz Zwolenia;DROBEK Paweł;PiS;51.264311,21.445074 51.425235,21.707045;51.344773,21.5760595;R2;1;42;wyższe;2502;41.00;-1;Nie;16214;162;15271;94;gmw
143605;gm. Zwoleń;Burmistrz Zwolenia;SULIMA Arkadiusz;Komitet wyborczy wyborców;51.264311,21.445074 51.425235,21.707045;51.344773,21.5760595;R2;2;50;wyższe;3600;59.00;-1;Tak;16214;162;15271;94;gmw
143704;gm. Lutocin;Wójt Gminy Lutocin;DOBIESZ Ryszard;PSL;52.932046,19.665264 53.071629,19.874912;53.0018375,19.770088;R2;1;60;wyższe;917;48.31;-1;Nie;12645;126;4362;34;gw
143704;gm. Lutocin;Wójt Gminy Lutocin;KOŁODZIEJSKI Jacek;Komitet wyborczy wyborców;52.932046,19.665264 53.071629,19.874912;53.0018375,19.770088;R2;2;41;wyższe;981;51.69;-1;Tak;12645;126;4362;34;gw
143801;m. Żyrardów;Prezydent Miasta Żyrardowa;CHRZANOWSKI Lucjan Krzysztof;Komitet wyborczy wyborców;52.030472,20.406373 52.080625,20.474776;52.0555485,20.4405745;R2;1;53;wyższe;7943;60.89;-1;Tak;1435;14;40243;2804;gm
143801;m. Żyrardów;Prezydent Miasta Żyrardowa;SPRINGER-KAKIET Ewa Bogumiła;Komitet wyborczy wyborców;52.030472,20.406373 52.080625,20.474776;52.0555485,20.4405745;R2;2;66;wyższe;5101;39.11;-1;Nie;1435;14;40243;2804;gm
146101;m. Ostrołęka;Prezydent Miasta Ostrołęki;KOTOWSKI Janusz Józef;PiS;53.043326,21.535617 53.112374,21.642500;53.07785,21.5890585;R2;1;52;wyższe;8202;35.51;-1;Nie;3346;34;52451;1568;mm
146101;m. Ostrołęka;Prezydent Miasta Ostrołęki;KULIK Łukasz;Komitet wyborczy wyborców;53.043326,21.535617 53.112374,21.642500;53.07785,21.5890585;R2;2;38;wyższe;14898;64.49;-1;Tak;3346;34;52451;1568;mm
146301;m. Radom;Prezydent Miasta Radomia;SKURKIEWICZ Wojciech;PiS;51.348621,21.053287 51.485855,21.259069;51.417238,21.156178;R2;1;48;wyższe;40013;46.17;-1;Nie;11180;112;214566;1919;mm
146301;m. Radom;Prezydent Miasta Radomia;WITKOWSKI Radosław;Komitet wyborczy wyborców;51.348621,21.053287 51.485855,21.259069;51.417238,21.156178;R2;2;44;wyższe;46650;53.83;-1;Tak;11180;112;214566;1919;mm
146401;m. Siedlce;Prezydent Miasta Siedlce;SITNIK Andrzej;Komitet wyborczy organizacji i stowarzyszeń;52.127550,22.220623 52.195947,22.330957;52.1617485,22.27579;R2;1;59;wyższe;17014;56.02;-1;Tak;3186;32;77653;2437;mm
146401;m. Siedlce;Prezydent Miasta Siedlce;TCHÓRZEWSKI Karol;PiS;52.127550,22.220623 52.195947,22.330957;52.1617485,22.27579;R2;2;43;wyższe;13357;43.98;-1;Nie;3186;32;77653;2437;mm
146501;Warszawa;Prezydent m.st. Warszawy;ANTONIK Sławomir Wawrzyniec;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;1;59;wyższe;6457;0.72;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;IKONOWICZ Piotr Igor;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;3;62;wyższe;7271;0.82;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;JAKI Patryk Tomasz;PiS;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;4;33;wyższe;254324;28.53;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;JAKUBIAK Marek;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;5;59;średnie;26660;2.99;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;KORWIN-MIKKE Janusz Ryszard;Komitet wyborczy wyborców;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;6;75;wyższe;11516;1.29;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;KRZEKOTOWSKA Krystyna Anna;Komitet wyborczy organizacji i stowarzyszeń;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;7;76;wyższe;1604;0.18;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;POTOCKI Jan Zbigniew;PP;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;8;63;wyższe;2117;0.24;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;ROZENEK Andrzej Tadeusz;SLD;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;9;49;średnie;13 370;1.50;-1;Nie;51724;517;1764615;3412;mm
146501;Warszawa;Prezydent m.st. Warszawy;STEFANIAK Jakub Łukasz;PSL;52.097850,20.851688 52.368154,21.271151;52.233002,21.0614195;R1;10;37;wyższe;2793;0.31;-1;Nie;51724;517;1764615;3412;mm
