teryt;gmina;urzad;kto;typk;bb;center;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type
020608;gm. Podgórzyn;Wójt Gminy Podgórzyn;BENESZ Bogusław Tadeusz;PSL;50.754736,15.620022 50.873247,15.797607;50.8139915,15.7088145;R1;1;61;wyższe;78;2.19;-1;Nie;8251;83;8294;101;gw
020608;gm. Podgórzyn;Wójt Gminy Podgórzyn;JESIONOWSKI Czesław Henryk;Komitet wyborczy wyborców;50.754736,15.620022 50.873247,15.797607;50.8139915,15.7088145;R1;2;38;wyższe;411;11.52;-1;Nie;8251;83;8294;101;gw
020608;gm. Podgórzyn;Wójt Gminy Podgórzyn;KALATA Mirosław;Komitet wyborczy wyborców;50.754736,15.620022 50.873247,15.797607;50.8139915,15.7088145;R1;3;39;wyższe;2272;63.66;-1;Tak;8251;83;8294;101;gw
020608;gm. Podgórzyn;Wójt Gminy Podgórzyn;PIWOWARSKI Marek Stanisław;Komitet wyborczy wyborców;50.754736,15.620022 50.873247,15.797607;50.8139915,15.7088145;R1;4;53;wyższe;808;22.64;-1;Nie;8251;83;8294;101;gw
020609;gm. Stara Kamienica;Wójt Gminy Stara Kamienica;MAREK Mariusz Krzysztof;Komitet wyborczy wyborców;50.845130,15.439173 50.952907,15.665922;50.8990185,15.5525475;R1;1;41;wyższe;1533;84.42%;283;Tak;11050;111;5267;48;gw
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;BAĆKO Tomasz Marcin;PSL;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;1;33;wyższe;381;4.84;-1;Nie;1804;18;19348;1073;gm
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;BLICHARSKI Adam Wacław;PiS;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;2;46;wyższe;1834;23.31;-1;Nie;1804;18;19348;1073;gm
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;CHODASEWICZ Janusz Witold;Komitet wyborczy wyborców;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;3;59;wyższe;1890;24.02;-1;Druga tura;1804;18;19348;1073;gm
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;JACIUK Mariola;Komitet wyborczy wyborców;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;4;53;wyższe;933;11.86;-1;Nie;1804;18;19348;1073;gm
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;ŚWIĄTEK Krzysztof Józef;Komitet wyborczy wyborców;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;5;67;wyższe;2429;30.87;-1;Druga tura;1804;18;19348;1073;gm
020701;m. Kamienna Góra;Burmistrz Miasta Kamienna Góra;ZIELIŃSKI Artur Waldemar;Komitet wyborczy wyborców;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155;R1;6;55;wyższe;401;5.10;-1;Nie;1804;18;19348;1073;gm
020702;gm. Kamienna Góra;Wójt Gminy Kamienna Góra;STRAUS Patryk Piotr;Komitet wyborczy wyborców;50.669526,15.859248 50.838961,16.179514;50.7542435,16.019381;R1;1;38;wyższe;2916;83.39%;581;Tak;15803;158;9046;57;gw
020703;gm. Lubawka;Burmistrz Miasta Lubawka;KOCEMBA Ewa Aleksandra;PO;50.598623,15.829938 50.761097,16.109568;50.67986,15.969753;R1;1;58;wyższe;2380;47.69;-1;Druga tura;13805;138;11052;80;gmw
020703;gm. Lubawka;Burmistrz Miasta Lubawka;KULON Tomasz Marian;Komitet wyborczy wyborców;50.598623,15.829938 50.761097,16.109568;50.67986,15.969753;R1;2;62;wyższe;1500;30.05;-1;Druga tura;13805;138;11052;80;gmw
020703;gm. Lubawka;Burmistrz Miasta Lubawka;ORZECHOWSKI Jan Józef;Komitet wyborczy wyborców;50.598623,15.829938 50.761097,16.109568;50.67986,15.969753;R1;3;58;zasadnicze zawodowe;1111;22.26;-1;Nie;13805;138;11052;80;gmw
020704;gm. Marciszów;Wójt Gminy Marciszów;CEPIELIK Wiesław Waldemar;PO;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973;R1;1;44;wyższe;1243;57.89;-1;Tak;8157;82;4553;56;gw
020704;gm. Marciszów;Wójt Gminy Marciszów;CIUBA Artur;PiS;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973;R1;2;54;średnie;230;10.71;-1;Nie;8157;82;4553;56;gw
020704;gm. Marciszów;Wójt Gminy Marciszów;ZAWIERUCHA Stefan Adam;Komitet wyborczy wyborców;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973;R1;3;65;wyższe;674;31.39;-1;Nie;8157;82;4553;56;gw
020801;m. Duszniki-Zdrój;Burmistrz Miasta Duszniki-Zdrój;LEWANDOWSKI Piotr Andrzej;Komitet wyborczy wyborców;50.319189,16.351068 50.421533,16.412628;50.370361,16.381848;R1;1;34;średnie;1055;52.23;-1;Tak;2228;22;4728;212;gm
020801;m. Duszniki-Zdrój;Burmistrz Miasta Duszniki-Zdrój;MATUSZEWSKI Wojciech;Komitet wyborczy wyborców;50.319189,16.351068 50.421533,16.412628;50.370361,16.381848;R1;2;38;wyższe;127;6.29;-1;Nie;2228;22;4728;212;gm
020801;m. Duszniki-Zdrój;Burmistrz Miasta Duszniki-Zdrój;ZILBERT Piotr;Komitet wyborczy wyborców;50.319189,16.351068 50.421533,16.412628;50.370361,16.381848;R1;3;48;wyższe;838;41.49;-1;Nie;2228;22;4728;212;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;KAROLCZAK Tomasz Karol;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;1;49;średnie;702;6.26;-1;Nie;2484;25;27193;1095;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;KOWALCZYK Jerzy;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;2;65;wyższe;230;2.05;-1;Nie;2484;25;27193;1095;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;MIKOSA Dariusz Stanisław;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;3;53;wyższe;683;6.09;-1;Nie;2484;25;27193;1095;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;PISZKO Michał Jan;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;4;37;wyższe;7577;67.56;-1;Tak;2484;25;27193;1095;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;SZPYTMA Bogusław Krzysztof;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;5;55;wyższe;1671;14.90;-1;Nie;2484;25;27193;1095;gm
020802;m. Kłodzko;Burmistrz Miasta Kłodzka;URBANOWSKI Henryk Czesław;Komitet wyborczy wyborców;50.400977,16.603974 50.466425,16.694095;50.433701,16.6490345;R1;6;68;wyższe;352;3.14;-1;Nie;2484;25;27193;1095;gm
020803;m. Kudowa-Zdrój;Burmistrz Miasta Kudowa-Zdrój;MAZIARZ Piotr;Komitet wyborczy wyborców;50.406922,16.195576 50.484674,16.342050;50.445798,16.268813;R1;1;52;wyższe;1522;34.97;-1;Nie;3390;34;10018;296;gm
020803;m. Kudowa-Zdrój;Burmistrz Miasta Kudowa-Zdrój;MIDOR-BURAK Marta Anna;Komitet wyborczy wyborców;50.406922,16.195576 50.484674,16.342050;50.445798,16.268813;R1;2;49;wyższe;511;11.74;-1;Nie;3390;34;10018;296;gm
020803;m. Kudowa-Zdrój;Burmistrz Miasta Kudowa-Zdrój;POTOCZNA Aneta Ewa;Komitet wyborczy organizacji i stowarzyszeń;50.406922,16.195576 50.484674,16.342050;50.445798,16.268813;R1;3;45;wyższe;2195;50.44;-1;Tak;3390;34;10018;296;gm
020803;m. Kudowa-Zdrój;Burmistrz Miasta Kudowa-Zdrój;PUNDA Michał;Komitet wyborczy wyborców;50.406922,16.195576 50.484674,16.342050;50.445798,16.268813;R1;4;65;wyższe;124;2.85;-1;Nie;3390;34;10018;296;gm
020804;m. Nowa Ruda;Burmistrz Miasta Nowa Ruda;KILIŃSKI Tomasz Jacek;Komitet wyborczy wyborców;50.523802,16.460259 50.623198,16.579227;50.5735,16.519743;R1;1;47;wyższe;5468;68.43;-1;Tak;3705;37;22455;606;gm
020804;m. Nowa Ruda;Burmistrz Miasta Nowa Ruda;MARKOWSKA Joanna Katarzyna;Komitet wyborczy wyborców;50.523802,16.460259 50.623198,16.579227;50.5735,16.519743;R1;2;35;średnie;749;9.37;-1;Nie;3705;37;22455;606;gm
020804;m. Nowa Ruda;Burmistrz Miasta Nowa Ruda;ZAJĄC Marcin Zdzisław;PiS;50.523802,16.460259 50.623198,16.579227;50.5735,16.519743;R1;3;42;wyższe;1774;22.20;-1;Nie;3705;37;22455;606;gm
020805;m. Polanica-Zdrój;Burmistrz Miasta Polanica-Zdrój;JELLIN Mateusz Krzysztof;Komitet wyborczy wyborców;50.371892,16.467731 50.425907,16.531214;50.3988995,16.4994725;R1;1;36;wyższe;820;28.79;-1;Druga tura;1722;17;6381;371;gm
020805;m. Polanica-Zdrój;Burmistrz Miasta Polanica-Zdrój;KŁONOWSKI Dariusz Antoni;Komitet wyborczy wyborców;50.371892,16.467731 50.425907,16.531214;50.3988995,16.4994725;R1;2;54;wyższe;671;23.56;-1;Druga tura;1722;17;6381;371;gm
020805;m. Polanica-Zdrój;Burmistrz Miasta Polanica-Zdrój;LIPIŃSKI Tomasz;Komitet wyborczy wyborców;50.371892,16.467731 50.425907,16.531214;50.3988995,16.4994725;R1;3;60;wyższe;336;11.80;-1;Nie;1722;17;6381;371;gm
020805;m. Polanica-Zdrój;Burmistrz Miasta Polanica-Zdrój;SZYMANEK Marcin Piotr;PiS;50.371892,16.467731 50.425907,16.531214;50.3988995,16.4994725;R1;4;39;wyższe;563;19.77;-1;Nie;1722;17;6381;371;gm
020805;m. Polanica-Zdrój;Burmistrz Miasta Polanica-Zdrój;TYNIEC Jacek;Komitet wyborczy wyborców;50.371892,16.467731 50.425907,16.531214;50.3988995,16.4994725;R1;5;56;wyższe;458;16.08;-1;Nie;1722;17;6381;371;gm
020806;gm. Bystrzyca Kłodzka;Burmistrz Bystrzycy Kłodzkiej;MAREK Barbara Halina;PP;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;R1;1;70;średnie;223;2.74;-1;Nie;33853;339;19077;56;gmw
020806;gm. Bystrzyca Kłodzka;Burmistrz Bystrzycy Kłodzkiej;SĘGA Krystian;Komitet wyborczy wyborców;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;R1;2;39;wyższe ekonomiczne;3662;45.01;-1;Nie;33853;339;19077;56;gmw
020806;gm. Bystrzyca Kłodzka;Burmistrz Bystrzycy Kłodzkiej;SURMA Renata Lucyna;Komitet wyborczy wyborców;50.194995,16.436487 50.379552,16.837567;50.2872735,16.637027;R1;3;52;wyższe;4251;52.25;-1;Tak;33853;339;19077;56;gmw
020807;gm. Kłodzko;Wójt Gminy Kłodzko;BOGDAŁ Marek Piotr;PiS;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;R1;1;56;wyższe;1499;24.25;-1;Nie;25325;252;17285;68;gw
020807;gm. Kłodzko;Wójt Gminy Kłodzko;KRÓLIKOWSKI Marek Grzegorz;Komitet wyborczy wyborców;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;R1;2;43;wyższe;864;13.98;-1;Nie;25325;252;17285;68;gw
020807;gm. Kłodzko;Wójt Gminy Kłodzko;TUR Zbigniew Józef;Komitet wyborczy wyborców;50.332201,16.521965 50.561829,16.815093;50.447015,16.668529;R1;3;54;wyższe;3818;61.77;-1;Tak;25325;252;17285;68;gw
020808;gm. Lądek-Zdrój;Burmistrz Lądka-Zdroju;KACZMARCZYK Roman;Komitet wyborczy wyborców;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;R1;1;53;wyższe ekonomiczne;1429;41.87;-1;Druga tura;11727;117;8365;71;gmw
020808;gm. Lądek-Zdrój;Burmistrz Lądka-Zdroju;ŁAKUCEWICZ Dorota Barbara;Komitet wyborczy wyborców;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;R1;2;49;wyższe;582;17.05;-1;Nie;11727;117;8365;71;gmw
020808;gm. Lądek-Zdrój;Burmistrz Lądka-Zdroju;ŁUKASIEWICZ Zbigniew Franciszek;PiS;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;R1;3;64;wyższe;276;8.09;-1;Nie;11727;117;8365;71;gmw
020808;gm. Lądek-Zdrój;Burmistrz Lądka-Zdroju;SZKUDLAREK Kazimierz Rafał;Komitet wyborczy wyborców;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;R1;4;47;wyższe;1047;30.68;-1;Druga tura;11727;117;8365;71;gmw
020808;gm. Lądek-Zdrój;Burmistrz Lądka-Zdroju;WĘDZIŃSKI Dariusz Sebastian;Komitet wyborczy wyborców;50.289286,16.744505 50.409175,16.939320;50.3492305,16.8419125;R1;5;46;wyższe;79;2.31;-1;Nie;11727;117;8365;71;gmw
020809;gm. Lewin Kłodzki;Wójt Gminy Lewin Kłodzki;KLIMEK-SZYMANOWICZ Joanna Barbara;Komitet wyborczy wyborców;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;R1;1;32;wyższe;524;61.07;-1;Tak;5214;52;1940;37;gw
020809;gm. Lewin Kłodzki;Wójt Gminy Lewin Kłodzki;WIEJKUT Tadeusz Antoni;Komitet wyborczy wyborców;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;R1;2;56;średnie;166;19.35;-1;Nie;5214;52;1940;37;gw
020809;gm. Lewin Kłodzki;Wójt Gminy Lewin Kłodzki;WYPART Grzegorz Aleksander;Komitet wyborczy wyborców;50.367444,16.237095 50.462412,16.369132;50.414928,16.3031135;R1;3;30;wyższe;168;19.58;-1;Nie;5214;52;1940;37;gw
020810;gm. Międzylesie;Burmistrz Miasta i Gminy Międzylesie;CZECH Łukasz;Komitet wyborczy wyborców;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;R1;1;33;wyższe;727;23.05;-1;Nie;18875;189;7241;38;gmw
020810;gm. Międzylesie;Burmistrz Miasta i Gminy Międzylesie;GLIŃSKI Marek Oktawian;Komitet wyborczy wyborców;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;R1;2;44;wyższe;137;4.34;-1;Nie;18875;189;7241;38;gmw
020810;gm. Międzylesie;Burmistrz Miasta i Gminy Międzylesie;KORCZAK Tomasz;Komitet wyborczy wyborców;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;R1;3;56;wyższe;1629;51.65;-1;Tak;18875;189;7241;38;gmw
020810;gm. Międzylesie;Burmistrz Miasta i Gminy Międzylesie;RUSINEK Krzysztof Bronisław;PiS;50.096583,16.554391 50.245533,16.836086;50.171058,16.6952385;R1;4;43;wyższe;661;20.96;-1;Nie;18875;189;7241;38;gmw
020811;gm. Nowa Ruda;Wójt Gminy Nowa Ruda;KOŁODZIEJ Wojciech Marcin;Komitet wyborczy wyborców;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;R1;1;43;Wyższe;1618;33.27;-1;Druga tura;13967;140;11755;84;gw
020811;gm. Nowa Ruda;Wójt Gminy Nowa Ruda;MIERZEJEWSKA Adrianna;Komitet wyborczy wyborców;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;R1;2;47;Wyższe;2148;44.17;-1;Druga tura;13967;140;11755;84;gw
020811;gm. Nowa Ruda;Wójt Gminy Nowa Ruda;SOŁEK-MUZYKA Bożena Joanna;Komitet wyborczy wyborców;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;R1;3;43;Wyższe;1097;22.56;-1;Nie;13967;140;11755;84;gw
020812;gm. Radków;Burmistrz Miasta i Gminy Radków;BEDNARCZYK Jan Karol;Komitet wyborczy wyborców;50.446646,16.294716 50.579570,16.567113;50.513108,16.4309145;R1;1;68;średnie;2606;83.50%;515;Tak;13995;140;9089;65;gmw
020813;gm. Stronie Śląskie;Burmistrz Stronia Śląskiego;CHROMIEC Dariusz Janusz;Komitet wyborczy wyborców;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;R1;1;50;wyższe;1765;54.97;-1;Tak;14608;146;7568;52;gmw
020813;gm. Stronie Śląskie;Burmistrz Stronia Śląskiego;FOREMNIK Irena;Komitet wyborczy wyborców;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;R1;2;50;wyższe;206;6.42;-1;Nie;14608;146;7568;52;gmw
020813;gm. Stronie Śląskie;Burmistrz Stronia Śląskiego;GÓRNIAK Maria;PiS;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;R1;3;66;wyższe medyczne;144;4.48;-1;Nie;14608;146;7568;52;gmw
020813;gm. Stronie Śląskie;Burmistrz Stronia Śląskiego;WĘGRZYN Miłosz Kacper;Komitet wyborczy wyborców;50.196963,16.802995 50.324377,17.028314;50.26067,16.9156545;R1;4;30;wyższe;1096;34.13;-1;Nie;14608;146;7568;52;gmw
020814;gm. Szczytna;Burmistrz Szczytnej;KRÓL Jerzy Mieczysław;Komitet wyborczy wyborców;50.317940,16.320121 50.480534,16.540689;50.399237,16.430405;R1;1;55;wyższe;1939;76.25%;604;Tak;13237;132;7370;56;gmw
020901;m. Chojnów;Burmistrz Miasta Chojnowa;SERKIES Jan;Komitet wyborczy wyborców;51.260537,15.910960 51.283891,15.960494;51.272214,15.935727;R1;1;59;wyższe;3517;79.21%;923;Tak;532;5;13573;2551;gm
020902;gm. Chojnów;Wójt Gminy Chojnów;PYRZ Andrzej;Komitet wyborczy wyborców;51.204087,15.742374 51.383626,16.073457;51.2938565,15.9079155;R1;1;42;wyższe;2981;79.03%;791;Tak;23092;230;9565;41;gw
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;HUBACZEK Paweł Edward;Komitet wyborczy wyborców;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;R1;1;39;wyższe;260;17.13;-1;Nie;6750;68;3319;49;gw
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;JAREMA Dariusz;Komitet wyborczy wyborców;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;R1;2;52;średnie;313;20.62;-1;Druga tura;6750;68;3319;49;gw
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;KĄDZIOŁKA Zbigniew;PSL;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;R1;3;67;średnie;271;17.85;-1;Nie;6750;68;3319;49;gw
020903;gm. Krotoszyce;Wójt Gminy Krotoszyce;WOŹNIAK Wojciech Andrzej;Komitet wyborczy wyborców;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;R1;4;45;wyższe;674;44.40;-1;Druga tura;6750;68;3319;49;gw
020904;gm. Kunice;Wójt Gminy Kunice;KUĆKO Katarzyna;Komitet wyborczy wyborców;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;R1;1;37;wyższe;455;13.64;-1;Nie;9266;93;6750;73;gw
020904;gm. Kunice;Wójt Gminy Kunice;MAZUR Łukasz;PO;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;R1;2;34;wyższe techniczne;256;7.67;-1;Nie;9266;93;6750;73;gw
020904;gm. Kunice;Wójt Gminy Kunice;MIKULICZ Maciej Krzysztof;Komitet wyborczy wyborców;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;R1;3;36;wyższe ekonomiczne;1299;38.93;-1;Druga tura;9266;93;6750;73;gw
020904;gm. Kunice;Wójt Gminy Kunice;TERSA Zdzisław Andrzej;Komitet wyborczy wyborców;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;R1;4;61;wyższe;1327;39.77;-1;Druga tura;9266;93;6750;73;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;BABUŚKA Henryk;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;1;59;średnie;759;30.10;-1;Druga tura;8524;85;5252;62;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;BUCKI Antoni;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;2;68;średnie;45;1.78;-1;Nie;8524;85;5252;62;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;HRECZANY Waldemar Ryszard;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;3;48;wyższe;153;6.07;-1;Nie;8524;85;5252;62;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;JOŃCZYK Mariusz Paweł;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;4;43;wyższe;404;16.02;-1;Nie;8524;85;5252;62;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;PLEZIA Rafał Tadeusz;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;5;41;wyższe;623;24.70;-1;Druga tura;8524;85;5252;62;gw
020905;gm. Legnickie Pole;Wójt Gminy Legnickie Pole;ROMAN-CWYNAR Katarzyna;Komitet wyborczy wyborców;51.098913,16.152033 51.196284,16.328333;51.1475985,16.240183;R1;6;44;wyższe;538;21.33;-1;Nie;8524;85;5252;62;gw
020906;gm. Miłkowice;Wójt Gminy Miłkowice;MATYSZCZAK Tadeusz Marian;Komitet wyborczy wyborców;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;R1;1;60;wyższe;225;7.35;-1;Nie;8663;87;6629;77;gw
020906;gm. Miłkowice;Wójt Gminy Miłkowice;SKOCZEK Sławomir;PiS;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;R1;2;60;średnie;664;21.68;-1;Nie;8663;87;6629;77;gw
020906;gm. Miłkowice;Wójt Gminy Miłkowice;STACHURA Dawid Artur;Komitet wyborczy wyborców;51.200911,16.009197 51.302627,16.197249;51.251769,16.103223;R1;3;35;wyższe;2174;70.98;-1;Tak;8663;87;6629;77;gw
020907;gm. Prochowice;Burmistrz Miasta i Gminy Prochowice;SIELICKA Alicja Elżbieta;Komitet wyborczy wyborców;51.207658,16.303543 51.332436,16.472971;51.270047,16.388257;R1;1;58;wyższe;2142;76.12%;672;Tak;10251;103;7507;73;gmw
020908;gm. Ruja;Wójt Gminy Ruja;CHRUŚCIEL Robert;Komitet wyborczy wyborców;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;R1;1;45;wyższe;544;47.43;-1;Nie;7330;73;2638;36;gw
020908;gm. Ruja;Wójt Gminy Ruja;GREGORCZUK Paweł Czesław;Komitet wyborczy wyborców;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;R1;2;34;wyższe;603;52.57;-1;Tak;7330;73;2638;36;gw
021001;m. Lubań;Burmistrz Miasta Lubań;CHOJNACKI Witold;Komitet wyborczy wyborców;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;R1;1;51;wyższe;2956;35.89;-1;Nie;1612;16;21318;1322;gm
021001;m. Lubań;Burmistrz Miasta Lubań;SŁOWIŃSKI Arkadiusz Andrzej;Komitet wyborczy wyborców;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;R1;2;49;wyższe;4743;57.59;-1;Tak;1612;16;21318;1322;gm
021001;m. Lubań;Burmistrz Miasta Lubań;WÓJCIK Henryk;Komitet wyborczy wyborców;51.091800,15.245471 51.137582,15.316254;51.114691,15.2808625;R1;3;68;wyższe;537;6.52;-1;Nie;1612;16;21318;1322;gm
021002;m. Świeradów-Zdrój;Burmistrz Miasta Świeradów-Zdrój;MARCINIAK Roland Wojciech;Komitet wyborczy wyborców;50.890612,15.266937 50.943292,15.379567;50.916952,15.323252;R1;1;44;wyższe;1217;76.25%;379;Tak;2072;21;4209;203;gm
021003;gm. Leśna;Burmistrz Leśnej;KUSIBAB Karol;Komitet wyborczy wyborców;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;R1;1;31;wyższe;1205;29.80;-1;Druga tura;10460;105;10162;97;gmw
021003;gm. Leśna;Burmistrz Leśnej;MARCZYŃSKI Stanisław Kazimierz;Komitet wyborczy wyborców;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;R1;2;60;wyższe;218;5.39;-1;Nie;10460;105;10162;97;gmw
021003;gm. Leśna;Burmistrz Leśnej;PIJANOWSKA Gabriela Anna;Komitet wyborczy wyborców;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;R1;3;44;wyższe;1033;25.54;-1;Nie;10460;105;10162;97;gmw
021003;gm. Leśna;Burmistrz Leśnej;SURMACZ Szymon Marcin;Komitet wyborczy wyborców;50.929474,15.171552 51.070529,15.392460;51.0000015,15.282006;R1;4;44;wyższe;1588;39.27;-1;Druga tura;10460;105;10162;97;gmw
021004;gm. Lubań;Wójt Gminy Lubań;HERCUŃ Zbigniew;Komitet wyborczy wyborców;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;R1;1;68;średnie;986;37.95;-1;Druga tura;14234;141;6607;46;gw
021004;gm. Lubań;Wójt Gminy Lubań;USYK Aneta;Komitet wyborczy wyborców;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;R1;2;40;wyższe;933;35.91;-1;Druga tura;14234;141;6607;46;gw
021004;gm. Lubań;Wójt Gminy Lubań;ZJAWIN Zbigniew Józef;Komitet wyborczy wyborców;51.065162,15.180998 51.199509,15.436373;51.1323355,15.3086855;R1;3;49;wyższe;679;26.14;-1;Nie;14234;141;6607;46;gw
021005;gm. Olszyna;Burmistrz Olszyny;LEŚKO Leszek Włodzimierz;Komitet wyborczy wyborców;51.017904,15.300778 51.101213,15.417518;51.0595585,15.359148;R1;1;67;wyższe;1676;77.99%;473;Tak;4712;47;6524;138;gmw
021006;gm. Platerówka;Wójt Gminy Platerówka;HALICKI Krzysztof Adam;Komitet wyborczy wyborców;51.018519,15.121106 51.101860,15.265266;51.0601895,15.193186;R1;1;53;wyższe;417;51.23;-1;Tak;4790;48;1631;34;gw
021006;gm. Platerówka;Wójt Gminy Platerówka;ŚLUSARCZYK Mirosława;Komitet wyborczy wyborców;51.018519,15.121106 51.101860,15.265266;51.0601895,15.193186;R1;2;55;wyższe;397;48.77;-1;Nie;4790;48;1631;34;gw
021007;gm. Siekierczyn;Wójt Gminy Siekierczyn;FURDYKOŃ Dariusz Grzegorz;Komitet wyborczy wyborców;51.080913,15.118636 51.166891,15.261077;51.123902,15.1898565;R1;1;41;wyższe;1546;79.20;-1;Tak;4950;50;4540;92;gw
021007;gm. Siekierczyn;Wójt Gminy Siekierczyn;TRĘDEWICZ Zdzisław;Komitet wyborczy wyborców;51.080913,15.118636 51.166891,15.261077;51.123902,15.1898565;R1;2;54;wyższe;406;20.80;-1;Nie;4950;50;4540;92;gw
021101;m. Lubin;Prezydent Miasta Lubina;KLINGER Arkadiusz Zygmunt;Komitet wyborczy wyborców;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;R1;1;47;wyższe;444;1.49;-1;Nie;4077;41;72892;1788;gm
021101;m. Lubin;Prezydent Miasta Lubina;KUBICA-RADEK Agnieszka Bogusława;Komitet wyborczy organizacji i stowarzyszeń;51.358967,16.129634 51.439867,16.258249;51.399417,16.1939415;R1;2;43;wyższe;1504;5.04;-1;Nie;4077;41;72892;1788;gm
