woj;okr;komitet;nr;kandydat;wiek;skad;oswidczenie;uwagi
02;o4;PO-N;1;POKÓJ Jerzy Jan;63;Ścięgny;;
02;o4;PO-N;2;MICHALSKI Jan;55;Zgorzelec;;
02;o4;PO-N;3;GRZEŚKÓW Alicja Teresa;62;Kotliska;;
02;o4;PO-N;4;MAGRYŚ Urszula;59;Bolesławiec;;
02;o4;PO-N;5;MISAN Henryka;59;Kamienna Góra;;
02;o4;PO-N;6;RÓG Anna Małgorzata;43;Jelenia Góra;;
02;o4;PO-N;7;ZAWISZA Jolanta Danuta;58;Lubań;;
02;o4;PO-N;8;ZAWIŁA Marcin Edward;60;Jelenia Góra;;
02;o4;SLD-LR;1;KUSIAK Józef;67;Jelenia Góra;;
02;o4;SLD-LR;2;ZBIEG Grażyna Stanisława;63;Bolesławiec;;
02;o4;SLD-LR;3;TYC Andrzej Jan;72;Zgorzelec;;
02;o4;SLD-LR;4;MIRECKI Zdzisław;67;Bolesławiec;;
02;o4;SLD-LR;5;CISZEK Sylwia Małgorzata;41;Kowary;;
02;o4;SLD-LR;6;DUDZIK Jolanta;60;Gryfów Śląski;;
02;o4;SLD-LR;7;KUBIENIEC Henryk Józef;68;Kamienna Góra;;
02;o4;SLD-LR;8;ADAMCZUK Andrzej Lucjan;50;Siekierczyn;;
02;o4;RAZEM;1;MAŚLAK Robert;52;Wrocław;;
02;o4;RAZEM;2;HAŁKA Kalina Marianna;33;Jelenia Góra;;
02;o4;RAZEM;3;GRYĆ Paweł;34;Jelenia Góra;;
02;o4;RAZEM;4;HERNIK Anna Maria;40;Stankowice;;
02;o4;RAZEM;5;KOŚLACZ Paweł;30;Wrocław;;
02;o4;RAZEM;6;IWASZKIEWICZ Justyna Maria;31;Wrocław;;
02;o4;RAZEM;7;JANKOWIAK Jakub Szymon;19;Jelenia Góra;;
02;o4;RAZEM;8;JURECKA Berenika Sara;33;Wrocław;;
02;o4;RN;1;WINNICKI Robert Artur;33;Zgorzelec;;
02;o4;RN;2;URBAN Czesław;66;Nowogrodziec;;
02;o4;RN;3;ŚWIERZOWSKA Małgorzata Agnieszka;31;Dłużec;;
02;o4;RN;4;WYSPIAŃSKA Danuta;46;Nowogrodziec;;
02;o4;RN;5;JANUSZEWSKI Sebastian;37;Zgorzelec;;
02;o4;RN;6;WANDYCZ Sylwia Wanda;65;Kamienna Góra;;
02;o4;K15;1;BECZEK Krzysztof Piotr;48;Pieńsk;;
02;o4;K15;2;DŻOGA Wojciech;45;Bogatynia;;
02;o4;K15;3;JANIEC Jarosław Mariusz;44;Wykroty;;
02;o4;K15;4;KRÓL Iwona Anna;42;Zgorzelec;;
02;o4;K15;5;RZEPCZYŃSKA Halina Maria;59;Lubin;;
02;o4;K15;6;SKOWROŃSKA Beata Katarzyna;43;Łagów;;
02;o4;K15;7;LERCHER Maciej Arkadiusz;44;Jelenia Góra;;
02;o4;WwS;1;WASYLISZYN Daniel Janusz;40;Mirsk;;
02;o4;WwS;2;STRZELECKI Bogusław Krzysztof;40;Pobiedna;;
02;o4;WwS;3;DOBROWOLSKI Tomasz Piotr;20;Wrocław;;
02;o4;WwS;4;OWCZAREK Konrad Mieczysław;23;Jelenia Góra;;
02;o4;WwS;5;MAKSYMCZUK Katarzyna Monika;42;Siedlęcin;;
02;o4;WwS;6;KACPERSKA Iga;28;Wrocław;;
02;o4;WwS;7;WÓJCIK Marika Ewa;28;Wrocław;;
02;o4;WwS;8;DUBIEL Katarzyna Maria;21;Ratowice;;
02;o4;PiS;1;KREDKOWSKI Andrzej;45;Lwówek Śląski;;
02;o4;PiS;2;LESZCZYK Wojciech Paweł;37;JeleniaGóra;;
02;o4;PiS;3;ZEMBIK Teresa;56;Lubań;;
02;o4;PiS;4;KARBOWSKI Jarosław Józef;54;Warta Bolesławiecka;;
02;o4;PiS;5;TROCZYŃSKA Danuta Anna;47;Uniegoszcz;;
02;o4;PiS;6;SIKORA Andrzej Piotr;43;Krzeszów;;
02;o4;PiS;7;ŻYŁA-MONIK Agata Emilia;27;Zgorzelec;;
02;o4;PiS;8;POTOCKI Jacek Krzysztof;49;Mysłakowice;;
02;o4;BS;1;FRONIK Michał Ryszard;59;Jelenia Góra;;
02;o4;BS;2;SZWED Anna Władysława;54;Jelenia Góra;;
02;o4;BS;3;KAMIŃSKI Sławomir Wacław;39;Kopaczów;;
02;o4;BS;4;MACHAJSKA Anna Monika;35;Jelenia Góra;;
02;o4;BS;5;PLACETY Iwona Stanisława;59;Jelenia Góra;;
02;o4;BS;6;JASIŃSKA-NOWAK Renata;65;Wrocław;;
02;o4;BS;7;JAŁOSZYŃSKI Andrzej;55;Wrocław;;
02;o4;BS;1;WALICZEK Tadeusz Jerzy;61;Jelenia Góra;;
02;o4;BS;2;LECH-GOTTHARDT Elżbieta;53;Zgorzelec;;
02;o4;BS;3;ZATOŃSKA Helena;63;Lubań;;
02;o4;BS;4;BIELAŃCZYK Piotr;46;Szklarska Poręba;;
02;o4;BS;5;JĘDRZEJCZAK Piotr Bogusław;59;Jelenia Góra;;
02;o4;BS;6;BUŁKOWSKI Adam Andrzej;38;Lwówek Śląski;;
02;o4;BS;7;HERTMAN Karolina Agata;33;Bolesławiec;;
02;o4;BS;8;ZIELIŃSKA Joanna;31;Wleń;;
02;o5;BS;1;MYRDA Tymoteusz Dominik;41;Lubin;;
02;o5;BS;2;KIEŁB Jacek;39;Legnica;;
02;o5;BS;3;POZNAŃSKI Piotr;52;Głogów;;
02;o5;BS;4;PROKOPCZAK Emilia;41;Przemków;;
02;o5;BS;5;URBAŃSKI Artur Mieczysław;60;Jawor;;
02;o5;BS;6;KACZMAREK Monika Dorota;42;Złotoryja;;
02;o5;BS;7;SOBIESKA Emilia Janina;33;Legnica;;
02;o5;BS;8;MIDZIAK Piotr Tomasz;43;Lubin;;
02;o5;PSL;1;SAMBORSKI Tadeusz;73;Rogów Legnicki;;
02;o5;PSL;2;GOŁĘBIOWSKA Wanda Józefa;59;Niedaszów;;
02;o5;PSL;3;DZBANUSZEK Józef;66;Legnica;;
02;o5;PSL;4;STANKIEWICZ Cecylia Ewa;64;Chróstnik;;
02;o5;PSL;5;WRONA Maria;63;Cichobórz;;
02;o5;PSL;6;GARBACZEWSKA Danuta Krystyna;41;Lubin;;
02;o5;PSL;7;CIRKO Patrycja Alicja;42;Dalków;;
02;o5;PSL;8;TOFEL Tadeusz;63;Lubin;;
02;o5;ZIELONI;1;SZYMKOWIAK Sebastian Andrzej;42;Legnica;;
02;o5;ZIELONI;2;SMOLAN Marcin;38;Legnica;;
02;o5;ZIELONI;3;TRACZ Elżbieta;67;Bolesławiec;;
02;o5;ZIELONI;4;SMULSKA Karolina;24;Legnica;;
02;o5;ZIELONI;5;BUKOWSKI Cezary Jacek;56;Legnica;;
02;o5;ZIELONI;6;URBAN Klaudia Anna;23;Wałbrzych;;
02;o5;PO-N;1;BORYS Piotr;42;Lubin;;
02;o5;PO-N;2;ZAHORSKI Jacek Zbigniew;53;Głogów;;
02;o5;PO-N;3;SZELĄG Jadwiga;68;Złotoryja;;
02;o5;PO-N;4;FROST Paweł Marcin;49;Legnica;;
02;o5;PO-N;5;BROK Anna;55;Głogów;;
02;o5;PO-N;6;DWOJAK Jarosław Janusz;54;Legnica;;
02;o5;PO-N;7;STRĄCZEK Joanna Dorota;44;Grzymalin;;
02;o5;PO-N;8;DEMBEK Renata Helena;49;Polkowice;;
02;o5;SLD-LR;1;ZBRZYZNY Ryszard;63;Osiek;;
02;o5;SLD-LR;2;DEC-ŻABOKLICKA Urszula Beata;34;Legnica;;
02;o5;SLD-LR;3;SZTANGRET Jerzy Stanisław;63;Ruszowice;;
02;o5;SLD-LR;4;BIAŁEK Joanna Renata;48;Głogów;;
02;o5;SLD-LR;5;WASINKIEWICZ Józef;71;Legnica;;
02;o5;SLD-LR;6;TOMCZAK Stanisław;61;Jawor;;
02;o5;SLD-LR;7;KIDA Elżbieta;71;Głogów;;
02;o5;SLD-LR;8;SERKIES Alfred Józef;60;Biała;;
02;o5;RAZEM;1;BURAKOWSKA Krystyna Anna;55;Legnica;;
02;o5;RAZEM;2;KOHLMAN Piotr Rafał;50;Głogów;;
02;o5;RAZEM;3;MONKOSA Wojciech;32;Legnica;;
02;o5;RAZEM;4;KRÓLEWIECKA-WALA Dominika;32;Legnica;;
02;o5;RAZEM;5;MARKOWSKI Krzysztof;28;Wrocław;;
02;o5;RAZEM;6;WIELCZYK Aleksandra Urszula;27;Wrocław;;
02;o5;RAZEM;7;HYCKOWSKI Kamil;28;Wrocław;;
02;o5;RN;1;PACHURKA Arkadiusz;26;Lubin;;
02;o5;RN;2;HOSZOWSKI Jarosław;47;Legnica;;
02;o5;RN;3;RĄCZYŃSKI Wojciech Aleksander;68;Wrocław;;
02;o5;RN;4;RĄCZYŃSKA Barbara Czesława;56;Wrocław;;
02;o5;RN;5;BOŃCZAK Elżbieta;45;Pątnów Legnicki;;
02;o5;K15;1;KRÓLAK Marcin Stanisław;45;Lubin;;
02;o5;K15;2;CZAJKOWSKI Damian Piotr;42;Siedlce;;
02;o5;K15;3;TYRCZ Władysław Andrzej;64;Jawor;;
02;o5;K15;4;STYŚ Sylwia Marta;36;Lubin;;
02;o5;K15;5;SOŚNICKA Agnieszka;32;Dziesław;;
02;o5;K15;6;WORWĄG-ŻYDOŁOWICZ Iwona Monika;45;Lubin;;
02;o5;K15;7;MURAS Łukasz;40;Polkowice;;
02;o5;WwS;1;MERWIŃSKI Tomasz Łukasz;33;Lubin;;
02;o5;WwS;2;WŁODARCZYK Jakub Cezary;23;Wrocław;;
02;o5;WwS;3;IWASZKIEWICZ Maciej;29;Wrocław;;
02;o5;WwS;4;ŁAMBUCKA Maria Anna;65;Stronie Śląskie;;
02;o5;WwS;5;RZEŹNICZAK Anna Maria;29;Bielawa;;
02;o5;WwS;6;MICHALSKA Joanna Ewa;27;Wrocław;;
02;o5;WwS;7;MEŁECH Jan;29;Świdnica;;
02;o5;WwS;8;POKRYWKA Stanisław;70;Kłodzko;;
02;o5;PiS;1;BACZYŃSKI Jacek Marcin;34;Legnica;;
02;o5;PiS;2;KURA Paweł;39;Lubin;;
02;o5;PiS;3;MOCHOL-KĘDZIORA Alicja;54;Głogów;;
02;o5;PiS;4;KARWAN Piotr Adam;41;Radwanice;;
02;o5;PiS;5;MATERNIAK Franciszek;58;Wądroże Wielkie;;
02;o5;PiS;6;BRZOZOWSKA Kamila Dorota;41;Złotoryja;;
02;o5;PiS;7;WAŃKOWICZ Izabela Katarzyna;46;Legnica;;
02;o5;PiS;8;JURGA Patryk;24;Lipa;;
02;o5;BS;1;JARMUŁOWICZ Lidia Maria;58;Wrocław;;
02;o5;BS;2;RYMKIEWICZ Radosław Konrad;42;Dobrzejów;;
02;o5;BS;3;PLECETY Kamil Karol;40;Jelenia Góra;;
02;o5;BS;4;SZOPIŃSKA Małgorzata;51;Legnica;;
02;o5;BS;5;PYTLEWSKA Katarzyna Sylwia;38;Wrocław;;
02;o5;BS;6;SZOPIŃSKI Sławomir Waldemar;53;Legnica;;
02;o5;BS;7;KRAJEWSKI Jacek;40;Wrocław;;
02;o5;BS;1;KUSZYK Michał;75;Legnica;;
02;o5;BS;2;HABURA Eugeniusz;59;Przemków;;
02;o5;BS;3;GRZELCZAK Martyna;32;Żuchlów;;
02;o5;BS;4;DANIELSKI Jarosław Janusz;51;Legnica;;
02;o5;BS;5;HOFFMAN Renata Izabela;46;Polkowice;;
02;o5;BS;6;STANECKI Adam Łukasz;38;Głógów;;
02;o5;BS;7;SZPAK Regina;69;Lubin;;
02;o5;BS;8;SŁOWIK Jerzy Zbigniew;59;Legnica;;
04;o1;BS;1;LEBIEDZIŃSKI Jacek Waldemar;52;Włocławek;;
04;o1;BS;2;POTOCKI Roman Paweł;63;Bydgoszcz;;
04;o1;BS;3;CHUDZIŃSKA Agnieszka Magdalena;37;Świecie;;
04;o1;BS;4;GRACZYK Maciej Andrzej;35;Świecie;;
04;o1;BS;5;TRZEBUCHOWSKA Tamara;65;Włocławek;;
04;o1;BS;6;KOŁAKOWSKI Cezary;37;Świecie;;
04;o1;BS;7;OSIADACZ Iwona Dorota;31;Świecie;;
04;o1;PSL;1;ANKIEWICZ-JASIŃSKA Ewa Teresa;59;Bydgoszcz;;
04;o1;PSL;2;NIEDBALSKA Ewa Maria;70;Bydgoszcz;;
04;o1;PSL;3;BŁASIK Anna Bernadeta;41;Bydgoszcz;;
04;o1;PSL;4;GRADEK Jolanta;56;Bydgoszcz;;
04;o1;PSL;5;KOKOSZCZYŃSKI Wojciech Waldemar;58;Bydgoszcz;;
04;o1;PSL;6;DRZYCIMSKI Łukasz;36;Bydgoszcz;;
04;o1;PSL;7;SANKOWSKI Paweł Maksymilian;36;Bydgoszcz;;
04;o1;ZIELONI;1;KASZUBOWSKI Daniel Przemysław;28;Bydgoszcz;;
04;o1;ZIELONI;2;DURCZAK Magdalena;37;Bydgoszcz;;
04;o1;ZIELONI;3;KARP Dorota Małgorzata;30;Bydgoszcz;;
04;o1;ZIELONI;4;CHECHŁA Paulina Maria;32;Bydgoszcz;;
04;o1;ZIELONI;5;KASZUBOWSKI Zdzisław Ryszard;54;Bydgoszcz;;
04;o1;PO-N;1;OSTROWSKI Zbigniew Wiktor;63;Bydgoszcz;;
04;o1;PO-N;2;JASIAKIEWICZ Roman Franciszek;67;Bydgoszcz;;
04;o1;PO-N;3;GRZYBOWSKI Michał Wojciech;47;Bydgoszcz;;
04;o1;PO-N;4;STASZAK-KOWALSKA Radosława Maria;60;Białe Błota;;
04;o1;PO-N;5;FALKOWSKA-WIERCZEWSKA Natalia Maria;36;Bydgoszcz;;
04;o1;PO-N;6;WOJCIECHOWSKA-BLACHOWSKA Bogna Małgorzata;59;Bydgoszcz;;
04;o1;PO-N;7;KRUPA Łukasz Marcin;37;Bydgoszcz;;
04;o1;SLD-LR;1;SZOPIŃSKI Jan Józef;61;Bydgoszcz;;
04;o1;SLD-LR;2;KOZŁOWICZ Mirosław Andrzej;43;Bydgoszcz;;
04;o1;SLD-LR;3;DEJA Danuta Halina;62;Bydgoszcz;;
04;o1;SLD-LR;4;LIPIŃSKI Waldemar;60;Bydgoszcz;;
04;o1;SLD-LR;5;BALCER Agnieszka Aleksandra;30;Bydgoszcz;;
04;o1;SLD-LR;6;MILEJ Zbigniew;65;Bydgoszcz;;
04;o1;SLD-LR;7;TYLICKA Małgorzata Teresa;66;Bydgoszcz;;
04;o1;RAZEM;1;KOZŁOWSKA Karolina;31;Bydgoszcz;;
04;o1;RAZEM;2;JANIK Mariusz;46;Nakło nad Notecią;;
04;o1;RAZEM;3;TYCZYŃSKA-HOFFMANN Barbara Maria;64;Bydgoszcz;;
04;o1;RAZEM;4;WAWRZONKOSKI Roman Alojzy;43;Bydgoszcz;;
04;o1;RAZEM;5;BOJKO Beata Barbara;51;Bydgoszcz;;
04;o1;RAZEM;6;WOLNIEWICZ Marcin Paweł;30;Toruń;;
04;o1;RN;1;WOJTECKI Waldemar;46;Bydgoszcz;;
04;o1;RN;2;SMEJA Bogdan Jan;67;Bydgoszcz;;
04;o1;RN;3;FISCHER Jolanta Maria;26;Bydgoszcz;;
04;o1;RN;4;KRÓLIKOWSKA Katarzyna Beata;41;Bydgoszcz;;
04;o1;RN;5;KRÓLIKOWSKI Przemysław;39;Bydgoszcz;;
04;o1;K15;1;KWIATKOWSKI Karol Krzysztof;48;Bydgoszcz;;
04;o1;K15;2;KOWALCZYK Marek Władysław;69;Bydgoszcz;;
04;o1;K15;3;KOTULSKA Barbara;62;Drzewianowo;;
04;o1;K15;4;KUGLARZ Sławomir;39;Sienno;;
04;o1;K15;5;RĘPUSZEWSKA Halina Agnieszka;32;Bydgoszcz;;
04;o1;K15;6;PROCZEK Przemysław Jan;45;Bydgoszcz;;
04;o1;K15;7;SIEWIERSKA Malwina;31;Borówno;;
04;o1;WwS;1;SAJNA Cyprian Kamil;34;Zielonka;;
04;o1;WwS;2;BIRUTA Konrad Kamil;21;Bydgoszcz;;
04;o1;WwS;3;PUCHOWSKI Roman Kazimierz;70;Bydgoszcz;;
04;o1;WwS;4;RUTKOWSKA-SPICERA Dorota Elżbieta;37;Bydgoszcz;;
04;o1;WwS;5;TYRAŃSKA Natalia Marta;30;Bydgoszcz;;
04;o1;WwS;6;FRANKE Monika Paulina;28;Bydgoszcz;;
04;o1;WwS;7;HUZAR Mikołaj Dariusz;24;Łochowo;;
04;o1;PiS;1;KRZEMKOWSKI Michał;46;Bydgoszcz;;
04;o1;PiS;2;JĘDRYKA Anna Marta;48;Bydgoszcz;;
04;o1;PiS;3;WENDERLICH Paulina;37;Bydgoszcz;;
04;o1;PiS;4;PASTUSZEWSKI Bronisław;71;Bydgoszcz;;
04;o1;PiS;5;MISIEWICZ Teresa;56;Bydgoszcz;;
04;o1;PiS;6;SZYMAŃSKA Anna-Maria;49;Bydgoszcz;;
04;o1;PiS;7;DOMBROWICZ Konstanty;71;Bydgoszcz;;
04;o1;BS;1;ZIELIŃSKI Leszek;70;Bydgoszcz;;
04;o1;BS;2;GŁADYKOWSKI Franciszek Kazimierz;83;Bydgoszcz;;
04;o1;BS;3;GÓRNECKI Łukasz Maciej;34;Szynwałd;;
04;o1;BS;4;WICZYŃSKA Ewa Maria;48;Łochowo;;
04;o1;BS;5;MIERZYŃSKA Marta Elżbieta;32;Pokrzydowo;;
04;o2;PSL;1;KŁOPOTEK Agnieszka Maria;49;Kołuda Wielka;;
04;o2;PSL;2;MES Ewa Monika;67;Włóki;;
04;o2;PSL;3;KUCZYŃSKI Sławomir Stanisław;54;Bydgoszcz;;
04;o2;PSL;4;DREWKA Hanna Maria;55;Wętfie;;
04;o2;PSL;5;RÓŻAŃSKI Krzysztof Janusz;49;Koronowo;;
04;o2;PSL;6;PIK Jadwiga Zofia;71;Bysław;;
04;o2;PSL;7;KRUCZYŃSKI Zbigniew Paweł;52;Przysiersk;;
04;o2;PO-N;1;KATULSKI Jarosław Paweł;57;Tuchola;;
04;o2;PO-N;2;POGODA Tadeusz Grzegorz;67;Świecie;;
04;o2;PO-N;3;STELMACH Piotr;36;Osielsko;;
04;o2;PO-N;4;GACA Grzegorz;66;Bydgoszcz;;
04;o2;PO-N;5;PARII-FRYSZKE Justyna Anna;40;Makowiska;;
04;o2;PO-N;6;BUKOWSKA Ewa Marta;64;Sępólno Krajeńskie;;
04;o2;PO-N;7;SZRAMKA Hanna Krystyna;60;Tuchola;;
04;o2;SLD-LR;1;MOLUS Ryszard Edwin;69;Świecie;;
04;o2;SLD-LR;2;JAROSZ Piotr;60;Łosiny;;
04;o2;SLD-LR;3;KLUCZKA Benedykt Jan;62;Sępólno Krajeńskie;;
04;o2;SLD-LR;4;KISIEL Renata Maria;55;Bydgoszcz;;
04;o2;SLD-LR;5;GROBELNA Anna Maria;34;Tuchola;;
04;o2;RAZEM;1;SMOLAGA Aleksandra Justyna;37;Bydgoszcz;;
04;o2;RAZEM;2;BARANIK Stanisław;59;Kęsowo;;
04;o2;RAZEM;3;EJANKOWSKA Anna Marta;28;Małociechowo;;
04;o2;RAZEM;4;HEJNE Leszek Andrzej;50;Bydgoszcz;;
04;o2;RAZEM;5;CHOJNACKA Marta Agata;30;Gruczno;;
04;o2;RAZEM;6;RZADKIEWICZ Damian;28;Toruń;;
04;o2;K15;1;LEWANDOWSKI Marek;59;Sępólno Krajeńskie;;
04;o2;K15;2;FEDDEK Maciej Andrzej;47;Nowy Dwór;;
04;o2;K15;3;BALCEROWICZ Anna Maria;22;Tuszkowo;;
04;o2;K15;4;KURLANDT-OŚWIECIŃSKA Maja Anna;37;Tuchola;;
04;o2;K15;5;GĘZA Dorota Maria;56;Świdwie;;
04;o2;K15;6;HOFFMANN Rafał Jakub;35;Klonowo;;
04;o2;WwS;1;BETHKE Tomasz Jacek;21;Bydgoszcz;;
04;o2;WwS;2;SPINEK Krzysztof Michał;31;Borówno;;
04;o2;WwS;3;TREDER Adrian;28;Łowinek;;
04;o2;WwS;4;TROJAN Alicja Anna;29;Trzebień;;
04;o2;WwS;5;ZAGERT Agnieszka Iwona;25;Czersk Świecki;;
04;o2;WwS;6;WOŹNIAK Teresa Maria;67;Bydgoszcz;;
04;o2;WwS;7;SYPNIEWSKI Wojciech;65;Bydgoszcz;;
04;o2;PiS;1;WITKOWSKI Marek Leon;57;Więcbork;;
04;o2;PiS;2;CHMARZYŃSKI Jacek Antoni;51;Osie;;
04;o2;PiS;3;LITWINOWICZ Marzena Maria;28;Koronowo;;
04;o2;PiS;4;KROPIŃSKI Wacław Antoni;66;Tuchola;;
04;o2;PiS;5;KWIATKOWSKA Elżbieta Maria;66;Świecie;;
04;o2;PiS;6;ŚRUBKOWSKA Żaneta Katarzyna;41;Koronowo;;
04;o2;PiS;7;KACZYŃSKI Leszek Piotr;47;Minikowo;;
04;o2;BS;1;SKUBAKOWSKA Monika;30;Grudziądz;;
04;o2;BS;2;BANASZKIEWICZ Maciej;31;Grudziądz;;
04;o2;BS;3;ZIEMKOWSKA Bożena Maria;44;Grudziądz;;
04;o2;BS;4;RUTKOWSKI Rafał Krzysztof;24;Grudziądz;;
04;o2;BS;5;TALKOWSKA Żaneta Anna;38;Grudziądz;;
04;o2;BS;6;ZAKRZEWSKI Patryk;19;Grudziądz;;
04;o2;BS;1;NARTOWSKA Katarzyna Maria;52;Łasin-Wybudowanie;;
04;o2;BS;2;ZAJĄC Jerzy Andrzej;56;Jankowice;;
04;o2;BS;3;KRASICKI Mariusz Marcin;36;Przesławice;;
04;o2;BS;4;KONIECZNA Anna Krystyna;36;Frydrychowo;;
04;o2;BS;5;STANOWICKA Danuta;55;Łasin-Wybudowanie;;
04;o3;PSL;1;BOBER Ryszard Jakub;62;Jabłonowo-Zamek;;
04;o3;PSL;2;ZGÓRZYŃSKI Paweł;47;Stary Kobrzyniec;;
04;o3;PSL;3;PASTUSZKA Anna;51;Grudziądz;;
04;o3;PSL;4;RACHUBIŃSKA Marzena Ewa;55;Kowalewo Pomorskie;;
04;o3;PSL;5;PIĄTEK Marian Sobiesław;62;Uciąż;;
04;o3;PSL;6;SZATKOWSKA Jadwiga;65;Zielnowo;;
04;o3;PSL;7;OLECH Zbigniew Jerzy;50;Grudziądz;;
04;o3;ZIELONI;1;KOSTRZYŃSKI Marcin Franciszek;48;Brzeziny;;
04;o3;ZIELONI;2;ZIÓŁKOWSKA Grażyna Joanna;48;Kamienny Smug;;
04;o3;ZIELONI;3;SZCZEPAŃSKA Magdalena Justyna;59;Toruń;;
04;o3;ZIELONI;4;WASIELEWSKA-KASZUBOWSKA Julietta;26;Bydgoszcz;;
04;o3;ZIELONI;5;TATAREK Adam;27;Bydgoszcz;;
04;o3;ZIELONI;6;JASTRZĘBSKI Arkadiusz;35;Brodnica;;
04;o3;PO-N;1;HEYKA Kamil Sebastian;32;Grudziądz;;
04;o3;PO-N;2;MALINOWSKI Robert;69;Wałdowo Szlacheckie;;
04;o3;PO-N;3;SAWICKA Anna Katarzyna;49;Brodnica;;
04;o3;PO-N;4;WASILUK Barbara Marianna;62;Golub-Dobrzyń;;
04;o3;PO-N;5;DURSZEWICZ Jarosław Czesław;54;Grudziądz;;
04;o3;PO-N;6;ZACZENIUK-ZAREMBA Beata Stanisława;58;Stary Kobrzyniec;;
04;o3;PO-N;7;CZEPEK Michał Marek;40;Grudziądz;;
04;o3;SLD-LR;1;WENDERLICH Jerzy Jan;64;Toruń;;
04;o3;SLD-LR;2;JAKUBIAK Krzysztof Marek;57;Grudziądz;;
04;o3;SLD-LR;3;ZAWADZKA Henryka;66;Golub-Dobrzyń;;
04;o3;SLD-LR;4;MAŁKIEWICZ Maria Stanisława;61;Szabda;;
04;o3;SLD-LR;5;WOJCIECHOWSKA Bożena;62;Wąbrzeźno;;
04;o3;SLD-LR;6;LEWCZUK Leszek Jerzy;66;Głowińsk;;
04;o3;SLD-LR;7;HAPKA Katarzyna Ewa;44;Wałdowo Szlacheckie;;
04;o3;RAZEM;1;MUSIELAK Michał Ryszard;37;Bydgoszcz;;
04;o3;RAZEM;2;PAŁGAN Katarzyna;31;Bydgoszcz;;
04;o3;RAZEM;3;NOWACKI Piotr Paweł;29;Toruń;;
04;o3;RAZEM;4;ANUSZEWSKA Joanna;37;Rypin;;
04;o3;RAZEM;5;BYTNER Paweł Mateusz;26;Sumin;;
04;o3;RAZEM;6;STELMASZYK Wiesława Renata;59;Grudziądz;;
04;o3;RAZEM;7;ANUSZEWSKI Jarosław;55;Starorypin Rządowy;;
04;o3;K15;1;MATYJASIK Agnieszka Hanna;40;Golub-Dobrzyń;;
04;o3;K15;2;GRZYBOWSKI Marek Jerzy;49;Czystochleb;;
04;o3;K15;3;RYL Dariusz Rafał;41;Grudziądz;;
04;o3;K15;4;GOŁĘBIEWSKI Mariusz;40;Radzyń Chełmiński;;
04;o3;K15;5;MRÓZ Eliza;28;Węgrowo;;
04;o3;K15;6;SOKOŁOWSKA-KRYSIEWICZ Małgorzata;38;Brodnica;;
04;o3;K15;7;GRABOWSKI Paweł Bartłomiej;28;Sadłowo;;
04;o3;WwS;1;BORSUK-DE MOOR Agnieszka Katarzyna;28;Grudziądz;;
04;o3;WwS;2;ZWOLIŃSKI Paweł;24;Golub-Dobrzyń;;
04;o3;WwS;3;ZIÓŁKOWSKI Tomasz Krzysztof;29;Grudziądz;;
04;o3;WwS;4;WALCZUK Tomasz;33;Rypin;;
04;o3;WwS;5;ŁASIŃSKA Aleksandra;21;Grudziądz;;
04;o3;PiS;1;TARANOWICZ Małgorzata Beata;41;Mełno ZZD;;
04;o3;PiS;2;HILDEBRANDT Marek;58;Brodnica;;
04;o3;PiS;3;SZALKOWSKI Andrzej Lech;41;Rypin;;
04;o3;PiS;4;MALINOWSKI Dariusz Ryszard;52;Grzybno;;
04;o3;PiS;5;JANKIEWICZ Paweł Edward;73;Górzno;;
04;o3;PiS;6;KLIMEK Małgorzata Genowefa;60;Wałycz;;
04;o3;PiS;7;RATYŃSKA Marzena Małgorzata;44;Golub-Dobrzyń;;
04;o3;BS;1;DUSZYŃSKI Marek Bolesław;62;Szynwałd;;
04;o3;BS;2;MIERZYŃSKI Mariusz;34;Pokrzydowo;;
04;o3;BS;3;ANIOŁKOWSKI Roman Stanisław;56;Grudziądz;;
04;o3;BS;4;KARTAL Elżbieta Kamila;33;Łasin-Wybudowanie;;
04;o3;BS;5;PREJS Krystyna Teresa;42;Leśniewo;;
04;o3;BS;6;KŁOSOWSKA Katarzyna;31;Lubicz Górny;;
04;o4;PSL;1;GROSS Andrzej Ignacy;64;Brzozówka;;
04;o4;PSL;2;CIESZYŃSKI Paweł;54;Łążynek;;
04;o4;PSL;3;ŁUCZAK Tomasz;38;Toruń;;
04;o4;PSL;4;POCIŻNICKA Małgorzata Bogumiła;62;Toruń;;
04;o4;PSL;5;KUBCZAK-KOSICKA Anna Maria;46;Toruń;;
04;o4;PSL;6;WZOREK Stanisław Jan;64;Zelgno Bezdół;;
04;o4;PSL;7;SMEJA Sabina;62;Ostrów Świecki;;
04;o4;ZIELONI;1;GOŁĘBIEWSKI Jakub Andrzej;37;Toruń;;
04;o4;ZIELONI;2;KORPAL Piotr Jacek;47;Rozgarty;;
04;o4;ZIELONI;3;JANKOWSKI Sylwester Tomasz;49;Toruń;;
04;o4;ZIELONI;4;CHMARZYŃSKA Monika Aleksandra;38;Toruń;;
04;o4;ZIELONI;5;WYPIJ Renata Elżbieta;41;Toruń;;
04;o4;PO-N;1;CAŁBECKI Piotr Franciszek;51;Toruń;;
04;o4;PO-N;2;WARCZYGŁOWA Jacek Waldemar;58;Toruń;;
04;o4;PO-N;3;PLUCIŃSKI Leszek Stanisław;61;Chełmża;;
