teryt;exteryt;bb;center;razem;rok
102103;2;51.833342,19.675740 51.951981,19.873834;51.8926615,19.774787;2;2014
142613;2;52.014160,22.339013 52.174265,22.669148;52.0942125,22.5040805;2;2014
180204;2;49.617859,21.850541 49.719955,22.029055;49.668907,21.939798;2;2014
302005;2;51.759661,17.826906 51.908448,18.042968;51.8340545,17.934937;2;2014
142705;2;52.760781,19.508759 52.903862,19.786800;52.8323215,19.6477795;2;2014
300707;2;51.874973,18.164719 52.045533,18.332005;51.960253,18.248362;2;2014
060203;2;50.465849,22.505641 50.642844,22.840130;50.5543465,22.6728855;2;2014
302404;2;52.629347,16.434884 52.759570,16.650729;52.6944585,16.5428065;2;2014
101609;2;51.419876,19.856217 51.591424,20.165263;51.50565,20.01074;2;2014
141209;3;52.168853,21.739466 52.292737,21.941795;52.230795,21.8406305;2;2014
260705;3;50.915526,21.196209 51.040454,21.420351;50.97799,21.30828;2;2014
020811;2;50.496941,16.377820 50.681102,16.636725;50.5890215,16.5072725;2;2014
302117;2;52.392735,16.553719 52.505762,16.804836;52.4492485,16.6792775;2;2014
061907;2;51.264760,23.448732 51.430848,23.709312;51.347804,23.579022;2;2014
101805;2;51.133954,18.202966 51.214643,18.361714;51.1742985,18.28234;2;2014
241707;2;49.709530,19.241453 49.780108,19.369169;49.744819,19.305311;2;2014
142203;2;52.970659,20.664530 53.105896,20.857110;53.0382775,20.76082;2;2014
160304;2;50.170900,17.911335 50.326106,18.113820;50.248503,18.0125775;2;2014
060315;3;51.045141,23.146214 51.164157,23.399567;51.104649,23.2728905;2;2014
321501;1;53.660341,16.609374 53.745164,16.779856;53.7027525,16.694615;2;2014
100806;2;51.707804,18.998891 51.832794,19.310219;51.770299,19.154555;2;2014
062009;2;50.678991,23.298209 50.808014,23.478822;50.7435025,23.3885155;2;2014
041805;2;52.441144,18.945992 52.553785,19.112086;52.4974645,19.029039;2;2014
142602;2;52.307930,22.509798 52.410534,22.740658;52.359232,22.625228;2;2014
100510;2;52.091233,19.688963 52.241474,19.887900;52.1663535,19.7884315;2;2014
221403;2;53.768966,18.587492 53.888370,18.750260;53.828668,18.668876;2;2014
181109;2;50.325788,21.400177 50.415722,21.640607;50.370755,21.520392;2;2014
260405;3;50.705591,20.655117 50.852441,20.980093;50.779016,20.817605;2;2014
041508;2;52.858144,18.361337 53.039500,18.722577;52.948822,18.541957;2;2014
321601;1;53.740392,15.734287 53.808185,15.860354;53.7742885,15.7973205;2;2014
081101;1;51.517644,14.711243 51.576920,14.801305;51.547282,14.756274;2;2014
143705;2;52.819882,19.927404 52.950065,20.147795;52.8849735,20.0375995;2;2014
141110;2;52.756528,21.048356 52.875867,21.292161;52.8161975,21.1702585;2;2014
280204;2;54.256517,20.050342 54.418610,20.335359;54.3375635,20.1928505;2;2014
281507;3;53.674561,19.700191 53.847562,19.936040;53.7610615,19.8181155;2;2014
281304;3;53.887526,22.323923 54.150651,22.636100;54.0190885,22.4800115;2;2014
181612;2;50.024906,21.778972 50.151437,21.973520;50.0881715,21.876246;2;2014
120509;2;49.432644,21.136078 49.641603,21.421732;49.5371235,21.278905;2;2014
220603;2;53.835272,17.796768 53.997914,18.030666;53.916593,17.913717;2;2014
060204;2;50.352457,22.502628 50.476435,22.735580;50.414446,22.619104;2;2014
101006;2;51.442266,19.570581 51.564883,19.776404;51.5035745,19.6734925;2;2014
300401;3;51.848159,17.109431 51.968922,17.336786;51.9085405,17.2231085;2;2014
302203;3;51.620396,16.863063 51.719714,17.103816;51.670055,16.9834395;2;2014
062005;2;50.607896,23.280145 50.710164,23.433672;50.65903,23.3569085;2;2014
100504;2;51.974455,19.719545 52.085322,19.889867;52.0298885,19.804706;2;2014
060207;3;50.421570,22.948322 50.566017,23.187963;50.4937935,23.0681425;2;2014
102007;2;51.877376,19.120454 52.012487,19.311274;51.9449315,19.215864;2;2014
221501;1;54.586628,18.256743 54.655385,18.412583;54.6210065,18.334663;2;2014
061704;2;50.964647,22.772531 51.088048,22.953423;51.0263475,22.862977;2;2014
040805;2;52.874375,19.009569 52.970852,19.215321;52.9226135,19.112445;2;2014
200208;2;52.849896,22.707689 52.965941,22.940117;52.9079185,22.823903;2;2014
241108;2;50.111342,18.057984 50.197642,18.260029;50.154492,18.1590065;2;2014
180709;2;49.719189,21.618210 49.843793,21.787050;49.781491,21.70263;2;2014
101506;2;51.906557,19.905949 51.995947,20.119856;51.951252,20.0129025;2;2014
120615;2;50.101743,19.721420 50.201584,19.898176;50.1516635,19.809798;2;2014
040503;2;53.031784,18.948783 53.237677,19.253913;53.1347305,19.101348;2;2014
141210;2;51.973573,21.652907 52.084046,21.887857;52.0288095,21.770382;2;2014
061507;2;51.788107,22.352517 51.890208,22.578660;51.8391575,22.4655885;2;2014
321604;2;53.786038,15.773729 53.922565,16.080867;53.8543015,15.927298;2;2014
120108;2;49.777397,20.327758 49.882456,20.426795;49.8299265,20.3772765;2;2014
120612;3;50.185549,19.995095 50.314655,20.178613;50.250102,20.086854;2;2014
140904;2;51.058281,21.311086 51.187609,21.483734;51.122945,21.39741;2;2014
061903;2;51.347802,23.272086 51.498483,23.574996;51.4231425,23.423541;2;2014
040307;2;53.139705,17.668997 53.295682,17.958395;53.2176935,17.813696;2;2014
281003;2;53.764102,21.178266 53.995792,21.490334;53.879947,21.3343;2;2014
240207;2;49.790426,19.099730 49.868042,19.179345;49.829234,19.1395375;2;2014
302902;2;52.065023,15.833296 52.246664,16.107487;52.1558435,15.9703915;2;2014
143604;2;51.292944,21.351596 51.371807,21.543730;51.3323755,21.447663;2;2014
200103;2;53.639620,22.696802 53.842272,22.943238;53.740946,22.82002;2;2014
120301;3;50.012053,19.461849 50.118435,19.628917;50.065244,19.545383;2;2014
101406;2;51.724312,18.402742 51.854383,18.613048;51.7893475,18.507895;2;2014
301708;2;51.399492,17.512299 51.556320,17.800594;51.477906,17.6564465;2;2014
142508;2;51.385018,21.253479 51.558862,21.566598;51.47194,21.4100385;2;2014
121206;2;50.249372,19.671738 50.345693,19.920947;50.2975325,19.7963425;2;2014
300404;2;51.699104,17.040949 51.821505,17.183574;51.7603045,17.1122615;2;2014
181409;2;49.944845,22.467705 50.038001,22.580673;49.991423,22.524189;2;2014
061202;2;50.949343,21.797557 51.095447,22.034903;51.022395,21.91623;2;2014
020903;2;51.099365,16.017364 51.208981,16.168221;51.154173,16.0927925;2;2014
041704;2;53.245345,18.694741 53.387504,18.894141;53.3164245,18.794441;2;2014
281404;2;53.806539,20.329223 53.944758,20.624122;53.8756485,20.4766725;2;2014
101704;2;51.090712,18.422152 51.216352,18.548250;51.153532,18.485201;2;2014
221005;2;54.265778,19.138226 54.366706,19.414998;54.316242,19.276612;2;2014
141102;2;52.844655,21.074861 52.950548,21.314445;52.8976015,21.194653;2;2014
120407;3;50.234568,20.991629 50.354898,21.222636;50.294733,21.1071325;2;2014
201302;3;52.585359,22.409127 52.739549,22.718225;52.662454,22.563676;2;2014
240707;2;50.599573,18.478285 50.736903,18.666074;50.668238,18.5721795;2;2014
180803;2;50.256805,22.405448 50.400165,22.687965;50.328485,22.5467065;2;2014
121504;2;49.571751,19.619409 49.669875,19.811972;49.620813,19.7156905;2;2014
241103;3;49.982371,18.065992 50.074800,18.191714;50.0285855,18.128853;2;2014
061407;2;51.332327,22.211982 51.431235,22.308247;51.381781,22.2601145;2;2014
142807;2;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971;2;2014
100903;2;50.982418,19.016776 51.120526,19.257010;51.051472,19.136893;2;2014
141004;2;52.200100,22.673726 52.383983,22.902603;52.2920415,22.7881645;2;2014
181303;2;49.573073,22.579604 49.728605,22.813370;49.650839,22.696487;2;2014
101608;2;51.552748,20.197378 51.660047,20.424890;51.6063975,20.311134;2;2014
142908;2;52.342487,22.081324 52.510164,22.341241;52.4263255,22.2112825;2;2014
321102;2;53.274435,14.378472 53.428146,14.586356;53.3512905,14.482414;2;2014
143207;2;52.228862,20.691210 52.306090,20.894017;52.267476,20.7926135;2;2014
240412;2;50.680392,19.182179 50.790733,19.372717;50.7355625,19.277448;2;2014
201308;2;52.920510,22.602654 53.100052,22.868300;53.010281,22.735477;2;2014
081005;3;51.471052,15.389567 51.646823,15.600178;51.5589375,15.4948725;2;2014
220306;2;53.715971,17.070488 53.942726,17.382668;53.8293485,17.226578;2;2014
080304;2;52.401186,15.645575 52.567918,15.898168;52.484552,15.7718715;2;2014
301305;2;51.765854,16.372675 51.909117,16.606682;51.8374855,16.4896785;2;2014
121703;2;49.178711,20.006501 49.428411,20.190130;49.303561,20.0983155;2;2014
181307;2;49.834260,22.692454 49.925408,22.915600;49.879834,22.804027;2;2014
022501;1;51.011642,15.019880 51.037367,15.070664;51.0245045,15.045272;2;2014
241105;3;50.154934,18.235204 50.258235,18.503242;50.2065845,18.369223;2;2014
121009;2;49.464765,20.356067 49.621067,20.567958;49.542916,20.4620125;2;2014
300902;2;52.269182,18.589913 52.428355,18.832177;52.3487685,18.711045;2;2014
221602;2;53.805566,19.076154 53.893284,19.332425;53.849425,19.2042895;2;2014
240704;2;50.682107,18.730807 50.797527,18.936295;50.739817,18.833551;2;2014
141204;2;52.053896,21.640634 52.186656,21.810555;52.120276,21.7255945;2;2014
141707;2;51.869736,21.235858 52.001529,21.427164;51.9356325,21.331511;2;2014
261202;2;50.329815,21.086150 50.465275,21.251822;50.397545,21.168986;2;2014
181706;2;49.527453,22.283909 49.649043,22.427904;49.588248,22.3559065;2;2014
121506;3;49.641000,19.571629 49.761389,19.798124;49.7011945,19.6848765;2;2014
061803;2;50.379986,23.482579 50.512825,23.689821;50.4464055,23.5862;2;2014
060706;2;50.787565,22.249243 50.896513,22.420006;50.842039,22.3346245;2;2014
041302;3;53.374367,17.298464 53.524313,17.727540;53.44934,17.513002;2;2014
141308;2;53.022451,20.390508 53.144737,20.596282;53.083594,20.493395;2;2014
260304;2;50.201449,20.593739 50.321459,20.774728;50.261454,20.6842335;2;2014
160403;2;50.796834,18.092351 50.965553,18.360116;50.8811935,18.2262335;2;2014
200901;1;54.095810,23.328519 54.125297,23.367035;54.1105535,23.347777;2;2014
100209;2;52.225915,19.439755 52.304886,19.616033;52.2654005,19.527894;2;2014
300908;2;52.120272,18.456901 52.215580,18.696568;52.167926,18.5767345;2;2014
061006;2;51.299897,22.664810 51.411537,22.840803;51.355717,22.7528065;2;2014
280705;2;53.433303,19.603833 53.617247,19.948071;53.525275,19.775952;2;2014
181207;3;50.421121,22.200007 50.574148,22.407514;50.4976345,22.3037605;2;2014
060909;2;50.932467,22.600351 51.084737,22.813395;51.008602,22.706873;2;2014
121612;2;50.145704,20.679384 50.242753,20.810700;50.1942285,20.745042;2;2014
281803;3;54.157596,22.120329 54.349493,22.531410;54.2535445,22.3258695;2;2014
100703;2;51.335780,19.854626 51.441481,20.096289;51.3886305,19.9754575;2;2014
041802;2;52.438463,19.199404 52.574963,19.395674;52.506713,19.297539;2;2014
061506;2;51.700775,22.475281 51.880450,22.743386;51.7906125,22.6093335;2;2014
300603;2;51.881418,17.559998 51.989811,17.718267;51.9356145,17.6391325;2;2014
120109;2;49.780060,20.381359 49.848836,20.476981;49.814448,20.42917;2;2014
100303;2;51.439931,18.940276 51.582812,19.135035;51.5113715,19.0376555;2;2014
020205;2;50.624973,16.547988 50.826762,16.773273;50.7258675,16.6606305;2;2014
060501;2;50.811830,22.397155 50.915657,22.547762;50.8637435,22.4724585;2;2014
060202;2;50.425267,22.795780 50.509932,22.974656;50.4675995,22.885218;2;2014
180801;1;50.235499,22.371619 50.295678,22.465613;50.2655885,22.418616;2;2014
060107;2;52.131366,23.030030 52.287830,23.181566;52.209598,23.105798;2;2014
020904;2;51.176286,16.184253 51.296386,16.364312;51.236336,16.2742825;2;2014
060104;2;51.812523,22.729843 52.020936,23.067050;51.9167295,22.8984465;2;2014
302115;2;52.465235,16.780104 52.599779,16.970470;52.532507,16.875287;2;2014
040403;2;53.193351,18.362927 53.334108,18.517497;53.2637295,18.440212;2;2014
281502;2;53.378487,19.895941 53.540568,20.230097;53.4595275,20.063019;2;2014
181406;2;50.001467,22.373699 50.116642,22.605665;50.0590545,22.489682;2;2014
100701;2;51.236632,20.185538 51.350812,20.414380;51.293722,20.299959;2;2014
140302;1;51.759354,21.562900 51.811673,21.653747;51.7855135,21.6083235;2;2014
121110;2;49.464163,20.145313 49.573189,20.470079;49.518676,20.307696;2;2014
020908;2;51.125068,16.307258 51.214954,16.467406;51.170011,16.387332;2;2014
060119;2;51.994611,23.284737 52.134211,23.514893;52.064411,23.399815;2;2014
040606;2;53.378247,19.015849 53.501589,19.236643;53.439918,19.126246;2;2014
160702;2;50.515238,17.061310 50.616340,17.244591;50.565789,17.1529505;2;2014
220605;2;54.019291,18.126537 54.132215,18.361261;54.075753,18.243899;2;2014
140502;1;52.089154,20.700211 52.133340,20.793682;52.111247,20.7469465;2;2014
080204;2;51.892204,15.052742 52.065363,15.293292;51.9787835,15.173017;2;2014
100708;2;51.183949,19.992060 51.309703,20.264127;51.246826,20.1280935;2;2014
121502;1;49.698150,19.533586 49.766939,19.621812;49.7325445,19.577699;2;2014
220705;2;53.782724,18.843651 53.916214,19.099957;53.849469,18.971804;2;2014
020607;2;50.792656,15.744178 50.902622,15.927704;50.847639,15.835941;2;2014
201104;3;53.148270,23.632330 53.329673,23.909458;53.2389715,23.770894;2;2014
143704;2;52.932046,19.665264 53.071629,19.874912;53.0018375,19.770088;2;2014
180306;3;49.919123,21.149072 50.031890,21.424252;49.9755065,21.286662;2;2014
100505;2;52.226505,19.736057 52.311263,19.965135;52.268884,19.850596;2;2014
240701;1;50.585909,18.620084 50.700579,18.797230;50.643244,18.708657;2;2014
101403;2;51.449137,18.358481 51.558003,18.549896;51.50357,18.4541885;2;2014
180410;2;49.838557,22.514953 49.982899,22.645995;49.910728,22.580474;2;2014
301705;2;51.479269,17.705358 51.624215,17.952027;51.551742,17.8286925;2;2014
220301;1;53.644029,17.321158 53.685563,17.414815;53.664796,17.3679865;2;2014
020605;2;50.834695,15.833763 50.950241,15.961978;50.892468,15.8978705;2;2014
060914;2;51.234680,22.584211 51.326757,22.784508;51.2807185,22.6843595;2;2014
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623;2;2014
060802;2;51.425913,22.189831 51.517225,22.389677;51.471569,22.289754;2;2014
141915;3;52.379257,20.019758 52.516562,20.251821;52.4479095,20.1357895;2;2014
301707;2;51.523077,17.906579 51.683632,18.188337;51.6033545,18.047458;2;2014
120903;3;49.780865,19.816627 49.931434,20.074157;49.8561495,19.945392;2;2014
302901;2;51.929183,16.107920 52.084089,16.465749;52.006636,16.2868345;2;2014
180302;3;49.828609,21.326614 49.955068,21.523523;49.8918385,21.4250685;2;2014
280103;2;54.114818,20.570589 54.371487,21.030163;54.2431525,20.800376;2;2014
320904;2;54.027169,16.199297 54.181519,16.480911;54.104344,16.340104;2;2014
120707;2;49.633838,20.292394 49.823349,20.591559;49.7285935,20.4419765;2;2014
040806;2;52.725111,18.943315 52.901861,19.326699;52.813486,19.135007;2;2014
040205;3;53.125617,19.539440 53.246601,19.761595;53.186109,19.6505175;2;2014
100103;2;51.398647,19.312743 51.534175,19.490730;51.466411,19.4017365;2;2014
022505;2;50.990142,14.983514 51.133328,15.168249;51.061735,15.0758815;2;2014
100507;2;52.033115,19.758474 52.175694,20.045796;52.1044045,19.902135;2;2014
201309;3;52.768690,22.416296 52.931915,22.701850;52.8503025,22.559073;2;2014
061203;2;51.188405,21.899143 51.300821,22.097560;51.244613,21.9983515;2;2014
142403;2;52.534232,20.967615 52.677955,21.140068;52.6060935,21.0538415;2;2014
041705;2;53.183307,18.761592 53.348188,19.064252;53.2657475,18.912922;2;2014
143403;1;52.273994,21.083569 52.310976,21.141469;52.292485,21.112519;2;2014
101410;2;51.533932,18.500704 51.666269,18.677740;51.6001005,18.589222;2;2014
101206;2;50.974419,19.492389 51.081940,19.723648;51.0281795,19.6080185;2;2014
300706;2;51.791669,18.291126 51.890932,18.481647;51.8413005,18.3863865;2;2014
280904;2;53.982913,20.116641 54.137419,20.375709;54.060166,20.246175;2;2014
303108;2;53.238541,16.865959 53.510279,17.265773;53.37441,17.065866;2;2014
280306;2;53.297321,19.829481 53.438533,20.068776;53.367927,19.9491285;2;2014
040106;2;52.739531,18.613469 52.836468,18.804580;52.7879995,18.7090245;2;2014
120203;3;49.788645,20.575777 49.897850,20.736200;49.8432475,20.6559885;2;2014
280702;1;53.476311,19.710648 53.524704,19.799173;53.5005075,19.7549105;2;2014
060403;2;50.833596,23.876049 51.003347,24.145036;50.9184715,24.0105425;2;2014
300308;2;52.386082,17.584792 52.512777,17.755072;52.4494295,17.669932;2;2014
140801;1;52.384834,20.898604 52.424962,20.980025;52.404898,20.9393145;2;2014
240312;2;49.817084,18.565670 49.910416,18.667602;49.86375,18.616636;2;2014
221107;2;54.610947,18.163495 54.819483,18.475313;54.715215,18.319404;2;2014
080207;2;52.028523,14.789871 52.218880,15.059446;52.1237015,14.9246585;2;2014
241306;2;50.428565,18.982462 50.522545,19.134466;50.475555,19.058464;2;2014
101103;3;51.810812,18.736758 51.963409,19.066391;51.8871105,18.9015745;2;2014
100804;2;51.553419,19.147946 51.684073,19.326754;51.618746,19.23735;2;2014
120602;2;50.053435,20.184929 50.160414,20.353766;50.1069245,20.2693475;2;2014
142010;2;52.668145,19.962745 52.896482,20.264335;52.7823135,20.11354;2;2014
302402;2;52.373753,16.297812 52.518719,16.600481;52.446236,16.4491465;2;2014
300805;2;51.186688,17.738160 51.309654,17.869634;51.248171,17.803897;2;2014
102105;2;51.770489,19.787952 51.895229,19.949799;51.832859,19.8688755;2;2014
280102;1;54.275032,20.472511 54.301984,20.504099;54.288508,20.488305;2;2014
300504;3;52.057930,16.063730 52.253244,16.397295;52.155587,16.2305125;2;2014
060604;2;50.840478,23.018896 50.944490,23.288705;50.892484,23.1538005;2;2014
121404;2;50.231420,20.253028 50.322199,20.362146;50.2768095,20.307587;2;2014
201102;2;53.367004,23.146961 53.535540,23.426272;53.451272,23.2866165;2;2014
022601;1;50.920320,15.874943 50.991546,15.981654;50.955933,15.9282985;2;2014
081003;2;51.642743,15.288391 51.781668,15.519365;51.7122055,15.403878;2;2014
020306;2;51.609656,15.834259 51.730350,16.037285;51.670003,15.935772;2;2014
181702;2;49.561786,21.906744 49.620452,21.996073;49.591119,21.9514085;2;2014
221305;2;53.830168,18.071730 53.961998,18.286271;53.896083,18.1790005;2;2014
181203;2;50.303100,21.966753 50.416155,22.274453;50.3596275,22.120603;2;2014
300708;3;51.685374,18.127923 51.804254,18.322840;51.744814,18.2253815;2;2014
201207;2;54.003621,22.771259 54.184198,23.153647;54.0939095,22.962453;2;2014
022604;3;50.933151,15.721096 51.097504,16.001415;51.0153275,15.8612555;2;2014
120801;2;50.354701,19.835869 50.457202,20.001691;50.4059515,19.91878;2;2014
120510;2;49.400992,20.998721 49.578711,21.347117;49.4898515,21.172919;2;2014
220205;2;53.785712,17.297936 53.940312,17.480989;53.863012,17.3894625;2;2014
302505;2;52.099119,17.091183 52.226479,17.279671;52.162799,17.185427;2;2014
180304;2;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345;2;2014
041405;2;53.441428,18.111080 53.588916,18.292136;53.515172,18.201608;2;2014
081107;2;51.363405,14.784004 51.574792,15.088864;51.4690985,14.936434;2;2014
140601;2;51.755542,20.701418 51.867316,20.926141;51.811429,20.8137795;2;2014
303106;2;53.243561,16.752818 53.408316,16.976840;53.3259385,16.864829;2;2014
142802;2;52.275031,20.216847 52.391198,20.423953;52.3331145,20.3204;2;2014
321503;3;53.747095,16.690702 54.004899,16.982053;53.875997,16.8363775;2;2014
320907;3;54.134594,16.180695 54.334007,16.571337;54.2343005,16.376016;2;2014
143504;2;52.509370,21.117752 52.638739,21.388942;52.5740545,21.253347;2;2014
142906;2;52.313728,22.306054 52.439475,22.564640;52.3766015,22.435347;2;2014
220706;2;53.598919,18.739011 53.708057,18.948209;53.653488,18.84361;2;2014
