teryt;exteryt;bb;center;razem;rok
180402;1;49.931250,22.786919 49.976728,22.872491;49.953989,22.829705;2;2014
081105;2;51.568816,14.911837 51.694978,15.070781;51.631897,14.991309;2;2014
142601;2;52.001473,22.067907 52.085464,22.226831;52.0434685,22.147369;2;2014
060803;2;51.500737,22.393475 51.634008,22.581881;51.5673725,22.487678;2;2014
301011;2;52.093318,18.135157 52.222595,18.313966;52.1579565,18.2245615;2;2014
022107;2;50.771375,16.067670 50.887132,16.282821;50.8292535,16.1752455;2;2014
040209;2;53.080306,19.446170 53.180894,19.711956;53.1306,19.579063;2;2014
220103;2;54.245595,17.420341 54.442596,17.750129;54.3440955,17.585235;2;2014
121005;2;49.539289,20.743398 49.622821,20.919163;49.581055,20.8312805;2;2014
302708;2;51.944176,18.390743 52.072704,18.618018;52.00844,18.5043805;2;2014
020404;3;51.485407,16.586026 51.648567,16.828717;51.566987,16.7073715;2;2014
302406;3;52.449125,16.186035 52.648802,16.441011;52.5489635,16.313523;2;2014
141704;3;51.976265,21.204999 52.092842,21.353218;52.0345535,21.2791085;2;2014
281702;2;53.621702,20.830876 53.791240,21.179847;53.706471,21.0053615;2;2014
100803;2;51.522271,19.275098 51.613136,19.476161;51.5677035,19.3756295;2;2014
142612;2;51.973184,21.867838 52.093181,22.086424;52.0331825,21.977131;2;2014
320702;3;53.767820,14.769857 53.912067,15.096698;53.8399435,14.9332775;2;2014
080503;3;52.370380,14.746988 52.529983,15.044048;52.4501815,14.895518;2;2014
201004;2;52.497476,22.636112 52.696873,22.885032;52.5971745,22.760572;2;2014
061404;3;51.269674,21.890575 51.382033,22.084939;51.3258535,21.987757;2;2014
141403;2;52.285082,20.397586 52.429286,20.632161;52.357184,20.5148735;2;2014
121109;2;49.404331,19.879218 49.560140,20.229888;49.4822355,20.054553;2;2014
160911;2;50.546655,17.949607 50.622347,18.162577;50.584501,18.056092;2;2014
280207;2;54.102360,19.720222 54.251248,19.979061;54.176804,19.8496415;2;2014
160802;3;50.935934,18.291581 51.139194,18.511708;51.037564,18.4016445;2;2014
303004;3;52.063050,17.643329 52.222832,17.833598;52.142941,17.7384635;2;2014
080601;3;52.892594,15.607236 53.123972,15.998250;53.008283,15.802743;2;2014
302002;2;51.921177,17.691452 52.045754,17.871912;51.9834655,17.781682;2;2014
141909;2;52.490384,19.319568 52.611446,19.667399;52.550915,19.4934835;2;2014
101705;2;51.201087,18.677866 51.325252,18.888492;51.2631695,18.783179;2;2014
142909;2;52.522684,22.204199 52.655821,22.449228;52.5892525,22.3267135;2;2014
160906;2;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459;2;2014
281412;2;53.862632,20.106628 54.006611,20.357584;53.9346215,20.232106;2;2014
101706;2;51.284574,18.513348 51.383625,18.757828;51.3340995,18.635588;2;2014
301804;2;51.293083,17.704280 51.443288,17.923945;51.3681855,17.8141125;2;2014
221310;2;53.743938,18.421691 53.866739,18.636697;53.8053385,18.529194;2;2014
101504;2;51.848276,20.318577 51.947933,20.518831;51.8981045,20.418704;2;2014
320805;2;53.873037,15.418028 54.033763,15.645121;53.9534,15.5315745;2;2014
181901;2;49.895512,21.690530 49.972864,21.916420;49.934188,21.803475;2;2014
182003;2;50.472885,21.711457 50.626050,21.990499;50.5494675,21.850978;2;2014
061002;2;51.326903,22.801178 51.435246,23.088171;51.3810745,22.9446745;2;2014
142406;2;52.556272,20.844573 52.715478,21.003618;52.635875,20.9240955;2;2014
260905;2;50.509281,21.410837 50.626039,21.628674;50.56766,21.5197555;2;2014
260909;3;50.767967,21.708982 50.880872,21.869030;50.8244195,21.789006;2;2014
060105;2;52.112826,23.106285 52.283237,23.399157;52.1980315,23.252721;2;2014
041506;2;53.043037,18.474929 53.156142,18.795119;53.0995895,18.635024;2;2014
181302;2;49.732558,22.294739 49.890843,22.470628;49.8117005,22.3826835;2;2014
120617;2;50.100184,19.856741 50.184387,20.031625;50.1422855,19.944183;2;2014
302001;3;51.915735,17.798231 52.037417,17.979965;51.976576,17.889098;2;2014
140603;2;51.834383,20.953974 51.939613,21.206471;51.886998,21.0802225;2;2014
101001;2;51.180163,19.892270 51.358062,20.067431;51.2691125,19.9798505;2;2014
221603;2;53.775107,19.307077 53.948311,19.582075;53.861709,19.444576;2;2014
060307;2;50.942925,23.385719 51.060213,23.615715;51.001569,23.500717;2;2014
022407;3;50.397464,16.755252 50.488812,16.947799;50.443138,16.8515255;2;2014
301014;2;52.408481,18.071544 52.509508,18.272102;52.4589945,18.171823;2;2014
181802;2;50.361518,21.851936 50.528068,22.086581;50.444793,21.9692585;2;2014
200402;2;53.465148,22.322677 53.698960,22.738192;53.582054,22.5304345;2;2014
300105;3;52.995108,16.997165 53.089856,17.298860;53.042482,17.1480125;2;2014
120505;2;49.600601,21.230797 49.717218,21.362689;49.6589095,21.296743;2;2014
280610;2;53.858991,21.886342 54.079103,22.196878;53.969047,22.04161;2;2014
301805;2;51.455327,18.153936 51.547382,18.342896;51.5013545,18.248416;2;2014
200403;2;53.348591,22.284966 53.492893,22.622063;53.420742,22.4535145;2;2014
141604;3;52.659335,21.693032 52.755775,21.968275;52.707555,21.8306535;2;2014
241607;3;50.404521,19.593947 50.556222,19.791918;50.4803715,19.6929325;2;2014
121015;2;49.438635,20.571565 49.512754,20.732426;49.4756945,20.6519955;2;2014
142303;2;51.449463,20.568773 51.583662,20.710591;51.5165625,20.639682;2;2014
080803;2;52.095019,15.291706 52.224295,15.582295;52.159657,15.4370005;2;2014
320605;3;52.679900,14.252710 52.862803,14.637035;52.7713515,14.4448725;2;2014
040809;2;52.687169,19.156029 52.814648,19.357529;52.7509085,19.256779;2;2014
040901;2;52.699374,17.847899 52.842041,18.038703;52.7707075,17.943301;2;2014
160501;3;50.436385,17.944992 50.562256,18.118010;50.4993205,18.031501;2;2014
121802;2;49.912820,19.535711 50.000425,19.733062;49.9566225,19.6343865;2;2014
041606;3;53.546413,17.733516 53.759628,18.055963;53.6530205,17.8947395;2;2014
041811;3;52.340789,19.067351 52.479831,19.297972;52.41031,19.1826615;2;2014
101603;2;51.654536,19.912923 51.728151,20.068038;51.6913435,19.9904805;2;2014
201307;2;52.801785,22.613497 52.945454,22.790194;52.8736195,22.7018455;2;2014
220101;2;54.143383,17.256393 54.269113,17.459568;54.206248,17.3579805;2;2014
041406;3;53.556861,18.560531 53.703985,18.788971;53.630423,18.674751;2;2014
143501;2;52.598368,21.485081 52.728902,21.773024;52.663635,21.6290525;2;2014
020506;2;51.057922,16.255186 51.149512,16.480191;51.103717,16.3676885;2;2014
180203;2;49.626712,22.074270 49.736617,22.330238;49.6816645,22.202254;2;2014
020814;3;50.317940,16.320121 50.480534,16.540689;50.399237,16.430405;2;2014
302003;3;51.791673,17.514029 51.903675,17.739724;51.847674,17.6268765;2;2014
140308;2;51.842281,21.738844 51.945420,21.912850;51.8938505,21.825847;2;2014
160303;2;50.180955,18.150277 50.328910,18.266877;50.2549325,18.208577;2;2014
260501;2;51.060008,19.981770 51.202722,20.166244;51.131365,20.074007;2;2014
182001;3;50.386067,21.482107 50.520816,21.690540;50.4534415,21.5863235;2;2014
101610;2;51.544468,19.822107 51.664441,19.994696;51.6044545,19.9084015;2;2014
060609;2;50.804022,22.874627 50.918559,23.033606;50.8612905,22.9541165;2;2014
301206;3;51.626367,17.222199 51.703554,17.478285;51.6649605,17.350242;2;2014
100905;2;51.157531,18.990279 51.300006,19.145643;51.2287685,19.067961;2;2014
181108;3;50.131294,21.142206 50.256873,21.395341;50.1940835,21.2687735;2;2014
220105;2;53.871127,17.176730 54.083191,17.559143;53.977159,17.3679365;2;2014
040306;2;53.162250,17.930773 53.270666,18.179851;53.216458,18.055312;2;2014
040201;1;53.222122,19.356845 53.293801,19.456109;53.2579615,19.406477;2;2014
021007;2;51.080913,15.118636 51.166891,15.261077;51.123902,15.1898565;2;2014
160805;2;50.887534,18.426865 51.008829,18.629607;50.9481815,18.528236;2;2014
201107;2;53.463147,23.305035 53.615387,23.605747;53.539267,23.455391;2;2014
200904;2;54.169867,23.108707 54.297005,23.359220;54.233436,23.2339635;2;2014
181103;2;50.265230,21.208832 50.376128,21.373195;50.320679,21.2910135;2;2014
141606;2;52.609391,22.208579 52.748292,22.473925;52.6788415,22.341252;2;2014
142105;2;52.000576,20.717768 52.128257,20.875707;52.0644165,20.7967375;2;2014
061812;3;50.565774,23.575576 50.704265,23.774134;50.6350195,23.674855;2;2014
102004;3;51.771218,19.138557 51.884128,19.357273;51.827673,19.247915;2;2014
040707;3;52.754630,17.994964 52.869591,18.208229;52.8121105,18.1015965;2;2014
281506;3;53.902163,19.977308 54.078973,20.207624;53.990568,20.092466;2;2014
142205;2;52.864115,20.773810 52.979321,21.017582;52.921718,20.895696;2;2014
200305;2;52.640842,22.664262 52.858889,23.006648;52.7498655,22.835455;2;2014
040502;2;52.973795,18.811225 53.115902,19.031062;53.0448485,18.9211435;2;2014
143506;2;52.462888,21.305862 52.541625,21.579539;52.5022565,21.4427005;2;2014
040107;2;52.818268,18.754104 52.883336,18.886011;52.850802,18.8200575;2;2014
040206;2;53.172771,19.464255 53.285326,19.693177;53.2290485,19.578716;2;2014
221405;2;53.957757,18.653637 54.045602,18.872258;54.0016795,18.7629475;2;2014
301202;3;51.675088,17.127235 51.791719,17.373217;51.7334035,17.250226;2;2014
022002;3;51.322335,16.768008 51.458039,17.059924;51.390187,16.913966;2;2014
140103;2;51.511536,20.757368 51.612069,20.927846;51.5618025,20.842607;2;2014
060405;2;50.550079,23.745166 50.719412,24.090876;50.6347455,23.918021;2;2014
181708;2;49.488511,21.923752 49.636613,22.097110;49.562562,22.010431;2;2014
320407;3;53.597232,14.381416 53.796681,14.834775;53.6969565,14.6080955;2;2014
142006;2;52.520091,20.495305 52.647782,20.629656;52.5839365,20.5624805;2;2014
121304;3;49.850553,19.157072 49.970421,19.316145;49.910487,19.2366085;2;2014
121705;2;49.227122,19.899179 49.363686,20.109946;49.295404,20.0045625;2;2014
220202;3;53.780996,17.491311 54.031337,17.878381;53.9061665,17.684846;2;2014
260402;3;50.873741,20.816703 51.031814,21.019868;50.9527775,20.9182855;2;2014
321804;3;53.674336,15.222572 53.877697,15.635678;53.7760165,15.429125;2;2014
200211;2;52.942535,22.896507 53.102230,23.121421;53.0223825,23.008964;2;2014
142206;2;53.086593,20.688110 53.234476,20.983582;53.1605345,20.835846;2;2014
280606;2;53.858777,21.664596 54.002729,21.984381;53.930753,21.8244885;2;2014
120703;2;49.620326,20.127137 49.773599,20.291496;49.6969625,20.2093165;2;2014
240805;2;50.081915,18.831003 50.151918,18.955852;50.1169165,18.8934275;2;2014
080702;3;52.447158,15.135117 52.590066,15.310233;52.518612,15.222675;2;2014
220404;2;54.191881,18.469835 54.346535,18.868651;54.269208,18.669243;2;2014
300403;3;51.694004,16.875746 51.836791,17.091849;51.7653975,16.9837975;2;2014
022004;2;51.162788,16.937513 51.287954,17.123357;51.225371,17.030435;2;2014
302103;3;52.269888,16.452903 52.413675,16.629099;52.3417815,16.541001;2;2014
181609;2;50.004954,22.053566 50.094554,22.168165;50.049754,22.1108655;2;2014
221307;2;53.734572,18.071681 53.841743,18.382006;53.7881575,18.2268435;2;2014
301004;3;52.339345,18.025616 52.473345,18.244440;52.406345,18.135028;2;2014
200604;2;53.239369,21.871687 53.372394,22.126193;53.3058815,21.99894;2;2014
300406;3;51.751120,17.158295 51.863853,17.340559;51.8074865,17.249427;2;2014
120705;2;49.534137,20.118685 49.642689,20.385638;49.588413,20.2521615;2;2014
140608;3;51.556399,20.385034 51.697190,20.662848;51.6267945,20.523941;2;2014
302806;2;52.875733,17.405390 52.958205,17.528441;52.916969,17.4669155;2;2014
142407;2;52.553588,21.102680 52.681644,21.305251;52.617616,21.2039655;2;2014
260802;2;50.559089,20.491365 50.670625,20.677268;50.614857,20.5843165;2;2014
102005;2;51.942259,19.524070 52.036976,19.840028;51.9896175,19.682049;2;2014
141213;2;52.002963,21.511785 52.134765,21.710649;52.068864,21.611217;2;2014
120614;3;49.905329,19.912697 49.974028,20.007147;49.9396785,19.959922;2;2014
220110;2;54.038649,17.193138 54.177148,17.398418;54.1078985,17.295778;2;2014
060303;2;51.038388,23.300770 51.263753,23.593423;51.1510705,23.4470965;2;2014
061402;2;51.497534,22.068737 51.584891,22.266743;51.5412125,22.16774;2;2014
143701;3;52.901466,19.817119 53.016013,20.058401;52.9587395,19.93776;2;2014
062003;2;50.584124,23.392543 50.689448,23.604229;50.636786,23.498386;2;2014
101106;2;51.720262,18.760792 51.852753,19.055969;51.7865075,18.9083805;2;2014
121014;2;49.547285,20.471570 49.647184,20.656778;49.5972345,20.564174;2;2014
041903;3;52.672530,17.404394 52.862071,17.621487;52.7673005,17.5129405;2;2014
260601;2;50.726115,21.132756 50.826422,21.362375;50.7762685,21.2475655;2;2014
240311;3;49.840933,18.655687 49.938140,18.802748;49.8895365,18.7292175;2;2014
041303;2;53.274505,17.548757 53.449770,17.770041;53.3621375,17.659399;2;2014
221106;2;54.691595,17.911574 54.834049,18.297176;54.762822,18.104375;2;2014
200601;1;53.366348,21.880391 53.437320,21.991886;53.401834,21.9361385;2;2014
041803;2;52.396751,18.802861 52.520099,18.961070;52.458425,18.8819655;2;2014
060301;1;51.101081,23.203562 51.137335,23.296126;51.119208,23.249844;2;2014
022102;1;50.702649,16.291725 50.745722,16.387390;50.7241855,16.3395575;2;2014
200212;3;53.113663,22.607960 53.277305,22.909109;53.195484,22.7585345;2;2014
060113;2;51.799367,23.036094 51.898512,23.204111;51.8489395,23.1201025;2;2014
021907;2;50.711235,16.332294 50.905245,16.605681;50.80824,16.4689875;2;2014
261208;2;50.536784,20.874064 50.674553,21.095222;50.6056685,20.984643;2;2014
040302;2;53.103558,18.135238 53.245824,18.353532;53.174691,18.244385;2;2014
140606;2;51.735576,20.885690 51.852781,21.098182;51.7941785,20.991936;2;2014
240306;2;49.744789,18.668648 49.850424,18.773138;49.7976065,18.720893;2;2014
142607;2;52.209946,22.491392 52.332834,22.730048;52.27139,22.61072;2;2014
201205;2;53.922691,22.670404 54.061081,22.913426;53.991886,22.791915;2;2014
080902;2;51.885797,15.737082 52.030859,15.933578;51.958328,15.83533;2;2014
080802;2;52.194590,15.089010 52.378690,15.408069;52.28664,15.2485395;2;2014
143301;1;52.361116,21.970201 52.440519,22.089079;52.4008175,22.02964;2;2014
041205;2;52.955622,19.497741 53.118227,19.690281;53.0369245,19.594011;2;2014
301101;1;52.067676,16.618650 52.099247,16.680265;52.0834615,16.6494575;2;2014
301205;2;51.732241,17.426126 51.838713,17.610223;51.785477,17.5181745;2;2014
300207;3;52.934919,16.241356 53.131922,16.719704;53.0334205,16.48053;2;2014
142302;2;51.331342,20.416749 51.463072,20.589529;51.397207,20.503139;2;2014
320503;2;53.960773,14.953732 54.093751,15.208863;54.027262,15.0812975;2;2014
141207;3;52.163542,21.288676 52.279164,21.441388;52.221353,21.365032;2;2014
141805;2;51.907781,20.925763 52.020462,21.095900;51.9641215,21.0108315;2;2014
040207;3;53.318872,19.084020 53.459365,19.320011;53.3891185,19.2020155;2;2014
261302;2;50.819519,19.984048 50.990207,20.249664;50.904863,20.116856;2;2014
221101;1;54.592809,18.720334 54.679666,18.828895;54.6362375,18.7746145;2;2014
143804;2;51.976805,20.408333 52.053970,20.624241;52.0153875,20.516287;2;2014
221509;2;54.408196,18.094798 54.535165,18.418064;54.4716805,18.256431;2;2014
143410;2;52.339656,21.511817 52.463658,21.720472;52.401657,21.6161445;2;2014
141505;2;53.159054,21.272663 53.340928,21.660139;53.249991,21.466401;2;2014
060605;2;50.927255,23.006407 51.072683,23.314551;50.999969,23.160479;2;2014
280704;3;53.518523,19.127792 53.675123,19.400463;53.596823,19.2641275;2;2014
120205;2;49.852893,20.553970 49.929926,20.697983;49.8914095,20.6259765;2;2014
301501;2;52.312538,16.209066 52.427771,16.442620;52.3701545,16.325843;2;2014
080903;3;51.949560,15.256627 52.131314,15.537299;52.040437,15.396963;2;2014
320901;2;54.134741,15.791973 54.258684,16.136812;54.1967125,15.9643925;2;2014
181006;2;50.120671,22.161277 50.246768,22.284757;50.1837195,22.223017;2;2014
301401;2;52.547428,16.151270 52.669295,16.338539;52.6083615,16.2449045;2;2014
261304;2;50.661924,19.847392 50.752649,20.101595;50.7072865,19.9744935;2;2014
280703;2;53.501987,19.352822 53.772999,19.808642;53.637493,19.580732;2;2014
200509;2;52.753009,23.592244 52.946626,23.939565;52.8498175,23.7659045;2;2014
060709;2;50.942290,22.243849 51.051467,22.387446;50.9968785,22.3156475;2;2014
060408;2;50.636130,23.614806 50.804671,23.866427;50.7204005,23.7406165;2;2014
121112;3;49.539725,19.909422 49.661018,20.039495;49.6003715,19.9744585;2;2014
141306;2;52.949403,20.334749 53.069899,20.553596;53.009651,20.4441725;2;2014
181804;2;50.620721,21.839995 50.802707,22.083049;50.711714,21.961522;2;2014
040108;2;52.768403,18.776385 52.839717,18.938538;52.80406,18.8574615;2;2014
240401;3;50.757959,18.848292 50.835744,19.034735;50.7968515,18.9415135;2;2014
181003;2;50.041194,22.085837 50.185148,22.258027;50.113171,22.171932;2;2014
180705;2;49.659737,21.740082 49.801043,21.912091;49.73039,21.8260865;2;2014
300402;3;51.818975,16.860926 51.980203,17.072930;51.899589,16.966928;2;2014
261305;2;50.701261,19.704304 50.851518,19.976222;50.7763895,19.840263;2;2014
241308;2;50.463139,18.621504 50.595526,18.841235;50.5293325,18.7313695;2;2014
181309;2;49.841057,22.888186 49.949486,23.092851;49.8952715,22.9905185;2;2014
221204;2;54.533340,17.131582 54.715181,17.618157;54.6242605,17.3748695;2;2014
041901;3;52.796721,17.823124 52.917909,18.070491;52.857315,17.9468075;2;2014
180509;2;49.691380,21.241772 49.812061,21.401983;49.7517205,21.3218775;2;2014
101302;3;51.741141,20.316459 51.892351,20.619456;51.816746,20.4679575;2;2014
302405;3;52.581171,16.336837 52.680145,16.525527;52.630658,16.431182;2;2014
180902;3;50.184675,23.012088 50.354320,23.299663;50.2694975,23.1558755;2;2014
300202;2;52.831810,16.328775 53.044366,16.780160;52.938088,16.5544675;2;2014
240507;3;50.385070,18.379609 50.499462,18.635324;50.442266,18.5074665;2;2014
240605;2;50.895895,18.741246 50.997222,18.918019;50.9465585,18.8296325;2;2014
140505;2;52.032617,20.439432 52.125823,20.583242;52.07922,20.511337;2;2014
041106;2;52.575152,18.456693 52.690336,18.672328;52.632744,18.5645105;2;2014
041809;2;52.453765,19.051206 52.610817,19.280880;52.532291,19.166043;2;2014
201209;2;54.261852,22.768004 54.410403,22.967893;54.3361275,22.8679485;2;2014
121904;3;49.971312,20.114818 50.100195,20.369964;50.0357535,20.242391;2;2014
321803;2;53.585190,15.272874 53.738882,15.566601;53.662036,15.4197375;2;2014
181608;2;50.278005,21.998632 50.370335,22.211990;50.32417,22.105311;2;2014
302107;2;52.275206,16.731303 52.378090,16.909421;52.326648,16.820362;2;2014
080203;2;52.092273,15.008965 52.234736,15.314395;52.1635045,15.16168;2;2014
302308;3;52.073389,17.766597 52.196752,18.032889;52.1350705,17.899743;2;2014
142401;2;52.684945,20.777360 52.809906,21.010393;52.7474255,20.8938765;2;2014
241705;2;49.616254,19.380151 49.680528,19.479246;49.648391,19.4296985;2;2014
180708;3;49.459876,21.773513 49.644158,21.969289;49.552017,21.871401;2;2014
140309;2;51.935426,21.576783 52.028646,21.745694;51.982036,21.6612385;2;2014
101407;2;51.388497,18.326310 51.476857,18.542278;51.432677,18.434294;2;2014
060311;3;51.149973,23.037501 51.262488,23.318564;51.2062305,23.1780325;2;2014
060404;2;50.688348,23.781904 50.941897,24.073015;50.8151225,23.9274595;2;2014
020907;3;51.207658,16.303543 51.332436,16.472971;51.270047,16.388257;2;2014
160803;3;50.788928,18.329811 50.964483,18.654950;50.8767055,18.4923805;2;2014
101305;2;51.685972,20.320685 51.780738,20.463395;51.733355,20.39204;2;2014
302106;2;52.275891,17.049337 52.377242,17.241292;52.3265665,17.1453145;2;2014
121004;2;49.522391,20.809325 49.688807,21.058469;49.605599,20.933897;2;2014
022104;2;50.702818,16.067573 50.827489,16.207135;50.7651535,16.137354;2;2014
080703;2;52.507158,14.647312 52.622271,14.965402;52.5647145,14.806357;2;2014
121308;2;49.945006,19.335432 50.046426,19.405225;49.995716,19.3703285;2;2014
160302;2;50.220359,18.176145 50.340290,18.427836;50.2803245,18.3019905;2;2014
140902;2;51.183094,21.394193 51.295246,21.691277;51.23917,21.542735;2;2014
061004;2;51.174026,22.843180 51.278290,23.071093;51.226158,22.9571365;2;2014
302601;2;52.097804,16.790251 52.198006,16.993531;52.147905,16.891891;2;2014
261203;2;50.425650,20.976747 50.489421,21.148508;50.4575355,21.0626275;2;2014
260603;2;50.679769,21.382455 50.789798,21.588124;50.7347835,21.4852895;2;2014
121006;2;49.629493,20.725439 49.766049,20.949751;49.697771,20.837595;2;2014
121810;2;49.861355,19.298353 49.964335,19.452302;49.912845,19.3753275;2;2014
301303;3;51.841659,16.613971 51.967993,16.832999;51.904826,16.723485;2;2014
120405;2;50.160982,20.834579 50.254648,21.001108;50.207815,20.9178435;2;2014
201303;3;52.740464,22.242551 52.907680,22.471891;52.824072,22.357221;2;2014
080904;3;52.001317,15.734818 52.128796,16.005527;52.0650565,15.8701725;2;2014
181704;2;49.173894,21.926033 49.463046,22.250118;49.31847,22.0880755;2;2014
121010;2;49.679333,20.525872 49.796343,20.721242;49.737838,20.623557;2;2014
321301;1;54.404747,16.359092 54.452302,16.462173;54.4285245,16.4106325;2;2014
220403;2;54.213326,18.388021 54.336522,18.588471;54.274924,18.488246;2;2014
120104;2;49.797457,20.458368 49.897848,20.580444;49.8476525,20.519406;2;2014
141304;2;52.872524,20.025523 52.995541,20.248728;52.9340325,20.1371255;2;2014
301103;2;51.985399,16.522682 52.172342,16.865253;52.0788705,16.6939675;2;2014
120608;2;50.107885,19.920656 50.197199,20.063093;50.152542,19.9918745;2;2014
040602;2;53.388687,18.827457 53.515312,19.071551;53.4519995,18.949504;2;2014
180802;2;50.123015,22.352088 50.206909,22.537904;50.164962,22.444996;2;2014
321302;1;54.332597,16.619675 54.389776,16.704788;54.3611865,16.6622315;2;2014
260102;2;50.528791,20.774537 50.638319,20.950645;50.583555,20.862591;2;2014
301907;3;52.951726,16.607643 53.114423,16.812412;53.0330745,16.7100275;2;2014
261002;2;51.010864,20.600919 51.172750,20.825564;51.091807,20.7132415;2;2014
021204;3;50.831886,15.277195 51.006058,15.526394;50.918972,15.4017945;2;2014
241715;2;49.526210,19.069875 49.629231,19.241894;49.5777205,19.1558845;2;2014
180205;2;49.704468,21.850859 49.781093,22.030452;49.7427805,21.9406555;2;2014
121305;2;49.915512,19.217145 49.975021,19.357597;49.9452665,19.287371;2;2014
260403;3;50.706294,20.305251 50.851198,20.561285;50.778746,20.433268;2;2014
120901;3;49.821554,20.016010 49.928349,20.185277;49.8749515,20.1006435;2;2014
180405;2;49.963963,22.769551 50.077888,23.070949;50.0209255,22.92025;2;2014
241106;2;50.115678,18.229917 50.192500,18.409793;50.154089,18.319855;2;2014
060810;3;51.381698,22.728538 51.531389,22.908526;51.4565435,22.818532;2;2014
321605;2;53.821960,15.528492 53.970411,15.815286;53.8961855,15.671889;2;2014
260606;2;50.799600,21.232708 50.889845,21.473837;50.8447225,21.3532725;2;2014
201110;2;53.169564,23.439703 53.408637,23.768779;53.2891005,23.604241;2;2014
101611;2;51.656535,19.963758 51.773468,20.152717;51.7150015,20.0582375;2;2014
100205;2;52.108712,19.351588 52.230516,19.531095;52.169614,19.4413415;2;2014
061606;2;51.565301,21.978774 51.662336,22.243063;51.6138185,22.1109185;2;2014
260205;2;50.701217,20.052324 50.814868,20.251382;50.7580425,20.151853;2;2014
120902;2;49.617970,19.885837 49.733057,20.024807;49.6755135,19.955322;2;2014
180303;2;50.010867,21.144584 50.154706,21.377343;50.0827865,21.2609635;2;2014
040308;3;52.970382,18.099222 53.098767,18.407412;53.0345745,18.253317;2;2014
142405;2;52.613739,20.694593 52.722046,20.908792;52.6678925,20.8016925;2;2014
041204;2;52.981822,19.309884 53.116360,19.567455;53.049091,19.4386695;2;2014
120105;2;49.805656,20.232490 49.918742,20.378059;49.862199,20.3052745;2;2014
260419;2;50.936828,20.537175 51.062656,20.764098;50.999742,20.6506365;2;2014
180506;2;49.412250,21.358474 49.575931,21.614160;49.4940905,21.486317;2;2014
241509;2;49.946580,18.495846 50.014509,18.611749;49.9805445,18.5537975;2;2014
141603;2;52.661864,22.328248 52.795458,22.460729;52.728661,22.3944885;2;2014
300503;2;52.082020,16.383019 52.218878,16.602994;52.150449,16.4930065;2;2014
022305;2;50.863868,16.838846 51.057730,17.034889;50.960799,16.9368675;2;2014
120904;2;49.727409,19.799206 49.811301,20.052520;49.769355,19.925863;2;2014
220307;2;53.673734,16.857653 53.884190,17.216715;53.778962,17.037184;2;2014
121503;2;49.738554,19.617498 49.831750,19.804224;49.785152,19.710861;2;2014
321805;3;53.468281,15.346880 53.623267,15.735671;53.545774,15.5412755;2;2014
101207;2;51.043364,19.514760 51.157820,19.713239;51.100592,19.6139995;2;2014
182103;3;49.379294,22.261703 49.550274,22.431745;49.464784,22.346724;2;2014
320903;3;53.885400,16.298453 54.079719,16.762342;53.9825595,16.5303975;2;2014
221601;3;53.863122,19.210825 54.027442,19.410733;53.945282,19.310779;2;2014
241204;2;50.073748,18.283109 50.155957,18.467919;50.1148525,18.375514;2;2014
241303;1;50.371859,18.877878 50.431128,18.923557;50.4014935,18.9007175;2;2014
142305;2;51.427326,20.668638 51.552237,20.798721;51.4897815,20.7336795;2;2014
120204;2;49.881330,20.642411 50.007416,20.792977;49.944373,20.717694;2;2014
120504;2;49.577159,21.046729 49.737440,21.254656;49.6572995,21.1506925;2;2014
143308;2;52.475933,21.793873 52.609808,22.008835;52.5428705,21.901354;2;2014
260702;2;50.976662,21.450605 51.065312,21.687214;51.020987,21.5689095;2;2014
261003;2;50.934586,20.710341 51.053973,20.854923;50.9942795,20.782632;2;2014
061406;2;51.328207,22.094608 51.487559,22.253694;51.407883,22.174151;2;2014
220201;1;53.676118,17.509189 53.723822,17.611191;53.69997,17.56019;2;2014
260506;2;50.960472,20.032557 51.077800,20.223720;51.019136,20.1281385;2;2014
022108;2;50.660253,16.327203 50.793250,16.492923;50.7267515,16.410063;2;2014
321506;2;53.561510,16.500678 53.909271,16.892248;53.7353905,16.696463;2;2014
320601;2;52.989401,14.515386 53.192708,14.757231;53.0910545,14.6363085;2;2014
281504;2;53.712602,19.927054 53.891403,20.182606;53.8020025,20.05483;2;2014
180606;2;50.244076,21.789185 50.414764,21.994680;50.32942,21.8919325;2;2014
201405;2;52.870344,22.028411 53.117270,22.357861;52.993807,22.193136;2;2014
142806;2;52.176373,20.016777 52.289295,20.176879;52.232834,20.096828;2;2014
181703;2;49.392974,21.948896 49.545533,22.139846;49.4692535,22.044371;2;2014
061409;2;51.370213,21.760986 51.548364,22.032831;51.4592885,21.8969085;2;2014
140304;2;51.829041,21.413847 51.952817,21.695191;51.890929,21.554519;2;2014
160703;3;50.394262,17.456028 50.575709,17.763026;50.4849855,17.609527;2;2014
241203;2;50.082708,18.451668 50.121632,18.493651;50.10217,18.4726595;2;2014
101710;2;51.101454,18.631932 51.231206,18.833873;51.16633,18.7329025;2;2014
201208;2;54.142030,22.961367 54.315950,23.159756;54.22899,23.0605615;2;2014
121616;2;49.776104,21.128486 49.854670,21.348954;49.815387,21.23872;2;2014
301201;1;51.582325,17.455377 51.649957,17.589205;51.616141,17.522291;2;2014
101007;2;51.107001,19.815918 51.266280,19.923937;51.1866405,19.8699275;2;2014
061905;2;51.326983,23.056401 51.467517,23.291507;51.39725,23.173954;2;2014
