Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
021702;"gm. Kondratowice";strzeliński;"Wójt Gminy Kondratowice";Tomasz;GRACZ;"KOMITET WYBORCZY WYBORCÓW NASZA GMINA KONDRATOWICE 2018";DWR-6043-174/18;"Komitet wyborczy wyborców";Wyższe;42;M;021702;"gm. Kondratowice";Prusy;;
240702;"gm. Boronów";lubliniecki;"Wójt Gminy Boronów";"Marek Adam";DYLĄG;"KOMITET WYBORCZY WYBORCÓW MARKA DYLĄGA";DCZ-6043-34/18;"Komitet wyborczy wyborców";wyższe;35;M;240702;"gm. Boronów";Boronów;;
060208;"gm. Księżpol";biłgorajski;"Wójt Gminy Księżpol";"Lech Jan";RĘBACZ;"KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ GMINY";DZM-6043-66/18;"Komitet wyborczy wyborców";"średnie techniczne";62;M;060208;"gm. Księżpol";Rogale;;
161001;"gm. Biała";prudnicki;"Burmistrz Białej";"Edward Józef";PLICKO;"KOMITET WYBORCZY WYBORCÓW EDWARDA PLICKO";DOP-6043-56/18;"Komitet wyborczy wyborców";wyższe;55;M;161001;"gm. Biała";Gostomia;;
041409;"gm. Świecie";świecki;"Burmistrz Świecia";"Dariusz Robert";WOŹNIAK;"KOMITET WYBORCZY STOWARZYSZENIA RAZEM DLA ŚWIECIA";DBD-6042-1/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;47;M;041409;"gm. Świecie";Świecie;;
300208;"gm. Wieleń";czarnkowsko-trzcianecki;"Burmistrz Wielenia";Elżbieta;RYBARCZYK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;51;K;300208;"gm. Wieleń";Rosko;;
240903;"gm. Niegowa";myszkowski;"Wójt Gminy Niegowa";"Andrzej Grzegorz";PILIS;"KOMITET WYBORCZY WYBORCÓW PRAWYCH I UCZCIWYCH DLA GMINY";DCZ-6043-139/18;"Komitet wyborczy wyborców";zawodowe;54;M;240903;"gm. Niegowa";Niegowa;;
181901;"gm. Czudec";strzyżowski;"Wójt Gminy Czudec";"Andrzej Stanisław";ŚLIPSKI;"KOMITET WYBORCZY WYBORCÓW ""NASZE SPRAWY""";DRZ-6043-8/18;"Komitet wyborczy wyborców";wyższe;41;M;181901;"gm. Czudec";Czudec;"Prawo i Sprawiedliwość";
241501;"m. Pszów";wodzisławski;"Burmistrz Miasta Pszów";Czesław;KRZYSTAŁA;"KOMITET WYBORCZY WYBORCÓW „PSZÓW - NASZA WSPÓLNA SPRAWA”";DBB-6043-130/18;"Komitet wyborczy wyborców";średnie;56;M;241501;"m. Pszów";Pszów;;
101304;"gm. Rawa Mazowiecka";rawski;"Wójt Gminy Rawa Mazowiecka";Michał;MICHALIK;"KOMITET WYBORCZY WYBORCÓW MICHAŁA MICHALIKA „BEZ PODZIAŁÓW”";DSK-6043-66/18;"Komitet wyborczy wyborców";Wyższe;37;M;101304;"gm. Rawa Mazowiecka";Kurzeszyn;;
141913;"gm. Stara Biała";płocki;"Wójt Gminy Stara Biała";Adam;PAWŁOWSKI;"KOMITET WYBORCZY WYBORCÓW ADAM PAWŁOWSKI - RAZEM ZMIENIAMY GMINĘ";DPŁ-6043-2/18;"Komitet wyborczy wyborców";wyższe;32;M;141913;"gm. Stara Biała";"Nowe Proboszczewice";"Polskie Stronnictwo Ludowe";
320807;"gm. Ustronie Morskie";kołobrzeski;"Wójt Gminy Ustronie Morskie";"Bernadeta Ewa";BORKOWSKA;"KOMITET WYBORCZY WYBORCÓW BERNADETY BORKOWSKIEJ";DKS-6043-100/18;"Komitet wyborczy wyborców";Wyższe;60;K;320807;"gm. Ustronie Morskie";"Ustronie Morskie";;
281305;"gm. Świętajno";olecki;"Wójt Gminy Świętajno";Mariusz;LUBERECKI;"KOMITET WYBORCZY WYBORCÓW ZJEDNOCZONA PRAWICA ZIEMI OLECKIEJ";DOL-6043-38/18;"Komitet wyborczy wyborców";wyższe;49;M;281305;"gm. Świętajno";Jurki;;
021007;"gm. Siekierczyn";lubański;"Wójt Gminy Siekierczyn";"Dariusz Grzegorz";FURDYKOŃ;"KOMITET WYBORCZY WYBORCÓW DARIUSZA FURDYKOŃ";DJG-6043-123/18;"Komitet wyborczy wyborców";wyższe;41;M;021007;"gm. Siekierczyn";Pisaczów;PSL;
061903;"gm. Hańsk";włodawski;"Wójt Gminy Hańsk";"Marek Krzysztof";KOPIENIAK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;57;M;061903;"gm. Hańsk";"Hańsk Pierwszy";PSL;
081009;"gm. Żagań";żagański;"Wójt Gminy Żagań";"Henryk Andrzej";JANOWICZ;"KOMITET WYBORCZY GMINA I POWIAT PRZYJAZNE LUDZIOM";DZG-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;53;M;081009;"gm. Żagań";Jelenin;"Polskie Stronnictwo Ludowe";
300205;"gm. Lubasz";czarnkowsko-trzcianecki;"Wójt Gminy Lubasz";Adam;GÓRZYŃSKI;"KOMITET WYBORCZY WYBORCÓW LUBASZ MOJE MIEJSCE!";DPL-6043-92/18;"Komitet wyborczy wyborców";wyższe;46;M;300205;"gm. Lubasz";Dębe;;
081109;"gm. Tuplice";żarski;"Wójt Gminy Tuplice";Katarzyna;KROMP;"KOMITET WYBORCZY WYBORCÓW KATARZYNY KROMP";DZG-6043-113/18;"Komitet wyborczy wyborców";wyższe;37;K;081109;"gm. Tuplice";"Nowa Rola";;
320306;"gm. Złocieniec";drawski;"Burmistrz Złocieńca";"Małgorzata Mirosława";GŁODEK;"KOMITET WYBORCZY WYBORCÓW AKTYWNI DLA GMINY";DKS-6043-54/18;"Komitet wyborczy wyborców";wyższe;45;K;320306;"gm. Złocieniec";Złocieniec;;
141913;"gm. Stara Biała";płocki;"Wójt Gminy Stara Biała";"Sławomir Stanisław";WAWRZYŃSKI;"KOMITET WYBORCZY WYBORCÓW STARA BIAŁA 2018";DPŁ-6043-22/18;"Komitet wyborczy wyborców";wyższe;58;M;141913;"gm. Stara Biała";Biała;;
281509;"gm. Ostróda";ostródzki;"Wójt Gminy Ostróda";Mirosław;MARKOWSKI;"KOMITET WYBORCZY WYBORCÓW ""RAZEM DLA POWIATU""";DEL-6043-10/18;"Komitet wyborczy wyborców";Wyższe;48;M;281509;"gm. Ostróda";Kajkowo;"Polskie Stronnictwo Ludowe";
080901;"gm. Babimost";zielonogórski;"Burmistrz Babimostu";"Alina Wanda";JĄGOWSKA;"KOMITET WYBORCZY WYBORCÓW AKTYWNI I NIEZALEŻNI";DZG-6043-107/18;"Komitet wyborczy wyborców";wyższe;43;K;080901;"gm. Babimost";Babimost;"Platforma Obywatelska Rzeczypospolitej Polskiej";
060303;"gm. Chełm";chełmski;"Wójt Gminy Chełm";"Marcin Rafał";ŁOPACKI;"KOMITET WYBORCZY WYBORCÓW GMINA WSZYSTKICH MIESZKAŃCÓW";DCH-6043-36/18;"Komitet wyborczy wyborców";Wyższe;37;M;060303;"gm. Chełm";Pokrówka;PSL;
302801;"m. Wągrowiec";wągrowiecki;"Burmistrz Miasta Wągrowca";Grzegorz;KAMIŃSKI;"KOMITET WYBORCZY STOWARZYSZENIE SAMORZĄDNOŚĆ WĄGROWIECKA 2000";DPL-6042-2/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;46;M;302801;"m. Wągrowiec";Wągrowiec;;
201202;"gm. Filipów";suwalski;"Wójt Gminy Filipów";Sylwester;KONCEWICZ;"KOMITET WYBORCZY WYBORCÓW MIESZKAŃCY SUWALSZCZYZNY RAZEM";DSW-6043-44/18;"Komitet wyborczy wyborców";średnie;53;M;201202;"gm. Filipów";Rospuda;;
180203;"gm. Dydnia";brzozowski;"Wójt Gminy Dydnia";"Alicja Anna";POCAŁUŃ;"KOMITET WYBORCZY WYBORCÓW „RAZEM DLA GMINY DYDNIA”";DKO-6043-113/18;"Komitet wyborczy wyborców";wyższe;40;K;180203;"gm. Dydnia";Krzywe;"Prawo i Sprawiedliwość";
146501;Warszawa;Warszawa;"Prezydent m.st. Warszawy";"Andrzej Tadeusz";ROZENEK;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";średnie;49;M;146507;Praga-Południe;Warszawa;"Sojusz Lewicy Demokratycznej";
101411;"gm. Złoczew";sieradzki;"Burmistrz Miasta Złoczew";"Rafał Marek";TYSZKIEWICZ;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";wyższe;43;M;101411;"gm. Złoczew";Złoczew;;
141003;"gm. Olszanka";łosicki;"Wójt Gminy Olszanka";"Jacek Robert";NIECZAJ;"KOMITET WYBORCZY WYBORCÓW JACKA NIECZAJA";DSD-6043-161/18;"Komitet wyborczy wyborców";wyższe;28;M;141003;"gm. Olszanka";Olszanka;;
120806;"gm. Racławice";miechowski;"Wójt Gminy Racławice";"Adam Alfred";SAMBORSKI;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNE RACŁAWICE";DKR-6043-30/18;"Komitet wyborczy wyborców";wyższe;58;M;120805;"gm. Miechów";Miechów;"Porozumienie Jarosława Gowina";
141003;"gm. Olszanka";łosicki;"Wójt Gminy Olszanka";Grzegorz;PAJNOWSKI;"KOMITET WYBORCZY WYBORCÓW FLORIAN OLSZANKA";DSD-6043-129/18;"Komitet wyborczy wyborców";wyższe;43;M;060113;"gm. Rossosz";Kożanówka;;
240502;"m. Pyskowice";gliwicki;"Burmistrz Miasta Pyskowice";"Krystyna Stanisława";KOŁODZIEJ-PTAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;51;K;240502;"m. Pyskowice";Pyskowice;"Prawo i Sprawiedliwość";
126201;"m. Nowy Sącz";"m. Nowy Sącz";"Prezydent Miasta Nowego Sącza";"Iwona Barbara";MULARCZYK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;48;K;126201;"m. Nowy Sącz";"Nowy Sącz";"Prawo i Sprawiedliwość";
041701;"m. Wąbrzeźno";wąbrzeski;"Burmistrz Wąbrzeźna";Leszek;KAWSKI;"KOMITET WYBORCZY WYBORCÓW PRZYMIERZE OBYWATELSKIE 2018";DTR-6043-95/18;"Komitet wyborczy wyborców";wyższe;58;M;041701;"m. Wąbrzeźno";Wąbrzeźno;;
161001;"gm. Biała";prudnicki;"Burmistrz Białej";"Robert Jan";RODEN;"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";DOP-6043-36/18;"Komitet wyborczy wyborców";wyższe;47;M;161001;"gm. Biała";Chrzelice;;
060304;"gm. Dorohusk";chełmski;"Wójt Gminy Dorohusk";Jolanta;RYSZKIEWICZ;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;44;K;060304;"gm. Dorohusk";Dorohusk;PSL;
020404;"gm. Wąsosz";górowski;"Burmistrz Wąsosza";Paweł;NIEDŹWIEDŹ;"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA GMINY WĄSOSZ";DWR-6043-108/18;"Komitet wyborczy wyborców";wyższe;45;M;020404;"gm. Wąsosz";Wąsosz;;
220102;"gm. Bytów";bytowski;"Burmistrz Bytowa";"Ryszard Jan";SYLKA;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA";DSŁ-6043-7/18;"Komitet wyborczy wyborców";Wyższe;59;M;220102;"gm. Bytów";Dąbie;"Platforma Obywatelska Rzeczypospolitej Polskiej";
240101;"m. Będzin";będziński;"Prezydent Miasta Będzina";"Arkadiusz Jakub";GRABOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;44;M;240101;"m. Będzin";Będzin;"Prawo i Sprawiedliwość";
281203;"gm. Grodziczno";nowomiejski;"Wójt Gminy Grodziczno";Tomasz;SZCZEPAŃSKI;"KOMITET WYBORCZY WYBORCÓW TOMASZA SZCZEPAŃSKIEGO";DEL-6043-97/18;"Komitet wyborczy wyborców";wyższe;38;M;281203;"gm. Grodziczno";Mroczno;;
080101;"m. Kostrzyn nad Odrą";gorzowski;"Burmistrz Miasta Kostrzyn nad Odrą";"Andrzej Ludwik";KUNT;"KOMITET WYBORCZY WYBORCÓW ANDRZEJA KUNTA";DGW-6043-36/18;"Komitet wyborczy wyborców";wyższe;64;M;080101;"m. Kostrzyn nad Odrą";"Kostrzyn nad Odrą";;
180306;"gm. Pilzno";dębicki;"Burmistrz Pilzna";"Ewa Marianna";GOŁĘBIOWSKA;"KOMITET WYBORCZY WYBORCÓW GMINY PILZNO";DRZ-6043-38/18;"Komitet wyborczy wyborców";wyższe;50;K;180306;"gm. Pilzno";Parkosz;;
141504;"gm. Goworowo";ostrołęcki;"Wójt Gminy Goworowo";Tomasz;POSMYK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;41;M;141504;"gm. Goworowo";Czernie;"Prawo i Sprawiedliwość";
221604;"gm. Stary Targ";sztumski;"Wójt Gminy Stary Targ";"Wiesław Adam";KAŹMIERSKI;"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE";DGD-6043-84/18;"Komitet wyborczy wyborców";Wyższe;60;M;221604;"gm. Stary Targ";"Stary Targ";;
140404;"gm. Sanniki";gostyniński;"Burmistrz Miasta i Gminy Sanniki";"Dariusz Grzegorz";WACHOWICZ;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;51;M;140404;"gm. Sanniki";Sanniki;;
180706;"gm. Krościenko Wyżne";krośnieński;"Wójt Gminy Krościenko Wyżne";"Jan Marian";OMACHEL;"KOMITET WYBORCZY WYBORCÓW FORUM SAMORZĄDOWE KROŚCIENKO WYŻNE";DKO-6043-38/18;"Komitet wyborczy wyborców";"wyższe techniczne";62;M;180706;"gm. Krościenko Wyżne";Pustyny;;
041807;"gm. Fabianki";włocławski;"Wójt Gminy Fabianki";Zbigniew;SŁOMSKI;"KOMITET WYBORCZY WYBORCÓW ZAUFANIE, WSPÓŁPRACA, SUKCES";DWŁ-6043-61/18;"Komitet wyborczy wyborców";wyższe;52;M;041807;"gm. Fabianki";Lisek;PSL;
140503;"gm. Baranów";grodziski;"Wójt Gminy Baranów";Waldemar;BRZYWCZY;"KOMITET WYBORCZY WYBORCÓW POSTĘP";DWW-6043-237/18;"Komitet wyborczy wyborców";średnie;49;M;140504;"gm. Grodzisk Mazowiecki";"Grodzisk Mazowiecki";;
320504;"gm. Płoty";gryficki;"Burmistrz Płotów";"Szymon Ryszard";KLIMKO;"KOMITET WYBORCZY POWIATOWEGO STOWARZYSZENIA IDZIEMY RAZEM";DSZ-6042-4/18;"Komitet wyborczy organizacji i stowarzyszeń";wyższe;45;M;320504;"gm. Płoty";Płoty;;
143705;"gm. Siemiątkowo";żuromiński;"Wójt Gminy Siemiątkowo";Marcin;JABŁOŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;37;M;143706;"gm. Żuromin";Żuromin;;
101902;"gm. Szadek";zduńskowolski;"Burmistrz Gminy i Miasta Szadek";Tomasz;MIELCZAREK;"KOMITET WYBORCZY WYBORCÓW „WSPÓLNIE DLA ZIEMI SZADKOWSKIEJ”";DSR-6043-1/18;"Komitet wyborczy wyborców";wyższe;53;M;101902;"gm. Szadek";Szadkowice-Ogrodzim;;
221503;"m. Wejherowo";wejherowski;"Prezydent Miasta Wejherowa";"Tomir Gerard";PONKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;42;M;221503;"m. Wejherowo";Wejherowo;"Prawo i Sprawiedliwość";
280608;"gm. Ryn";giżycki;"Burmistrz Miasta i Gminy Ryn";Jarosław;FILIPEK;"KOMITET WYBORCZY WYBORCÓW RAZEM GMINIE RYN";DOL-6043-86/18;"Komitet wyborczy wyborców";wyższe;50;M;280608;"gm. Ryn";Ryn;;
101203;"gm. Gidle";radomszczański;"Wójt Gminy Gidle";"Marcin Janusz";BOJARSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;39;M;101203;"gm. Gidle";Pławno;;
120602;"gm. Igołomia-Wawrzeńczyce";krakowski;"Wójt Gminy Igołomia-Wawrzeńczyce";"Marcin Jerzy";MIERZWA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Średnie;25;M;121401;"gm. Koniusza";Karwin;PIS;
302204;"gm. Pakosław";rawicki;"Wójt Gminy Pakosław";"Mirosław Józef";BIECHOWIAK;"KOMITET WYBORCZY WYBORCÓW MIROSŁAWA BIECHOWIAKA";DLS-6043-18/18;"Komitet wyborczy wyborców";średnie;59;M;302204;"gm. Pakosław";Sowy;;
200308;"gm. Wyszki";bielski;"Wójt Gminy Wyszki";Andrzej;NIEWIŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;62;M;200301;"m. Bielsk Podlaski";"Bielsk Podlaski";;
160701;"gm. Głuchołazy";nyski;"Burmistrz Głuchołaz";"Grzegorz Leszek";PTAK;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";Wyższe;34;M;160701;"gm. Głuchołazy";Głuchołazy;;
320706;"gm. Wolin";kamieński;"Burmistrz Gminy Wolin";"Krzysztof Wiesław";MARCINIAK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;67;M;320706;"gm. Wolin";Wolin;"Prawo i Sprawiedliwość";
081107;"gm. Przewóz";żarski;"Wójt Gminy Przewóz";Ryszard;KLISOWSKI;"KOMITET WYBORCZY WYBORCÓW GMINA-NASZ DOM";DZG-6043-66/18;"Komitet wyborczy wyborców";wyższe;59;M;081107;"gm. Przewóz";Przewóz;;
141707;"gm. Sobienie-Jeziory";otwocki;"Wójt Gminy Sobienie-Jeziory";Magdalena;MALARZ;"KOMITET WYBORCZY WYBORCÓW PROJEKT SOBIENIE";DWW-6043-179/18;"Komitet wyborczy wyborców";wyższe;43;K;141707;"gm. Sobienie-Jeziory";Sobienie-Jeziory;;
141304;"gm. Radzanów";mławski;"Wójt Gminy Radzanów";Rafał;NOWAKOWSKI;"KOMITET WYBORCZY WYBORCÓW RAFAŁA NOWAKOWSKIEGO";DCI-6043-119/18;"Komitet wyborczy wyborców";wyższe;44;M;141304;"gm. Radzanów";Radzanów;;
140405;"gm. Szczawin Kośc.";gostyniński;"Wójt Gminy Szczawin Kościelny";Barbara;STĘPNIAK;"KOMITET WYBORCZY WYBORCÓW BARBARA STĘPNIAK";DPŁ-6043-124/18;"Komitet wyborczy wyborców";wyższe;48;K;140405;"gm. Szczawin Kośc.";Suserz;"Polskie Stronnictwo Ludowe";
080101;"m. Kostrzyn nad Odrą";gorzowski;"Burmistrz Miasta Kostrzyn nad Odrą";"Przemysław Piotr";WALCZAK;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";wyższe;34;M;080101;"m. Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"Sojusz Lewicy Demokratycznej";
022004;"gm. Wisznia Mała";trzebnicki;"Wójt Gminy Wisznia Mała";"Jakub Jan";BRONOWICKI;"KOMITET WYBORCZY WYBORCÓW JAKUBA BRONOWICKIEGO";DWR-6043-16/18;"Komitet wyborczy wyborców";wyższe;52;M;022004;"gm. Wisznia Mała";Krzyżanowice;;
200301;"m. Bielsk Podlaski";bielski;"Burmistrz Miasta Bielsk Podlaski";Jarosław;BOROWSKI;"KOMITET WYBORCZY WYBORCÓW KOALICJA BIELSKA";DBŁ-6043-78/18;"Komitet wyborczy wyborców";wyższe;45;M;200301;"m. Bielsk Podlaski";"Bielsk Podlaski";;
246501;"m. Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Prezydent Miasta Dąbrowa Górnicza";"Edward Józef";BOBER;"KOMITET WYBORCZY DĄBROWSKA WSPÓLNOTA SAMORZĄDOWA";DKT-6042-11/18;"Komitet wyborczy organizacji i stowarzyszeń";Wyższe;55;M;246501;"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";;
121702;"gm. Biały Dunajec";tatrzański;"Wójt Gminy Biały Dunajec";Józefa;KOLBRECKA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;60;K;121702;"gm. Biały Dunajec";"Biały Dunajec";"Polskie Stronnictwo Ludowe";
221406;"gm. Tczew";tczewski;"Wójt Gminy Tczew";Krzysztof;AUGUSTYNIAK;"KOMITET WYBORCZY WYBORCÓW UCZCIWA GMINA TCZEW";DGD-6043-118/18;"Komitet wyborczy wyborców";średnie;56;M;221406;"gm. Tczew";Szczerbięcin;;
020602;"m. Kowary";jeleniogórski;"Burmistrz Miasta Kowary";"Paweł Karol";PITUCH;"KOMITET WYBORCZY WYBORCÓW PAWŁA PITUCHA";DJG-6043-164/18;"Komitet wyborczy wyborców";wyższe;33;M;020602;"m. Kowary";Kowary;"Platforma Obywatelska Rzeczypospolitej Polskiej";
141208;"gm. Jakubów";miński;"Wójt Gminy Jakubów";Hanna;WOCIAL;"KOMITET WYBORCZY WYBORCÓW POTRAFIMY, WIEMY, CHCEMY";DSD-6043-80/18;"Komitet wyborczy wyborców";wyższe;48;K;141208;"gm. Jakubów";Jakubów;;
241005;"gm. Pszczyna";pszczyński;"Burmistrz Pszczyny";"Dariusz Mariusz";SKROBOL;"KOMITET WYBORCZY WYBORCÓW PSZCZYŃSKIE POROZUMIENIE SAMORZĄDOWE";DBB-6043-13/18;"Komitet wyborczy wyborców";Wyższe;45;M;241005;"gm. Pszczyna";Pszczyna;;
080101;"m. Kostrzyn nad Odrą";gorzowski;"Burmistrz Miasta Kostrzyn nad Odrą";"Łukasz Szymon";DOMBEK;"KOMITET WYBORCZY WYBORCÓW ŁUKASZA DOMBKA";DGW-6043-38/18;"Komitet wyborczy wyborców";wyższe;30;M;080101;"m. Kostrzyn nad Odrą";"Kostrzyn nad Odrą";;
022002;"gm. Prusice";trzebnicki;"Burmistrz Miasta i Gminy Prusice";"Igor Krystian";BANDROWICZ;"KOMITET WYBORCZY WYBORCÓW IGORA BANDROWICZA";DWR-6043-113/18;"Komitet wyborczy wyborców";Wyższe;40;M;022002;"gm. Prusice";Chodlewko;"Platforma Obywatelska Rzeczypospolitej Polskiej";
260907;"gm. Samborzec";sandomierski;"Wójt Gminy Samborzec";Jacek;TOŚ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;53;M;260907;"gm. Samborzec";Milczany;"Prawo i Sprawiedliwość";
260410;"gm. Miedziana Góra";kielecki;"Wójt Gminy Miedziana Góra";Małgorzata;ŻELAZKO;"KOMITET WYBORCZY WYBORCÓW K. MORAWIECKI - ŚWIĘTOKRZYSKIE";DKC-6043-313/18;"Komitet wyborczy wyborców";Wyższe;69;K;260410;"gm. Miedziana Góra";Ćmińsk;"Wolni i Solidarni";
061904;"gm. Stary Brus";włodawski;"Wójt Gminy Stary Brus";"Paweł Nikodem";KOŁTUN;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;39;M;061904;"gm. Stary Brus";"Stary Brus";;
140306;"gm. Łaskarzew";garwoliński;"Wójt Gminy Łaskarzew";Marek;KUSAK;"KOMITET WYBORCZY WYBORCÓW RADNI DLA CIEBIE";DSD-6043-120/18;"Komitet wyborczy wyborców";wyższe;39;M;140302;"m. Łaskarzew";Łaskarzew;;
181409;"gm. Zarzecze";przeworski;"Wójt Gminy Zarzecze";"Tadeusz Michał";STANOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;M;181409;"gm. Zarzecze";Zarzecze;"Prawo i Sprawiedliwość";
260209;"gm. Wodzisław";jędrzejowski;"Wójt Gminy Wodzisław";"Mariusz Krzysztof";ZIELIŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;36;M;260209;"gm. Wodzisław";Przyrąb;"Polskie Stronnictwo Ludowe";
301701;"m. Ostrów Wielkopolski";ostrowski;"Prezydent Miasta Ostrowa Wielkopolskiego";"Damian Łukasz";GRZESZCZYK;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;37;M;301701;"m. Ostrów Wielkopolski";"Ostrów Wielkopolski";;
281305;"gm. Świętajno";olecki;"Wójt Gminy Świętajno";Janusz;ZAKRZEWSKI;"KOMITET WYBORCZY WYBORCÓW JANUSZA ZAKRZEWSKIEGO";DOL-6043-33/18;"Komitet wyborczy wyborców";wyższe;41;M;281305;"gm. Świętajno";Świętajno;;
180410;"gm. Roźwienica";jarosławski;"Wójt Gminy Roźwienica";"Tomasz Michał";KOTLIŃSKI;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNA GMINA ROŹWIENICA";DPR-6043-57/18;"Komitet wyborczy wyborców";wyższe;52;M;180410;"gm. Roźwienica";Roźwienica;"Polskie Stronnictwo Ludowe";
020207;"gm. Niemcza";dzierżoniowski;"Burmistrz Miasta i Gminy Niemcza";"Edyta Marta";MIELNIK;"KOMITET WYBORCZY WYBORCÓW EDYTY MIELNIK-NOWE SPOJRZENIE";DWB-6043-8/18;"Komitet wyborczy wyborców";wyższe;36;K;020207;"gm. Niemcza";Podlesie;;
140706;"gm. Magnuszew";kozienicki;"Wójt Gminy Magnuszew";Bożena;STAŃCZYK;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY";DRD-6043-191/18;"Komitet wyborczy wyborców";wyższe;48;K;140706;"gm. Magnuszew";Bożówka;;
302106;"gm. Kleszczewo";poznański;"Wójt Gminy Kleszczewo";Stanisław;JAKUBCZAK;"KOMITET WYBORCZY WYBORCÓW TUTAJ MIESZKAM - TUTAJ DZIAŁAM";DPZ-6043-65/18;"Komitet wyborczy wyborców";wyższe;63;M;302106;"gm. Kleszczewo";Gowarzewo;;
020813;"gm. Stronie Śląskie";kłodzki;"Burmistrz Stronia Śląskiego";Irena;FOREMNIK;"KOMITET WYBORCZY WYBORCÓW BUDUJEMY PRZYSZŁOŚĆ";DWB-6043-179/18;"Komitet wyborczy wyborców";wyższe;50;K;020813;"gm. Stronie Śląskie";Kamienica;;
