Teryt;Gmina;Powiat;Urząd;Imiona;Nazwisko;Komitet;Sygnatura;Typ;Wykształcenie;Wiek;Płeć;"Teryt m. z.";"Gmina zamieszkania";Miejscowość;Członek;Poparcie
041002;"gm. Mrocza";nakielski;"Burmistrz Miasta i Gminy Mrocza";"Leszek Jan";KLESIŃSKI;"KOMITET WYBORCZY WYBORCÓW LESZKA KLESIŃSKIEGO";DBD-6043-61/18;"Komitet wyborczy wyborców";wyższe;48;M;041003;"gm. Nakło nad Notecią";"Nakło nad Notecią";;
321206;"gm. Warnice";pyrzycki;"Wójt Gminy Warnice";"Stanisław Leszek";WUDARCZYK;"KOMITET WYBORCZY WYBORCÓW STANISŁAWA WUDARCZYKA";DSZ-6043-146/18;"Komitet wyborczy wyborców";Wyższe;56;M;321205;"gm. Pyrzyce";Czernice;;
180902;"gm. Cieszanów";lubaczowski;"Burmistrz Miasta i Gminy Cieszanów";Wiesław;KUDYBA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;52;M;180902;"gm. Cieszanów";Chotylub;"Prawo i Sprawiedliwość";
261001;"m. Skarżysko-Kamienna";skarżyski;"Prezydent Miasta Skarżyska-Kamiennej";Jacek;CIEPIŃSKI;"KOMITET WYBORCZY WYBORCÓW KUKIZ'15";ZPOW-6043-4/18;"Komitet wyborczy wyborców";"wyższe ekonomiczne";54;M;261001;"m. Skarżysko-Kamienna";Skarżysko-Kamienna;;
040804;"gm. Dobrzyń nad Wisłą";lipnowski;"Burmistrz Miasta i Gminy Dobrzyń nad Wisłą";Jacek;WAŚKO;"KOMITET WYBORCZY WYBORCÓW JACKA WAŚKO";DWŁ-6043-136/18;"Komitet wyborczy wyborców";wyższe;52;M;040804;"gm. Dobrzyń nad Wisłą";"Dobrzyń nad Wisłą";;
066201;"m. Chełm";"m. Chełm";"Prezydent Miasta Chełm";Agata;FISZ;"KOMITET WYBORCZY WYBORCÓW AGATY FISZ „POSTAW NA CHEŁM”";DCH-6043-26/18;"Komitet wyborczy wyborców";wyższe;45;K;066201;"m. Chełm";Chełm;SLD;SLD
040804;"gm. Dobrzyń nad Wisłą";lipnowski;"Burmistrz Miasta i Gminy Dobrzyń nad Wisłą";"Andrzej Aleksander";SZYJKOWSKI;"KOMITET WYBORCZY WYBORCÓW ANDRZEJA SZYJKOWSKIEGO";DWŁ-6043-19/18;"Komitet wyborczy wyborców";wyższe;63;M;040804;"gm. Dobrzyń nad Wisłą";"Dobrzyń nad Wisłą";;
040804;"gm. Dobrzyń nad Wisłą";lipnowski;"Burmistrz Miasta i Gminy Dobrzyń nad Wisłą";"Dariusz Janusz";KŁOBUKOWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;59;M;040804;"gm. Dobrzyń nad Wisłą";"Dobrzyń nad Wisłą";"Polskie Stronnictwo Ludowe";
180201;"gm. Brzozów";brzozowski;"Burmistrz Brzozowa";"Stanisław Michał";SZAŁAJKO;"KOMITET WYBORCZY WYBORCÓW GMINA RÓWNYCH SZANS-WSPÓLNA NIE PRYWATNA";DKO-6043-46/18;"Komitet wyborczy wyborców";wyższe;59;M;180201;"gm. Brzozów";Brzozów;SLD;
143401;"m. Kobyłka";wołomiński;"Burmistrz Miasta Kobyłka";Edyta;ZBIEĆ;"KOMITET WYBORCZY WYBORCÓW EDYTY ZBIEĆ";DWW-6043-20/18;"Komitet wyborczy wyborców";Wyższe;47;K;143401;"m. Kobyłka";Kobyłka;;
101604;"gm. Czerniewice";tomaszowski;"Wójt Gminy Czerniewice";Wojciech;SITEK;"KOMITET WYBORCZY WYBORCÓW WOJCIECHA SITKA";DSK-6043-78/18;"Komitet wyborczy wyborców";"wyższe humanistyczne";64;M;101604;"gm. Czerniewice";Czerniewice;;
100802;"m. Pabianice";pabianicki;"Prezydent Miasta Pabianic";"Włodzimierz Adam";STANEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;43;M;100802;"m. Pabianice";Pabianice;"Prawo i Sprawiedliwość";
201402;"gm. Kołaki Kościelne";zambrowski;"Wójt Gminy Kołaki Kościelne";"Tadeusz Jan";DŁUGOBORSKI;"KOMITET WYBORCZY WYBORCÓW UCZCIWA GMINA";DŁM-6043-77/18;"Komitet wyborczy wyborców";wyższe;61;M;201402;"gm. Kołaki Kościelne";Ćwikły-Krajewo;"Prawo i Sprawiedliwość";
300705;"gm. Koźminek";kaliski;"Wójt Gminy Koźminek";"Henryk Józef";TRZEBIŃSKI;"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ GMINY KOŹMINEK";DKL-6043-26/18;"Komitet wyborczy wyborców";wyższe;55;M;300705;"gm. Koźminek";Koźminek;;
220307;"gm. Rzeczenica";człuchowski;"Wójt Gminy Rzeczenica";"Maria Anna";GUZA;"KOMITET WYBORCZY WYBORCÓW ""ZWIASTUN JEDNOŚCI""";DSŁ-6043-267/18;"Komitet wyborczy wyborców";wyższe;58;K;220307;"gm. Rzeczenica";Rzeczenica;;
061811;"gm. Tomaszów Lubelski";tomaszowski;"Wójt Gminy Tomaszów Lubelski";"Marzena Dorota";CZUBAJ-GANCARZ;"KOMITET WYBORCZY WYBORCÓW MARZENY CZUBAJ-GANCARZ";DZM-6043-34/18;"Komitet wyborczy wyborców";wyższe;47;K;061811;"gm. Tomaszów Lubelski";Łaszczówka;;
220305;"gm. Koczała";człuchowski;"Wójt Gminy Koczała";Jerzy;BAJOWSKI;"KOMITET WYBORCZY WYBORCÓW INICJATYWA DLA GMINY KOCZAŁA";DSŁ-6043-21/18;"Komitet wyborczy wyborców";średnie;62;M;220305;"gm. Koczała";Koczała;"Sojusz Lewicy Demokratycznej";
180406;"gm. Pawłosiów";jarosławski;"Wójt Gminy Pawłosiów";"Mariusz Władysław";REŃ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;49;M;180406;"gm. Pawłosiów";Ożańsk;"Prawo i Sprawiedliwość";
100804;"gm. Dobroń";pabianicki;"Wójt Gminy Dobroń";"Zdzisław Leszek";KANIEWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;52;M;100804;"gm. Dobroń";"Chechło Pierwsze";PiS;
221209;"gm. Smołdzino";słupski;"Wójt Gminy Smołdzino";"Jacek Władysław";LAHUTTA;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY SMOŁDZINO";DSŁ-6043-193/18;"Komitet wyborczy wyborców";wyższe;53;M;221209;"gm. Smołdzino";Smołdzino;;
041101;"m. Radziejów";radziejowski;"Burmistrz Miasta Radziejów";Iwona;JAŁOSZYŃSKA;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRZYSZŁOŚĆ";DWŁ-6043-25/18;"Komitet wyborczy wyborców";wyższe;48;K;041101;"m. Radziejów";Radziejów;;
080206;"gm. Krosno Odrzańskie";krośnieński;"Burmistrz Krosna Odrzańskiego";"Ireneusz Kazimierz";WRÓBEL;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;53;M;080206;"gm. Krosno Odrzańskie";OSIECZNICA;"Prawo i Sprawiedliwość";
321506;"gm. Szczecinek";szczecinecki;"Wójt Gminy Szczecinek";Janusz;BABIŃSKI;"KOMITET WYBORCZY WYBORCÓW OTWARTY SAMORZĄD";DKS-6043-99/18;"Komitet wyborczy wyborców";wyższe;57;M;321506;"gm. Szczecinek";"Wilcze Laski";;
181006;"gm. Rakszawa";łańcucki;"Wójt Gminy Rakszawa";"Stanisław Jakub";WRÓBEL;"KOMITET WYBORCZY WYBORCÓW NASZA PRZYSZŁOŚĆ";DRZ-6043-114/18;"Komitet wyborczy wyborców";średnie;53;M;181006;"gm. Rakszawa";Rakszawa;;
061906;"gm. Włodawa";włodawski;"Wójt Gminy Włodawa";"Dariusz Józef";SEMENIUK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;53;M;061901;"m. Włodawa";Włodawa;;
080803;"gm. Skąpe";świebodziński;"Wójt Gminy Skąpe";ZBIGNIEW;WOCH;"KOMITET WYBORCZY FORUM SAMORZĄDOWE";DZG-6042-7/18;"Komitet wyborczy organizacji i stowarzyszeń";WYŻSZE;52;M;080803;"gm. Skąpe";MIĘDZYLESIE;;
060309;"gm. Ruda-Huta";chełmski;"Wójt Gminy Ruda-Huta";Kazimierz;SMAL;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;58;M;060309;"gm. Ruda-Huta";Ruda;PSL;
180403;"gm. Chłopice";jarosławski;"Wójt Gminy Chłopice";"Tomasz Paweł";STRAWA;"KOMITET WYBORCZY WYBORCÓW TOMASZ STRAWA";DPR-6043-92/18;"Komitet wyborczy wyborców";średnie;32;M;180403;"gm. Chłopice";Łowce;"Prawo i Sprawiedliwość";
060908;"gm. Konopnica";lubelski;"Wójt Gminy Konopnica";Mirosław;ŻYDEK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;50;M;060908;"gm. Konopnica";"Radawiec Duży";"Komitet Wyborczy PSL";
320306;"gm. Złocieniec";drawski;"Burmistrz Złocieńca";"Waldemar Krzysztof";WŁODARCZYK;"KOMITET WYBORCZY WYBORCÓW ""POJEZIERZE DRAWSKIE""";DKS-6043-66/18;"Komitet wyborczy wyborców";"wyższe techniczne";60;M;320306;"gm. Złocieniec";Złocieniec;;
142201;"m. Przasnysz";przasnyski;"Burmistrz Przasnysza";Adam;WASIAK;"KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM";ZPOW-6041-2/18;"Koalicyjny komitet wyborczy";wyższe;53;M;142201;"m. Przasnysz";Przasnysz;"Sojusz Lewicy Demokratycznej";
143604;"gm. Tczów";zwoleński;"Wójt Gminy Tczów";Andrzej;WOLSZCZAK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;61;M;143604;"gm. Tczów";Podzakrzówek;"Polskie Stronnictwo Ludowe";
066201;"m. Chełm";"m. Chełm";"Prezydent Miasta Chełm";Dariusz;GRABCZUK;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";wyższe;49;M;066201;"m. Chełm";Chełm;"Platforma Obywatelska Rzeczypospolitej Polskiej";
143309;"gm. Wierzbno";węgrowski;"Wójt Gminy Wierzbno";"Hanna Bożenna";KELLEHER;"KOMITET WYBORCZY WYBORCÓW HANNY KELLEHER";DSD-6043-49/18;"Komitet wyborczy wyborców";wyższe;61;K;143309;"gm. Wierzbno";Janówek;;
060203;"gm. Biłgoraj";biłgorajski;"Wójt Gminy Biłgoraj";"Wiesław Marian";RÓŻYŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;50;M;060203;"gm. Biłgoraj";Gromada;"Polskie Stronnictwo Ludowe";
041903;"gm. Janowiec Wielkopolski";żniński;"Burmistrz Janowca Wielkopolskiego";"Maciej Franciszek";SOBCZAK;"KOMITET WYBORCZY WYBORCÓW NASZE MIASTO I GMINA";DBD-6043-55/18;"Komitet wyborczy wyborców";wyższe;59;M;041903;"gm. Janowiec Wielkopolski";"Janowiec Wielkopolski";;
101601;"m. Tomaszów Mazowiecki";tomaszowski;"Prezydent Miasta Tomaszowa Mazowieckiego";Marcin;WITKO;"KOMITET WYBORCZY WYBORCÓW MARCINA WITKO";DSK-6043-93/18;"Komitet wyborczy wyborców";Wyższe;47;M;101601;"m. Tomaszów Mazowiecki";"Tomaszów Mazowiecki";"Prawo i Sprawiedliwość";
060312;"gm. Wierzbica";chełmski;"Wójt Gminy Wierzbica";"Bogusław Zenon";ŻELECHOWSKI;"KOMITET WYBORCZY WYBORCÓW BOGUSŁAWA ZENONA ŻELECHOWSKIEGO";DCH-6043-45/18;"Komitet wyborczy wyborców";wyższe;59;M;060312;"gm. Wierzbica";Wierzbica-Osiedle;;
182101;"gm. Baligród";leski;"Wójt Gminy Baligród";Robert;STĘPIEŃ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;M;182101;"gm. Baligród";Baligród;"Prawo i Sprawiedliwość";
100704;"gm. Opoczno";opoczyński;"Burmistrz Opoczna";"Wiesław Ryszard";WOŁKIEWICZ;"KOMITET WYBORCZY WYBORCÓW OPOCZYŃSKA WSPÓLNOTA SAMORZĄDOWA OWS";DSK-6043-8/18;"Komitet wyborczy wyborców";średnie;54;M;100704;"gm. Opoczno";"Wola Załężna";;
100704;"gm. Opoczno";opoczyński;"Burmistrz Opoczna";"Dariusz Wojciech";KOSNO;"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNY BLOK SAMORZĄDOWY - POROZUMIENIE 2018";DSK-6043-38/18;"Komitet wyborczy wyborców";wyższe;55;M;100704;"gm. Opoczno";Opoczno;;
100704;"gm. Opoczno";opoczyński;"Burmistrz Opoczna";Jan;WIERUSZEWSKI;"KOMITET WYBORCZY WYBORCÓW JANA WIERUSZEWSKIEGO";DSK-6043-26/18;"Komitet wyborczy wyborców";wyższe;59;M;100704;"gm. Opoczno";Dzielna;;
080406;"gm. Nowe Miasteczko";nowosolski;"Burmistrz Gminy i Miasta Nowe Miasteczko";Wiesław;SZKONDZIAK;"KOMITET WYBORCZY WYBORCÓW WIESŁAW SZKONDZIAK";DZG-6043-96/18;"Komitet wyborczy wyborców";"średnie techniczne";62;M;080406;"gm. Nowe Miasteczko";"Nowe Miasteczko";;
102001;"m. Głowno";zgierski;"Burmistrz Głowna";Iwona;WAŚKIEWICZ;"KOMITET WYBORCZY WYBORCÓW IWONA WAŚKIEWICZ";DŁD-6043-72/18;"Komitet wyborczy wyborców";wyższe;49;K;102001;"m. Głowno";Głowno;;
240904;"gm. Poraj";myszkowski;"Wójt Gminy Poraj";"Danuta Elżbieta";SŁUŻAŁEK-JAWORSKA;"KOMITET WYBORCZY WYBORCÓW „GMINA DLA WSZYSTKICH”";DCZ-6043-151/18;"Komitet wyborczy wyborców";wyższe;53;K;240904;"gm. Poraj";Poraj;"Prawo i Sprawiedliwość";
102101;"m. Brzeziny";brzeziński;"Burmistrz Miasta Brzeziny";Roman;SASIN;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";"wyższe ekonomiczne";63;M;102101;"m. Brzeziny";Brzeziny;"Prawo i Sprawiedliwość";
321205;"gm. Pyrzyce";pyrzycki;"Burmistrz Pyrzyc";"Agnieszka Maria";ODACHOWSKA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;49;K;321205;"gm. Pyrzyce";PYRZYCE;;
181614;"gm. Tyczyn";rzeszowski;"Burmistrz Tyczyna";"Janusz Wiktor";SKOTNICKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;61;M;181614;"gm. Tyczyn";Tyczyn;"Prawo i Sprawiedliwość";
160502;"gm. Krapkowice";krapkowicki;"Burmistrz Krapkowic";Andrzej;KASIURA;"KOMITET WYBORCZY WYBORCÓW „DLA KRAPKOWIC”";DOP-6043-10/18;"Komitet wyborczy wyborców";wyższe;49;M;160502;"gm. Krapkowice";Krapkowice;Regionalna;
260901;"m. Sandomierz";sandomierski;"Burmistrz Miasta Sandomierza";"Krzysztof Zdzisław";SZATAN;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Wyższe;60;M;260901;"m. Sandomierz";Sandomierz;PiS;
142501;"m. Pionki";radomski;"Burmistrz Miasta Pionki";"Joanna Ewa";KLICH;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;K;142501;"m. Pionki";Pionki;"Prawo i Sprawiedliwość";
280402;"gm. Godkowo";elbląski;"Wójt Gminy Godkowo";Sławomir;ŁESYK;"KOMITET WYBORCZY WYBORCÓW SŁAWOMIRA ŁESYK";DEL-6043-122/18;"Komitet wyborczy wyborców";zawodowe;53;M;280402;"gm. Godkowo";Godkowo;;
301801;"gm. Czajków";ostrzeszowski;"Wójt Gminy Czajków";"Bożena Mariola";WYSOTA;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";Wyższe;46;K;301801;"gm. Czajków";"Mielcuchy Pierwsze";PSL;
301801;"gm. Czajków";ostrzeszowski;"Wójt Gminy Czajków";"Henryk Stanisław";PLICHTA;"KOMITET WYBORCZY WYBORCÓW „GOSPODARNI RAZEM”";DKL-6043-40/18;"Komitet wyborczy wyborców";Wyższe;53;M;301801;"gm. Czajków";Czajków;;
143003;"gm. Mirów";szydłowiecki;"Wójt Gminy Mirów";"Artur Wawrzyniec";SIWIOREK;"KOMITET WYBORCZY WYBORCÓW ARTURA SIWIORKA";DRD-6043-86/18;"Komitet wyborczy wyborców";średnie;55;M;143003;"gm. Mirów";"Bieszków Dolny";;
080304;"gm. Pszczew";międzyrzecki;"Wójt Gminy Pszczew";"Zbigniew Bernard";GAJEWSKI;"KOMITET WYBORCZY WYBORCÓW ZBIGNIEWA GAJEWSKIEGO";DGW-6043-31/18;"Komitet wyborczy wyborców";wyższe;58;M;080304;"gm. Pszczew";Brzeźno;;
060813;"gm. Uścimów";lubartowski;"Wójt Gminy Uścimów";"Stanisław Marian";WOŁOSZKIEWICZ;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;62;M;060813;"gm. Uścimów";"Stary Uścimów";"Polskie Stronnictwo Ludowe";
321402;"gm. Chociwel";stargardzki;"Burmistrz Gminy Chociwel";Stanisław;SZYMCZAK;"KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE FORUM CHOCIWELSKIE";DSZ-6043-97/18;"Komitet wyborczy wyborców";średnie;63;M;321402;"gm. Chociwel";Chociwel;;"Stowarzyszenie Forum Chociwelskie"
141915;"gm. Wyszogród";płocki;"Burmistrz Gminy i Miasta Wyszogród";Jacek;JANCZAK;"KOMITET WYBORCZY WYBORCÓW JACEK JANCZAK - NAJLEPSZY WYBÓR";DPŁ-6043-107/18;"Komitet wyborczy wyborców";wyższe;54;M;141915;"gm. Wyszogród";Wyszogród;;
180205;"gm. Jasienica Rosielna";brzozowski;"Wójt Gminy Jasienica Rosielna";"Urszula Teresa";BRZUSZEK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;56;K;180205;"gm. Jasienica Rosielna";"Jasienica Rosielna";PiS;
142508;"gm. Pionki";radomski;"Wójt Gminy Pionki";"Tomasz Wojciech";WRÓBEL;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";"średnie techniczne";56;M;142508;"gm. Pionki";Zadobrze;"Polskie Stronnictwo Ludowe";
180508;"gm. Osiek Jasielski";jasielski;"Wójt Gminy Osiek Jasielski";"Andrzej Adam";STACHURSKI;"KOMITET WYBORCZY WOLNI I SOLIDARNI";ZPOW-6040-16/18;"Komitet wyborczy partii politycznej";zawodowe;52;M;180508;"gm. Osiek Jasielski";Pielgrzymka;"Prawo i Sprawiedliwość";
020602;"m. Kowary";jeleniogórski;"Burmistrz Miasta Kowary";"Krzysztof Jan";ŁUBIŃSKI;"KOMITET WYBORCZY WYBORCÓW RAZEM DLA KOWAR KRZYSZTOF ŁUBIŃSKI";DJG-6043-185/18;"Komitet wyborczy wyborców";wyższe;57;M;020602;"m. Kowary";Kowary;;
143304;"gm. Liw";węgrowski;"Wójt Gminy Liw";Bogusław;SZYMAŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;55;M;143301;"m. Węgrów";Węgrów;"Prawo i Sprawiedliwość";
280104;"gm. Bisztynek";bartoszycki;"Burmistrz Bisztynka";"Marek Kazimierz";DOMINIAK;"KOMITET WYBORCZY WYBORCÓW WSPÓLNA SPRAWA";DEL-6043-114/18;"Komitet wyborczy wyborców";Wyższe;56;M;280104;"gm. Bisztynek";Bisztynek;;
241601;"m. Poręba";zawierciański;"Burmistrz Miasta Poręba";Ryszard;SPYRA;"KOMITET WYBORCZY WYBORCÓW RYSZARDA SPYRY JEDNOŚĆ I PRZYSZŁOŚĆ";DKT-6043-64/18;"Komitet wyborczy wyborców";WYŻSZE;58;M;241601;"m. Poręba";PORĘBA;;
040903;"gm. Mogilno";mogileński;"Burmistrz Mogilna";"Leszek Marek";DUSZYŃSKI;"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA POWIATU MOGILEŃSKIEGO";DBD-6043-40/18;"Komitet wyborczy wyborców";wyższe;51;M;040903;"gm. Mogilno";Mogilno;;
181109;"gm. Tuszów Narodowy";mielecki;"Wójt Gminy Tuszów Narodowy";Andrzej;GŁAZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;53;M;181109;"gm. Tuszów Narodowy";Jaślany;PiS;
140609;"gm. Pniewy";grójecki;"Wójt Gminy Pniewy";"Wiesław Franciszek";NASIŁOWSKI;"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI DLA GMINY PNIEWY";DRD-6043-178/18;"Komitet wyborczy wyborców";średnie;61;M;140609;"gm. Pniewy";Jeziora;;
240604;"gm. Miedźno";kłobucki;"Wójt Gminy Miedźno";"Andrzej Waldemar";RÓŻAŃSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;58;M;240601;"gm. Kłobuck";Kłobuck;;
101601;"m. Tomaszów Mazowiecki";tomaszowski;"Prezydent Miasta Tomaszowa Mazowieckiego";"Barbara Ewa";KLATKA;"KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA";ZPOW-6041-1/18;"Koalicyjny komitet wyborczy";Wyższe;53;K;101601;"m. Tomaszów Mazowiecki";"Tomaszów Mazowiecki";"Platforma Obywatelska Rzeczypospolitej Polskiej";
200305;"gm. Brańsk";bielski;"Wójt Gminy Brańsk";Andrzej;JANKOWSKI;"KOMITET WYBORCZY WYBORCÓW ANDRZEJA JANKOWSKIEGO";DBŁ-6043-70/18;"Komitet wyborczy wyborców";średnie;56;M;200305;"gm. Brańsk";Pietraszki;;
060203;"gm. Biłgoraj";biłgorajski;"Wójt Gminy Biłgoraj";Janusz;RÓŻAŃSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;57;M;060203;"gm. Biłgoraj";"Dereźnia Solska";"Prawo i Sprawiedliwość";
302505;"gm. Zaniemyśl";średzki;"Wójt Gminy Zaniemyśl";Justyna;DĄBROWSKA;"KOMITET WYBORCZY WYBORCÓW MIESZKAŃCY GMINY ZANIEMYŚL";DKN-6043-12/18;"Komitet wyborczy wyborców";WYŻSZE;43;K;302505;"gm. Zaniemyśl";ZANIEMYŚL;;
302505;"gm. Zaniemyśl";średzki;"Wójt Gminy Zaniemyśl";Krzysztof;URBAS;"KOMITET WYBORCZY WYBORCÓW NASZA NOWA GMINA";DKN-6043-68/18;"Komitet wyborczy wyborców";WYŻSZE;63;M;302505;"gm. Zaniemyśl";ZANIEMYŚL;;
100510;"gm. Zduny";łowicki;"Wójt Gminy Zduny";Jarosław;KWIATKOWSKI;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;58;M;100510;"gm. Zduny";Zduny;;
061411;"gm. Żyrzyn";puławski;"Wójt Gminy Żyrzyn";Andrzej;BUJEK;"KOMITET WYBORCZY WYBORCÓW ANDRZEJ BUJEK";DLB-6043-29/18;"Komitet wyborczy wyborców";wyższe;59;M;061411;"gm. Żyrzyn";Żyrzyn;;
101710;"gm. Wierzchlas";wieluński;"Wójt Gminy Wierzchlas";"Krzysztof Wojciech";BEDNAREK;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";ZPOW-6040-2/18;"Komitet wyborczy partii politycznej";wyższe;64;M;101710;"gm. Wierzchlas";Wierzchlas;PSL;
143502;"gm. Długosiodło";wyszkowski;"Wójt Gminy Długosiodło";Stanisław;JASTRZĘBSKI;"KOMITET WYBORCZY WYBORCÓW „NASZA GMINA DŁUGOSIODŁO”";DOS-6043-38/18;"Komitet wyborczy wyborców";wyższe;59;M;143505;"gm. Wyszków";Wyszków;"Polskie Stronnictwo Ludowe";
220602;"gm. Dziemiany";kościerski;"Wójt Gminy Dziemiany";"Teresa Natalia";MANKIEWICZ;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";Średnie;36;K;220602;"gm. Dziemiany";Raduń-Osiedle;;
022102;"m. Jedlina-Zdrój";wałbrzyski;"Burmistrz Miasta Jedlina-Zdrój";"Lidia Joanna";PODBIELSKA;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;59;K;022102;"m. Jedlina-Zdrój";Jedlina-Zdrój;"Prawo i Sprawiedliwość";
022102;"m. Jedlina-Zdrój";wałbrzyski;"Burmistrz Miasta Jedlina-Zdrój";"Leszek Wojciech";ORPEL;"KOMITET WYBORCZY WYBORCÓW LESZKA ORPLA „NASZE MIASTO”";DWB-6043-81/18;"Komitet wyborczy wyborców";wyższe;61;M;022102;"m. Jedlina-Zdrój";Jedlina-Zdrój;;
200706;"gm. Przytuły";łomżyński;"Wójt Gminy Przytuły";"Krzysztof Jan";POLKOWSKI;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";średnie;57;M;200706;"gm. Przytuły";"Nowa Kubra";"Prawo i Sprawiedliwość";
260415;"gm. Pierzchnica";kielecki;"Wójt Gminy Pierzchnica";"Sławomir Jarosław";MASZCZYK;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";ZPOW-6040-6/18;"Komitet wyborczy partii politycznej";wyższe;51;M;266101;"m. Kielce";Kielce;;
321003;"gm. Dębno";myśliborski;"Burmistrz Gminy Dębno";Marian;WYSZYŃSKI;"KOMITET WYBORCZY WYBORCÓW ZGODA I ROZWÓJ";DSZ-6043-172/18;"Komitet wyborczy wyborców";"wyższe - administracja";63;M;321003;"gm. Dębno";Dębno;;
