teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
141205;gm. Dębe Wielkie;Wójt Gminy Dębe Wielkie;KALINOWSKI Krzysztof;KWW;52.140892,21.383695 52.269882,21.525524;52.205387,21.4546095;R1;1;43;wyższe;3146;86.86%;476;Tak;7772;78;10227;132;gw;1;M;R1;141205;KALINOWSKI Krzysztof;KWW Kalinowski Wójtem;2648;67.16;4260.77;29
141208;gm. Jakubów;Wójt Gminy Jakubów;WOCIAL Hanna;KWW;52.181941,21.589210 52.297183,21.772579;52.239562,21.6808945;R1;1;48;wyższe;1689;84.58%;308;Tak;8698;87;5068;58;gw;1;M;R1;141208;WOCIAL Hanna;KWW Potrafimy, Wiemy, Chcemy;1493;66.06;4749.23;44
141207;gm. Halinów;Burmistrz Halinowa;CISZKOWSKI Adam;KWW;52.163542,21.288676 52.279164,21.441388;52.221353,21.365032;R1;1;37;wyższe;5340;83.83%;1030;Tak;6309;63;15926;252;gmw;1;M;R1;141207;CISZKOWSKI Adam;KWW Adama Ciszkowskiego;4609;79.91;4315.98;23
141209;gm. Kałuszyn;Burmistrz Kałuszyna;CZYŻEWSKI ARKADIUSZ MARCIN;PSL;52.168853,21.739466 52.292737,21.941795;52.230795,21.8406305;R1;1;42;WYŻSZE PRAWNICZE;1656;58.47;-1;Tak;9439;94;5897;62;gmw;0;M;R1;141209;SOSZYŃSKI Marian;KW-PSL;2036;71.99;4292.26;55
141214;gm. Stanisławów;Wójt Gminy Stanisławów;SOSIŃSKA Kinga Anna;KWW;52.227442,21.391263 52.345823,21.621332;52.2866325,21.5062975;R2;2;45;Wyższe;1494;53.51;-1;Tak;10637;107;6737;63;gw;0;D;R2;141214;SULEWSKI Adam;KWW Adama Sulewskiego;1525;53.70;4401.85;34
141212;gm. Mrozy;Burmistrz Mrozów;JASZCZUK Dariusz;KWW;52.037549,21.762499 52.203025,21.979916;52.120287,21.8712075;R1;1;57;wyższe;2633;71.92;-1;Tak;14492;145;8695;60;gmw;1;M;R1;141212;JASZCZUK Dariusz;KWW Wspólnota Samorządowa-Razem;2440;83.48;4216.71;58
141211;gm. Mińsk Mazowiecki;Wójt Gminy Mińsk Mazowiecki;PIECHOSKI Antoni Janusz;KWW;52.115213,21.469963 52.236599,21.694453;52.175906,21.582208;R1;2;60;średnie;4082;63.34;-1;Tak;11231;112;15258;136;gw;1;D;R2;141211;PIECHOSKI Antoni Janusz;KWW Wspólnota Samorządowa-Razem;2663;60.90;3937.11;38
141213;gm. Siennica;Wójt Gminy Siennica;DUSZCZYK Stanisław Paweł;PSL;52.002963,21.511785 52.134765,21.710649;52.068864,21.611217;R1;1;31;wyższe;1670;53.18;-1;Tak;11087;111;7466;67;gw;0;M;R1;141213;ZIELIŃSKI Grzegorz;KWW Wspólnota Samorządowa-Razem;1531;57.75;4580.35;42
141215;m. Sulejówek;Burmistrz Miasta Sulejówek;ŚLIWA Arkadiusz Bogdan;PiS;52.221393,21.237949 52.267543,21.325285;52.244468,21.281617;R1;1;50;wyższe;5960;63.42;-1;Tak;1931;19;19663;1018;gm;1;M;R1;141215;ŚLIWA Arkadiusz Bogdan;KW-PiS;5063;63.89;4496.44;18
140606;gm. Jasieniec;Wójt Gminy Jasieniec;CYTRYŃSKA Marta Katarzyna;KWW;51.735576,20.885690 51.852781,21.098182;51.7941785,20.991936;R1;2;42;wyższe;1357;52.74;-1;Tak;10824;108;5371;50;gw;0;M;R1;140606;PIETRZAK Marek;KWW Nasza Gmina-Nasz Dom;1190;52.03;4359.91;45
140605;gm. Grójec;Burmistrz Gminy i Miasta Grójec;GWIAZDA Dariusz Stanisław;KWW;51.819704,20.764959 51.936725,21.013349;51.8782145,20.889154;R2;1;56;wyższe;5920;63.59;-1;Tak;12135;121;25654;211;gmw;0;M;R1;140605;STOLARSKI Jacek Bronisław;KWW Rozwój i Gospodarność;5747;60.59;3957.89;37
140608;gm. Nowe Miasto nad Pilicą;BMiG Nowe Miasto nad Pilicą;DZIUBA Mariusz Jakub;PiS;51.556399,20.385034 51.697190,20.662848;51.6267945,20.523941;R1;1;53;wyższe;2398;58.27;-1;Tak;15851;159;7863;50;gmw;1;M;R1;140608;DZIUBA Mariusz Jakub;KW-PiS;2274;53.22;3661.88;73
140609;gm. Pniewy;Wójt Gminy Pniewy;SZYMCZAK Ireneusz;KWW;51.847751,20.641011 51.958447,20.833307;51.903099,20.737159;R1;2;42;wyższe;1381;53.22;-1;Tak;10232;102;4789;47;gw;0;M;R1;140609;NASIŁOWSKI Wiesław Franciszek;KW-PSL;1330;51.39;3998.70;39
140611;gm. Warka;Burmistrz Warki;GIZKA Dariusz Witold;KWW;51.680511,20.974645 51.901234,21.288226;51.7908725,21.1314355;R1;1;51;wyższe;4648;60.43%;3044;Tak;20227;202;19269;95;gmw;1;D;R2;140611;GIZKA Dariusz Witold;KWW Wspólnie dla Miasta i Gminy Warka;4034;56.33;3883.61;46
140701;gm. Garbatka-Letnisko;Wójt Gminy Garbatka-Letnisko;FRYSZKIEWICZ Teresa;KWW;51.444391,21.536967 51.529644,21.762433;51.4870175,21.6497;R1;2;43;wyższe;1626;64.63;-1;Tak;7383;74;5096;69;gw;0;M;R1;140701;KOWALCZYK Robert Tomasz;Komitet Wyborczy Samorządowe Stowarzyszenie Nasz Region Kozienicki;1723;68.02;3950.99;90
140707;gm. Sieciechów;Wójt Gminy Sieciechów;GUBA Arkadiusz Paweł;PiS;51.502186,21.627970 51.569712,21.833455;51.535949,21.7307125;R2;2;40;wyższe;929;52.49;-1;Tak;6252;62;3957;63;gw;0;D;R2;140707;CZERSKI Marian Zbigniew;Komitet Wyborczy Samorządowe Stowarzyszenie Nasz Region Kozienicki;772;51.74;3852.19;88
140703;gm. Gniewoszów;Wójt Gminy Gniewoszów;GAC Marcin Szymon;Komitet wyborczy organizacji i stowarzyszeń;51.417252,21.715616 51.536123,21.873987;51.4766875,21.7948015;R1;2;37;wyższe;1572;79.55;-1;Tak;8410;84;3923;47;gw;0;D;R2;140703;PAWLONKA Wiesław Andrzej;KWW Wiesława Andrzeja Pawlonki;1063;55.05;4081.31;96
160102;gm. Skarbimierz;Wójt Gminy Skarbimierz;PULIT Andrzej;KWW;50.803671,17.318666 50.925737,17.664981;50.864704,17.4918235;R1;1;69;średnie ekonomiczne;2528;77.59%;730;Tak;11031;110;8057;73;gw;1;M;R1;160102;PULIT Andrzej;KWW Postęp i Rozwój;1748;55.42;5113.44;38
160101;m. Brzeg;Burmistrz Brzegu;WRĘBIAK Jerzy Piotr;PiS;50.839017,17.418139 50.878907,17.507573;50.858962,17.462856;R2;2;50;wyższe;6693;53.10;-1;Tak;1461;15;36110;2472;gm;1;D;R2;160101;WRĘBIAK Jerzy Piotr;KW-PiS;6493;64.54;3858.60;39
161102;gm. Jemielnica;Wójt Gminy Jemielnica;WYCISŁO Marcin Piotr;KWW;50.496864,18.311834 50.639756,18.482539;50.56831,18.3971865;R1;1;37;wyższe techniczne;1902;90.70%;195;Tak;11346;112;7176;63;gw;1;M;R1;161102;WYCISŁO Marcin Piotr;KWW Mniejszość Niemiecka;1445;75.77;3446.08;35
161103;gm. Kolonowskie;Burmistrz Kolonowskiego;KOSTON Norbert Józef;KWW;50.618545,18.260807 50.704463,18.468143;50.661504,18.364475;R2;1;54;wyższe;1189;51.12;-1;Tak;8357;84;5898;71;gmw;1;D;R2;161103;KOSTON Norbert Józef;KWW Mniejszość Niemiecka;1042;55.37;3334.44;30
161104;gm. Leśnica;Burmistrz Leśnicy;JASTRZEMBSKI Łukasz Stefan;KWW;50.376601,18.132138 50.491462,18.298558;50.4340315,18.215348;R1;1;39;wyższe;1797;76.63%;548;Tak;9475;95;7751;82;gmw;1;S;R1;161104;JASTRZEMBSKI Łukasz Stefan;KWW Mniejszość Niemiecka;2034;100.00;3747.71;33
161106;gm. Ujazd;Burmistrz Ujazdu;IBROM Hubert Jerzy;KWW;50.356569,18.236291 50.483442,18.396310;50.4200055,18.3163005;R2;2;27;Wyższe;1466;51.12;-1;Tak;8331;83;6400;77;gmw;0;M;R1;161106;KAUCH Tadeusz;KWW Rozwój-Przyszłość Gminy Ujazd Burmistrza Kaucha;1321;54.18;4560.96;39
161107;gm. Zawadzkie;Burmistrz Zawadzkiego;STACHOWSKI Mariusz Kazimierz;KWW;50.540038,18.392560 50.634566,18.616259;50.587302,18.5044095;R1;3;55;wyższe;2011;58.85;-1;Tak;8214;82;11464;140;gmw;1;D;R2;161107;STACHOWSKI Mariusz Kazimierz;KW-PO;1880;58.71;3166.48;41
166101;m. Opole;PrezM Opola;WIŚNIEWSKI Arkadiusz;KWW;50.587657,17.779591 50.769974,18.032696;50.6788155,17.9061435;R1;6;40;wyższe;38285;70.35;-1;Tak;14888;149;128140;861;mm;1;D;R2;166101;WIŚNIEWSKI Arkadiusz;KWW Arkadiusza Wiśniewskiego;18201;67.66;6700.84;2
160103;gm. Grodków;Burmistrz Grodkowa;ANTONIEWICZ Marek Andrzej;KWW;50.578816,17.207207 50.794919,17.510583;50.6868675,17.358895;R1;1;59;wyższe;3568;53.61;-1;Tak;28595;286;19376;68;gmw;1;D;R2;160103;ANTONIEWICZ Marek Andrzej;KWW Prawica Ziemi Grodkowskiej;3298;63.62;3780.59;41
160105;gm. Lubsza;Wójt Gminy Lubsza;GĄSIOROWSKI Bogusław Edward;KWW;50.847643,17.427415 50.999789,17.693715;50.923716,17.560565;R2;1;51;wyższe;1841;55.14;-1;Tak;21270;213;8944;42;gw;1;D;R2;160105;GĄSIOROWSKI Bogusław Edward;KWW Bogusława Gąsiorowskiego;1569;51.63;3433.12;39
160104;gm. Lewin Brzeski;Burmistrz Lewina Brzeskiego;KOTARA Artur Leopold;KWW;50.681579,17.513138 50.825425,17.763514;50.753502,17.638326;R1;1;56;wyższe techniczne;3319;78.80%;893;Tak;15963;160;13064;82;gmw;1;M;R1;160104;KOTARA Artur Leopold;KWW Koalicja dla Gminy Lewin Brzeski;2601;66.20;3645.08;23
160106;gm. Olszanka;Wójt Gminy Olszanka;RABCZEWSKA Aneta Ewa;KWW;50.719180,17.349024 50.828728,17.543122;50.773954,17.446073;R1;1;45;Wyższe;1409;73.92%;497;Tak;9276;93;4942;53;gw;1;M;R1;160106;RABCZEWSKA Aneta Ewa;KWW Anety Rabczewskiej;1158;51.28;4007.33;36
160912;gm. Tułowice;Burmistrz Tułowic;WESOŁOWSKI Andrzej;KWW;50.550231,17.585752 50.638413,17.798040;50.594322,17.691896;R1;1;51;wyższe;1647;85.87%;271;Tak;8125;81;5206;64;gmw;1;D;R2;160912;WESOŁOWSKI Andrzej;KWW Twój Głos Twoja Gmina;1208;57.74;3422.77;19
160908;gm. Ozimek;Burmistrz Ozimka;LABUS Jan Józef;KWW;50.627159,18.098766 50.761533,18.354280;50.694346,18.226523;R1;6;55;wyższe;4238;59.07;-1;Tak;12567;126;19629;156;gmw;0;M;R1;160908;LABUS Jan  Józef;KWW Jan Labus;4931;70.90;3317.19;21
160909;gm. Popielów;Wójt Gminy Popielów;STELMACH Sybilla;KWW;50.769470,17.592676 50.919002,17.882131;50.844236,17.7374035;R2;2;55;wyższe;1798;65.91;-1;Tak;17549;176;8119;46;gw;0;S;R1;160909;DUSZYŃSKI Dionizy;KWW Integracja Rozwój Przyszłość;1924;100.00;3791.86;24
160911;gm. Tarnów Opolski;Wójt Gminy Tarnów Opolski;MUTZ Krzysztof;KWW;50.546655,17.949607 50.622347,18.162577;50.584501,18.056092;R1;2;45;Wyższe;2507;69.87;-1;Tak;8180;82;9612;118;gw;1;M;R1;160911;MUTZ Krzysztof;KWW Krzysztofa Mutz;2577;89.14;3466.34;13
160913;gm. Turawa;Wójt Gminy Turawa;PIKOS Dominik;KWW;50.682246,17.958980 50.836441,18.263225;50.7593435,18.1111025;R1;2;36;wyższe;1954;55.18;-1;Tak;17210;171;9905;58;gw;0;M;R1;160913;KAMPA Waldemar Józef;KWW Mniejszość Niemiecka;1609;53.83;3797.95;16
161002;gm. Głogówek;Burmistrz Głogówka;BUJAK Piotr Marek;KWW;50.265089,17.718175 50.426341,18.032261;50.345715,17.875218;R2;1;29;wyższe;3319;59.64;-1;Tak;16993;170;13351;79;gmw;0;D;R2;161002;KAŁAMARZ Andrzej Jan;KWW Niezależni Razem;2241;52.02;3595.52;36
161001;gm. Biała;Burmistrz Białej;PLICKO Edward Józef;KWW;50.341344,17.551787 50.554603,17.813818;50.4479735,17.6828025;R1;1;55;wyższe;2819;68.37;-1;Tak;19625;196;10647;54;gmw;1;D;R2;161001;PLICKO Edward Józef;KWW Alternatywa dla Gminy;1738;50.55;3889.81;30
161004;gm. Prudnik;Burmistrz Prudnika;ZAWIŚLAK Grzegorz Józef;KWW;50.269953,17.447659 50.413740,17.610112;50.3418465,17.5288855;R2;2;42;wyższe techniczne;5894;64.21;-1;Tak;12226;122;27374;224;gmw;0;D;R2;161004;FEJDYCH Franciszek;KW-PO;3942;58.18;3777.98;46
160802;gm. Gorzów Śląski;Burmistrz Gorzowa Śląskiego;TOMALA Artur Joachim;KWW;50.935934,18.291581 51.139194,18.511708;51.037564,18.4016445;R2;2;49;wyższe;1425;58.28;-1;Tak;15371;154;7162;47;gmw;1;M;R1;160802;TOMALA Artur Joachim;KWW Mniejszość Niemiecka;1304;50.72;3513.43;53
161003;gm. Lubrza;Wójt Gminy Lubrza;KOZACZEK Mariusz Ryszard;PSL;50.265982,17.555480 50.373477,17.768945;50.3197295,17.6622125;R2;2;40;wyższe ekonomiczne;1042;52.87;-1;Tak;8311;84;4376;53;gw;1;M;R1;161003;KOZACZEK Mariusz Ryszard;KW-PSL;1078;58.49;3797.44;43
160801;gm. Dobrodzień;Burmistrz Dobrodzienia;JASIŃSKI Andrzej Ryszard;KWW;50.616501,18.313220 50.806552,18.581910;50.7115265,18.447565;R1;1;45;wyższe;2094;62.98;-1;Tak;16282;163;9983;61;gmw;0;M;R1;160801;KOŹLIK Róża Maria;KWW Mniejszość Niemiecka;1368;50.78;3925.19;37
160803;gm. Olesno;Burmistrz Olesna;LEWICKI Sylwester Piotr;KWW;50.788928,18.329811 50.964483,18.654950;50.8767055,18.4923805;R1;1;60;Wyższe;4639;78.84%;1245;Tak;24090;241;17778;74;gmw;1;M;R1;160803;LEWICKI Sylwester Piotr;KWW Ziemia Oleska-Nasza Przyszłość;3648;63.70;3627.56;46
161101;gm. Izbicko;Wójt Gminy Izbicko;PYTEL Brygida Teresa;KWW;50.492529,18.075758 50.649752,18.243988;50.5711405,18.159873;R1;1;63;wyższe;1397;72.31%;535;Tak;8451;85;5418;64;gw;1;S;R1;161101;PYTEL Brygida Teresa;KWW Mniejszość Niemiecka;1228;100.00;3419.45;19
160806;gm. Rudniki;Wójt Gminy Rudniki;DOMAŃSKI Grzegorz Roman;KWW;50.963783,18.517465 51.082337,18.695487;51.02306,18.606476;R1;2;54;wyższe;2147;56.20;-1;Tak;10040;100;8242;82;gw;0;M;R1;160806;PYZIAK Andrzej Tadeusz;KWW Nasza Gmina Rudniki;1741;54.61;3810.56;62
160804;gm. Praszka;Burmistrz Praszki;TKACZYŃSKI Jarosław Wojciech;PO;51.006762,18.402622 51.141103,18.580782;51.0739325,18.491702;R2;2;59;wyższe;2969;57.29;-1;Tak;10303;103;13630;132;gmw;1;D;R2;160804;TKACZYŃSKI Jarosław Wojciech;KW-PO;1942;51.38;3515.14;60
160805;gm. Radłów;Wójt Gminy Radłów;KIERAT Włodzimierz Stanisław;KWW;50.887534,18.426865 51.008829,18.629607;50.9481815,18.528236;R1;1;54;Wyższe;863;55.11;-1;Tak;11687;116;4360;37;gw;1;M;R1;160805;KIERAT Włodzimierz Stanisław;KWW Mniejszość Niemiecka;1076;77.69;3714.28;52
160807;gm. Zębowice;Wójt Gminy Zębowice;CZAJA Waldemar Andrzej;KWW;50.715267,18.225246 50.827812,18.442495;50.7715395,18.3338705;R1;1;54;wyższe;830;57.16;-1;Tak;9565;96;3693;39;gw;1;S;R1;160807;CZAJA Waldemar Andrzej;KWW Mniejszość Niemiecka;730;100.00;3927.22;31
160906;gm. Murów;Wójt Gminy Murów;GOLENIA Michał Hubert;KWW;50.799219,17.885712 50.968158,18.119206;50.8836885,18.002459;R2;1;32;wyższe;1436;66.64;-1;Tak;16002;160;5397;34;gw;0;M;R1;160906;PUŁAWSKI Andrzej Jan;KWW Nasza Gmina Murów;1171;66.27;3550.48;25
160301;m. Kędzierzyn-Koźle;PrezM Kędzierzyn-Koźle;NOWOSIELSKA Sabina Józefa;KWW;50.285924,18.100881 50.404973,18.390216;50.3454485,18.2455485;R1;3;56;wyższe;11807;53.58;-1;Tak;12371;124;61661;498;gm;1;D;R2;160301;NOWOSIELSKA Sabina Józefa;KW-PO;9272;55.01;4238.72;42
160305;gm. Polska Cerekiew;Wójt Gminy Polska Cerekiew;KANZY Piotr Paweł;KWW;50.167211,18.051423 50.267968,18.185635;50.2175895,18.118529;R1;1;37;wyższe;1258;81.58;-1;Tak;6012;60;4129;69;gw;0;M;R1;160305;HELBIN Krystyna Monika;KWW Mniejszość Niemiecka;954;53.24;4008.63;52
160303;gm. Cisek;Wójt Gminy Cisek;FRISCHKO Rajmund Jan;KWW;50.180955,18.150277 50.328910,18.266877;50.2549325,18.208577;R1;1;42;wyższe;1495;73.28;-1;Tak;7108;71;5679;80;gw;0;M;R1;160303;PARYS Alojzy Jan;KWW Mniejszość Niemiecka;1046;55.40;3532.01;50
160905;gm. Łubniany;Wójt Gminy Łubniany;WĄSIAK Paweł Władysław;KWW;50.700229,17.891905 50.867569,18.146728;50.783899,18.0193165;R1;2;41;wyższe;2137;55.62;-1;Tak;12605;126;9769;78;gw;0;M;R1;160905;BALDY Krystian Andrzej;KWW Mniejszość Niemiecka;1492;50.03;3591.43;14
160302;gm. Bierawa;Wójt Gminy Bierawa;FICOŃ Krzysztof Marek;KWW;50.220359,18.176145 50.340290,18.427836;50.2803245,18.3019905;R1;1;43;wyższe;2406;85.44%;410;Tak;11856;119;7929;67;gw;1;M;R1;160302;FICOŃ Krzysztof Marek;KWW dla Rozwoju Gminy Bierawa;2212;78.44;4242.22;50
160907;gm. Niemodlin;Burmistrz Niemodlina;KONCEWICZ Dorota;PSL;50.577670,17.466235 50.732149,17.720152;50.6549095,17.5931935;R2;1;55;wyższe;2573;60.57;-1;Tak;18314;183;13305;73;gmw;1;D;R2;160907;KONCEWICZ Dorota;KW-PSL;2398;58.01;4089.16;24
160304;gm. Pawłowiczki;Wójt Gminy Pawłowiczki;TREFFON Jerzy Mikołaj;KWW;50.170900,17.911335 50.326106,18.113820;50.248503,18.0125775;R1;1;48;wyższe rolnicze;1733;77.19%;512;Tak;15353;154;7609;50;gw;1;M;R1;160304;TREFFON Jerzy Mikołaj;KWW Wspólne Dobro Gminy;1765;65.93;3408.41;47
160306;gm. Reńska Wieś;Wójt Gminy Reńska Wieś;KANDZIORA Tomasz Hubert;KWW;50.262816,18.028344 50.420500,18.178964;50.341658,18.103654;R1;3;38;Wyższe;1698;59.29;-1;Tak;9813;98;8229;84;gw;0;M;R1;160306;WOJCIECHOWSKI Marian;KWW Mniejszość Niemiecka;1688;61.31;3330.66;38
160501;gm. Gogolin;Burmistrz Gogolina;WOJTALA Joachim Jerzy;KWW;50.436385,17.944992 50.562256,18.118010;50.4993205,18.031501;R1;2;61;Wyższe;3062;74.00;-1;Tak;10057;101;12544;125;gmw;1;M;R1;160501;WOJTALA Joachim Jerzy;KWW Mniejszość Niemiecka;2511;61.32;5270.17;20
160202;gm. Branice;Wójt Gminy Branice;BACA Sebastian Rafał;KWW;49.972490,17.729240 50.140438,17.899093;50.056464,17.8141665;R1;1;41;wyższe;2346;85.25;-1;Tak;12163;122;6601;54;gw;1;D;R2;160202;BACA Sebastian Rafał;KWW Budzimy Gminę Branice;1273;52.43;3851.38;68
160603;gm. Pokój;Wójt Gminy Pokój;ZAJĄC Barbara;Komitet wyborczy organizacji i stowarzyszeń;50.837918,17.735407 50.990018,18.011709;50.913968,17.873558;R1;2;61;wyższe;1368;70.66;-1;Tak;13291;133;5272;40;gw;1;S;R1;160603;ZAJĄC Barbara;Komitet Wyborczy Stowarzyszenie Pokój Organizacja Pożytku Publicznego;1383;100.00;4539.69;28
160505;gm. Zdzieszowice;Burmistrz Zdzieszowic;ZIMERMAN Sybila Antonina;KWW;50.370530,18.020954 50.491175,18.163368;50.4308525,18.092161;R1;2;59;wyższe ekonomiczne;4166;83.37;-1;Tak;5744;57;15889;277;gmw;1;M;R1;160505;ZIMERMAN Sybila Antonina;KWW Zgoda to Przyszłość;3422;62.70;3361.92;29
160201;gm. Baborów;Burmistrz Gminy Baborów;KRUPA Tomasz Jacek;KWW;50.089826,17.885433 50.218872,18.072638;50.154349,17.9790355;R2;2;36;wyższe;1200;52.08;-1;Tak;11703;117;6038;52;gmw;0;D;R2;160201;KIELSKA Elżbieta;KWW Nasza Gmina Baborów;1405;56.93;3393.66;57
160602;gm. Namysłów;Burmistrz Namysłowa;STAWIARSKI Bartłomiej Eugeniusz;PiS;50.973320,17.514296 51.194600,17.882778;51.08396,17.698537;R2;2;39;wyższe;5437;50.88;-1;Tak;29015;290;25936;89;gmw;0;D;R2;160602;KRUSZYŃSKI Julian;KW-PO;4409;54.57;3701.88;49
160503;gm. Strzeleczki;Wójt Gminy Strzeleczki;PIETRUSZKA Marek Jan;KWW;50.396618,17.751523 50.530175,17.941709;50.4633965,17.846616;R1;2;38;wyższe ekonomiczne;2140;68.24;-1;Tak;11737;118;7434;63;gw;1;D;R2;160503;PIETRUSZKA Marek Jan;KWW Marka Pietruszki;1375;54.67;3590.54;23
160203;gm. Głubczyce;Burmistrz Głubczyc;KRUPA Adam;KWW;50.097162,17.592686 50.324424,17.932222;50.210793,17.762454;R1;1;64;wyższe;5830;60.92;-1;Tak;29434;294;22527;77;gmw;1;M;R1;160203;KRUPA Adam;KWW Obywatelski Komitet Głubczyc;4827;53.13;3867.14;52
160604;gm. Świerczów;Wójt Gminy Świerczów;BEDNARZ Barbara Alina;Komitet wyborczy organizacji i stowarzyszeń;50.906993,17.654718 51.013514,17.916200;50.9602535,17.785459;R2;1;48;wyższe;984;60.04;-1;Tak;11035;110;3378;31;gw;0;D;R2;160604;GOSŁAWSKI Andrzej;KWW Przyjazny Samorząd;980;51.63;4214.31;34
160502;gm. Krapkowice;Burmistrz Krapkowic;KASIURA Andrzej;KWW;50.373479,17.871640 50.551778,18.041720;50.4626285,17.95668;R1;1;49;wyższe;4758;52.82;-1;Tak;9731;97;22866;235;gmw;1;D;R2;160502;KASIURA Andrzej;KWW Dla Krapkowic;4259;53.13;3551.29;23
160204;gm. Kietrz;Burmistrz Kietrza;PRZYSIĘŻNA - BATOR Dorota Iwona;KWW;49.976690,17.836910 50.143907,18.059209;50.0602985,17.9480595;R1;3;47;Wyższe;2546;54.85;-1;Tak;13963;140;11043;79;gmw;0;D;R2;160204;ŁOBOS Krzysztof Zygmunt;KWW Wspólne Dobro;2297;54.55;3841.31;67
160706;gm. Otmuchów;Burmistrz Otmuchowa;WOŹNIAK Jan Franciszek;KWW;50.341808,17.049110 50.542494,17.296873;50.442151,17.1729915;R1;3;65;Wyższe rolnicze;3579;57.87;-1;Tak;18740;187;13634;73;gmw;1;M;R1;160706;WOŹNIAK Jan Franciszek;KWW Jana Woźniaka;3214;58.76;3928.18;59
160702;gm. Kamiennik;Wójt Gminy Kamiennik;CEBRAT Kazimierz;Komitet wyborczy organizacji i stowarzyszeń;50.515238,17.061310 50.616340,17.244591;50.565789,17.1529505;R1;1;65;średnie;909;62.91;-1;Tak;8937;89;3523;39;gw;1;M;R1;160702;CEBRAT Kazimierz;Komitet Wyborczy Stowarzyszenie Forum Samorządowe 2002;1130;79.69;4594.39;56
160605;gm. Wilków;Wójt Gminy Wilków;ZDYB Bogdan Franciszek;Komitet wyborczy organizacji i stowarzyszeń;51.067087,17.544747 51.190520,17.740582;51.1288035,17.6426645;R1;2;55;Wyższe;956;50.72;-1;Tak;10074;101;4456;44;gw;1;M;R1;160605;ZDYB Bogdan Franciszek;KW-PSL;1141;59.18;4849.67;55
160701;gm. Głuchołazy;Burmistrz Głuchołaz;SZUPRYCZYŃSKI Edward Leonard;PO;50.251621,17.232262 50.411405,17.504836;50.331513,17.368549;R2;2;59;Wyższe;4276;57.40;-1;Tak;16807;168;23962;143;gmw;1;D;R2;160701;SZUPRYCZYŃSKI Edward Leonard;KW-PO;4449;55.74;3587.55;55
160601;gm. Domaszowice;Wójt Gminy Domaszowice;MEDYK Urszula Teresa;PiS;50.978749,17.771792 51.113980,17.952639;51.0463645,17.8622155;R1;2;67;wyższe;980;50.28;-1;Tak;11403;114;3635;32;gw;0;D;R2;160601;KOTARSKI Zenon;Koalicyjny Komitet Wyborczy SLD Lewica Razem;1071;51.34;3836.30;43
160704;gm. Łambinowice;Wójt Gminy Łambinowice;KARPIŃSKI Tomasz Włodzimierz;KWW;50.468228,17.431636 50.600594,17.658545;50.534411,17.5450905;R1;1;56;wyższe;2220;87.92%;305;Tak;12395;124;7602;61;gw;1;S;R1;160704;KARPIŃSKI Tomasz Włodzimierz;KW-PSL;2018;100.00;3863.82;31
160703;gm. Korfantów;Burmistrz Korfantowa;WÓJCIK Janusz Kazimierz;Komitet wyborczy organizacji i stowarzyszeń;50.394262,17.456028 50.575709,17.763026;50.4849855,17.609527;R1;1;53;wyższe;2654;92.80%;206;Tak;17953;180;8978;50;gmw;1;M;R1;160703;WÓJCIK Janusz Kazimierz;Komitet Wyborczy Stowarzyszenie Forum Samorządowe 2002;1949;54.61;3806.61;31
160705;gm. Nysa;Burmistrz Nysy;KOLBIARZ Kordian Jan;KWW;50.381150,17.214431 50.533530,17.484824;50.45734,17.3496275;R1;2;48;Wyższe;14063;61.90;-1;Tak;21767;218;57579;265;gmw;1;D;R2;160705;KOLBIARZ Kordian Jan;Komitet Wyborczy Stowarzyszenie Forum Samorządowe 2002;9538;58.59;3475.31;47
160708;gm. Pakosławice;Wójt Gminy Pakosławice;RACZYŃSKI Adam Piotr;KWW;50.508190,17.213579 50.585822,17.441039;50.547006,17.327309;R1;2;31;wyższe;1031;59.73;-1;Tak;7405;74;3542;48;gw;0;D;R2;160708;NOSAL Jarosław Kazimierz;Komitet Wyborczy Stowarzyszenie Forum Samorządowe 2002;705;50.00;3725.07;45
160707;gm. Paczków;Burmistrz Gminy Paczków;ROLKA Artur Piotr;KWW;50.401996,16.908078 50.488689,17.160718;50.4453425,17.034398;R1;2;41;wyższe ekonomiczne;3908;74.40;-1;Tak;7998;80;12770;160;gmw;1;D;R2;160707;ROLKA Artur Piotr;KWW Artura Rolki;2513;58.04;3698.13;68
160709;gm. Skoroszyce;Wójt Gminy Skoroszyce;DYBCZAK Barbara Alicja;KWW;50.547358,17.270327 50.669456,17.479883;50.608407,17.375105;R1;1;61;wyższe;1715;63.78;-1;Tak;10386;104;6229;60;gw;1;M;R1;160709;DYBCZAK Barbara Alicja;KWW Gminne Porozumienie Samorządowe;1300;51.77;3602.77;40
160901;gm. Chrząstowice;Wójt Gminy Chrząstowice;CIECIOR Florian Jan;KWW;50.609215,17.991726 50.704350,18.191129;50.6567825,18.0914275;R1;1;57;średnie;1883;85.98%;307;Tak;8235;82;6917;84;gw;1;M;R1;160901;CIECIOR Florian Jan;KWW Mniejszość Niemiecka;1231;58.23;3560.31;11
