teryt;gmina;urzad;kto;typk;bb;cc;tura;nrk;wiek;edu;glosy;glosyp;glosyn;wynik;areaH;areaKm;popThs;popKm;type;retention;typg14;tura14;teryt14;kto14;komitet14;glosy14;glosyp14;dochody2017;wdistkm
320704;gm. Międzyzdroje;Burmistrz Międzyzdrojów;BOBEK Mateusz Witold;KWW;53.772643,14.391693 53.987966,14.604353;53.8803045,14.498023;R2;1;32;wyższe;1245;58.07;-1;Tak;11438;114;6528;57;gmw;0;M;R1;320704;DOROSZ Leszek Tomasz;KWW Forum Samorządowe Międzyzdroje 2014;1239;52.10;8188.48;50
320301;gm. Czaplinek;Burmistrz Czaplinka;NARUSZEWICZ Marcin Piotr;KWW;53.421194,16.051917 53.693897,16.457906;53.5575455,16.2549115;R2;2;44;Wyższe;2468;60.00;-1;Tak;36484;365;11968;33;gmw;0;D;R2;320301;KOŚMIDER Adam Sylwester;KWW Stowarzyszenie Przyjaciół Czaplinka;2006;64.69;4367.21;113
320703;gm. Kamień Pomorski;Burmistrz Kamienia Pomorskiego;KURYŁŁO Stanisław;KWW;53.859369,14.659761 54.038325,14.991794;53.948847,14.8257775;R1;3;44;Średnie;3785;63.75;-1;Tak;20854;209;14354;69;gmw;1;D;R2;320703;KURYŁŁO Stanisław;KWW Nasza Gmina - Nasz Powiat;2938;52.04;3825.02;60
320302;gm. Drawsko Pomorskie;Burmistrz Drawska Pomorskiego;CZERWIŃSKI Krzysztof Jan;SLD;53.380944,15.647045 53.677428,15.966624;53.529186,15.8068345;R2;1;48;wyższe;3346;63.05;-1;Tak;34416;344;16252;47;gmw;0;M;R1;320302;PTAK Zbigniew;KWW Nasza Gmina Nasz Powiat - To My;3048;56.65;4528.76;83
320303;gm. Kalisz Pomorski;Burmistrz Kalisza Pomorskiego;GARBACZ Janusz;KWW;53.200979,15.584516 53.439180,16.076150;53.3200795,15.830333;R2;1;59;wyższe ekonomiczne;1712;53.70;-1;Tak;48087;481;7397;15;gmw;0;M;R1;320303;HYPKI Michał Robert;Koalicyjny Komitet Wyborczy SLD Lewica Razem;1600;51.10;6117.73;85
320306;gm. Złocieniec;Burmistrz Złocieńca;ZACHARZEWSKI Krzysztof Robert;KWW;53.418461,15.821107 53.651395,16.161010;53.534928,15.9910585;R2;2;46;wyższe;3137;52.88;-1;Tak;19491;195;15289;78;gmw;1;D;R2;320306;ZACHARZEWSKI Krzysztof Robert;KWW Lokalne Porozumienie Samorządowe;3014;51.97;3917.30;95
320102;gm. Białogard;Wójt Gminy Białogard;SMOLIŃSKI Jacek Wojciech;KWW;53.873690,15.754439 54.115228,16.183952;53.994459,15.9691955;R1;2;44;wyższe;1793;61.26;-1;Tak;32825;328;7682;23;gw;1;M;R1;320102;SMOLIŃSKI Jacek Wojciech;KWW Nowa Gmina Czas na Zmiany;1998;65.88;4642.08;111
320103;gm. Karlino;Burmistrz Karlina;MIŚKO Waldemar Włodzimierz;KWW;53.953831,15.720135 54.145655,15.952588;54.049743,15.8363615;R1;2;57;wyższe;2214;68.02;-1;Tak;14103;141;9182;65;gmw;1;M;R1;320103;MIŚKO Waldemar Włodzimierz;KWW Karlińskie Forum Samorządowe;1780;53.68;6320.12;108
320104;gm. Tychowo;Burmistrz Tychowa;FALANA Robert;KWW;53.808066,16.058665 54.042618,16.456955;53.925342,16.25781;R1;1;41;wyższe;1663;54.56;-1;Tak;35045;350;6809;19;gmw;1;D;R2;320104;FALANA Robert;Koalicyjny Komitet Wyborczy SLD Lewica Razem;1489;50.03;4720.91;124
320206;gm. Recz;Burmistrz Recza;ŁOŃSKI Wiesław;KWW;53.184137,15.451204 53.343908,15.698425;53.2640225,15.5748145;R2;1;57;wyższe;1077;51.98;-1;Tak;18037;180;5607;31;gmw;1;D;R2;320206;ŁOŃSKI Wiesław;KWW Wiesława Łońskiego Gmina Od Nowa;1113;55.40;4409.77;70
320201;gm. Bierzwnik;Wójt Gminy Bierzwnik;KOŁUDA Aneta Maria;KWW;52.976401,15.543661 53.139411,15.859988;53.057906,15.7018245;R1;2;43;wyższe;1088;50.16;-1;Tak;23906;240;4719;20;gw;0;D;R2;320201;BŁASZCZYK Adam;KWW Nowe Horyzonty;959;50.47;4331.17;86
320202;gm. Choszczno;Burmistrz Gminy Choszczno;ADAMCZYK Robert;KWW;53.091013,15.253990 53.254634,15.670427;53.1728235,15.4622085;R2;1;47;wyższe;4470;54.18;-1;Tak;24631;246;21824;89;gmw;1;M;R1;320202;ADAMCZYK Robert;KWW Centrum Samorządowe - Odrodzenie;4382;56.19;3909.73;66
320204;gm. Krzęcin;Wójt Gminy Krzęcin;BRZUSTOWICZ Bogdan Wojciech;KWW;52.987286,15.387340 53.133295,15.594852;53.0602905,15.491096;R1;1;52;Wyższe;1214;78.02;-1;Tak;14026;140;3775;27;gw;1;M;R1;320204;BRZUSTOWICZ Bogdan Wojciech;KWW Bogdana Wojciecha Brzustowicza Razem dla Gminy;1180;62.17;4490.74;74
320203;gm. Drawno;Burmistrz Gminy Drawno;CHMIELEWSKI Andrzej Wojciech;KWW;53.110001,15.606603 53.314108,16.037087;53.2120545,15.821845;R2;1;59;Wyższe;1235;55.88;-1;Tak;32091;321;5123;16;gmw;1;D;R2;320203;CHMIELEWSKI Andrzej Wojciech;KWW Porozumienie Dla Gminy Drawno;1105;61.59;4393.92;87
320205;gm. Pełczyce;Burmistrz Pełczyc;KLUK Mirosław Józef;PSL;52.941641,15.204913 53.135341,15.457562;53.038491,15.3312375;R1;1;61;wyższe;1641;63.33%;950;Tak;20072;201;7858;39;gmw;1;D;R2;320205;KLUK Mirosław Józef;KW-PSL;1613;62.67;4760.73;67
320402;gm. Goleniów;Burmistrz Gminy Goleniów;KRUPOWICZ Robert Wiesław;KWW;53.402980,14.597607 53.682622,14.990773;53.542801,14.79419;R1;3;51;wyższe;7358;53.10;-1;Tak;44280;443;35976;81;gmw;1;D;R2;320402;KRUPOWICZ Robert Wiesław;KW-PO;4998;54.40;5148.80;19
020302;gm. Głogów;Wójt Gminy Głogów;ZIMNY Bartłomiej Antoni;KWW;51.607547,16.031523 51.724086,16.227821;51.6658165,16.129672;R1;2;42;wyższe techniczne;1927;61.62;-1;Tak;8479;85;6663;79;gw;0;D;R2;020302;GNIEWOSZ Joanna;KWW JOANNY GNIEWOSZ;1717;61.74;4670.60;88
041810;gm. Lubanie;Wójt Gminy Lubanie;KRZYŻAŃSKA Larysa Katarzyna;KWW;52.665135,18.817123 52.782600,19.019442;52.7238675,18.9182825;R1;2;49;Wyższe;1731;77.07;-1;Tak;6941;69;4611;66;gw;1;D;R2;041810;KRZYŻAŃSKA Larysa Katarzyna;KWW Lubańska Wspólnota Samorządowa;1366;60.42;4275.18;75
040601;gm. Grudziądz;Wójt Gminy Grudziądz;RODZIEWICZ Andrzej Henryk;KWW;53.362205,18.596798 53.610794,18.892144;53.4864995,18.744471;R1;1;45;wyższe;3529;86.01;-1;Tak;16533;165;12621;76;gw;1;D;R2;040601;RODZIEWICZ Andrzej Henryk;KWW Andrzeja Rodziewicza Blisko Ludzi;2109;67.29;4837.11;64
041807;gm. Fabianki;Wójt Gminy Fabianki;SŁOMSKI Zbigniew;KWW;52.661324,19.000910 52.779447,19.189185;52.7203855,19.0950475;R1;1;52;wyższe;2942;81.90%;650;Tak;7584;76;10002;132;gw;1;D;R2;041807;SŁOMSKI Zbigniew;KWW Zaufanie, Współpraca, Sukces;2001;74.22;4107.63;86
040402;gm. Chełmno;Wójt Gminy Chełmno;WYPIJ Krzysztof Józef;KWW;53.260126,18.318035 53.431220,18.650798;53.345673,18.4844165;R1;1;54;wyższe;1500;83.71%;292;Tak;11371;113;5977;53;gw;1;S;R1;040402;WYPIJ Krzysztof Józef;KWW Samorządowa Gmina Chełmno;1243;100.00;4116.12;41
041404;gm. Jeżewo;Wójt Gminy Jeżewo;RAKOWICZ Maciej;KWW;53.460609,18.381949 53.612460,18.621801;53.5365345,18.501875;R1;1;40;wyższe;2555;92.57%;205;Tak;15646;156;8125;52;gw;0;D;R2;041404;PIKUŁA Mieczysław Walenty;KWW Kontynuacja;1617;59.89;4017.45;57
101609;gm. Tomaszów Mazowiecki;Wójt Gminy Tomaszów Mazowiecki;SZMIGIEL Franciszek Józef;KWW;51.419876,19.856217 51.591424,20.165263;51.50565,20.01074;R1;2;67;wyższe;2586;55.32;-1;Tak;14982;150;11068;74;gw;1;M;R1;101609;SZMIGIEL Franciszek Józef;KWW - Lepsza Przyszłość;2334;58.15;4575.50;49
101904;gm. Zduńska Wola;Wójt Gminy Zduńska Wola;STANIUCHA Henryk;KWW;51.557876,18.793893 51.686762,19.041649;51.622319,18.917771;R1;2;57;wyższe;3560;68.51;-1;Tak;11161;111;12154;109;gw;1;M;R1;101904;STANIUCHA Henryk;KWW H. Staniucha Gmina z Przyszłością;3273;77.97;3701.87;42
101202;gm. Dobryszyce;Wójt Gminy Dobryszyce;DZWONEK Małgorzata Agnieszka;KWW;51.104535,19.351639 51.200652,19.478652;51.1525935,19.4151455;R2;1;47;wyższe;1265;61.41;-1;Tak;5082;51;4393;86;gw;1;M;R1;101202;DZWONEK Małgorzata Agnieszka;KWW Małgorzaty Dzwonek;1482;69.12;4052.01;70
100507;gm. Łowicz;Wójt Gminy Łowicz;BARYLSKI Andrzej;PSL;52.033115,19.758474 52.175694,20.045796;52.1044045,19.902135;R1;1;59;wyższe;1829;55.04;-1;Tak;13315;133;7706;58;gw;1;M;R1;100507;BARYLSKI Andrzej;KW-PSL;1894;73.98;3763.71;47
100105;gm. Kluki;Wójt Gminy Kluki;KACZMARKIEWICZ Renata Janina;KWW;51.275009,19.154790 51.424112,19.324707;51.3495605,19.2397485;R2;1;45;średnie;1237;54.28;-1;Tak;11854;119;4328;37;gw;0;D;R2;100105;SIKORA Karol;KWW Budujmy Gminę Razem;991;53.68;3993.98;51
101212;gm. Radomsko;Wójt Gminy Radomsko;RADCZYC Roman Stanisław;KWW;50.992446,19.318581 51.129029,19.548682;51.0607375,19.4336315;R2;2;47;wyższe;1082;50.63;-1;Tak;8563;86;5636;66;gw;0;M;R1;101212;ZABOROWSKI Marian Henryk;KWW Mariana Zaborowskiego;1533;64.17;4181.00;80
100807;gm. Pabianice;Wójt Gminy Pabianice;WIECZOREK Marcin Artur;KWW;51.587652,19.186043 51.736966,19.456343;51.662309,19.321193;R2;2;40;wyższe;1712;54.47;-1;Tak;8769;88;7238;83;gw;0;M;R1;100807;GAJDA Henryk Adam;KWW Samorządowe Porozumienie Ludowe;1658;56.59;5072.82;17
060905;gm. Głusk;Wójt Gminy Głusk;ANASIEWICZ Jacek Zbigniew;KWW;51.128977,22.469974 51.213972,22.701571;51.1714745,22.5857725;R1;1;53;Wyższe;3143;65.10;-1;Tak;6425;64;10813;168;gw;1;M;R1;060905;ANASIEWICZ Jacek Zbigniew;KWW Wspólna Gmina;2445;60.97;4736.92;7
060705;gm. Kraśnik;Wójt Gminy Kraśnik;CHAPSKI Mirosław Stanisław;PSL;50.840981,22.129663 50.973009,22.339948;50.906995,22.2348055;R1;1;62;Wyższe;2069;70.54;-1;Tak;10466;105;7385;71;gw;1;M;R1;060705;CHAPSKI Mirosław Stanisław;KW-PSL;2278;75.93;3575.74;43
060605;gm. Krasnystaw;Wójt Gminy Krasnystaw;GAJOWIAK - POWROŹNIK Edyta;KWW;50.927255,23.006407 51.072683,23.314551;50.999969,23.160479;R2;2;44;Wyższe;1732;60.31;-1;Tak;15082;151;8679;58;gw;0;M;R1;060605;KORCZYŃSKI Janusz;KWW Janusza Korczyńskiego;1967;60.86;3674.56;49
062014;gm. Zamość;Wójt Gminy Zamość;GLIWIŃSKI Ryszard Mieczysław;KWW;50.617710,23.079340 50.789136,23.335204;50.703423,23.207272;R1;1;60;wyższe;6028;63.35;-1;Tak;19613;195;22958;117;gw;1;M;R1;062014;GLIWIŃSKI Ryszard Mieczysław;KWW Ryszarda Gliwińskiego Kandydata na Wójta Gminy Zamość;5424;64.03;3645.31;74
060808;gm. Michów;Wójt Gminy Michów;JANKOWSKI Janusz Antoni;PSL;51.466331,22.222236 51.606671,22.451503;51.536501,22.3368695;R2;2;59;wyższe;1706;55.62;-1;Tak;13599;136;5951;44;gw;1;M;R1;060808;JANKOWSKI Janusz Antoni;KW-PSL;1610;50.05;4603.95;37
060807;gm. Lubartów;Wójt Gminy Lubartów;KOPYŚĆ Krzysztof Grzegorz;KWW;51.356120,22.455410 51.545196,22.720338;51.450658,22.587874;R2;1;49;Wyższe;2270;55.60;-1;Tak;15870;158;11627;73;gw;1;M;R1;060807;KOPYŚĆ Krzysztof Grzegorz;KWW Krzysztofa Kopyścia;2335;50.60;4381.77;24
061902;gm. Hanna;Wójt Gminy Hanna;KOWALIK Grażyna Stanisława;KWW;51.621351,23.327914 51.780582,23.560355;51.7009665,23.4441345;R1;2;59;wyższe;995;63.66;-1;Tak;13929;139;2941;21;gw;1;D;R2;061902;KOWALIK Grażyna Stanisława;KWW Grażyny Kowalik;952;57.28;4092.18;80
061906;gm. Włodawa;Wójt Gminy Włodawa;SEMENIUK Dariusz Józef;PSL;51.387891,23.354823 51.674861,23.686405;51.531376,23.520614;R2;2;53;wyższe;1339;57.27;-1;Tak;24503;245;6058;25;gw;0;D;R2;061906;SAWICKI Tadeusz;KWW Tadeusza Sawickiego;1190;54.89;3989.86;74
120802;gm. Gołcza;Wójt Gminy Gołcza;BLACHA Lesław Czesław;KWW;50.258933,19.825290 50.398758,20.022639;50.3288455,19.9239645;R1;1;52;wyższe;1858;64.20;-1;Tak;9002;90;6122;68;gw;1;M;R1;120802;BLACHA Lesław Czesław;KWW Ruch Obywatelski dla Gminy Gołcza;1944;64.86;4103.49;31
120612;gm. Słomniki;Burmistrz Gminy Słomniki;KNAFEL Paweł Janusz;KWW;50.185549,19.995095 50.314655,20.178613;50.250102,20.086854;R1;1;54;wyższe;3487;71.48%;1391;Tak;11298;113;13677;121;gmw;1;M;R1;120612;KNAFEL Paweł Janusz;KWW Pawła Knafla;3049;68.83;4174.43;24
120705;gm. Kamienica;Wójt Gminy Kamienica;SADOWSKI Władysław Jan;KWW;49.534137,20.118685 49.642689,20.385638;49.588413,20.2521615;R1;1;53;wyższe;2451;77.51%;711;Tak;9518;95;7820;82;gw;1;M;R1;120705;SADOWSKI Władysław Jan;KWW STRAŻACY GMINY KAMIENICA;2148;63.46;4489.83;56
120102;gm. Bochnia;Wójt Gminy Bochnia;BZDEK Marek Edward;KWW;49.882683,20.300215 50.103923,20.534011;49.993303,20.417113;R1;1;49;Wyższe;5017;60.92;-1;Tak;13087;132;19744;151;gw;1;D;R2;120102;BZDEK Marek Edward;KWW Solidarny Samorząd;3980;55.19;4054.68;34
121609;gm. Tarnów;Wójt Gminy Tarnów;KOZIOŁ Grzegorz Marian;KWW;49.929913,20.873996 50.074977,21.169396;50.002445,21.021696;R1;1;54;wyższe;7250;65.02;-1;Tak;8272;83;25909;313;gw;1;S;R1;121609;KOZIOŁ Grzegorz Marian;KWW Porozumienie Samorządowe Gminy Tarnów;7431;100.00;3670.28;77
121205;gm. Olkusz;BMiG Olkusz;PIAŚNIK Roman;KWW;50.188999,19.492354 50.346646,19.685969;50.2678225,19.5891615;R2;2;69;Wyższe;11731;57.93;-1;Tak;15080;151;49309;327;gmw;1;D;R2;121205;PIAŚNIK Roman;KWW Roman Piaśnik-Wybierzmy Zmiany;7760;50.69;3540.83;35
121305;gm. Osiek;Wójt Gminy Osiek;JASIŃSKI Marek;KWW;49.915512,19.217145 49.975021,19.357597;49.9452665,19.287371;R1;1;53;wyższe prawnicze;3084;91.62%;282;Tak;4076;41;8233;202;gw;0;M;R1;121305;MIESZCZAK Jerzy;KWW Nasza Gmina Osiek;2750;80.65;3902.18;49
121002;gm. Chełmiec;Wójt Gminy Chełmiec;STAWIARSKI Bernard Adam;KWW;49.587517,20.554728 49.704369,20.828698;49.645943,20.691713;R1;4;58;Wyższe;7907;60.87;-1;Tak;11197;112;28216;252;gw;1;M;R1;121002;STAWIARSKI Bernard Adam;KWW Zgoda;6185;51.41;4747.49;70
121505;gm. Jordanów;Wójt Gminy Jordanów;KUDZIA Artur Andrzej;PiS;49.585459,19.716058 49.725039,19.912117;49.655249,19.8140875;R2;2;39;Wyższe;2130;61.51;-1;Tak;9245;92;11107;120;gw;0;M;R1;121505;PUDO Stanisław;KWW STRAŻACY;2271;53.60;4075.15;45
143304;gm. Liw;Wójt Gminy Liw;SZYMAŃSKI Bogusław;PiS;52.292624,21.886899 52.496526,22.142764;52.394575,22.0148315;R1;2;55;wyższe;1716;54.27;-1;Tak;16947;169;7462;44;gw;1;M;R1;143304;SZYMAŃSKI Bogusław;KWW Razem dla Wspólnego Dobra;1760;57.74;4177.36;70
140706;gm. Magnuszew;Wójt Gminy Magnuszew;DRAPAŁA Marek;PSL;51.683156,21.246952 51.861673,21.446902;51.7724145,21.346927;R2;1;53;wyższe;1808;53.65;-1;Tak;14106;141;6770;48;gw;1;D;R2;140706;DRAPAŁA Marek;KWW Wspólnota Samorządowa Gminy Magnuszew;2146;56.08;4801.71;52
142103;gm. Brwinów;Burmistrz Gminy Brwinów;KOSIŃSKI Arkadiusz;KWW;52.083731,20.630805 52.201154,20.823528;52.1424425,20.7271665;R1;1;46;wyższe techniczne;9894;83.37;-1;Tak;6926;69;26167;378;gmw;1;M;R1;142103;KOSIŃSKI Arkadiusz;KWW Arkadiusza Kosińskiego Dobro Wspólne;6964;72.67;5065.92;22
140313;gm. Wilga;Wójt Gminy Wilga;GŁASZCZKA Bogumiła;KWW;51.766500,21.275804 51.907151,21.502297;51.8368255,21.3890505;R2;1;51;wyższe;1400;65.42;-1;Tak;11840;118;5346;45;gw;0;D;R2;140313;SZYCHOWSKI Łukasz Mieczysław;KWW Dla Rozwoju Gminy Wilga;1293;52.75;3700.57;47
142807;gm. Sochaczew;Wójt Gminy Sochaczew;ORLIŃSKI Mirosław;PSL;52.149434,20.156360 52.282554,20.373582;52.215994,20.264971;R1;1;64;wyższe;2994;69.77;-1;Tak;9138;91;10757;118;gw;1;M;R1;142807;ORLIŃSKI Mirosław;KW-PSL;2681;76.58;4389.23;52
142306;gm. Przysucha;Burmistrz Gminy i Miasta w Przysusze;MATLAKIEWICZ Tomasz;KWW;51.231179,20.492627 51.442143,20.770377;51.336661,20.631502;R1;1;47;wyższe;3144;50.12;-1;Tak;18186;182;12027;66;gmw;0;D;R2;142306;TOMASIK Tadeusz;KWW Porozumienie Samorządowe;2756;57.62;3378.53;100
142507;gm. Kowala;Wójt Gminy w Kowali;BULSKI Dariusz;KWW;51.273612,20.998995 51.374916,21.192835;51.324264,21.095915;R2;1;48;wyższe;2840;57.10;-1;Tak;7468;75;12093;162;gw;0;D;R2;142507;OSIŃSKI Tadeusz Jerzy;KW-PSL;2710;55.44;3991.21;97
141201;m. Mińsk Mazowiecki;Burmistrz Miasta Mińsk Mazowiecki;JAKUBOWSKI Marcin Tomasz;PO;52.159923,21.509376 52.198041,21.603928;52.178982,21.556652;R1;1;43;wyższe prawnicze;11561;64.91;-1;Tak;1318;13;40399;3065;gm;1;M;R1;141201;JAKUBOWSKI Marcin Tomasz;KW-PO;7118;51.95;4245.91;36
140607;gm. Mogielnica;Burmistrz Gminy i Miasta w Mogielnicy;CHMIELEWSKI Sławomir;KWW;51.596926,20.619914 51.761295,20.814848;51.6791105,20.717381;R1;2;61;wyższe;2164;52.18;-1;Tak;14099;141;8802;62;gmw;1;D;R2;140607;CHMIELEWSKI Sławomir;KWW Razem dla Przyszłości;2028;55.00;3936.65;62
140702;gm. Głowaczów;Wójt Gminy w Głowaczowie;CZUBAJ Hubert;KWW;51.533039,21.202325 51.779613,21.438631;51.656326,21.320478;R2;1;36;wyższe;2016;57.45;-1;Tak;18584;186;7245;39;gw;0;D;R2;140702;MAŁAŚNICKI Józef Grzegorz;Komitet Wyborczy Praworządny Powiat Miasto i Gmina;2236;54.58;4718.17;64
161105;gm. Strzelce Opolskie;Burmistrz Strzelec Opolskich;GOC Tadeusz Franciszek;KWW;50.458276,18.094819 50.642448,18.485993;50.550362,18.290406;R1;2;68;wyższe;5488;51.60;-1;Tak;20253;203;30764;152;gmw;1;D;R2;161105;GOC Tadeusz Franciszek;KWW Spółdzielców Mała Ojczyzna;4145;61.00;3748.10;28
160504;gm. Walce;Wójt Gminy Walce;ŚMIECH Marek Paweł;KWW;50.342955,17.916428 50.434413,18.080429;50.388684,17.9984285;R1;1;32;Wyższe;1467;87.43%;211;Tak;6911;69;5494;79;gw;0;S;R1;160504;KUBATA Bernard Józef;KWW Mniejszość Niemiecka;1122;100.00;3341.33;31
181308;gm. Przemyśl;Wójt Gminy Przemyśl;HUK Andrzej Władysław;PiS;49.682964,22.590972 49.853895,22.874160;49.7684295,22.732566;R1;1;52;Wyższe;2622;59.55;-1;Tak;10843;108;10571;97;gw;1;D;R2;181308;HUK Andrzej Władysław;KW-PiS;2003;63.61;3839.62;60
181105;gm. Mielec;Wójt Gminy Mielec;PIĄTEK Józef Michał;PiS;50.223112,21.346384 50.368587,21.610774;50.2958495,21.478579;R1;2;58;wyższe;3605;64.27;-1;Tak;12272;123;13317;109;gw;1;D;R2;181105;PIĄTEK Józef Michał;KW-PiS;2370;52.64;3631.79;47
181101;m. Mielec;PrezM Mielca;WIŚNIEWSKI Jacek Andrzej;Komitet wyborczy organizacji i stowarzyszeń;50.230270,21.396058 50.330531,21.571271;50.2804005,21.4836645;R2;2;42;wyższe;12223;54.82;-1;Tak;4689;47;60628;1293;gm;0;D;R2;181101;KOZDĘBA Daniel Witold;Komitet Wyborczy RAZEM DLA ZIEMI MIELECKIEJ;9568;61.19;4229.18;46
180804;gm. Leżajsk;Wójt Gminy Leżajsk;SOBEJKO Krzysztof Bogusław;KWW;50.163827,22.233445 50.343321,22.608885;50.253574,22.421165;R1;2;51;wyższe;6460;77.33;-1;Tak;19889;199;20269;102;gw;1;M;R1;180804;SOBEJKO Krzysztof Bogusław;KWW Dalej Razem;5843;72.16;4152.12;37
180504;gm. Jasło;Wójt Gminy Jasło;PIĘKOŚ Wojciech Jacek;PiS;49.671857,21.347172 49.797944,21.650976;49.7349005,21.499074;R1;2;52;wyższe;3745;54.06;-1;Tak;9307;93;16331;175;gw;0;D;R2;180504;PANKIEWICZ Stanisław Leon;KWW Wspólnota Samorządowa Gminy Jasło;3075;58.32;3497.86;51
180304;gm. Dębica;Wójt Gminy Dębica;ROKOSZ Stanisław Józef;KWW;49.948354,21.325508 50.168626,21.567961;50.05849,21.4467345;R2;2;68;wyższe;5846;55.34;-1;Tak;13790;138;25766;187;gw;1;M;R1;180304;ROKOSZ Stanisław Józef;KWW Nasza Gmina Dębica;6314;69.31;4066.01;41
180404;gm. Jarosław;Wójt Gminy Jarosław;KAŁAMARZ Roman;KWW;49.954055,22.582489 50.140900,22.847389;50.0474775,22.714939;R1;3;67;wyższe;3259;61.46;-1;Tak;11348;113;13192;116;gw;1;S;R1;180404;KAŁAMARZ Roman;KW-PSL;3918;100.00;3562.23;50
200902;gm. Giby;Wójt Gminy Giby;BAGIŃSKI Robert;KWW;53.894213,23.079925 54.095293,23.515756;53.994753,23.2978405;R1;1;35;wyższe;962;62.02;-1;Tak;32320;323;2757;9;gw;0;D;R2;200902;KRAMNICZ Jan;Komitet Wyborczy Stowarzyszenie Sołtysów Powiatu Sejneńskiego;870;55.88;4418.38;96
226201;m. Gdynia;PrezM Gdyni;SZCZUREK Wojciech Bogusław;KWW;54.422750,18.357981 54.584478,18.569123;54.503614,18.463552;R1;4;54;wyższe prawnicze;75691;67.88;-1;Tak;13514;135;246306;1823;mm;1;M;R1;226201;SZCZUREK Wojciech Bogusław;KWW Samorządność Komitet Wojciecha Szczurka;67984;79.01;5715.62;19
247901;m. Żory;PrezM Żory;SOCHA Waldemar Andrzej;KWW;49.996298,18.600549 50.081256,18.776223;50.038777,18.688386;R2;2;55;wyższe;10933;54.98;-1;Tak;6464;65;62243;963;mm;1;D;R2;247901;SOCHA Waldemar Andrzej;KWW Żorskie Porozumienie i Waldemar Socha;8099;52.90;4819.43;32
240206;gm. Jaworze;Wójt Gminy Jaworze;OSTAŁKIEWICZ Radosław Grzegorz;KWW;49.744151,18.906345 49.809415,18.976639;49.776783,18.941492;R1;1;39;wyższe;3251;93.42%;229;Tak;2113;21;7231;342;gw;1;M;R1;240206;OSTAŁKIEWICZ Radosław Grzegorz;KWW Zdzisława Byloka Jaworze Zdrój;1959;62.87;4525.22;53
240414;gm. Przyrów;Wójt Gminy Przyrów;NOWAK Robert Tomasz;PSL;50.724740,19.422239 50.837860,19.598296;50.7813,19.5102675;R1;2;49;wyższe;1189;73.30;-1;Tak;8040;80;3804;47;gw;1;M;R1;240414;NOWAK Robert Tomasz;KW-PSL;1076;68.71;4249.53;69
240406;gm. Koniecpol;BMiG Koniecpol;SULIGA Ryszard;KWW;50.713209,19.587353 50.865970,19.832163;50.7895895,19.709758;R1;4;57;wyższe;2893;68.82;-1;Tak;14662;147;9605;66;gmw;1;D;R2;240406;SULIGA Ryszard;KWW Ryszarda Suligi;2020;52.28;3943.18;78
240410;gm. Mstów;Wójt Gminy Mstów;GĘSIARZ Tomasz Sławomir;KWW;50.775797,19.193182 50.875065,19.453458;50.825431,19.32332;R1;1;38;wyższe;4390;85.18;-1;Tak;11957;120;10785;90;gw;1;M;R1;240410;GĘSIARZ Tomasz Sławomir;KWW Zadbajmy o Przyszłość;2965;54.81;3575.30;68
240105;gm. Mierzęcice;Wójt Gminy Mierzęcice;PODLEJSKI Grzegorz Jerzy;KWW;50.385818,19.063780 50.504691,19.200294;50.4452545,19.132037;R1;2;57;wyższe;2097;59.90;-1;Tak;4943;49;7691;156;gw;1;M;R1;240105;PODLEJSKI Grzegorz Jerzy;KWW Grzegorza Podlejskiego;1886;58.10;3676.48;24
240506;gm. Sośnicowice;Burmistrz Sośnicowic;KOŁODZIEJ Leszek Jerzy;KWW;50.195454,18.393540 50.336708,18.597325;50.266081,18.4954325;R1;1;59;wyższe;2947;76.31;-1;Tak;11650;116;8821;76;gmw;0;M;R1;240506;STRONCZEK Marcin Antoni;KWW Porozumienie Mieszkańców Powiatu Gliwickiego;1563;50.29;4493.47;36
240504;gm. Pilchowice;Wójt Gminy Pilchowice;GOGULLA Maciej Wojciech;KWW;50.172618,18.486953 50.264459,18.641957;50.2185385,18.564455;R1;1;41;wyższe prawnicze;4244;91.96%;371;Tak;6983;70;11838;170;gw;1;D;R2;240504;GOGULLA Maciej Wojciech;KWW Siedem Sołectw Jedna Gmina;2651;58.50;3717.20;31
241001;gm. Goczałkowice-Zdrój;Wójt Gminy Goczałkowice-Zdrój;PLACHA Gabriela Anna;KWW;49.892554,18.771071 49.962313,19.001521;49.9274335,18.886296;R1;2;50;wyższe;1997;67.13;-1;Tak;4739;47;6736;142;gw;1;M;R1;241001;PLACHA GABRIELA ANNA;KWW Mieszkańców Goczałkowic-Zdroju;1723;60.52;5699.94;37
260106;gm. Stopnica;BMiG Stopnica;ZYCH Ryszard;KWW;50.400656,20.810241 50.552468,21.035096;50.476562,20.9226685;R1;2;67;średnie;2419;68.03;-1;Tak;12596;125;7664;61;gmw;1;M;R1;260106;ZYCH Ryszard;KWW Najlepsza Gmina Stopnica;2143;52.98;4282.26;50
261207;gm. Staszów;BMiG Staszów;KOPEĆ Leszek Marek;PiS;50.494090,21.047853 50.648228,21.411321;50.571159,21.229587;R1;1;46;Wyższe ekonomiczne;7526;65.25;-1;Tak;22752;228;25897;114;gmw;1;D;R2;261207;KOPEĆ Leszek Marek;KW-PiS;7690;70.21;3789.13;55
