tryb;runda;teryt;kto;komitet;glosy;prc;glosyN;wynik
M;R1;281701;GÓRSKA Danuta;Komitet Wyborczy Polskie Stronnictwo Ludowe;4105;45.46;;DR
M;R1;281701;ŻUCHOWSKI Henryk;Komitet Wyborczy Prawo i Sprawiedliwość;2109;23.36;;DR
M;R1;281701;SZEWCZAK Wojciech Piotr;Komitet Wyborczy Wyborców Wojciecha Piotra Szewczaka;1471;16.29;;Nie
M;R1;281701;CHMIELIŃSKI Igor;Komitet Wyborczy Platforma Obywatelska RP;1344;14.89;;Nie
M;R1;281702;SZYDLIK Marianna Bogusława;Komitet Wyborczy Wyborców "Gmina To My Wszyscy";1715;55.45;;Tak
M;R1;281702;WIERZUK Czesław;Komitet Wyborczy Polskie Stronnictwo Ludowe;1378;44.55;;DR
M;R1;281703;AMBROZIAK Sławomir;Komitet Wyborczy Wyborców Razem Dla Gminy Jedwabno;645;37.92;;DR
M;R1;281703;OTULAKOWSKI Krzysztof Jan;Komitet Wyborczy Wyborców Czas na Gospodarza;550;32.33;;DR
M;R1;281703;BUDNY Włodzimierz Ignacy;Komitet Wyborczy Wyborców Nasza Gmina Jedwabno;303;17.81;;Nie
M;R1;281703;WOROBIEJ Szczepan;Komitet Wyborczy Prawo i Sprawiedliwość;114;6.70;;Nie
M;R1;281703;DUNAJSKI Daniel Karol;Komitet Wyborczy Stowarzyszenie "Razem dla Mieszkańców";89;5.23;;Nie
M;R1;281704;ŁACHMAŃSKI Cezary;Komitet Wyborczy Wyborców "Nasza Ziemia Pasymska";838;33.56;;DR
M;R1;281704;MIUS Bernard Piotr;Komitet Wyborczy Wyborców Bernarda Miusa - Razem dla Pasymia;638;25.55;;DR
M;R1;281704;TAŃSKA Marianna;Komitet Wyborczy Wyborców Marianny Tańskiej;483;19.34;;Nie
M;R1;281704;KOBYLIŃSKA Lucyna;Komitet Wyborczy Wyborców Lucyna Kobylińska;443;17.74;;Nie
M;R1;281704;JANUSZEWSKA Irena;Komitet Wyborczy Platforma Obywatelska RP;95;3.80;;Nie
M;R1;281705;KUDRZYCKI Zbigniew;Komitet Wyborczy Stowarzyszenie "Wspólnota Samorządowa Powiatu Szczycieńskiego" w Szczytnie;1559;60.66;;Tak
M;R1;281705;ZAPERT Józef;Komitet Wyborczy Wyborców "Samorządna Gmina";634;24.67;;DR
M;R1;281705;DZIERLATKA Mieczysław;Komitet Wyborczy Prawo i Sprawiedliwość;197;7.67;;Nie
M;R1;281705;DĄBKOWSKA Helena;Komitet Wyborczy Wyborców Heleny Dąbkowskiej;180;7.00;;Nie
M;R1;281706;WOJCIECHOWSKI Sławomir;Komietet Wyborczy Wyborców Niezależni;3918;81.98;;Tak
M;R1;281706;ŁYSZKOWSKI Sławomir;Komitet Wyborczy Stowarzyszenie "Razem dla Mieszkańców";568;11.89;;DR
M;R1;281706;CZAPLICKI Jarosław;Komitet Wyborczy Prawo i Sprawiedliwość;293;6.13;;Nie
M;R1;281707;KOŁAKOWSKA Alicja;Komitet Wyborczy Stowarzyszenie "Wspólnota Samorządowa Powiatu Szczycieńskiego" w Szczytnie;1461;59.01;;Tak
M;R1;281707;PABICH Janusz Sylwester;Komitet Wyborczy Wyborców Nasza Gmina-Nasz Dom;901;36.39;;DR
M;R1;281707;KANIUKA Stanisław;Komitet Wyborczy Prawo i Sprawiedliwość;114;4.60;;Nie
M;R1;281708;ZAPADKA Grzegorz;Komitet Wyborczy Wyborców Czas na Wielbark;1495;57.59;;Tak
M;R1;281708;OLENDER Ula Wanda;Komitet Wyborczy Wyborców - Aktywni Mieszkańcy Wielbarka;924;35.59;;DR
M;R1;281708;SŁAWSKI Zbigniew Włodzimierz;Komitet Wyborczy Wyborców Czas na Zmiany;177;6.82;;Nie
M;R1;281801;SOBUTA Jan;Komitet Wyborczy Wyborców "Wspólna Sprawa" Gminy Banie Mazurskie;385;21.69;;DR
M;R1;281801;KULIŚ Łukasz;Komitet Wyborczy Wyborców Rozważne Rządzenie;341;19.21;;DR
M;R1;281801;ŚWIERZBIN Stanisław Konstanty;Komitet Wyborczy Wyborców Gospodarność Rozwój Uczciwość;317;17.86;;Nie
M;R1;281801;KOKOLUS Krystyna;Komitet Wyborczy Wyborców Nasza Gmina Banie Mazurskie;313;17.63;;Nie
M;R1;281801;BUDZIŃSKA Beata Agnieszka;Komitet Wyborczy Wyborców Czas na Zmiany i Rozwój Naszej Gminy;308;17.35;;Nie
M;R1;281801;PŁATOSZ Edyta Mieczysława;Komitet Wyborczy Wyborców "Wybierz Nową Perspektywę";111;6.25;;Nie
S;R1;281802;ZIELIŃSKI Ryszard;Komitet Wyborczy Wyborców Ryszarda Zielińskiego;700;100.00;;Tak
M;R1;281803;LUTO Tomasz Rafał;Komitet Wyborczy Wyborców Nasza Gołdap;4016;55.34;;Tak
M;R1;281803;MIROS Marek Aleksander;Komitet Wyborczy Wyborców "Gołdap Razem";3241;44.66;;DR
S;R1;281901;MARKIEWICZ Józef;Komitet Wyborczy Wyborców "Budry 2014";725;100.00;;Tak
M;R1;281902;MOHYŁA Bohdan;Komitet Wyborczy Wyborców Bohdana Mohyły;728;46.64;;DR
M;R1;281902;NOWACKI Robert Krzysztof;Komitet Wyborczy Wyborców Roberta Nowackiego;431;27.61;;DR
M;R1;281902;SUPRANOWICZ Marzenna Jolanta;Komitet Wyborczy Wyborców Gmina - Wspólne Dobro;402;25.75;;Nie
M;R1;281903;PIWOWARCZYK Krzysztof Andrzej;Komitet Wyborczy Wyborców Krzysztofa Piwowarczyka;2397;41.95;;DR
M;R1;281903;SZAŁKO Agnieszka;Komitet Wyborczy Wyborców Agnieszki Szałko;1382;24.19;;DR
M;R1;281903;DAWCEWICZ Barbara;Komitet Wyborczy Wyborców Barbary Dawcewicz Aktywne Miasto;807;14.12;;Nie
M;R1;281903;ZAWADKA Marek;Komitet Wyborczy Prawo i Sprawiedliwość;588;10.29;;Nie
M;R1;281903;ANCHIM Władysław;Komitet Wyborczy Wyborców Władysława Anchima;540;9.45;;Nie
M;R1;286101;WILK Jerzy Zbigniew;Komitet Wyborczy Prawo i Sprawiedliwość;12567;37.25;;DR
M;R1;286101;WRÓBLEWSKI Witold  Marek;Komitet Wyborczy Wyborców WITOLDA WRÓBLEWSKIEGO;10461;31.01;;DR
M;R1;286101;SZWED Edmund;Komitet Wyborczy Wyborców "Obywatelski Elbląg";4145;12.29;;Nie
M;R1;286101;NOWAK Janusz Dariusz;Koalicyjny Komitet Wyborczy SLD Lewica Razem;3385;10.03;;Nie
M;R1;286101;BALBUZA Cezary;Komitet Wyborczy Wyborców ELBLĄSKA KOALICJA OBYWATELSKA;1272;3.77;;Nie
M;R1;286101;GRABOWSKI Robert Marek;Komitet Wyborczy Wyborców ELBLĄŻANIE RAZEM;1114;3.30;;Nie
M;R1;286101;MEGER Adrian Franciszek;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;791;2.34;;Nie
M;R1;286201;MAŁKOWSKI Czesław Jerzy;Komitet Wyborczy Wyborców Czesława Jerzego Małkowskiego;24340;39.53;;DR
M;R1;286201;GRZYMOWICZ Piotr  Władysław;Komitet Wyborczy Wyborców Piotra Grzymowicza;15636;25.40;;DR
M;R1;286201;ARENT Iwona Ewa;Komitet Wyborczy Prawo i Sprawiedliwość;6960;11.30;;Nie
M;R1;286201;WASILEWSKA Anna;Komitet Wyborczy Platforma Obywatelska RP;6604;10.73;;Nie
M;R1;286201;RYŃSKI Andrzej Wiesław;Komitet Wyborczy Wyborców Andrzeja Ryńskiego "Olsztyn przyjazny ludziom";4595;7.46;;Nie
M;R1;286201;ADAMCZYK Marcin Krzysztof;Komitet Wyborczy Polskie Stronnictwo Ludowe;1857;3.02;;Nie
M;R1;286201;MACIEJEWSKI Andrzej;Komitet Wyborczy Nowa Prawica — Janusza Korwin-Mikke;1575;2.56;;Nie
M;R1;300101;GURSZ Jacek Ryszard;Komitet Wyborczy Platforma Obywatelska RP;3365;46.68;;DR
M;R1;300101;BIDZIŃSKI Wiesław Aleksander;Komitet Wyborczy Wyborców Pokochajmy Nową Chodzież;2054;28.50;;DR
M;R1;300101;MICHALSKI Andrzej Mirosław;Komitet Wyborczy Wyborców Andrzeja Michalskiego Nasza Chodzież;623;8.64;;Nie
M;R1;300101;GÓRZNA Krystyna Jadwiga;Komitet Wyborczy Wyborców Wspólnie Budujemy;598;8.30;;Nie
M;R1;300101;PRUKAŁA Mariusz;Komitet Wyborczy Wyborców Lokalna Inicjatywa dla Chodzieży;568;7.88;;Nie
S;R1;300102;SOKOŁOWSKI Marcin;Komitet Wyborczy Wyborców Forum Samorządowo Ludowe;2515;100.00;;Tak
S;R1;300103;SZEJNER Kamila Maria;Komitet Wyborczy Wyborców Nasza Gmina-Naszą Szansą;1841;100.00;;Tak
M;R1;300104;PIECHOCKI Janusz Andrzej;Komitet Wyborczy Wyborców Janusza Piechockiego;2047;60.87;;Tak
M;R1;300104;GORKOWSKI Tomasz;Komitet Wyborczy Wyborców Forum Samorządowo Ludowe;1105;32.86;;DR
M;R1;300104;WENDLAND Michał;Komitet Wyborczy Wyborców Nasze Miasto Nasza Gmina;211;6.27;;Nie
M;R1;300105;KUCNER Eugeniusz Wiktor;Komitet Wyborczy Wyborców Forum Samorządowo Ludowe;1817;69.91;;Tak
M;R1;300105;BEMBNISTA Bogdan Franciszek;Komitet Wyborczy Prawo i Sprawiedliwość;782;30.09;;DR
S;R1;300201;STRUGAŁA Franciszek;Komitet Wyborczy Wyborców Jutro dla Czarnkowa;2899;100.00;;Tak
M;R1;300202;CHWARŚCIANEK Bolesław Leon;Komitet Wyborczy Wyborców Gminne Porozumienie Samorządowe;2222;53.92;;Tak
M;R1;300202;CHYŻY Krzysztof;Komitet Wyborczy Wyborców Czas Na Zmiany;1899;46.08;;DR
S;R1;300203;TCHóRZKA Marek Tadeusz;Komitet Wyborczy Wyborców Zrównoważony Rozwój Gminy Drawsko;1758;100.00;;Tak
M;R1;300204;JASIEWICZ Zygmunt;Komitet Wyborczy Wyborców Wspólna Sprawa dla Krzyża Wlkp.;1742;58.01;;Tak
M;R1;300204;DROGOMIRECKI Marek Marian;Komitet Wyborczy Wyborców Dla Krzyża Wlkp.;854;28.44;;DR
M;R1;300204;PTAK Adam Zbigniew;Komitet Wyborczy Wyborców Rodzinna Gmina;407;13.55;;Nie
M;R1;300205;FILODA Marcin;Komitet Wyborczy Wyborców Lepsze Jutro dla Gminy Lubasz;1435;41.31;;DR
M;R1;300205;GRACZYK Jan Stefan;Komitet Wyborczy Polskie Stronnictwo Ludowe;960;27.63;;DR
M;R1;300205;JAHNS Zbigniew Kazimierz;Komitet Wyborczy Wyborców Ludzie z Inicjatywą;870;25.04;;Nie
M;R1;300205;ZANDON Mariusz Artur;Komitet Wyborczy Wyborców Dla Dobra Gminy;209;6.02;;Nie
M;R1;300206;POCHYLUK Stanisław;Komitet Wyborczy Wyborców Samorządność;1867;79.38;;Tak
M;R1;300206;RAJEK Janusz;Komitet Wyborczy Polskie Stronnictwo Ludowe;485;20.62;;DR
M;R1;300207;CZARNECKI Krzysztof Władysław;Komitet Wyborczy Wyborców Krzysztofa Władysława Czarneckiego;6270;81.80;;Tak
M;R1;300207;DOPIERALSKA Ewa;Komitet Wyborczy Wyborców Nowa Trzcianka;1395;18.20;;DR
M;R1;300208;RYBARCZYK Elżbieta;Komitet Wyborczy Polskie Stronnictwo Ludowe;2143;44.35;;DR
M;R1;300208;STOCHAJ Zbigniew;Komitet Wyborczy Wyborców Czas Demokracji;1606;33.24;;DR
M;R1;300208;WAŚKO Piotr Roman;Komitet Wyborczy Platforma Obywatelska RP;686;14.20;;Nie
M;R1;300208;PIEŚCIKOWSKI Sławomir Krzysztof;Komitet Wyborczy Prawo i Sprawiedliwość;397;8.22;;Nie
M;R1;300301;OSTROWSKI Krzysztof Jan;Komitet Wyborczy Prawo i Sprawiedliwość;8378;35.90;;DR
M;R1;300301;BUDASZ Tomasz Jakub;Komitet Wyborczy Platforma Obywatelska RP;7542;32.32;;DR
M;R1;300301;KOWALSKI Jacek Wojciech;Koalicyjny Komitet Wyborczy SLD Lewica Razem;7415;31.78;;Nie
M;R1;300302;SZYMANEK Tadeusz Józef;Komitet Wyborczy Wyborców Twoje Lepsze Jutro;1538;53.42;;Tak
M;R1;300302;GRYCHOWSKA Danuta Elżbieta;Komitet Wyborczy Wyborców W Naszych Rękach;1341;46.58;;DR
M;R1;300303;LEMAN Włodzimierz Stanisław;Komitet Wyborczy Polskie Stronnictwo Ludowe;2024;52.34;;Tak
M;R1;300303;MAKOHOŃSKI Marcin Szymon;Komitet Wyborczy Prawo i Sprawiedliwość;985;25.47;;DR
M;R1;300303;KRYŚCIAK Henryk  Marian;Komitet Wyborczy Wyborców Przyjazna Gmina Gniezno;858;22.19;;Nie
S;R1;300304;BĄKOWSKI Tadeusz Franciszek;Komitet Wyborczy Wyborców Wspólne Dobro Gmina Kiszkowo;1530;100.00;;Tak
M;R1;300305;SERWATKA Adam Władysław;Komitet Wyborczy Wyborców Adama Serwatki;1653;47.89;;DR
M;R1;300305;GIŻYCKI January Wojciech;Komitet Wyborczy Wyborców Samorządna Gmina Kłecko;732;21.21;;DR
M;R1;300305;SZCZEPAŃSKI Mieczysław Michał;Komitet Wyborczy Wyborców Gospodarna Gmina Kłecko;544;15.76;;Nie
M;R1;300305;MIARA Dariusz Andrzej;Koalicyjny Komitet Wyborczy SLD Lewica Razem;294;8.52;;Nie
M;R1;300305;BOROWIAK Bartosz;Komitet Wyborczy Wyborców Kłecko Twoja Gmina;229;6.63;;Nie
S;R1;300306;ŁOZOWSKI Andrzej Bernard;Komitet Wyborczy Wyborców Samorządność i Gospodarność Gminy Łubowo;1949;100.00;;Tak
S;R1;300307;KAMIŃSKI Janusz;Komitet Wyborczy Wyborców Porozumienie;890;100.00;;Tak
M;R1;300308;ZAMIAR Eugeniusz;Komitet Wyborczy Wyborców Wspólne Dobro-Gmina Niechanowo;1616;74.95;;Tak
M;R1;300308;KRAWCZYK Wojciech;Komitet Wyborczy Stowarzyszenie "Wielkopolanie";540;25.05;;DR
M;R1;300309;DEREZIŃSKI Krzysztof Paweł;Komitet Wyborczy Stowarzyszenie "Wielkopolanie";1875;37.69;;DR
M;R1;300309;GOTOWAŁA Marek Krzysztof;Komitet Wyborczy Wyborców Ziemia Gnieźnieńska-Gniezno XXI;1296;26.05;;DR
M;R1;300309;PIECHOWIAK Paweł;Komitet Wyborczy Wyborców "Odwaga-Wiarygodność-Kompetencja"";880;17.69;;Nie
M;R1;300309;SZAPOWAŁ Krzysztof Jan;Komitet Wyborczy Wyborców Ponad Podziałami;778;15.64;;Nie
M;R1;300309;WALCZAK Marek Filip;Komitet Wyborczy Wyborców Władza dla Społeczeństwa;146;2.93;;Nie
M;R1;300310;SZKUDLAREK Krzysztof;Komitet Wyborczy Wyborców Samorządna Gmina Witkowo;3422;70.40;;Tak
M;R1;300310;SIP Grzegorz;Komitet Wyborczy Wyborców Przyszłość Gminy;1146;23.58;;DR
M;R1;300310;SŁAWIŃSKA Józefina;Komitet Wyborczy Wyborców Korona;293;6.03;;Nie
M;R1;300401;ROŻEK Marek;Komitet Wyborczy Wyborców Marka Rożka;2036;57.71;;Tak
M;R1;300401;SIKORA Janusz Wojciech;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;1492;42.29;;DR
M;R1;300402;KULAK Jerzy Jakub;Komitet Wyborczy Wyborców Jerzego Kulaka;8272;78.08;;Tak
M;R1;300402;MARCINKOWSKI Robert;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;2322;21.92;;DR
M;R1;300403;CZWOJDA Sebastian;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;3019;71.40;;Tak
M;R1;300403;CEBULSKI Marek Józef;Komitet Wyborczy Wyborców "Nasza Ziemia";1209;28.60;;DR
M;R1;300404;KRYSICKI Stanisław;Komitet Wyborczy Wyborców "Ziemia Pępowska";1640;61.38;;Tak
M;R1;300404;PTAK Jerzy Wojciech;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;1032;38.62;;DR
M;R1;300405;GLAPKA Wiesław Tadeusz;Komitet Wyborczy Wyborców SKW Samorządowa Koalicja Współpracy;2175;56.13;;Tak
M;R1;300405;MAĆKOWIAK Arkadiusz Stanisław;Komitet Wyborczy Wyborców Arkadiusza Maćkowiaka;866;22.35;;DR
M;R1;300405;CELKA Robert;Komitet Wyborczy Wyborców Nasz Cel;834;21.52;;Nie
M;R1;300406;CURYK Piotr;Komitet Wyborczy Polskie Stronnictwo Ludowe;1322;66.07;;Tak
M;R1;300406;CIOSEK Paweł Marian;Komitet Wyborczy Wyborców "Ziemia Pogorzelska";679;33.93;;DR
S;R1;300407;WIDYŃSKI Jacek;Komitet Wyborczy Wyborców "Nasza Gmina Poniec";2386;100.00;;Tak
S;R1;300501;KACZMAREK Zbigniew Jan;Komitet Wyborczy Wyborców Zbigniewa Kaczmarka;1236;100.00;;Tak
M;R1;300502;SZYMAŃSKI Henryk;Komitet Wyborczy Wyborców Henryka Szymańskiego;4854;72.74;;Tak
M;R1;300502;JAJCZYK Roman Jan;Komitet Wyborczy Wyborców Wspólny Grodzisk;1304;19.54;;DR
M;R1;300502;KACZMAREK Andrzej Bolesław;Komitet Wyborczy Wyborców Andrzeja Kaczmarka;515;7.72;;Nie
M;R1;300503;HALASZ Piotr Andrzej;Komitet Wyborczy Wyborców "Wspólna Gmina";1937;77.14;;Tak
M;R1;300503;GóRNY Sławomir Jan;Komitet Wyborczy Platforma Obywatelska RP;574;22.86;;DR
M;R1;300504;TOMIAK Gerard Szymon;Komitet Wyborczy Wyborców Dla Każdego - dla Wszystkich;3667;78.02;;Tak
M;R1;300504;DOLATA Tomasz Kazimierz;Komitet Wyborczy Wyborców "Tomasz Dolata - Gmina dla Ciebie";1033;21.98;;DR
M;R1;300505;KOZŁOWSKA Honorata;Komitet Wyborczy Wyborców Honoraty Kozłowskiej;2142;69.73;;Tak
M;R1;300505;ŁANIECKI Adam Józef;Komitet Wyborczy Ochotnicza Straż Pożarna Wielichowo;692;22.53;;DR
M;R1;300505;CICHY Hieronim;Komitet Wyborczy Platforma Obywatelska RP;238;7.75;;Nie
M;R1;300601;STRUGAŁA Dariusz Antoni;Komitet Wyborczy Wyborców "Przymierze Samorządowe na Rzecz Rozwoju Ziemi Jaraczewskiej";2135;57.15;;Tak
M;R1;300601;OCHLIŃSKI Tomasz;Komitet Wyborczy Wyborców Tomasza Ochlińskiego;897;24.01;;DR
M;R1;300601;KOŁEK Paweł Antoni;Komitet Wyborczy Prawo i Sprawiedliwość;704;18.84;;Nie
M;R1;300602;PAWLICKI Adam Michał;Komitet Wyborczy Stowarzyszenie Ziemia Jarocińska;9589;53.56;;Tak
M;R1;300602;MARTUZALSKI Stanisław Franciszek;Komitet Wyborczy Wyborców Stanisława Martuzalskiego;5015;28.01;;DR
M;R1;300602;SZYMKOWIAK Katarzyna Małgorzata;Komitet Wyborczy Polskie Stronnictwo Ludowe;1847;10.32;;Nie
M;R1;300602;WALCZAK Jerzy Janusz;Komitet Wyborczy Wyborców-Jerzego Janusza Walczaka;757;4.23;;Nie
M;R1;300602;KRAWIEC Janusz Marian;Komitet Wyborczy Prawo i Sprawiedliwość;694;3.88;;Nie
M;R1;300603;PATERCZYK Mirosław;Komitet Wyborczy Wyborców "Nowa Gmina";1757;55.11;;Tak
M;R1;300603;MOCH Czesław Jakub;Komitet Wyborczy Wyborców "Przyjazna Gmina Kotlin";1431;44.89;;DR
M;R1;300604;JĘDRASZCZYK Jacek Marek;Komitet Wyborczy Wyborców "Żerków-Samorządna Gmina";1725;40.44;;DR
M;R1;300604;KMIEĆ Jacek Paweł;Komitet Wyborczy Wyborców Aktywna Gmina - Nasz Dom;1631;38.23;;DR
M;R1;300604;EKERT Kasper Euzebiusz;Komitet Wyborczy Wyborców Gmina Żerków;757;17.74;;Nie
M;R1;300604;GOGULSKI Tomasz Maciej;Komitet Wyborczy Prawo i Sprawiedliwość;153;3.59;;Nie
S;R1;300701;MUSIOŁ Sławomir Marek;Komitet Wyborczy Wyborców Gmina Blizanów Nasze Wspólne Dobro;2883;100.00;;Tak
S;R1;300702;NIEDŹWIEDZKI Krzysztof;Komitet Wyborczy Wyborców Wspólnie dla Gminy Brzeziny;1589;100.00;;Tak
M;R1;300703;CHOJNACKI Mariusz Marek;Komitet Wyborczy Wyborców Dobry Wybór-Lepsza Gmina;1153;52.89;;Tak
M;R1;300703;KASPRZAK Hieronim Kajetan;Komitet Wyborczy Polskie Stronnictwo Ludowe;741;33.99;;DR
M;R1;300703;MICHALAK Agnieszka;Komitet Wyborczy Prawo i Sprawiedliwość;286;13.12;;Nie
M;R1;300704;PODŁUŻNY Józef Jan;Komitet Wyborczy Wyborców Gmina-Nasza Wspólna Sprawa;2455;67.50;;Tak
M;R1;300704;KĘSZYCKI Marek Andrzej;Komitet Wyborczy Wyborców Nasza Wspólna Przyszłość;641;17.62;;DR
M;R1;300704;KALETA Piotr Marek;Komitet Wyborczy Prawo i Sprawiedliwość;541;14.87;;Nie
M;R1;300705;MIKLAS Andrzej Czesław;Komitet Wyborczy Polskie Stronnictwo Ludowe;1448;47.60;;DR
M;R1;300705;GÓRECKA Justyna Beata;Komitet Wyborczy Platforma Obywatelska RP;546;17.95;;DR
M;R1;300705;TRZEBIŃSKI Henryk Józef;Komitet Wyborczy Wyborców Przyszłość Gminy Koźminek;534;17.55;;Nie
M;R1;300705;KAMIŃSKA-TERESZKIEWICZ Sylwia Anna;Komitet Wyborczy Prawo i Sprawiedliwość;276;9.07;;Nie
M;R1;300705;NAWROCKI Łukasz;Komitet Wyborczy Wyborców Czas na Zmiany;238;7.82;;Nie
M;R1;300706;KRAWIEC Maria;Komitet Wyborczy Wyborców Przyjazna Gmina Lisków;1729;75.08;;Tak
M;R1;300706;FERENC Stefan Marian;Komitet Wyborczy Prawo i Sprawiedliwość;574;24.92;;DR
M;R1;300707;MATUSZEWSKI Jerzy;Komitet Wyborczy Polskie Stronnictwo Ludowe;1715;75.22;;Tak
M;R1;300707;PIOTROWSKI Marcin;Komitet Wyborczy Wyborców Marcin Piotrowski;565;24.78;;DR
M;R1;300708;WARDĘCKI Sebastian;Komitet Wyborczy Wyborców Nasza Gmina Gospodarna;3614;87.19;;Tak
M;R1;300708;BARTOSZEK-SZŁAPAK Grażyna Barbara;Komitet Wyborczy Konfederacja Wielkopolan;531;12.81;;DR
M;R1;300709;URBANIAK Justyna Ilona;Komitet Wyborczy Polskie Stronnictwo Ludowe;1817;60.35;;Tak
M;R1;300709;JARZĘBSKI Robert Michał;Komitet Wyborczy Wyborców Dla Gminy i Miasta;858;28.50;;DR
M;R1;300709;WOSZCZYK Paweł;Komitet Wyborczy Stowarzyszenie Stawiszyn - Moje Miasto Moja Gmina;336;11.16;;Nie
M;R1;300710;ALBRECHT Marek Józef;Komitet Wyborczy Prawo i Sprawiedliwość;2297;62.38;;Tak
M;R1;300710;PASIK Piotr;Komitet Wyborczy Wyborców Jedność dla Przyszłości;1000;27.16;;DR
M;R1;300710;PAWLAK Mariusz Szymon;Komitet Wyborczy Polskie Stronnictwo Ludowe;385;10.46;;Nie
M;R1;300711;NOWAK Andrzej;Komitet Wyborczy Wyborców Żelazków-Gmina dla Wszystkich;1424;34.05;;DR
M;R1;300711;JAKUBOWSKI Sylwiusz Adam;Komitet Wyborczy Wyborców Nasz Żelazków-Wspólny Cel;656;15.69;;DR
M;R1;300711;MATUSIAK Jarosław Henryk;Komitet Wyborczy Wyborców - Jarosława Matusiaka;589;14.08;;Nie
M;R1;300711;MUSZYŃSKI Bogdan Jarosław;Komitet Wyborczy Wyborców Zacznijmy od Zaraz;445;10.64;;Nie
M;R1;300711;BĄKOWSKA Ewa;Komitet Wyborczy Wyborców Bogata Gmina Żelazków;431;10.31;;Nie
M;R1;300711;ŁUCZAK Alicja;Komitet Wyborczy Wyborców "Nasza Przyszłość" - Żelazków;220;5.26;;Nie
M;R1;300711;PORWISIAK Sławomir Antoni;Komitet Wyborczy Prawo i Sprawiedliwość;197;4.71;;Nie
M;R1;300711;CZARNECKI Włodzimierz Czesław;Komitet Wyborczy Wyborców "Moja Gmina-Mój Dom";195;4.66;;Nie
M;R1;300711;WOSIAK Piotr Stanisław;Komitet Wyborczy Wyborców Twój Wybór Nasza Przyszłość;25;0.60;;Nie
M;R1;300801;LEWANDOWSKA-SIWEK Bogumiła;Komitet Wyborczy Wyborców Razem dla Gminy Baranów;2001;53.43;;Tak
M;R1;300801;STASIAK Paweł;Komitet Wyborczy Wyborców Pawła Stasiaka;1292;34.50;;DR
M;R1;300801;BURZAŁA Tomasz Paweł;Komitet Wyborczy Wyborców Gmina i Rodzina;245;6.54;;Nie
M;R1;300801;BAGIŃSKA Ewa Agnieszka;Komitet Wyborczy Wyborców Mieszkańcy Razem;207;5.53;;Nie
M;R1;300802;WOJTYSIAK Roman Marian;Komitet Wyborczy Wyborców Mieszkańcy Gminy Bralin;1511;52.96;;Tak
M;R1;300802;HOŁOŚ Piotr Marian;Komitet Wyborczy Wyborców - "Razem dla Gminy Bralin";1177;41.25;;DR
M;R1;300802;HIBNER Karol;Koalicyjny Komitet Wyborczy SLD Lewica Razem;165;5.78;;Nie
M;R1;300803;PSIKUS Piotr Paweł;Komitet Wyborczy Wyborców Porozumienie Samorządowe 2014;5115;48.63;;DR
M;R1;300803;SZCZĘSNY Szymon;Komitet Wyborczy Wyborców "Forum Społeczno-Gospodarcze";2530;24.05;;DR
M;R1;300803;KEMPA Aniela Helena;Komitet Wyborczy Wyborców Anieli Kempa;1901;18.07;;Nie
M;R1;300803;GRABOWSKI Jakub Mateusz;Komitet Wyborczy Wyborców Wspólnota Samorządowa Powiatu Kępińskiego;718;6.83;;Nie
M;R1;300803;MROZIŃSKI Andrzej Piotr;Koalicyjny Komitet Wyborczy SLD Lewica Razem;254;2.41;;Nie
M;R1;300804;KOPIS Adam Grzegorz;Komitet Wyborczy Wyborców Adama Kopisa;1048;40.94;;DR
M;R1;300804;JANKOWSKI Witold Jerzy;Komitet Wyborczy Wyborców "Dla Dobra Wspólnego";667;26.05;;DR
M;R1;300804;ZIMOCH Piotr;Komitet Wyborczy Wyborców Piotra Zimocha;510;19.92;;Nie
M;R1;300804;KOWALSKI Marek Sławomir;Komitet Wyborczy Wyborców Marka Kowalskiego;335;13.09;;Nie
M;R1;300805;HENCZYCA Bożena Katarzyna;Komitet Wyborczy Wyborców Bożeny Henczycy;884;58.85;;Tak
M;R1;300805;KULA Roman Jan;Komitet Wyborczy Wyborców Niezależnych Mieszkańców Gminy Perzów;618;41.15;;DR
M;R1;300806;BALCERZAK Czesław Stanisław;Komitet Wyborczy Wyborców Dla Wspólnego Dobra Gminy Rychtal;853;48.58;;DR
M;R1;300806;GOGóŁ Iwona Elżbieta;Komitet Wyborczy Wyborców Wspólna Gmina;511;29.10;;DR
M;R1;300806;CZACZKOWSKI Adam;Komitet Wyborczy Stowarzyszenie Społeczno - Ekologiczne NASZA PRZYSZŁOŚĆ;392;22.32;;Nie
S;R1;300807;HADZIK Grzegorz Paweł;Komitet Wyborczy Wyborców Wspólna Gmina Trzcinica;1450;100.00;;Tak
M;R1;300901;DROŻDŻEWSKI Mieczysław Tomasz;Komitet Wyborczy Towarzystwo Samorządowe;2970;35.05;;DR
M;R1;300901;MACIASZEK Stanisław;Komitet Wyborczy Prawo i Sprawiedliwość;2314;27.31;;DR
M;R1;300901;MAZURKIEWICZ Krzysztof Marceli;Komitet Wyborczy Wyborców Niezależnego Kandydata na Burmistrza Krzysztofa Mazurkiewicza;1612;19.02;;Nie
