teryt;nr;kto;glosy;prc;totalG;urzad;mode
100506;1;WOJDA Agnieszka Danuta;1102;60.92;1809;WG Kocierzew Południowy;M
100506;2;KANIA Maciej Włodzimierz;707;39.08;1809;WG Kocierzew Południowy;M
100507;1;BARYLSKI Andrzej;1829;55.04;3323;WG Łowicz;M
100507;2;KACZOR Adrianna;1494;44.96;3323;WG Łowicz;M
100508;1;RUTA Adam;1373;45.51;3017;WG Łyszkowice;M
100508;2;KLIMKIEWICZ Piotr Robert;613;20.32;3017;WG Łyszkowice;M
100508;3;ZIELIŃSKA Małgorzata Ewa;473;15.68;3017;WG Łyszkowice;M
100508;4;KOSIOREK Agata Beata;275;9.12;3017;WG Łyszkowice;M
100508;5;MARKUS Tadeusz Adam;160;5.30;3017;WG Łyszkowice;M
100508;6;PANAK Piotr Paweł;123;4.08;3017;WG Łyszkowice;M
100509;1;PAPUGA Jarosław Stefan;2145;50.94;4211;WG Nieborów;M
100509;2;KOSMATKA Dariusz;2066;49.06;4211;WG Nieborów;M
100510;1;SKOWROŃSKI Krzysztof;1407;54.12;2600;WG Zduny;M
100510;2;KWIATKOWSKI Jarosław;1193;45.88;2600;WG Zduny;M
100602;1;KUBUS Dariusz;602;50.00;1204;WG Andrespol;S
100603;1;AGACIAK Radosław Wiktor;2444;77.39;3158;WG Brójce;M
100603;2;SABELA Grzegorz Józef;714;22.61;3158;WG Brójce;M
100607;1;CHAŁAT Waldemar Ludwik;8227;75.66;10873;B Koluszek;M
100607;2;JANECZEK Dariusz Sylwester;2646;24.34;10873;B Koluszek;M
100608;1;SZCZEŚNIAK Piotr;1854;70.09;2645;WG Nowosolna;M
100608;2;LESIAK Małgorzata Anna;547;20.68;2645;WG Nowosolna;M
100608;3;RAJSKA-KUCZEWSKA AGNIESZKA MAŁGORZATA;244;9.22;2645;WG Nowosolna;M
100610;1;KAMIŃSKI Mateusz Witold;2829;55.75;5074;B Rzgowa;M
100610;2;ŁUCZYŃSKA Justyna Aleksandra;1212;23.89;5074;B Rzgowa;M
100610;3;ŚWIERCZYŃSKI Jarosław Sławomir;1033;20.36;5074;B Rzgowa;M
100611;1;MAŁECKI Witold Mariusz;1542;50.00;3084;BM Tuszyna;S
100701;1;GOWOREK Barbara;1412;47.69;2961;WG Białaczów;M
100701;2;RESZELEWSKI Jacek;1009;34.08;2961;WG Białaczów;M
100701;3;FRANASZCZYK Maciej Marcin;336;11.35;2961;WG Białaczów;M
100701;4;GOŁĄB Krystyna;204;6.89;2961;WG Białaczów;M
100702;1;RESZELEWSKI Janusz Bernard;3137;55.70;5632;BGM w Drzewicy;M
100702;2;SARWA Marek;1201;21.32;5632;BGM w Drzewicy;M
100702;3;WIKTOROWICZ Krystyna Anna;1115;19.80;5632;BGM w Drzewicy;M
100702;4;JACIUBEK Ziemowit Maciej;179;3.18;5632;BGM w Drzewicy;M
100703;1;WERŁOS Paweł Waldemar;1666;61.84;2694;WG Mniszków;M
100703;2;WÓJCIKOWSKI Marcin Wojciech;1028;38.16;2694;WG Mniszków;M
100704;1;KOSNO Dariusz Wojciech;4522;26.59;17004;B Opoczna;M
100704;2;ZIĘBA Anna Agnieszka;4403;25.89;17004;B Opoczna;M
100704;3;ŁUCZKOWSKI Tomasz;4303;25.31;17004;B Opoczna;M
100704;4;WIERUSZEWSKI Jan;2477;14.57;17004;B Opoczna;M
100704;5;WOŁKIEWICZ Wiesław Ryszard;1299;7.64;17004;B Opoczna;M
100705;1;RUDALSKI Wojciech Bogdan;1294;51.74;2501;WG Paradyż;M
100705;2;MILCZAREK Damian Przemysław;947;37.86;2501;WG Paradyż;M
100705;3;IGNEROWICZ Andrzej Piotr;260;10.40;2501;WG Paradyż;M
100706;1;FRANAS Michał Jan;1097;61.56;1782;WG Poświętne;M
100706;2;WORACH Mieczysław;685;38.44;1782;WG Poświętne;M
100707;1;WOJCIECHOWSKI Tadeusz;2783;79.40;3505;WG Sławno;M
100707;2;KOPERA Katarzyna Ewa;722;20.60;3505;WG Sławno;M
100708;1;NAWROCKI Krzysztof Błażej;2018;60.76;3321;WG Żarnów;M
100708;2;KUBISZEWSKI Bogdan Jan;1303;39.24;3321;WG Żarnów;M
100801;1;JAKUBOWSKI Robert Zbigniew;5213;60.55;8610;B Konstantynowa Łódzkiego;M
100801;2;MŁYNARCZYK Marcin;3397;39.45;8610;B Konstantynowa Łódzkiego;M
100802;1;MACKIEWICZ Grzegorz Bernard;19990;71.83;27830;PM Pabianic;M
100802;2;STANEK Włodzimierz Adam;7840;28.17;27830;PM Pabianic;M
100803;1;MAŚLANKA-OLCZYK Grażyna Teresa;995;44.82;2220;WG Dłutów;M
100803;2;KOWALCZYK Michał Marcin;866;39.01;2220;WG Dłutów;M
100803;3;DZIERŻAWSKI Czesław Józef;359;16.17;2220;WG Dłutów;M
100804;1;JARZĘBAK Robert Wojciech;2931;81.62;3591;WG Dobroń;M
100804;2;KANIEWSKI Zdzisław Leszek;660;18.38;3591;WG Dobroń;M
100805;1;TOPOLSKI Adam Jan;2707;70.83;3822;WG Ksawerów;M
100805;2;KOPCZEWSKA Maria Jolanta;1115;29.17;3822;WG Ksawerów;M
100806;1;BORKOWSKI Tadeusz Zygmunt;2521;63.42;3975;WG Lutomiersk;M
100806;2;BIAŁEK Bogusława Dorota;1454;36.58;3975;WG Lutomiersk;M
100807;1;WIECZOREK Marcin Artur;1607;44.37;3622;WG Pabianice;M
100807;2;SKAWIŃSKI Adam Kamil;1355;37.41;3622;WG Pabianice;M
100807;3;KRYSIAK Jerzy Arkadiusz;660;18.22;3622;WG Pabianice;M
100901;1;PAŚNIK Mariola;4668;50.00;9336;BMG Działoszyn;S
100902;1;JĘDRZEJSKI Kazimierz Józef;927;37.53;2470;WG Kiełczygłów;M
100902;2;MIELCZAREK Mariusz Grzegorz;905;36.64;2470;WG Kiełczygłów;M
100902;3;ZAJĄC Stanisław Sławomir;638;25.83;2470;WG Kiełczygłów;M
100903;1;JARZĄBEK Jacek Stefan;1204;57.44;2096;WG Nowa Brzeźnica;M
100903;2;TOMASZEWSKI Tomasz Mariusz;892;42.56;2096;WG Nowa Brzeźnica;M
100904;1;MIELCZAREK Piotr Michał;2443;43.42;5627;BGM Pajęczno;M
100904;2;TOKARSKI Dariusz;2397;42.60;5627;BGM Pajęczno;M
100904;3;WIŁA Karol Tadeusz;545;9.69;5627;BGM Pajęczno;M
100904;4;STAWIAK Beata Maria;242;4.30;5627;BGM Pajęczno;M
100905;1;STOLARCZYK Tomasz Jerzy;2014;69.04;2917;WG Rząśnia;M
100905;2;SZATAN Michał;903;30.96;2917;WG Rząśnia;M
100906;1;KOTYNIA Zofia Elżbieta;1498;61.54;2434;WG Siemkowice;M
100906;2;NOWAK Henryk;936;38.46;2434;WG Siemkowice;M
100907;1;JEDNAK Marek Józef;1188;50.19;2367;WG Strzelce Wielkie;M
100907;2;RABENDA Bartosz Adam;738;31.18;2367;WG Strzelce Wielkie;M
100907;3;KOMAR Janusz Leszek;441;18.63;2367;WG Strzelce Wielkie;M
100908;1;ORZESZEK Gabriel Krzysztof;2154;87.45;2463;WG Sulmierzyce;M
100908;2;WYCHOWAŁEK Dariusz Rafał;309;12.55;2463;WG Sulmierzyce;M
101001;1;MAMROT Paweł Artur;1637;57.24;2860;WG Aleksandrów;M
101001;2;MAŁECKI Michał Stanisław;1223;42.76;2860;WG Aleksandrów;M
101002;1;MIKSA Roman Marcin;1491;79.78;1869;WG Czarnocin;M
101002;2;STOLAREK Krzysztof;378;20.22;1869;WG Czarnocin;M
101003;1;WŁODARCZYK Alojzy;3206;69.62;4605;WG Gorzkowice;M
101003;2;KUKULSKI Robert Krzysztof;1097;23.82;4605;WG Gorzkowice;M
101003;3;KABZIŃSKI Marcin;302;6.56;4605;WG Gorzkowice;M
101004;1;KULIŃSKI Krzysztof Grzegorz;2124;84.62;2510;WG Grabica;M
101004;2;GAWRON Dariusz Włodzimierz;386;15.38;2510;WG Grabica;M
101005;1;ŁĄCZNY Piotr;1391;73.17;1901;WG Łęki Szlacheckie;M
101005;2;SMOLAREK Marcin Wojciech;289;15.20;1901;WG Łęki Szlacheckie;M
101005;3;STROJECKI Karol;221;11.63;1901;WG Łęki Szlacheckie;M
101006;1;PIEKAREK Marceli Leonard;3525;62.85;5609;WG Moszczenica;M
101006;2;PIETRZKOWSKA Iwona Katarzyna;1667;29.72;5609;WG Moszczenica;M
101006;3;WYCHOWAŁEK Paweł;417;7.43;5609;WG Moszczenica;M
101007;1;ŁYSOŃ Piotr;373;50.00;746;WG Ręczno;S
101008;1;JĘDRZEJCZYK Janusz Stanisław;2575;50.54;5095;WG Rozprza;M
101008;2;MISZTELA Piotr Stefan;2520;49.46;5095;WG Rozprza;M
101009;1;OSTROWSKI Wojciech Zenon;3760;51.58;7290;B Sulejowa;M
101009;2;STOBIECKI Mariusz Jan;1504;20.63;7290;B Sulejowa;M
101009;3;CIUPA Łukasz Piotr;1016;13.94;7290;B Sulejowa;M
101009;4;STOBIECKI Adam Stefan;533;7.31;7290;B Sulejowa;M
101009;5;FOGIEL Rafał Michał;477;6.54;7290;B Sulejowa;M
101010;1;DROZDEK Roman Czesław;3074;53.85;5708;WG Wola Krzysztoporska;M
101010;2;DZIADCZYK Paulina Agnieszka;1886;33.04;5708;WG Wola Krzysztoporska;M
101010;3;CZARCZYŃSKA Monika Alina;748;13.10;5708;WG Wola Krzysztoporska;M
101011;1;JAROS Andrzej Maciej;858;50.00;1716;B Wolborza;S
101101;1;ARKUSZ Radosław Michał;987;50.03;1973;WG Dalików;M
101101;2;SZYMCZAK Paweł;986;49.97;1973;WG Dalików;M
101102;1;JANIAK Marcin Bartłomiej;1257;69.56;1807;WG Pęczniew;M
101102;2;BEDNAREK Arkadiusz Adam;550;30.44;1807;WG Pęczniew;M
101103;1;SĘCZKOWSKI Piotr Paweł;3889;55.99;6946;B Poddębic;M
101103;2;MICHALSKA Edyta Anna;3057;44.01;6946;B Poddębic;M
101104;1;KACZMAREK Józef;453;50.00;906;BM Uniejów;S
101105;1;KUROPATWA Piotr Stanisław;1297;45.70;2838;WG Wartkowice;M
101105;2;PAPROCKI Arkadiusz;796;28.05;2838;WG Wartkowice;M
101105;3;DŁUGOSZ Marek;745;26.25;2838;WG Wartkowice;M
101106;1;WOŹNIAK Krzysztof;1792;72.90;2458;WG Zadzim;M
101106;2;GAJEWSKI Jakub;666;27.10;2458;WG Zadzim;M
101201;1;FERENC Jarosław;7287;36.88;19758;PM Radomsko;M
101201;2;PAL Wioletta Anna;5509;27.88;19758;PM Radomsko;M
101201;3;GĘBICZ Jacek;2571;13.01;19758;PM Radomsko;M
101201;4;JĘDRZEJCZAK Jakub;2216;11.22;19758;PM Radomsko;M
101201;5;WAWRYKA Dawid;2175;11.01;19758;PM Radomsko;M
101202;1;DZWONEK Małgorzata Agnieszka;1079;48.91;2206;WG Dobryszyce;M
101202;2;ZASEMPA Grzegorz Michał;747;33.86;2206;WG Dobryszyce;M
101202;3;MOSSUR Maciej Krzysztof;380;17.23;2206;WG Dobryszyce;M
101203;1;BUGAJ Lech Damian;1575;52.80;2983;WG Gidle;M
101203;2;BOJARSKI Marcin Janusz;819;27.46;2983;WG Gidle;M
101203;3;KUBASIAK Krystyna Alicja;589;19.75;2983;WG Gidle;M
101204;1;OLEJNICZAK Paweł Tomasz;2096;72.35;2897;WG Gomunice;M
101204;2;GĘBICZ Paweł Ireneusz;801;27.65;2897;WG Gomunice;M
101205;1;PAWŁOWSKI Bogdan;1337;43.84;3050;B Kamieńska;M
101205;2;DWORZYŃSKA Jolanta Ewa;889;29.15;3050;B Kamieńska;M
101205;3;SKUPIŃSKI Zbigniew Jan;824;27.02;3050;B Kamieńska;M
101206;1;WIĘCKOWSKI Henryk;1409;71.92;1959;WG Kobiele Wielkie;M
101206;2;OSTROWSKI Kazimierz Franciszek;550;28.08;1959;WG Kobiele Wielkie;M
101207;1;KRAWCZYK Bożena Urszula;1270;54.58;2327;WG Kodrąb;M
101207;2;WIERZBICKI Grzegorz Mariusz;1057;45.42;2327;WG Kodrąb;M
101208;1;KOTLEWSKI Jerzy Sławomir;1025;53.55;1914;WG Lgota Wielka;M
101208;2;SKUPIŃSKA Anna Maria;889;46.45;1914;WG Lgota Wielka;M
101209;1;CIUPIŃSKI Krzysztof Piotr;692;29.46;2349;WG Ładzice;M
101209;2;PICHIT Wioletta Natasza;622;26.48;2349;WG Ładzice;M
101209;3;ŚLISKOWSKI VEL ŚLISKI Maciej Michał;613;26.10;2349;WG Ładzice;M
101209;4;KUBIAK Jarosław Daniel;422;17.97;2349;WG Ładzice;M
101210;1;GONTKOWSKI Bogusław Andrzej;895;37.64;2378;WG Masłowice;M
101210;2;KRAWCZYŃSKI Maciej;853;35.87;2378;WG Masłowice;M
101210;3;BARTNIK Zofia Anna;630;26.49;2378;WG Masłowice;M
101211;1;NACZYŃSKI Miłosz Władysław;1874;51.46;3642;BM Przedborza;M
101211;2;DZIERZGWA Robert;671;18.42;3642;BM Przedborza;M
101211;3;KOSKA Renata Janina;625;17.16;3642;BM Przedborza;M
101211;4;OCIMEK Alicja;472;12.96;3642;BM Przedborza;M
101212;1;RADCZYC Roman Stanisław;780;30.70;2541;WG Radomsko;M
101212;2;BIERNACKI Piotr Krzysztof;669;26.33;2541;WG Radomsko;M
101212;3;SUWART Jan Piotr;456;17.95;2541;WG Radomsko;M
101212;4;ZYSKOWSKI Marcin Piotr;356;14.01;2541;WG Radomsko;M
101212;5;BARTNIK Stanisław Józef;280;11.02;2541;WG Radomsko;M
101213;1;DYKTYŃSKA Bogumiła Ewa;1150;46.31;2483;WG Wielgomłyny;M
101213;2;NOWAK Bożena Marta;865;34.84;2483;WG Wielgomłyny;M
101213;3;TOMCZYK Marcin;468;18.85;2483;WG Wielgomłyny;M
101214;1;OCIEPA Mirosław Kazimierz;1566;66.87;2342;WG Żytno;M
101214;2;DWORAK Jarosław Józef;776;33.13;2342;WG Żytno;M
101301;1;IRLA Piotr;3029;40.92;7402;BM Rawa Mazowiecka;M
101301;2;MISZTAL Dariusz Adam;2825;38.17;7402;BM Rawa Mazowiecka;M
101301;3;SIENKIEWICZ Zbigniew Tadeusz;898;12.13;7402;BM Rawa Mazowiecka;M
101301;4;MAŁACHOWSKA Anetta Agnieszka;650;8.78;7402;BM Rawa Mazowiecka;M
101302;1;ADAMCZYK Wacław Jacek;2376;48.35;4914;B Białej Rawskiej;M
101302;2;PIETRZAK Bogdan Jan;1554;31.62;4914;B Białej Rawskiej;M
101302;3;LESIAK Tomasz Łukasz;793;16.14;4914;B Białej Rawskiej;M
101302;4;SZYMAŃSKI Tadeusz;191;3.89;4914;B Białej Rawskiej;M
101303;1;KRÓLAK Paweł Konrad;1247;71.54;1743;WG Cielądz;M
101303;2;JĘDRZEJCZAK Przemysław;496;28.46;1743;WG Cielądz;M
101304;1;MICHALIK Michał;1795;52.53;3417;WG Rawa Mazowiecka;M
101304;2;STARCZEWSKI Krzysztof;1622;47.47;3417;WG Rawa Mazowiecka;M
101305;1;CHEBA Mariusz Stanisław;563;54.13;1040;WG Regnów;M
101305;2;SZCZEŚNIAK Jan;346;33.27;1040;WG Regnów;M
101305;3;KACZOREK Piotr Krzysztof;131;12.60;1040;WG Regnów;M
101306;1;KOWALSKA Karolina;277;50.00;554;WG Sadkowice;S
101401;1;OSIEWAŁA Paweł;13181;73.05;18043;PM Sieradza;M
101401;2;GÓRAJ Juliusz Józef;3564;19.75;18043;PM Sieradza;M
101401;3;KURPISZ Roman Jerzy;704;3.90;18043;PM Sieradza;M
101401;4;PAWLACZYK Jan;594;3.29;18043;PM Sieradza;M
101402;1;ŚWIDERSKI Piotr;3272;46.09;7099;B Błaszek;M
101402;2;RAJEWSKI Karol;1162;16.37;7099;B Błaszek;M
101402;3;KOŁOSZCZYK Łukasz;1137;16.02;7099;B Błaszek;M
101402;4;KONEWKA Krzysztof Przemysław;779;10.97;7099;B Błaszek;M
101402;5;BĄCZYŃSKA Danuta Jolanta;430;6.06;7099;B Błaszek;M
101402;6;WACHOWSKI Marcin;319;4.49;7099;B Błaszek;M
101403;1;MISIAK Karol Paweł;1376;63.06;2182;WG Brąszewice;M
101403;2;GRABIA Agnieszka Wioletta;806;36.94;2182;WG Brąszewice;M
101404;1;KUBIAK Dorota Maria;2347;76.03;3087;WG Brzeźnio;M
101404;2;KANICKI Marek;740;23.97;3087;WG Brzeźnio;M
101405;1;JANIAK Jarosław Grzegorz;196;50.00;392;WG Burzenin;S
101406;1;ANDRZEJEWSKI Krzysztof Józef;1416;54.55;2596;WG Goszczanów;M
101406;2;PERKA-KOSATKA Justyna Joanna;679;26.16;2596;WG Goszczanów;M
101406;3;KACZMAREK Mariusz Grzegorz;501;19.30;2596;WG Goszczanów;M
101407;1;GOLANOWSKI Marcin;928;69.67;1332;WG Klonowa;M
101407;2;PERDEK Dariusz;404;30.33;1332;WG Klonowa;M
101408;1;KAŹMIERCZAK Jarosław Jan;1941;38.79;5004;WG Sieradz;M
101408;2;WALUDA Henryk;1372;27.42;5004;WG Sieradz;M
101408;3;MUSIAŁ Artur;1183;23.64;5004;WG Sieradz;M
101408;4;ŚWINIARSKA Urszula Alina;508;10.15;5004;WG Sieradz;M
101409;1;KROGULECKI Krystian Mariusz;3008;52.31;5750;BGM Warta;M
101409;2;SERAFIŃSKI Jan Józef;2742;47.69;5750;BGM Warta;M
101410;1;WOŹNIAK Tomasz;1879;69.80;2692;WG Wróblew;M
101410;2;KULCZYŃSKA Anna;813;30.20;2692;WG Wróblew;M
101411;1;DRZAZGA Dominik Piotr;1239;36.38;3406;BM Złoczew;M
101411;2;SOBAŃSKA Jadwiga Dorota;1136;33.35;3406;BM Złoczew;M
101411;3;WIECZOREK Jerzy;588;17.26;3406;BM Złoczew;M
101411;4;KOWALCZYK Henryk Ryszard;287;8.43;3406;BM Złoczew;M
101411;5;TYSZKIEWICZ Rafał Marek;156;4.58;3406;BM Złoczew;M
101501;1;LINART Stanisław;943;56.60;1666;WG Bolimów;M
101501;2;KOŁOSOWSKI Patryk Krzysztof;723;43.40;1666;WG Bolimów;M
101502;1;SŁODKI Jan Piotr;1206;38.36;3144;WG Głuchów;M
101502;2;KOWARA Andrzej;1125;35.78;3144;WG Głuchów;M
101502;3;MIKOŁAJCZYK Michał Stanisław;813;25.86;3144;WG Głuchów;M
101503;1;MOZGA Andrzej Adam;1070;86.01;1244;WG Godzianów;M
101503;2;URBANEK Sławomir Dariusz;174;13.99;1244;WG Godzianów;M
101504;1;PEPKA Jarosław;1097;80.25;1367;WG Kowiesy;M
101504;2;TOMCZYŃSKA Wioleta;270;19.75;1367;WG Kowiesy;M
101505;1;CZERWIŃSKI Jerzy Wojciech;744;44.39;1676;WG Lipce Reymontowskie;M
101505;2;SAŁEK Marek;550;32.82;1676;WG Lipce Reymontowskie;M
101505;3;PRYK Mirosław;382;22.79;1676;WG Lipce Reymontowskie;M
101506;1;STANKIEWICZ Jerzy;1689;55.65;3035;WG Maków;M
101506;2;KORBEŃ Robert;684;22.54;3035;WG Maków;M
101506;3;KULETA Dariusz;662;21.81;3035;WG Maków;M
101507;1;CIOK Włodzimierz;1078;67.93;1587;WG Nowy Kawęczyn;M
101507;2;GRABOWSKI Wiesław Jakub;509;32.07;1587;WG Nowy Kawęczyn;M
101508;1;MOSKWA Dominik Tomasz;1180;39.31;3002;WG Skierniewice;M
101508;2;PYTLEWSKI Czesław Antoni;1125;37.48;3002;WG Skierniewice;M
101508;3;SKARZYŃSKA Lucja Beata;697;23.22;3002;WG Skierniewice;M
101509;1;MATULSKI Mirosław;856;69.20;1237;WG Słupia;M
101509;2;SKONECZNA Bożena Jolanta;381;30.80;1237;WG Słupia;M
101601;1;WITKO Marcin;16626;65.51;25378;PM Tomaszowa Mazowieckiego;M
101601;2;KLATKA Barbara Ewa;5630;22.18;25378;PM Tomaszowa Mazowieckiego;M
101601;3;KUCHARSKI Sylwester Wojciech;3122;12.30;25378;PM Tomaszowa Mazowieckiego;M
101602;1;MISZTAL Dariusz;1162;65.03;1787;WG Będków;M
101602;2;KOŁODZIEJCZYK Lesław;625;34.97;1787;WG Będków;M
101603;1;HOLAK Marian;218;50.00;436;WG Budziszewice;S
101604;1;BEDNAREK Andrzej;1574;53.81;2925;WG Czerniewice;M
101604;2;ZWOLIŃSKA Danuta Agnieszka;465;15.90;2925;WG Czerniewice;M
101604;3;SITEK Wojciech;453;15.49;2925;WG Czerniewice;M
101604;4;SPUTOWSKI Paweł;358;12.24;2925;WG Czerniewice;M
101604;5;WOJCIECHOWSKI Cezary Paweł;75;2.56;2925;WG Czerniewice;M
101605;1;KĄCKI Bogdan;223;50.00;446;WG Inowłódz;S
101606;1;MAJCHROWSKI Piotr Karol;1644;45.33;3627;WG Lubochnia;M
101606;2;JÓZWIK Tadeusz Adam;1585;43.70;3627;WG Lubochnia;M
101606;3;BERNACIAK Marcin;398;10.97;3627;WG Lubochnia;M
101607;1;REBZDA Jerzy;2055;67.64;3038;WG Rokiciny;M
101607;2;GRZELCZAK Marcin Przemysław;732;24.09;3038;WG Rokiciny;M
101607;3;WERNER Benon Sławomir;251;8.26;3038;WG Rokiciny;M
101608;1;KAŹMIERCZYK Marek;1735;65.37;2654;WG Rzeczyca;M
101608;2;KARKOCHA Marcin Mieczysław;919;34.63;2654;WG Rzeczyca;M
101609;1;SZMIGIEL Franciszek Józef;2586;55.32;4675;WG Tomaszów Mazowiecki;M
101609;2;ŚWIDERSKI Dariusz Zbigniew;1159;24.79;4675;WG Tomaszów Mazowiecki;M
101609;3;ROBAK Barbara Danuta;930;19.89;4675;WG Tomaszów Mazowiecki;M
101610;1;PAWLAK Artur Marek;480;50.00;960;WG Ujazd;S
101611;1;KACZMAREK Bogdan;1242;65.47;1897;WG Żelechlinek;M
101611;2;KRUŚ Sławomir;655;34.53;1897;WG Żelechlinek;M
101701;1;OWCZAREK Aleksander Ireneusz;279;50.00;558;WG Biała;S
101702;1;MODRZEJEWSKI Andrzej;261;50.00;522;WG Czarnożyły;S
101703;1;TURALCZYK Grzegorz Mariusz;1261;68.72;1835;WG Konopnica;M
101703;2;MITKA Jolanta;371;20.22;1835;WG Konopnica;M
101703;3;HERNAS Sylwester Zenon;203;11.06;1835;WG Konopnica;M
101704;1;DĄBROWSKI Zbigniew Adam;1726;70.36;2453;WG Mokrsko;M
101704;2;SZEWCZYK Adam;727;29.64;2453;WG Mokrsko;M
101705;1;TROJAN Jarosław;1293;52.39;2468;WG Osjaków;M
101705;2;MARCZAK Beata Ewa;936;37.93;2468;WG Osjaków;M
101705;3;KOPEĆ Alicja;239;9.68;2468;WG Osjaków;M
101706;1;TUREK Ryszard;434;50.00;868;WG Ostrówek;S
101707;1;OLCZYK Jacek;2062;59.44;3469;WG Pątnów;M
101707;2;NOWAK Maciej;642;18.51;3469;WG Pątnów;M
101707;3;KLIMAS Jarosław;529;15.25;3469;WG Pątnów;M
101707;4;KACAŁA Krzysztof;236;6.80;3469;WG Pątnów;M
101708;1;MARAS Grzegorz Leszek;297;50.00;594;WG Skomlin;S
101709;1;OKRASA Paweł Piotr;6946;48.92;14199;B Wielunia;M
101709;2;RYCHLIK Paweł Piotr;2529;17.81;14199;B Wielunia;M
101709;3;BRZĄKAŁA Waldemar;1156;8.14;14199;B Wielunia;M
101709;4;DUDA Robert Eugeniusz;1095;7.71;14199;B Wielunia;M
101709;5;KLUSKA Waldemar Kazimierz;950;6.69;14199;B Wielunia;M
101709;6;KAFTAN Sławomir Marek;866;6.10;14199;B Wielunia;M
101709;7;KOWALCZYK Dariusz Piotr;657;4.63;14199;B Wielunia;M
101710;1;BEDNAREK Krzysztof Wojciech;1926;72.71;2649;WG Wierzchlas;M
101710;2;WRZAŁA Sylwia Marianna;723;27.29;2649;WG Wierzchlas;M
101801;1;DOMINAS Leszek;781;42.42;1841;WG Bolesławiec;M
101801;2;MAKÓWKA Dorota Władysława;543;29.49;1841;WG Bolesławiec;M
101801;3;GÓRAL Ilona Agata;517;28.08;1841;WG Bolesławiec;M
101802;1;REJMAN Dariusz;1099;73.12;1503;WG Czastary;M
101802;2;GŁADKI Patrycjusz Jan;404;26.88;1503;WG Czastary;M
101803;1;KOŁODZIEJ Piotr;1335;47.92;2786;WG Galewice;M
101803;2;WOJCIESZAK Marian Jan;1046;37.54;2786;WG Galewice;M
101803;3;FRYSIAK Krzysztof Tadeusz;405;14.54;2786;WG Galewice;M
101804;1;PIKUŁA Marek;1730;70.58;2451;WG Lututów;M
101804;2;SUWARA Józef Kazimierz;332;13.55;2451;WG Lututów;M
101804;3;PICHLAK Ryszard Teofil;177;7.22;2451;WG Lututów;M
101804;4;PIETRZYK Jerzy;102;4.16;2451;WG Lututów;M
101804;5;WRZOSEK Bernarda Stanisława;80;3.26;2451;WG Lututów;M
101804;6;TERELAK Tomasz Paweł;30;1.22;2451;WG Lututów;M
101805;1;PAZEK Michał Maciej;1302;64.94;2005;WG Łubnice;M
101805;2;CIOSEK Henryk Stanisław;703;35.06;2005;WG Łubnice;M
101806;1;SKRZYPEK Sylwester Paweł;1599;73.89;2164;WG Sokolniki;M
101806;2;MALIK Gabriela Katarzyna;565;26.11;2164;WG Sokolniki;M
101807;1;PRZYBYŁ Rafał Mariusz;5270;78.21;6738;B Wieruszowa;M
101807;2;KRAWCZYK-SODOMSKA Agnieszka;864;12.82;6738;B Wieruszowa;M
101807;3;NAWROCKI Bogdan Leszek;604;8.96;6738;B Wieruszowa;M
101901;1;POKORA Konrad Marek;6870;37.84;18157;PM Zduńska Wola;M
101901;2;KUNERT Damian Stanisław;5243;28.88;18157;PM Zduńska Wola;M
101901;3;JARUGA Marzena Jolanta;2092;11.52;18157;PM Zduńska Wola;M
101901;4;NIEDŹWIECKI Piotr Wincenty;1585;8.73;18157;PM Zduńska Wola;M
101901;5;BRODZKI Andrzej Władysław;1490;8.21;18157;PM Zduńska Wola;M
101901;6;KOSIŃSKI Paweł Artur;653;3.60;18157;PM Zduńska Wola;M
101901;7;ZEMLAK Dawid;224;1.23;18157;PM Zduńska Wola;M
101902;1;ŁAWNICZAK Artur Jerzy;2107;62.36;3379;BGM Szadek;M
101902;2;MIELCZAREK Tomasz;854;25.27;3379;BGM Szadek;M
101902;3;STULCZEWSKI Jarosław;418;12.37;3379;BGM Szadek;M
101903;1;OLESZCZYK Witold Jakub;993;41.48;2394;WG Zapolice;M
101903;2;STRZELCZYK Przemysław;876;36.59;2394;WG Zapolice;M
101903;3;LEPOROWSKI Sebastian;525;21.93;2394;WG Zapolice;M
101904;1;STANIUCHA Henryk;3560;68.51;5196;WG Zduńska Wola;M
101904;2;KOPYTEK Wiesław;1636;31.49;5196;WG Zduńska Wola;M
102001;1;JANECZEK Grzegorz Witold;3336;53.33;6255;B Głowna;M
102001;2;BALEJA Wojciech;1405;22.46;6255;B Głowna;M
102001;3;WAWRZYN Krzysztof Antoni;660;10.55;6255;B Głowna;M
102001;4;SZAJDER Magdalena Maria;444;7.10;6255;B Głowna;M
102001;5;WAŚKIEWICZ Iwona;410;6.55;6255;B Głowna;M
102002;1;SOCHA Jacek;5403;73.74;7327;BM Ozorkowa;M
102002;2;REMBAK Adam Andrzej;1924;26.26;7327;BM Ozorkowa;M
102003;1;STANISZEWSKI Przemysław Konrad;11602;47.64;24352;PM Zgierza;M
102003;2;HANAJCZYK Agnieszka Małgorzata;5524;22.68;24352;PM Zgierza;M
102003;3;GRZELAK-MAKOWCZYŃSKA Agata Teresa;3742;15.37;24352;PM Zgierza;M
102003;4;WITCZAK Mieczysław Piotr;2912;11.96;24352;PM Zgierza;M
102003;5;KAŹMIERCZAK Marek Zbigniew;572;2.35;24352;PM Zgierza;M
