teryt;nr;kto;glosy;prc;totalG;urzad;mode
246501;5;BOROWICZ Artur Jerzy;3915;7.63;51343;PM Dąbrowa Górnicza;M
246601;1;FRANKIEWICZ Zygmunt Mieczysław;50260;72.35;69472;PM Gliwice;M
246601;2;GONCIARZ Jarosław Włodzimierz;13490;19.42;69472;PM Gliwice;M
246601;3;FIC Bernard Jan;3292;4.74;69472;PM Gliwice;M
246601;4;SANDER Mirosława Teresa;2430;3.50;69472;PM Gliwice;M
246701;1;HETMAN Anna;17347;50.71;34208;PM Jastrzębie-Zdrój;M
246701;2;KASZA Łukasz Marcin;12266;35.86;34208;PM Jastrzębie-Zdrój;M
246701;3;GRUSZKA Jakub Krystian;2220;6.49;34208;PM Jastrzębie-Zdrój;M
246701;4;LIGAS Jarosław Piotr;1299;3.80;34208;PM Jastrzębie-Zdrój;M
246701;5;SZYMAŃSKA Janina Barbara;1076;3.15;34208;PM Jastrzębie-Zdrój;M
246801;1;SILBERT Paweł Jan;23511;64.61;36391;PM Jaworzna;M
246801;2;BAŃKOWSKI Paweł Jerzy;11188;30.74;36391;PM Jaworzna;M
246801;3;BÓGDAŁ Dawid Marcin;1692;4.65;36391;PM Jaworzna;M
246901;1;KRUPA Marcin Tomasz;64941;55.41;117209;PM Katowice;M
246901;2;MAKOWSKI Jarosław;28254;24.11;117209;PM Katowice;M
246901;3;GWIZDAK Jarosław Krzysztof;12461;10.63;117209;PM Katowice;M
246901;4;KANCLERZ Ilona Grażyna;7064;6.03;117209;PM Katowice;M
246901;5;SŁOMKA Adam Andrzej;2098;1.79;117209;PM Katowice;M
246901;6;KALUS Jakub Tomasz;1763;1.50;117209;PM Katowice;M
246901;7;KORBASIEWICZ Mirosław Adam;628;0.54;117209;PM Katowice;M
247001;1;WÓJTOWICZ Dariusz Jacek;11403;36.31;31404;PM Mysłowice;M
247001;2;KRÓL Wojciech Piotr;10098;32.16;31404;PM Mysłowice;M
247001;3;PAPAJ Tomasz Wiesław;5889;18.75;31404;PM Mysłowice;M
247001;4;LASOK Edward Augustyn;3612;11.50;31404;PM Mysłowice;M
247001;5;STOPA Jarosław Janusz;402;1.28;31404;PM Mysłowice;M
247101;1;UMIŃSKA-DURAJ Sława Matylda;15018;66.45;22602;PM Piekary Śląskie;M
247101;2;POLACZEK Jerzy Jan;4903;21.69;22602;PM Piekary Śląskie;M
247101;3;PRZYWARA Zenon Franciszek;2144;9.49;22602;PM Piekary Śląskie;M
247101;4;CISEK Tomasz Janusz;537;2.38;22602;PM Piekary Śląskie;M
247201;1;DZIEDZIC Grażyna;20010;40.98;48825;PM Ruda Śląska;M
247201;2;WESOŁY Marek Jacek;12671;25.95;48825;PM Ruda Śląska;M
247201;3;SKOWRONEK Aleksandra Maria;11707;23.98;48825;PM Ruda Śląska;M
247201;4;PIECHNICZEK Tomasz Marcin;4437;9.09;48825;PM Ruda Śląska;M
247301;1;KUCZERA Piotr Paweł;31994;61.14;52325;PM Rybnika;M
247301;2;DWORNIK Łukasz;12289;23.49;52325;PM Rybnika;M
247301;3;CHMIELIŃSKI Michał Józef;3278;6.26;52325;PM Rybnika;M
247301;4;GRUSZKA Tadeusz Jerzy;2679;5.12;52325;PM Rybnika;M
247301;5;CIOKAN Zbigniew;1168;2.23;52325;PM Rybnika;M
247301;6;LARYSZ Aleksander Edward;917;1.75;52325;PM Rybnika;M
247401;1;PIECH Rafał Marian;22706;83.64;27147;PM Siemianowice Śląskie;M
247401;2;SIWIEC-MAGIELNICKA Karina Bernardyna;2375;8.75;27147;PM Siemianowice Śląskie;M
247401;3;HUCZ Łukasz Sebastian;1072;3.95;27147;PM Siemianowice Śląskie;M
247401;4;NOWAK Jakub Leszek;994;3.66;27147;PM Siemianowice Śląskie;M
247501;1;CHĘCIŃSKI Arkadiusz Janusz;55618;66.72;83355;PM Sosnowca;M
247501;2;WELON Grażyna Danuta;12413;14.89;83355;PM Sosnowca;M
247501;3;NIEDZIELA Tomasz Damian;7359;8.83;83355;PM Sosnowca;M
247501;4;WINIARSKI Karol Piotr;5570;6.68;83355;PM Sosnowca;M
247501;5;CHROBAK Barbara Stanisława;1536;1.84;83355;PM Sosnowca;M
247501;6;KALAŃSKI Aleksander Jan;859;1.03;83355;PM Sosnowca;M
247601;1;KOSTEMPSKI Dawid Adam;7397;41.68;17747;PM Świętochłowice;M
247601;2;BEGER Daniel Robert;5537;31.20;17747;PM Świętochłowice;M
247601;3;KWAŚNY Sonia Anna;4813;27.12;17747;PM Świętochłowice;M
247701;1;DZIUBA Andrzej Józef;38063;75.72;50269;PM Tychy;M
247701;2;SKAPCZYK Anita Maria;12206;24.28;50269;PM Tychy;M
247801;1;MAŃKA-SZULIK Małgorzata Maria;16727;31.51;53091;PM Zabrze;M
247801;2;RUPNIEWSKA Agnieszka Małgorzata;11884;22.38;53091;PM Zabrze;M
247801;3;ŻBIKOWSKI Kamil Piotr;8220;15.48;53091;PM Zabrze;M
247801;4;BORÓWKA Borys Aleksander;8176;15.40;53091;PM Zabrze;M
247801;5;KUDZIA Adam Marian;2785;5.25;53091;PM Zabrze;M
247801;6;KOWALKOWSKI Łukasz;2382;4.49;53091;PM Zabrze;M
247801;7;DYNAK Mirosław Stanisław;2154;4.06;53091;PM Zabrze;M
247801;8;MALANOWSKI Krzysztof Grzegorz;763;1.44;53091;PM Zabrze;M
247901;1;SOCHA Waldemar Andrzej;11427;47.25;24186;PM Żory;M
247901;2;GASZKA Anna Małgorzata;6259;25.88;24186;PM Żory;M
247901;3;DOMAŃSKI Dariusz;5658;23.39;24186;PM Żory;M
247901;4;PILISZEK Grzegorz Kazimierz;842;3.48;24186;PM Żory;M
260101;1;SIKORA Waldemar Józef;6793;48.16;14106;BMG Busko-Zdrój;M
260101;2;SZYDŁOWSKI Jerzy Marek;4032;28.58;14106;BMG Busko-Zdrój;M
260101;3;ŚLIWA Elżbieta Donata;3281;23.26;14106;BMG Busko-Zdrój;M
260102;1;JANIK Zbigniew;1772;70.01;2531;WG Gnojno;M
260102;2;STACHOWICZ Jolanta Barbara;759;29.99;2531;WG Gnojno;M
260103;1;ZAGAJA Paweł Jan;1898;64.65;2936;WG Nowy Korczyn;M
260103;2;CEPIL Grzegorz;750;25.54;2936;WG Nowy Korczyn;M
260103;3;SZCZEPANEK Zdzisław;288;9.81;2936;WG Nowy Korczyn;M
260104;1;SKOP Wiesław;1885;54.92;3432;WG Pacanów;M
260104;2;MĄDRY Wiesław Tomasz;795;23.16;3432;WG Pacanów;M
260104;3;MIERZWA Małgorzata Maria;752;21.91;3432;WG Pacanów;M
260105;1;PAŁYS Adam Antoni;1367;58.42;2340;WG Solec-Zdrój;M
260105;2;FORTUNA Krzysztof Franciszek;973;41.58;2340;WG Solec-Zdrój;M
260106;1;ZYCH Ryszard;2419;68.03;3556;BMG Stopnica;M
260106;2;AUGUSTYN Artur Jan;1137;31.97;3556;BMG Stopnica;M
260107;1;BŁAWAT Jacek Janusz;794;38.27;2075;WG Tuczępy;M
260107;2;KACZMAREK Marek;766;36.92;2075;WG Tuczępy;M
260107;3;KAŃSKI Artur Józef;515;24.82;2075;WG Tuczępy;M
260108;1;JAWORSKI Jarosław;1838;66.91;2747;BMG Wiślica;M
260108;2;LASAK Andrzej Franciszek;909;33.09;2747;BMG Wiślica;M
260201;1;HUK Zbigniew Stanisław;385;50.00;770;WG Imielno;S
260202;1;PISZCZEK Marcin Benedykt;7844;66.62;11775;BM Jędrzejowa;M
260202;2;KRÓL Wojciech Tomasz;2935;24.93;11775;BM Jędrzejowa;M
260202;3;SALA Magdalena Beata;996;8.46;11775;BM Jędrzejowa;M
260203;1;PIOTROWSKI Mariusz Dariusz;2028;35.66;5687;BMG Małogoszcz;M
260203;2;MOLENDA Michał Jan;1628;28.63;5687;BMG Małogoszcz;M
260203;3;SOŁTYS Grzegorz Paweł;1021;17.95;5687;BMG Małogoszcz;M
260203;4;OKOŃCZYK Artur Rafał;1010;17.76;5687;BMG Małogoszcz;M
260204;1;BOLEWSKA Monika Małgorzata;1022;43.92;2327;WG Nagłowice;M
260204;2;LATO Jacek;932;40.05;2327;WG Nagłowice;M
260204;3;KRÓL Leszek Tomasz;373;16.03;2327;WG Nagłowice;M
260205;1;SOBOŃ Tadeusz Józef;1797;75.13;2392;WG Oksa;M
260205;2;CHOLERZYŃSKA Ewa Małgorzata;595;24.87;2392;WG Oksa;M
260206;1;SZAREK Wacław Stanisław;4134;67.68;6108;B Sędziszowa;M
260206;2;JAROS Piotr Jacek;1095;17.93;6108;B Sędziszowa;M
260206;3;WÓJCIK Bożena;879;14.39;6108;B Sędziszowa;M
260207;1;KOPER Tomasz Zbigniew;1215;54.68;2222;WG Słupia (Jędrzejowska);M
260207;2;NOWAK Krzysztof Adam;816;36.72;2222;WG Słupia (Jędrzejowska);M
260207;3;MACHNIK Marian Aleksander;191;8.60;2222;WG Słupia (Jędrzejowska);M
260208;1;CHAJA Tomasz;2182;49.85;4377;WG Sobków;M
260208;2;WAWER Piotr Rafał;887;20.27;4377;WG Sobków;M
260208;3;OSOWSKI Stanisław;855;19.53;4377;WG Sobków;M
260208;4;ZATORSKA Iwona Anna;453;10.35;4377;WG Sobków;M
260209;1;ŁUKASIK Dominik Jakub;1335;40.25;3317;WG Wodzisław;M
260209;2;ZIELIŃSKI Mariusz Krzysztof;1201;36.21;3317;WG Wodzisław;M
260209;3;OLEKSIAK Artur Robert;781;23.55;3317;WG Wodzisław;M
260301;1;KRUPA Edward Stefan;938;51.17;1833;WG Bejsce;M
260301;2;ZUWAŁA Józef;895;48.83;1833;WG Bejsce;M
260302;1;KASPEREK Maria;391;50.00;782;WG w Czarnocinie;S
260303;1;BODZIOCH Adam Andrzej;3345;48.65;6876;BMG w Kazimierzy Wielkiej;M
260303;2;SKOCZEK Janusz Zenon;1657;24.10;6876;BMG w Kazimierzy Wielkiej;M
260303;3;KOZIŃSKI Jacek;983;14.30;6876;BMG w Kazimierzy Wielkiej;M
260303;4;OCHENDUSZKA Teresa;891;12.96;6876;BMG w Kazimierzy Wielkiej;M
260304;1;KOWALCZYK Sławomir Piotr;989;55.56;1780;WG Opatowiec;M
260304;2;JACHNA Wojciech Michał;791;44.44;1780;WG Opatowiec;M
260305;1;JUSZCZYK Marek Jacek;1891;62.60;3021;BMG Skalbmierz;M
260305;2;MARKIEWICZ Michał Stanisław;1130;37.40;3021;BMG Skalbmierz;M
260401;1;KOPACZ Sławomir Jan;350;50.00;700;WG Bieliny;S
260402;1;SKIBA Dariusz Piotr;3205;56.94;5629;BMG Bodzentyn;M
260402;2;ŚWIETLIK Dariusz Józef;2424;43.06;5629;BMG Bodzentyn;M
260403;1;JAWORSKI Robert Zbigniew;3822;54.86;6967;BGM Chęciny;M
260403;2;PIERZAK Grzegorz Paweł;1508;21.64;6967;BGM Chęciny;M
260403;3;DULNY Tomasz Adam;1021;14.65;6967;BGM Chęciny;M
260403;4;WOJTYŚ Tomasz Włodzimierz;616;8.84;6967;BGM Chęciny;M
260404;1;WÓJCIK Paweł Sławomir;2867;55.18;5196;BMG Chmielnik;M
260404;2;KWIECIEŃ Marek Janusz;2108;40.57;5196;BMG Chmielnik;M
260404;3;MALIK Kazimierz Bogusław;221;4.25;5196;BMG Chmielnik;M
260405;1;MERESIŃSKI Dariusz Kazimierz;5825;79.28;7347;BMG Daleszyce;M
260405;2;MIKOŁAJCZYK Janina Lucyna;1522;20.72;7347;BMG Daleszyce;M
260406;1;ŁYSAK Przemysław Radosław;2956;42.85;6898;WG Górno;M
260406;2;MICHALSKA Anna Maria;1787;25.91;6898;WG Górno;M
260406;3;SKIBA Grzegorz Stanisław;1706;24.73;6898;WG Górno;M
260406;4;DUDZIK Aneta Elżbieta;449;6.51;6898;WG Górno;M
260407;1;MARWICKI Paweł;1936;60.18;3217;BMG Łagów;M
260407;2;ORŁOWSKA-MASTERNAK Małgorzata Lucyna;1281;39.82;3217;BMG Łagów;M
260408;1;MARCISZ Irena Stanisława;3537;72.01;4912;WG Łopuszno;M
260408;2;KOWALSKI Wiktor Michał;1375;27.99;4912;WG Łopuszno;M
260409;1;LATO Tomasz Stanisław;3836;73.39;5227;WG Masłów;M
260409;2;ŁYSAK Marta Joanna;1391;26.61;5227;WG Masłów;M
260410;1;SŁAWSKI Damian;1985;36.35;5461;WG Miedziana Góra;M
260410;2;WRZAŁKA Zdzisław Feliks;1658;30.36;5461;WG Miedziana Góra;M
260410;3;LUBECKI Maciej;871;15.95;5461;WG Miedziana Góra;M
260410;4;BUGAJ Wojciech Tadeusz;698;12.78;5461;WG Miedziana Góra;M
260410;5;ŻELAZKO Małgorzata;249;4.56;5461;WG Miedziana Góra;M
260411;1;WILCZAK Piotr Jakub;2404;49.51;4856;WG Mniów;M
260411;2;ADAMCZYK Mariusz Stanisław;1886;38.84;4856;WG Mniów;M
260411;3;KRAKOWIAK Zbigniew Piotr;566;11.66;4856;WG Mniów;M
260412;1;BURAS Marian Adam;5586;77.67;7192;BMG Morawica;M
260412;2;AGATOWSKI Marcin Krzysztof;947;13.17;7192;BMG Morawica;M
260412;3;PABIAN Dariusz Stanisław;659;9.16;7192;BMG Morawica;M
260413;1;GĄSIOR Andrzej Czesław;2873;55.00;5224;WG Nowa Słupia;M
260413;2;SEPIOŁO Piotr Andrzej;2351;45.00;5224;WG Nowa Słupia;M
260414;1;PIĄTEK Zbigniew Jacek;3661;49.90;7337;WG Piekoszów;M
260414;2;JAKUBOWSKA Teresa Dorota;1037;14.13;7337;WG Piekoszów;M
260414;3;GAWEŁ Michał Stanisław;999;13.62;7337;WG Piekoszów;M
260414;4;SZMIT Marcel Piotr;632;8.61;7337;WG Piekoszów;M
260414;5;JÓŹWIK Wiesław Adam;631;8.60;7337;WG Piekoszów;M
260414;6;WIJAS Jerzy Stefan;377;5.14;7337;WG Piekoszów;M
260415;1;STRĄK Stanisław;1303;61.03;2135;WG Pierzchnica;M
260415;2;MASZCZYK Sławomir Jarosław;832;38.97;2135;WG Pierzchnica;M
260416;1;SZPAK Damian;1675;58.14;2881;WG Raków;M
260416;2;SIWONIA Alina Barbara;1206;41.86;2881;WG Raków;M
260417;1;NOWACZKIEWICZ Sebastian Stanisław;2335;61.82;3777;WG Sitkówka-Nowiny;M
260417;2;GRYŃ Łukasz Jacek;1442;38.18;3777;WG Sitkówka-Nowiny;M
260418;1;TKACZYK Tadeusz Kazimierz;2164;40.65;5323;WG Strawczyn;M
260418;2;GOS Marek;1313;24.67;5323;WG Strawczyn;M
260418;3;KRUSZEWSKA Anna;787;14.78;5323;WG Strawczyn;M
260418;4;LIS Grzegorz;730;13.71;5323;WG Strawczyn;M
260418;5;SZCZYPIÓR Bożena;329;6.18;5323;WG Strawczyn;M
260419;1;SKORUPSKI Szczepan;2696;41.62;6478;WG Zagnańsk;M
260419;2;ŚLEFARSKI Wojciech;2494;38.50;6478;WG Zagnańsk;M
260419;3;STĘPIEŃ Stanisław;1288;19.88;6478;WG Zagnańsk;M
260501;1;KONIECZNY Henryk;1327;53.90;2462;WG Fałków;M
260501;2;LIPSKA Agnieszka;1079;43.83;2462;WG Fałków;M
260501;3;JARANOWSKI Tomasz Zygmunt;56;2.27;2462;WG Fałków;M
260502;1;PACOCHA Stanisław Adam;922;36.10;2554;WG Gowarczów;M
260502;2;PANEK Barbara Jolanta;563;22.04;2554;WG Gowarczów;M
260502;3;ŚLUFARSKA Anna Krystyna;480;18.79;2554;WG Gowarczów;M
260502;4;CICHY Sławomir;266;10.42;2554;WG Gowarczów;M
260502;5;FABISZEWSKI Mariusz;227;8.89;2554;WG Gowarczów;M
260502;6;WIATROWSKA Edyta Małgorzata;96;3.76;2554;WG Gowarczów;M
260503;1;OBRATAŃSKI Krzysztof Marek;7658;47.54;16110;BMG Końskie;M
260503;2;CICHOCKI Michał Ryszard;4461;27.69;16110;BMG Końskie;M
260503;3;JAKUBOWSKA Beata Iwona;1788;11.10;16110;BMG Końskie;M
260503;4;MARCZEWSKI Sławomir Szczepan;1382;8.58;16110;BMG Końskie;M
260503;5;MILCZUSZEK Damian Rafał;821;5.10;16110;BMG Końskie;M
260504;1;PĘKALA Michał;2746;63.82;4303;BMG Radoszyce;M
260504;2;STACIWA Jarosław;1343;31.21;4303;BMG Radoszyce;M
260504;3;LASKOWSKI Grzegorz;214;4.97;4303;BMG Radoszyce;M
260505;1;KUCA Leszek Zenon;467;50.00;934;WG Ruda Maleniecka;S
260506;1;WIELGOPOLAN Robert;939;51.68;1817;WG Słupia Konecka;M
260506;2;KRÓL Marian Marek;878;48.32;1817;WG Słupia Konecka;M
260507;1;PAWELEC Jarosław Marcin;921;46.10;1998;WG Smyków;M
260507;2;JANISZEWSKA Beata Lidia;604;30.23;1998;WG Smyków;M
260507;3;DUDA Jerzy Józef;473;23.67;1998;WG Smyków;M
260508;1;ŁUKOMSKA Dorota;3901;52.95;7368;B Stąporkowa;M
260508;2;ŚWIERCZYŃSKI Łukasz;3467;47.05;7368;B Stąporkowa;M
260601;1;PARTYKA Marian Stanisław;396;50.00;792;WG Baćkowice;S
260602;1;STANIEK Marek;1915;51.11;3747;WG Iwaniska;M
260602;2;KIJANKA Dariusz Janusz;1569;41.87;3747;WG Iwaniska;M
260602;3;WÓJCIK Janusz;263;7.02;3747;WG Iwaniska;M
260603;1;GRZĄDZIEL Andrzej;1784;68.59;2601;WG Lipnik;M
260603;2;SIERANT Jolanta Anna;817;31.41;2601;WG Lipnik;M
260604;1;LIS Artur;1982;33.60;5898;BMG Opatów;M
260604;2;GAJEWSKI Grzegorz Adam;1928;32.69;5898;BMG Opatów;M
260604;3;GDOWSKA Magdalena Judyta;1292;21.91;5898;BMG Opatów;M
260604;4;ŻYCHOWSKI Andrzej;533;9.04;5898;BMG Opatów;M
260604;5;WASILEWSKI Krystian Damian;163;2.76;5898;BMG Opatów;M
260605;1;MAJCHER Marcin Zbigniew;2750;51.36;5354;B Ożarowa;M
260605;2;ŚLĘZAK Piotr;2323;43.39;5354;B Ożarowa;M
260605;3;KWIECIŃSKI Zenon;281;5.25;5354;B Ożarowa;M
260606;1;URBAN-ŻELAZOWSKA Marzena;1214;61.10;1987;WG Sadowie;M
260606;2;GRABOWSKI Robert Krzysztof;773;38.90;1987;WG Sadowie;M
260607;1;KAMIŃSKI Tomasz;1492;50.71;2942;WG Tarłów;M
260607;2;WĄSIK Lech Ignacy;1143;38.85;2942;WG Tarłów;M
260607;3;MIKOŁAJEK Radosław Marek;307;10.44;2942;WG Tarłów;M
260608;1;SIDOR Szymon Mikołaj;1264;57.80;2187;WG Wojciechowice;M
260608;2;ŻELAZOWSKA Agnieszka;579;26.47;2187;WG Wojciechowice;M
260608;3;STERNIK-PAŁYS Maryla;344;15.73;2187;WG Wojciechowice;M
260701;1;GÓRCZYŃSKI Jarosław Jacek;18873;70.39;26811;PM Ostrowca Świętokrzyskiego;M
260701;2;KASZUBA Dariusz Stanisław;6178;23.04;26811;PM Ostrowca Świętokrzyskiego;M
260701;3;KARWIŃSKI Dariusz Tomasz;1760;6.56;26811;PM Ostrowca Świętokrzyskiego;M
260702;1;ŻĄDŁO Hubert Krystian;1012;50.00;2024;WG Bałtów;M
260702;2;MROCZEK Tomasz;1012;50.00;2024;WG Bałtów;M
260703;1;MURZYN Jerzy Jan;455;50.00;910;WG Bodzechów;S
260704;1;SUSKA Joanna Beata;1296;35.32;3669;B Ćmielowa;M
260704;2;SOBIERAJ Robert Paweł;1077;29.35;3669;B Ćmielowa;M
260704;3;KUŚMIERZ Jan Józef;1070;29.16;3669;B Ćmielowa;M
260704;4;STACHURSKI Wojciech;226;6.16;3669;B Ćmielowa;M
260705;1;ŁODEJ Lech Stanisław;2631;59.84;4397;BMG w Kunowie;M
260705;2;KOBIAŁKA Beata;1766;40.16;4397;BMG w Kunowie;M
260706;1;GAJEWSKI Krzysztof Marian;669;50.00;1338;WG Waśniów;S
260801;1;PORADA Stanisław Paweł;1399;53.30;2625;BMG Działoszyce;M
260801;2;LEKS Zdzisław Józef;1071;40.80;2625;BMG Działoszyce;M
260801;3;KOŁPAK Andrzej Piotr;155;5.90;2625;BMG Działoszyce;M
260802;1;WOŹNICZKO Grzegorz Paweł;744;31.75;2343;WG Kije;M
260802;2;SOCHA Tomasz Albert;652;27.83;2343;WG Kije;M
260802;3;KUŁAGA Jerzy Mieczysław;510;21.77;2343;WG Kije;M
260802;4;OTWINOWSKI Mariusz Grzegorz;288;12.29;2343;WG Kije;M
260802;5;FIUK Paweł Piotr;149;6.36;2343;WG Kije;M
260803;1;WALASEK Mirosław;1522;66.35;2294;WG Michałów;M
260803;2;KLAMIŃSKI Michał;452;19.70;2294;WG Michałów;M
260803;3;GRZYBCZAK Łukasz;320;13.95;2294;WG Michałów;M
260804;1;BADURAK Włodzimierz Stanisław;4007;42.30;9473;BMG Pińczów;M
260804;2;KONIUSZ Janusz Grzegorz;1924;20.31;9473;BMG Pińczów;M
260804;3;SALTARSKI Marcin Stanisław;1383;14.60;9473;BMG Pińczów;M
260804;4;OMASTA Marek Stefan;1223;12.91;9473;BMG Pińczów;M
260804;5;PIETRZYKOWSKI Tomasz;601;6.34;9473;BMG Pińczów;M
260804;6;ŁAGANOWSKI Łukasz Marian;335;3.54;9473;BMG Pińczów;M
260805;1;SUŁEK Tadeusz;1156;49.05;2357;WG Złota;M
260805;2;KOZERA Andrzej Jan;820;34.79;2357;WG Złota;M
260805;3;DOMAGAŁA Aleksander Józef;381;16.16;2357;WG Złota;M
260901;1;MARZEC Marcin Stanisław;2560;24.21;10572;BM Sandomierza;M
260901;2;BOROWSKI Jerzy;2346;22.19;10572;BM Sandomierza;M
260901;3;SZATAN Krzysztof Zdzisław;2036;19.26;10572;BM Sandomierza;M
260901;4;BRONKOWSKI Marek;1898;17.95;10572;BM Sandomierza;M
260901;5;CZERWIEC Wojciech Janusz;1008;9.53;10572;BM Sandomierza;M
260901;6;RUSAK Zbigniew;724;6.85;10572;BM Sandomierza;M
260902;1;ŁUKASZEK Marek;2231;59.78;3732;WG Dwikozy;M
260902;2;LEWICKI Wojciech;802;21.49;3732;WG Dwikozy;M
260902;3;KOLAŃSKA Małgorzata;699;18.73;3732;WG Dwikozy;M
260903;1;GOŹDZIEWSKI Marek;2857;69.75;4096;WG Klimontów;M
260903;2;GALATA Leszek;526;12.84;4096;WG Klimontów;M
260903;3;LIPIŃSKI Piotr Paweł;511;12.48;4096;WG Klimontów;M
260903;4;KONECKA Alicja;202;4.93;4096;WG Klimontów;M
260904;1;KLUBIŃSKA Aleksandra Stanisława;1514;45.22;3348;BMG  Koprzywnica;M
260904;2;PALUCH Anna;1106;33.03;3348;BMG  Koprzywnica;M
260904;3;JASIŃSKI Paweł;480;14.34;3348;BMG  Koprzywnica;M
260904;4;MARCJAN Jerzy;248;7.41;3348;BMG  Koprzywnica;M
260905;1;KOŁACZ Szymon;2022;57.82;3497;WG Łoniów;M
260905;2;ADAMKIEWICZ Jerzy;1120;32.03;3497;WG Łoniów;M
260905;3;STROJNOWSKI Stanisław Piotr;355;10.15;3497;WG Łoniów;M
260906;1;TWOREK Krzysztof;1810;66.72;2713;WG Obrazów;M
260906;2;STĘPIEŃ Wiesław;621;22.89;2713;WG Obrazów;M
260906;3;FORC Adam;282;10.39;2713;WG Obrazów;M
260907;1;SUROWIEC Witold Stefan;2552;66.13;3859;WG Samborzec;M
260907;2;TOŚ Jacek;1307;33.87;3859;WG Samborzec;M
260908;1;PALUCH Robert;1277;66.65;1916;WG Wilczyce;M
260908;2;NIEWIADOMSKI Łukasz Kamil;403;21.03;1916;WG Wilczyce;M
260908;3;BODURA Adam;236;12.32;1916;WG Wilczyce;M
260909;1;WZOREK Andrzej Mieczysław;829;36.65;2262;BMG Zawichost;M
260909;2;KONDZIOŁKA Katarzyna Barbara;712;31.48;2262;BMG Zawichost;M
260909;3;SIWEK Tomasz Michał;491;21.71;2262;BMG Zawichost;M
260909;4;RĘBIŚ Edyta;230;10.17;2262;BMG Zawichost;M
261001;1;KRÖNIG Konrad Bolesław;8164;42.26;19319;PM Skarżyska-Kamiennej;M
261001;2;BODO Mariusz;6420;33.23;19319;PM Skarżyska-Kamiennej;M
261001;3;ŁAPAJ Grzegorz Zdzisław;2539;13.14;19319;PM Skarżyska-Kamiennej;M
261001;4;PEJAS Artur;1368;7.08;19319;PM Skarżyska-Kamiennej;M
261001;5;CIEPIŃSKI Jacek;828;4.29;19319;PM Skarżyska-Kamiennej;M
261002;1;WALACHNIA Mariusz Jacek;2113;58.45;3615;WG Bliżyn;M
261002;2;PADUSZYŃSKI Gabriel Marcin;1502;41.55;3615;WG Bliżyn;M
261003;1;KOWALIŃSKI Romuald;1439;57.68;2495;WG Łączna;M
261003;2;CZERWIŃSKI Tomasz Zbigniew;1056;42.32;2495;WG Łączna;M
261004;1;PIĘTAK Marzena;1075;36.42;2952;WG Skarżysko Kościelne;M
261004;2;BRYZIK Jacek;942;31.91;2952;WG Skarżysko Kościelne;M
261004;3;WIATR Paweł;600;20.33;2952;WG Skarżysko Kościelne;M
261004;4;CZUBAK Stanisław Piotr;335;11.35;2952;WG Skarżysko Kościelne;M
261005;1;BŁACH Cezary Tomasz;3004;66.93;4488;BMG Suchedniów;M
261005;2;ŚLĘZAK Krzysztof Stefan;1484;33.07;4488;BMG Suchedniów;M
261101;1;MATEREK Marek Jerzy;17777;84.42;21057;PM Starachowice;M
261101;2;LEWKOWICZ Paweł;1875;8.90;21057;PM Starachowice;M
261101;3;SZWAJNOCH Sebastian Rafał;1405;6.67;21057;PM Starachowice;M
261102;1;BERNAT Marzena Agata;3326;62.92;5286;WG Brody;M
261102;2;PRZYGODA Andrzej Marek;926;17.52;5286;WG Brody;M
261102;3;WRONA Stanisław Bogusław;684;12.94;5286;WG Brody;M
261102;4;LIS Leszek;256;4.84;5286;WG Brody;M
261102;5;ŁĘCKI Marian;94;1.78;5286;WG Brody;M
261103;1;SEWERYN Mirosław Piotr;326;50.00;652;WG Mirzec;S
261104;1;WOJTAS Marek;570;50.00;1140;WG Pawłów;S
261105;1;SAMELA Jarosław Jacek;1681;51.23;3281;BMG Wąchock;M
261105;2;JANUS Robert Mariusz;1600;48.77;3281;BMG Wąchock;M
261201;1;ADAMCZYK Marcin;1931;45.70;4225;WG Bogoria;M
261201;2;BRUDEK Władysław Marcin;1092;25.85;4225;WG Bogoria;M
261201;3;MADEJ Zygmunt;685;16.21;4225;WG Bogoria;M
261201;4;SZYDŁO Robert Mirosław;517;12.24;4225;WG Bogoria;M
261202;1;GRAJKO Anna Krystyna;1294;67.89;1906;WG Łubnice;M
261202;2;SIWEK-OLEŚ Izabela Monika;612;32.11;1906;WG Łubnice;M
261203;1;JUDA Leszek Stanisław;1089;59.64;1826;WG Oleśnica;M
261203;2;LALEWICZ Edward Józef;367;20.10;1826;WG Oleśnica;M
261203;3;PIĄTKOWSKI Grzegorz Stanisław;339;18.57;1826;WG Oleśnica;M
261203;4;PLEWA Krzysztof Antoni;31;1.70;1826;WG Oleśnica;M
261204;1;ŁYSIAK Rafał Janusz;2235;53.86;4150;BMG Osiek;M
261204;2;WAWRZKIEWICZ Włodzimierz;1444;34.80;4150;BMG Osiek;M
261204;3;STAWIARZ Krzysztof Tadeusz;471;11.35;4150;BMG Osiek;M
261205;1;TARNOWSKI Jacek;3101;52.17;5944;BMG Połaniec;M
261205;2;KACZMARCZYK Marcin;1342;22.58;5944;BMG Połaniec;M
261205;3;NOWAK Jacek Benedykt;1287;21.65;5944;BMG Połaniec;M
261205;4;KUŚMIERZ Marcin;127;2.14;5944;BMG Połaniec;M
261205;5;STRZAŁA Grzegorz;87;1.46;5944;BMG Połaniec;M
261206;1;FORKASIEWICZ Grzegorz Paweł;1704;58.96;2890;WG Rytwiany;M
