teryt;exteryt;bb;center;===;tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
302406;3;52.449125,16.186035 52.648802,16.441011;52.5489635,16.313523;===;R1;302406;1;JANISZEWSKI Łukasz;29;średnie;Pniewy,;861;15.29;-1;Nie
302406;3;52.449125,16.186035 52.648802,16.441011;52.5489635,16.313523;===;R1;302406;2;MUSIAŁ Edward Szczepan;50;wyższe;Pniewy,;1193;21.19;-1;Nie
302406;3;52.449125,16.186035 52.648802,16.441011;52.5489635,16.313523;===;R1;302406;3;PRZEWOŹNY Jarosław;54;średnie;Pniewy,;3577;63.52;-1;Tak
302407;3;52.518012,16.363259 52.667219,16.740736;52.5926155,16.5519975;===;R1;302407;1;BIAŁASIK Katarzyna;42;wyższe;Szamotuły,;3393;27.20;-1;Druga tura
302407;3;52.518012,16.363259 52.667219,16.740736;52.5926155,16.5519975;===;R1;302407;2;CIESIELSKI Maciej;43;wyższe;Baborówko,;2422;19.42;-1;Nie
302407;3;52.518012,16.363259 52.667219,16.740736;52.5926155,16.5519975;===;R1;302407;3;GRABOWSKI Jacek Maria;71;wyższe;Szamotuły,;1614;12.94;-1;Nie
302407;3;52.518012,16.363259 52.667219,16.740736;52.5926155,16.5519975;===;R1;302407;4;KACZMAREK Włodzimierz;57;wyższe;Szczuczyn,;5043;40.43;-1;Druga tura
302408;3;52.639900,16.013770 52.794057,16.455369;52.7169785,16.2345695;===;R1;302408;1;BUGAJ Paweł;64;wyższe;Wronki,;360;3.96;-1;Nie
302408;3;52.639900,16.013770 52.794057,16.455369;52.7169785,16.2345695;===;R1;302408;2;ŚNIEGOWSKI Sławomir Piotr;47;średnie techniczne;Wronki,;2813;30.93;-1;Nie
302408;3;52.639900,16.013770 52.794057,16.455369;52.7169785,16.2345695;===;R1;302408;3;WIECZÓR Mirosław Piotr;47;wyższe;Wronki,;5921;65.11;-1;Tak
302501;2;52.233390,17.276716 52.349722,17.488139;52.291556,17.3824275;===;R1;302501;1;MORAWIEC Marcin;39;wyższe - rolnicze;Nowojewo,;432;33.78;-1;Nie
302501;2;52.233390,17.276716 52.349722,17.488139;52.291556,17.3824275;===;R1;302501;2;PAUTER Krzysztof;57;wyższe - humanistyczne;Giecz,;847;66.22;-1;Tak
302502;2;52.087591,17.229920 52.176782,17.470446;52.1321865,17.350183;===;R1;302502;1;JANICKI Andrzej;58;wyższe;Pięczkowo,;1903;81.74%;425;Tak
302503;2;52.010623,17.271947 52.124493,17.522832;52.067558,17.3973895;===;R1;302503;1;GOŁĘBIAK Henryk Jacek;66;średnie;Nowe Miasto nad Wartą,;760;24.10;-1;Nie
302503;2;52.010623,17.271947 52.124493,17.522832;52.067558,17.3973895;===;R1;302503;2;PODEMSKI Aleksander Jan;62;wyższe;Tokarów,;2393;75.90;-1;Tak
302504;3;52.162120,17.111418 52.318416,17.473171;52.240268,17.2922945;===;R1;302504;1;CZAPLICKI Mateusz;27;wyższe;Rumiejki,;2657;18.64;-1;Nie
302504;3;52.162120,17.111418 52.318416,17.473171;52.240268,17.2922945;===;R1;302504;2;MIELOCH Piotr Marek;45;Wyższe;Środa Wielkopolska,;5005;35.11;-1;Druga tura
302504;3;52.162120,17.111418 52.318416,17.473171;52.240268,17.2922945;===;R1;302504;3;ZIĘTKOWSKI Wojciech Maciej;53;wyższe ekonomiczne;Środa Wielkopolska,;6592;46.25;-1;Druga tura
302505;2;52.099119,17.091183 52.226479,17.279671;52.162799,17.185427;===;R1;302505;1;DĄBROWSKA Justyna;43;WYŻSZE;ZANIEMYŚL,;1423;48.24;-1;Nie
302505;2;52.099119,17.091183 52.226479,17.279671;52.162799,17.185427;===;R1;302505;2;URBAS Krzysztof;63;WYŻSZE;ZANIEMYŚL,;1527;51.76;-1;Tak
302601;2;52.097804,16.790251 52.198006,16.993531;52.147905,16.891891;===;R1;302601;1;PAKOWSKI Marek;37;Wyższe;Brodnica,;1479;82.81%;307;Tak
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145;===;R1;302602;1;DUDZIŃSKI Wojciech;52;wyższe;Dolsk,;518;20.16;-1;Nie
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145;===;R1;302602;2;FRĄCKOWIAK Tomasz Marcin;43;wyższe;Dolsk,;969;37.70;-1;Druga tura
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145;===;R1;302602;3;MICHALSKI Jędrzej Waldemar;68;wyższe;Ostrowieczno,;150;5.84;-1;Nie
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145;===;R1;302602;4;WIERZBIŃSKA Barbara;52;wyższe;Dolsk,;933;36.30;-1;Druga tura
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265;===;R1;302603;1;KACZMAREK Bohdan Józef;59;wyższe;Charłub,;755;21.00;-1;Druga tura
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265;===;R1;302603;2;KASPRZAK Paweł Robert;51;wyższe;Książ Wielkopolski,;576;16.02;-1;Nie
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265;===;R1;302603;3;MARCINIAK Teofil Stanisław;62;wyższe administracyjne;Książ Wielkopolski,;1772;49.29;-1;Druga tura
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265;===;R1;302603;4;PAWŁOWSKI Jędrzej;33;wyższe;Kiełczynek,;492;13.69;-1;Nie
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;1;CHWAŁCZYŃSKI Marcin Andrzej;42;wyższe;Mechlin,;1280;7.26;-1;Nie
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;2;LEWANDOWSKI Adam Jan;59;wyższe;Śrem,;7784;44.12;-1;Druga tura
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;3;ŁUCKA Małgorzata;47;wyższe;Śrem,;459;2.60;-1;Nie
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;4;MULKOWSKI Piotr;53;wyższe;Śrem,;4432;25.12;-1;Druga tura
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;5;PIĄTEK Robert Józef;50;średnie;Śrem,;2388;13.54;-1;Nie
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888;===;R1;302604;6;WIŚNIEWSKI Grzegorz;27;wyższe;Śrem,;1298;7.36;-1;Nie
302701;1;51.993171,18.464648 52.039355,18.558396;52.016263,18.511522;===;R1;302701;1;ANTOSIK ROMUALD;44;WYŻSZE;TUREK,;7223;61.28;-1;Tak
302701;1;51.993171,18.464648 52.039355,18.558396;52.016263,18.511522;===;R1;302701;2;BIŃKOWSKI PIOTR;53;WYŻSZE;TUREK,;953;8.09;-1;Nie
302701;1;51.993171,18.464648 52.039355,18.558396;52.016263,18.511522;===;R1;302701;3;KAŁUŻNY DARIUSZ;47;WYŻSZE;TUREK,;2061;17.49;-1;Nie
302701;1;51.993171,18.464648 52.039355,18.558396;52.016263,18.511522;===;R1;302701;4;TROJAN WALDEMAR EUZEBIUSZ;47;WYŻSZE PRAWNICZE;TUREK,;1550;13.15;-1;Nie
302702;2;52.035300,18.497634 52.136581,18.722482;52.0859405,18.610058;===;R1;302702;1;KASZYŃSKI Mariusz Mateusz;52;Wyższe;Brudzew,;418;13.83;-1;Nie
302702;2;52.035300,18.497634 52.136581,18.722482;52.0859405,18.610058;===;R1;302702;2;KICIŃSKI Tomasz;42;Średnie;Koźmin,;603;19.95;-1;Nie
302702;2;52.035300,18.497634 52.136581,18.722482;52.0859405,18.610058;===;R1;302702;3;KRASOWSKI Cezary Wiktor;53;Wyższe;Dąbrowa,;2002;66.23;-1;Tak
302703;3;51.820786,18.561771 51.955126,18.767948;51.887956,18.6648595;===;R1;302703;1;GEBLER Tadeusz;45;wyższe;Długa Wieś,;1826;68.01;-1;Tak
302703;3;51.820786,18.561771 51.955126,18.767948;51.887956,18.6648595;===;R1;302703;2;KUSZCZYŃSKA Krystyna Barbara;54;wyższe;Dobra,;859;31.99;-1;Nie
302704;2;51.834193,18.412967 51.961065,18.594860;51.897629,18.5039135;===;R1;302704;1;GIL Rafał;33;wyższe techniczne;Kawęczyn,;1054;38.66;-1;Nie
302704;2;51.834193,18.412967 51.961065,18.594860;51.897629,18.5039135;===;R1;302704;2;NOWAK Jan Andrzej;61;wyższe rolnicze;Milejów,;1672;61.34;-1;Tak
302705;2;51.887555,18.295580 52.024799,18.481889;51.956177,18.3887345;===;R1;302705;1;AUGUSTYNIAK Ireneusz Stanisław;49;wyższe;Miłaczewek,;907;31.33;-1;Druga tura
302705;2;51.887555,18.295580 52.024799,18.481889;51.956177,18.3887345;===;R1;302705;2;KRZESZEWSKI Gerard;44;wyższe;Malanów,;898;31.02;-1;Nie
302705;2;51.887555,18.295580 52.024799,18.481889;51.956177,18.3887345;===;R1;302705;3;PRENTCZYŃSKI Sławomir Piotr;55;wyższe;Malanów,;1090;37.65;-1;Druga tura
302706;2;51.941157,18.542017 52.049986,18.741744;51.9955715,18.6418805;===;R1;302706;1;BRONISZEWSKI Mirosław Paweł;63;wyższe;Obrzębin,;1905;85.97%;311;Tak
302707;3;51.981305,18.218214 52.125458,18.444185;52.0533815,18.3311995;===;R1;302707;1;CIESIELSKI Grzegorz Józef;62;wyższe;Wielopole,;1598;32.30;-1;Druga tura
302707;3;51.981305,18.218214 52.125458,18.444185;52.0533815,18.3311995;===;R1;302707;2;POŚPIECH Grażyna;57;wyższe;Tuliszków,;781;15.79;-1;Nie
302707;3;51.981305,18.218214 52.125458,18.444185;52.0533815,18.3311995;===;R1;302707;3;PUSZCZ-MAJDA Mirosława;43;wyższe;Turek,;1104;22.32;-1;Nie
302707;3;51.981305,18.218214 52.125458,18.444185;52.0533815,18.3311995;===;R1;302707;4;ROMAN Krzysztof Stanisław;45;wyższe;Tuliszków,;1464;29.59;-1;Druga tura
302708;2;51.944176,18.390743 52.072704,18.618018;52.00844,18.5043805;===;R1;302708;1;BUCHELT Krzysztof Ireneusz;48;wyższe;Obrębizna,;1124;28.51;-1;Nie
302708;2;51.944176,18.390743 52.072704,18.618018;52.00844,18.5043805;===;R1;302708;2;MIKOŁAJCZYK Karol;53;wyższe;Kaczki Średnie,;2819;71.49;-1;Tak
302709;2;52.058330,18.329341 52.170828,18.526704;52.114579,18.4280225;===;R1;302709;1;KLANOWSKA Elżbieta;48;Wyższe;Chylin,;2144;52.57;-1;Tak
302709;2;52.058330,18.329341 52.170828,18.526704;52.114579,18.4280225;===;R1;302709;2;KUSZ Daniel;40;Wyższe;Brudzew,;1934;47.43;-1;Nie
302801;1;52.786908,17.158300 52.837600,17.236927;52.812254,17.1976135;===;R1;302801;1;BERENDT Jarosław Marek;53;wyższe;Skoki,;3845;34.89;-1;Druga tura
302801;1;52.786908,17.158300 52.837600,17.236927;52.812254,17.1976135;===;R1;302801;2;HURNIK Radosław Aleksander;46;wyższe;Wągrowiec,;895;8.12;-1;Nie
302801;1;52.786908,17.158300 52.837600,17.236927;52.812254,17.1976135;===;R1;302801;3;KAMIŃSKI Grzegorz;46;wyższe;Wągrowiec,;2767;25.11;-1;Nie
302801;1;52.786908,17.158300 52.837600,17.236927;52.812254,17.1976135;===;R1;302801;4;POSZWA Krzysztof;39;wyższe;Wągrowiec,;3513;31.88;-1;Druga tura
302802;2;52.783817,17.346639 52.904149,17.527148;52.843983,17.4368935;===;R1;302802;1;MATYSIAK Jacek;54;wyższe;Damasławek,;1054;41.41;-1;Nie
302802;2;52.783817,17.346639 52.904149,17.527148;52.843983,17.4368935;===;R1;302802;2;WIECZOREK Cyprian Piotr;30;wyższe;Damasławek,;1491;58.59;-1;Tak
302803;3;52.884833,17.174328 53.084018,17.444864;52.9844255,17.309596;===;R1;302803;1;DURSKI Mieczysław Wojciech;55;wyższe;Gołańcz,;2220;62.10;-1;Tak
302803;3;52.884833,17.174328 53.084018,17.444864;52.9844255,17.309596;===;R1;302803;2;RUTKOWSKI Janusz Maciej;56;średnie;Gołańcz,;1355;37.90;-1;Nie
302804;2;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685;===;R1;302804;1;BODUS Leszek Jakub;44;wyższe;Jaroszewo Drugie,;905;31.31;-1;Druga tura
302804;2;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685;===;R1;302804;2;OELKE Agnieszka Katarzyna;39;wyższe;Gołaszewo,;406;14.05;-1;Nie
302804;2;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685;===;R1;302804;3;PRZYŁUCKI Piotr;44;wyższe;Mieścisko,;239;8.27;-1;Nie
302804;2;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685;===;R1;302804;4;RENN Przemysław Piotr;31;wyższe;Mieścisko,;1340;46.37;-1;Druga tura
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;===;R1;302805;1;ANDRZEJEWSKI Mariusz Krzysztof;46;wyższe;Skoki,;291;7.04;-1;Nie
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;===;R1;302805;2;KŁOS Tadeusz Antoni;68;wyższe;Brzeźno,;1903;46.04;-1;Druga tura
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;===;R1;302805;3;OWCZARZAK Grzegorz Michał;47;wyższe;Lechlin,;1187;28.72;-1;Druga tura
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005;===;R1;302805;4;RADECKA-KAMIŃSKA Paulina;37;wyższe;Skoki,;752;18.20;-1;Nie
302806;2;52.875733,17.405390 52.958205,17.528441;52.916969,17.4669155;===;R1;302806;1;BILSKI Janusz Wojciech;55;wyższe;Damasławek,;360;27.59;-1;Nie
302806;2;52.875733,17.405390 52.958205,17.528441;52.916969,17.4669155;===;R1;302806;2;KĘDZIERSKI Maciej;34;wyższe;Rusiec,;945;72.41;-1;Tak
302807;2;52.723630,17.002682 52.934509,17.383206;52.8290695,17.192944;===;R1;302807;1;EITNER Dariusz Zbigniew;52;wyższe;Wągrowiec,;851;18.05;-1;Nie
302807;2;52.723630,17.002682 52.934509,17.383206;52.8290695,17.192944;===;R1;302807;2;JANKIEWICZ-KORCZ Barbara Ewa;53;wyższe;Wągrowiec,;1033;21.91;-1;Nie
302807;2;52.723630,17.002682 52.934509,17.383206;52.8290695,17.192944;===;R1;302807;3;MAJCHRZAK Przemysław;51;wyższe;Rgielsko,;2831;60.04;-1;Tak
302901;2;51.929183,16.107920 52.084089,16.465749;52.006636,16.2868345;===;R1;302901;1;FRĄCKOWIAK Janusz;51;wyższe;Nowa Wieś,;3071;51.51;-1;Tak
302901;2;51.929183,16.107920 52.084089,16.465749;52.006636,16.2868345;===;R1;302901;2;PRZYDRÓŻNY Marcin;37;wyższe;Siekówko,;978;16.40;-1;Nie
302901;2;51.929183,16.107920 52.084089,16.465749;52.006636,16.2868345;===;R1;302901;3;SILSKI Mariusz;42;wyższe;Karpicko,;1913;32.09;-1;Nie
302902;2;52.065023,15.833296 52.246664,16.107487;52.1558435,15.9703915;===;R1;302902;1;KOLESIŃSKI Jacek;53;wyższe;Żodyń,;3448;66.94;-1;Tak
302902;2;52.065023,15.833296 52.246664,16.107487;52.1558435,15.9703915;===;R1;302902;2;PLUSKOTA Błażej;54;wyższe;Karpicko,;798;15.49;-1;Nie
302902;2;52.065023,15.833296 52.246664,16.107487;52.1558435,15.9703915;===;R1;302902;3;WITA Andrzej;60;wyższe;Siedlec,;905;17.57;-1;Nie
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;===;R1;302903;1;KACZMAREK Andrzej Bolesław;64;średnie;Grodzisk Wielkopolski,;277;2.03;-1;Nie
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;===;R1;302903;2;KĘDZIORA Agnieszka;28;wyższe;Świętno,;2421;17.70;-1;Nie
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;===;R1;302903;3;KRAJEWSKI Piotr;55;wyższe;Wolsztyn,;406;2.97;-1;Nie
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;===;R1;302903;4;LIS Wojciech;46;wyższe;Stary Widzim,;9402;68.75;-1;Tak
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285;===;R1;302903;5;STRAŻYŃSKI Artur;37;wyższe;Świętno,;1170;8.56;-1;Nie
303001;2;52.141675,17.555009 52.292169,17.781788;52.216922,17.6683985;===;R1;303001;1;MAJCHRZAK Wojciech;56;średnie;Bieganowo,;514;19.57;-1;Druga tura
303001;2;52.141675,17.555009 52.292169,17.781788;52.216922,17.6683985;===;R1;303001;2;PERA Jakub;32;wyższe;Borzykowo,;410;15.61;-1;Nie
303001;2;52.141675,17.555009 52.292169,17.781788;52.216922,17.6683985;===;R1;303001;3;WASZAK Teresa;62;średnie;Kołaczkowo,;1219;46.40;-1;Druga tura
303001;2;52.141675,17.555009 52.292169,17.781788;52.216922,17.6683985;===;R1;303001;4;WOŚ Jerzy;65;średnie;Krzywa Góra,;484;18.42;-1;Nie
303002;3;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868;===;R1;303002;1;GRUSZCZYŃSKI Hubert;38;WYŻSZE;MIŁOSŁAW,;2325;47.63;-1;Druga tura
303002;3;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868;===;R1;303002;2;SKIKIEWICZ Zbigniew Jerzy;58;WYŻSZE;MIŁOSŁAW,;2158;44.21;-1;Druga tura
303002;3;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868;===;R1;303002;3;SOBCZAK Jarosław;57;WYŻSZE;BIECHÓWKO,;398;8.15;-1;Nie
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623;===;R1;303003;1;BALICKI Karol;36;wyższe;Nekla,;2620;79.93;-1;Tak
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623;===;R1;303003;2;GUMPERT Marek;58;wyższe;Nekielka,;658;20.07;-1;Nie
303004;3;52.063050,17.643329 52.222832,17.833598;52.142941,17.7384635;===;R1;303004;1;DĘBSKI Przemysław;36;wyższe;Pyzdry,;2544;76.81;-1;Tak
303004;3;52.063050,17.643329 52.222832,17.833598;52.142941,17.7384635;===;R1;303004;2;MNICH Monika;41;wyższe;Pyzdry,;768;23.19;-1;Nie
303005;3;52.245794,17.468853 52.413180,17.743332;52.329487,17.6060925;===;R1;303005;1;JÓZWIAK Bartosz;45;wyższe;Nowy Folwark, Unia Polityki Realnej;960;5.12;-1;Nie
303005;3;52.245794,17.468853 52.413180,17.743332;52.329487,17.6060925;===;R1;303005;2;KAŁUŻNY Tomasz;52;wyższe;Września,;12269;65.39;-1;Tak
303005;3;52.245794,17.468853 52.413180,17.743332;52.329487,17.6060925;===;R1;303005;3;KOWALEWSKI Jarosław Marek;49;wyższe;Września,;2518;13.42;-1;Nie
303005;3;52.245794,17.468853 52.413180,17.743332;52.329487,17.6060925;===;R1;303005;4;KWIATKOWSKI Bogumił Alojzy;48;wyższe;Nowy Folwark,;3016;16.07;-1;Nie
303101;1;53.340493,17.005995 53.377923,17.084266;53.359208,17.0451305;===;R1;303101;1;JASKÓLSKI Mirosław Stanisław;60;wyższe;Złotów,;2324;31.79;-1;Druga tura
303101;1;53.340493,17.005995 53.377923,17.084266;53.359208,17.0451305;===;R1;303101;2;MAKSIMCZYK Jan;58;wyższe;Złotów,;1404;19.20;-1;Nie
303101;1;53.340493,17.005995 53.377923,17.084266;53.359208,17.0451305;===;R1;303101;3;PULIT Adam;43;wyższe;Górzna,;3583;49.01;-1;Druga tura
303102;3;53.281884,16.436241 53.488475,16.892600;53.3851795,16.6644205;===;R1;303102;1;WOJTIUK Piotr;49;wyższe;Jastrowie,;2490;72.07%;965;Tak
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415;===;R1;303103;1;KITELA Stefan Adam;51;wyższe;Krajenka,;1682;50.63;-1;Tak
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415;===;R1;303103;2;KLARYŃSKI Adam;41;wyższe;Skórka,;599;18.03;-1;Nie
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415;===;R1;303103;3;KOKOWSKI Sebastian Jan;46;wyższe;Krajenka,;273;8.22;-1;Nie
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415;===;R1;303103;4;MICHALSKI Arkadiusz Leszek;29;wyższe;Krajenka,;552;16.62;-1;Nie
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415;===;R1;303103;5;SZCZERBIAK Janusz Włodzimierz;64;wyższe;Krajenka,;216;6.50;-1;Nie
303104;2;53.419335,17.015388 53.542727,17.394055;53.481031,17.2047215;===;R1;303104;1;KURDZIEKO Przemysław;36;wyższe;Lipka,;1840;96.08%;75;Tak
303105;3;53.431989,16.645441 53.655869,17.018231;53.543929,16.831836;===;R1;303105;1;JASIŁEK Andrzej Kazimierz;64;wyższe;Okonek,;1990;57.50;-1;Tak
303105;3;53.431989,16.645441 53.655869,17.018231;53.543929,16.831836;===;R1;303105;2;RAPTA Mieczysław Ryszard;55;wyższe;Lędyczek,;494;14.27;-1;Nie
303105;3;53.431989,16.645441 53.655869,17.018231;53.543929,16.831836;===;R1;303105;3;WĘGLOWSKI Jan;57;wyższe;Lędyczek,;977;28.23;-1;Nie
303106;2;53.243561,16.752818 53.408316,16.976840;53.3259385,16.864829;===;R1;303106;1;MOŚCICKI Jacek Ireneusz;42;wyższe;Tarnowiec,;1035;76.89;-1;Tak
303106;2;53.243561,16.752818 53.408316,16.976840;53.3259385,16.864829;===;R1;303106;2;WIŚNIEWSKI Przemysław Maciej;44;wyższe;Osówka,;311;23.11;-1;Nie
303107;2;53.319176,17.020190 53.479793,17.302257;53.3994845,17.1612235;===;R1;303107;1;BUŁAWA Marek Szczepan;34;wyższe;Zakrzewo,;1326;60.05;-1;Tak
303107;2;53.319176,17.020190 53.479793,17.302257;53.3994845,17.1612235;===;R1;303107;2;KABATTEK Edmund Bernard;45;wyższe;Wersk,;665;30.12;-1;Nie
303107;2;53.319176,17.020190 53.479793,17.302257;53.3994845,17.1612235;===;R1;303107;3;RUTA Andrzej;60;wyższe;Zakrzewo,;217;9.83;-1;Nie
303108;2;53.238541,16.865959 53.510279,17.265773;53.37441,17.065866;===;R1;303108;1;LACH Piotr;51;wyższe;Nowy Dwór,;2831;87.19%;416;Tak
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;1;GRODZIŃSKI Dariusz;38;wyższe;Kalisz,;8350;19.95;-1;Druga tura
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;2;KALETA Piotr Marek;50;wyższe;Wolica,;7851;18.76;-1;Nie
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;3;KINASTOWSKI Krystian Wojciech;39;wyższe;Kalisz,;8931;21.34;-1;Druga tura
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;4;KOŚCIELNY Piotr;39;wyższe;Kalisz,;1586;3.79;-1;Nie
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;5;KOZŁOWSKI Jerzy;56;średnie;Kalisz,;738;1.76;-1;Nie
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;6;MAJ Zbigniew Piotr;46;wyższe;Kalisz,;3947;9.43;-1;Nie
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;7;PAWLICZAK Karolina Monika;42;wyższe;Kalisz, Sojusz Lewicy Demokratycznej;7041;16.82;-1;Nie
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685;===;R1;306101;8;SAPIŃSKI Grzegorz Marcin;46;wyższe;Kalisz,;3411;8.15;-1;Nie
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;1;CHOJNACKI Zenon Jan;56;Wyższe;Konin,;9305;30.48;-1;Druga tura
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;2;KORYTKOWSKI Piotr Karol;50;Wyższe;Konin,;7490;24.53;-1;Druga tura
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;3;KOTLARSKI Michał Tadeusz;28;Wyższe;Konin,;2572;8.42;-1;Nie
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;4;KRUCZKOWSKI Damian;36;Wyższe;Konin,;3639;11.92;-1;Nie
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;5;KUZNOWICZ Karol Krzysztof;58;Wyższe;Konin,;1473;4.82;-1;Nie
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651;===;R1;306201;6;NOWICKI Józef Zygmunt;74;wyższe;Konin,;6054;19.83;-1;Nie
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;===;R1;306301;1;BANASIK Grażyna Teresa;65;średnie;Leszno, Sojusz Lewicy Demokratycznej;581;2.16;-1;Nie
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;===;R1;306301;2;BOROWIAK Łukasz;43;wyższe ekonomiczne;Leszno,;14355;53.47;-1;Tak
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;===;R1;306301;3;KOŚMIDER Adam Andrzej;37;Wyższe;Leszno,;2839;10.57;-1;Nie
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;===;R1;306301;4;RUSIECKI Grzegorz Stanisław;35;Wyższe;Leszno,;8897;33.14;-1;Nie
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932;===;R1;306301;5;SCHASCHNER Kamila Barbara;40;wyższe;Leszno,;175;0.65;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;1;BONK-HAMMERMEISTER Dorota Magdalena;47;wyższe;Poznań,;7963;3.51;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;2;BRATKOWSKI Wojciech;60;wyższe;Poznań,;4060;1.79;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;3;HINC Przemysław Jakub;47;wyższe;Poznań, Demokracja Bezpośrednia;5209;2.29;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;4;JAŚKOWIAK Jacek;54;wyższe;Poznań,;127125;55.99;-1;Tak
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;5;LEWANDOWSKI Tomasz Jacek;40;wyższe;Poznań,;17402;7.66;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;6;PUCEK Jarosław;42;wyższe;Poznań,;16903;7.45;-1;Nie
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154;===;R1;306401;7;ZYSK Tadeusz;65;wyższe;Poznań,;48374;21.31;-1;Nie
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;1;BAGIŃSKI Krzysztof Józef;54;wyższe;Białogard,;2707;26.68;-1;Druga tura
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557;===;R1;320101;2;BORKOWSKI Robert;44;wyższe;Białogard,;485;4.78;-1;Nie
