cat;sex;fid;cntry1;name1;winner;name2;cntry2;score1;score2;time;round;comment;ippon;idr
100;M;5;POR;FONSECA=Jorge;L;BRICENO=Thomas; CHI;1 0= █ █;0= █ █;04:00;Round 1;;0;r1
100;M;4;HUN;CIRJENICS=Miklos;R;IDDIR=Alexandre; FRA;0= █ █;1 0 0=;01:04;Round 1;;1;r1
100;M;3;ALG;BOUYACOUB=Lyes;R;KUMRIC=Zlatko; CRO;0= █ █;1 0= █ █;05:04;Round 1;;0;r1
100;M;2;CHN;ERIHEMUBATU=;R;MINASKIN=Grigori; EST;0=;1 1 0=;00:28;Round 1;;1;r1
200;M;67;JPN;HARASAWA=Hisayoshi;R;KRPALEK=Lukas; CZE;0= █ █;0= █ █;07:50;Final;;0;r8
200;M;66;NED;MEYER=Roy;L;TUSHISHVILI=Guram; GEO;1 0= █ █;0= █;04:00;Bronze;;0;r8
200;M;65;BRA;SILVA=Rafael;R;KIM=Minjong; KOR;0=;1 0 0=;06:27;Bronze;;1;r8
200;M;64;CZE;KRPALEK=Lukas;L;KIM=Minjong; KOR;1 0 0= █ █;0= █ █;05:28;Semi-Final;;1;r7
200;M;63;GEO;TUSHISHVILI=Guram;R;HARASAWA=Hisayoshi; JPN;0=;1 0 0= █;02:37;Semi-Final;;1;r7
200;M;62;NED;MEYER=Roy;L;MOURA=David; BRA;1 0 0=;0= █;03:33;Repechage;;1;r5
200;M;61;NED;GROL=Henk;R;SILVA=Rafael; BRA;0= █ █;1 0 0= █;03:47;Repechage;;1;r5
200;M;60;BRA;MOURA=David;R;KIM=Minjong; KOR;1 0= █ █;1 0 0= █;02:26;Quarter-Final;;1;r6
200;M;59;CZE;KRPALEK=Lukas;L;MEYER=Roy; NED;0=;0= █ █;05:38;Quarter-Final;;0;r6
200;M;58;JPN;HARASAWA=Hisayoshi;L;SILVA=Rafael; BRA;0= █ █;0= █ █;06:33;Quarter-Final;;0;r6
200;M;57;GEO;TUSHISHVILI=Guram;L;GROL=Henk; NED;1 1 0=;0= █ █;02:19;Quarter-Final;;1;r6
200;M;56;KOR;KIM=Minjong;L;FREY=Johannes; GER;1 0 0= █;0=;03:22;Round 3;;1;r3
200;M;55;BRA;MOURA=David;L;DRAGIC=Vito; SLO;1 0 0= █ █;0=;05:20;Round 3;;1;r3
200;M;54;NED;MEYER=Roy;L;ULZIIBAYAR=Duurenbayar; MGL;0= █;0= █ █;04:35;Round 3;;0;r3
200;M;53;CZE;KRPALEK=Lukas;L;MIRMAMADOV=Shakarmamad; TJK;1 0 0= █;0= █;02:10;Round 3;;1;r3
200;M;52;BRA;SILVA=Rafael;L;SIMIONESCU=Vladut; ROU;1 0 0= █;0= █ █;03:19;Round 3;;1;r3
200;M;51;JPN;HARASAWA=Hisayoshi;L;NAIDAN=Tuvshinbayar; MGL;1 0 0=;0=;03:39;Round 3;;1;r3
200;M;50;ECU;FIGUEROA=Freddy;R;GROL=Henk; NED;0= █ █;1 0 0= █;02:10;Round 3;;1;r3
200;M;49;GEO;TUSHISHVILI=Guram;L;RAKHIMOV=Temur; TJK;1 1 0=;0= █ █;02:38;Round 3;;1;r3
200;M;48;CHN;YUAN=Shaotong;R;FREY=Johannes; GER;0= █ █;1 0= █;04:00;Round 2;;0;r2
200;M;47;ISR;SASSON=Or;R;KIM=Minjong; KOR;0= █ █;1 0= █;04:00;Round 2;;0;r2
200;M;46;SLO;DRAGIC=Vito;L;SIDIBE=Rachid; BUR;1 0 0= █;0= █ █;02:19;Round 2;;1;r2
200;M;45;BRA;MOURA=David;L;ZAIDAN=Rakan; KSA;1 1 0=;0=;01:07;Round 2;;1;r2
200;M;44;MGL;ULZIIBAYAR=Duurenbayar;L;PARK=Liam; AUS;0= █;0= █ █;01:58;Round 2;;0;r2
200;M;43;NED;MEYER=Roy;L;TASOEV=Inal; RUS;0= █;0= █ █;05:01;Round 2;;0;r2
200;M;42;TJK;MIRMAMADOV=Shakarmamad;L;OLTIBOEV=Bekmurod; UZB;1 0 0= █;0= █;01:43;Round 2;;1;r2
200;M;41;CZE;KRPALEK=Lukas;L;CULUM=Zarko; SRB;1 0 0= █ █;0= █ █;02:49;Round 2;;1;r2
200;M;40;ROU;SIMIONESCU=Vladut;L;GRANDA=Andy; CUB;1 0 0= █ █;0= █ █;02:51;Round 2;;1;r2
200;M;39;BRA;SILVA=Rafael;L;SADIKOVIC=Harun; BIH;1 0= █;0= █ █;04:00;Round 2;;0;r2
200;M;38;MGL;NAIDAN=Tuvshinbayar;L;NDIAYE=Mbagnick; SEN;1 0 0=;0=;00:57;Round 2;;1;r2
200;M;37;JPN;HARASAWA=Hisayoshi;L;HEGYI=Stephan; AUT;1 1 0=;0= █;03:08;Round 2;;1;r2
200;M;36;CHI;SOLIS=Francisco;R;GROL=Henk; NED;0=;1 1 0=;01:11;Round 2;;1;r2
200;M;34;TJK;RAKHIMOV=Temur;L;VAKHAVIAK=Aliaksandr; BLR;1 0 0=;0= █ █;07:23;Round 2;;1;r2
200;M;33;GEO;TUSHISHVILI=Guram;L;KUMAR=Shubham; IND;1 0 0=;0=;00:15;Round 2;;1;r2
200;M;30;KOR;KIM=Minjong;L;TOKTOGONOV=Bekbolot; KGZ;1 0=;0= █;04:00;Round 1;;0;r1
200;M;26;MYA;ZAW MYO=Oo;R;ZAIDAN=Rakan; KSA;0= █ █;1 1 0=;01:21;Round 1;;1;r1
200;M;22;EGY;WAHID=Ahmed;R;TASOEV=Inal; RUS;0= █;1 0 0= █;01:15;Round 1;;1;r1
200;M;19;BLR;TSIARPITSKI=Uladzislau;R;MIRMAMADOV=Shakarmamad; TJK;0=;1 0 0=;00:42;Round 1;;1;r1
200;M;18;USA;TADEHARA=Ajax;R;CULUM=Zarko; SRB;0= █;1 0 0=;01:48;Round 1;;1;r1
200;M;16;SAM;SUA=Derek;R;GRANDA=Andy; CUB;0=;1 0 0=;00:43;Round 1;;1;r1
200;M;10;AZE;KOKAURI=Ushangi;R;HEGYI=Stephan; AUT;0= █;1 0 0=;02:25;Round 1;;1;r1
200;M;8;NED;GROL=Henk;L;KRAKOVETSKII=Iurii; KGZ;0= █ █;0= █ █;03:27;Round 1;;0;r1
200;M;4;PHI;MATSUMURA=Shin;R;VAKHAVIAK=Aliaksandr; BLR;0= █;1 1 0= █;02:56;Round 1;;1;r1
