nrk;teryt;nro;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw;lwug15;lkw15;lkwzu15;lgnw15;lgw15;freq15;pgnw15;dup.addr
8155;47900;41604;7;Zespół Szkół w Bysławiu 89-510 Bysław Kwiatowa 9;835;157;157;21;136;18.8;13.38;862;337;337;21;316;39.1;6.23;Zespół Szkół w Bysławiu|Bysław|Kwiatowa 9 |89-510 Bysław
8157;47902;41605;2;SZKOŁA PODSTAWOWA 89-530 LIŃSK 37;861;181;181;11;170;21.02;6.08;867;338;338;29;309;38.99;8.58;SZKOŁA PODSTAWOWA|LIŃSK| 37 |89-530 ŚLIWICE
8174;47919;41606;13;DOM STRAŻAKA 89-500 KIEŁPIN 57;680;105;105;10;95;15.44;9.52;695;231;231;14;217;33.24;6.06;DOM STRAŻAKA|KIEŁPIN| 57 |89-500 TUCHOLA
8203;47945;41704;4;Remizo-świetlica 87-214 Błędowo;1103;135;135;9;126;12.24;6.67;1113;360;360;22;338;32.35;6.11;Remizo-świetlica|Błędowo| |87-214 Płużnica
8211;47953;41801;2;Świetlica na dworcu autobusowym 87-820 Kowal ul. K. Wielkiego 10;944;212;212;16;196;22.46;7.55;945;380;380;28;352;40.21;7.37;Świetlica na dworcu autobusowym|Kowal|ul. K. Wielkiego 10 |87-820 Kowal
8237;47977;41805;5;Budynek byłej szkoły 87-850 Lutobórz 40;423;63;63;4;59;14.89;6.35;418;99;99;12;87;23.68;12.12;Budynek byłej szkoły|Lutobórz| 40 |87-850 Choceń
8238;47978;41805;6;Budynek byłej szkoły 87-850 Szczytno 32;428;51;51;7;44;11.92;13.73;411;97;97;17;80;23.6;17.53;Budynek byłej szkoły|Szczytno| 32 |87-850 Choceń
8244;47983;41806;3;Zespół Szkół im. Władysława Reymonta 87-860 Chodecz Kaliska 9-11;695;57;57;5;52;8.2;8.77;690;198;198;15;183;28.7;7.58;Zespół Szkół im. Władysława Reymonta|Chodecz|Kaliska 9-11 |87-860 Chodecz
8256;47995;41808;3;Gimnazjum 87-865 Izbica Kujawska ul.Nowomiejska 3;737;82;82;5;77;11.13;6.1;734;242;242;16;226;32.97;6.61;Gimnazjum|Izbica Kujawska|ul.Nowomiejska 3 |87-865 Izbica Kujawska
8302;48040;41901;11;BIBLIOTEKA PUBLICZNA MIASTA I GMINY BARCIN FILIA W PIECHCINIE 88-192 PIECHCIN UL. 11 LISTOPADA 1c;813;72;72;6;66;8.86;8.33;843;203;203;18;185;24.08;8.87;BIBLIOTEKA PUBLICZNA MIASTA I GMINY BARCIN FILIA W PIECHCINIE|PIECHCIN|UL. 11 LISTOPADA 1c |88-192 PIECHCIN
8312;48050;41902;6;Oddział Zamiejscowy Szkoły Podstawowej w Gąsawie 88-410 Szelejewo 19;609;108;108;8;100;17.73;7.41;613;258;258;20;238;42.09;7.75;Oddział Zamiejscowy Szkoły Podstawowej w Gąsawie|Szelejewo| 19 |88-410 Gąsawa
8317;48055;41903;5;Budynek Gminy Janowiec Wielkopolski (Świetlica wiejska) 88-430 Juncewo 27;487;96;96;9;87;19.71;9.38;479;182;182;13;169;38;7.14;Budynek Gminy Janowiec Wielkopolski (Świetlica wiejska)|Juncewo| 27 |88-430 Janowiec Wielkopolski
8322;48060;41903;10;Zespół Szkół Niepublicznych 88-430 Janowiec Wielkopolski ul. 3 Maja 30;553;39;39;3;36;7.05;7.69;534;149;149;10;139;27.9;6.71;Zespół Szkół Niepublicznych (sala gimnastyczna)|Janowiec Wielkopolski|ul. 3 Maja 30 |88-430 Janowiec Wielkopolski
8324;48062;41903;12;Budynek Gminy Janowiec Wielkopolski Niepubliczna Szkoła Postawowa 88-430 Sarbinowo Drugie 11;527;62;62;8;54;11.76;12.9;518;162;162;13;149;31.27;8.02;Budynek Gminy Janowiec Wielkopolski Niepubliczna Szkoła Postawowa|Sarbinowo Drugie| 11 |88-430 Janowiec Wielkopolski
8331;48068;41904;5;ZESPÓŁ SZKÓŁ 89-210 LUBOSTROŃ 13A;572;98;98;10;88;17.13;10.2;569;226;226;15;211;39.72;6.64;ZESPÓŁ SZKÓŁ|LUBOSTROŃ| |89-210 ŁABISZYN
8332;48069;41904;6;ŚWIETLICA ŚRODOWISKOWA 89-210 JABŁÓWKO 9;467;77;77;6;71;16.49;7.79;470;174;174;11;163;37.02;6.32;ŚWIETLICA ŚRODOWISKOWA|JABŁÓWKO| |89-210 ŁABISZYN
8342;48079;41905;3;Świetlica Kółka Rolniczego w Czewujewie 88-420 Czewujewo 44;620;144;144;14;130;23.23;9.72;632;252;252;20;232;39.87;7.94;Świetlica Kółka Rolniczego w Czewujewie|Czewujewo| 44 |88-420 Rogowo
8343;48080;41905;4;Szkoła Podstawowa w Lubczu 88-420 Lubcz 22;802;120;120;10;110;14.96;8.33;818;323;323;25;298;39.49;7.74;Szkoła Podstawowa w Lubczu|Lubcz| 22 |88-420 Rogowo
8346;48083;41905;7;Świetlica wiejska w Skórkach 88-420 Skórki 12;602;147;147;17;130;24.42;11.56;600;204;204;14;190;34;6.86;Świetlica wiejska w Skórkach|Skórki| 12 |88-420 Rogowo
8368;90239;41906;22;Pałuckie Centrum Zdrowia Sp. z o.o. NZOZ w Żninie 88-400 Żnin Szpitalna 30;91;12;12;2;10;13.19;16.67;46;15;15;1;14;32.61;6.67;Pałuckie Centrum Zdrowia Sp z o.o. NZOZ w Żninie, ul. Szpitalna 30, Żnin|Żnin|Szpitalna 30 |88-400 Żnin
8570;90252;46101;201;Zakład Pielęgnacyjno-Opiekuńczy w Bydgoszczy 85-485 Bydgoszcz Smukalska 251;35;8;8;1;7;22.86;12.5;39;12;12;2;10;30.77;16.67;Zakład Pielęgnacyjno - Opiekuńczy w Bydgoszczy|Bydgoszcz|ul. Smukalska 251 |85-485 Bydgoszcz
8572;90254;46101;203;Centrum Medyczne Gizińscy w Bydgoszczy 85-676 Bydgoszcz Leśna 9;26;11;11;1;10;42.31;9.09;25;23;23;2;21;92;8.7;Centrum Medyczne Gizińscy|Bydgoszcz|ul. Leśna 9 |85-676 Bydgoszcz
8740;90264;46301;112;Specjalistyczny Szpital Miejski im. M. Kopernika 87-100 Toruń ul. Batorego 17/19;171;66;66;5;61;38.6;7.58;115;53;53;7;46;46.09;13.21;Areszt Śledczy|Toruń|ul. Piekary 53 |87-100 Toruń
8743;90267;46301;115;Wojewódzki Szpital Zespolony- Szpital Psychiatryczny 87-100 Toruń ul. Mickiewicza 24/26;62;15;15;3;12;24.19;20;59;35;35;7;28;59.32;20;Wojewódzki Szpital Zespolony- Szpital Obserwacyjno-Zakaźny|Toruń|ul. Krasińskiego 4-4a |87-100 Toruń
8744;90268;46301;116;Wojewódzki Szpital Zespolony- Szpital Psychiatryczny 87-100 Toruń ul. Skłodowskiej Curie 27/29;74;9;9;2;7;12.16;22.22;49;14;14;1;13;28.57;7.14;Wojewódzki Szpital Zespolony- Szpital Psychiatryczny|Toruń|ul. Mickiewicza 24/26 |87-100 Toruń
8745;90269;46301;117;Wojewódzki Ośrodek Terapii Uzależnień i Współuzależnienia-Oddział Odwykowy Całodobowy 87-100 Toruń ul. Włocławska 233-235;53;17;17;3;14;32.08;17.65;64;18;18;2;16;28.12;11.11;Wojewódzki Szpital Zespolony- Szpital Psychiatryczny|Toruń|ul. Skłodowskiej Curie 27/29 |87-100 Toruń
8746;90270;46301;118;Wojewódzki Ośrodek Terapii Uzależnień i Współuzależnienia-Oddział Terapii Odwykowej Uzależnień 87-100 Toruń ul. Tramwajowa 2/4;32;31;31;17;14;96.88;54.84;102;51;51;4;47;50;7.84;Dom Pomocy Społecznej im. dr Leona Szumana|Toruń|ul. Szosa Chełmińska 220 |87-100 Toruń
8861;48556;60106;3;Dobratycze - Świetlica wiejska 21-509 Dobratycze 38;406;46;46;9;37;11.33;19.57;391;115;115;10;105;29.41;8.7;Dobratycze - Świetlica Wiejska|Dobratycze| 38 |21-509 Kodeń
8877;48571;60109;5;Budynek poszkolny w Burwinie 21-532 Burwin 33;216;37;37;4;33;17.13;10.81;211;91;91;6;85;43.13;6.59;Budynek poszkolny w Burwinie|Burwin| 33 |21-532 Łomazy
8886;48580;60110;7;Urząd Gminy Międzyrzec Podlaski 21-560 Międzyrzec Podlaski Warszawska 20;475;96;96;6;90;20.21;6.25;478;249;249;17;232;52.09;6.83;Urząd Gminy w Międzyrzecu Podlaskim|Międzyrzec Podlaski|Warszawska 20 |21-560 Międzyrzec Podlaski
8905;48599;60113;3;Publiczna Szkoła Podstawowa w Romaszkach 21-533 Romaszki 25;319;83;83;7;76;26.02;8.43;321;150;150;11;139;46.73;7.33;Publiczna Szkoła Podstawowa w Romaszkach|Romaszki| 25 |21-533 Rossosz
9017;90285;60212;9;Szpital w Tarnogrodzie 23-420 Tarnogród Rynek 85;51;7;7;1;6;13.73;14.29;60;10;10;2;8;16.67;20;Szpital w Tarnogrodzie|Tarnogród|Rynek 85 |23-420 Tarnogród
9062;48753;60304;7;Świetlica Wiejska w Michałówce 22-175 Michałówka 78;668;85;85;6;79;12.72;7.06;649;241;241;17;224;37.13;7.05;Świetlica Wiejska w Michałówce|Michałówka| 78 |22-175 Dorohusk
9091;48782;60311;1;Szkoła Podstawowa 22-130 Chojno Nowe Pierwsze 23;867;46;46;3;43;5.31;6.52;862;185;185;12;173;21.46;6.49;Szkoła Podstawowa|Chojno Nowe Pierwsze| 23 |22-130 Siedliszcze
9092;48783;60311;2;Świetlica 22-130 Chojeniec 26;331;60;60;5;55;18.13;8.33;328;94;94;10;84;28.66;10.64;Świetlica|Chojeniec| 26 |22-130 Siedliszcze
9106;48797;60312;6;Szkoła Filialna w Wólce Tarnowskiej 22-150 Wólka Tarnowska 53b;627;101;101;11;90;16.11;10.89;603;226;226;20;206;37.48;8.85;Szkoła Filialna w Wólce Tarnowskiej|Wólka Tarnowska| 53b |22-150 Wierzbica
9119;48810;60315;4;Szkoła Podstawowa 22-360 Leonów 3;835;72;72;5;67;8.62;6.94;831;227;227;16;211;27.32;7.05;Świetlica wiejska|Leonów| 56 |22-360 Rejowiec
9136;90286;60401;14;Samodzielny Publiczny Zespół Opieki Zdrowotnej w Hrubieszowie- szpital 22-500 Hrubieszów ul. Piłsudskiego 11;265;11;11;2;9;4.15;18.18;335;82;82;6;76;24.48;7.32;Samodzielny Publiczny Zespół Opieki Zdrowotnej|Hrubieszów|Józefa Piłsudskiego 11 |22-500 Hrubieszów
9153;48842;60404;3;Szkoła Podstawowa 22-500 Kosmów 72;608;98;98;9;89;16.12;9.18;598;194;194;12;182;32.44;6.19;Szkoła Podstawowa|Kosmów| 72 |22-500 Hrubieszów
9166;48855;60405;4;Szkoła Podstawowa w Szychowicach 22-530 Szychowice ul. Parkowa 39;424;45;45;4;41;10.61;8.89;430;143;143;9;134;33.26;6.29;Szkoła Podstawowa w Szychowicach|Szychowice|ul. Parkowa 39 |22-530 Mircze
9178;48866;60407;2;Świetlica 22-510 Rozkoszówka 48;609;133;133;8;125;21.84;6.02;597;210;210;19;191;35.18;9.05;Świetlica w Rozkoszówce|Rozkoszówka| 48 |22-510 Uchanie
9219;90289;60505;10;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej 23-300 Janów Lubelski ul. Zamoyskiego 149;93;27;27;3;24;29.03;11.11;250;63;63;7;56;25.2;11.11;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej|Janów Lubelski|Zamoyskiego 149 |23-300 Janów Lubelski
9297;90293;60606;10;Bończa-Kolonia DPS 22-310 Bończa-Kolonia 71;59;54;54;5;49;91.53;9.26;70;54;54;4;50;77.14;7.41;Bończa – Kolonia 71 DPS|Bończa – Kolonia| 71 |22-310 Kraśniczyn
9298;90294;60606;11;Surhów-Kolonia DPS 22-310 Surhów-Kolonia 3;42;17;17;3;14;40.48;17.65;36;17;17;4;13;47.22;23.53;Surhów – Kolonia 3 DPS|Surhów– Kolonia| 3 |22-310 Kraśniczyn
9345;49025;60702;2;Remiza OSP 23-235 Nowy Rachów 57;301;24;24;2;22;7.97;8.33;304;93;93;7;86;30.59;7.53;Remiza OSP Nowy Rachów|Nowy Rachów| 57 |23-235 Annopol
9346;49026;60702;3;Publiczna Szkoła Podstawowa 23-235 Opoka Duża 5;870;109;109;7;102;12.53;6.42;867;320;320;20;300;36.91;6.25;Publiczna Szkoła Podstawowa w Opoce Dużej|Opoka Duża| 5 |23-235 Annopol
9349;49029;60702;6;Publiczna Szkoła Podstawowa 23-235 Kosin 22;510;73;73;5;68;14.31;6.85;501;196;196;15;181;39.12;7.65;Publiczna Szkoła Podstawowa w Kosinie|Kosin| 22 |23-235 Annopol
9427;49105;60803;2;Lokal byłej Szkoły Podstawowej 21-150 Sułoszyn 49;383;77;77;5;72;20.1;6.49;384;164;164;11;153;42.71;6.71;Lokal byłej Szkoły Podstawowej|Sułoszyn| 49 |21-150 Kock
9432;49110;60803;7;Budynek mieszkalny 21-136 Sobolew-Kolonia 17;411;66;66;5;61;16.06;7.58;399;152;152;16;136;38.1;10.53;Filia Biblioteki Publicznej|Sobolew-Kolonia| 18A |21-136 Firlej
9433;49111;60803;8;Szkoła Podstawowa 21-136 Nowy Antonin 72;439;64;64;6;58;14.58;9.38;440;140;140;17;123;31.82;12.14;Szkoła Podstawowa|Nowy Antonin| 72 |21-136 Firlej
9449;49127;60806;4;Szkoła Podstawowa im. H. Sienkiewicza 21-150 Talczyn 160;457;78;78;19;59;17.07;24.36;447;177;177;24;153;39.6;13.56;Szkoła Podstawowa im. H. Sienkiewicza|Talczyn| 160 |21-150 Kock
9664;49338;61004;6;Szkoła Podstawowa 21-020 Białka 122;536;58;58;4;54;10.82;6.9;542;182;182;16;166;33.58;8.79;Szkoła Podstawowa|Białka| 122 |21-020 Milejów
9667;49341;61004;9;Budynek po byłej szkole 21-020 Maryniów 11a;563;56;56;6;50;9.95;10.71;550;169;169;11;158;30.73;6.51;Budynek po byłej szkole|Maryniów| 11a |21-020 Milejów
9708;49381;61103;6;Budynek komunalny Hordzieżka Nr 60 21-412 Hordzieżka 60;310;47;47;5;42;15.16;10.64;307;131;131;13;118;42.67;9.92;Budynek komunalny Hordzieżka Nr 60|Hordzieżka| 60 |21-412 Adamów
9711;49384;61104;2;Szkoła Podstawowa w Woli Okrzejskiej 21-480 Wola Okrzejska 105A;712;95;95;9;86;13.34;9.47;706;246;246;16;230;34.84;6.5;Zespół Szkół w Woli Okrzejskiej|Wola Okrzejska| 105A |21-480 Okrzeja
9765;49438;61110;2;Świetlica w Burcu 21-411 Burzec 125;557;67;67;6;61;12.03;8.96;542;196;196;13;183;36.16;6.63;Świetlica w Burcu|Burzec| 125 |21-411 Wojcieszków
9784;49457;61202;4;Środowiskowy Dom Samopomocy 24-340 Prawno 21;787;121;121;8;113;15.37;6.61;771;257;257;44;213;33.33;17.12;Środowiskowy Dom Samopomocy w Prawnie|Prawno| 21 |24-340 Józefów nad Wisłą
9829;90307;61206;13;Samodzielne Publiczne Sanatorium Gruźlicy i Chorób Płuc w Poniatowej 24-320 Poniatowa ul. Fabryczna 6;45;16;16;3;13;35.56;18.75;46;12;12;3;9;26.09;25;Samodzielne Publiczne Sanatorium Gruźlicy i Chorób Płuc w Poniatowej|Poniatowa|Fabryczna 6 |24-320 Poniatowa
9902;49569;61402;3;Świetlica wiejska 24-105 Zagóźdź 25;259;68;68;6;62;26.25;8.82;246;112;112;9;103;45.53;8.04;Świetlica wiejska|Zagóźdź| 25 |24-105 Baranów
10016;49677;61507;2;Szkoła Podstawowa w Sobolach 21-307 Sobole 69c;546;109;109;9;100;19.96;8.26;533;227;227;14;213;42.59;6.17;Szkoła Podstawowa w Sobolach|Sobole| 69c |21-307 Ulan-Majorat
10027;90317;61508;7;Budynek Szpitala w Suchowoli 21-310 Kuraszew 48;130;24;24;4;20;18.46;16.67;111;28;28;4;24;25.23;14.29;Budynek Szpitala w Suchowoli|Kuraszew| 48 |21-310 Wohyń
10055;49714;61603;2;Zespół Szkół Ogólnokształcących im. Wacława Nałkowskiego w Nowodworze - Filia Szkoły Podstawowej 08-503 Trzcianki 64;293;80;80;5;75;27.3;6.25;297;166;166;14;152;55.89;8.43;Zespół Szkół Ogólnokształcących im. Wacława Nałkowskiego w Nowodworze - Filia Szkoły Podstawowej|Trzcianki| 64 |08-503 Nowodwór
10072;49731;61604;12;Świetlica wiejska w Podwierzbiu 08-500 Podwierzbie 20a;480;99;99;9;90;20.62;9.09;484;249;249;16;233;51.45;6.43;Świetlica wiejska w Podwierzbiu|Podwierzbie| 20a |08-500 Ryki
10166;90323;61801;12;Samodzielny Publiczny Zespół Opieki Zdrowotnej 22-600 Tomaszów Lubelski Aleje Grunwaldzkie 1;177;26;26;2;24;14.69;7.69;202;57;57;6;51;28.22;10.53;Samodzielny Publiczny Zespół Opieki Zdrowotnej|Tomaszów Lubelski|Aleje Grunwaldzkie 1 |22-600 Tomaszów Lubelski
10169;49823;61802;3;Remizo - świetlica 22-670 Chyże 46;292;62;62;5;57;21.23;8.06;294;141;141;9;132;47.96;6.38;Remizo - świetlica|Chyże| 46 |22-670 Bełżec
10179;49833;61804;5;Świetlica wiejska 22-610 Dąbrowa 34A;363;93;93;7;86;25.62;7.53;353;151;151;12;139;42.78;7.95;Świetlica wiejska w Dąbrowie|Dąbrowa| 34A |22-610 Krynice
10185;49839;61805;6;Stołówka Szkoły Podstawowej 22-680 Machnów Nowy ul. 22 Lipca 4;1398;142;142;9;133;10.16;6.34;1359;357;357;31;326;26.27;8.68;Stołówka Szkoły Podstawowej|Machnów Nowy|ul. 22 Lipca 4 |22-680 Lubycza Królewska
10194;49848;61806;9;Świetlica Wiejska 22-650 Wólka Pukarzowska 63;236;37;37;4;33;15.68;10.81;226;77;77;6;71;34.07;7.79;Świetlica Wiejska|Wólka Pukarzowska| 63 |22-650 Łaszczów
10259;90325;61901;7;Świetlica Szpitala we Włodawie 22-200 Włodawa Aleja Józefa Piłsudskiego 64;91;22;22;3;19;24.18;13.64;111;55;55;4;51;49.55;7.27;Świetlica Szpitala we Włodawie|Włodawa|Piłsudskiego 64 |22-200 Włodawa
10274;49926;61905;3;Świetlica OSP w Wereszczynie 22-234 Wereszczyn 40;444;79;79;5;74;17.79;6.33;442;183;183;11;172;41.4;6.01;Świetlica OSP w Wereszczynie|Wereszczyn| 40 |22-234 Urszulin
10301;90326;61908;7;Adampol SPZOZ Gruźlicy i Chorób Płuc 22-200 Adampol 37;51;16;16;2;14;31.37;12.5;55;23;23;3;20;41.82;13.04;Samodzielny Publiczny Zakład Opieki Zdrowotnej Gruźlicy i Chorób Płuc w Adampolu|Adampol| 37 |22-200 Włodawa
10317;49968;62003;7;Świetlica wiejska 22-435 Dub 50;495;108;108;7;101;21.82;6.48;482;196;196;12;184;40.66;6.12;Świetlica wiejska w Dubie|Dub| 50 |22-435 Komarów-Osada
10325;49976;62004;7;Remiza OSP w Starej Hucie 22-440 Stara Huta;477;86;86;6;80;18.03;6.98;474;165;165;12;153;34.81;7.27;Remiza OSP w Starej Hucie|Stara Huta| |22-440 Krasnobród
10351;50001;62007;7;Remiza OSP w Ujazdowie 22-413 Ujazdów 105;280;47;47;5;42;16.79;10.64;288;70;70;6;64;24.31;8.57;Remiza OSP w Ujazdowie|Ujazdów| 105 |22-413 Nielisz
10680;90344;66301;196;1 Wojskowy Szpital Kliniczny z Polikliniką SP ZOZ w Lublinie 20-049 Lublin Al. Racławickie 23;119;53;53;5;48;44.54;9.43;243;82;82;5;77;33.74;6.1;Centrum Onkologii Ziemi Lubelskiej im. św. Jana z Dukli|Lublin|ul. Kazimierza Jaczewskiego 7 |20-090 Lublin
10724;90358;66401;32;Oddział Zewnętrzny Zakładu Karnego w Zamościu 22-400 Zamość ul. Hrubieszowska 40;349;129;129;24;105;36.96;18.6;303;130;130;17;113;42.9;13.08;Oddział Zewnętrzny Zakładu Karnego w Zamościu|Zamość|Hrubieszowska 40 |22-400 Zamość
10806;50419;80204;4;Szkoła Podstawowa 66- 615 Gronów ul. Główna 1;1077;124;124;19;105;11.51;15.32;1081;370;370;25;345;34.23;6.76;Szkoła Podstawowa|Gronów|ul. Główna 1 |66-615 Dąbie
10810;50423;80205;1;Publiczna Skoła Podstawowa 66-620 Bieżyce 50;396;56;56;6;50;14.14;10.71;393;133;133;8;125;33.84;6.02;Publiczna Szkoła Podstawowa w Bieżycach|Bieżyce| 50 |66-620 Gubin
10830;50442;80206;9;Świetlica wiejska 66-600 Kamień 1;845;156;156;12;144;18.46;7.69;862;368;368;29;339;42.69;7.88;Świetlica wiejska|Kamień| 1 |66-600 Krosno Odrzańskie
10831;50443;80206;10;Przedszkole 66-600 Stary Raduszec 47;1090;113;113;10;103;10.37;8.85;1077;346;346;32;314;32.13;9.25;Przedszkole|Stary Raduszec| 47 |66-600 Krosno Odrzańskie
10837;50448;80207;2;Świetlica wiejska w Radomicku 66-614 Radomicko;1023;102;102;7;95;9.97;6.86;1031;292;292;19;273;28.32;6.51;Szkoła Podstawowa|Gęstowice| 32 |66-614 Maszewo
10839;50450;80301;2;Sala Wiejska w Zemsku 66-350 Zemsko 28;805;121;121;10;111;15.03;8.26;787;248;248;21;227;31.51;8.47;Sala Wiejska w Zemsku|Zemsko| 28 |66-350 Bledzew
10841;50452;80301;4;Sala Wiejska w Templewie 66-350 Templewo 28;598;99;99;15;84;16.56;15.15;595;181;181;17;164;30.42;9.39;Sala Wiejska Templewo|Templewo| 28 |66-350 Bledzew
10855;50466;80302;12;Szkoła Podstawowa w Bukowcu 66-300 Bukowiec 61;877;141;141;15;126;16.08;10.64;861;337;337;26;311;39.14;7.72;Szkoła Podstawowa w Bukowcu|Bukowiec| 61 |66-300 Międzyrzecz
10866;50474;80303;1;Wiejski Dom Kultury w Chełmsku 66-340 Chełmsko 15;388;62;62;10;52;15.98;16.13;388;111;111;12;99;28.61;10.81;Wiejski Dom Kultury w Chełmsku|Chełmsko| 15 |66-340 Przytoczna
10872;90370;80303;7;Rokitno 66340 Rokitno 58;46;19;19;7;12;41.3;36.84;48;19;19;3;16;39.58;15.79;Dom Pomocy Społecznej Rokitno 58|Rokitno| 58 |66-340 Przytoczna
10873;90371;80303;8;Rokitno 66340 Rokitno 38;58;17;17;4;13;29.31;23.53;56;19;19;3;16;33.93;15.79;Dom Pomocy Społecznej Rokitno 38|Rokitno| 38 |66-340 Przytoczna
10895;50499;80306;4;Zespół Edukacyjny w Brójcach 66-304 Brójce ul. Polna 1;1031;126;126;14;112;12.22;11.11;1060;374;374;26;348;35.28;6.95;Zespół Edukacyjny w Brójcach|Brójce|ul. Polna 1 |66-304 Brójce
10919;50521;80403;1;Sala Posiedzeń Urzędu Gminy Kolsko 67-415 Kolsko ul.Piastowska 12;1580;242;242;22;220;15.32;9.09;1570;614;614;51;563;39.11;8.31;Sala Posiedzeń Urzędu Gminy Kolsko|Kolsko|ul.Piastowska 12 |67-415 Kolsko
10939;50541;80406;3;Dom Kultury 67-124 Nowe Miasteczko Kościuszki 2;803;81;81;5;76;10.09;6.17;808;264;264;18;246;32.67;6.82;Dom Kultury|Nowe Miasteczko|Kościuszki 2 |67-124 Nowe Miasteczko
10941;50543;80406;5;Dom Gościa w Miłakowie 67-124 Miłaków;256;45;45;8;37;17.58;17.78;255;81;81;9;72;31.76;11.11;Dom Gościa w Miłakowie|Miłaków| |67-124 Nowe Miasteczko
10943;50545;80406;7;Świetlica wiejska w Żukowie 67-124 Żuków;199;43;43;4;39;21.61;9.3;208;89;89;7;82;42.79;7.87;Świetlica wiejska w Żukowie|Żuków| |67-124 Nowe Miasteczko
10952;50554;80501;3;Świetlica Środowiskowa w Uradzie 69-108 Urad ul. Odrzańska 11;474;50;50;4;46;10.55;8;480;146;146;14;132;30.42;9.59;Świetlica Środowiskowa w Uradzie|Urad|ul. Odrzańska 11 |69-108 Cybinka
10953;50555;80501;4;Świetlica Środowiskowa w Rąpicach 69-108 Rąpice ul. Młyńska 1;456;47;47;3;44;10.31;6.38;444;120;120;8;112;27.03;6.67;Świetlica Środowiskowa w Rąpicach|Rąpice|ul. Młyńska 1 |69-108 Cybinka
10955;50557;80502;1;Centrum Spotkań Polsko - Niemieckich w Górzycy 69-113 Górzyca Polna 8/ lokal: 1;1451;223;223;15;208;15.37;6.73;1469;624;624;45;579;42.48;7.21;Centrum Spotkań Polsko - Niemieckich w Górzycy|Górzyca|Polna 8 1|69-113 Górzyca
10962;50564;80503;4;Szkoła Podstawowa w Smogórach 69-220 Smogóry 10;876;122;122;12;110;13.93;9.84;879;243;243;31;212;27.65;12.76;Szkoła Podstawowa w Smogórach|Smogóry| 10 |69-220 Ośno Lubuskie
11020;50619;80605;2;Remiza Ochotniczej Straży Pożarnej w Górecku 66-542 Górecko 19A;297;35;35;4;31;11.78;11.43;291;91;91;12;79;31.27;13.19;Remiza Ochotniczej Straży Pożarnej w Górecku|Górecko| 19A |66-542 Zwierzyn
11027;50626;80702;2;Świetlica-Lubniewice 69-210 Lubniewice Osiedle Świerczów 3B;152;21;21;6;15;13.82;28.57;152;34;34;4;30;22.37;11.76;Świetlica-Lubniewice|Lubniewice|Osiedle Świerczów 3B |69-210 Lubniewice
11032;50631;80703;3;Budynek po byłej szkole 66-436 Lemierzyce ul. Boczna 10;699;109;109;8;101;15.59;7.34;719;254;254;17;237;35.33;6.69;Sala wiejska w Lemierzycach|Lemierzyce|ul. Kościuszki 27 |66-436 Słońsk
11033;50632;80703;4;Remiza Strażacka 66-436 Głuchowo ul. Lemierzycka 9a;481;54;54;9;45;11.23;16.67;479;113;113;9;104;23.59;7.96;Sala wiejska w Głuchowie|Głuchowo|ul. Lemierzycka 4b |66-436 Słońsk
11034;90379;80703;5;Oddział Zewnętrzny w Słońsku 66-436 Słońsk Winna 2;330;34;34;8;26;10.3;23.53;295;102;102;18;84;34.58;17.65;Zakład Karny Gorzów Wielkopolski - Oddział Zewnętrzyny w Słońsku|Słońsk|Winna 2 |66-436 Słońsk
11056;50652;80705;5;Świetlica wiejska w Bielicach 66-235 Bielice 15;390;39;39;5;34;10;12.82;392;106;106;12;94;27.04;11.32;Świetlica wiejska w Bielicach|Bielice| 15 |66-235 Torzym
11057;50653;80705;6;Szkoła Podstawowa w Gądkowie Wielkim 66-235 Gądków Wielki ul. Kościuszki 47;788;94;94;6;88;11.93;6.38;774;269;269;18;251;34.75;6.69;Szkoła Podstawowa w Gądkowie Wielkim|Gądków Wielki|ul. Kościuszki 47 |66-235 Torzym
11058;90382;80705;7;Oddział V Sala Konferencyjna 66-235 Torzym Wojska Polskiego 52;172;36;36;3;33;20.93;8.33;196;81;81;10;71;41.33;12.35;Oddział V Sala Rehabilitacyjna|Torzym|Wojska Polskiego 52 |66-235 Torzym
11063;50658;80802;3;Samorządowa Szkoła Podstawowa 66-220 Sieniawa 88a;1046;135;135;11;124;12.91;8.15;1052;354;354;29;325;33.65;8.19;Samorządowa Szkoła Podstawowa|Sieniawa| 8a |66-220 Łagów
11067;90383;80803;4;Przychodnia Zakładowa w Ciborzu 66-213 Cibórz 7;75;37;37;3;34;49.33;8.11;96;60;60;5;55;62.5;8.33;Przychodnia Zakładowa w Cborzu|Cibórz| 7 |66-213 Skąpe
11068;50662;80804;1;Sala Posiedzeń Urzędu Gminy 66-225 Szczaniec;1548;254;254;18;236;16.41;7.09;1567;638;638;39;599;40.71;6.11;Sala Posiedzeń Urzędu Gminy|Szczaniec| 73 |66-225 Szczaniec
11101;50694;80902;2;Szkoła Podstawowa 66-133 Klenica ul. Bolesława Chrobrego 68;919;109;109;10;99;11.86;9.17;906;331;331;27;304;36.53;8.16;Szkoła Podstawowa|Klenica|ul. Bolesława Chrobrego 68 |66-133 
