okreg;nrlisty;komitet;numer;kto;glosy;procent;NX
26;1;PiS;12;Roman Witold DAMBEK;1087;0.23;NX
26;1;PiS;13;Łucja Danuta SŁOWIKOWSKA;1161;0.25;NX
26;1;PiS;14;Dariusz Jan JANTA;1382;0.30;NX
26;1;PiS;15;Katarzyna Barbara STANULEWICZ;629;0.13;NX
26;1;PiS;16;Sylwia Ewa LEYK;1338;0.29;NX
26;1;PiS;17;Romuald FIJAŁO;871;0.19;NX
26;1;PiS;18;Edyta WITKA-JEŻEWSKA;390;0.08;NX
26;1;PiS;19;Jan NARLOCH;1544;0.33;NX
26;1;PiS;20;Iwona Natalia RANGOTIS;180;0.04;NX
26;1;PiS;21;Natalia WRÓBLEWSKA;1609;0.34;NX
26;1;PiS;22;Marian Stefan WASILEWSKI;499;0.11;NX
26;1;PiS;23;Maria KOBYLARZ;380;0.08;NX
26;1;PiS;24;Jan Piotr KŁOSEK;604;0.13;NX
26;1;PiS;25;Marta CIUPKA;884;0.19;NX
26;1;PiS;26;Wiesława Barbara BUNIOWSKA;465;0.10;NX
26;1;PiS;27;Mirosława Anna KACZYŃSKA;2644;0.57;NX
26;1;PiS;28;Piotr Józef MÜLLER;5350;1.15;NX
26;2;PO;1;Marek BIERNACKI;42586;9.12;PX
26;2;PO;2;Henryka Krystyna KRZYWONOS-STRYCHARSKA;24333;5.21;PX
26;2;PO;3;Kazimierz Florian PLOCKE;11060;2.37;PX
26;2;PO;4;Tadeusz AZIEWICZ;6625;1.42;PX
26;2;PO;5;Krystyna Maria KŁOSIN;5339;1.14;NX
26;2;PO;6;Zbigniew Marek KONWIŃSKI;10783;2.31;PX
26;2;PO;7;Józef Franciszek RESZKE;6614;1.42;NX
26;2;PO;8;Stanisław Józef LAMCZYK;8981;1.92;PX
26;2;PO;9;Dorota Katarzyna PYĆ;3591;0.77;NX
26;2;PO;10;Leszek Andrzej REDZIMSKI;5225;1.12;NX
26;2;PO;11;Dariusz Franciszek MĘCZYKOWSKI;6249;1.34;NX
26;2;PO;12;Katarzyna Elżbieta DYDEK;1290;0.28;NX
26;2;PO;13;Alicja Zenobia ZAJĄCZKOWSKA;3900;0.84;NX
26;2;PO;14;Teresa Jadwiga HOPPE;2025;0.43;NX
26;2;PO;15;Jerzy Leon LEWI KIEDROWSKI;2325;0.50;NX
26;2;PO;16;Agnieszka Martyna WENCEL;528;0.11;NX
26;2;PO;17;Elżbieta SINGER;527;0.11;NX
26;2;PO;18;Janusz KREFT;1116;0.24;NX
26;2;PO;19;Marcin Marek SIWIŃSKI;276;0.06;NX
26;2;PO;20;Anna Grażyna PIETRZAK;1021;0.22;NX
26;2;PO;21;Arkadiusz Marcin GAWRYCH;2219;0.48;NX
26;2;PO;22;Zbigniew MROCH;282;0.06;NX
26;2;PO;23;Tomasz Henryk KRAUZA;559;0.12;NX
26;2;PO;24;Grzegorz Robert KRAMEK;249;0.05;NX
26;2;PO;25;Gabriela Emilia CZAPLEWSKA;880;0.19;NX
26;2;PO;26;Marek KWAŚNIEWSKI;1169;0.25;NX
26;2;PO;27;Bożenna LISOWSKA;2820;0.60;NX
26;2;PO;28;Radomir SZUMEŁDA;3575;0.77;NX
26;3;RAZEM;1;Maciej KONIECZNY;8694;1.86;NX
26;3;RAZEM;2;Karolina HASKA;2285;0.49;NX
26;3;RAZEM;3;Krzysztof Jakub ADAMSKI;1264;0.27;NX
26;3;RAZEM;4;Magdalena PRUSINOWSKA;709;0.15;NX
26;3;RAZEM;5;Błażej Aleksander CZUBA;564;0.12;NX
26;3;RAZEM;6;Malwina Kinga OSSOLIŃSKA;584;0.13;NX
26;3;RAZEM;7;Dominik Maria HASKA;473;0.10;NX
26;3;RAZEM;8;Agata Zofia LARCZYŃSKA;350;0.07;NX
26;3;RAZEM;9;Michał Stanisław KOWALEWSKI;490;0.10;NX
26;3;RAZEM;10;Aleksandra HOŁUBOWICZ;584;0.13;NX
26;3;RAZEM;11;Arkadiusz KAWAŁKO;575;0.12;NX
26;3;RAZEM;12;Beata Krystyna GAJEWSKA;649;0.14;NX
26;3;RAZEM;13;Paweł Grzegorz CZAPLIŃSKI;352;0.08;NX
26;3;RAZEM;14;Marianna OSADA;248;0.05;NX
26;3;RAZEM;15;Piotr Dawid CISZEK;289;0.06;NX
26;3;RAZEM;16;Nicole Maria WIKOWSKA;808;0.17;NX
26;4;KORWiN;1;Zbigniew Maksymilian WYSOCKI;9507;2.04;NX
26;4;KORWiN;2;Nikodem Maximilian MAZURKIEWICZ;1594;0.34;NX
26;4;KORWiN;3;Błażej KLONOWSKI;501;0.11;NX
26;4;KORWiN;4;Krzysztof WŁODARSKI;877;0.19;NX
26;4;KORWiN;5;Łukasz Michał SZPYNDA;294;0.06;NX
26;4;KORWiN;6;Anna Danuta CZUBALA;472;0.10;NX
26;4;KORWiN;7;William Leo BŁASIAK;1097;0.24;NX
26;4;KORWiN;8;Adam Michał ŚLIWKA;451;0.10;NX
26;4;KORWiN;9;Justyna Aleksandra ANDRZEJCZAK;238;0.05;NX
26;4;KORWiN;10;Mateusz Daniel GODAWA;253;0.05;NX
26;4;KORWiN;11;Anna Marta GŁADYSZ;300;0.06;NX
26;4;KORWiN;12;Jolanta KWIATKOWSKA;243;0.05;NX
26;4;KORWiN;13;Michał DYSZER;274;0.06;NX
26;4;KORWiN;14;Tomasz Stefan MERING;233;0.05;NX
26;4;KORWiN;15;Anna Magdalena BACZEWSKA;206;0.04;NX
26;4;KORWiN;16;Bronisław EHRLICH;122;0.03;NX
26;4;KORWiN;17;Marco Hadrian MAJKOWSKI;147;0.03;NX
26;4;KORWiN;18;Anna Barbara WIPLER;1201;0.26;NX
26;4;KORWiN;19;Alicja Agnieszka KOCIŃSKA;151;0.03;NX
26;4;KORWiN;20;Agnieszka SYPNIEWSKA;218;0.05;NX
26;4;KORWiN;21;Konrad KNIEĆ;330;0.07;NX
26;4;KORWiN;22;Małgorzata MARCINIUK;205;0.04;NX
26;4;KORWiN;23;Piotr Adam KULICKI;167;0.04;NX
26;4;KORWiN;24;Martyna Joanna PŁOCINICZAK;88;0.02;NX
26;4;KORWiN;25;Krystian Krzysztof KURYŁO;304;0.07;NX
26;4;KORWiN;26;Agnieszka Małgorzata HERCHEL;76;0.02;NX
26;4;KORWiN;27;Sylwester TAJL;177;0.04;NX
26;4;KORWiN;28;Krzysztof Konrad PAPROCKI;951;0.20;NX
26;5;PSL;1;Hubert Alfons LEWNA;4662;1.00;NX
26;5;PSL;2;Janusz Bogdan KUPCEWICZ;855;0.18;NX
26;5;PSL;3;Stanisława Helena BUJANOWICZ;1547;0.33;NX
26;5;PSL;4;Radosław Jan SZATKOWSKI;647;0.14;NX
26;5;PSL;5;Leszek Jan WĄSIKOWSKI;1213;0.26;NX
26;5;PSL;6;Andrzej Adam WROŃSKI;367;0.08;NX
26;5;PSL;7;Mirosław BATRUCH;499;0.11;NX
26;5;PSL;8;Jerzy Jan CHLEBOWICZ;278;0.06;NX
26;5;PSL;9;Krzysztof SZYMAŃSKI;314;0.07;NX
26;5;PSL;10;Krzysztof Ludwik PRUSZAK;277;0.06;NX
26;5;PSL;11;Henryk Władysław DOERING;326;0.07;NX
26;5;PSL;12;Hanna Antonina BABIŃSKA;484;0.10;NX
26;5;PSL;13;Tadeusz KELIŃSKI;127;0.03;NX
26;5;PSL;14;Czesław Andrzej ELZANOWSKI;242;0.05;NX
26;5;PSL;15;Bogdan Jan KURECKI;193;0.04;NX
26;5;PSL;16;Ewa Małgorzata CICHOSZ;186;0.04;NX
26;5;PSL;17;Adam Mieczysław WITT;130;0.03;NX
26;5;PSL;18;Irena Maria MARKOWSKA;169;0.04;NX
26;5;PSL;19;Eugeniusz Antoni DAŃCZAK;543;0.12;NX
26;5;PSL;20;Paweł Michał LISOWSKI;227;0.05;NX
26;5;PSL;21;Elżbieta Halina DURKOWSKA;149;0.03;NX
26;5;PSL;22;Małgorzata RYBAKOWSKA;140;0.03;NX
26;5;PSL;23;Sylwia Krystyna ŻOCHOWSKA;110;0.02;NX
26;5;PSL;24;Jerzy Józef KEPKA;290;0.06;NX
26;5;PSL;25;Wanda Agnieszka KONKEL;138;0.03;NX
26;5;PSL;26;Agnieszka Stanisława TRAWICKA;132;0.03;NX
26;5;PSL;27;Bogumiła MAREK;149;0.03;NX
26;5;PSL;28;Stanisław Bernard KALINOWSKI;670;0.14;NX
26;6;ZLEW;1;Leszek Cezary MILLER;11542;2.47;NX
26;6;ZLEW;2;Dorota GARDIAS;7214;1.55;NX
26;6;ZLEW;3;Andrzej Wawrzyniec RÓŻAŃSKI;1906;0.41;NX
26;6;ZLEW;4;Elżbieta Alfreda MARKOWSKA;1128;0.24;NX
26;6;ZLEW;5;Zbigniew WALCZAK;2125;0.46;NX
26;6;ZLEW;6;Bożena Leokadia SZUBIŃSKA;538;0.12;NX
26;6;ZLEW;7;Adam Zdzisław MATYNIA;567;0.12;NX
26;6;ZLEW;8;Piotr Paweł GONTAREK;828;0.18;NX
26;6;ZLEW;9;Lucyna WOŹNIAKOWSKA;255;0.05;NX
26;6;ZLEW;10;Mariusz Jacek FALKOWSKI;417;0.09;NX
26;6;ZLEW;11;Adam Tomasz KUCZYŃSKI;293;0.06;NX
26;6;ZLEW;12;Hieronim Antoni WIĘCEK;112;0.02;NX
26;6;ZLEW;13;Robert Artur JAKUBIAK;279;0.06;NX
26;6;ZLEW;14;Iwona Maria WYCHNOWSKA;219;0.05;NX
26;6;ZLEW;15;Zdzisław Andrzej JARONI;151;0.03;NX
26;6;ZLEW;16;Mirosława Barbara LAMORSKA-YARNOLD;99;0.02;NX
26;6;ZLEW;17;Izabela Ewa ZBOROWSKA;339;0.07;NX
26;6;ZLEW;18;Marcin Tomasz STRZELCZYK;119;0.03;NX
26;6;ZLEW;19;Magdalena Jadwiga STRZELECKA;187;0.04;NX
26;6;ZLEW;20;Michał Grzegorz GAJOWY;218;0.05;NX
26;6;ZLEW;21;Marek Andrzej CHROŃ;221;0.05;NX
26;6;ZLEW;22;Hanna DRZEWICKA;331;0.07;NX
26;6;ZLEW;23;Zbigniew Edward GOLONEK;101;0.02;NX
26;6;ZLEW;24;Tomasz WÓJCIK;345;0.07;NX
26;6;ZLEW;25;Aleksandra Stanisława FIEDORCZUK;226;0.05;NX
26;6;ZLEW;26;Jacek Heliodor LAMPART;164;0.04;NX
26;6;ZLEW;27;Joanna Małgorzata TYSZKA;526;0.11;NX
26;6;ZLEW;28;Krzysztof Piotr CHACHULSKI;523;0.11;NX
26;7;KUKIZ;1;Małgorzata Grażyna ZWIERCAN;11822;2.53;PX
26;7;KUKIZ;2;Monika Maria BARAN;3624;0.78;NX
26;7;KUKIZ;3;Tadeusz Piotr KUKJAN;1723;0.37;NX
26;7;KUKIZ;4;Małgorzata Maria KORDYLEWSKA;884;0.19;NX
26;7;KUKIZ;5;Jan TRZCIŃSKI;2655;0.57;NX
26;7;KUKIZ;6;Małgorzata Teresa JANICKA;774;0.17;NX
26;7;KUKIZ;7;Adriana Katarzyna ZAGROBELNA;1421;0.30;NX
26;7;KUKIZ;8;Marcin GÓRNY;1542;0.33;NX
26;7;KUKIZ;9;Anna BŁASZCZYK;1572;0.34;NX
26;7;KUKIZ;10;Dorota Magdalena PIASECKA;744;0.16;NX
26;7;KUKIZ;11;Marlena Zdzisława SYKUTERA;274;0.06;NX
26;7;KUKIZ;12;Sebastian SOCHA;1334;0.29;NX
26;7;KUKIZ;13;Michał Rajmund GRUCHAŁA;1031;0.22;NX
26;7;KUKIZ;14;Radosław Zbigniew FARION;368;0.08;NX
26;7;KUKIZ;15;Sylwester Jan WIECZOREK;652;0.14;NX
26;7;KUKIZ;16;Joanna Barbara KILICHOWSKA;316;0.07;NX
26;7;KUKIZ;17;Dariusz Bogdan KOBRYŃ;695;0.15;NX
26;7;KUKIZ;18;Adam Dawid KWAŚNIEWSKI;492;0.11;NX
26;7;KUKIZ;19;Urszula Anetta ZAMĘCKA;689;0.15;NX
26;7;KUKIZ;20;Paweł Jan TANAJNO;4798;1.03;NX
26;8;PETRU;1;Grzegorz Witold FURGO;14247;3.05;PX
26;8;PETRU;2;Elżbieta JACHLEWSKA;3707;0.79;NX
26;8;PETRU;3;Krzysztof Tadeusz REK;4150;0.89;NX
26;8;PETRU;4;Katarzyna BOGUSŁAWSKA;3315;0.71;NX
26;8;PETRU;5;Piotr FEDUSIO;1532;0.33;NX
26;8;PETRU;6;Marcin Mikołaj STARSZAK;935;0.20;NX
26;8;PETRU;7;Kamil Artur ŁAPIŃSKI;1171;0.25;NX
26;8;PETRU;8;Monika Łucja ŁUKASZEWICZ;1243;0.27;NX
26;8;PETRU;9;Bartłomiej Jacek AUSTEN;588;0.13;NX
26;8;PETRU;10;Paweł Jerzy FILAR;676;0.14;NX
26;8;PETRU;11;Antoni BILONS;252;0.05;NX
26;8;PETRU;12;Ewa Maria MARCIŃSKA;716;0.15;NX
26;8;PETRU;13;Wiktoria Maria MATLAK-PASZAK;497;0.11;NX
26;8;PETRU;14;Paweł Rafał GELNER;215;0.05;NX
26;8;PETRU;15;Cezary Mariusz FÓRMANIAK;201;0.04;NX
26;8;PETRU;16;Piotr Władysław CHWAŁEK;191;0.04;NX
26;8;PETRU;17;Agata NIEDZIAŁEK;595;0.13;NX
26;8;PETRU;18;Katarzyna KLIMCZUK;590;0.13;NX
26;8;PETRU;19;Joanna Karolina MRÓZ;779;0.17;NX
26;8;PETRU;20;Wioleta Izabela BIEL;305;0.07;NX
26;8;PETRU;21;Krzysztof KOCHANOWSKI;1029;0.22;NX
26;8;PETRU;22;Barbara Jadwiga ŻURAWIK;532;0.11;NX
26;8;PETRU;23;Błażej Krzysztof SOIŃSKI;878;0.19;NX
26;10;STONOGA;1;Jarosław GROMADZKI;1522;0.33;NX
26;10;STONOGA;2;Adrian Sylwester WOŁOSZYN;194;0.04;NX
26;10;STONOGA;3;Artur Łukasz MYSZKOWSKI;185;0.04;NX
26;10;STONOGA;4;Małgorzata KOZUB;198;0.04;NX
26;10;STONOGA;5;Bartłomiej JĘDROS;91;0.02;NX
26;10;STONOGA;6;Edyta Maria PATHMANATHAN;107;0.02;NX
26;10;STONOGA;7;Kinga Jadwiga CHODOŃ-JANUS;66;0.01;NX
26;10;STONOGA;8;Marcin Grzegorz KAMIEŃ;128;0.03;NX
26;10;STONOGA;9;Daria KLUCEWICZ;126;0.03;NX
26;10;STONOGA;10;Mateusz WOJEWNIK;83;0.02;NX
26;10;STONOGA;11;Paulina Marta ERLICHOWSKA;36;0.01;NX
26;10;STONOGA;12;Łukasz Andrzej PILARCZYK;67;0.01;NX
26;10;STONOGA;13;Magdalena SCHULZ;88;0.02;NX
26;10;STONOGA;14;Arkadiusz Jerzy ŁUSIAK;33;0.01;NX
26;10;STONOGA;15;Agnieszka Martyna LISIECKA;85;0.02;NX
26;10;STONOGA;16;Natalia CIOK;93;0.02;NX
26;10;STONOGA;17;Kamil Jerzy PASZKOWSKI;43;0.01;NX
26;10;STONOGA;18;Martyna Daria DZIEŃKOWSKA;56;0.01;NX
26;10;STONOGA;19;Sławomir Piotr NOWAK;276;0.06;NX
27;1;PiS;1;Stanisław SZWED;46220;13.70;PX
27;1;PiS;2;Stanisław Jan PIĘTA;18907;5.61;PX
27;1;PiS;3;Jan Paweł ZIOBRO;8743;2.59;NX
27;1;PiS;4;Kazimierz Władysław MATUSZNY;9345;2.77;PX
27;1;PiS;5;Jacek Eugeniusz FALFUS;9439;2.80;PX
27;1;PiS;6;Janusz Witold DZIEDZIC;3675;1.09;NX
27;1;PiS;7;Bogumiła Maria BOBA;5347;1.59;NX
27;1;PiS;8;Grzegorz Paweł PUDA;12262;3.64;PX
27;1;PiS;9;Łucja Katarzyna MICHAŁEK;2446;0.73;NX
27;1;PiS;10;Waldemar JANUSZEWSKI;2115;0.63;NX
27;1;PiS;11;Maria Anna WISIŃSKA-KURZ;1239;0.37;NX
27;1;PiS;12;Danuta Helena KOCUREK;2125;0.63;NX
27;1;PiS;13;Janusz Jan BUZEK;2465;0.73;NX
27;1;PiS;14;Andrzej PIECHA;2369;0.70;NX
27;1;PiS;15;Florian Jakub SIKORA;2421;0.72;NX
27;1;PiS;16;Anna Barbara SADLIK;846;0.25;NX
27;1;PiS;17;Grażyna Maria WALICZEK;1336;0.40;NX
27;1;PiS;18;Monika Ewa SOCHA;5030;1.49;NX
27;2;PO;1;Mirosława NYKIEL;26927;7.98;PX
27;2;PO;2;Sławomir Stanisław KOWALSKI;8922;2.65;NX
27;2;PO;3;Małgorzata Anna PĘPEK;11733;3.48;PX
27;2;PO;4;Aleksandra Barbara TRYBUŚ-CIEŚLAR;10102;3.00;NX
27;2;PO;5;Grzegorz Leon KOTOWICZ;7277;2.16;NX
27;2;PO;6;Klaudiusz Stanisław KOMOR;3397;1.01;NX
27;2;PO;7;Jerzy NOGOWCZYK;2252;0.67;NX
27;2;PO;8;Ewa Maria ZIELEŹNIK;965;0.29;NX
27;2;PO;9;Marcin Rafał ŚLĘK;1116;0.33;NX
27;2;PO;10;Konrad Łukasz ŁABUDEK;1166;0.35;NX
27;2;PO;11;Monika Anna POŁATYŃSKA;600;0.18;NX
27;2;PO;12;Tomasz Jan SATŁAWA;366;0.11;NX
27;2;PO;13;Barbara Anna MATROS;384;0.11;NX
27;2;PO;14;Marek SZCZOTKA;933;0.28;NX
27;2;PO;15;Tadeusz MADEJ;434;0.13;NX
27;2;PO;16;Beata Iwona ŁĄCZ;706;0.21;NX
27;2;PO;17;Edward Alojzy STANIEK;348;0.10;NX
27;2;PO;18;Rafał Paweł RYPLEWICZ;1878;0.56;NX
27;3;RAZEM;1;Mateusz Jacek TRZECIAK;5361;1.59;NX
27;3;RAZEM;2;Agnieszka Zofia LAMEK-KOCHANOWSKA;1134;0.34;NX
27;3;RAZEM;3;Szymon Michał KANIA;1187;0.35;NX
27;3;RAZEM;4;Adriana Kazimiera PIEKARSKA;743;0.22;NX
27;3;RAZEM;5;Dariusz Jerzy FODCZUK;416;0.12;NX
27;3;RAZEM;6;Krystyna MAJ;1046;0.31;NX
27;3;RAZEM;7;Bartłomiej Marian KUZAK;319;0.09;NX
27;3;RAZEM;8;Katarzyna Olga GASPARSKA;300;0.09;NX
27;3;RAZEM;9;Maciej Adam KROMCZYK;265;0.08;NX
27;3;RAZEM;10;Martyna KAMPA;294;0.09;NX
27;3;RAZEM;11;Maciej Jakub TRZECIAK;213;0.06;NX
27;3;RAZEM;12;Karolina TALAGA;531;0.16;NX
27;3;RAZEM;13;Szymon Jerzy WOJTAS;748;0.22;NX
27;4;KORWiN;1;Tomasz ŻUK;7950;2.36;NX
27;4;KORWiN;2;Bronisław Edward FOLTYN;1729;0.51;NX
27;4;KORWiN;3;Joanna Maria BANAŚ;1461;0.43;NX
27;4;KORWiN;4;Artur Krzysztof POPKO;426;0.13;NX
27;4;KORWiN;5;Marta Anna DUDA;738;0.22;NX
27;4;KORWiN;6;Piotr Jan SZAREK;502;0.15;NX
27;4;KORWiN;7;Lech Stefan PIECZYRAK;235;0.07;NX
27;4;KORWiN;8;Urszula Florentyna KRAWCZYK-NEUPERT;172;0.05;NX
27;4;KORWiN;9;Dawid Józef RUDNICKI;335;0.10;NX
27;4;KORWiN;10;Rafał Grzegorz KOWALEWSKI;421;0.12;NX
27;4;KORWiN;11;Monika Magdalena BIELEWICZ;256;0.08;NX
27;4;KORWiN;12;Gracjan Zbigniew POLAK;424;0.13;NX
27;4;KORWiN;13;Monika Katarzyna NIEŚCIEROWICZ;121;0.04;NX
27;4;KORWiN;14;Marzena Helena SKOWRON;158;0.05;NX
27;4;KORWiN;15;Kamil Jakub WALECZEK;261;0.08;NX
27;4;KORWiN;16;Zofia RUDNICKA;175;0.05;NX
27;4;KORWiN;17;Cezary Józef CZAPIGA;424;0.13;NX
27;5;PSL;1;Mirosław Stanisław SZEMLA;3362;1.00;NX
27;5;PSL;2;Danuta Maria KOŻUSZNIK;1293;0.38;NX
27;5;PSL;3;Andrzej Bernard GRZYB;413;0.12;NX
27;5;PSL;4;Robert Paweł KARPETA;594;0.18;NX
27;5;PSL;5;Marcin Damian KOTAS;455;0.13;NX
27;5;PSL;6;Ernest Michał ZAWADA;557;0.17;NX
27;5;PSL;7;Elżbieta Maria DUBIAŃSKA-PRZEMYK;338;0.10;NX
27;5;PSL;8;Marian Piotr BRANDYS;537;0.16;NX
27;5;PSL;9;Robert KOLANKO;492;0.15;NX
27;5;PSL;10;Artur Rafał BENIOWSKI;536;0.16;NX
27;5;PSL;11;Katarzyna Irena ADAMIEC;312;0.09;NX
27;5;PSL;12;Olga ŁUKAŃKO;318;0.09;NX
27;5;PSL;13;Mieczysław Jerzy SZCZUREK;337;0.10;NX
27;5;PSL;14;Katarzyna Zofia WIERZBINKA;433;0.13;NX
27;5;PSL;15;Sabina Anna SZLAGOR;156;0.05;NX
27;5;PSL;16;Irena Krystyna GREŃ;219;0.06;NX
27;5;PSL;17;Jacek Stanisław STASZEK;214;0.06;NX
27;5;PSL;18;Stanisław Bronisław BACZYŃSKI;967;0.29;NX
27;6;ZLEW;1;Przemysław Adam KOPERSKI;8752;2.59;NX
27;6;ZLEW;2;Artur Robert GÓRCZYŃSKI;1732;0.51;NX
27;6;ZLEW;3;Czesław Tadeusz GLUZA;2633;0.78;NX
27;6;ZLEW;4;Adam Jan ZOŃ;1465;0.43;NX
27;6;ZLEW;5;Anita Kornelia ZIEGLER-CHAMIELEC;1062;0.31;NX
27;6;ZLEW;6;Artur Jerzy SIĄKAŁA;546;0.16;NX
27;6;ZLEW;7;Władysław PINDEL;453;0.13;NX
27;6;ZLEW;8;Aleksandra Ewa BANOT;765;0.23;NX
27;6;ZLEW;9;Alicja Agnieszka DOBIJA;706;0.21;NX
27;6;ZLEW;10;Tadeusz Stefan DYBEK;161;0.05;NX
27;6;ZLEW;11;Barbara Jolanta SŁONKA-GIBAS;265;0.08;NX
27;6;ZLEW;12;Bożena ADAMCZYK;445;0.13;NX
27;6;ZLEW;13;Izabela Kazimiera TATAR;383;0.11;NX
27;6;ZLEW;14;Piotr Andrzej GWIZDOŃ;224;0.07;NX
27;6;ZLEW;15;Paulina Magdalena GRZYBEK;396;0.12;NX
27;6;ZLEW;16;Małgorzata Anna URBANCZYK;304;0.09;NX
27;6;ZLEW;17;Łukasz Andrzej NIEDZWIEDZKI;282;0.08;NX
27;6;ZLEW;18;Alfred BRUDNY;1548;0.46;NX
27;7;KUKIZ;1;Jerzy Witold JACHNIK;11654;3.46;PX
27;7;KUKIZ;2;Damian Andrzej MACHEJ;3293;0.98;NX
27;7;KUKIZ;3;Henryk ZAJĄC;2052;0.61;NX
27;7;KUKIZ;4;Dariusz Sebastian PIECHACZEK;987;0.29;NX
27;7;KUKIZ;5;Jacek Grzegorz ORSZULAK;703;0.21;NX
27;7;KUKIZ;6;Wojciech Tomasz ZATORSKI;1380;0.41;NX
27;7;KUKIZ;7;Krystian Andrzej CIEMAŁA;869;0.26;NX
27;7;KUKIZ;8;Anita Izabela BŁACHUT;2081;0.62;NX
27;7;KUKIZ;9;Rafał Franciszek KASTELIK;1035;0.31;NX
27;7;KUKIZ;10;Joanna Anna SZEWCZULAK;532;0.16;NX
27;7;KUKIZ;11;Katarzyna BIENIEK;1366;0.40;NX
27;7;KUKIZ;12;Seweryn BRUDNY;962;0.29;NX
27;7;KUKIZ;13;Sylwia Joanna JASICKA;597;0.18;NX
27;7;KUKIZ;14;Anna Stefania WANDOR;176;0.05;NX
27;7;KUKIZ;15;Danuta Krystyna PYCLIK;935;0.28;NX
27;7;KUKIZ;16;Krzysztof Janusz WITOSZEK;560;0.17;NX
27;7;KUKIZ;17;Anna Maria GALISTL;295;0.09;NX
27;7;KUKIZ;18;Sebastian Stanisław BIELSKI;2093;0.62;NX
27;8;PETRU;1;Mirosław Tadeusz SUCHOŃ;13357;3.96;PX
27;8;PETRU;2;Beata BRANC-GORGOSZ;4370;1.30;NX
27;8;PETRU;3;Edyta MISZCZAK-KOWALSKA;1330;0.39;NX
27;8;PETRU;4;Marcin Krzysztof GAWLAS;1474;0.44;NX
27;8;PETRU;5;Michał Bogumił KOŹLIK;1122;0.33;NX
27;8;PETRU;6;Henryk Sylwester KONDZIELNIK;856;0.25;NX
27;8;PETRU;7;Katarzyna Aleksandra ADAMIEC;854;0.25;NX
27;8;PETRU;8;Bogdan Tomasz DESOŃ;191;0.06;NX
27;8;PETRU;9;Mateusz Szymon GÓRECKI;456;0.14;NX
27;8;PETRU;10;Tomasz PORĘBSKI;576;0.17;NX
27;8;PETRU;11;Lidia PIÓRKO;499;0.15;NX
27;8;PETRU;12;Marek Władysław BŁASIAK;272;0.08;NX
27;8;PETRU;13;Maria Kazimiera RIZZO;304;0.09;NX
27;8;PETRU;14;Artur GUZIK;474;0.14;NX
27;8;PETRU;15;Monika Barbara DZIKI;463;0.14;NX
27;8;PETRU;16;Łukasz Nikodem SKRZYPCZAK;230;0.07;NX
27;8;PETRU;17;Iwona Teresa ŁOWICKA;363;0.11;NX
27;8;PETRU;18;Krzysztof Franciszek KOZIK;691;0.20;NX
28;1;PiS;1;Szymon Stanisław GIŻYŃSKI;24802;10.48;PX
28;1;PiS;2;Lidia Ewa BURZYŃSKA;9760;4.12;PX
28;1;PiS;3;Mariusz Wiesław TREPKA;6025;2.55;NX
28;1;PiS;4;Andrzej Janusz GAWRON;9202;3.89;PX
28;1;PiS;5;Jerzy Bogdan SĄDEL;6307;2.67;NX
28;1;PiS;6;Krzysztof Józef JANUS;1758;0.74;NX
28;1;PiS;7;Konrad Zygmunt GŁĘBOCKI;11761;4.97;PX
28;1;PiS;8;Jolanta Stefania KORAL;1677;0.71;NX
28;1;PiS;9;Jerzy Stanisław NOWAKOWSKI;1166;0.49;NX
28;1;PiS;10;Mariusz Tomasz CHUDZICKI;1687;0.71;NX
28;1;PiS;11;Iwona Helena MŁODKOWSKA-PRZEPIÓROWSKA;508;0.21;NX
28;1;PiS;12;Monika FAJER;3428;1.45;NX
28;1;PiS;13;Dorota Ewa KORZONEK;2240;0.95;NX
28;1;PiS;14;Jakub Krzysztof MICHALSKI;4452;1.88;NX
28;2;PO;1;Izabela Dorota LESZCZYNA;19160;8.10;PX
28;2;PO;2;Halina Leokadia ROZPONDEK;10115;4.27;PX
28;2;PO;3;Grzegorz Czesław SZTOLCMAN;6069;2.56;NX
28;2;PO;4;Artur Jacek KONIECZNY;2748;1.16;NX
28;2;PO;5;Marta Maria SALWIERAK;3415;1.44;NX
28;2;PO;6;Jadwiga Stanisława SKALEC;1346;0.57;NX
28;2;PO;7;Wojciech Mateusz MERCIK;970;0.41;NX
28;2;PO;8;Joanna Ewa REKWIREWICZ;316;0.13;NX
28;2;PO;9;Zdzisław Józef PACHURA;575;0.24;NX
28;2;PO;10;Mariusz Andrzej ZACZKOWSKI;752;0.32;NX
28;2;PO;11;Iwona Józefa SADEK;556;0.23;NX
28;2;PO;12;Jacek Wojciech BADORA;756;0.32;NX
28;2;PO;13;Waldemar Krzysztof LISOWSKI;1377;0.58;NX
28;2;PO;14;Marzena Monika MANISZEWSKA;1425;0.60;NX
28;3;RAZEM;1;Jarosław Marcin SOJA;3380;1.43;NX
28;3;RAZEM;2;Magdalena Mirella ŻOŁNOWSKA;996;0.42;NX
28;3;RAZEM;3;Martin SACZEK;440;0.19;NX
28;3;RAZEM;4;Adela Janina GONERA;480;0.20;NX
28;3;RAZEM;5;Ernest PIDZIK;447;0.19;NX
28;3;RAZEM;6;Monika Edyta KAŁA;484;0.20;NX
28;3;RAZEM;7;Marcin Juliusz ŚWIERCZ;331;0.14;NX
28;3;RAZEM;8;Anna Barbara BOROWIEC;467;0.20;NX
28;3;RAZEM;9;Łukasz Marek RESPONDEK;832;0.35;NX
