nrk;pgnw;freq;lgw;lgnw
105460;1.93;58.23;916;18
105461;1.44;57.03;752;11
105462;2.69;61.62;614;17
105463;1.57;47.79;754;12
105464;1.52;51.94;845;13
105465;2.82;55.04;966;28
105466;2.81;43.78;622;18
105467;1.90;48.95;618;12
105468;1.33;39.35;297;4
105469;3.18;29.77;548;18
105470;2.56;49.76;609;16
105471;3.70;47.27;910;35
105472;5.90;41.30;670;42
105473;1.36;58.06;579;8
105474;2.39;54.62;571;14
105475;2.27;49.97;904;21
105476;3.11;49.76;592;19
105477;2.90;42.46;569;17
105478;3.39;52.68;285;10
105479;1.54;56.12;831;13
105480;1.97;49.38;747;15
105481;3.75;43.90;616;24
105482;1.03;60.49;959;10
105483;2.42;50.15;484;12
105484;1.64;51.22;601;10
105485;4.95;26.12;211;11
105486;1.72;59.40;627;11
105487;2.90;48.08;704;21
105488;2.73;54.26;998;28
105489;1.69;53.19;812;14
105490;2.15;49.81;773;17
105491;2.12;48.99;691;15
105492;2.38;57.61;820;20
105493;0.74;61.59;802;6
105494;2.57;49.39;1022;27
105495;2.62;46.16;668;18
105496;2.44;51.45;520;13
105497;2.71;56.45;860;24
105498;1.72;57.19;856;15
105499;1.75;56.11;844;15
105500;2.15;56.64;818;18
105501;1.61;49.09;980;16
105502;1.57;54.85;941;15
105503;1.70;59.11;925;16
105504;2.79;55.58;731;21
105505;1.48;56.06;798;12
105506;2.24;51.23;959;22
105507;1.69;60.15;1282;22
105508;2.83;56.18;1135;33
105509;2.62;53.57;854;23
105510;1.86;55.80;1057;20
105511;1.81;64.18;1191;22
105512;2.22;57.19;1058;24
105513;2.20;53.50;934;21
105514;2.82;48.84;860;25
105515;2.98;53.61;1009;31
105516;1.62;56.80;789;13
105517;1.64;52.65;839;14
105518;20.51;48.75;31;8
105519;6.25;64.86;45;3
105520;3.70;64.29;26;1
105521;14.29;41.18;6;1
105522;1.39;58.23;851;12
105523;1.94;52.66;709;14
105524;0.98;56.55;911;9
105525;1.60;55.82;982;16
105526;1.22;55.65;890;11
105527;0.87;55.82;1136;10
105528;0.67;62.34;893;6
105529;1.59;64.69;806;13
105530;2.10;56.20;981;21
105531;3.85;57.05;949;38
105532;2.10;57.03;886;19
105533;1.37;59.36;866;12
105534;1.99;56.59;690;14
105535;1.48;61.24;864;13
105536;1.62;56.17;851;14
105537;1.81;63.85;1141;21
105538;2.15;55.82;319;7
105539;2.44;53.36;759;19
105540;4.52;44.11;211;10
105541;3.03;55.78;833;26
105542;3.85;50.03;799;32
105543;2.12;48.54;879;19
105544;1.53;58.39;836;13
105545;2.19;59.15;939;21
105546;2.51;61.11;855;22
105547;2.45;57.05;758;19
105548;1.96;64.14;1301;26
105549;1.35;57.78;1022;14
105550;1.59;52.17;1111;18
105551;1.79;40.81;604;11
105552;2.59;54.69;977;26
105553;2.99;36.22;552;17
105554;6.57;33.35;540;38
105555;3.19;39.13;728;24
105556;3.52;49.26;960;35
105557;2.23;58.35;615;14
105558;1.33;56.69;594;8
105559;2.07;49.98;1039;22
105560;2.30;49.12;979;23
105561;3.43;50.82;985;35
105562;1.87;53.18;787;15
105563;2.54;57.69;691;18
105564;1.96;53.79;751;15
105565;2.09;48.48;795;17
105566;0.96;46.89;723;7
105567;3.15;47.13;645;21
105568;1.49;50.38;727;11
105569;2.29;56.15;1022;24
105570;3.74;52.09;900;35
105571;3.86;47.13;822;33
105572;2.09;49.31;984;21
105573;2.31;49.70;1055;25
105574;1.36;55.84;1089;15
105575;0.99;55.15;800;8
105576;1.09;57.21;1267;14
105577;1.05;52.16;850;9
105578;1.70;53.13;1101;19
105579;2.15;45.68;958;21
105580;1.22;59.77;973;12
105581;2.71;56.15;1004;28
105582;1.60;59.40;1104;18
105583;0.36;57.02;1092;4
105584;0.76;61.29;781;6
105585;1.20;65.17;902;11
105586;1.65;57.83;777;13
105587;1.14;53.96;606;7
105588;12.50;33.39;168;24
105589;7.14;41.79;52;4
105590;1.42;36.53;139;2
105591;0.00;66.67;14;0
105592;5.99;21.92;204;13
105593;1.84;45.27;479;9
105594;2.66;41.09;548;15
105595;4.72;35.46;525;26
105596;2.85;38.45;511;15
105597;2.04;40.11;481;10
105598;0.00;7.14;3;0
105599;4.00;63.29;48;2
105600;5.39;36.96;685;39
105601;3.05;36.92;699;22
105602;3.37;44.59;717;25
105603;2.27;61.63;689;16
105604;2.37;46.36;659;16
105605;1.48;58.95;863;13
105606;2.03;59.01;1306;27
105607;1.22;65.84;1133;14
105608;1.18;58.53;834;10
105609;1.60;58.47;1046;17
105610;2.05;60.39;814;17
105611;2.38;61.73;696;17
105612;1.45;56.78;747;11
105613;1.00;59.56;891;9
105614;2.30;60.46;638;15
105615;1.61;59.70;733;12
105616;1.03;67.41;866;9
105617;3.62;43.36;532;20
105618;2.39;43.62;694;17
105619;3.22;43.70;661;22
105620;1.94;50.61;202;4
105621;1.51;59.77;783;12
105622;2.02;54.34;485;10
105623;1.63;60.93;603;10
105624;2.79;57.19;870;25
105625;2.36;54.50;910;22
105626;2.33;55.23;965;23
105627;2.33;53.84;966;23
105628;1.49;45.83;595;9
105629;1.41;43.01;279;4
105630;4.31;43.70;511;23
105631;1.08;60.42;1196;13
105632;1.57;57.89;628;10
105633;1.29;54.75;915;12
105634;0.88;60.58;789;7
105635;2.43;38.62;321;8
105636;1.51;62.52;654;10
105637;1.65;51.07;896;15
105638;1.25;47.46;396;5
105639;2.86;58.94;714;21
105640;2.07;31.14;236;5
105641;3.87;28.82;323;13
105642;0.61;59.31;820;5
105643;1.02;54.49;775;8
105644;1.03;54.74;674;7
105645;1.87;51.62;1048;20
105646;3.20;48.73;725;24
105647;1.51;64.03;1301;20
105648;1.83;59.60;1073;20
105649;4.38;56.32;873;40
105650;0.99;58.59;1296;13
105651;1.98;57.34;988;20
105652;1.24;53.84;1039;13
105653;1.29;54.20;1146;15
105654;1.66;49.36;414;7
105655;1.02;50.86;876;9
105656;1.32;45.84;522;7
105657;2.86;42.42;747;22
105658;2.05;45.32;811;17
105659;1.17;50.03;762;9
105660;1.17;59.35;1182;14
105661;1.91;56.44;873;17
105662;0.98;57.01;809;8
105663;1.82;56.66;864;16
105664;0.82;59.41;967;8
105665;1.41;53.10;700;10
105666;1.75;53.57;730;13
105667;2.43;50.81;523;13
105668;1.66;46.69;534;9
105669;2.42;47.62;644;16
105670;4.44;26.95;258;12
105671;0.96;51.23;925;9
105672;2.38;38.20;411;10
105673;0.63;61.45;784;5
105674;0.82;55.25;1085;9
105675;1.04;56.04;666;7
105676;1.21;55.14;981;12
105677;1.12;57.08;881;10
105678;1.56;50.47;947;15
105679;2.03;59.36;1109;23
105680;1.35;54.75;876;12
105681;0.76;55.46;786;6
105682;1.09;59.55;1089;12
105683;1.32;54.65;673;9
105684;0.65;57.15;1381;9
105685;0.59;62.84;837;5
105686;2.26;29.04;130;3
105687;2.88;47.93;438;13
105688;1.98;50.36;544;11
105689;3.89;49.14;963;39
105690;1.84;52.18;1012;19
105691;2.11;46.30;926;20
105692;2.64;50.20;369;10
105693;1.91;49.77;1078;21
105694;1.31;48.60;979;13
105695;2.78;47.73;908;26
105696;2.09;50.47;891;19
105697;2.36;55.80;578;14
105698;2.29;46.75;725;17
105699;1.90;46.43;465;9
105700;1.57;54.45;813;13
105701;1.49;46.73;796;12
105702;2.02;51.44;874;18
105703;1.94;54.03;1112;22
105704;2.75;50.23;954;27
105705;1.68;50.67;1114;19
105706;2.38;37.64;780;19
105707;1.52;48.47;778;12
105708;2.22;52.59;616;14
105709;1.28;53.52;924;12
105710;1.70;58.15;982;17
105711;0.95;59.20;1045;10
105712;2.45;54.51;755;19
105713;1.77;60.08;1054;19
105714;0.56;49.95;532;3
105715;1.60;55.67;739;12
105716;1.07;58.08;921;10
105717;1.47;60.07;1070;16
105718;1.86;57.80;1215;23
105719;2.46;55.64;1271;32
105720;1.29;55.11;841;11
105721;1.51;51.62;456;7
105722;1.58;47.40;809;13
105723;1.22;46.79;807;10
105724;1.31;48.05;1131;15
105725;0.86;48.09;463;4
105726;2.91;44.44;334;10
105727;2.48;42.22;865;22
105728;1.97;40.66;745;15
105729;1.28;48.76;929;12
105730;2.94;50.03;891;27
105731;1.37;46.39;577;8
105732;1.58;51.34;624;10
105733;1.38;51.56;715;10
105734;1.85;58.12;794;15
105735;1.19;59.17;749;9
105736;1.12;54.13;441;5
105737;1.17;48.07;763;9
105738;1.36;54.78;797;11
105739;0.90;58.26;769;7
105740;1.38;52.85;641;9
105741;8.82;47.89;31;3
105742;14.06;29.91;55;9
105743;1.89;66.25;52;1
105744;0.00;28.82;66;0
105745;3.33;27.19;87;3
105746;0.00;6.15;4;0
105747;4.64;50.50;144;7
105748;22.73;35.48;17;5
105749;1.04;49.69;952;10
105750;4.74;25.87;462;23
105751;2.11;51.14;880;19
105752;1.87;54.79;999;19
105753;1.28;56.90;851;11
105754;1.31;56.94;676;9
105755;5.70;18.40;215;13
105756;5.26;27.67;378;21
105757;3.77;35.78;638;25
105758;2.52;53.23;1004;26
105759;1.90;53.18;927;18
105760;1.53;60.14;1162;18
105761;6.05;29.58;466;30
105762;1.86;57.05;1056;20
105763;2.10;45.54;839;18
105764;1.97;55.51;795;16
105765;1.70;45.51;867;15
105766;2.38;35.37;696;17
105767;1.59;32.27;556;9
105768;3.04;51.38;670;21
105769;1.61;46.00;855;14
105770;1.56;54.81;1200;19
105771;1.43;45.10;481;7
105772;0.00;60.66;37;0
105773;6.12;34.27;46;3
105774;0.00;2.99;2;0
105775;1.59;66.04;1112;18
105776;1.49;67.70;1123;17
105777;1.10;59.38;992;11
105778;0.90;67.10;1324;12
105779;1.86;56.22;1003;19
105780;4.42;43.77;736;34
105781;3.77;48.53;587;23
105782;1.58;53.17;686;11
105783;2.06;47.64;810;17
105784;2.39;49.12;981;24
105785;2.08;47.24;611;13
105786;1.35;64.97;880;12
105787;2.14;65.66;640;14
105788;0.87;57.87;907;8
105789;2.67;58.69;766;21
105790;1.47;50.03;805;12
105791;3.94;54.45;999;41
105792;1.36;61.35;1162;16
105793;1.58;44.28;812;13
105794;1.60;48.24;797;13
105795;0.90;47.77;551;5
105796;0.58;54.09;1033;6
105797;2.52;54.49;852;22
105798;1.94;50.19;657;13
105799;1.40;59.39;633;9
105800;2.00;53.13;441;9
105801;1.03;58.70;771;8
105802;2.10;59.97;792;17
105803;1.04;59.56;1137;12
105804;1.62;73.41;1032;17
105805;0.82;61.94;970;8
105806;1.23;59.15;881;11
105807;1.85;57.42;904;17
105808;1.44;56.96;823;12
105809;1.65;62.65;896;15
105810;0.75;63.11;1056;8
105811;1.40;63.92;772;11
105812;1.55;62.62;889;14
105813;1.37;56.37;646;9
105814;3.94;44.60;877;36
105815;1.71;48.56;746;13
105816;1.99;51.38;838;17
105817;1.92;53.11;1073;21
105818;1.35;58.73;1025;14
105819;0.69;58.51;1004;7
105820;0.96;60.10;925;9
105821;1.41;59.62;981;14
105822;1.39;61.13;1064;15
105823;1.46;56.57;810;12
105824;0.00;59.13;942;0
105825;0.90;59.12;774;7
105826;1.45;60.38;1089;16
105827;1.19;63.06;997;12
105828;1.79;61.25;877;16
105829;2.49;64.03;1019;26
105830;0.92;68.84;1180;11
105831;1.95;54.38;1005;20
105832;1.02;61.58;1071;11
105833;2.20;61.69;1200;27
105834;1.95;54.39;953;19
105835;1.79;60.71;1044;19
105836;2.03;56.69;917;19
105837;1.70;50.26;753;13
105838;5.26;45.24;18;1
105839;3.45;57.14;112;4
105840;3.57;52.83;27;1
105841;12.50;57.14;7;1
105842;2.25;38.95;565;13
105843;2.21;38.22;663;15
105844;2.85;41.09;511;15
105845;2.35;46.88;747;18
105846;1.13;46.50;789;9
105847;1.83;39.54;644;12
105848;1.77;34.85;611;11
105849;1.89;45.39;985;19
105850;2.12;36.40;601;13
105851;1.47;42.71;874;13
105852;2.84;36.39;786;23
105853;1.64;48.33;840;14
105854;1.30;44.72;990;13
105855;1.85;30.06;585;11
105856;1.67;37.34;706;12
105857;3.13;31.78;402;13
105858;2.12;34.86;691;15
105859;1.46;48.46;744;11
105860;1.85;48.89;477;9
105861;2.50;58.36;1171;30
105862;2.67;52.96;984;27
105863;1.75;49.51;449;8
105864;2.03;47.59;870;18
105865;1.24;52.64;1032;13
105866;2.89;48.57;974;29
105867;2.60;47.06;898;24
105868;3.69;40.14;704;27
105869;1.69;54.16;1164;20
105870;1.03;61.18;769;8
105871;2.01;48.51;1022;21
105872;1.57;50.39;1006;16
105873;1.39;56.67;1131;16
105874;2.05;47.53;574;12
105875;2.92;33.92;465;14
105876;3.35;29.80;462;16
105877;2.14;42.26;641;14
105878;2.52;48.39;966;25
105879;2.81;26.70;381;11
105880;3.26;34.25;504;17
105881;2.46;39.95;754;19
105882;3.57;34.21;513;19
105883;5.35;24.60;389;22
105884;2.04;48.18;1009;21
105885;2.16;44.90;724;16
105886;2.71;47.65;897;25
105887;2.00;46.02;930;19
105888;2.15;52.39;955;21
105889;2.08;54.19;943;20
105890;1.59;57.59;930;15
105891;6.90;40.70;108;8
105892;4.37;34.95;635;29
105893;4.57;34.48;480;23
105894;2.30;48.12;936;22
105895;1.26;45.55;703;9
105896;2.46;47.62;674;17
105897;3.00;52.29;809;25
105898;1.68;54.17;939;16
105899;2.77;52.99;456;13
105900;2.08;51.84;470;10
105901;2.60;48.68;825;22
105902;1.97;48.96;995;20
105903;2.60;43.19;825;22
105904;3.28;32.85;620;21
105905;3.20;44.56;877;29
105906;1.78;53.48;664;12
105907;1.54;52.80;1020;16
105908;1.58;44.72;746;12
105909;2.45;40.10;717;18
105910;1.70;51.53;926;16
105911;2.52;33.88;503;13
105912;2.18;43.12;674;15
105913;3.60;34.46;482;18
105914;3.04;45.06;862;27
105915;1.62;55.75;1030;17
105916;3.01;50.22;1094;34
105917;2.62;46.88;855;23
105918;2.24;51.41;1048;24
105919;2.49;30.68;549;14
105920;20.00;53.19;40;10
105921;5.26;55.88;36;2
105922;16.00;45.45;21;4
105923;10.00;38.96;27;3
105924;5.26;29.23;18;1
105925;7.66;38.81;205;17
105926;17.48;67.14;118;25
105927;6.98;54.09;80;6
105928;1.92;86.67;51;1
105929;2.56;45.53;114;3
105930;8.77;62.64;52;5
105931;5.41;48.05;35;2
105932;0.00;36.59;15;0
105933;1.73;51.98;567;10
105934;1.07;59.79;553;6
105935;2.80;53.52;901;26
105936;2.77;46.93;386;11
105937;1.47;64.37;1075;16
105938;1.52;62.49;776;12
105939;2.67;59.16;1128;31
105940;2.53;52.74;656;17
105941;1.95;64.24;1004;20
105942;2.08;55.49;1034;22
105943;2.20;51.33;890;20
105944;2.75;51.58;955;27
105945;1.81;56.99;1029;19
105946;2.66;53.56;879;24
105947;3.03;54.82;767;24
105948;2.07;55.16;806;17
105949;1.69;52.92;758;13
105950;3.57;46.75;729;27
105951;4.02;47.63;693;29
105952;2.79;52.05;801;23
105953;2.73;59.61;1032;29
105954;4.12;57.47;745;32
105955;5.40;59.18;561;32
105956;4.20;34.01;319;14
105957;2.15;49.57;912;20
105958;2.13;51.22;964;21
105959;3.23;50.03;900;30
105960;4.34;50.59;816;37
105961;3.58;60.23;565;21
105962;2.87;57.79;811;24
105963;4.10;59.82;841;36
105964;3.70;33.75;26;1
105965;16.67;57.14;10;2
105966;1.64;50.19;660;11
105967;2.31;49.54;633;15
105968;2.66;51.14;548;15
105969;0.17;53.69;581;1
105970;4.14;50.91;509;22
105971;0.79;70.88;1253;10
105972;2.22;54.53;618;14
105973;1.53;56.92;709;11
105974;0.91;54.16;652;6
105975;2.01;50.40;682;14
105976;1.84;54.08;748;14
105977;2.61;46.37;635;17
105978;3.07;41.36;473;15
105979;2.02;32.04;436;9
105980;2.40;38.68;570;14
105981;2.49;38.22;470;12
105982;2.41;37.78;445;11
105983;1.29;53.00;688;9
105984;4.23;38.71;430;19
105985;3.80;36.24;456;18
105986;5.53;40.13;530;31
105987;6.67;11.72;14;1
105988;3.43;63.16;197;7
105989;2.94;83.95;66;2
105990;5.15;75.78;92;5
105991;6.69;35.43;279;20
105992;3.70;38.51;494;19
105993;0.99;35.37;201;2
105994;5.37;33.15;282;16
105995;8.33;18.75;11;1
105996;3.72;45.48;673;26
105997;7.72;43.95;275;23
105998;4.59;43.57;291;14
105999;3.45;42.95;532;19
106000;4.31;41.69;377;17
106001;1.57;42.63;689;11
106002;10.00;36.29;324;36
106003;2.19;35.68;446;10
106004;3.52;33.60;247;9
106005;5.65;39.03;401;24
106006;0.61;32.16;164;1
106007;5.45;82.09;52;3
106008;16.67;41.38;10;2
106009;4.56;41.62;230;11
106010;5.83;44.72;307;19
106011;2.80;57.40;660;19
106012;3.06;32.45;190;6
106013;4.47;35.31;171;8
106014;2.29;39.42;213;5
106015;18.92;90.24;30;7
106016;5.00;47.62;19;1
106017;2.91;47.56;869;26
106018;3.35;37.74;693;24
106019;3.48;45.05;831;30
106020;2.78;35.00;245;7
106021;6.76;34.26;138;10
106022;6.19;42.54;621;41
106023;5.29;38.31;394;22
106024;2.91;48.91;568;17
106025;3.95;31.18;316;13
106026;4.99;35.05;343;18
106027;6.62;39.65;254;18
106028;2.11;37.75;279;6
106029;3.17;43.38;672;22
106030;5.10;39.24;391;21
106031;5.26;30.70;162;9
106032;6.40;28.09;117;8
106033;3.47;47.69;528;19
106034;1.98;55.49;495;10
106035;2.39;54.56;736;18
106036;2.76;42.69;352;10
106037;2.14;50.61;686;15
106038;1.11;49.95;533;6
106039;2.52;51.68;465;12
106040;0.20;54.39;495;1
106041;3.51;41.50;330;12
106042;3.21;49.58;693;23
106043;1.52;54.11;584;9
106044;2.65;57.36;478;13
106045;3.13;45.12;650;21
106046;2.42;40.69;322;8
106047;2.31;47.37;720;17
106048;1.97;52.11;497;10
106049;3.80;37.54;329;13
106050;4.37;37.22;241;11
106051;3.66;41.89;448;17
106052;3.28;43.36;619;21
106053;3.72;36.62;440;17
106054;0.00;20.24;17;0
106055;16.67;11.54;5;1
106056;3.56;52.68;731;27
106057;2.49;49.45;783;20
106058;3.20;39.76;515;17
106059;3.36;45.54;316;11
106060;5.35;44.55;495;28
106061;8.26;44.17;500;45
106062;2.11;41.80;741;16
106063;4.03;35.94;357;15
106064;4.82;31.20;79;4
106065;3.11;37.96;249;8
106066;2.96;35.21;164;5
106067;7.44;30.40;224;18
106068;4.09;41.11;164;7
106069;3.47;30.70;139;5
106070;3.03;40.53;544;17
106071;5.77;39.90;147;9
106072;3.18;41.61;579;19
106073;6.20;38.62;121;8
106074;2.59;36.94;113;3
106075;3.13;46.80;340;11
106076;4.82;47.47;375;19
106077;5.33;37.22;160;9
106078;3.16;45.76;429;14
106079;4.38;38.76;262;12
106080;4.27;41.57;269;12
106081;1.63;45.29;241;4
106082;2.42;43.33;605;15
106083;2.49;45.35;704;18
106084;2.92;43.29;332;10
106085;2.42;47.07;847;21
106086;4.81;33.88;257;13
106087;3.86;47.13;623;25
106088;4.42;33.52;173;8
106089;1.63;33.63;301;5
106090;1.23;40.35;320;4
106091;4.74;35.70;402;20
106092;4.43;52.41;561;26
106093;5.10;49.14;651;35
106094;2.02;49.04;826;17
106095;5.21;45.28;273;15
106096;3.58;40.63;485;18
106097;9.09;43.81;180;18
106098;4.96;33.55;249;13
106099;1.78;46.48;551;10
106100;7.61;42.40;170;14
106101;5.14;39.12;295;16
106102;4.86;29.83;235;12
106103;3.08;40.75;126;4
106104;3.10;36.60;781;25
106105;1.10;30.17;358;4
106106;9.52;40.38;19;2
106107;2.59;41.30;451;12
106108;3.29;34.43;294;10
106109;0.94;31.63;422;4
106110;2.11;42.81;463;10
106111;3.12;45.91;435;14
106112;1.88;46.04;365;7
106113;4.43;42.12;388;18
106114;2.20;44.94;356;8
106115;3.60;40.61;321;12
106116;3.15;36.26;400;13
106117;4.40;35.27;348;16
106118;5.12;38.88;315;17
106119;1.91;33.55;205;4
106120;4.84;33.10;275;14
106121;4.10;35.82;281;12
106122;5.25;30.59;289;16
106123;2.80;33.49;278;8
106124;4.65;38.14;328;16
106125;5.26;32.76;18;1
106126;2.33;28.10;378;9
106127;1.78;44.29;442;8
106128;2.54;36.70;230;6
106129;2.97;42.97;457;14
106130;3.67;33.24;236;9
106131;4.12;35.48;349;15
106132;1.45;27.20;204;3
106133;3.43;28.14;169;6
106134;4.28;30.51;358;16
106135;2.62;54.33;446;12
106136;2.15;46.95;775;17
106137;3.25;39.37;387;13
106138;3.90;33.72;197;8
106139;4.67;41.15;388;19
106140;6.23;40.67;331;22
106141;1.44;41.63;206;3
106142;3.55;41.91;190;7
106143;3.36;46.32;432;15
106144;2.39;54.27;981;24
106145;6.07;38.67;356;23
106146;4.61;34.23;145;7
106147;4.88;44.09;156;8
106148;4.53;41.47;232;11
106149;4.72;37.72;101;5
106150;8.95;34.29;295;29
106151;5.40;39.42;823;47
106152;3.25;53.38;298;10
106153;2.66;48.49;329;9
106154;4.55;36.36;168;8
106155;2.46;56.40;1032;26
106156;4.72;50.48;303;15
106157;1.42;52.08;556;8
106158;2.62;46.92;297;8
106159;4.31;40.86;355;16
106160;5.22;43.76;635;35
106161;3.93;52.43;269;11
106162;3.02;52.43;513;16
106163;4.25;50.05;518;23
106164;2.91;44.75;401;12
106165;4.55;46.35;273;13
106166;4.21;35.43;205;9
106167;2.66;45.06;293;8
106168;4.88;32.54;78;4
106169;2.17;53.59;810;18
106170;2.29;53.85;855;20
106171;2.50;40.11;623;16
106172;5.29;45.04;215;12
106173;4.15;32.94;185;8
106174;8.52;44.48;247;23
106175;5.91;33.16;175;11
106176;2.63;38.19;296;8
106177;2.64;52.30;665;18
106178;0.00;15.91;7;0
106179;6.06;25.98;31;2
106180;3.57;49.15;757;28
106181;2.20;47.78;579;13
106182;1.53;49.77;838;13
106183;4.51;49.80;233;11
106184;3.90;43.59;320;13
106185;3.77;36.71;230;9
106186;3.91;35.38;172;7
106187;2.40;43.72;489;12
106188;2.56;40.21;76;2
106189;5.70;38.70;331;20
106190;0.33;45.68;300;1
106191;1.86;44.37;476;9
106192;3.59;56.66;484;18
106193;4.63;40.22;206;10
106194;3.15;57.93;768;25
106195;3.91;58.39;565;23
106196;3.45;52.65;1036;37
106197;3.99;51.41;963;40
106198;1.95;56.46;553;11
106199;2.12;50.08;646;14
106200;3.70;47.58;520;20
106201;5.06;49.69;525;28
106202;2.91;46.37;601;18
106203;5.69;34.54;613;37
106204;3.96;39.69;388;16
106205;2.78;33.41;140;4
106206;2.50;28.78;78;2
106207;5.37;42.75;282;16
106208;4.48;45.60;213;10
106209;4.85;47.10;216;11
106210;2.15;47.13;273;6
106211;4.96;54.08;441;23
106212;4.19;57.46;801;35
106213;3.23;48.78;540;18
106214;4.62;50.13;186;9
106215;1.23;59.27;240;3
106216;3.35;58.72;231;8
106217;5.15;52.87;516;28
106218;6.97;41.53;267;20
106219;3.31;46.89;350;12
106220;3.60;55.74;482;18
106221;0.53;61.56;559;3
106222;3.22;49.43;541;18
106223;2.03;56.01;772;16
106224;3.48;53.85;554;20
106225;1.46;46.29;203;3
106226;1.08;60.13;640;7
106227;2.51;57.81;776;20
106228;4.44;56.76;754;35
106229;3.99;51.44;650;27
106230;4.44;46.91;559;26
106231;3.73;50.68;748;29
106232;2.06;56.93;571;12
106233;2.90;50.94;502;15
106234;4.71;49.93;324;16
106235;6.11;44.78;169;11
106236;6.96;44.22;762;57
106237;3.72;51.80;1139;44
106238;5.62;41.29;235;14
106239;4.17;54.79;597;26
106240;7.33;41.08;177;14
106241;1.88;54.69;939;18
106242;1.74;64.76;1244;22
106243;3.95;47.80;219;9
106244;4.53;41.33;337;16
106245;3.29;38.63;529;18
106246;1.87;51.53;1155;22
106247;3.00;49.47;452;14
106248;2.26;60.85;866;20
106249;4.10;46.86;351;15
106250;9.02;21.14;121;12
106251;15.38;39.00;33;6
106252;7.69;17.81;12;1
106253;3.86;43.93;647;26
106254;4.32;32.33;133;6
106255;1.58;35.71;311;5
106256;3.78;35.92;356;14
106257;3.61;42.84;801;30
106258;3.91;36.35;344;14
106259;2.42;43.25;322;8
106260;2.45;44.95;239;6
106261;3.66;58.75;605;23
106262;2.15;50.54;409;9
106263;2.56;49.71;419;11
106264;2.43;46.73;321;8
106265;3.32;41.90;320;11
106266;1.99;49.33;394;8
106267;3.04;50.83;446;14
106268;3.39;47.12;427;15
106269;4.06;47.80;543;23
106270;4.69;43.16;427;21
106271;4.62;48.00;413;20
106272;2.19;48.54;358;8
106273;2.69;48.24;253;7
106274;2.63;48.34;482;13
106275;4.22;36.89;159;7
106276;4.65;89.58;41;2
106277;4.03;42.78;500;21
106278;5.09;38.46;261;14
106279;6.08;46.59;340;22
106280;2.75;48.75;531;15
106281;14.81;49.09;23;4
106282;0.00;49.30;35;0
106283;2.82;34.72;138;4
106284;2.80;39.07;139;4
106285;1.88;30.13;157;3
106286;2.50;47.62;312;8
106287;6.36;42.75;265;18
106288;4.17;41.14;138;6
106289;1.18;49.27;167;2
106290;12.94;32.32;74;11
106291;7.79;47.17;284;24
106292;4.23;37.63;204;9
106293;5.80;54.68;325;20
106294;2.82;61.78;344;10
106295;3.66;56.49;474;18
106296;1.24;53.19;478;6
106297;3.78;52.55;535;21
106298;3.49;50.70;387;14
106299;4.69;47.21;427;21
106300;2.69;51.05;759;21
106301;3.35;54.86;895;31
106302;4.58;50.04;562;27
106303;5.07;49.72;337;18
106304;4.09;53.36;586;25
106305;1.77;50.95;555;10
106306;5.83;50.71;404;25
106307;2.60;54.67;262;7
106308;2.11;62.12;883;19
106309;2.11;57.34;417;9
106310;1.73;59.48;968;17
106311;2.92;54.66;831;25
106312;2.21;53.78;619;14
106313;4.09;44.44;211;9
106314;2.46;50.62;357;9
106315;3.53;53.57;355;13
106316;2.52;52.71;541;14
106317;4.44;45.64;215;10
106318;4.17;36.96;482;21
106319;4.87;40.23;703;36
106320;9.27;35.99;225;23
106321;3.65;45.38;502;19
106322;6.70;37.38;181;13
106323;5.98;37.78;330;21
106324;6.25;40.47;225;15
106325;5.00;34.73;228;12
106326;3.18;51.06;700;23
106327;2.43;51.46;722;18
106328;1.90;45.89;515;10
106329;2.12;54.47;507;11
106330;0.69;54.99;865;6
106331;2.33;49.57;672;16
106332;2.08;51.22;660;14
106333;4.25;52.15;743;33
106334;2.46;52.26;913;23
106335;2.44;48.40;681;17
106336;1.59;59.51;807;13
106337;2.34;57.45;625;15
106338;4.24;39.17;452;20
106339;2.77;42.59;701;20
106340;5.16;36.31;478;26
106341;4.89;42.91;584;30
106342;3.04;42.03;606;19
106343;3.94;48.62;878;36
106344;2.69;44.76;578;16
106345;4.16;45.87;761;33
106346;1.73;56.08;340;6
106347;4.83;49.17;197;10
106348;20.00;55.05;48;12
106349;8.22;25.26;67;6
106350;4.11;41.33;606;26
106351;2.92;40.57;466;14
106352;3.47;43.96;390;14
106353;5.22;45.73;381;21
106354;1.60;40.09;185;3
106355;9.00;40.89;192;19
