nrk;pgnw;freq;lgw;lgnw
94627;0.74;63.90;1068;8
94628;0.90;66.92;1319;12
94629;0.00;63.01;654;0
94630;1.88;58.72;522;10
94631;1.72;77.99;571;10
94632;1.87;68.26;631;12
94633;1.17;63.46;424;5
94634;2.01;64.71;584;12
94635;2.13;54.80;643;14
94636;0.34;70.42;586;2
94637;1.35;65.59;440;6
94638;3.30;62.80;498;17
94639;1.51;62.71;651;10
94640;1.25;80.57;475;6
94641;0.20;65.55;507;1
94642;3.02;53.74;418;13
94643;1.56;53.92;379;6
94644;1.41;55.79;1121;16
94645;1.97;55.88;745;15
94646;2.47;48.90;671;17
94647;0.77;49.83;1027;8
94648;2.45;49.60;914;23
94649;1.57;55.29;875;14
94650;1.33;61.76;518;7
94651;2.54;56.74;730;19
94652;2.65;61.94;404;11
94653;1.26;60.93;1249;16
94654;3.23;55.81;748;25
94655;2.92;59.14;1030;31
94656;3.21;62.09;875;29
94657;2.40;62.66;773;19
94658;2.04;66.22;48;1
94659;4.03;31.11;143;6
94660;3.82;34.45;277;11
94661;5.31;34.85;232;13
94662;10.71;39.55;125;15
94663;4.49;31.58;149;7
94664;4.32;44.57;310;14
94665;5.25;34.18;560;31
94666;4.03;42.75;286;12
94667;2.91;32.29;100;3
94668;4.10;35.57;117;5
94669;2.23;45.43;744;17
94670;1.48;45.14;599;9
94671;2.10;46.89;791;17
94672;3.78;33.94;178;7
94673;1.70;35.02;346;6
94674;3.92;40.80;343;14
94675;9.23;27.78;59;6
94676;3.43;40.79;310;11
94677;0.58;31.26;170;1
94678;3.24;36.92;239;8
94679;14.29;23.60;18;3
94680;1.89;53.54;52;1
94681;4.89;45.96;584;30
94682;1.95;39.79;151;3
94683;5.29;41.08;412;23
94684;6.36;36.89;162;11
94685;3.91;26.07;123;5
94686;3.03;40.09;767;24
94687;6.08;37.32;170;11
94688;3.33;23.36;145;5
94689;2.09;41.52;187;4
94690;2.25;43.34;391;9
94691;4.41;38.42;195;9
94692;4.37;36.96;416;19
94693;4.11;25.26;70;3
94694;7.10;32.38;157;12
94695;7.03;39.81;238;18
94696;3.68;31.34;131;5
94697;3.56;34.47;244;9
94698;4.63;48.43;103;5
94699;2.33;35.05;126;3
94700;0.80;51.94;372;3
94701;1.82;39.78;216;4
94702;2.44;55.91;240;6
94703;1.89;43.87;260;5
94704;1.81;54.20;1141;21
94705;2.36;51.03;703;17
94706;0.87;50.13;567;5
94707;1.27;47.61;698;9
94708;3.14;45.48;278;9
94709;4.73;42.74;463;23
94710;3.90;39.55;222;9
94711;7.26;47.46;217;17
94712;5.56;35.64;34;2
94713;1.61;49.40;245;4
94714;2.06;46.37;238;5
94715;2.85;52.29;443;13
94716;1.32;65.97;375;5
94717;3.53;48.83;301;11
94718;2.70;49.14;360;10
94719;4.20;37.74;342;15
94720;4.71;39.26;162;8
94721;1.97;35.43;149;3
94722;5.41;42.17;140;8
94723;2.82;41.20;207;6
94724;2.51;44.49;543;14
94725;4.35;40.81;374;17
94726;3.05;47.62;476;15
94727;2.80;54.95;486;14
94728;3.62;47.04;506;19
94729;1.26;44.00;391;5
94730;3.30;51.95;322;11
94731;4.59;38.65;208;10
94732;4.08;41.54;306;13
94733;1.27;51.06;621;8
94734;3.65;41.76;608;23
94735;2.41;49.35;851;21
94736;1.23;53.94;885;11
94737;1.57;45.58;752;12
94738;6.06;27.73;31;2
94739;0.00;62.50;20;0
94740;4.02;50.10;501;21
94741;5.65;43.86;317;19
94742;6.85;44.24;68;5
94743;5.56;56.54;102;6
94744;4.68;46.09;855;42
94745;3.55;43.12;272;10
94746;2.32;44.81;337;8
94747;3.98;54.33;434;18
94748;2.47;40.26;552;14
94749;3.72;45.07;466;18
94750;5.83;38.18;210;13
94751;8.70;38.70;147;14
94752;6.30;41.32;491;33
94753;5.43;40.00;174;10
94754;3.37;56.22;402;14
94755;3.57;42.55;135;5
94756;4.14;43.41;139;6
94757;5.28;42.93;233;13
94758;4.27;47.76;112;5
94759;5.32;48.11;374;21
94760;1.60;46.64;246;4
94761;4.12;31.87;326;14
94762;10.07;38.30;259;29
94763;7.41;42.99;125;10
94764;5.38;32.18;88;5
94765;3.97;52.41;532;22
94766;4.02;48.31;549;23
94767;5.36;44.93;600;34
94768;4.40;48.77;586;27
94769;5.65;39.24;117;7
94770;3.18;44.60;152;5
94771;1.83;41.76;107;2
94772;3.37;49.43;545;19
94773;3.33;42.65;87;3
94774;2.91;43.28;100;3
94775;1.63;47.38;543;9
94776;6.20;44.74;439;29
94777;4.64;42.32;226;11
94778;3.25;54.42;119;4
94779;1.60;53.26;185;3
94780;3.43;47.95;169;6
94781;0.00;46.67;91;0
94782;2.70;34.91;72;2
94783;1.77;66.97;998;18
94784;1.50;62.74;917;14
94785;0.81;67.90;984;8
94786;2.17;62.29;994;22
94787;1.60;63.86;1172;19
94788;1.29;57.76;841;11
94789;0.96;62.66;1137;11
94790;2.44;66.71;1081;27
94791;3.09;58.83;1065;34
94792;0.93;59.97;852;8
94793;1.33;60.73;966;13
94794;1.83;57.28;749;14
94795;2.45;57.70;757;19
94796;3.71;55.54;700;27
94797;1.98;49.43;643;13
94798;0.57;63.88;524;3
94799;1.29;60.47;844;11
94800;0.73;63.65;678;5
94801;1.10;58.32;901;10
94802;1.46;58.88;673;10
94803;1.21;60.07;819;10
94804;0.00;19.37;37;0
94805;2.89;59.11;1043;31
94806;3.33;46.36;203;7
94807;4.00;51.02;216;9
94808;4.55;43.85;252;12
94809;3.33;43.29;290;10
94810;2.15;46.04;364;8
94811;18.75;27.35;26;6
94812;3.28;52.63;649;22
94813;3.70;53.28;625;24
94814;4.25;42.70;451;20
94815;3.08;51.13;880;28
94816;2.30;58.07;763;18
94817;2.53;61.93;501;13
94818;3.10;52.90;593;19
94819;3.94;46.94;390;16
94820;2.42;41.51;444;11
94821;3.51;41.57;302;11
94822;4.47;46.47;427;20
94823;2.24;57.30;568;13
94824;1.99;64.78;1132;23
94825;1.42;60.49;1043;15
94826;2.77;56.21;946;27
94827;2.77;53.94;246;7
94828;3.23;53.26;419;14
94829;2.01;65.43;586;12
94830;0.87;63.31;568;5
94831;2.47;56.26;434;11
94832;1.90;56.11;775;15
94833;4.13;50.22;881;38
94834;1.89;57.24;260;5
94835;6.85;48.10;449;33
94836;3.44;45.07;309;11
94837;4.71;47.15;567;28
94838;1.22;57.09;569;7
94839;4.38;46.33;567;26
94840;5.09;44.35;205;11
94841;4.10;40.00;257;11
94842;3.11;41.52;467;15
94843;4.00;32.36;192;8
94844;3.37;44.63;630;22
94845;1.65;42.93;418;7
94846;4.18;48.38;344;15
94847;0.94;55.41;528;5
94848;3.27;52.44;739;25
94849;2.82;47.87;621;18
94850;4.02;45.10;358;15
94851;3.56;55.07;975;36
94852;3.09;45.83;314;10
94853;0.82;52.13;486;4
94854;1.11;62.87;447;5
94855;1.32;58.38;447;6
94856;3.52;59.61;356;13
94857;2.89;57.89;235;7
94858;6.15;34.36;168;11
94859;3.24;39.97;239;8
94860;4.22;44.63;227;10
94861;5.46;37.89;173;10
94862;1.37;37.44;144;2
94863;1.02;54.74;778;8
94864;4.38;35.75;306;14
94865;2.47;58.17;552;14
94866;2.64;56.49;589;16
94867;5.45;35.71;52;3
94868;3.96;53.63;872;36
94869;3.92;52.54;368;15
94870;6.17;44.57;289;19
94871;5.02;40.24;284;15
94872;4.43;49.30;539;25
94873;4.00;40.60;288;12
94874;2.27;59.34;776;18
94875;5.29;48.48;591;33
94876;2.36;49.01;290;7
94877;3.86;48.42;573;23
94878;2.26;47.61;389;9
94879;1.08;67.98;1558;17
94880;0.33;69.72;911;3
94881;1.14;68.03;1479;17
94882;1.91;56.04;1179;23
94883;1.85;58.66;688;13
94884;1.49;59.95;1187;18
94885;1.29;63.86;614;8
94886;1.44;56.38;819;12
94887;1.16;65.39;1197;14
94888;5.86;40.33;434;27
94889;1.89;40.07;467;9
94890;2.30;46.86;510;12
94891;1.82;51.46;485;9
94892;1.42;50.61;692;10
94893;2.50;50.63;624;16
94894;2.77;39.53;457;13
94895;0.90;47.65;552;5
94896;1.73;54.63;626;11
94897;2.11;40.45;510;11
94898;2.17;46.43;541;12
94899;2.63;50.67;629;17
94900;3.02;47.66;514;16
94901;2.18;45.92;539;12
94902;1.90;44.47;517;10
94903;3.61;50.64;534;20
94904;2.89;50.89;471;14
94905;2.72;50.88;536;15
94906;3.42;45.49;424;15
94907;0.55;46.24;545;3
94908;2.78;49.48;560;16
94909;5.88;20.99;16;1
94910;5.31;37.98;196;11
94911;4.88;38.68;117;6
94912;1.32;45.01;298;4
94913;3.76;31.16;179;7
94914;3.82;33.12;151;6
94915;3.12;37.83;435;14
94916;7.28;34.67;344;27
94917;3.57;35.98;297;11
94918;2.84;35.21;274;8
94919;2.05;36.32;143;3
94920;2.38;46.93;82;2
94921;6.98;41.03;600;45
94922;9.69;39.51;233;25
94923;4.07;37.73;354;15
94924;3.45;36.60;476;17
94925;6.70;38.66;167;12
94926;3.86;36.29;224;9
94927;9.20;31.47;464;47
94928;5.26;41.43;504;28
94929;7.95;37.22;567;49
94930;7.24;43.82;602;47
94931;9.73;40.42;297;32
94932;0.00;82.14;46;0
94933;4.07;42.69;871;37
94934;2.78;32.73;210;6
94935;6.36;41.19;265;18
94936;5.28;43.08;610;34
94937;7.00;45.31;571;43
94938;6.03;42.34;343;22
94939;3.56;46.64;488;18
94940;6.53;35.41;186;13
94941;4.89;34.12;331;17
94942;2.70;41.42;216;6
94943;8.14;41.54;406;36
94944;4.46;36.01;386;18
94945;5.21;42.18;491;27
94946;2.61;34.31;261;7
94947;15.79;100.00;16;3
94948;1.95;56.51;604;12
94949;1.88;61.08;1409;27
94950;1.66;59.10;1300;22
94951;2.15;49.89;911;20
94952;1.55;57.91;1013;16
94953;1.48;49.80;599;9
94954;1.32;53.83;597;8
94955;2.67;53.43;1130;31
94956;2.29;47.30;769;18
94957;2.39;52.00;1102;27
94958;1.61;49.30;977;16
94959;2.20;48.97;1069;24
94960;11.76;30.36;15;2
94961;1.73;61.93;737;13
94962;2.86;56.81;952;28
94963;1.83;59.35;857;16
94964;3.31;42.62;497;17
94965;1.79;59.16;1040;19
94966;3.75;53.48;385;15
94967;5.21;46.89;200;11
94968;3.20;52.80;757;25
94969;3.97;51.20;678;28
94970;2.08;46.87;564;12
94971;3.96;46.76;388;16
94972;2.40;53.20;406;10
94973;2.51;48.45;504;13
94974;3.72;47.80;492;19
94975;3.65;40.70;449;17
94976;3.64;47.18;476;18
94977;3.16;48.89;552;18
94978;3.51;40.11;495;18
94979;3.77;32.49;357;14
94980;3.41;39.16;368;13
94981;2.39;43.97;491;12
94982;4.63;39.41;268;13
94983;4.71;42.87;384;19
94984;4.25;40.30;406;18
94985;5.95;38.26;458;29
94986;15.79;52.78;32;6
94987;3.37;59.01;544;19
94988;1.44;62.29;617;9
94989;3.35;52.51;809;28
94990;2.07;41.84;472;10
94991;4.26;53.97;247;11
94992;3.31;48.79;234;8
94993;3.25;48.05;535;18
94994;1.59;53.85;248;4
94995;3.21;47.12;634;21
94996;3.99;43.91;530;22
94997;2.05;36.26;239;5
94998;3.81;36.05;353;14
94999;5.58;29.95;220;13
95000;2.76;46.63;633;18
95001;3.21;37.20;211;7
95002;5.31;36.57;214;12
95003;5.13;34.39;370;20
95004;6.55;37.09;157;11
95005;3.57;31.49;351;13
95006;2.92;34.04;233;7
95007;2.41;29.33;81;2
95008;7.61;41.63;85;7
95009;4.29;37.73;290;13
95010;2.48;47.35;785;20
95011;3.95;30.04;73;3
95012;1.12;42.79;88;1
95013;4.41;43.40;217;10
95014;5.17;41.97;367;20
95015;4.31;47.93;111;5
95016;1.59;37.72;124;2
95017;3.87;40.58;671;27
95018;5.33;34.14;426;24
95019;6.89;33.08;284;21
95020;5.68;40.57;349;21
95021;5.73;38.71;181;11
95022;4.11;36.87;280;12
95023;5.70;37.53;149;9
95024;2.74;40.90;142;4
95025;2.27;51.66;258;6
95026;0.80;45.13;248;2
95027;2.03;48.44;289;6
95028;4.22;47.02;227;10
95029;1.23;55.68;402;5
95030;2.94;48.18;231;7
95031;6.62;41.38;296;21
95032;3.50;38.44;276;10
95033;2.45;46.40;239;6
95034;5.38;43.47;211;12
95035;1.76;34.21;167;3
95036;2.66;38.37;183;5
95037;3.60;30.23;241;9
95038;9.78;32.00;166;18
95039;7.14;44.44;208;16
95040;5.46;46.54;745;43
95041;5.57;47.91;271;16
95042;4.04;46.62;285;12
95043;4.36;45.95;548;25
95044;6.25;43.41;315;21
95045;2.43;42.73;241;6
95046;2.85;49.93;341;10
95047;1.29;57.14;537;7
95048;4.17;30.15;115;5
95049;6.16;35.44;137;9
95050;2.46;39.59;317;8
95051;3.55;33.47;407;15
95052;3.62;36.13;639;24
95053;1.57;36.75;314;5
95054;6.70;34.82;167;12
95055;2.27;33.76;129;3
95056;4.74;42.35;522;26
95057;2.96;48.02;623;19
95058;4.90;42.06;272;14
95059;7.65;38.97;181;15
95060;7.14;39.09;143;11
95061;8.14;40.29;282;25
95062;3.94;41.70;268;11
95063;10.08;30.10;223;25
95064;10.00;33.59;117;13
95065;2.60;42.08;75;2
95066;1.61;36.90;61;1
95067;8.99;30.27;81;8
95068;5.71;38.67;132;8
95069;6.36;42.20;162;11
95070;2.27;57.31;904;21
95071;0.87;48.20;798;7
95072;4.48;38.72;618;29
95073;0.55;39.14;181;1
95074;6.36;27.30;103;7
95075;1.66;50.03;827;14
95076;4.95;57.28;288;15
95077;2.16;55.29;1175;26
95078;2.78;51.65;838;24
95079;4.87;41.85;430;22
95080;1.82;57.12;378;7
95081;2.31;44.20;592;14
95082;1.75;46.05;504;9
95083;16.41;30.42;163;32
95084;2.99;43.63;455;14
95085;5.13;40.77;111;6
95086;0.43;48.63;230;1
95087;4.05;44.13;332;14
95088;4.37;43.70;219;10
95089;3.42;54.24;395;14
95090;2.52;54.37;927;24
95091;2.04;48.09;863;18
95092;1.42;43.33;416;6
95093;0.53;55.19;947;5
95094;1.77;42.87;721;13
95095;0.44;51.59;451;2
95096;1.60;47.12;370;6
95097;2.40;44.78;774;19
95098;2.78;41.55;700;20
95099;1.06;51.60;844;9
95100;1.77;53.72;886;16
95101;1.88;49.68;836;16
95102;1.56;53.78;63;1
95103;1.65;55.06;535;9
95104;1.07;50.65;464;5
95105;2.27;43.34;474;11
95106;3.24;52.22;239;8
95107;1.91;54.47;514;10
95108;1.05;48.97;188;2
95109;1.71;44.83;115;2
95110;1.08;56.36;184;2
95111;1.41;53.38;140;2
95112;4.05;48.47;426;18
95113;5.64;47.45;184;11
95114;1.78;49.90;498;9
95115;3.17;47.43;519;17
95116;3.43;46.10;394;14
95117;1.49;44.33;397;6
95118;1.51;46.27;458;7
95119;1.10;59.09;360;4
95120;3.16;44.00;245;8
95121;4.51;45.79;275;13
95122;3.86;46.67;249;10
95123;3.82;42.73;277;11
95124;2.42;51.81;322;8
95125;3.41;40.62;255;9
95126;5.92;44.90;286;18
95127;6.74;48.24;332;24
95128;2.33;47.66;628;15
95129;1.39;43.64;142;2
95130;3.04;53.02;255;8
95131;3.23;49.52;150;5
95132;4.35;41.07;242;11
95133;3.54;49.24;218;8
95134;2.62;46.48;334;9
95135;2.30;41.49;255;6
95136;0.81;47.25;366;3
95137;3.86;40.81;299;12
95138;2.98;39.43;293;9
95139;1.86;42.84;317;6
95140;2.21;42.09;221;5
95141;0.69;40.00;286;2
95142;2.30;41.89;212;5
95143;2.87;38.55;237;7
95144;2.78;43.78;315;9
95145;2.30;38.51;298;7
95146;1.56;48.41;315;5
95147;4.11;43.11;537;23
95148;1.79;49.12;165;3
95149;2.90;42.16;201;6
95150;5.90;53.77;255;16
95151;6.82;47.31;82;6
95152;1.54;32.02;64;1
95153;3.60;49.87;375;14
95154;2.77;46.43;316;9
95155;2.88;56.81;810;24
95156;4.70;45.70;223;11
95157;2.59;47.22;413;11
95158;3.77;50.51;332;13
95159;2.25;45.69;477;11
95160;3.67;42.30;315;12
95161;1.82;50.67;593;11
95162;1.40;68.70;1480;21
95163;1.27;69.43;776;10
95164;1.73;70.23;1247;22
95165;2.49;65.03;1135;29
95166;1.18;73.51;672;8
95167;1.35;69.67;1532;21
95168;0.93;71.30;640;6
95169;1.63;62.54;1028;17
95170;1.04;67.09;1523;16
95171;0.85;62.68;929;8
95172;1.18;65.68;503;6
95173;0.82;62.40;968;8
95174;1.29;66.23;991;13
95175;1.03;63.48;671;7
95176;3.64;62.93;476;18
95177;1.90;60.17;1033;20
95178;0.71;68.03;841;6
95179;1.32;61.22;1123;15
95180;1.81;59.46;651;12
95181;1.55;64.55;1398;22
95182;1.71;65.34;1436;25
95183;2.31;51.59;762;18
95184;3.76;62.42;665;26
95185;0.75;61.90;929;7
95186;1.40;59.40;913;13
95187;1.29;59.92;921;12
95188;1.72;68.46;973;17
95189;3.51;52.78;659;24
95190;1.90;54.60;361;7
95191;2.22;60.43;572;13
95192;0.56;54.29;535;3
95193;1.61;55.48;613;10
95194;1.15;66.06;856;10
95195;2.10;61.31;698;15
95196;1.73;63.23;681;12
95197;5.88;77.27;32;2
95198;1.57;80.89;125;2
95199;2.17;66.19;90;2
95200;4.40;24.66;87;4
95201;2.93;59.72;331;10
95202;3.14;63.35;770;25
95203;4.43;49.11;475;22
95204;2.58;64.19;1245;33
95205;2.44;65.50;1278;32
95206;5.10;53.12;242;13
95207;3.55;59.05;299;11
95208;2.72;65.53;394;11
95209;2.70;60.63;469;13
95210;1.49;60.97;1385;21
95211;2.18;63.26;987;22
95212;1.78;63.87;882;16
95213;0.58;61.91;1026;6
95214;2.40;65.65;690;17
95215;3.09;49.18;408;13
95216;2.92;50.27;999;30
95217;3.69;50.68;861;33
95218;2.44;55.95;839;21
95219;4.37;47.01;481;22
95220;3.29;45.34;235;8
95221;2.48;57.97;550;14
95222;1.84;52.73;426;8
95223;3.64;51.55;450;17
95224;2.60;51.49;337;9
95225;1.58;53.23;373;6
95226;5.58;49.87;186;11
95227;2.99;57.62;422;13
95228;1.69;52.57;523;9
95229;4.25;54.08;609;27
95230;1.62;51.92;546;9
95231;0.79;39.69;250;2
95232;1.22;46.38;323;4
95233;1.04;55.31;855;9
95234;2.20;64.52;754;17
95235;1.01;56.65;392;4
95236;2.09;65.21;936;20
95237;2.64;73.36;665;18
95238;4.62;46.18;248;12
95239;3.12;60.28;497;16
95240;2.88;58.31;709;21
95241;2.44;61.99;1001;25
95242;3.15;67.37;430;14
95243;1.09;57.29;455;5
95244;2.25;40.20;435;10
95245;3.93;45.65;464;19
95246;3.20;54.80;514;17
95247;3.28;50.88;501;17
95248;3.06;55.19;412;13
95249;2.89;55.88;572;17
95250;2.84;52.74;925;27
95251;3.34;58.10;811;28
95252;3.41;49.27;623;22
95253;2.69;57.11;903;25
95254;3.44;55.03;702;25
95255;2.80;53.52;591;17
95256;1.49;55.49;1060;16
95257;2.14;59.45;548;12
95258;1.73;58.38;1024;18
95259;16.05;18.45;68;13
95260;0.90;65.99;994;9
95261;1.08;61.40;1007;11
95262;1.43;60.74;1374;20
95263;1.95;59.11;1008;20
95264;0.80;64.87;870;7
95265;1.43;62.94;894;13
95266;1.97;68.98;898;18
95267;1.25;59.96;945;12
95268;0.71;71.48;560;4
95269;0.84;66.03;827;7
95270;3.27;54.69;858;29
95271;NA;NA;0;0
95272;1.84;54.83;853;16
95273;0.96;72.32;414;4
95274;4.65;52.76;82;4
95275;17.65;56.67;14;3
95276;6.45;67.39;29;2
95277;4.27;91.11;157;7
95278;2.50;64.52;39;1
95279;0.00;33.13;55;0
95280;43.33;100.00;17;13
95281;2.39;58.86;775;19
95282;1.68;56.38;704;12
95283;0.88;66.13;1010;9
95284;3.50;51.53;276;10
95285;0.76;77.83;784;6
95286;0.62;69.52;959;6
95287;1.82;65.59;756;14
95288;1.03;68.69;771;8
95289;1.37;64.82;578;8
95290;1.11;76.12;1072;12
95291;0.67;76.34;1045;7
95292;1.60;72.62;676;11
95293;0.44;74.26;1143;5
95294;1.64;61.02;719;12
95295;1.55;62.00;636;10
95296;1.69;59.07;522;9
95297;1.18;63.08;841;10
95298;0.61;62.49;977;6
95299;2.31;65.80;1013;24
95300;1.93;58.09;1218;24
95301;1.51;60.18;716;11
95302;1.03;64.62;864;9
95303;0.97;67.52;1223;12
95304;0.08;69.38;1191;1
95305;1.36;52.88;725;10
95306;0.29;78.34;1367;4
95307;0.74;69.75;673;5
95308;0.72;65.10;826;6
95309;0.82;73.71;851;7
95310;1.50;64.14;724;11
95311;0.73;66.04;1224;9
95312;1.83;64.64;1125;21
95313;2.41;68.38;728;18
95314;1.43;63.72;760;11
95315;1.26;69.21;861;11
95316;0.61;65.41;812;5
95317;1.44;65.72;752;11
95318;0.91;65.54;652;6
95319;0.85;71.46;1172;10
95320;0.38;78.50;1055;4
95321;0.74;80.53;669;5
95322;0.45;72.68;1327;6
95323;0.80;63.60;617;5
95324;0.76;71.12;1041;8
95325;1.86;59.94;1000;19
95326;1.96;65.28;400;8
95327;1.70;71.08;865;15
95328;1.70;70.51;985;17
95329;1.23;65.78;881;11
95330;1.51;57.57;457;7
95331;2.05;75.72;620;13
95332;1.32;65.35;899;12
95333;1.11;65.72;1242;14
95334;2.79;63.52;523;15
95335;6.88;41.24;149;11
95336;2.68;60.20;290;8
95337;1.03;62.34;965;10
95338;2.89;56.03;370;11
95339;10.53;29.69;17;2
95340;3.69;53.04;782;30
95341;2.20;53.14;754;17
95342;3.64;51.92;689;26
95343;1.69;58.82;1046;18
95344;2.49;62.37;745;19
95345;4.08;49.23;306;13
95346;2.94;49.38;231;7
95347;3.92;49.13;245;10
95348;2.12;59.44;416;9
95349;3.70;54.15;364;14
95350;3.27;53.50;473;16
95351;2.84;55.03;957;28
95352;3.34;59.18;723;25
95353;2.14;46.80;731;16
95354;1.09;63.25;543;6
95355;5.37;41.22;529;30
95356;3.99;57.01;1156;48
95357;6.05;40.02;373;24
95358;4.58;39.33;146;7
95359;6.06;40.05;310;20
95360;6.39;42.02;557;38
95361;0.00;30.12;25;0
95362;4.93;46.33;444;23
95363;3.74;32.47;206;8
95364;4.22;43.00;409;18
95365;2.30;43.50;170;4
95366;3.61;44.73;560;21
95367;4.90;49.00;466;24
95368;4.00;37.59;240;10
95369;6.09;40.21;216;14
95370;6.80;75.74;96;7
95371;2.38;38.36;164;4
95372;2.81;39.95;311;9
95373;3.37;51.62;430;15
95374;2.62;41.15;335;9
95375;4.90;44.66;330;17
95376;6.61;38.97;226;16
95377;4.65;52.01;431;21
95378;3.50;36.81;303;11
95379;4.72;29.81;121;6
95380;4.92;46.98;348;18
95381;6.87;32.59;244;18
95382;3.88;37.28;248;10
95383;7.00;43.35;279;21
95384;5.04;43.55;433;23
95385;5.83;33.33;194;12
95386;5.36;43.84;441;25
95387;8.05;37.40;457;40
95388;6.62;38.64;127;9
95389;5.51;32.73;223;13
95390;5.09;42.69;485;26
95391;5.77;36.28;604;37
95392;3.71;48.56;649;25
95393;4.20;50.98;525;23
95394;2.35;52.63;498;12
95395;3.80;51.70;835;33
95396;5.78;52.46;261;16
95397;2.39;47.36;368;9
95398;4.33;41.96;442;20
95399;8.22;37.06;134;12
95400;4.86;42.73;235;12
95401;6.74;36.48;180;13
95402;7.30;48.08;533;42
95403;1.92;51.09;460;9
95404;4.42;44.21;303;14
95405;2.49;50.84;353;9
95406;6.63;42.56;155;11
95407;3.02;53.07;193;6
95408;2.47;39.63;434;11
95409;5.14;34.18;332;18
95410;3.21;44.66;482;16
95411;5.24;38.16;362;20
95412;5.83;33.06;226;14
95413;16.22;55.22;31;6
95414;6.92;46.61;390;29
95415;5.88;39.53;288;18
95416;5.26;39.72;108;6
95417;4.98;45.64;229;12
95418;5.26;45.12;324;18
95419;3.33;55.67;522;18
95420;3.22;43.94;481;16
95421;5.26;39.01;180;10
95422;4.95;40.88;422;22
95423;1.90;51.36;724;14
95424;2.84;49.30;649;19
95425;7.85;37.38;176;15
95426;3.03;40.99;256;8
95427;5.10;44.74;242;13
95428;7.91;39.60;163;14
95429;4.48;50.38;384;18
95430;8.65;48.13;317;30
95431;1.87;52.85;419;8
95432;5.34;44.48;248;14
95433;2.79;41.53;348;10
95434;6.12;39.95;138;9
95435;0.00;71.76;338;0
95436;1.41;67.87;279;4
95437;0.66;70.02;450;3
95438;1.40;58.27;424;6
95439;2.07;67.36;473;10
95440;2.29;52.73;983;23
95441;3.11;45.20;903;29
95442;2.66;54.47;623;17
95443;5.26;42.12;342;19
95444;4.46;49.05;493;23
95445;2.04;64.80;624;13
95446;4.66;48.11;327;16
95447;1.89;69.74;52;1
95448;3.97;48.17;581;24
95449;2.78;44.53;384;11
95450;3.97;35.59;242;10
95451;5.42;40.28;349;20
95452;9.38;44.20;145;15
95453;8.53;38.28;118;11
95454;0.00;28.08;89;0
95455;4.95;31.71;211;11
95456;8.02;38.85;149;13
95457;4.56;51.88;356;17
95458;2.30;37.72;255;6
95459;3.42;42.15;311;11
95460;2.85;35.39;273;8
95461;4.56;36.68;251;12
95462;3.28;31.15;295;10
95463;13.33;65.22;13;2
95464;2.88;52.45;405;12
95465;2.37;55.38;412;10
95466;3.66;49.29;368;14
95467;2.11;54.81;418;9
95468;0.80;36.89;247;2
95469;2.97;44.05;686;21
95470;1.46;53.23;878;13
95471;2.67;56.01;875;24
95472;1.46;49.31;948;14
95473;2.44;46.80;400;10
95474;3.70;38.13;286;11
95475;4.75;42.12;341;17
95476;2.43;54.65;482;12
95477;3.15;35.35;277;9
95478;4.17;50.00;437;19
95479;1.69;52.32;466;8
95480;1.22;52.79;486;6
95481;14.81;49.09;46;8
95482;0.00;18.92;7;0
95483;0.00;39.62;21;0
95484;3.98;45.33;555;23
95485;4.27;41.43;493;22
95486;4.28;45.55;514;23
95487;2.53;38.27;539;14
95488;2.21;47.33;753;17
95489;4.44;31.51;215;10
95490;5.52;40.09;325;19
95491;4.67;41.36;388;19
95492;5.43;33.51;244;14
95493;3.08;38.88;754;24
95494;3.07;31.22;253;8
95495;2.47;26.90;356;9
95496;7.47;29.00;347;28
95497;4.30;37.52;289;13
95498;3.84;43.04;476;19
95499;3.04;37.37;287;9
95500;4.08;37.92;423;18
95501;6.19;44.44;394;26
95502;4.26;50.32;225;10
95503;4.17;38.35;276;12
95504;4.35;62.16;22;1
95505;5.35;33.62;336;19
95506;7.28;29.34;293;23
95507;8.24;30.74;156;14
95508;4.92;35.40;522;27
95509;1.77;28.80;277;5
95510;6.92;37.73;269;20
95511;5.17;37.46;367;20
95512;3.12;34.55;248;8
95513;6.44;49.39;610;42
95514;2.47;44.96;435;11
95515;3.43;39.95;169;6
95516;4.42;44.78;238;11
95517;4.62;36.11;186;9
95518;5.63;38.80;134;8
95519;3.11;39.27;530;17
95520;2.11;40.94;325;7
95521;6.63;38.36;183;13
95522;1.03;36.74;192;2
95523;6.89;35.11;595;44
95524;5.06;39.58;507;27
95525;9.20;37.44;306;31
95526;7.00;34.22;585;44
95527;5.68;40.69;332;20
95528;9.64;23.71;75;8
95529;3.43;46.87;731;26
95530;2.20;38.42;490;11
95531;2.54;34.03;269;7
95532;4.18;40.24;413;18
95533;6.60;29.84;269;19
95534;6.25;40.51;210;14
95535;4.08;39.53;400;17
95536;4.29;42.95;379;17
95537;7.23;30.90;295;23
95538;0.95;69.68;1559;15
95539;0.98;61.78;1213;12
95540;1.28;61.43;1157;15
95541;1.64;63.23;1018;17
95542;1.48;65.60;1195;18
95543;1.78;64.97;991;18
95544;1.32;64.49;749;10
95545;1.49;65.13;1325;20
95546;1.83;64.24;1289;24
95547;1.53;64.61;1093;17
95548;2.39;55.76;1021;25
95549;1.70;62.06;926;16
95550;1.76;51.08;949;17
95551;1.29;65.45;1223;16
95552;1.69;58.89;700;12
95553;1.97;59.47;748;15
