nrk;pgnw;freq;lgw;lgnw;pPiS;pPO
97351;2.10;46.37;513;11;44.44;21.25
97352;4.71;35.12;81;4;50.62;17.28
97353;0.62;69.05;969;6;38.80;26.01
97354;3.21;63.62;452;15;42.48;28.32
97355;1.98;64.47;644;13;35.56;29.81
97356;0.57;63.98;876;5;33.79;25.91
97357;0.87;66.84;1031;9;27.55;25.99
97358;0.56;69.57;1428;8;32.98;25.21
97359;1.09;74.28;1180;13;17.80;33.56
97360;1.26;62.51;1093;14;24.25;31.29
97361;0.68;70.78;587;4;29.30;31.18
97362;0.64;64.65;932;6;35.30;23.18
97363;0.75;64.41;1060;8;32.17;24.81
97364;1.89;65.46;675;13;40.74;25.19
97365;0.77;67.01;1028;8;30.16;28.99
97366;0.24;80.76;1641;4;18.04;34.43
97367;0.56;78.93;1248;7;21.39;31.41
97368;1.01;65.45;1279;13;30.65;28.62
97369;0.69;66.30;1151;8;31.19;30.41
97370;0.44;65.45;896;4;33.04;25.22
97371;0.98;62.89;807;8;27.88;32.09
97372;1.14;64.78;1211;14;29.15;30.80
97373;0.71;68.94;1115;8;29.42;31.30
97374;0.99;64.00;1100;11;35.09;29.09
97375;0.83;65.22;952;8;29.73;28.99
97376;1.55;62.47;890;14;29.66;28.31
97377;0.74;62.37;668;5;31.44;23.50
97378;0.94;56.57;840;8;31.55;28.33
97379;0.32;66.88;1244;4;31.03;31.83
97380;0.95;65.83;1353;13;33.70;28.01
97381;2.00;64.37;834;17;31.65;26.86
97382;0.73;69.81;1088;8;26.10;32.26
97383;0.54;72.24;1105;6;29.50;32.40
97384;0.21;66.14;959;2;28.88;33.26
97385;1.05;68.63;1130;12;27.96;34.51
97386;0.00;65.46;561;0;31.37;29.77
97387;0.66;67.29;603;4;33.17;24.38
97388;0.33;77.03;1200;4;34.58;29.92
97389;1.48;62.96;1199;18;29.61;28.77
97390;1.14;63.66;1131;13;30.24;29.18
97391;1.01;65.33;1175;12;33.28;31.40
97392;1.30;74.15;1441;19;28.31;29.70
97393;0.90;67.24;1328;12;27.56;25.30
97394;1.14;65.23;957;11;32.71;27.27
97395;0.63;61.39;632;4;30.22;29.59
97396;1.07;64.95;1197;13;27.15;31.16
97397;0.84;65.61;471;4;32.27;27.60
97398;0.95;66.55;940;9;37.02;25.32
97399;1.12;69.70;969;11;29.72;33.54
97400;0.49;74.48;813;4;25.34;32.72
97401;0.40;58.35;501;2;29.54;28.74
97402;0.70;62.97;856;6;30.37;26.87
97403;0.57;68.30;1223;7;28.45;28.13
97404;1.29;63.65;1068;14;30.24;28.75
97405;0.52;59.97;763;4;30.14;27.00
97406;1.39;62.76;497;7;31.79;27.36
97407;1.23;65.42;1123;14;33.93;28.94
97408;2.17;59.50;585;13;30.26;24.96
97409;0.29;64.37;688;2;31.10;28.49
97410;1.51;67.11;653;10;33.84;30.17
97411;1.13;63.97;962;11;33.06;29.31
97412;0.92;62.04;1077;10;30.64;26.65
97413;1.22;66.94;730;9;28.08;24.52
97414;1.14;67.61;1044;12;23.95;33.24
97415;1.37;66.60;936;13;26.39;29.91
97416;0.68;69.26;875;6;26.06;26.17
97417;1.04;68.28;573;6;31.94;30.54
97418;0.49;70.31;608;3;29.11;29.93
97419;0.99;70.17;1493;15;30.07;32.08
97420;0.77;68.24;1032;8;30.14;30.52
97421;0.72;71.32;968;7;30.68;31.40
97422;1.08;68.54;1282;14;26.29;30.58
97423;0.50;70.46;1194;6;29.31;31.66
97424;0.78;74.87;1150;9;30.43;31.57
97425;0.33;73.01;1510;5;25.96;29.01
97426;0.83;67.61;1308;11;26.45;34.10
97427;0.48;63.17;1026;5;25.83;26.90
97428;1.46;60.05;942;14;29.19;34.08
97429;17.74;57.94;51;11;43.14;23.53
97430;0.00;27.21;37;0;54.05;16.22
97431;4.65;50.59;41;2;51.22;9.76
97432;4.35;53.49;22;1;18.18;22.73
97433;0.00;79.31;46;0;21.74;36.96
97434;13.39;46.67;97;15;47.42;13.40
97435;0.00;56.79;46;0;45.65;30.43
97436;2.34;56.89;125;3;31.20;31.20
97437;0.00;71.95;59;0;62.71;25.42
97438;0.47;68.75;1062;5;29.85;28.25
97439;0.58;72.87;1378;8;35.63;29.39
97440;0.51;74.13;1160;6;29.31;30.69
97441;1.19;66.72;1325;16;30.04;23.92
97442;0.61;69.28;1132;7;40.90;23.94
97443;0.96;70.80;1239;12;38.18;25.18
97444;1.31;55.05;903;12;32.78;21.15
97445;0.98;72.89;1408;14;32.95;27.41
97446;3.02;63.25;1060;33;35.00;30.38
97447;0.76;67.07;653;5;33.38;26.65
97448;1.04;67.15;1242;13;35.67;28.90
97449;0.37;69.48;1352;5;27.44;30.70
97450;1.73;70.88;1478;26;28.69;28.01
97451;0.73;61.95;818;6;33.01;26.04
97452;1.14;61.72;867;10;28.60;28.60
97453;1.10;66.50;807;9;24.16;26.64
97454;0.88;63.66;1351;12;33.83;26.50
97455;0.96;57.30;929;9;32.29;29.60
97456;1.37;60.54;1079;15;33.55;26.23
97457;0.78;57.82;1152;9;36.89;27.95
97458;2.03;63.44;1110;23;34.41;27.84
97459;1.75;59.41;1123;20;32.59;27.60
97460;1.74;57.08;1014;18;27.12;31.16
97461;0.77;67.98;773;6;32.99;29.11
97462;1.08;63.50;1103;12;34.72;32.82
97463;1.09;61.71;1001;11;36.36;29.27
97464;2.88;62.13;505;15;39.01;25.35
97465;0.66;59.13;1049;7;35.75;28.50
97466;1.78;56.40;883;16;37.60;27.07
97467;1.17;65.49;1178;14;42.28;25.47
97468;1.07;65.16;1201;13;36.39;24.73
97469;1.24;59.19;954;12;38.47;27.15
97470;1.75;62.74;1236;22;38.43;29.61
97471;0.85;60.70;931;8;36.31;26.64
97472;1.25;56.15;473;6;44.40;21.35
97473;0.48;64.87;1031;5;34.14;27.84
97474;0.90;64.72;767;7;38.72;21.64
97475;0.75;63.56;528;4;35.80;28.22
97476;2.12;66.75;1480;32;33.58;28.24
97477;7.94;62.54;985;85;44.16;21.73
97478;4.33;50.31;309;14;34.95;22.65
97479;0.79;65.58;1261;10;33.62;28.55
97480;1.55;60.11;1206;19;37.65;29.93
97481;1.49;61.69;1058;16;34.59;28.17
97482;3.22;62.36;901;30;40.29;28.63
97483;1.28;62.22;1078;14;36.09;28.01
97484;1.19;58.80;994;12;39.74;27.16
97485;0.48;75.03;1235;6;19.43;30.36
97486;1.49;54.77;990;15;38.59;25.96
97487;0.66;61.87;1204;8;37.62;27.16
97488;1.78;64.11;1323;24;36.21;27.21
97489;2.04;66.63;1103;23;35.63;28.83
97490;0.62;66.39;1127;7;39.93;24.93
97491;1.37;57.13;719;10;38.94;26.70
97492;0.80;63.43;986;8;39.66;25.05
97493;1.40;57.77;777;11;36.55;24.07
97494;1.53;62.22;579;9;39.72;24.53
97495;1.62;64.98;1338;22;35.58;28.25
97496;1.09;62.46;1091;12;34.56;30.52
97497;1.79;22.31;110;2;49.09;28.18
97498;0.20;65.01;1005;2;38.31;25.27
97499;0.35;70.10;1432;5;28.35;26.96
97500;1.68;68.46;1114;19;35.91;27.38
97501;0.73;64.97;1092;8;39.38;26.28
97502;0.47;64.31;635;3;37.80;25.51
97503;1.10;65.32;1168;13;39.90;21.66
97504;1.34;64.94;1248;17;40.06;24.20
97505;0.49;73.57;1432;7;32.47;25.14
97506;0.91;64.14;654;6;33.49;23.85
97507;0.72;67.35;1372;10;35.06;29.37
97508;1.01;64.41;1272;13;38.44;28.93
97509;2.56;58.66;723;19;43.02;23.65
97510;0.45;69.80;1553;7;22.92;27.37
97511;0.76;68.31;1442;11;38.77;24.90
97512;1.03;69.88;1341;14;36.32;27.29
97513;0.92;63.93;1287;12;37.22;28.05
97514;0.55;74.53;1272;7;23.03;28.22
97515;0.36;75.50;1366;5;18.59;28.33
97516;1.27;72.41;780;10;22.82;27.44
97517;1.65;64.24;1016;17;44.00;23.52
97518;0.47;72.44;1486;7;23.69;27.12
97519;0.30;75.00;981;3;33.13;23.85
97520;1.09;73.89;1453;16;21.68;29.11
97521;0.46;66.20;1306;6;29.25;26.49
97522;0.50;71.40;1592;8;22.80;32.10
97523;1.34;76.21;1394;19;23.39;36.80
97524;0.21;76.36;1428;3;26.05;24.79
97525;0.99;72.34;1103;11;24.30;26.56
97526;0.42;73.80;1439;6;26.75;32.80
97527;0.81;70.99;1228;10;23.78;32.33
97528;0.43;71.35;925;4;29.62;29.73
97529;0.77;74.69;1420;11;19.51;32.75
97530;0.62;75.02;967;6;30.40;24.30
97531;0.91;73.46;1308;12;23.70;30.89
97532;0.95;73.72;1356;13;26.84;28.91
97533;0.93;71.28;1173;11;29.33;32.48
97534;0.57;75.65;1563;9;26.55;31.67
97535;0.78;76.55;1140;9;22.89;29.56
97536;0.27;75.03;1124;3;24.29;33.72
97537;0.21;70.41;971;2;30.59;30.59
97538;1.01;74.92;683;7;23.28;30.89
97539;0.59;80.04;1347;8;23.01;33.56
97540;0.76;72.64;1312;10;16.69;32.47
97541;0.43;75.28;1383;6;27.69;32.03
97542;0.88;70.44;1462;13;23.67;29.69
97543;1.04;72.88;1327;14;26.60;31.12
97544;0.81;70.92;982;8;28.92;30.96
97545;1.04;72.46;1427;15;30.34;27.68
97546;0.45;87.26;1779;8;26.64;29.96
97547;0.30;83.03;1673;5;18.83;29.95
97548;0.58;73.92;1530;9;27.25;30.13
97549;0.87;74.10;1373;12;24.54;30.37
97550;0.14;71.15;1458;2;26.20;27.16
97551;0.64;74.19;931;6;23.95;30.40
97552;0.68;71.69;1313;9;27.27;28.33
97553;0.93;70.83;1169;11;25.49;31.39
97554;0.78;74.64;1019;8;27.97;28.16
97555;0.82;75.74;1564;13;25.90;28.45
97556;0.73;75.46;1093;8;25.34;31.66
97557;1.04;72.74;1434;15;26.08;31.87
97558;0.44;74.79;1577;7;23.91;30.44
97559;0.83;63.30;1199;10;21.10;30.94
97560;0.50;78.45;1579;8;20.27;31.73
97561;0.49;71.08;1431;7;24.60;28.37
97562;0.78;76.45;1018;8;20.14;34.38
97563;0.43;80.80;1391;6;17.83;29.83
97564;0.29;82.80;1387;4;14.71;36.27
97565;0.36;79.24;1658;6;23.94;29.07
97566;0.57;77.45;1390;8;25.54;31.01
97567;0.48;76.01;1662;8;22.62;30.57
97568;0.87;78.91;1702;15;20.74;31.37
97569;0.66;80.63;1505;10;17.34;34.35
97570;0.32;80.64;1872;6;18.96;31.57
97571;0.83;74.32;1673;14;25.28;28.27
97572;0.39;84.38;1528;6;23.17;30.10
97573;0.41;81.29;1692;7;16.90;33.75
97574;1.11;81.15;1520;17;16.97;31.38
97575;0.83;78.05;1544;13;19.49;29.08
97576;0.35;83.70;1689;6;21.20;29.72
97577;0.62;74.70;1438;9;29.07;33.38
97578;0.79;75.05;1373;11;26.66;29.79
97579;0.73;77.89;1231;9;26.08;32.66
97580;2.07;63.36;1514;32;26.82;33.16
97581;0.33;86.32;1510;5;17.95;32.32
97582;0.62;76.14;1275;8;25.02;31.84
97583;0.23;80.64;852;2;15.73;25.82
97584;1.12;51.45;88;1;39.77;25.00
97585;0.00;23.34;141;0;31.21;27.66
97586;5.38;56.23;440;25;7.50;67.95
97587;0.97;64.13;1321;13;36.49;26.72
97588;0.88;64.24;1013;9;42.65;27.25
97589;1.14;62.29;1125;13;38.49;25.69
97590;0.72;71.31;1236;9;31.55;25.81
97591;0.41;69.82;1226;5;37.19;28.30
97592;0.64;73.02;1081;7;42.92;24.79
97593;0.71;69.59;836;6;32.66;27.99
97594;0.70;76.93;1427;10;34.41;30.62
97595;0.84;69.71;705;6;33.62;30.64
97596;0.88;69.11;1244;11;31.43;29.50
97597;0.84;71.44;950;8;35.47;30.42
97598;1.10;76.33;1614;18;33.83;27.88
97599;0.86;78.58;1611;14;29.67;28.68
97600;0.87;69.67;911;8;29.97;30.30
97601;0.42;73.51;1188;5;29.88;27.02
97602;0.66;72.13;1645;11;34.04;31.43
97603;0.46;72.34;1528;7;31.87;31.74
97604;0.48;71.12;1245;6;34.06;28.43
97605;0.48;73.83;1668;8;36.15;26.98
97606;0.74;71.11;1483;11;34.12;26.23
97607;1.77;70.12;777;14;38.10;27.16
97608;0.52;72.18;1151;6;34.67;28.32
97609;0.66;68.64;450;3;31.11;24.44
97610;1.08;74.01;1375;15;30.98;31.78
97611;0.86;68.16;1269;11;34.28;29.08
97612;1.83;67.97;1179;22;37.23;25.70
97613;1.39;67.39;925;13;37.95;27.89
97614;0.31;71.42;1273;4;30.48;32.60
97615;1.11;69.75;1252;14;43.53;22.76
97616;1.37;63.43;792;11;35.10;27.78
97617;2.02;69.75;1114;23;37.70;22.98
97618;0.54;70.37;1467;8;33.54;31.49
97619;1.10;78.08;902;10;32.59;25.06
97620;0.76;55.70;131;1;38.17;38.93
97621;2.83;38.27;103;3;44.66;27.18
97622;10.00;50.85;27;3;55.56;33.33
97623;1.50;64.12;919;14;21.55;34.82
97624;1.14;67.57;1300;15;36.00;27.77
97625;1.37;69.76;1222;17;37.56;25.12
97626;0.98;75.00;912;9;38.38;26.10
97627;1.10;69.45;1441;16;36.50;26.30
97628;0.74;71.61;801;6;36.33;30.71
97629;0.86;78.03;1609;14;26.97;30.64
97630;0.75;73.44;1463;11;27.96;26.73
97631;0.26;76.69;1552;4;27.19;26.16
97632;0.43;80.32;1634;7;25.58;28.70
97633;0.78;75.81;768;6;28.78;33.59
97634;1.59;74.37;928;15;28.23;33.08
97635;0.76;73.84;1182;9;18.78;36.72
97636;0.54;72.33;1295;7;34.29;32.66
97637;0.59;81.76;1511;9;17.80;36.93
97638;0.85;72.22;696;6;30.03;30.46
97639;0.56;79.81;1073;6;13.70;36.63
97640;1.00;68.36;494;5;48.38;22.47
97641;0.49;78.61;1024;5;14.84;33.40
97642;0.37;78.88;811;3;16.40;33.29
97643;0.83;79.63;1310;11;14.05;30.92
97644;0.66;73.29;605;4;31.40;28.76
97645;0.40;74.38;1255;5;26.22;36.89
97646;0.46;78.29;865;4;29.25;33.18
97647;0.25;80.44;1608;4;15.24;30.22
97648;0.12;84.62;835;1;20.36;28.02
97649;0.56;78.40;884;5;17.99;27.38
97650;1.56;68.49;1012;16;26.58;31.32
97651;0.91;65.25;655;6;36.18;29.01
97652;0.79;64.31;631;5;38.03;27.58
97653;0.70;67.94;566;4;35.87;27.74
97654;0.61;73.83;1298;8;27.89;27.73
97655;0.21;75.47;967;2;22.85;29.47
97656;0.64;78.30;1086;7;24.40;27.35
97657;0.00;70.75;975;0;25.74;29.85
97658;0.60;67.43;998;6;35.87;23.75
97659;1.46;69.55;1013;15;25.27;27.94
97660;0.70;70.07;1276;9;23.75;29.15
97661;1.14;79.02;432;5;16.90;34.49
97662;0.76;67.61;781;6;30.86;24.58
97663;1.41;64.00;489;7;40.70;20.25
97664;2.09;56.31;795;17;40.25;23.77
97665;1.43;66.63;551;8;37.93;26.32
97666;1.27;56.19;466;6;33.69;27.25
97667;1.68;68.26;759;13;31.62;28.06
97668;1.14;68.00;956;11;29.92;30.33
97669;0.58;67.23;1034;6;37.14;30.37
97670;1.31;66.49;605;8;31.74;33.72
97671;0.34;75.19;867;3;26.53;32.53
97672;0.86;67.44;692;6;35.98;29.34
97673;1.38;72.52;1072;15;28.08;30.13
97674;1.35;61.58;952;13;31.51;27.84
97675;1.25;58.35;1028;13;32.59;27.14
97676;1.06;60.72;1124;12;31.85;29.72
97677;0.85;67.45;1514;13;28.86;31.24
97678;1.55;68.18;1274;20;32.73;31.24
97679;1.29;61.66;1148;15;34.58;27.87
97680;1.42;56.33;1109;16;37.42;23.99
97681;1.15;59.30;857;10;26.72;27.30
97682;1.44;58.73;686;10;33.24;25.80
97683;0.92;67.67;1180;11;33.22;28.73
97684;0.83;66.88;1554;13;26.32;28.51
97685;0.96;69.74;1034;10;35.98;33.37
97686;1.84;62.05;905;17;34.92;29.06
97687;0.65;60.93;770;5;35.19;27.79
97688;2.89;58.27;975;29;35.79;28.41
97689;0.92;63.01;1080;10;33.80;27.04
97690;1.36;58.16;1012;14;34.49;22.33
97691;0.94;58.49;839;8;36.71;27.89
97692;0.92;67.33;970;9;34.02;29.48
97693;1.23;71.05;1525;19;24.92;26.10
97694;1.56;62.81;1009;16;27.85;30.92
97695;0.71;74.83;1806;13;21.21;21.43
97696;0.93;64.58;1499;14;33.16;25.82
97697;2.14;63.82;1098;24;29.51;27.87
97698;0.19;67.36;1073;2;30.94;28.05
97699;0.68;64.73;1305;9;27.51;27.89
97700;0.46;76.39;1736;8;19.93;25.98
97701;1.29;67.39;1226;16;31.24;27.49
97702;0.71;64.39;1257;9;31.58;30.31
97703;0.79;57.60;1132;9;36.75;27.03
97704;1.17;61.56;1013;12;33.17;28.04
97705;1.64;56.82;902;15;33.15;26.94
97706;0.48;60.67;1041;5;29.97;32.56
97707;1.41;64.09;1469;21;22.80;27.91
97708;1.23;58.26;965;12;36.37;24.87
97709;1.15;60.17;1208;14;30.79;28.23
97710;0.69;72.28;1150;8;33.91;31.22
97711;0.60;68.76;1490;9;28.32;28.79
97712;1.81;53.41;1084;20;34.13;22.88
97713;2.16;55.44;1271;28;35.56;26.12
97714;1.10;63.37;1172;13;26.71;31.14
97715;0.63;65.58;941;6;30.07;30.07
97716;1.21;66.87;1304;16;32.13;29.29
97717;0.37;68.56;1362;5;27.75;31.72
97718;0.90;64.85;883;8;34.20;29.56
97719;0.98;68.69;1008;10;29.07;33.43
97720;0.84;64.50;1178;10;32.51;26.74
97721;2.17;62.01;677;15;31.76;26.29
97722;1.14;63.06;692;8;32.23;25.29
97723;1.38;67.78;1425;20;31.86;28.63
97724;0.67;67.56;1473;10;31.16;27.70
97725;1.43;67.66;1101;16;22.71;33.51
97726;0.39;64.15;1269;5;30.02;27.74
97727;1.14;63.46;1128;13;28.63;25.44
97728;0.61;63.95;1148;7;29.18;26.83
97729;1.03;62.97;1151;12;32.93;28.84
97730;0.82;68.91;963;8;30.01;33.33
97731;0.39;69.52;1263;5;32.07;30.17
97732;1.14;62.26;783;9;28.99;28.22
97733;0.59;64.81;846;5;34.63;27.54
97734;0.34;59.69;887;3;29.43;33.48
97735;1.12;66.17;882;10;36.28;27.89
97736;1.57;67.62;1067;17;34.30;26.24
97737;1.67;59.41;59;1;57.63;30.51
97738;11.11;81.82;16;2;68.75;18.75
97739;5.17;44.62;55;3;58.18;30.91
97740;1.80;45.87;109;2;39.45;33.94
97741;2.41;75.45;81;2;38.27;30.86
97742;2.86;24.48;102;3;47.06;26.47
97743;0.00;85.92;61;0;24.59;27.87
97744;0.00;48.00;36;0;52.78;27.78
97745;0.76;67.89;1171;9;27.33;30.91
97746;0.72;79.39;1644;12;26.40;32.06
97747;0.70;75.70;1568;11;27.10;29.15
97748;0.75;77.10;1711;13;20.98;36.65
97749;0.78;70.21;1534;12;29.20;30.96
97750;2.00;72.19;1127;23;31.59;30.88
97751;0.99;72.95;1196;12;33.61;26.34
97752;1.52;69.65;972;15;33.02;32.30
97753;1.01;71.49;978;10;28.43;28.53
97754;0.22;73.03;889;2;31.05;33.18
97755;1.46;74.17;948;14;27.95;29.96
97756;1.03;76.03;1723;18;20.89;27.28
97757;0.81;70.82;739;6;36.67;28.82
97758;0.19;65.90;1026;2;33.82;30.80
97759;0.63;68.97;1566;10;28.93;31.10
97760;0.85;71.42;1754;15;27.19;26.62
97761;0.77;71.26;1297;10;31.15;32.54
97762;0.78;65.95;636;5;32.55;29.40
97763;0.79;70.16;1010;8;30.89;30.79
97764;1.24;68.54;639;8;29.73;25.51
97765;0.61;72.90;818;5;28.85;33.99
97766;0.41;71.66;1214;5;32.62;31.47
97767;0.45;72.26;887;4;24.58;33.48
97768;1.84;70.88;693;13;30.45;34.05
97769;0.60;58.75;834;5;38.37;25.90
97770;NA;NA;NA;NA;NA;NA
97771;0.00;93.10;27;0;37.04;33.33
97772;0.00;81.82;36;0;16.67;47.22
97773;1.92;92.86;51;1;29.41;17.65
97774;0.00;82.19;60;0;15.00;28.33
97775;2.08;84.96;94;2;42.55;20.21
97776;5.41;97.37;35;2;2.86;45.71
97777;1.28;87.15;154;2;42.21;16.88
97778;0.25;87.35;806;2;33.13;19.48
97779;0.00;93.01;346;0;56.94;20.23
97780;0.69;88.37;1441;10;33.24;26.30
97781;0.49;88.30;1419;7;36.15;25.37
97782;0.78;82.58;127;1;39.37;17.32
97783;0.00;100.00;29;0;24.14;37.93
97784;1.13;92.85;1220;14;16.39;33.11
97785;0.60;93.88;1158;7;20.12;31.26
97786;0.80;88.81;992;8;20.97;33.77
97787;0.65;89.25;1064;7;24.06;28.85
97788;0.42;93.80;1415;6;41.63;21.13
97789;1.10;95.02;1528;17;33.31;21.60
97790;1.00;87.72;99;1;33.33;26.26
97791;0.00;95.83;46;0;54.35;17.39
97792;1.10;92.86;90;1;62.22;17.78
97793;5.63;98.61;67;4;28.36;23.88
97794;0.00;92.86;39;0;46.15;15.38
97795;5.56;82.76;68;4;41.18;4.41
97796;0.00;90.16;174;0;23.56;32.76
97797;0.00;93.33;42;0;19.05;40.48
97798;1.32;88.37;75;1;24.00;24.00
97799;1.05;88.54;283;3;14.84;26.86
97800;0.70;85.03;141;1;11.35;34.04
97801;0.92;85.16;216;2;14.35;27.78
97802;0.66;86.86;151;1;19.87;28.48
97803;2.20;90.10;89;2;12.36;10.11
97804;0.00;93.87;153;0;11.11;33.99
97805;0.00;94.61;158;0;15.82;32.28
97806;0.00;96.67;29;0;13.79;44.83
97807;0.43;92.84;930;4;17.96;26.13
97808;1.46;91.93;202;3;25.25;26.73
97809;0.64;88.53;2162;14;18.22;18.59
97810;1.02;85.46;483;5;17.39;12.84
97811;0.00;82.24;88;0;30.68;29.55
97812;2.94;94.44;99;3;21.21;19.19
97813;2.86;89.74;34;1;14.71;11.76
97814;0.23;87.40;443;1;20.54;19.86
97815;0.73;80.46;2738;20;46.86;20.34
97816;0.34;86.74;887;3;37.54;26.04
97817;0.35;85.98;862;3;26.91;30.86
97818;2.74;91.57;391;11;58.31;12.53
97819;0.58;91.94;170;1;31.18;25.88
97820;0.78;91.69;383;3;31.59;21.41
97821;0.67;86.26;892;6;30.38;28.14
97822;1.40;91.08;141;2;31.91;31.91
97823;0.88;89.02;225;2;20.00;28.00
97824;1.30;93.71;456;6;33.55;27.85
97825;4.35;82.14;22;1;18.18;36.36
97826;3.85;82.54;50;2;28.00;20.00
97827;0.00;100.00;143;0;27.97;18.18
97828;1.34;83.24;441;6;26.08;31.52
97829;0.97;89.47;614;6;24.10;30.13
97830;0.00;89.40;329;0;20.06;25.84
97831;0.54;87.32;185;1;26.49;25.41
97832;0.69;92.33;287;2;16.72;27.87
97833;0.00;100.00;188;0;17.55;37.77
97834;0.36;88.00;1118;4;16.01;27.01
97835;1.67;83.33;59;1;3.39;37.29
97836;0.00;82.14;23;0;26.09;17.39
97837;0.00;78.38;58;0;15.52;29.31
97838;2.86;92.11;34;1;29.41;29.41
97839;0.49;84.55;1617;8;21.46;14.84
97840;0.19;83.94;1601;3;20.80;15.12
97841;0.80;84.76;1606;13;23.23;14.57
97842;0.30;85.37;1641;5;24.68;13.95
97843;1.12;88.46;705;8;20.57;14.04
97844;0.56;88.86;714;4;22.83;13.87
97845;1.12;90.79;1063;12;17.87;17.22
97846;1.44;90.36;822;12;23.60;13.75
97847;2.01;89.26;342;7;32.75;24.85
97848;0.75;90.82;265;2;17.36;21.51
97849;1.89;88.33;52;1;13.46;38.46
97850;1.68;88.69;293;5;61.43;21.50
97851;1.18;89.64;419;5;63.72;16.71
97852;0.52;85.01;1331;7;74.61;9.62
97853;1.11;90.65;1428;16;81.58;8.26
97854;1.16;90.53;85;1;70.59;14.12
97855;1.11;83.24;447;5;49.44;21.70
97856;0.40;90.22;248;1;50.81;15.73
97857;1.69;81.99;291;5;55.33;13.06
97858;0.65;89.08;154;1;9.74;35.06
97859;0.00;96.72;59;0;71.19;6.78
97860;0.00;93.22;55;0;40.00;16.36
97861;2.70;70.48;72;2;34.72;29.17
97862;0.00;91.49;43;0;23.26;20.93
97863;0.88;90.48;113;1;27.43;9.73
97864;0.00;100.00;17;0;41.18;11.76
97865;0.50;93.49;200;1;34.50;13.50
97866;2.50;76.92;39;1;10.26;51.28
97867;1.64;91.04;120;2;26.67;35.00
97868;3.33;96.77;116;4;57.76;8.62
97869;0.00;91.96;206;0;27.18;28.16
97870;0.75;91.46;1063;8;17.31;32.36
97871;4.63;92.31;103;5;21.36;28.16
97872;0.00;82.69;43;0;11.63;37.21
97873;0.00;93.64;103;0;7.77;31.07
97874;6.38;77.05;44;3;40.91;25.00
97875;0.00;76.47;26;0;3.85;50.00
97876;1.27;74.53;78;1;24.36;30.77
97877;4.00;90.91;48;2;27.08;25.00
97878;1.11;86.00;1519;17;15.73;19.09
97879;0.46;84.73;1524;7;16.21;17.65
97880;0.61;87.17;1620;10;14.01;19.44
97881;1.41;86.74;1122;16;16.84;13.37
97882;0.00;88.95;1465;0;29.90;34.40
97883;0.11;83.33;899;1;23.58;30.03
97884;0.38;89.40;1831;7;15.78;25.40
97885;0.00;86.27;308;0;15.26;28.25
97886;0.42;90.84;237;1;23.63;21.10
97887;0.49;87.29;1217;6;32.29;32.05
97888;0.51;87.51;969;5;34.06;28.90
97889;0.21;87.48;948;2;36.71;31.22
97890;0.24;84.86;1253;3;30.09;28.01
97891;0.16;83.88;1236;2;33.90;26.94
97892;0.41;84.03;1216;5;34.29;30.02
97893;1.66;90.54;772;13;42.75;26.55
97894;0.48;87.39;1035;5;31.79;23.29
97895;0.93;89.10;1280;12;34.92;28.36
97896;1.06;98.81;2061;22;31.20;25.38
97897;0.05;86.68;1854;1;38.30;22.44
97898;0.00;86.30;1209;0;32.84;25.89
97899;4.35;95.83;22;1;9.09;40.91
97900;0.51;84.60;2148;11;23.70;17.32
97901;0.48;81.98;2074;10;28.45;14.71
97902;0.08;90.21;1225;1;22.78;13.31
97903;0.79;88.37;1387;11;25.59;14.20
97904;0.62;92.69;479;3;24.43;13.57
97905;0.00;93.89;123;0;30.89;8.13
97906;0.00;72.64;77;0;36.36;18.18
97907;0.00;83.33;20;0;25.00;30.00
97908;0.00;79.22;61;0;44.26;16.39
97909;0.42;84.27;715;3;16.50;26.43
97910;2.39;98.12;204;5;37.75;38.73
97911;1.92;91.23;51;1;47.06;25.49
97912;0.00;90.14;64;0;18.75;48.44
97913;0.00;88.39;312;0;25.00;28.85
97914;0.00;87.80;36;0;86.11;5.56
97915;0.00;86.67;39;0;28.21;30.77
97916;0.00;89.90;89;0;23.60;29.21
97917;8.33;92.31;22;2;40.91;13.64
97918;0.99;91.86;201;2;13.93;24.38
97919;5.00;86.96;76;4;15.79;38.16
97920;0.38;89.38;260;1;10.00;23.46
97921;0.95;87.50;208;2;19.23;23.08
97922;0.63;91.86;157;1;24.84;19.11
97923;0.65;79.59;612;4;36.93;25.98
97924;1.78;85.88;221;4;60.18;16.29
97925;2.25;83.18;87;2;31.03;31.03
97926;2.03;87.57;145;3;60.00;17.24
97927;1.07;80.10;1481;16;42.88;24.65
97928;0.78;91.00;2529;20;75.33;11.59
97929;0.99;86.78;299;3;67.22;11.04
97930;1.33;89.51;817;11;61.69;13.83
97931;0.54;90.88;1487;8;66.58;12.31
97932;1.29;90.65;536;7;69.96;11.19
97933;1.28;90.04;616;8;68.51;14.61
97934;0.52;86.41;386;2;61.14;18.39
97935;0.36;81.82;278;1;45.32;20.86
97936;0.13;85.20;776;1;43.56;22.81
97937;0.98;77.47;303;3;24.09;21.12
97938;1.37;84.39;144;2;41.67;29.17
97939;0.85;83.69;117;1;53.85;17.95
97940;0.50;87.77;200;1;48.00;18.00
97941;0.80;89.93;124;1;58.87;22.58
97942;0.33;84.59;602;2;50.00;20.93
97943;0.70;94.22;1847;13;89.01;3.52
97944;0.00;92.97;793;0;78.94;7.57
