nrk;teryt;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw
96537;143701;Liceum Ogólnokształcące|Bieżuń|ul. Warszawska 4 |09-320 Bieżuń;1545;647;647;21;626;41.88;3.25
96538;143701;Zespół Placówek Oświatowych|Bieżuń|ul. Gołębiowskiego 1 |09-320 Bieżuń;1641;654;654;17;637;39.85;2.60
96539;143701;Samorządowa Szkoła Podstawowa|Sławęcin| 63 |09-320 Bieżuń;1013;404;404;23;381;39.88;5.69
96540;143702;Zespół Placówek Oświatowych w Kuczborku-Osadzie|Kuczbork-Osada|ul. Adama Mickiewicza 6 |09-310 Kuczbork-Osada;1032;430;430;16;414;41.67;3.72
96541;143702;Zespół Placówek Oświatowych w Zielonej|Zielona|ul. Szkolna 2 |09-310 Kuczbork-Osada;1401;531;531;17;514;37.90;3.20
96542;143702;Szkoła Podstawowa w Sarnowie z siedzibą w Nowej Wsi|Nowa Wieś| 55 |09-310 Kuczbork-Osada;963;297;297;28;269;30.84;9.43
96543;143702;Szkoła Podstawowa w Gościszce|Gościszka| 82 |09-310 Kuczbork-Osada;567;204;204;12;192;35.98;5.88
96544;143703;Zespół Szkół w Lubowidzu|Lubowidz|ul. Jana Pawła II 46A |09-304 Lubowidz;1538;693;693;35;658;45.06;5.05
96545;143703;Zespół Szkół w Lubowidzu|Lubowidz|ul. Jana Pawła II 46A |09-304 Lubowidz;825;274;274;20;254;33.21;7.30
96546;143703;Zespół Szkół w Zieluniu|Zieluń-Osada|ul. Szkolna 7 |09-304 Zieluń;1415;508;508;31;477;35.90;6.10
96547;143703;Zespół Szkół w Syberii|Syberia| 49 |09-303 Syberia;1902;674;674;33;641;35.44;4.90
96548;143703;Dom Pomocy Społecznej w Bądzynie|Bądzyn| 75 |09-304 Bądzyn;56;27;27;8;19;48.21;29.63
96549;143704;Samorządowa Szkoła Podstawowa w Lutocinie|Lutocin|ul. Szkolna 14 |09-317 Lutocin;1298;560;560;21;539;43.14;3.75
96550;143704;Samorządowa Szkoła Podstawowa w Przeradzu Małym z/s Przeradz Nowy|Przeradz Nowy| 9 |09-317 Lutocin;786;256;256;10;246;32.57;3.91
96551;143704;Samorządowa Szkoła Podstawowa w Lutocinie Filia Chrapoń|Chrapoń| 11 |09-317 Lutocin;862;305;305;15;290;35.38;4.92
96552;143704;Samorządowa Szkoła Podstawowa w Swojęcinie Filia Jonne|Jonne| 57A |09-317 Lutocin;664;249;249;12;237;37.50;4.82
96553;143705;Szkoła Podstawowa|Łaszewo| 36 |09-135 Siemiątkowo;1036;309;309;33;276;29.83;10.68
96554;143705;Zespół Szkół w Siemiątkowie|Siemiątkowo|ul. Warszawska 3B |09-135 Siemiątkowo;1111;439;440;22;417;39.51;5.01
96555;143705;Świetlica Wiejska|Nowa Wieś| 16 |09-135 Siemiątkowo;741;263;263;10;253;35.49;3.80
96556;143706;Liceum Ogólnokształcące w Żurominie|Żuromin|ul. Wyzwolenia 61 |09-300 Żuromin;2459;1254;1254;31;1223;51.00;2.47
96557;143706;Zespół Szkół Ponadgimnazjalnych w Żurominie|Żuromin|ul. Lidzbarska 27 |09-300 Żuromin;1608;626;626;18;608;38.93;2.88
96558;143706;Zespół Szkół Nr 1 w Żurominie|Żuromin|ul. Wyzwolenia 12 |09-300 Żuromin;1572;688;688;18;670;43.77;2.62
96559;143706;Zespół Szkół Nr 2 w Żurominie|Żuromin|ul. Wiatraczna 16 |09-300 Żuromin;1676;919;919;20;899;54.83;2.18
96560;143706;Dom Ludowy w Olszewie|Olszewo|ul. Żuromińska 58 |09-300 Żuromin;1133;389;389;10;379;34.33;2.57
96561;143706;Samorządowa Szkoła Podstawowa w Poniatowie|Poniatowo|ul. Szkolna 4 |09-300 Żuromin;861;374;374;9;365;43.44;2.41
96562;143706;Samorządowa Szkoła Podstawowa w Raczynach|Raczyny|ul. Kopernika 54 |09-300 Żuromin;1011;368;368;15;353;36.40;4.08
96563;143706;Samorządowa Szkoła Podstawowa w Chamsku|Chamsk|ul. Szkolna 19 |09-300 Żuromin;818;403;403;26;377;49.27;6.45
96564;143706;Zespół Szkół Nr 1 w Żurominie|Żuromin|ul. Wyzwolenia 12 |09-300 Żuromin;672;263;263;12;251;39.14;4.56
96565;143706;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej w Żurominie|Żuromin|ul. Szpitalna 56 |09-300 Żuromin;99;31;31;0;31;31.31;0.00
96566;143801;Osiedlowy Dom Kultury|Żyrardów|ul. Ks. Ottona Wittenberga 5 |96-300 Żyrardów;1656;1003;1003;21;982;60.57;2.09
96567;143801;Miejskie Przedszkole nr 6 im. Krasnala Hałabały|Żyrardów|ul. Szarych Szeregów 5 |96-300 Żyrardów;1586;830;830;25;805;52.33;3.01
96568;143801;Hala Sportowa|Żyrardów|ul. Fryderyka Chopina 1 |96-300 Żyrardów;1267;641;641;13;628;50.59;2.03
96569;143801;Zespół Szkół Publicznych nr 7|Żyrardów|ul. Franklina Roosevelta 2 |96-300 Żyrardów;1113;633;633;13;620;56.87;2.05
96570;143801;Zespół Szkół Nr 2|Żyrardów|ul. Legionów Polskich 54/56 |96-300 Żyrardów;1309;784;784;21;763;59.89;2.68
96571;143801;Zespół Szkół Publicznych nr 4|Żyrardów|ul. Radziwiłłowska 16 |96-300 Żyrardów;1148;574;574;18;556;50.00;3.14
96572;143801;Miejski Ogród Jordanowski|Żyrardów|ul. Władysława Reymonta 13 |96-300 Żyrardów;1887;1117;1117;10;1107;59.19;0.90
96573;143801;Miejskie Przedszkole nr 9|Żyrardów|Plac Jana Pawła II nr 6 |96-300 Żyrardów;1772;838;838;18;820;47.29;2.15
96574;143801;Zespół Szkół Publicznych Nr 2|Żyrardów|ul. Gabriela Narutowicza 35 |96-300 Żyrardów;1708;677;677;23;654;39.64;3.40
96575;143801;Zespół Szkół Społecznych STO|Żyrardów|ul. Armii Krajowej 3 |96-300 Żyrardów;1540;543;543;22;521;35.26;4.05
96576;143801;Miejskie Przedszkole Nr 5|Żyrardów|ul. Leszno 19 |96-300 Żyrardów;2008;1060;1060;11;1049;52.79;1.04
96577;143801;Miejskie Przedszkole Nr 2|Żyrardów|ul. Parkingowa 32 |96-300 Żyrardów;1618;936;936;20;916;57.85;2.14
96578;143801;Miejskie Przedszkole Nr 8|Żyrardów|ul. Marii Nietrzebki 6 |96-300 Żyrardów;1393;788;788;12;776;56.57;1.52
96579;143801;Klub Osiedlowy Koliber|Żyrardów|ul. Filipa de Girarda 12 |96-300 Żyrardów;1679;1011;1011;16;995;60.21;1.58
96580;143801;Liceum Ogólnokształcące im. Stefana Żeromskiego|Żyrardów|ul. Janiny Jadwigi Kacperskiej 6A |96-300 Żyrardów;1510;928;928;26;902;61.46;2.80
96581;143801;"Aqua Żyrardów"|Żyrardów|ul. Stefana Jodłowskiego 25/27 |96-300 Żyrardów;1204;706;706;9;697;58.64;1.27
96582;143801;Zespół Szkół Publicznych Nr 6|Żyrardów|ul. Józefa Mireckiego 56 |96-300 Żyrardów;1328;523;523;25;498;39.38;4.78
96583;143801;Specjalny Ośrodek Szkolno Wychowawczy|Żyrardów|ul. Środkowa 36 |96-300 Żyrardów;1632;917;917;24;893;56.19;2.62
96584;143801;Młodzieżowy Dom Kultury|Żyrardów|ul. Stanisława Moniuszki 15 |96-300 Żyrardów;1431;744;744;24;720;51.99;3.23
96585;143801;Zespół Szkół Nr 1|Żyrardów|ul. Bohaterów Warszawy 4 |96-300 Żyrardów;1209;771;771;7;764;63.77;0.91
96586;143801;Ruukki Polska|Żyrardów|ul. Jaktorowska 13 |96-300 Żyrardów;1207;680;680;6;674;56.34;0.88
96587;143801;Centrum Zdrowia Mazowsza Zachodniego Sp. z o.o.|Żyrardów|ul. Bolesława Limanowskiego 30 |96-300 Żyrardów;180;39;39;1;38;21.67;2.56
96588;143801;Dom Pomocy Społecznej|Żyrardów|ul. Gen. Stanisława Sosabowskiego 23 |96-300 Zyrardów;77;36;36;1;35;46.75;2.78
96589;143801;Dom Pomocy Społecznej|Żyrardów|ul. Bolesława Limanowskiego 32b |96-300 Żyrardów;58;30;30;6;24;51.72;20.00
96590;143802;Urząd Miejski|Mszczonów|ul. Plac Piłsudskiego 1 |96-320 Mszczonów;577;333;333;19;314;57.71;5.71
96591;143802;Liceum Ogólnokształcące|Mszczonów|ul. Maklakiewicza 18 |96-320 Mszczonów;548;319;319;2;317;58.21;0.63
96592;143802;Gminne Centrum Informacji|Mszczonów|ul. Żyrardowska 4 |96-320 ;768;409;409;13;396;53.26;3.18
96593;143802;Spółdzielnia Mieszkaniowa|Mszczonów|ul. Dworcowa 1 |96-320 Mszczonów;976;487;487;25;462;49.90;5.13
96594;143802;Mszczonowski Ośrodek Kultury|Mszczonów|ul. Warszawska 33 |96-320 Mszczonów;1160;655;655;9;646;56.47;1.37
96595;143802;Miejskie Przedszkole|Mszczonów|ul. Tarczyńska 28 |96-320 Mszczonów;448;241;241;7;234;53.79;2.90
96596;143802;Szkoła Podstawowa|Mszczonów|ul. Warszawska 27 |96-320 Mszczonów;612;342;342;9;333;55.88;2.63
96597;143802;Izba Pamięci Rodziny Maklakiewiczów|Mszczonów|ul. Kościuszki 1 |96-320 Mszczonów;726;291;291;10;281;40.08;3.44
96598;143802;Szkoła Podstawowa|Piekary|ul. Piekarska 47 |96-323 Osuchów;694;295;295;14;281;42.51;4.75
96599;143802;Zespół Szkół Publicznych|Osuchów|ul. Szkolna 1 |96-323 Osuchów;583;221;221;4;217;37.91;1.81
96600;143802;Szkoła Podstawowa|Bobrowce|ul. Mszczonowska 5 |96-323 Osuchów;610;258;258;6;252;42.30;2.33
96601;143802;Zespół Szkół|Mszczonów|ul. Ługowa 13 |96-320 Mszczonów;678;316;316;19;297;46.61;6.01
96602;143802;Szkoła Podstawowa|Lutkówka|ul. Szkolna 1 |96-323 Osuchów;712;278;278;14;264;39.04;5.04
96603;143803;Budynek Gminny,tzw."dom kultury"|Puszcza Mariańska|ul. Króla Jana Sobieskiego 1 |96-330 Puszcza Mariańska;1567;783;783;17;766;49.97;2.17
96604;143803;Szkoła Podstawowa|Michałów| 39 |96-330 Puszcza Mariańska;845;317;317;10;307;37.51;3.15
96605;143803;Filia Szkoły Podstawowej w Puszczy Mariańskiej|Stary Łajszczew| 49A |96-330 Puszcza Mariańska;382;137;137;6;131;35.86;4.38
96606;143803;Niepubliczne Przedszkole Językowo-Artystyczne "Leśne Skrzaty"|Kamion| 85 |96-330 Puszcza Mariańska;328;134;134;6;128;40.85;4.48
96607;143803;Filia Szkoły Podstawowej w Puszczy Mariańskiej|Korabiewice| 50A |96-330 Puszcza Mariańska;473;205;205;9;196;43.34;4.39
96608;143803;Szkoła Podstawowa|Waleriany| 24 |96-330 Puszcza Mariańska;939;463;463;16;447;49.31;3.46
96609;143803;Zespół Szkolno-Gimnazjalny|Bartniki|ul. Miodowa 47 |96-332 Radziwiłłów;1457;758;758;39;719;52.02;5.15
96610;143803;Zespół Szkolno-Gimnazjalny|Bartniki|ul.Miodowa 47 |96-332 Radziwiłłów;776;415;415;14;401;53.48;3.37
96611;143803;Zakład Pielęgnacyjno - Opiekuńczy w Wycześniaku|Wycześniak| 22 |96-330 Puszcza Mariańska;113;16;16;3;13;14.16;18.75
96612;143804;Gimnazjum|Radziejowice|ul. Kubickiego 3A |96-325 Radziejowice;1203;653;653;11;642;54.28;1.68
96613;143804;Gimnazjum|Radziejowice|ul. Kubickiego 3A |96-325 Radziejowice;864;513;513;10;503;59.38;1.95
96614;143804;Szkoła Podstawowa|Korytów A|ul. Szkolna 3 |96-300 Żyrardów;903;479;479;17;462;53.05;3.55
96615;143804;Hala Sportowa|Korytów A|ul. Szkolna 3 |96-300 Żyrardów;638;310;310;8;302;48.59;2.58
96616;143804;Szkoła Podstawowa|Kuklówka Radziejowicka|ul. Szkolna 30 |96-325 Radziejowice;699;394;394;9;385;56.37;2.28
96617;143804;Dom Pomocy Społecznej|Tartak Brzózki|ul. Mszczonowska 1 |96-325 Radziejowice;56;19;19;3;16;33.93;15.79
96618;143805;Świetlica Wiejska w Starych Kozłowicach|Stare Kozłowice| 145 |96-315 Wiskitki;429;250;250;10;240;58.28;4.00
96619;143805;Ochotnicza Straż Pożarna|Nowe Kozłowice| 17 |96-315 Wiskitki;483;259;259;7;252;53.62;2.70
96620;143805;Ochotnicza Straż Pożarna|Jesionka|ul. Aleja Partyzantów 22 |96-315 Wiskitki;1005;459;459;18;441;45.67;3.92
96621;143805;Szkoła Podstawowa|Franciszków|ul. Dębowa 49 |96-315 Wiskitki;910;352;353;26;326;38.68;7.39
96622;143805;Szkoła Podstawowa|Guzów-Osada|ul. Rodu Łubieńskich 2 |96-317 Wiskitki;1409;648;648;16;632;45.99;2.47
96623;143805;Szkoła Podstawowa|Miedniewice| 86 |96-315 Wiskitki;1175;501;501;14;487;42.64;2.79
96624;143805;VITA-MED Sp. z. o. o.|Oryszew-Osada| 15 |96-317 Wiskitki;476;176;176;11;165;36.97;6.25
96625;143805;Szkoła Podstawowa|Wiskitki|Plac Wolności 34 |96-315 Wiskitki;836;401;401;8;393;47.97;2.00
96626;143805;Urząd Gminy|Wiskitki|ul. Kościuszki 1 |96-315 Wiskitki;1136;550;550;21;529;48.42;3.82
96627;146101;I Liceum Ogólnokształcące|Ostrołęka|ul. Romualda Traugutta 1 |07-410 Ostrołęka;2185;1082;1082;18;1064;49.52;1.66
96628;146101;Urząd Miasta Ostrołęki|Ostrołęka|Plac Gen. J. Bema 1 |07-410 Ostrołęka;1072;589;589;6;583;54.94;1.02
96629;146101;Przedszkole Miejskie Nr 10|Ostrołęka|ul. Mazowiecka 7 |07-410 Ostrołęka;1904;1048;1048;12;1036;55.04;1.15
96630;146101;Szkoła Podstawowa Nr 6|Ostrołęka|ul. Henryka Sienkiewicza 15 |07-410 Ostrołęka;1939;1025;1025;18;1007;52.86;1.76
96631;146101;Gimnazjum Nr 2|Ostrołęka|ul. Stefana Jaracza 5 |07-410 Ostrołęka;1781;854;854;17;837;47.95;1.99
96632;146101;Szkoła Podstawowa Nr 5|Ostrołęka|ul. Romualda Traugutta 2 |07-410 Ostrołęka;1898;781;781;16;765;41.15;2.05
96633;146101;Szkoła Podstawowa Nr 2|Ostrołęka|ul. Papiernicza 1 |07-410 Ostrołęka;1794;838;838;17;821;46.71;2.03
96634;146101;Ostrołęcka Spółdzielnia Mieszkaniowa|Ostrołęka|ul. Gen. Józefa Hallera 13 |07-410 Ostrołęka;1774;851;851;21;830;47.97;2.47
96635;146101;Przedszkole Miejskie Nr 13|Ostrołęka|ul. Dzieci Polskich 5 |07-410 Ostrołęka;1195;680;680;17;663;56.90;2.50
96636;146101;Przedszkole Miejskie Nr 5|Ostrołęka|ul. Piękna 12 |07-410 Ostrołęka;1649;689;689;34;655;41.78;4.93
96637;146101;Przedszkole Miejskie Nr 7|Ostrołęka|ul. dr. Józefa Psarskiego 24 |07-410 Ostrołęka;1480;703;703;17;686;47.50;2.42
96638;146101;Gimnazjum Nr 1|Ostrołęka|ul. Gen. Józefa Hallera 12 |07-410 Ostrołęka;753;315;315;13;302;41.83;4.13
96639;146101;Zespół Szkół Zawodowych Nr 1|Ostrołęka|ul. 11 Listopada 20 |07-410 Ostrołęka;1662;904;904;9;895;54.39;1.00
96640;146101;Szkoła Podstawowa Nr 1|Ostrołęka|ul. Gen. Armii Aleksandra Gorbatowa 4 6|07-410 Ostrołęka;1881;1000;1000;17;983;53.16;1.70
96641;146101;Przedszkole Miejskie Nr 16|Ostrołęka|ul. Powstańców 4 |07-410 Ostrołęka;1957;1052;1052;18;1034;53.76;1.71
96642;146101;Placówka Pieczy Zastępczej "Korczakówka"|Ostrołęka|ul. Poznańska 34 36|07-410 Ostrołęka;2002;1221;1221;18;1203;60.99;1.47
96643;146101;Przedszkole Miejskie Nr 1|Ostrołęka|ul. Rtm. Witolda Pileckiego 11A |07-410 Ostrołęka;1979;1067;1067;18;1049;53.92;1.69
96644;146101;Zespół Szkół Nr 5|Ostrołęka|ul. Gen. Zygmunta Berlinga 5 |07-410 Ostrołęka;1899;1088;1088;14;1074;57.29;1.29
96645;146101;Szkoła Podstawowa Nr 10|Ostrołęka|ul. Gen. Zygmunta Berlinga 16 |07-410 Ostrołęka;2174;1274;1274;16;1258;58.60;1.26
96646;146101;Klub Oczko OCK|Ostrołęka|ul. Gen. Władysława Sikorskiego 6 |07-410 Ostrołęka;2041;1023;1023;14;1009;50.12;1.37
96647;146101;Placówka Wsparcia Dziennego|Ostrołęka|Plac Dworcowy 4 |07-410 Ostrołęka;1901;1010;1010;21;989;53.13;2.08
96648;146101;Zespół Szkół Nr 3|Ostrołęka|ul. Ignacego Jerzego Skowrońskiego 8 |07-410 Ostrołęka;1357;733;733;4;729;54.02;0.55
96649;146101;Budynek Administracyjno-biurowy|Ostrołęka|ul. Gen. Armii Aleksandra Gorbatowa 15 |07-410 Ostrołęka;1243;740;740;8;732;59.53;1.08
96650;146101;Budynek socjalno - gospodarczy|Ostrołęka|ul. Sosnowa 5 |07-410 Ostrołęka;646;375;375;13;362;58.05;3.47
96651;146101;Budynek Hotelu dla Pielęgniarek|Ostrołęka|Al. Jana Pawła II 120 |07-410 Ostrołęka;1098;592;592;6;586;53.92;1.01
96652;146101;Dom Pomocy Społecznej|Ostrołęka|ul. Rolna 27 |07-410 Ostrołęka;185;116;116;14;102;62.70;12.07
96653;146101;Dom Pomocy Społecznej PCK|Ostrołęka|ul. I Armii Wojska Polskiego 32 |07-410 Ostrołęka;19;18;18;3;15;94.74;16.67
96654;146101;Mazowiecki Szpital Specjalistyczny w Ostrołęce im. dr. J. Psarskiego|Ostrołęka|Aleja Jana Pawła II 120A |07-410 Ostrołęka;225;87;87;7;80;38.67;8.05
96655;146101;Mazowiecki Szpital Specjalistyczny w Ostrołęce im. dr. J. Psarskiego|Ostrołęka|ul. Henryka Sienkiewicza 56 |07-410 Ostrołęka;34;4;4;0;4;11.76;0.00
96656;146201;Izba Wytrzeźwień|Płock|ul. Medyczna 1 |09-400 Płock;1247;752;752;17;735;60.30;2.26
96657;146201;Miejskie Przedszkole Nr 19|Płock|ul. Słowackiego 27 |09-400 Płock;863;385;385;11;374;44.61;2.86
96658;146201;Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego|Płock|ul. Jasna 8 |09-400 Płock;1317;651;651;10;641;49.43;1.54
96659;146201;Zespół Szkół Budowlanych Nr 1 - budynek warsztatów szkolnych|Płock|ul. Prezydenta Ignacego Mościckiego 4 |09-400 Płock;2168;1051;1051;19;1032;48.48;1.81
96660;146201;Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego|Płock|ul. Jasna 8 |09-400 Płock;1201;637;637;6;631;53.04;0.94
96661;146201;Szkoła Podstawowa Nr 17 im. Tadeusza Kościuszki|Płock|ul. Miodowa 13a |09-400 Płock;1348;636;636;18;618;47.18;2.83
96662;146201;Zespół Szkół Budowlanych Nr 1|Płock|ul. Prezydenta Ignacego Mościckiego 4 |09-400 Płock;1469;603;603;13;590;41.05;2.16
96663;146201;Gimnazjum Nr 4 im. Obrońców Płocka 1920 r.|Płock|ul. Miodowa 18 |09-400 Płock;1766;807;807;26;781;45.70;3.22
96664;146201;Miejskie Przedszkole Nr 10|Płock|ul. M. C. Skłodowskiej 2a |09-400 Płock;1096;446;446;8;438;40.69;1.79
96665;146201;Gimnazjum Nr 4 im. Obrońców Płocka 1920 r.|Płock|ul. Miodowa 18 |09-400 Płock;691;341;341;3;338;49.35;0.88
96666;146201;Miejskie Przedszkole Nr 14|Płock|ul. Miodowa 8/1 |09-400 Płock;1232;538;538;11;527;43.67;2.04
96667;146201;Zespół Szkół Ekonomiczno - Kupieckich im. L. Krzywickiego|Płock|ul. Abp. Nowowiejskiego 4 |09-400 Płock;988;524;524;9;515;53.04;1.72
96668;146201;Zespół Szkół Nr 3|Płock|ul. Łukasiewicza 11 |09-400 Płock;1593;935;935;16;919;58.69;1.71
96669;146201;Klub Osiedla Łukasiewicza Płockiej Spółdzielni Mieszkaniowej|Płock|ul. Łukasiewicza 28 |09-400 Płock;1715;949;949;17;932;55.34;1.79
96670;146201;Gimnazjum Nr 5 im. Zygmunta Padlewskiego (wejście od ul. Wolskiego)|Płock|ul. Królowej Jadwigi 4 |09-400 Płock;1546;877;877;14;863;56.73;1.60
96671;146201;Miejskie Przedszkole Nr 17 im. Małego Księcia|Płock|ul. Kossobudzkiego 10 |09-400 Płock;1477;896;896;19;877;60.66;2.12
96672;146201;Szkoła Podstawowa Nr 3 im. Kornela Makuszyńskiego|Płock|ul. Kossobudzkiego 7 |09-400 Płock;1609;906;906;10;896;56.31;1.10
96673;146201;Spółdzielczy Dom Kultury|Płock|ul. Bolesława Krzywoustego 3 |09-400 Płock;1291;704;704;12;692;54.53;1.70
96674;146201;Zespół Szkół Centrum Edukacji im. Ignacego Łukasiewicza|Płock|Al. Kobylińskiego 25 |09-400 Płock;543;287;287;4;283;52.85;1.39
96675;146201;Szkoła Podstawowa Nr 16 im. Mikołaja Kopernika|Płock|ul. Piasta Kołodzieja 7 |09-400 Płock;1174;680;680;18;662;57.92;2.65
96676;146201;Szkoła Podstawowa Nr 16 im. Mikołaja Kopernika - budynek Hali Gimnastycznej|Płock|ul. Piasta Kołodzieja 7 |09-400 Płock;1208;667;667;9;658;55.22;1.35
96677;146201;Zespół Szkół Zawodowych im. Marii Skłodowskiej - Curie|Płock|ul. Gwardii Ludowej 7 |09-400 Płock;1640;935;935;18;917;57.01;1.93
96678;146201;Szkoła Podstawowa Nr 13 im. Jana Brzechwy|Płock|ul. Sierpecka 15 |09-402 Płock;246;135;135;6;129;54.88;4.44
96679;146201;Szkoła Podstawowa Nr 1 im. Braci Jeziorowskich|Płock|Pasaż Vuka Karadzica 1 |09-400 Płock;1065;434;434;9;425;40.75;2.07
96680;146201;Liceum Ogólnokształcące im. Marsz. St. Małachowskiego|Płock|ul. Marsz. St. Małachowskiego 1 |09-400 Płock;1121;423;423;2;421;37.73;0.47
96681;146201;Płocki Ośrodek Kultury i Sztuki (wejście od ul. Sienkiewicza).|Płock|ul. Tumska 9 |09-402 Płock;663;196;196;6;190;29.56;3.06
96682;146201;Zespół Szkół Nr 6|Płock|ul. 3-go Maja 4 |09-402 Płock;1163;672;672;7;665;57.78;1.04
96683;146201;Centrum Kształcenia Ustawicznego im. Pokolenia Kolumbów|Płock|ul. Jakubowskiego 10 |09-402 Płock;1449;737;737;22;715;50.86;2.99
96684;146201;Państwowa Szkoła Muzyczna I i II st. im. Karola Szymanowskiego|Płock|ul. Kolegialna 23 |09-402 Płock;1342;634;634;14;620;47.24;2.21
96685;146201;Zespół Szkół Usług i Przedsiębiorczości im. Abpa. A. J. Nowowiejskiego|Płock|ul. Padlewskiego 2 |09-402 Płock;1957;1053;1053;19;1034;53.81;1.80
96686;146201;Miejskie Przedszkole Nr 11|Płock|ul. Bielska 26/1 |09-400 Płock;825;432;432;16;416;52.36;3.70
96687;146201;Klub Osiedla Kochanowskiego|Płock|ul. Obrońców Westerplatte 6a |09-400 Płock;1288;684;684;18;666;53.11;2.63
96688;146201;Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 11 im. Bolesława Chrobrego|Płock|ul. Kochanowskiego 11 |09-402 Płock;1957;1119;1119;15;1104;57.18;1.34
96689;146201;Miejskie Przedszkole Nr 29|Płock|ul. Kochanowskiego 7 |09-400 Płock;1336;745;745;11;734;55.76;1.48
96690;146201;Gimnazjum Nr 6 im. prof. Władysława Szafera|Płock|Al. Jachowicza 20 |09-402 Płock;1859;1036;1036;26;1010;55.73;2.51
96691;146201;Miejskie Przedszkole Nr 27|Płock|ul. Mikołaja Reja 28 |09-402 Płock;1123;643;643;11;632;57.26;1.71
96692;146201;Miejskie Przedszkole Nr 21|Płock|ul. Mikołaja Reja 4 |09-402 Płock;1143;648;648;14;634;56.69;2.16
96693;146201;Zespół Szkół Nr 2|Płock|ul. Chopina 62 |09-402 Płock;1659;989;989;19;970;59.61;1.92
96694;146201;Specjalny Ośrodek Szkolno - Wychowawczy Nr 2|Płock|ul. Lasockiego 14 |09-402 Płock;1461;825;825;6;819;56.47;0.73
96695;146201;Zespół Szkół Technicznych|Płock|Al. Kilińskiego 4 |09-402 Płock;2118;1218;1218;17;1201;57.51;1.40
96696;146201;Szkoła Podstawowa Nr 12 im. Miry Zimińskiej - Sygietyńskiej|Płock|ul. Brzozowa 3 |09-402 Płock;1462;823;823;13;810;56.29;1.58
96697;146201;Urząd Miasta Płocka|Płock|Al. Marsz. J. Piłsudskiego 6 |09-407 Płock;1761;1043;1043;14;1029;59.23;1.34
96698;146201;Stacja Uzdatniania Wody|Płock|ul. Górna 56 |09-402 Płock;2031;1258;1258;18;1240;61.94;1.43
96699;146201;Zespół Szkół Nr 1|Płock|ul. Piaska 5 |09-407 Płock;1783;1129;1129;15;1114;63.32;1.33
96700;146201;Miejskie Przedszkole Nr 5|Płock|ul. Piaska 3 |09-407 Płock;1295;778;778;13;765;60.08;1.67
96701;146201;Miejskie Przedszkole Nr 5|Płock|ul. Dobrowolskiego 4 |09-407 Płock;1269;780;780;10;770;61.47;1.28
96702;146201;ENERGA Informatyka i Technologie Sp. z o. o.|Płock|al. marsz. J. Piłsudskiego 41 |09-407 Płock;1047;587;587;6;581;56.06;1.02
96703;146201;Biurowiec WEKTRA HOLDING Sp. z o. o.|Płock|ul. Otolińska 21 |09-407 Płock;1164;576;576;12;564;49.48;2.08
96704;146201;Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 23 im. Armii Krajowej|Płock|ul. Walecznych 20 |09-410 Płock;1471;782;782;16;766;53.16;2.05
96705;146201;Szkoła Podstawowa z Odziałami Integracyjnymi Nr 23 im. Armii Krajowej|Płock|ul. Walecznych 20 |09-410 Płock;1792;989;989;8;981;55.19;0.81
96706;146201;Miejskie Przedszkole Nr 37|Płock|ul. Hubalczyków 5 |09-410 Płock;2143;1352;1352;26;1326;63.09;1.92
96707;146201;Zespół Szkół Nr 5 (wejście boczne - stołówka)|Płock|ul. Gen. T. Kutrzeby 2a |09-410 Płock;2034;1297;1297;10;1287;63.77;0.77
96708;146201;Zespół Szkół Nr 5 (wejście główne)|Płock|ul. Gen. T. Kutrzeby 2a |09-410 Płock;1841;1198;1198;10;1188;65.07;0.83
96709;146201;Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 22 im. Janusza Korczaka|Płock|ul. Czwartaków 6 |09-410 Płock;1876;1044;1044;11;1033;55.65;1.05
96710;146201;Miejskie Przedszkole Nr 4 im. Jasia i Małgosi|Płock|ul. Czwartaków 18b |09-410 Płock;2363;1484;1484;14;1470;62.80;0.94
96711;146201;Pływalnia Miejska "Podolanka"|Płock|ul. Czwartaków 6 |09-410 Płock;2060;983;984;28;955;47.72;2.85
96712;146201;Miejskie Przedszkole Nr 34 im. Kubusia Puchatka i Jego Przyjaciół|Płock|ul. Harcerska 2 |09-410 Płock;2170;1335;1335;16;1319;61.52;1.20
96713;146201;Siedziba Rady Mieszkańców Osiedla "Borowiczki"|Płock|ul. Borowicka 3 |09-408 Płock;1728;887;887;17;870;51.33;1.92
96714;146201;Szkoła Podstawowa Nr 20 im. Wł. Broniewskiego|Płock|ul. Korczaka 10 |09-408 Płock;1354;796;796;15;781;58.79;1.88
96715;146201;CENTROMOST Stocznia Rzeczna w Płocku Sp. z o. o.|Płock|ul. Popłacińska 42 |09-402 Płock;1731;912;912;6;906;52.69;0.66
96716;146201;Gimnazjum Nr 3 im. Jana Pawła II|Płock|ul. Krakówka 4 |09-402 Płock;1569;825;825;13;812;52.58;1.58
96717;146201;Szkoła Podstawowa Nr 15|Płock|ul. Przyszkolna 22 |09-402 Płock;1264;695;695;19;676;54.98;2.73
