id;nro;siedzibaokw;nrlisty;komitet;typ;pozycja;nazwisko;imiona;plec;zawod;adres.mz;teryt.mz;gmina.mz.;partia;poparcie;glosy;glosy2;procent;mandat;id
1299176;16;Płock;1;PSL;KWP;17;SOSIŃSKA-OSIECKA;Agata Ewa;Kobieta;prezes;Płońsk;142001;m. Płońsk;PSL;;663;663;0.18;nie;
1299177;31;Katowice;3;SLD;KWP;9;SZYMURA;Adrian Łukasz;Mężczyzna;inżynier leśnictwa;Katowice;246901;m. Katowice;BEZPARTYJNY;;1168;1168;0.25;nie;
1299178;16;Płock;5;KO;KKW;18;POGONOWSKI;Mariusz;Mężczyzna;aktor;Płock;146201;m. Płock;BEZPARTYJNY;;2200;2200;0.59;nie;
1299179;32;Katowice;4;KONFEDERACJA;KWP;9;CYGAN;Renata Aleksandra;Kobieta;Księgowa;Sosnowiec;247501;m. Sosnowiec;RuchNarodowy;;559;559;0.17;nie;
1299180;37;Konin;5;KO;KKW;16;MATLEWSKA;Żanetta Magdalena;Kobieta;pedagog;Golina;301001;gm. Golina;PO;;950;950;0.27;nie;
1299181;15;Tarnów;5;KO;KKW;17;GONDEK-PODOSEK;Dominika Kinga;Kobieta;logopeda;Tarnów;126301;m. Tarnów;Nowoczesna;;292;292;0.08;nie;
1299182;3;Wrocław;3;SLD;KWP;1;ŚMISZEK;Krzysztof Jan;Mężczyzna;prawnik;Warszawa;146506;Ochota;Wiosna;;43447;43447;6.64;tak;
1299183;15;Tarnów;5;KO;KKW;14;ŁACNA;Magdalena Joanna;Kobieta;psycholog;Rzezawa;120107;gm. Rzezawa;BEZPARTYJNY;;895;895;0.26;nie;
1299184;15;Tarnów;5;KO;KKW;18;SAMBOR;Bogusław;Mężczyzna;księgowy;Brzesko;120202;gm. Brzesko;Nowoczesna;;1448;1448;0.42;nie;
1299185;3;Wrocław;3;SLD;KWP;2;STOŻEK;Marta Magdalena;Kobieta;filolog;Wrocław;026401;m. Wrocław;LewicaRazem;;10212;10212;1.56;nie;
1299186;16;Płock;5;KO;KKW;19;PIETRASZEK;Stanisław Władysław;Mężczyzna;chemik;Żuromin;143706;gm. Żuromin;PO;;161;161;0.04;nie;
1299188;16;Płock;1;PSL;KWP;18;APTEWICZ;Elżbieta Urszula;Kobieta;specjalista bankowości;Mława;141301;m. Mława;BEZPARTYJNY;;215;215;0.06;nie;
1299189;32;Katowice;4;KONFEDERACJA;KWP;10;MIZDRA;Ryszard Zbigniew;Mężczyzna;adwokat;Jaworzno;246801;m. Jaworzno;RuchNarodowy;;300;300;0.09;nie;
1299190;3;Wrocław;3;SLD;KWP;3;SIKORA;Arkadiusz;Mężczyzna;ekonomista;Oleśnica;021401;m. Oleśnica;SLD;;8510;8510;1.30;nie;
1299191;31;Katowice;3;SLD;KWP;10;ZEMELKA;Piotr Krystian;Mężczyzna;inżynier elektryk - automatyk;Katowice;246901;m. Katowice;PPI;;524;524;0.11;nie;
1299192;37;Konin;5;KO;KKW;17;BUDZIŃSKA;Mariola;Kobieta;etyk prawa;Rzgów;301008;gm. Rzgów;PO;;568;568;0.16;nie;
1299193;26;Słupsk;4;KONFEDERACJA;KWP;6;TRUSZKOWSKI;Michał Maciej;Mężczyzna;operator CNC;Gdynia;226201;m. Gdynia;RuchNarodowy;;944;944;0.16;nie;
1299194;37;Konin;5;KO;KKW;18;PILAK;Dariusz Józef;Mężczyzna;teolog;Gniezno;300301;m. Gniezno;PO;;3583;3583;1.01;nie;
1299195;16;Płock;5;KO;KKW;20;RABOSZUK;Wiesław Mariusz;Mężczyzna;inżynier rolnictwa;Warszawa;146511;Targówek;PO;;300;300;0.08;nie;
1299196;32;Katowice;4;KONFEDERACJA;KWP;11;GRABOWSKI;Wojciech Andrzej;Mężczyzna;operator urządzeń do przetwórstwa mięsa;Sosnowiec;247501;m. Sosnowiec;RuchNarodowy;;741;741;0.22;nie;
1299198;31;Katowice;3;SLD;KWP;11;ZELWOR;Katarzyna Jolanta;Kobieta;politolog;Chorzów;246301;m. Chorzów;LewicaRazem;;381;381;0.08;nie;
1299199;3;Wrocław;3;SLD;KWP;4;LUBINIECKA-RÓŻYŁO;Katarzyna Elżbieta;Kobieta;dziennikarka;Wrocław;026401;m. Wrocław;BEZPARTYJNY;Wiosna Roberta Biedronia;6534;6534;1.00;nie;
1299200;26;Słupsk;4;KONFEDERACJA;KWP;7;SZYMCZAK;Wiesława Helena;Kobieta;emerytowana położna;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;1187;1187;0.20;nie;
1299202;3;Wrocław;3;SLD;KWP;5;AUGUSTYŃSKI;Iwo Piotr;Mężczyzna;nauczyciel akademicki;Wrocław;026401;m. Wrocław;LewicaRazem;;1651;1651;0.25;nie;
1299203;16;Płock;1;PSL;KWP;19;SMOLIŃSKA;Anna;Kobieta;politolog;Ciechanów;140201;m. Ciechanów;BEZPARTYJNY;;2211;2211;0.60;nie;
1299204;31;Katowice;3;SLD;KWP;12;ŁADOWSKA;Anna;Kobieta;filozof;Katowice;246901;m. Katowice;LewicaRazem;;874;874;0.19;nie;
1299205;26;Słupsk;4;KONFEDERACJA;KWP;8;GRYŃ;Jarosław;Mężczyzna;administratywista;Lębork;220801;m. Lębork;RuchNarodowy;;927;927;0.16;nie;
1299206;32;Katowice;4;KONFEDERACJA;KWP;12;SURMIK;Dominika Agnieszka;Kobieta;studentka;Dąbrowa Górnicza;246501;m. Dąbrowa Górnicza;BEZPARTYJNY;;311;311;0.09;nie;
1299207;3;Wrocław;3;SLD;KWP;6;JOKS;Marlena Ewa;Kobieta;pośrednik w obrocie nieruchomościami;Wrocław;026401;m. Wrocław;SLD;;1103;1103;0.17;nie;
1299208;1;Legnica;3;SLD;KWP;1;SEKUŁA-SZMAJDZIŃSKA;Małgorzata Helena;Kobieta;adwokat;Warszawa;146516;Wilanów;SLD;;41480;41480;9.59;tak;
1299209;22;Krosno;5;KO;KKW;2;RZĄSA;Marek Zdzisław;Mężczyzna;nauczyciel;Przemyśl;186201;m. Przemyśl;PO;;10555;10555;2.70;tak;
1299210;22;Krosno;5;KO;KKW;1;FRYDRYCH;Joanna Zofia;Kobieta;ekonomista;Targowiska;180707;gm. Miejsce Piastowe;PO;;18623;18623;4.77;tak;
1299211;3;Wrocław;3;SLD;KWP;7;KOZDROWICKI;Piotr Sebastian;Mężczyzna;grafik;Brzeg Dolny;022201;gm. Brzeg Dolny;Wiosna;;1222;1222;0.19;nie;
1299212;26;Słupsk;4;KONFEDERACJA;KWP;9;STUPKIEWICZ;Magdalena;Kobieta;przedsiębiorca;Stegna;221004;gm. Stegna;Korwin;;797;797;0.14;nie;
1299213;16;Płock;1;PSL;KWP;20;KOMINEK;Tomasz;Mężczyzna;dyrektor departamentu;Płock;146201;m. Płock;PSL;;2290;2290;0.62;nie;
1299214;7;Chełm;2;PiS;KWP;1;SASIN;Jacek Robert;Mężczyzna;urzędnik;Ząbki;143403;m. Ząbki;PiS;;91241;91241;22.74;tak;
1299215;32;Katowice;4;KONFEDERACJA;KWP;13;CIEŚLIK;Robert Paweł;Mężczyzna;mechanik pojazdów samochodowych;Będzin;240101;m. Będzin;RuchNarodowy;;465;465;0.14;nie;
1299216;7;Chełm;2;PiS;KWP;7;ROMANOWSKI;Marcin;Mężczyzna;prawnik;Biłgoraj;060201;m. Biłgoraj;SolidarnaPolska;;7436;7436;1.85;nie;
1299217;7;Chełm;2;PiS;KWP;22;MISZTAL;Stanisław;Mężczyzna;lekarz;Zamość;066401;m. Zamość;PJGowina;;2882;2882;0.72;nie;
1299218;22;Krosno;5;KO;KKW;4;SZKOŁA;Józef;Mężczyzna;inżynier geodeta;Jarosław;180401;m. Jarosław;PO;;3230;3230;0.83;nie;
1299219;31;Katowice;3;SLD;KWP;13;MAKIEŁA;Krzysztof Jacek;Mężczyzna;technik sztuk plastycznych;Chorzów;246301;m. Chorzów;SLD;;436;436;0.09;nie;
1299220;22;Krosno;5;KO;KKW;3;BLECHARCZYK;Wojciech Aleksander;Mężczyzna;nauczyciel akademicki;Sanok;181701;m. Sanok;BEZPARTYJNY;;9090;9090;2.33;nie;
1299221;26;Słupsk;4;KONFEDERACJA;KWP;10;BRUC;Piotr Sławomir;Mężczyzna;policjant;Kębłowo;221507;gm. Luzino;RuchNarodowy;;800;800;0.14;nie;
1299222;32;Katowice;4;KONFEDERACJA;KWP;14;DĄBROWSKA;Małgorzata Halina;Kobieta;archiwista;Dąbrowa Górnicza;246501;m. Dąbrowa Górnicza;Korwin;;406;406;0.12;nie;
1299223;22;Krosno;5;KO;KKW;5;WOŚ;Adam;Mężczyzna;ekonomista;Czerce;181407;gm. Sieniawa;BEZPARTYJNY;;1821;1821;0.47;nie;
1299224;26;Słupsk;4;KONFEDERACJA;KWP;11;ŚWIECZKOWSKI;Arkadiusz Krzysztof;Mężczyzna;kierowca;Somonino;220505;gm. Somonino;BEZPARTYJNY;;571;571;0.10;nie;
1299225;7;Chełm;2;PiS;KWP;23;PIEKARSKA;Agnieszka;Kobieta;nauczyciel;Parczew;061304;gm. Parczew;PiS;;1261;1261;0.31;nie;
1299226;3;Wrocław;3;SLD;KWP;8;ŁAGOWSKA;Anna Katarzyna;Kobieta;przedsiębiorczyni;Lubań;021001;m. Lubań;LewicaRazem;;1402;1402;0.21;nie;
1299227;32;Katowice;4;KONFEDERACJA;KWP;15;LOREK;Magdalena Ilona;Kobieta;biomasażysta;Sławków;240108;m. Sławków;Korwin;;354;354;0.11;nie;
1299228;22;Krosno;5;KO;KKW;7;PIKUL;Antoni Stanisław;Mężczyzna;architekt;Jasło;180501;m. Jasło;BEZPARTYJNY;;4458;4458;1.14;nie;
1299229;3;Wrocław;3;SLD;KWP;9;ELSNER;Wincenty Aleksander;Mężczyzna;informatyk;Wrocław;026401;m. Wrocław;SLD;;1157;1157;0.18;nie;
1299230;22;Krosno;5;KO;KKW;6;SAWICKA;Ewa Stefania;Kobieta;nauczyciel;Przemyśl;186201;m. Przemyśl;PO;;2403;2403;0.62;nie;
1299231;7;Chełm;2;PiS;KWP;8;CICHOSZ;Lucjan;Mężczyzna;lekarz weterynarii;Żółkiew Kolonia;060611;gm. Żółkiewka;PiS;;4128;4128;1.03;nie;
1299232;26;Słupsk;4;KONFEDERACJA;KWP;12;WIECZOREK;Łukasz Dariusz;Mężczyzna;technik utrzymania ruchu;Starogard Gdański;221303;m. Starogard Gdański;RuchNarodowy;;908;908;0.16;nie;
1299233;11;Sieradz;4;KONFEDERACJA;KWP;1;WALCZAK;Izabela Anna;Kobieta;wykładowca akademicki;Łódź;106101;m. Łódź;RuchNarodowy;;12079;12079;2.62;nie;
1299234;32;Katowice;4;KONFEDERACJA;KWP;16;GOREL;Ewelina Magdalena;Kobieta;sprzedawca;Bytom;246201;m. Bytom;BEZPARTYJNY;;68;68;0.02;nie;
1299235;1;Legnica;3;SLD;KWP;2;OBAZ;Robert Marcin;Mężczyzna;inżynier telekomunikacji;Jelenia Góra;026101;m. Jelenia Góra;Wiosna;;4205;4205;0.97;tak;
1299236;3;Wrocław;3;SLD;KWP;10;PILNY;Maciej;Mężczyzna;architekt;Wrocław;026401;m. Wrocław;Wiosna;;1561;1561;0.24;nie;
1299237;7;Chełm;2;PiS;KWP;24;DĄBROWSKA-BANASZEK;Anna;Kobieta;lekarz medycyny;Chełm;066201;m. Chełm;BEZPARTYJNY;;13787;13787;3.44;tak;
1299238;22;Krosno;5;KO;KKW;8;BALON;Barbara Maria;Kobieta;ekonomista;Krosno;186101;m. Krosno;Nowoczesna;;1144;1144;0.29;nie;
1299239;7;Chełm;2;PiS;KWP;2;ZAWIŚLAK;Sławomir;Mężczyzna;parlamentarzysta;Płoskie;062014;gm. Zamość;PiS;;24346;24346;6.07;tak;
1299240;31;Katowice;3;SLD;KWP;14;BOGOCZ;Jarosław Marek;Mężczyzna;właściciel małego sklepu;Mysłowice;247001;m. Mysłowice;Wiosna;;518;518;0.11;nie;
1299241;11;Sieradz;4;KONFEDERACJA;KWP;2;OWCZAREK;Łukasz Mikołaj;Mężczyzna;rolnik;Sieradz;101401;m. Sieradz;BEZPARTYJNY;;3463;3463;0.75;nie;
1299242;32;Katowice;4;KONFEDERACJA;KWP;17;OSIAL;Sylwia;Kobieta;specjalista administracji publicznej;Zawiercie;241602;m. Zawiercie;BEZPARTYJNY;;273;273;0.08;nie;
1299243;26;Słupsk;4;KONFEDERACJA;KWP;13;SYPNIEWSKA-MARCZYK;Agnieszka;Kobieta;HR manager i trener biznesu;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;729;729;0.13;nie;
1299244;3;Wrocław;3;SLD;KWP;11;GAJDZIŃSKA;Anna;Kobieta;analityk treści;Wrocław;026401;m. Wrocław;LewicaRazem;;873;873;0.13;nie;
1299246;22;Krosno;5;KO;KKW;10;HOLCMAN;Iwona Janina;Kobieta;lekarz medycyny;Jałowe;180108;gm. Ustrzyki Dolne;BEZPARTYJNY;;1747;1747;0.45;nie;
1299247;11;Sieradz;4;KONFEDERACJA;KWP;3;KANIEWSKI;Andrzej;Mężczyzna;przedsiębiorca;Zduńska Wola;101901;m. Zduńska Wola;RuchNarodowy;;1490;1490;0.32;nie;
1299248;7;Chełm;2;PiS;KWP;9;SZWED;Zdzisław;Mężczyzna;wyższy urzędnik samorządowy;Chełm;066201;m. Chełm;PiS;;2647;2647;0.66;nie;
1299249;32;Katowice;4;KONFEDERACJA;KWP;18;PAŁKA;Krzysztof Adam;Mężczyzna;inspektor bezpieczeństwa i higieny pracy;Zawiercie;241602;m. Zawiercie;RuchNarodowy;;671;671;0.20;nie;
1299250;3;Wrocław;3;SLD;KWP;12;WICHA;Stanisław;Mężczyzna;rolnik;Paździorno;021801;gm. Kostomłoty;SLD;;587;587;0.09;nie;
1299251;22;Krosno;5;KO;KKW;9;ZYCH;Jan Władysław;Mężczyzna;przedstawiciel władzy samorządowej;Korczyna;180705;gm. Korczyna;BEZPARTYJNY;;806;806;0.21;nie;
1299252;26;Słupsk;4;KONFEDERACJA;KWP;14;GŁOWACKI;Bartłomiej Wojciech;Mężczyzna;technik BHP;Glincz;220508;gm. Żukowo;RuchNarodowy;;587;587;0.10;nie;
1299253;22;Krosno;5;KO;KKW;11;KARAŚ;Roman Władysław;Mężczyzna;notariusz;Brzozów;180201;gm. Brzozów;BEZPARTYJNY;;315;315;0.08;nie;
1299254;7;Chełm;2;PiS;KWP;21;CZARNECKA;Halina;Kobieta;pracownik samorządowy;Tarnawatka-Tartak;061809;gm. Tarnawatka;PiS;;755;755;0.19;nie;
1299255;7;Chełm;2;PiS;KWP;3;DUSZEK;Marcin Kamil;Mężczyzna;parlamentarzysta;Międzyrzec Podlaski;060101;m. Międzyrzec Podlaski;PiS;;16017;16017;3.99;tak;
1299256;1;Legnica;3;SLD;KWP;3;FILACZYŃSKA;Kaja;Kobieta;lekarka;Legnica;026201;m. Legnica;LewicaRazem;;4045;4045;0.94;nie;
1299257;31;Katowice;3;SLD;KWP;15;BUBAŁA;Bogdan Sylwester;Mężczyzna;policjant;Ruda Śląska;247201;m. Ruda Śląska;SLD;;648;648;0.14;nie;
1299258;3;Wrocław;3;SLD;KWP;13;MAŚLAK;Robert;Mężczyzna;biolog;Wrocław;026401;m. Wrocław;BEZPARTYJNY;Wiosna Roberta Biedronia;1888;1888;0.29;nie;
1299259;26;Słupsk;4;KONFEDERACJA;KWP;15;DYSZER;Michał;Mężczyzna;przedsiębiorca;Lemany;220504;gm. Sierakowice;Korwin;;827;827;0.14;nie;
1299260;22;Krosno;5;KO;KKW;12;RYZNAR;Marian Jerzy;Mężczyzna;prawnik;Wiązownica;180411;gm. Wiązownica;BEZPARTYJNY;;4352;4352;1.11;nie;
1299261;11;Sieradz;4;KONFEDERACJA;KWP;4;OŻADOWICZ;Łukasz Artur;Mężczyzna;informatyk;Sworawa;101103;gm. Poddębice;Korwin;;979;979;0.21;nie;
1299262;7;Chełm;2;PiS;KWP;20;ZAŃKO;Mariusz Artur;Mężczyzna;prawnik;Włodawa;061901;m. Włodawa;BEZPARTYJNY;;3647;3647;0.91;nie;
1299263;22;Krosno;5;KO;KKW;13;KŁAK;Krzysztof Józef;Mężczyzna;ekonomista;Przeworsk;181401;m. Przeworsk;PO;;666;666;0.17;nie;
1299264;31;Katowice;3;SLD;KWP;16;WIŚNIEWSKI;Marek Stanisław;Mężczyzna;rzeczoznawca majątkowy;Katowice;246901;m. Katowice;BEZPARTYJNY;;268;268;0.06;nie;
1299265;3;Wrocław;3;SLD;KWP;14;DĄBROWSKA;Katarzyna;Kobieta;kasjer sprzedawca;Wrocław;026401;m. Wrocław;LewicaRazem;;1019;1019;0.16;nie;
1299266;22;Krosno;5;KO;KKW;14;SŁOWIK;Maria Anna;Kobieta;technolog żywienia;Święcany;180509;gm. Skołyszyn;BEZPARTYJNY;;286;286;0.07;nie;
1299267;1;Legnica;3;SLD;KWP;4;ZBRZYZNY;Ryszard;Mężczyzna;inżynier górnik;Osiek;021102;gm. Lubin;SLD;;4107;4107;0.95;nie;
1299269;31;Katowice;3;SLD;KWP;17;BRZOZOWIEC;Bartłomiej;Mężczyzna;programista aplikacji;Chorzów;246301;m. Chorzów;LewicaRazem;;265;265;0.06;nie;
1299270;26;Słupsk;4;KONFEDERACJA;KWP;16;KOZŁOWSKI;Krzysztof Wiktor;Mężczyzna;nauczyciel;Reda;221501;m. Reda;BEZPARTYJNY;;578;578;0.10;nie;
1299271;22;Krosno;5;KO;KKW;15;JUREK;Michał Albert;Mężczyzna;prawnik;Sanok;181701;m. Sanok;PO;;328;328;0.08;nie;
1299272;3;Wrocław;3;SLD;KWP;15;ŚMIAŁEK;Danuta Maria;Kobieta;nauczycielka;Oborniki Śląskie;022001;gm. Oborniki Śląskie;SLD;;985;985;0.15;nie;
1299273;7;Chełm;2;PiS;KWP;4;HAŁAS;Teresa;Kobieta;parlamentarzysta;Topola;060604;gm. Izbica;PiS;;8622;8622;2.15;tak;
1299275;7;Chełm;2;PiS;KWP;10;SKIBA;Leszek Marcin;Mężczyzna;ekonomista;Warszawa;146507;Praga-Południe;PiS;;6007;6007;1.50;nie;
1299276;3;Wrocław;3;SLD;KWP;16;TERPIŁOWSKA;Irena Róża;Kobieta;menadżer;Wrocław;026401;m. Wrocław;BEZPARTYJNY;Wiosna Roberta Biedronia;398;398;0.06;nie;
1299277;31;Katowice;3;SLD;KWP;18;KRZEMIŃSKI;Włodzimierz Tomasz;Mężczyzna;ekonomista;Katowice;246901;m. Katowice;LewicaRazem;;249;249;0.05;nie;
1299278;7;Chełm;2;PiS;KWP;19;CHMIELEWSKA;Iwona;Kobieta;nauczyciel;Kąkolewnica;061504;gm. Kąkolewnica;PiS;;1150;1150;0.29;nie;
1299279;1;Legnica;3;SLD;KWP;5;PIĄTEK;Damian;Mężczyzna;pracownik samorządowy;Głogów;020301;m. Głogów;SLD;;3196;3196;0.74;nie;
1299280;11;Sieradz;4;KONFEDERACJA;KWP;5;DYONIZIAK;Dariusz;Mężczyzna;technik rolnik;Wola Chruścińska;100207;gm. Łanięta;RuchNarodowy;;443;443;0.10;nie;
1299281;22;Krosno;5;KO;KKW;16;WOTA;Krzysztof Adam;Mężczyzna;inżynier budownictwa;Ostrów;181308;gm. Przemyśl;PO;;264;264;0.07;nie;
1299282;3;Wrocław;3;SLD;KWP;17;MINCER;Tadeusz Albert;Mężczyzna;nauczyciel;Wrocław;026401;m. Wrocław;LewicaRazem;;289;289;0.04;nie;
1299284;31;Katowice;3;SLD;KWP;19;WÓJCIK;Sara Aleksandra;Kobieta;architekt;Tarnowskie Góry;241304;m. Tarnowskie Góry;LewicaRazem;;713;713;0.15;nie;
1299285;22;Krosno;5;KO;KKW;17;KOSTKA;Grażyna Dorota;Kobieta;nauczyciel;Przeworsk;181401;m. Przeworsk;BEZPARTYJNY;;300;300;0.08;nie;
1299286;7;Chełm;2;PiS;KWP;5;ZIELIŃSKI;Tomasz Andrzej;Mężczyzna;parlamentarzysta;Tomaszów Lubelski;061801;m. Tomaszów Lubelski;PiS;;10207;10207;2.54;tak;
1299287;3;Wrocław;3;SLD;KWP;18;KORDEK-CHMIELEWSKA;Agnieszka Katarzyna;Kobieta;doradca zawodowy mediator;Brzeżany;020401;gm. Góra;SLD;;598;598;0.09;nie;
1299288;26;Słupsk;4;KONFEDERACJA;KWP;17;JARZĘBIŃSKI;Damian Piotr;Mężczyzna;przedsiębiorca;Kartuzy;220502;gm. Kartuzy;Korwin;;687;687;0.12;nie;
1299289;11;Sieradz;4;KONFEDERACJA;KWP;6;MATUSIAK;Ewelina;Kobieta;specjalista ds. exportu;Łódź;106101;m. Łódź;BEZPARTYJNY;;1126;1126;0.24;nie;
1299290;31;Katowice;3;SLD;KWP;20;NOWAK-TROJNAR;Natalia Regina;Kobieta;socjolog;Katowice;246901;m. Katowice;BEZPARTYJNY;;375;375;0.08;nie;
1299291;7;Chełm;2;PiS;KWP;11;GMYZ;Maria;Kobieta;przedstawiciel władzy samorządowej;Zamość;066401;m. Zamość;BEZPARTYJNY;;2918;2918;0.73;nie;
1299292;22;Krosno;5;KO;KKW;18;KNAP;Marzena Karolina;Kobieta;technik sterylizacji medycznej;Lublica;180505;gm. Kołaczyce;BEZPARTYJNY;;217;217;0.06;nie;
1299294;1;Legnica;3;SLD;KWP;6;BURAKOWSKA;Krystyna Anna;Kobieta;nauczyciel przedszkola;Legnica;026201;m. Legnica;LewicaRazem;;588;588;0.14;nie;
1299295;3;Wrocław;3;SLD;KWP;19;OLIK;Waldemar Antoni;Mężczyzna;przedsiębiorca;Tyniec Mały;022305;gm. Kobierzyce;Wiosna;;293;293;0.04;nie;
1299296;7;Chełm;2;PiS;KWP;18;BARSZCZEWSKA;Barbara Aldona;Kobieta;lekarz specjalizacja ginekolog położnik;Biała Podlaska;066101;m. Biała Podlaska;BEZPARTYJNY;;1945;1945;0.48;nie;
1299297;11;Sieradz;4;KONFEDERACJA;KWP;7;KĘDZIAK;Joanna;Kobieta;finansista;Dąbrowa;100301;gm. Buczek;BEZPARTYJNY;;763;763;0.17;nie;
1299298;22;Krosno;5;KO;KKW;19;BIAŁY;Tomasz;Mężczyzna;operator urządzeń przemysłu szklarskiego;Krosno;186101;m. Krosno;PO;;508;508;0.13;nie;
1299299;25;Gdańsk;4;KONFEDERACJA;KWP;7;WYSOKIŃSKA;Monika Agnieszka;Kobieta;rolnik;Ustka;221201;m. Ustka;BEZPARTYJNY;;1168;1168;0.22;nie;
1299300;25;Gdańsk;4;KONFEDERACJA;KWP;17;FALIŃSKA;Urszula;Kobieta;emeryt;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;175;175;0.03;nie;
1299301;7;Chełm;2;PiS;KWP;6;STEFANIUK;Dariusz Paweł;Mężczyzna;wyższy urzędnik samorządowy;Biała Podlaska;066101;m. Biała Podlaska;PiS;;15070;15070;3.76;tak;
1299303;3;Wrocław;3;SLD;KWP;20;CHŁÓDEK;Agnieszka Barbara;Kobieta;lekarz;Zabrodzie;022304;gm. Kąty Wrocławskie;LewicaRazem;;440;440;0.07;nie;
1299304;25;Gdańsk;4;KONFEDERACJA;KWP;1;URBANIAK;Michał Piotr;Mężczyzna;przedsiębiorca;Mosty;221105;gm. Kosakowo;RuchNarodowy;;14918;14918;2.82;tak;
1299305;26;Słupsk;4;KONFEDERACJA;KWP;18;KUBIAK;Edyta;Kobieta;specjalista ds. logistyki kontenerowej;Gdynia;226201;m. Gdynia;RuchNarodowy;;1214;1214;0.21;nie;
1299307;22;Krosno;5;KO;KKW;20;ZAWOJSKA;Izabela Krystyna;Kobieta;ekonomista;Haczów;180204;gm. Haczów;BEZPARTYJNY;;261;261;0.07;nie;
1299308;1;Legnica;3;SLD;KWP;7;PACZÓSKI;Piotr Jerzy;Mężczyzna;ekonomista;Jelenia Góra;026101;m. Jelenia Góra;SLD;;1919;1919;0.44;nie;
1299309;11;Sieradz;4;KONFEDERACJA;KWP;8;SOBCZAK;Justyna;Kobieta;architekt;Aleksandrów Łódzki;102004;gm. Aleksandrów Łódzki;RuchNarodowy;;858;858;0.19;nie;
1299310;12;Kraków;5;KO;KKW;1;NIEDZIELA;Dorota;Kobieta;lekarz weterynarii;Kęty;121304;gm. Kęty;PO;;22013;22013;6.96;tak;
1299311;25;Gdańsk;4;KONFEDERACJA;KWP;18;LANDOWSKA;Agnieszka Monika;Kobieta;muzealnik;Rumia;221502;m. Rumia;RuchNarodowy;;289;289;0.05;nie;
1299312;7;Chełm;2;PiS;KWP;17;SZWAJ;Jerzy Ryszard;Mężczyzna;lekarz weterynarii;Parczew;061304;gm. Parczew;PiS;;2936;2936;0.73;nie;
1299314;31;Katowice;3;SLD;KWP;21;BARAKEH;Ahsan;Mężczyzna;reżyser filmowy;Oświęcim;121301;m. Oświęcim;BEZPARTYJNY;;604;604;0.13;nie;
1299315;3;Wrocław;3;SLD;KWP;21;MARKOWSKI;Krzysztof;Mężczyzna;zawodowy działacz organizacji politycznej;Wrocław;026401;m. Wrocław;LewicaRazem;;371;371;0.06;nie;
1299316;7;Chełm;2;PiS;KWP;12;GMITRUCZUK;Robert;Mężczyzna;wyższy urzędnik państwowy;Walinna;061505;gm. Komarówka Podlaska;PiS;;2212;2212;0.55;nie;
1299317;26;Słupsk;4;KONFEDERACJA;KWP;19;SZYNAKA;Paulina Anna;Kobieta;tester oprogramowania;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;412;412;0.07;nie;
1299319;22;Krosno;5;KO;KKW;21;WOJAKOWSKI;Dariusz Wojciech;Mężczyzna;socjolog;Rzeszów;186301;m. Rzeszów;BEZPARTYJNY;;172;172;0.04;nie;
1299320;25;Gdańsk;4;KONFEDERACJA;KWP;19;SZABLEWSKA;Joanna Maria;Kobieta;grafik komputerowy;Rumianek;302117;gm. Tarnowo Podgórne;RuchNarodowy;;231;231;0.04;nie;
1299322;11;Sieradz;4;KONFEDERACJA;KWP;9;NOWAK;Wojciech Damian;Mężczyzna;student historii;Ogroble;101710;gm. Wierzchlas;RuchNarodowy;;682;682;0.15;nie;
1299323;25;Gdańsk;4;KONFEDERACJA;KWP;8;RABĘDA;Krzysztof;Mężczyzna;logistyk;Gdańsk;226101;m. Gdańsk;Korwin;;827;827;0.16;nie;
1299324;12;Kraków;5;KO;KKW;2;SOWA;Marek Jan;Mężczyzna;ekonomista;Bobrek;121303;gm. Chełmek;PO;;18597;18597;5.88;tak;
1299327;3;Wrocław;3;SLD;KWP;22;HODOWANY;Andrzej Jerzy;Mężczyzna;technik mechanik samochodowy;Milicz;021303;gm. Milicz;LewicaRazem;;288;288;0.04;nie;
1299328;7;Chełm;2;PiS;KWP;16;KUSIAK-JANIEC;Anna;Kobieta;urzędnik;Hrubieszów;060401;m. Hrubieszów;PiS;;4412;4412;1.10;nie;
1299329;26;Słupsk;4;KONFEDERACJA;KWP;20;WARCIKOWSKA;Katarzyna Anna;Kobieta;koordynator działu handlowego;Gdynia;226201;m. Gdynia;BEZPARTYJNY;;212;212;0.04;nie;
1299331;31;Katowice;3;SLD;KWP;22;BUCHTA;Michał Grzegorz;Mężczyzna;księgowy;Katowice;246901;m. Katowice;Wiosna;;672;672;0.14;nie;
1299332;25;Gdańsk;4;KONFEDERACJA;KWP;20;WILK;Piotr Jerzy;Mężczyzna;specjalista kontroli jakości;Starogard Gdański;221303;m. Starogard Gdański;RuchNarodowy;;2008;2008;0.38;nie;
1299333;22;Krosno;5;KO;KKW;22;ZADWORNY;Waldemar;Mężczyzna;nauczyciel;Dachnów;180902;gm. Cieszanów;PO;;700;700;0.18;nie;
1299334;25;Gdańsk;4;KONFEDERACJA;KWP;2;PRUŚ;Sylwester Zbigniew;Mężczyzna;fizyk;Gdańsk;226101;m. Gdańsk;Korwin;;6126;6126;1.16;nie;
