rok;nro;nrlisty;komitet;nrk;nazwisko;imiona;plec;zawod;partia;glosy;procent;mandat
2019;22;3;SLD;19;ITNER;Halina Bożena;K;pracownik administracyjny;BEZPARTYJNY;97;0.02;n
2019;23;4;KONFEDERACJA;10;KORWIN-MIKKE;Dominika Maria;K;teatrolog;Korwin;2451;0.42;n
2019;41;4;KONFEDERACJA;23;GŁADKOW;Jan;M;nauczyciel;BEZPARTYJNY;1012;0.22;n
2019;24;5;KO;24;TARGOŃSKI;Łukasz;M;informatyk;PO;253;0.05;n
2019;23;4;KONFEDERACJA;11;WOŁOSZYN;Tomasz;M;lekarz;RuchNarodowy;477;0.08;n
2019;22;3;SLD;20;ŚWIEBODA;Sebastian Rafał;M;pośrednik w obrocie nieruchomościami;BEZPARTYJNY;105;0.03;n
2019;40;5;KO;11;FIRKOWSKI;Marek Tomasz;M;kierownik ds. sprzedaży;Nowoczesna;333;0.12;n
2019;23;4;KONFEDERACJA;12;ZARĘBSKI;Waldemar;M;lekarz;BEZPARTYJNY;349;0.06;n
2019;23;4;KONFEDERACJA;13;OCHAŁ;Katarzyna Kinga;K;dziennikarz;BEZPARTYJNY;459;0.08;n
2019;22;3;SLD;21;STEBNICKI;Łukasz;M;nauczyciel;LewicaRazem;261;0.07;n
2019;23;4;KONFEDERACJA;14;ZIĘBA;Tomasz Sylwester;M;przedsiębiorca;RuchNarodowy;332;0.06;n
2019;40;5;KO;4;GRYGORCEWICZ;Barbara Anna;K;przedstawiciel władzy samorządowej;PO;7062;2.60;n
2019;22;3;SLD;22;WOJNAROWSKI;Piotr Marcin;M;dziennikarz;SLD;789;0.20;n
2019;24;5;KO;25;ŁEPKOWSKA-GOŁAŚ;Alicja;K;urzędnik;PO;181;0.03;n
2019;40;5;KO;5;SUSKI;Paweł;M;parlamentarzysta;PO;8244;3.03;n
2019;23;4;KONFEDERACJA;15;PRACOWNIK;Teresa Jadwiga;K;nauczyciel;BEZPARTYJNY;371;0.06;n
2019;10;5;KO;12;SIEDLECKI;Roman Piotr;M;nauczyciel;PO;738;0.21;n
2019;10;5;KO;1;GRABARCZYK;Cezary Stanisław;M;adwokat;PO;16357;4.72;t
2019;40;5;KO;12;URBANIAK;Marcin Sylwester;M;dyrektor handlowy;BEZPARTYJNY;224;0.08;n
2019;40;5;KO;6;OSTASZEWSKI;Adam;M;radca prawny;InicjatywaPolska;1523;0.56;n
2019;40;5;KO;13;BUTRYM;Danuta Zofia;K;nauczyciel;BEZPARTYJNY;686;0.25;n
2019;10;5;KO;13;BILSKI;Kuba;M;student;Zieloni;463;0.13;n
2019;40;5;KO;7;KARLIŃSKA;Elżbieta Wiesława;K;wyższy urzędnik samorządowy;BEZPARTYJNY;2960;1.09;n
2019;10;5;KO;2;SPÓLNICKA;Magdalena Sylwia;K;farmaceuta;PO;11790;3.40;n
2019;40;5;KO;14;LEŚNIEWSKA;Małgorzata;K;specjalista administracji publicznej;BEZPARTYJNY;1140;0.42;n
2019;40;5;KO;8;STRZĄBAŁA;Tomasz;M;prawnik;BEZPARTYJNY;8439;3.11;n
2019;10;5;KO;14;TOKARSKI;Piotr Sebastian;M;ekonomista;PO;646;0.19;n
2019;40;5;KO;15;BAŃKOWSKA;Anna;K;nauczyciel;PO;904;0.33;n
2019;10;5;KO;3;RUTKOWSKA;Dorota;K;socjolog;PO;7303;2.11;n
2019;40;5;KO;16;HARDIE-DOUGLAS;Jerzy;M;lekarz specjalista chirurgii onkologicznej;PO;10280;3.78;t
2019;24;5;KO;26;KARCZEWSKA;Wioletta Maria;K;nauczyciel języka obcego;PO;130;0.02;n
2019;10;5;KO;15;WOLIŃSKA;Sylwia;K;logistyk;BEZPARTYJNY;311;0.09;n
2019;24;5;KO;27;MALINOWSKA;Beata;K;pracownik administracyjny;Nowoczesna;260;0.05;n
2019;10;5;KO;4;KLATKA;Barbara Ewa;K;menedżer sportu;PO;5879;1.70;n
2019;24;5;KO;28;CIMOSZEWICZ;Tomasz;M;przedsiębiorca;PO;6828;1.31;n
2019;10;5;KO;16;KOWALCZYK;Jan Wojciech;M;rolnik;PO;212;0.06;n
2019;10;5;KO;5;SOKALSKI;Jacek Marian;M;ekonomista;BEZPARTYJNY;2380;0.69;n
2019;23;4;KONFEDERACJA;16;SALWA;Małgorzata Kazimiera;K;nauczyciel;BEZPARTYJNY;320;0.05;n
2019;10;5;KO;17;PONIATOWSKA;Ewa Justyna;K;nauczycielka;BEZPARTYJNY;272;0.08;n
2019;23;4;KONFEDERACJA;17;KOTOWICZ;Mariola Ksenia;K;technik farmaceutyczny;BEZPARTYJNY;365;0.06;n
2019;10;5;KO;6;ROŻNIATOWSKI;Arkadiusz Paweł;M;pracownik obsługi klienta;PO;1137;0.33;n
2019;23;4;KONFEDERACJA;18;DĄBEK;Damian Łukasz;M;inżynier budownictwa;RuchNarodowy;478;0.08;n
2019;23;4;KONFEDERACJA;19;STRZAŁKA;Albert Jan;M;kierowca;Korwin;222;0.04;n
2019;10;5;KO;7;TELUS;Robert;M;technik mechanik;BEZPARTYJNY;1163;0.34;n
2019;10;5;KO;18;WĘŻYK-GŁOWACKA;Marlena Irena;K;administratywista;PO;4133;1.19;n
2019;23;4;KONFEDERACJA;20;LIS;Aleksandra Mirosława;K;kierownik do spraw marketingu;BEZPARTYJNY;308;0.05;n
2019;23;4;KONFEDERACJA;21;JEDYNAK;Dariusz Grzegorz;M;elektronik;BEZPARTYJNY;187;0.03;n
2019;23;4;KONFEDERACJA;22;WACYRA;Paulina Elżbieta;K;przedsiębiorca;BEZPARTYJNY;165;0.03;n
2019;23;4;KONFEDERACJA;23;FILA;Piotr Robert;M;logistyk;BEZPARTYJNY;409;0.07;n
2019;23;4;KONFEDERACJA;24;ŚRODOŃ;Monika Paulina;K;nauczyciel;BEZPARTYJNY;217;0.04;n
2019;10;5;KO;8;KUBA;Elżbieta Ewa;K;księgowa;BEZPARTYJNY;676;0.20;n
2019;23;4;KONFEDERACJA;25;ZAPAŁOWSKA;Monika Ewa;K;pracownik administracyjny;BEZPARTYJNY;128;0.02;n
2019;23;4;KONFEDERACJA;26;BATORA;Marcin Mateusz;M;logistyk;BEZPARTYJNY;455;0.08;n
2019;10;5;KO;9;JANIEC;Roman Stanisław;M;nauczyciel;BEZPARTYJNY;223;0.06;n
2019;40;3;SLD;9;KOKOT;Ewa Bożena;K;zarządzanie - gospodarowanie nieruchomościami;SLD;709;0.26;n
2019;23;4;KONFEDERACJA;27;BROŻ;Robert Krzysztof;M;przedsiębiorca;BEZPARTYJNY;53;0.01;n
2019;23;4;KONFEDERACJA;28;BIELECKA;Karolina Maria;K;kucharz;BEZPARTYJNY;251;0.04;n
2019;23;4;KONFEDERACJA;29;FLIS;Michał;M;monter konstrukcji aluminowych;BEZPARTYJNY;318;0.05;n
2019;13;3;SLD;1;GDULA;Maciej Roman;M;socjolog;BEZPARTYJNY;35279;5.43;t
2019;23;4;KONFEDERACJA;30;MAZUR;Krzysztof;M;ekonomista;BEZPARTYJNY;764;0.13;n
2019;40;3;SLD;10;PAPROCKA;Katarzyna Petronela;K;ekonomista;Wiosna;820;0.30;n
2019;40;3;SLD;1;PROKOP-PACZKOWSKA;Małgorzata Barbara;K;dziennikarka;Wiosna;15300;5.63;t
2019;13;3;SLD;2;GOSEK-POPIOŁEK;Daria Iwona;K;kierowniczka domu kultury;LewicaRazem;17488;2.69;t
2019;10;5;KO;10;SENEJKO;Andrzej Jerzy;M;adwokat;Nowoczesna;223;0.06;n
2019;40;3;SLD;11;KUSIAKIEWICZ;Magdalena Teresa;K;ekonomista;BEZPARTYJNY;599;0.22;n
2019;40;3;SLD;2;KOTLĘGA;Jerzy Waldemar;M;nauczyciel akademicki;SLD;8113;2.99;n
2019;13;3;SLD;3;LIPIŃSKA-PIEKARSKA;Joanna Olszyna;K;urzędnik samorządowy;SLD;5059;0.78;n
2019;40;3;SLD;12;KUJATH;Hanna;K;rolnik;BEZPARTYJNY;294;0.11;n
2019;10;5;KO;11;LISTWOŃ;Anna Renata;K;technik farmacji;Nowoczesna;254;0.07;n
2019;40;3;SLD;13;ADAMCZYK;Marcin Dominik;M;specjalista od pozyskiwania funduszy europejskich;BEZPARTYJNY;519;0.19;n
2019;38;3;SLD;1;STANDERSKI;Dariusz Marian;M;ekonomista;Wiosna;12560;3.60;n
2019;13;3;SLD;4;KRÓL;Józef Stanisław;M;technik elektryk;BEZPARTYJNY;2186;0.34;n
2019;38;3;SLD;2;AJCHLER;Romuald Kazimierz;M;rolnik;SLD;14438;4.14;t
2019;38;3;SLD;3;BOCIAN;Kamil Bartosz;M;architekt;LewicaRazem;3131;0.90;n
2019;13;3;SLD;5;DROPEK;Magdalena;K;dziennikarka;BEZPARTYJNY;2344;0.36;n
2019;38;3;SLD;4;GRZECHOWIAK;Agnieszka Magdalena;K;politolog;SLD;3417;0.98;n
2019;25;1;PSL;10;NOWAK;Bartosz Kazimierz;M;rolnik;PSL;1035;0.20;n
2019;25;1;PSL;1;KOBYLARZ;Andrzej Sławomir;M;parlamentarzysta;BEZPARTYJNY;7463;1.41;n
2019;40;3;SLD;3;WEZGRAJ;Jacek Artur;M;psycholog;LewicaRazem;5322;1.96;n
2019;38;3;SLD;5;JÓZEFOWSKA;Katarzyna;K;nauczyciel;BEZPARTYJNY;1601;0.46;n
2019;25;1;PSL;11;DASZKIEWICZ;Maria Jolanta;K;ekolog;PSL;830;0.16;n
2019;40;3;SLD;14;OLSZEWSKI;Łukasz Patryk;M;inżynier drogowy;Wiosna;503;0.19;n
2019;25;1;PSL;2;TRAWICKI;Krzysztof Gabriel;M;lekarz weterynarii;PSL;5310;1.00;n
2019;13;3;SLD;6;KUBAŃSKA;Magdalena Bronisława;K;księgowa;SLD;1889;0.29;n
2019;40;3;SLD;4;LEWANDOWSKI;Andrzej;M;inżynier mechanik;Ruch;2260;0.83;n
2019;25;1;PSL;12;KŁOS;Małgorzata Maria;K;księgowa;PSL;991;0.19;n
2019;40;3;SLD;15;BOCK;Maciej Walenty;M;przedstawiciel handlowy;Wiosna;681;0.25;n
2019;25;1;PSL;3;PAWŁOWSKA;Maria Urszula;K;prawnik;PSL;2774;0.52;n
2019;40;3;SLD;5;SZUBA;Agnieszka;K;nauczyciel;BEZPARTYJNY;2757;1.01;n
2019;25;1;PSL;13;WERONIECKI;Bartosz Szymon;M;inżynier leśnik;PSL;992;0.19;n
2019;40;3;SLD;16;CHYŁA;Małgorzata Genowefa;K;nauczyciel;BEZPARTYJNY;1887;0.69;n
2019;25;1;PSL;14;GRAHN;Marianna;K;ekonomista;PSL;228;0.04;n
2019;40;3;SLD;6;FABIAŃCZYK;Lech Antoni;M;dziennikarz;KPP;819;0.30;n
2019;25;1;PSL;15;MICHALAK;Leszek;M;mistrz cukiernictwa;PSL;374;0.07;n
2019;40;3;SLD;7;MASTALERZ;Agnieszka Katarzyna;K;analityk finansowy;BEZPARTYJNY;1102;0.41;n
2019;25;1;PSL;4;KUCHAREK;Adam Antoni;M;przedsiębiorca;BEZPARTYJNY;1199;0.23;n
2019;25;1;PSL;16;KAMIŃSKI;Paweł;M;przedsiębiorca;PSL;644;0.12;n
2019;25;1;PSL;17;DOMBROWSKA-GRUBBA;Beata Agnieszka;K;ekonomista;BEZPARTYJNY;571;0.11;n
2019;25;1;PSL;5;KACZYŃSKI;Leszek Józef;M;rolnik;BEZPARTYJNY;1057;0.20;n
2019;40;3;SLD;8;SZKANDERA;Józef Romuald;M;animator kultury;LewicaRazem;258;0.09;n
2019;25;1;PSL;18;HOŁUBOWSKI;Bartosz Rafał;M;student turystyki;BEZPARTYJNY;237;0.04;n
2019;25;1;PSL;6;SARNOWSKI;Wojciech Ireneusz;M;inżynier produkcji;BEZPARTYJNY;1400;0.26;n
2019;25;1;PSL;19;RYBAKOWSKA;Małgorzata;K;przedsiębiorca;BEZPARTYJNY;336;0.06;n
2019;25;1;PSL;7;BIERNACKI;Paweł Piotr;M;nauczyciel;BEZPARTYJNY;1227;0.23;n
2019;34;5;KO;1;PROTAS;Jacek;M;polityk;PO;24266;9.67;t
2019;25;1;PSL;20;MŁOT;Andrzej;M;prawnik;PSL;545;0.10;n
2019;25;1;PSL;8;CYMERYS;Wojciech;M;inżynier rolnik;PSL;646;0.12;n
2019;25;1;PSL;21;PASZEK;Krystyna;K;rolnik;BEZPARTYJNY;447;0.08;n
2019;34;5;KO;2;HORDEJUK;Bernadeta Justyna;K;urzędnik samorządowy;PO;7303;2.91;n
2019;27;1;PSL;10;ŻYŁA;Tadeusz;M;właściciel zakładu;PSL;1281;0.33;n
2019;27;1;PSL;1;SZEMLA;Mirosław Stanisław;M;dyrektor ds. wdrożeń i rozwoju technologii;PSL;10108;2.60;n
2019;25;1;PSL;22;DĄBEK-STOBIERSKA;Janina Maria;K;nauczyciel;BEZPARTYJNY;211;0.04;n
2019;25;1;PSL;9;TUSK;Lucyna Maria;K;sprzedawca;BEZPARTYJNY;1022;0.19;n
2019;27;1;PSL;2;ORMANIEC;Marian Albin;M;dyrektor generalny;PSL;2827;0.73;n
2019;27;1;PSL;11;KUĆKA;Edward Stanisław;M;przedstawiciel władzy samorządowej;PSL;581;0.15;n
2019;25;1;PSL;23;GRAJOSZEK;Zbigniew Mariusz;M;inżynier rolnik;PSL;226;0.04;n
2019;27;1;PSL;3;KIEREŚ;Małgorzata;K;etnograf;BEZPARTYJNY;2556;0.66;n
2019;34;5;KO;3;GELERT;Elżbieta Kazimiera;K;menadżer ochrony zdrowia;PO;11590;4.62;t
2019;25;1;PSL;24;DORNIAK;Tomasz;M;inżynier środowiska;PSL;1438;0.27;n
2019;38;3;SLD;6;WILK-BARAN;Anna Elżbieta;K;dziennikarz;RSS;995;0.29;n
2019;27;1;PSL;12;SZCZEPAŃCZYK-CHROBAK;Magdalena Ewa;K;ekonomista;BEZPARTYJNY;446;0.11;n
2019;27;1;PSL;4;OGIEGŁO;Alicja;K;nauczyciel;BEZPARTYJNY;1704;0.44;n
2019;34;5;KO;4;CIEŚLIŃSKI;Piotr;M;ekonomista;PO;7862;3.13;n
2019;38;3;SLD;7;FLIEGER;Jacek Tadeusz;M;informatyk;SLD;595;0.17;n
2019;27;1;PSL;5;MAJOR;Przemysław;M;przedstawiciel władzy samorządowej;BEZPARTYJNY;1165;0.30;n
2019;38;3;SLD;8;SMYKOWSKA;Karolina;K;przedsiębiorca;BEZPARTYJNY;1179;0.34;n
2019;27;1;PSL;13;SOSNOWSKA;Justyna Barbara;K;laborant chemiczny;ŚlonzokiRazem;519;0.13;n
2019;27;1;PSL;6;SZENDERA;Waldemar Michał;M;biolog;PSL;1032;0.27;n
2019;34;5;KO;5;DEMBEK;Ewa Barbara;K;nauczyciel;PO;2269;0.90;n
2019;27;1;PSL;7;JARCO;Dawid Sylwester;M;ekonomista;BEZPARTYJNY;949;0.24;n
2019;27;1;PSL;14;BRZOSKA-KRAWCZYK;Brygida Urszula;K;emerytka;ŚlonzokiRazem;144;0.04;n
2019;27;1;PSL;8;WÓJCIK;Ryszard Tadeusz;M;emeryt;PSL;576;0.15;n
2019;34;5;KO;6;KRÓLAK;Katarzyna;K;prawnik;Nowoczesna;3298;1.31;n
2019;38;3;SLD;10;BIRULA;Paulina;K;asystent zarządu;BEZPARTYJNY;802;0.23;n
2019;27;1;PSL;9;WENGLORZ;Halina Stefania;K;pielęgniarka;PSL;808;0.21;n
2019;27;1;PSL;15;GRZYB;Andrzej Bernard;M;specjalista bankowości;PSL;316;0.08;n
2019;27;1;PSL;18;KOŻUSZNIK;Danuta Maria;K;nauczyciel;PSL;1498;0.38;n
2019;15;3;SLD;10;WĘGRZYN;Przemysław;M;informatyk;BEZPARTYJNY;380;0.11;n
2019;27;1;PSL;16;GAWĘDA;Grzegorz Ryszard;M;przedstawiciel władzy samorządowej;PSL;754;0.19;n
2019;34;5;KO;7;JANICKI;Marian;M;inż. mechanik;BEZPARTYJNY;1393;0.56;n
2019;27;1;PSL;17;BUTOR;Lucyna;K;właściciel zakładu;PSL;488;0.13;n
2019;15;3;SLD;11;JEWUŁA;Romana Anna;K;pracownik administracyjny;BEZPARTYJNY;428;0.12;n
2019;34;5;KO;8;DZIĄG;Leszek Jan;M;nauczyciel;PO;1205;0.48;n
2019;34;5;KO;9;ZABŁOCKA;Elżbieta;K;nauczyciel;PO;2035;0.81;n
2019;15;3;SLD;12;NIZIOŁEK;Renata Lucyna;K;nauczyciel akademicki;BEZPARTYJNY;330;0.10;n
2019;34;5;KO;10;CZYŻYK;Antoni;M;inż. mechanik;PO;2489;0.99;n
2019;13;3;SLD;7;BIELAWSKA;Barbara Ewa;K;pedagożka;LewicaRazem;2130;0.33;n
2019;15;3;SLD;13;KONOPKA;Liliana Karolina;K;menedżer;SLD;492;0.14;n
2019;34;5;KO;11;KOWALSKI;Ryszard;M;nauczyciel;PO;891;0.36;n
2019;13;3;SLD;8;TRZYBIŃSKI;Marek;M;emeryt;SLD;1001;0.15;n
2019;34;5;KO;12;JANCZEWSKA;Krystyna;K;technik rolnik;PO;273;0.11;n
2019;38;3;SLD;9;ŚLIWAK;Stanisław Tomasz;M;emeryt;BEZPARTYJNY;684;0.20;n
2019;34;5;KO;13;BORKOWSKI;Marek;M;nauczyciel;BEZPARTYJNY;733;0.29;n
2019;15;3;SLD;14;BOROWICZ;Artur Łukasz;M;przedsiębiorca;LewicaRazem;242;0.07;n
2019;15;3;SLD;1;JABŁOŃSKI;Jacek Andrzej;M;przedsiębiorca;Wiosna;9956;2.87;n
2019;34;5;KO;14;DOMAŃSKA;Angelika Jolanta;K;grafik komputerowy;Zieloni;498;0.20;n
2019;34;5;KO;15;PIŚKIEWICZ;Łukasz;M;prawnik;PO;862;0.34;n
2019;38;3;SLD;11;MELIŃSKI;Andrzej;M;przedsiębiorca;SLD;354;0.10;n
2019;34;5;KO;16;SYCZ;Miron;M;nauczyciel;PO;4353;1.74;n
2019;15;3;SLD;15;MAŁEK;Justyna Magdalena;K;filolog;LewicaRazem;449;0.13;n
2019;34;4;KONFEDERACJA;1;WYRĘBEK;Andrzej Piotr;M;lekarz;Korwin;7450;2.97;n
2019;6;5;KO;1;MUCHA;Joanna;K;ekonomistka;PO;57577;10.18;t
2019;38;3;SLD;12;MINGE;Natalia Ewa;K;psycholog;LewicaRazem;1219;0.35;n
2019;34;4;KONFEDERACJA;2;SZYNKIELEWSKA;Kaja Ewelina;K;rejestratorka;BEZPARTYJNY;1403;0.56;n
2019;6;5;KO;2;KRAWCZYK;Michał Mateusz;M;przedstawiciel władzy samorządowej;PO;8408;1.49;t
2019;38;3;SLD;13;KAPLANSKYY;Maksym;M;dyrektor operacyjny;Wiosna;288;0.08;n
2019;30;8;BS;11;STRACH;Izabela Urszula;K;nauczyciel języka polskiego;BEZPARTYJNY;551;0.17;n
2019;34;4;KONFEDERACJA;3;ŁOŻYŃSKI;Krystian Maciej;M;stolarz;RuchNarodowy;1071;0.43;n
2019;38;3;SLD;14;BUŚKO;Patrycja Monika;K;kosmetolog;BEZPARTYJNY;655;0.19;n
2019;38;3;SLD;15;BILON;Marta Grażyna;K;urzędnik;Wiosna;649;0.19;n
2019;6;5;KO;3;WCISŁO;Marta Anna;K;przedstawiciel władzy samorządowej;PO;15062;2.66;t
2019;34;4;KONFEDERACJA;4;KACZKOWSKI;Tomasz Jacek;M;emeryt;Korwin;789;0.31;n
2019;30;3;SLD;10;LEONARSKI;Tomasz Marek;M;kierownik do spraw sprzedaży;BEZPARTYJNY;399;0.12;n
2019;30;3;SLD;1;KOPIEC;Maciej Kamil;M;ekonomista;Wiosna;14973;4.49;t
2019;6;5;KO;4;NAKONIECZNY;Paweł Krzysztof;M;przedsiębiorca;PO;4123;0.73;n
2019;15;3;SLD;16;MROZOWSKI;Maciej Jan;M;menedżer;Wiosna;147;0.04;n
2019;30;3;SLD;2;NOWAK;Mirosław Krzysztof;M;właściciel zakładu usługowego;SLD;3494;1.05;n
2019;34;4;KONFEDERACJA;5;HUL;Marek;M;rolnik;BEZPARTYJNY;628;0.25;n
2019;30;3;SLD;11;GRANICZKA;Roman Wojciech;M;elektryk;LewicaRazem;173;0.05;n
2019;6;5;KO;5;LISOWSKA;Bożena Grażyna;K;przedsiębiorca;PO;2746;0.49;n
2019;38;3;SLD;16;MIĘSIKOWSKI;Jakub Paweł;M;historyk;LewicaRazem;170;0.05;n
2019;34;4;KONFEDERACJA;6;POŁEĆ;Agnieszka Maria;K;student;BEZPARTYJNY;948;0.38;n
2019;30;3;SLD;3;SMOLIŃSKI;Zdzisław;M;Chemik;LewicaRazem;1524;0.46;n
2019;30;3;SLD;12;GONSIOR;Agnieszka Dominika;K;kierownik do spraw sprzedaży;BEZPARTYJNY;497;0.15;n
2019;6;5;KO;6;BABISZ;Krzysztof;M;nauczyciel;PO;3008;0.53;n
2019;30;3;SLD;4;KUSTRA;Hanna Joanna;K;opiekunka dziecięca;BEZPARTYJNY;2265;0.68;n
2019;6;5;KO;7;KOMORSKI;Krzysztof;M;socjolog;PO;2814;0.50;n
2019;30;3;SLD;13;KORBEL;Agnieszka Lidia;K;psychoterapeuta;LewicaRazem;729;0.22;n
2019;34;4;KONFEDERACJA;7;RUKSZTEŁŁO;Teresa Genowefa;K;armator rybak morski;BEZPARTYJNY;281;0.11;n
2019;38;3;SLD;17;MAŃKOWSKA;Hanna;K;nauczyciel;BEZPARTYJNY;1394;0.40;n
2019;31;4;KONFEDERACJA;1;SOŚNIERZ;Dobromir Andrzej;M;przedsiębiorca;Korwin;22191;4.73;t
2019;15;3;SLD;17;SERWIN;Alicja Łucja;K;plastyk;TwójRuch;265;0.08;n
2019;6;5;KO;8;BOJARSKI;Krzysztof;M;lekarz;PO;2926;0.52;n
2019;34;4;KONFEDERACJA;8;ZENOWICZ;Marika;K;przedsiębiorca;RuchNarodowy;676;0.27;n
2019;30;3;SLD;5;URBAŃCZYK;Piotr Aleksander;M;górnik eksploatacji podziemnej;SLD;1127;0.34;n
2019;30;3;SLD;14;KWAŚNY;Piotr;M;pracownik socjalny;BEZPARTYJNY;646;0.19;n
2019;38;3;SLD;18;CUKIER;Adam Roman;M;ekonomista;SLD;2224;0.64;n
2019;6;5;KO;9;ORGASIŃSKI;Lucjan;M;politolog;BEZPARTYJNY;482;0.09;n
2019;34;4;KONFEDERACJA;9;SZCZEPAŃSKA;Genowefa Grażyna;K;technik administracji;BEZPARTYJNY;410;0.16;n
2019;30;3;SLD;6;WITALA-SŁUGA;Ilona Beata;K;nauczyciel geografii;SLD;976;0.29;n
2019;34;4;KONFEDERACJA;10;CHRAPAN;Marek;M;emeryt;RuchNarodowy;531;0.21;n
2019;6;5;KO;10;WASILEWSKA;Bożenna;K;przedsiębiorca;BEZPARTYJNY;383;0.07;n
2019;15;3;SLD;18;SZTORC;Andrzej Stefan;M;politolog;BEZPARTYJNY;539;0.16;n
2019;16;8;BS;1;KŁOBUKOWSKI;Paweł;M;inżynier mechanik;BEZPARTYJNY;1289;0.35;n
2019;16;8;BS;11;KOZIŃSKI;Przemysław Piotr;M;prawnik;BEZPARTYJNY;108;0.03;n
2019;16;8;BS;2;GĄSIOROWSKI;Marek;M;nauczyciel;BEZPARTYJNY;390;0.11;n
2019;30;3;SLD;7;POŻAROWSZCZYK;Andrzej;M;inżynier organizacji i planowania produkcji;SLD;934;0.28;n
2019;6;5;KO;11;BIAŁOWĄS;Waldemar Franciszek;M;przedsiębiorca;PO;1687;0.30;n
2019;15;3;SLD;2;WOŹNIAK;Jerzy Andrzej;M;lekarz medycyny;SLD;2888;0.83;n
2019;16;8;BS;12;LEŃSKA;Elżbieta;K;opiekun osoby starszej;BEZPARTYJNY;159;0.04;n
2019;16;8;BS;3;JAKUBOWSKA;Izabela;K;historyk;BEZPARTYJNY;588;0.16;n
2019;30;3;SLD;8;NOSIADEK;Izabela Małgorzata;K;bibliotekarz;BEZPARTYJNY;1224;0.37;n
2019;6;5;KO;12;JUCHNIKOWSKI;Józef Stanisław;M;matematyk;BEZPARTYJNY;258;0.05;n
2019;30;3;SLD;15;SOBIK;Zofia;K;pozostały specjalista z dziedziny prawa;BEZPARTYJNY;710;0.21;n
2019;16;8;BS;17;ZALIKHOV;Robert;M;student;BEZPARTYJNY;75;0.02;n
2019;16;8;BS;4;KUŚMIREK;Andrzej Mikołaj;M;przedstawiciel handlowy;BEZPARTYJNY;415;0.11;n
2019;16;8;BS;13;WIŚNIEWSKI;Mateusz;M;mechanik;BEZPARTYJNY;155;0.04;n
2019;6;5;KO;13;GUZ;Sylwia Stanisława;K;socjolog;BEZPARTYJNY;1006;0.18;n
2019;30;3;SLD;9;SIEŃKO;Patrycja Anna;K;specjalista do spraw turystyki;LewicaRazem;539;0.16;n
2019;16;8;BS;5;DŁUGOŁĘCKI;Mariusz;M;prawnik;BEZPARTYJNY;205;0.06;n
2019;16;8;BS;14;BILIŃSKA;Arleta Agnieszka;K;handlowiec;BEZPARTYJNY;137;0.04;n
2019;16;8;BS;6;KOSSECKI;Paweł Antoni;M;nauczyciel akademicki;BEZPARTYJNY;108;0.03;n
2019;16;8;BS;18;PAPIEROWSKA;Kinga;K;student;BEZPARTYJNY;167;0.05;n
2019;6;5;KO;14;KUREK;Paweł Tomasz;M;nauczyciel informatyki;Nowoczesna;1163;0.21;n
2019;16;8;BS;7;DĄBROWSKA;Żaneta;K;specjalista do spraw sprzedaży;BEZPARTYJNY;281;0.08;n
2019;28;5;KO;1;LESZCZYNA;Izabela Dorota;K;nauczyciel;PO;36266;12.75;t
2019;15;3;SLD;3;SKOWROŃSKA;Ewa;K;krawcowa;LewicaRazem;1979;0.57;n
2019;16;8;BS;19;LATARSKI;Tomasz;M;elektromechanik;BEZPARTYJNY;120;0.03;n
2019;6;5;KO;15;SZABAŁA;Magdalena Anna;K;lekarz weterynarii;BEZPARTYJNY;663;0.12;n
2019;16;8;BS;15;KACPERCZYK;Krystyna Barbara;K;sportowiec;BEZPARTYJNY;44;0.01;n
2019;16;8;BS;8;PIETRUS;Artur;M;specjalista BHP;BEZPARTYJNY;259;0.07;n
2019;30;3;SLD;16;RYCZKOWSKA;Agnieszka Barbara;K;analityk baz danych;BEZPARTYJNY;298;0.09;n
2019;36;5;KO;1;WITCZAK;Mariusz Sebastian;M;politolog;PO;36120;7.87;t
2019;16;8;BS;9;KUBIAK;Monika;K;specjalista resocjalizacji;BEZPARTYJNY;435;0.12;n
2019;28;5;KO;2;SZEWIŃSKI;Andrzej;M;urzędnik;PO;10023;3.52;t
2019;15;3;SLD;4;KOCOŃ;Dorota;K;pielęgniarka;BEZPARTYJNY;791;0.23;n
2019;6;5;KO;16;TRYBOŃ;Maciej Stefan;M;trener sportu;BEZPARTYJNY;484;0.09;n
2019;17;9;LIROY;1;CZERNIAK;Hubert Stanisław;M;lekarz medycyny;BEZPARTYJNY;1464;0.44;n
2019;30;3;SLD;17;KALINOWSKA;Iwona Maria;K;nauczyciel języka polskiego;BEZPARTYJNY;638;0.19;n
2019;16;8;BS;20;JANKOWSKI;Artur;M;technik mechanik;BEZPARTYJNY;492;0.13;n
2019;16;8;BS;10;LUBOWIEDZKI;Daniel;M;technik budowlany;BEZPARTYJNY;147;0.04;n
2019;16;8;BS;16;NASIEROWSKA;Dorota;K;animator;BEZPARTYJNY;107;0.03;n
2019;28;5;KO;3;SALWIERAK;Marta Maria;K;kierownik projektu;PO;3443;1.21;n
2019;6;5;KO;17;DUNECKA;Małgorzata Teresa;K;przedsiębiorca;BEZPARTYJNY;303;0.05;n
2019;17;9;LIROY;2;WAŚKIEWICZ;Mateusz;M;przedsiębiorca;BEZPARTYJNY;147;0.04;n
2019;28;5;KO;4;ROZPONDEK;Halina Leokadia;K;bibliotekoznawca;PO;2506;0.88;n
