Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;10;FIGIEL;Andrzej Jan;Mężczyzna;BEZP;student
SLD;KWPP;1;SZCZEPAŃSKI;Wiesław Andrzej;Mężczyzna;SLD;ekonomista
SLD;KWPP;2;MAZUR;Marek Miłosz;Mężczyzna;Wiosna;technik awionik
SLD;KWPP;3;PAWLICZAK;Karolina Monika;Kobieta;SLD;prawnik
SLD;KWPP;4;BŁAŻEJCZAK-KLECZEWSKA;Beata;Kobieta;LRazem;Specjalista do spraw ochrony środowiska
SLD;KWPP;5;WAJS;Józef Włodzimierz;Mężczyzna;SLD;emeryt
SLD;KWPP;6;SŁODOWY;Zbigniew Edward;Mężczyzna;SLD;pracownik samorządowy
SLD;KWPP;7;KŁOSOWSKI;Krzysztof;Mężczyzna;SLD;ekonomista
SLD;KWPP;8;SYNORACKI;Krzysztof;Mężczyzna;SLD;nauczyciel
SLD;KWPP;9;ZALESIŃSKI;Zbigniew Stanisław;Mężczyzna;Wiosna;ekonomista
SLD;KWPP;10;KĘDZIA;Ewa;Kobieta;BEZP;pracownik socjalny
SLD;KWPP;11;HUMELT;Bożena Maria;Kobieta;SLD;pracownik socjalny
SLD;KWPP;12;TRĄBKA;Sławomir;Mężczyzna;BEZP;mechanik
SLD;KWPP;13;STACHOWIAK;Arkadiusz;Mężczyzna;SLD;pracownik samorządowy
SLD;KWPP;14;SZYMAŃSKA;Alina Bernadeta;Kobieta;BEZP;pielęgniarka
SLD;KWPP;15;CIEŚLAK;Elżbieta;Kobieta;BEZP;specjalista administracji publicznej
SLD;KWPP;16;WITCZAK;Violetta Małgorzata;Kobieta;BEZP;mechanik
SLD;KWPP;17;STĘPNIAK;Grzegorz;Mężczyzna;BEZP;instruktor nauki jazdy
SLD;KWPP;18;GURDEK;Monika;Kobieta;BEZP;politolog
SLD;KWPP;19;MACHOWSKA;Angelika Justyna;Kobieta;LRazem;pracownik administracyjno biurowy
SLD;KWPP;20;HIBNER;Karol;Mężczyzna;SLD;pedagog
SLD;KWPP;21;KAŹMIERCZAK;Bernardyna;Kobieta;BEZP;budowlaniec
SLD;KWPP;22;JASZCZYK;Grażyna Antonina;Kobieta;SLD;pielęgniarka
SLD;KWPP;23;NOWACKI;Konrad;Mężczyzna;LRazem;informatyk
PiS;KWPP;1;DZIEDZICZAK;Jan Michał;Mężczyzna;PiS;politolog
PiS;KWPP;2;ŁAWNICZAK;Tomasz;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;3;MOSIŃSKI;Jan;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;4;MALĄG;Marlena Magdalena;Kobieta;PiS;wyższy urzędnik państwowy
PiS;KWPP;5;KALETA;Piotr Marek;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;6;CZECHAK;Lidia;Kobieta;PiS;prawnik
PiS;KWPP;7;BIERŁA;Leszek Józef;Mężczyzna;PiS;wyższy urzędnik samorządowy
PiS;KWPP;8;SOWA;Marek Jan;Mężczyzna;PiS;ekonomista
PiS;KWPP;9;MICHNIEWICZ;Romuald Michał;Mężczyzna;PorozumienieJarosławaGowina;nauczyciel akademicki
PiS;KWPP;10;SÓJKA;Katarzyna;Kobieta;PiS;lekarz
PiS;KWPP;11;KUBIAK;Agnieszka Beata;Kobieta;SolidarnaPolska;księgowy
PiS;KWPP;12;KOZŁOWSKI;Jerzy;Mężczyzna;BEZP;parlamentarzysta
PiS;KWPP;13;JANUSZKIEWICZ;Piotr Józef;Mężczyzna;PiS;lekarz
PiS;KWPP;14;DZIEDZIC;Krzysztof Józef;Mężczyzna;BEZP;wyższy urzędnik samorządowy
PiS;KWPP;15;SZYMONIAK;Czesław Jan;Mężczyzna;PiS;nauczyciel wychowania fizycznego
PiS;KWPP;16;ŚNIEGOCKA;Alicja Maria;Kobieta;PiS;wyższy urzędnik samorządowy
PiS;KWPP;17;KALAK;Sławomira Maria;Kobieta;PiS;nauczyciel historii i społeczeństwa
PiS;KWPP;18;SŁOWIŃSKA;Dorota;Kobieta;PiS;pedagog
PiS;KWPP;19;JAGODZIŃSKI;Maciej Antoni;Mężczyzna;BEZP;lekarz weterynarii
PiS;KWPP;20;ANDRZEJEWSKA;Teresa Małgorzata;Kobieta;BEZP;radca prawny
PiS;KWPP;21;NAWROT;Joanna;Kobieta;BEZP;dziennikarz
PiS;KWPP;22;SZCZERBAŃ;Jan Franiciszek;Mężczyzna;PiS;nauczyciel
PiS;KWPP;23;BĄKOWSKI;Marek;Mężczyzna;PiS;ogrodnik
PiS;KWPP;24;PLICHTA;Andrzej;Mężczyzna;PiS;pracownik administracji rządowej
PSL;KWPP;1;GRZYB;Andrzej Marian;Mężczyzna;PSL;ekonomista
PSL;KWPP;2;WALKOWSKI;Piotr;Mężczyzna;PSL;rolnik
PSL;KWPP;3;KOBUS;Bartosz Marek;Mężczyzna;BEZP;wyższy urzędnik samorządowy
PSL;KWPP;4;GÓRALCZYK;Agnieszka Magdalena;Kobieta;PSL;ekonomista
PSL;KWPP;5;MARSZAŁEK;Franciszek;Mężczyzna;PSL;prawnik
PSL;KWPP;6;MAŁYCHA;Wiesława;Kobieta;BEZP;sprzedawca
PSL;KWPP;7;GRZESIEK;Jan;Mężczyzna;PSL;ekonomista
PSL;KWPP;8;MARTYN;Grzegorz Piotr;Mężczyzna;PSL;rolnik
PSL;KWPP;9;BANAŚ;Małgorzata;Kobieta;BEZP;wyższy urzędnik samorządowy
PSL;KWPP;10;PIERZCHLEWICZ;Piotr;Mężczyzna;BEZP;sprzedawca
PSL;KWPP;11;KONOPKA;Jacek;Mężczyzna;PSL;budowlaniec
PSL;KWPP;12;PERSKI;Janusz Aleksander;Mężczyzna;PSL;rolnik
PSL;KWPP;13;KUCHARSKA;Beata;Kobieta;BEZP;fryzjer
PSL;KWPP;14;PIEKARSKA-NOWAK;Karolina Justyna;Kobieta;PSL;pracownik socjalny
PSL;KWPP;15;RYBACKA;Agnieszka;Kobieta;BEZP;urzędnik samorządowy
PSL;KWPP;16;MOTYLEWSKI;Alojzy Ignacy;Mężczyzna;BEZP;mechanik
PSL;KWPP;17;KRAKOWIAK;Małgorzata;Kobieta;BEZP;księgowy
PSL;KWPP;18;KOŻAŃSKA;Kinga;Kobieta;BEZP;florysta
PSL;KWPP;19;WYSOTA;Bożena Mariola;Kobieta;PSL;rolnik
PSL;KWPP;20;KINAL;Dorota Katarzyna;Kobieta;PSL;nauczyciel
PSL;KWPP;21;WASIELEWSKI;Maciej Paweł;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;22;KOBUS-MARCZAK;Joanna Jolanta;Kobieta;PSL;nauczyciel
PSL;KWPP;23;KUBIAK;Andrzej;Mężczyzna;PSL;rolnik
PSL;KWPP;24;GRABOWSKI;Krzysztof Andrzej;Mężczyzna;PSL;politolog
KOBW;KKW;1;WITCZAK;Mariusz Sebastian;Mężczyzna;PORP;politolog
KOBW;KKW;2;URBANIAK;Jarosław Piotr;Mężczyzna;PORP;logik
KOBW;KKW;3;HENCZYCA;Bożena Katarzyna;Kobieta;PORP;polityk
KOBW;KKW;4;RUSIECKI;Grzegorz Stanisław;Mężczyzna;PORP;prawnik
KOBW;KKW;5;BUDNIK;Marzena Katarzyna;Kobieta;BEZP;nauczyciel
KOBW;KKW;6;KOWALSKA;Milena Magdalena;Kobieta;PORP;nauczyciel akademicki
KOBW;KKW;7;JAKUBOWSKI;Szymon;Mężczyzna;PORP;pracownik administracji samorządowej
KOBW;KKW;8;KUSIAKIEWICZ;Piotr;Mężczyzna;PORP;prawnik
KOBW;KKW;9;MOEGLICH;Daniel Adam;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;10;MARTUZALSKI;Stanisław Franciszek;Mężczyzna;PORP;budowlaniec
KOBW;KKW;11;SOWA;Aleksander Stanisław;Mężczyzna;PORP;nauczyciel
KOBW;KKW;12;GAGATEK;Marcin Andrzej;Mężczyzna;BEZP;pracownik administracji samorządowej
KOBW;KKW;13;WODZIŃSKA;Marzena Renata;Kobieta;PORP;ekonomista
KOBW;KKW;14;SZYMAŃSKI;Sławomir;Mężczyzna;PORP;przedsiębiorca
KOBW;KKW;15;WYSOGLĄD;Wojciech;Mężczyzna;PORP;technik mechanik
KOBW;KKW;16;BARCZYK;Marcin;Mężczyzna;BEZP;radca prawny
KOBW;KKW;17;KOŁODZIEJ;Aleksander Piotr;Mężczyzna;Zieloni;przedsiębiorca
KOBW;KKW;18;CHOJNACKI;Mariusz Marek;Mężczyzna;PORP;nauczyciel
KOBW;KKW;19;WALCZAK;Magdalena Izabela;Kobieta;PORP;adwokat
KOBW;KKW;20;DZIUBKA;Ewa;Kobieta;BEZP;nauczyciel
KOBW;KKW;21;BALCER;Urszula Maria;Kobieta;BEZP;technik farmaceutyczny
KOBW;KKW;22;MACHOWIAK;Adriana Irena;Kobieta;BEZP;prawnik
KOBW;KKW;23;MOCEK;Zuzanna;Kobieta;BEZP;agent ubezpieczeniowy
KOBW;KKW;24;ŁUCZAK;Alicja;Kobieta;PORP;nauczyciel
KONFEDERACJA;KWPP;1;STOCH;Witold Adam;Mężczyzna;Korwin;prawnik
KONFEDERACJA;KWPP;2;CZECH;Ireneusz Wojciech;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;3;IDKOWIAK;Dominik;Mężczyzna;RuchNarodowy;pracownik fizyczny
KONFEDERACJA;KWPP;4;WIECZOREK;Antoni Jerzy;Mężczyzna;RuchNarodowy;operator obrabiarek
KONFEDERACJA;KWPP;5;KOIS;Piotr;Mężczyzna;członek partii politycznej: Wolni i Solidarni;doradca zawodowy
KONFEDERACJA;KWPP;6;DOLATA;Dominik Jan;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;7;PASEK;Michał Szymon;Mężczyzna;BEZP;technik elektryk
KONFEDERACJA;KWPP;8;SKROBAŁA;Mariusz;Mężczyzna;Korwin;politolog
KONFEDERACJA;KWPP;9;FIEBICH;Mikołaj;Mężczyzna;Korwin;politolog
KONFEDERACJA;KWPP;10;WELKE;Rafał Dariusz;Mężczyzna;Korwin;sprzedawca
KONFEDERACJA;KWPP;11;KURZAWSKA;Julia;Kobieta;BEZP;student
KONFEDERACJA;KWPP;12;KROŚNIEWSKA;Lucyna Anna;Kobieta;BEZP;sprzedawca
KONFEDERACJA;KWPP;13;MĄKA;Mikołaj;Mężczyzna;BEZP;logistyk
KONFEDERACJA;KWPP;14;OSZMIAN;Joanna;Kobieta;RuchNarodowy;pracownik biurowy
KONFEDERACJA;KWPP;15;STOCH;Anna Bożena;Kobieta;BEZP;sekretarka medyczna
KONFEDERACJA;KWPP;16;SKORUPIŃSKA;Danuta;Kobieta;BEZP;handlowiec
KONFEDERACJA;KWPP;17;SPIESZALSKA;Janina;Kobieta;BEZP;chemik
KONFEDERACJA;KWPP;18;MAŚLAK;Arkadiusz Krzysztof;Mężczyzna;RuchNarodowy;budowlaniec
KONFEDERACJA;KWPP;19;KORDYLAS;Marta Anna;Kobieta;BEZP;pracownik biurowy
KONFEDERACJA;KWPP;20;KUŚWIK;Andrzej Antoni;Mężczyzna;Korwin;przedsiębiorca
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;1;JANKOWSKI;Zdzisław Kazimierz;Mężczyzna;BEZP;technik mechanik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;2;MACIEJEWSKI;Eugeniusz;Mężczyzna;członek partii politycznej: PIAST – Jedność Myśli Europejskich Narodów;inżynier technologii żywności
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;3;PATERKIEWICZ;Mirosław Sławomir;Mężczyzna;BEZP;kucharz małej gastronomii
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;4;URBANOWSKA;Julia;Kobieta;BEZP;technik architektury krajobrazu
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;5;KRENZ;Mariola Ewa;Kobieta;BEZP;stolarz
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;6;CIESIELSKA;Milena;Kobieta;BEZP;fryzjerka
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;7;RUSIN;Andrzej;Mężczyzna;BEZP;rzeźbiarz
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;8;MISIAK;Danuta;Kobieta;BEZP;technik rolnik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;9;GÓRA;Mieczysław Piotr;Mężczyzna;BEZP;menadżer artystyczny
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;10;ŚWIĄTEK;Piotr;Mężczyzna;członek partii politycznej: Akcja Zawiedzionych Emerytów Rencistów;technik mechanik
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;11;KURCZEWSKA;Urszula Halina;Kobieta;BEZP;nauczyciel chemii
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;12;DOROSZUK;Agnieszka Joanna;Kobieta;członek partii politycznej: Akcja Zawiedzionych Emerytów Rencistów;specialista administracji publicznej
KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW;KWPP;13;HYBIAK;Tomasz;Mężczyzna;BEZP;mechanik samochodowy
KONFEDERACJA;KWPP;1;BRYŁKA;Anna Mirosława;Kobieta;RuchNarodowy;prawnik
KONFEDERACJA;KWPP;2;JÓŹWIAK;Maciej;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;3;KORZENIEWSKI;Eryk;Mężczyzna;Korwin;rolnik
KONFEDERACJA;KWPP;4;RUSIN;Paweł Rafał;Mężczyzna;RuchNarodowy;historyk
KONFEDERACJA;KWPP;5;GRONEK;Przemysław Tomasz;Mężczyzna;Korwin;kierownik pociągu
KONFEDERACJA;KWPP;6;JANKOWIAK;Łukasz;Mężczyzna;Korwin;przedsiębiorca
KONFEDERACJA;KWPP;7;WIŚNIEWSKA;Karolina Zofia;Kobieta;BEZP;inżynier inżynierii środowiska
KONFEDERACJA;KWPP;8;SMOLAREK;Andrzej Zbigniew;Mężczyzna;BEZP;inżynier budowy dróg
KONFEDERACJA;KWPP;9;WIŚNIEWSKA;Kinga;Kobieta;BEZP;sprzedawca
KONFEDERACJA;KWPP;10;NOWICKA;Jolanta Elżbieta;Kobieta;BEZP;muzyk
KONFEDERACJA;KWPP;11;PODOLSKA;Monika;Kobieta;BEZP;sekretarka
KONFEDERACJA;KWPP;12;SADZISZ;Katarzyna Antonina;Kobieta;RuchNarodowy;logistyk
KONFEDERACJA;KWPP;13;GŁOWACKA;Izabela;Kobieta;BEZP;kierownik sprzedaży
KONFEDERACJA;KWPP;14;RAKOWSKI;Jakub Michał;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;15;STRZELECKI;Mirosław Eugeniusz;Mężczyzna;RuchNarodowy;mgr inż. elektryk
KONFEDERACJA;KWPP;16;PINIŃSKA;Anna;Kobieta;BEZP;inżynier budownictwa
KONFEDERACJA;KWPP;17;TALENT-DOMINIAK;Jakub Michał;Mężczyzna;RuchNarodowy;logistyk
KONFEDERACJA;KWPP;18;ZIĘTKOWSKI;Wojciech Maciej;Mężczyzna;BEZP;ekonomista
PiS;KWPP;1;HOFFMANN;Zbigniew Grzegorz;Mężczyzna;PiS;politolog
PiS;KWPP;2;CZARNECKI;Witold Wojciech;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;3;DOLATA;Zbigniew;Mężczyzna;PiS;nauczyciel historii
PiS;KWPP;4;BARTOSIK;Ryszard;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;5;GALEMBA;Leszek Ryszard;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;6;OSTROWSKI;Krzysztof Jan;Mężczyzna;PiS;lekarz - specjalista chorób wewnętrznych
PiS;KWPP;7;WASZKOWIAK;Marek Henryk;Mężczyzna;PorozumienieJarosławaGowina;pracownik naukowy
PiS;KWPP;8;POPKOWSKI;Robert Adam;Mężczyzna;SolidarnaPolska;przedsiębiorca
PiS;KWPP;9;WOŹNIAK;Anna;Kobieta;PiS;pozostali specjaliści ds. księgowosci i rachunkowości
PiS;KWPP;10;WOJNA;Paweł;Mężczyzna;PiS;prezes
PiS;KWPP;11;SZYKOWNA;Anita Aldona;Kobieta;PiS;pozostali wyżsi urzędnicy administracji rządowej
PiS;KWPP;12;WIŚNIEWSKA-ZABŁOCKA;Małgorzata;Kobieta;PiS;przedstawiciel władzy samorządowej - wicestarosta
PiS;KWPP;13;DERUCKA-KOŁATA;Emilia;Kobieta;PiS;położna oddziałowa, ratownik medyczny
PiS;KWPP;14;GRABOWSKI;Łukasz;Mężczyzna;PiS;ekonomista
PiS;KWPP;15;CICHACKA;Małgorzata Marta;Kobieta;PiS;pozostali wyżsi urzędnicy administracji rządowej
PiS;KWPP;16;BARTKOWIAK;Jacek Dariusz;Mężczyzna;PiS;przedstawiciel władzy samorządowej - starosta
PiS;KWPP;17;MUSIAŁEK;Halina;Kobieta;BEZP;pedagog szkolny
PiS;KWPP;18;ITMAN;Zofia Mariola;Kobieta;PiS;przedstawiciel władzy samorządowej
SLD;KWPP;1;NOWAK;Paulina;Kobieta;LRazem;ekonomista
SLD;KWPP;2;TOMASZEWSKI;Tadeusz;Mężczyzna;SLD;ekonomista
SLD;KWPP;3;WNUK;Andrzej Jacek;Mężczyzna;Wiosna;nauczyciel języka angielskiego
SLD;KWPP;4;NAWROCKI;Ryszard Piotr;Mężczyzna;SLD;inżynier rolnik
SLD;KWPP;5;GALĘBA;Robert;Mężczyzna;BEZP;technik gastronom
SLD;KWPP;6;MACIEJEWSKA;Joanna Maria;Kobieta;SLD;pedagog
SLD;KWPP;7;KLECZEWSKI;Paweł;Mężczyzna;LRazem;analityk danych
SLD;KWPP;8;KUBICKA-SZTUL;Krystyna;Kobieta;BEZP;inżynier rolnik
SLD;KWPP;9;JARONIEWSKA;Jadwiga Elżbieta;Kobieta;SLD;ekonomista
SLD;KWPP;10;SIKORSKI;Marek;Mężczyzna;SLD;technik rolnik
SLD;KWPP;11;PAROL;Kacper;Mężczyzna;BEZP;technik ekonomista
SLD;KWPP;12;STAWICKI;Leszek Grzegorz;Mężczyzna;SLD;technik rolnik
SLD;KWPP;13;PRZYBYŁA;Sylwia;Kobieta;SLD;nauczyciel
SLD;KWPP;14;BUNALSKA;Martyna;Kobieta;BEZP;student
SLD;KWPP;15;BARTKOWIAK;Paweł;Mężczyzna;LRazem;logistyk
SLD;KWPP;16;CZAPCZYK;Tomasz;Mężczyzna;BEZP;nauczyciel
SLD;KWPP;17;BĄK;Anna;Kobieta;LRazem;graficzka komputerowa
SLD;KWPP;18;WILCZEWSKI;Dariusz;Mężczyzna;BEZP;mediator
KOBW;KKW;1;NOWAK;Tomasz Piotr;Mężczyzna;PORP;parlamentarzysta
KOBW;KKW;2;STĘPIEŃ;Miłosława Dorota;Kobieta;Zieloni;tłumaczka
KOBW;KKW;3;HENNIG-KLOSKA;Paulina;Kobieta;Nowoczesna;ekonomista
KOBW;KKW;4;MOKRACKI;Artur Piotr;Mężczyzna;PORP;politolog
KOBW;KKW;5;NIEWIAROWSKI;Ireneusz;Mężczyzna;PORP;rolnik
KOBW;KKW;6;CIESIELSKI;Grzegorz Józef;Mężczyzna;BEZP;strażak
KOBW;KKW;7;SZURGOT;Andrzej;Mężczyzna;Nowoczesna;geograf
KOBW;KKW;8;KUBIAK;Barbara;Kobieta;BEZP;technik analityki medycznej
KOBW;KKW;9;GAŁAN;Piotr;Mężczyzna;PORP;nauczyciel
KOBW;KKW;10;URBANEK;Hieronim Michał;Mężczyzna;PORP;inżynier mechanik transportu
KOBW;KKW;11;WINIARSKA;Danuta;Kobieta;PORP;farmaceuta
KOBW;KKW;12;NISZCZAK;Inez Magdalena;Kobieta;BEZP;studentka
KOBW;KKW;13;KUBISIAK;Piotr;Mężczyzna;PORP;informatyk
KOBW;KKW;14;MAREK;Alicja Teresa;Kobieta;BEZP;ekonomista
KOBW;KKW;15;ŚMIGASZEWSKI;Stefan Julian;Mężczyzna;BEZP;żołnierz
KOBW;KKW;16;MATLEWSKA;Żanetta Magdalena;Kobieta;PORP;pedagog
KOBW;KKW;17;BUDZIŃSKA;Mariola;Kobieta;PORP;etyk prawa
KOBW;KKW;18;PILAK;Dariusz Józef;Mężczyzna;PORP;teolog
PSL;KWPP;1;TOMCZAK;Jacek Jerzy;Mężczyzna;BEZP;notariusz
PSL;KWPP;2;MAJDA;Anna;Kobieta;BEZP;lekarz
PSL;KWPP;3;KAŹMIERCZAK;Mirosława Katarzyna;Kobieta;PSL;przedsiębiorca
PSL;KWPP;4;KOCAJ;Władysław;Mężczyzna;PSL;urzędnik samorządowy
PSL;KWPP;5;TOMICKI;Marek Stanisław;Mężczyzna;PSL;nauczyciel
PSL;KWPP;6;ŁYKOWSKI;Piotr;Mężczyzna;PSL;dyrektor ds. administracyjno-organizacyjnych
PSL;KWPP;7;STĘPA;Teodor;Mężczyzna;PSL;menadżer
PSL;KWPP;8;WESOŁOWSKI;Marek Kazimierz;Mężczyzna;BEZP;rolnik
PSL;KWPP;9;PYRZYK;Michał;Mężczyzna;PSL;prawnik
PSL;KWPP;10;GUZIK;Paweł Jerzy;Mężczyzna;PSL;dyrektor
PSL;KWPP;11;ZIELIŃSKA;Barbara;Kobieta;PSL;urzędnik samorządowy
PSL;KWPP;12;STAJKOWSKA;Izabela;Kobieta;BEZP;rolnik
PSL;KWPP;13;REMISZ;Urszula Barbara;Kobieta;PSL;pielęgniarka
PSL;KWPP;14;CZAJKOWSKI;Krzysztof Grzegorz;Mężczyzna;PSL;urzędnik samorządowy
PSL;KWPP;15;FRANKOWSKA;Bożena Alina;Kobieta;PSL;urzędnik
PSL;KWPP;16;MACIEJEWSKA;Irena Elżbieta;Kobieta;BEZP;emerytowany nauczyciel
PSL;KWPP;17;BRZOSKI;Bernard Marek;Mężczyzna;PSL;dyrektor
PSL;KWPP;18;BERLIK;Jerzy Andrzej;Mężczyzna;PSL;magister administracji
PiS;KWPP;1;CZARNECKI;Krzysztof Władysław;Mężczyzna;PiS;przedstawiciel władzy samorządowej
PiS;KWPP;2;KUBIAK;Marta Ryszarda;Kobieta;PiS;politolog
PiS;KWPP;3;PIECHOWIAK;Grzegorz;Mężczyzna;PorozumienieJarosławaGowina;parlamentarzysta
PiS;KWPP;4;PORZUCEK;Marcin Bartosz;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;5;ZIELIŃSKI;Michał Witold;Mężczyzna;PiS;dyrektor zarządzający
PiS;KWPP;6;BANAŚ;Dorota;Kobieta;PiS;kierownik biura
PiS;KWPP;7;FLEMING;Bogdan Włodzimierz;Mężczyzna;PiS;historyk
PiS;KWPP;8;NIJAKA;Danuta Maria;Kobieta;PiS;politolog
PiS;KWPP;9;JANKOWSKA;Maja Małgorzata;Kobieta;SolidarnaPolska;politolog
PiS;KWPP;10;FELCYN;Józef;Mężczyzna;PiS;nauczyciel
PiS;KWPP;11;MILER;Maria Lidia;Kobieta;PiS;nauczyciel
PiS;KWPP;12;KASPRZAK;Robert Piotr;Mężczyzna;PiS;elektromonter układów pomiarowych
PiS;KWPP;13;OKPISZ;Andrzej Janusz;Mężczyzna;PiS;specjalista do spraw zarządzania i organizacji
PiS;KWPP;14;PRĘTKOWSKI;Rafał;Mężczyzna;PiS;doradca rolniczy
PiS;KWPP;15;PIETRUCZUK;Wiesław;Mężczyzna;PiS;inżynier mechanik
PiS;KWPP;16;MUZYKA;Emilia;Kobieta;PiS;nauczyciel
PiS;KWPP;17;KARDASZ;Maria Joanna;Kobieta;PiS;kierownik biura
PiS;KWPP;18;BŁASZCZYK;Krzysztof Jakub;Mężczyzna;PiS;nauczyciel
PSL;KWPP;1;PASZYK;Krzysztof Michał;Mężczyzna;PSL;parlamentarzysta
PSL;KWPP;2;PARDA;Błażej Łukasz;Mężczyzna;BEZP;ekonomista
PSL;KWPP;3;TETERUS;Tadeusz Krzysztof;Mężczyzna;PSL;pracownik samorządowy
PSL;KWPP;4;MACIEJEWSKI;Jarosław Zygmunt;Mężczyzna;PSL;przedsiębiorca
PSL;KWPP;5;KRANC;Tomasz Bronisław;Mężczyzna;PSL;inżynier rolnictwa
PSL;KWPP;6;PISZCZEK;Marcin;Mężczyzna;PSL;radca prawny
PSL;KWPP;7;LINKIEWICZ-MENDEL;Agnieszka;Kobieta;BEZP;ekonomista
PSL;KWPP;8;KWAŚNIEWICZ;Józef Kazimierz;Mężczyzna;PSL;inżynier rolnictwa
PSL;KWPP;9;KORPIK;Anna;Kobieta;PSL;nauczyciel
PSL;KWPP;10;HERMASZCZUK;Julian Marian;Mężczyzna;PSL;inżynier zootechniki
PSL;KWPP;11;LUBIŃSKA;Jolanta Jadwiga;Kobieta;BEZP;nauczyciel
PSL;KWPP;12;BEJMA;Małgorzata Anna;Kobieta;BEZP;technik rolnik
PSL;KWPP;13;NAWROT;Lucyna Hanna;Kobieta;BEZP;politolog
PSL;KWPP;14;KRÓL;Sławomira Jadwiga;Kobieta;BEZP;sadownik
PSL;KWPP;15;SZTYCH;Daniel;Mężczyzna;PSL;ekonomista
PSL;KWPP;16;GALAS;Maria Teresa;Kobieta;PSL;ekonomista
PSL;KWPP;17;ŁANOSZKA;Radosław Paweł;Mężczyzna;PSL;przedsiębiorca
PSL;KWPP;18;GÓRNY;Bartłomiej Wojciech;Mężczyzna;BEZP;nauczyciel
KOBW;KKW;1;JANYSKA;Maria Małgorzata;Kobieta;PORP;ekonomistka
KOBW;KKW;2;RUTNICKI;Jakub Adam;Mężczyzna;PORP;polityk
KOBW;KKW;3;KAMIŃSKA-LECH;Iwona Maria;Kobieta;Nowoczesna;ekonomistka
KOBW;KKW;4;AJCHLER;Zbigniew Czesław;Mężczyzna;PORP;parlamentarzysta
KOBW;KKW;5;MUNYAMA;Killion Munzele;Mężczyzna;PORP;nauczyciel akademicki
KOBW;KKW;6;SZOPIŃSKI;Henryk Marian;Mężczyzna;PORP;muzyk
KOBW;KKW;7;TUŁODZIECKA-ADAMS;Dorota Ewa;Kobieta;Nowoczesna;artysta fotografik
KOBW;KKW;8;MROZKOWIAK;Janusz;Mężczyzna;BEZP;dyrektor szkoły
KOBW;KKW;9;URYZAJ;Karolina;Kobieta;BEZP;projektantka mody
KOBW;KKW;10;POSZWA;Krzysztof;Mężczyzna;PORP;specjalista administracji publicznej
KOBW;KKW;11;WRÓBLEWSKI;Artur Łukasz;Mężczyzna;PORP;politolog
KOBW;KKW;12;WOJCIECHOWSKI;Tomasz Marek;Mężczyzna;Zieloni;prezes
KOBW;KKW;13;NOWAKOWSKA;Lidia;Kobieta;PORP;specjalista do spraw rachunkowości
KOBW;KKW;14;DOLECKI;Arkadiusz Jerzy;Mężczyzna;PORP;kierownik działu transportu
KOBW;KKW;15;SROKA;Magdalena;Kobieta;BEZP;asystentka dyrektora
KOBW;KKW;16;KOWALSKA;Agnieszka Małgorzata;Kobieta;BEZP;pedagog resocjalizacji
KOBW;KKW;17;JEWSZEL-CHABERSKA;Maria Małgorzata;Kobieta;Nowoczesna;prezeska
