Komitet;Typ;Pozycja;Nazwisko;Imiona;Plec;Partia;Zawod
SLD;KWPP;11;ARENDARSKI;Krzysztof Wojciech;Mężczyzna;LRazem;sprzedawca
SLD;KWPP;12;BIELUŃ;Adrian Aleksander;Mężczyzna;BEZP;hotelarz
SLD;KWPP;13;LISOWSKA;Anna Dorota;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;14;KARPIŃSKI;Stanisław Adam;Mężczyzna;BEZP;lekarz medycyny
SLD;KWPP;15;KRUPA;Jacek Jakub;Mężczyzna;BEZP;emeryt wojskowy
SLD;KWPP;16;ŁOSIN;Dariusz;Mężczyzna;LRazem;poligraf
SLD;KWPP;17;KOSECKA;Halina;Kobieta;członek partii politycznej: SLD;technik chemik
SLD;KWPP;18;TARAPACZ;Anna Ewa;Kobieta;BEZP;położna
SLD;KWPP;19;MARENIN;Mirosława Zofia;Kobieta;BEZP;ekonomista
SLD;KWPP;20;KOWALCZYK-KWIECIEŃ;Irena Krystyna;Kobieta;BEZP;lekarz medycyny
SLD;KWPP;21;KOMAR;Iga;Kobieta;BEZP;pracownik administracyjno-biurowy
SLD;KWPP;22;KASPERKIEWICZ;Piotr;Mężczyzna;BEZP;przedsiębiorca
SLD;KWPP;23;BOROWIECKA;Beata Monika;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;24;WALO;Marek Jerzy;Mężczyzna;BEZP;kierowca
SLD;KWPP;25;PAWŁOWSKA;Agata Dominika;Kobieta;członek partii politycznej: SLD;specjalista ds. sprzedaży
SLD;KWPP;26;MENTEL-WALKIEWICZ;Anna Marta;Kobieta;BEZP;przedsiębiorca
SLD;KWPP;27;KOPER;Ewa Zofia;Kobieta;BEZP;technik przetwórstwa tworzyw sztucznych
SLD;KWPP;28;ZIMNICKA;Marlena;Kobieta;BEZP;logopeda
SLD;KWPP;29;SOJKA-GŁUSZAK;Dobrosława Hanna;Kobieta;BEZP;sadownik
SLD;KWPP;30;JUREK;Robert;Mężczyzna;członek partii politycznej: SLD;ekonomista
SLD;KWPP;31;KLAMCZYŃSKI;Jan Tadeusz;Mężczyzna;BEZP;mechanik maszyn budowlanych
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;1;LIROY-MARZEC;Piotr Krzysztof;Mężczyzna;członek partii politycznej: Skuteczni Piotra Liroya-Marca;muzyk
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;2;POŁANECKI;Paweł Mieczysław;Mężczyzna;członek partii politycznej: Jedność Narodu;inżynier - ekonomista
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;3;MOLENDA;Marcin Lech;Mężczyzna;BEZP;przedsiębiorca
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;4;KRYSTOWSKA;Anna;Kobieta;członek partii politycznej: Skuteczni Piotra Liroya-Marca;adwokat
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;5;PIOTROWSKI;Michał Franciszek;Mężczyzna;BEZP;przedsiębiorca
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;6;ZIELIŃSKI;Grzegorz;Mężczyzna;BEZP;operator sterylizatora
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;7;GŁODKOWSKA;Katarzyna Edyta;Kobieta;BEZP;technik technolog odzieżowy
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;8;BUKŁAT;Łukasz Roman;Mężczyzna;BEZP;przedsiębiorca
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;9;MACHNICKA-ZIELIŃSKA;Ewa Justyna;Kobieta;BEZP;nauczyciel
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;10;LECH;Sławomir Krystian;Mężczyzna;BEZP;przedsiębiorca
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;11;DEEP;Magdalena Maria;Kobieta;BEZP;magister pielęgniarstwa
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;12;BUKŁAT;Magdalena Anna;Kobieta;BEZP;dietetyk
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;13;SITKOWSKI;Piotr Maksymilian;Mężczyzna;BEZP;muzyk
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;14;PAWLIKOWSKA-WIJAS;Ewelina Edyta;Kobieta;BEZP;technik - handlowiec
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;15;LIS;Tomasz Grzegorz;Mężczyzna;BEZP;technik prac biurowych
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;16;PĘCAK;Monika Agnieszka;Kobieta;BEZP;handlowiec
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;17;BOŻEK;Karol Jerzy;Mężczyzna;BEZP;student
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;18;BOŻEK;Aleksandra Sylwia;Kobieta;BEZP;pracownik administracyjny
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;19;JAROSZEWSKI;Paweł Łukasz;Mężczyzna;BEZP;technik elektryk
KOBW;KKW;1;SIENKIEWICZ;Bartłomiej Henryk;Mężczyzna;BEZP;historyk
KOBW;KKW;2;CYRAŃSKI;Adam Zbigniew;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;3;OKŁA-DREWNOWICZ;Marzena;Kobieta;PORP;poseł na sejm RP
KOBW;KKW;4;GIERADA;Artur Daniel;Mężczyzna;PORP;poseł na sejm RP
KOBW;KKW;5;WOJDA;Agata Ewa;Kobieta;PORP;specjalista administracji publicznej
KOBW;KKW;6;MATEREK;Jerzy Zbigniew;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;7;PIETRZCZYK;Lucjan Marek;Mężczyzna;PORP;nauczyciel
KOBW;KKW;8;BRAUN;Michał Jerzy;Mężczyzna;PORP;zawodowy działacz organizacji pozarządowej
KOBW;KKW;9;KMITA;Maciej Robert;Mężczyzna;PORP;asystent parlamentarny
KOBW;KKW;10;HANDZE;Edyta Anna;Kobieta;Nowoczesna;menedżer
KOBW;KKW;11;CICHOCKI;Michał Ryszard;Mężczyzna;PORP;ekonomista
KOBW;KKW;12;DZIAREK;Mirosław;Mężczyzna;PORP;specjalista administracji publicznej
KOBW;KKW;13;ZOCH;Andrzej Franciszek;Mężczyzna;PORP;emeryt
KOBW;KKW;14;MADERAK;Łukasz;Mężczyzna;PORP;nauczyciel
KOBW;KKW;15;BRYK;Józef;Mężczyzna;PORP;przedsiębiorca
KOBW;KKW;16;ŁATA;Eugeniusz Wacław;Mężczyzna;BEZP;emeryt
KOBW;KKW;17;SIOJA;Anna Czesława;Kobieta;BEZP;nauczyciel
KOBW;KKW;18;PUSTUŁ;Gabriela Karolina;Kobieta;BEZP;studentka
KOBW;KKW;19;JARKIEWICZ;Robert Paweł;Mężczyzna;Zieloni;technik budownictwa
KOBW;KKW;20;MNOYAN;Avetis;Mężczyzna;BEZP;przedsiębiorca
KOBW;KKW;21;GRUSZKA;Dorota Joanna;Kobieta;BEZP;pedagog
KOBW;KKW;22;KLESYK;Maciej Stanisław;Mężczyzna;Nowoczesna;prawnik
KOBW;KKW;23;GERMAN-SZCZUKIEWICZ;Katarzyna Monika;Kobieta;PORP;przedsiębiorca
KOBW;KKW;24;KRZYSTANEK;Norbert;Mężczyzna;PORP;nauczyciel
KOBW;KKW;25;DZIOPA;Teresa;Kobieta;PORP;nauczyciel
KOBW;KKW;26;DZIEWANOWSKA;Anna Maria;Kobieta;BEZP;rolnik
KOBW;KKW;27;BATOR;Dawid Zdzisław;Mężczyzna;BEZP;nauczyciel
KOBW;KKW;28;DAJCZER;Jakub;Mężczyzna;BEZP;politolog
KOBW;KKW;29;ŁUKAWSKA;Dorota Marzena;Kobieta;BEZP;prawnik
KOBW;KKW;30;JAROSZEK;Zofia Teresa;Kobieta;Nowoczesna;emeryt
KOBW;KKW;31;BUSZEWICZ;Izabela Krystyna;Kobieta;BEZP;prawnik mediator
KOBW;KKW;32;GĄGOROWSKI;Sławomir Sylwester;Mężczyzna;BEZP;przedsiębiorca
BZPS;KWW;1;PENKALSKI;Wojciech Adam;Mężczyzna;BEZP;specjalista ds. bezpieczeństwa
BZPS;KWW;2;FALKOWSKA;Agnieszka;Kobieta;BEZP;menager
BZPS;KWW;3;JASINA;Stanisław Czesław;Mężczyzna;BEZP;agent ubezpieczeniowy
BZPS;KWW;4;KUCIŃSKA;Agnieszka Anna;Kobieta;BEZP;specjalista ds. kadr i płac
BZPS;KWW;5;KĘPIŃSKI;Krzysztof;Mężczyzna;BEZP;przedsiębiorca
BZPS;KWW;6;KOWALSKA;Anita;Kobieta;BEZP;pracownik biurowy
BZPS;KWW;7;ORŁOWSKI;Tomasz;Mężczyzna;BEZP;nauczyciel
BZPS;KWW;8;LEWANDOWSKA;Monika Marcjanna;Kobieta;BEZP;przedsiębiorca
BZPS;KWW;9;DREWA;Jarosław;Mężczyzna;BEZP;trener sportu
BZPS;KWW;10;KWAŚNIEWSKA;Jolanta;Kobieta;BEZP;ekonomista
BZPS;KWW;11;BANACH;Piotr Roman;Mężczyzna;BEZP;organizator imprez kulturalnych
BZPS;KWW;12;SMOLIŃSKA;Jolanta Maria;Kobieta;BEZP;pracownik administracji
BZPS;KWW;13;NAŁĘCZ;Ryszard;Mężczyzna;BEZP;przedsiębiorca
BZPS;KWW;14;ŁOŻYŃSKA;Anna;Kobieta;BEZP;pracownik biurowy
BZPS;KWW;15;ZAORSKI;Mariusz Wojciech;Mężczyzna;BEZP;oficer wojska polskiego - emeryt
BZPS;KWW;16;SYCZ;Anna;Kobieta;BEZP;pracownik ochrony
SLD;KWPP;1;FALEJ;Monika Walentyna;Kobieta;Wiosna;prawniczka
SLD;KWPP;2;ZIELONKA;Andrzej Jan;Mężczyzna;SLD;specjalista do spraw bezpieczeństwa
SLD;KWPP;3;BARTKOWSKA;Emilia;Kobieta;LRazem;animator kultury
SLD;KWPP;4;KLIM;Ryszard;Mężczyzna;BEZP;emeryt
SLD;KWPP;5;ZDANOWSKI;Daniel Adrian;Mężczyzna;BEZP;przedstawiciel handlowy
SLD;KWPP;6;PIEKART;Sylwia;Kobieta;SLD;agent ubezpieczeniowy
SLD;KWPP;7;PASJAK;Janusz;Mężczyzna;SLD;emeryt
SLD;KWPP;8;GIEREJ;Jakub Przemysław;Mężczyzna;LRazem;rolnik
SLD;KWPP;9;KOLIŃSKI;Robert;Mężczyzna;LRazem;specjalista do spraw public relations
SLD;KWPP;10;FALKOWSKA-HOJAN;Milena;Kobieta;BEZP;ekonomistka
SLD;KWPP;11;PACYNO;Piotr;Mężczyzna;BEZP;specjalista do spraw zamówień publicznych
SLD;KWPP;12;PĄGOWSKA;Urszula Klara;Kobieta;BEZP;menadżerka
SLD;KWPP;13;PRZYBOROWSKI;Wincenty Marian;Mężczyzna;SLD;emeryt
SLD;KWPP;14;SZULC;Mirosław Józef;Mężczyzna;BEZP;działalność gospodarcza
SLD;KWPP;15;WÓJCIK;Paweł;Mężczyzna;BEZP;rolnik
PiS;KWPP;1;KRASULSKI;Leonard Seweryn;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;2;WILK;Jerzy Zbigniew;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;3;BABALSKI;Zbigniew;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;4;KAZIMIERCZUK;Marcin;Mężczyzna;PiS;nauczyciel akademicki - nauki prawne
PiS;KWPP;5;MODZELEWSKA-KOZIOŁ;Monika Anna;Kobieta;PiS;kierownik biura
PiS;KWPP;6;GODZIŃSKI;Damian Jan;Mężczyzna;PiS;inżynier środowiska
PiS;KWPP;7;KOWSZYŃSKI;Paweł Andrzej;Mężczyzna;PiS;przedstawiciel władzy samorządowej - radny
PiS;KWPP;8;OŁDAKOWSKI;Adam;Mężczyzna;PiS;parlamentarzysta
PiS;KWPP;9;WĘGŁOWSKA;Anna;Kobieta;PiS;inżynier rolnictwa
PiS;KWPP;10;GOIK;Karolina Ewa;Kobieta;BEZP;specjalista ds. administracji i rozwoju
PiS;KWPP;11;PIĄTEK;Anna;Kobieta;BEZP;kierownik instytucji finansowej i ubezpieczeniowej
PiS;KWPP;12;KAMIŃSKA;Grażyna;Kobieta;BEZP;przedstawiciel władzy samorządowej - radny
PiS;KWPP;13;ANDRUSZKIEWICZ;Jolanta Wiesława;Kobieta;PiS;ekonomista
PiS;KWPP;14;GONTARZ;Robert;Mężczyzna;PiS;przedstawiciel władzy samorządowej - radny
PiS;KWPP;15;KIEROZALSKI;Grzegorz;Mężczyzna;PiS;przedstawiciel władzy samorządowej - radny
PiS;KWPP;16;PAWLIK;Jacek Roman;Mężczyzna;PiS;nauczyciel
PSL;KWPP;1;ZIEJEWSKI;Zbigniew;Mężczyzna;PSL;rolnik
PSL;KWPP;2;ŻUCHOWSKI;Piotr;Mężczyzna;PSL;historyk sztuki
PSL;KWPP;3;FREJNIK;Dariusz;Mężczyzna;BEZP;kierownik gminnego zakładu usług komunalnych
PSL;KWPP;4;PIETRULEWICZ;Edward Mieczysław;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;5;SZAKIEWICZ;Paweł;Mężczyzna;PSL;rolnik
PSL;KWPP;6;SOWICKA;Małgorzata Dorota;Kobieta;BEZP;urzędnik
PSL;KWPP;7;MARCHALEWSKA;Monika Barbara;Kobieta;BEZP;nauczyciel
PSL;KWPP;8;HUSZCZA;Robert Jan;Mężczyzna;PSL;rolnik
PSL;KWPP;9;GRANACKA;Katarzyna;Kobieta;PSL;asystentka zarządu
PSL;KWPP;10;WIŚNIEWSKI;Andrzej Janusz;Mężczyzna;PSL;urzędnik
PSL;KWPP;11;SŁOMCZYŃSKA-KĄDZIOŁKA;Anetta Krystyna;Kobieta;BEZP;lekarz
PSL;KWPP;12;JASKÓLSKA;Wioletta;Kobieta;BEZP;wykładowca akademicki
PSL;KWPP;13;ŻYLIŃSKI;Adam Jacek;Mężczyzna;BEZP;administratywista
PSL;KWPP;14;NISIEWICZ;Ewa;Kobieta;BEZP;rolnik
PSL;KWPP;15;GROBLEWSKI;Krzysztof;Mężczyzna;BEZP;leśniczy
PSL;KWPP;16;ŻELICHOWSKI;Stanisław;Mężczyzna;PSL;leśnik
KOBW;KKW;1;PROTAS;Jacek;Mężczyzna;PORP;polityk
KOBW;KKW;2;HORDEJUK;Bernadeta Justyna;Kobieta;PORP;urzędnik samorządowy
KOBW;KKW;3;GELERT;Elżbieta Kazimiera;Kobieta;PORP;menadżer ochrony zdrowia
KOBW;KKW;4;CIEŚLIŃSKI;Piotr;Mężczyzna;PORP;ekonomista
KOBW;KKW;5;DEMBEK;Ewa Barbara;Kobieta;PORP;nauczyciel
KOBW;KKW;6;KRÓLAK;Katarzyna;Kobieta;Nowoczesna;prawnik
KOBW;KKW;7;JANICKI;Marian;Mężczyzna;BEZP;inż. mechanik
KOBW;KKW;8;DZIĄG;Leszek Jan;Mężczyzna;PORP;nauczyciel
KOBW;KKW;9;ZABŁOCKA;Elżbieta;Kobieta;PORP;nauczyciel
KOBW;KKW;10;CZYŻYK;Antoni;Mężczyzna;PORP;inż. mechanik
KOBW;KKW;11;KOWALSKI;Ryszard;Mężczyzna;PORP;nauczyciel
KOBW;KKW;12;JANCZEWSKA;Krystyna;Kobieta;PORP;technik rolnik
KOBW;KKW;13;BORKOWSKI;Marek;Mężczyzna;BEZP;nauczyciel
KOBW;KKW;14;DOMAŃSKA;Angelika Jolanta;Kobieta;Zieloni;grafik komputerowy
KOBW;KKW;15;PIŚKIEWICZ;Łukasz;Mężczyzna;PORP;prawnik
KOBW;KKW;16;SYCZ;Miron;Mężczyzna;PORP;nauczyciel
KONFEDERACJA;KWPP;1;WYRĘBEK;Andrzej Piotr;Mężczyzna;Korwin;lekarz
KONFEDERACJA;KWPP;2;SZYNKIELEWSKA;Kaja Ewelina;Kobieta;BEZP;rejestratorka
KONFEDERACJA;KWPP;3;ŁOŻYŃSKI;Krystian Maciej;Mężczyzna;RuchNarodowy;stolarz
KONFEDERACJA;KWPP;4;KACZKOWSKI;Tomasz Jacek;Mężczyzna;Korwin;emeryt
KONFEDERACJA;KWPP;5;HUL;Marek;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;6;POŁEĆ;Agnieszka Maria;Kobieta;BEZP;student
KONFEDERACJA;KWPP;7;RUKSZTEŁŁO;Teresa Genowefa;Kobieta;BEZP;armator rybak morski
KONFEDERACJA;KWPP;8;ZENOWICZ;Marika;Kobieta;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;9;SZCZEPAŃSKA;Genowefa Grażyna;Kobieta;BEZP;technik administracji
KONFEDERACJA;KWPP;10;CHRAPAN;Marek;Mężczyzna;RuchNarodowy;emeryt
KONFEDERACJA;KWPP;1;LISIECKI;Piotr Cezary;Mężczyzna;RuchNarodowy;przedsiębiorca
KONFEDERACJA;KWPP;2;PITURA;Tomasz;Mężczyzna;członek partii politycznej: Zjednoczenie Chrześcijańskich Rodzin;specjalista ds. bhp
KONFEDERACJA;KWPP;3;MICHALEWICZ;Joanna;Kobieta;BEZP;dziennikarz
KONFEDERACJA;KWPP;4;TYTZ;Jerzy Stanisław;Mężczyzna;BEZP;lekarz dentysta
KONFEDERACJA;KWPP;5;BORYSOWSKI;Paweł Arkadiusz;Mężczyzna;BEZP;pedagog muzyczny
KONFEDERACJA;KWPP;6;MICHALSKI;Radosław Jan;Mężczyzna;BEZP;rolnik
KONFEDERACJA;KWPP;7;ZIELIŃSKA;Justyna;Kobieta;BEZP;nauczyciel
KONFEDERACJA;KWPP;8;DĘBKOWSKI;Cezary;Mężczyzna;BEZP;spedytor
KONFEDERACJA;KWPP;9;MARKOWSKA;Anna;Kobieta;BEZP;pielęgniarka
KONFEDERACJA;KWPP;10;LICHACZ;Martyna;Kobieta;BEZP;nauczyciel
KONFEDERACJA;KWPP;11;ADAMSKA;Danuta;Kobieta;BEZP;nauczyciel
KONFEDERACJA;KWPP;12;GOŁĘBIEWSKA;Paulina;Kobieta;RuchNarodowy;księgowa
KONFEDERACJA;KWPP;13;WYSOCKI;Kamil Michał;Mężczyzna;RuchNarodowy;przedsiębiorca
PiS;KWPP;1;MAKSYMOWICZ;Wojciech Stefan;Mężczyzna;BEZP;lekarz
PiS;KWPP;2;ARENT;Iwona Ewa;Kobieta;PiS;politolog
PiS;KWPP;3;CHOJECKI;Artur Henryk;Mężczyzna;PiS;urzędnik państwowy
PiS;KWPP;4;KOSSAKOWSKI;Wojciech;Mężczyzna;PiS;prawnik
PiS;KWPP;5;MAŁECKI;Jerzy Wojciech;Mężczyzna;PiS;specjalista bankowości
PiS;KWPP;6;GOSIEWSKI;Jerzy Antoni;Mężczyzna;PiS;inżynier leśnictwa
PiS;KWPP;7;KOZŁOWSKI;Patryk;Mężczyzna;PiS;historyk
PiS;KWPP;8;NOWACKI;Robert Krzysztof;Mężczyzna;SolidarnaPolska;rolnik
PiS;KWPP;9;ŻUCHOWSKI;Henryk;Mężczyzna;PiS;wyższy urzędnik administracji rządowej
PiS;KWPP;10;RUDNIK;Dariusz Stanisław;Mężczyzna;PiS;nauczyciel
PiS;KWPP;11;BUKOWSKA;Beata Anna;Kobieta;PiS;nauczyciel matematyki
PiS;KWPP;12;SZOSTAK;Izabela Kamila;Kobieta;PiS;prawnik
PiS;KWPP;13;MARCHEL;Karol Robert;Mężczyzna;PiS;dyrektor szkoły
PiS;KWPP;14;TOŁWIŃSKA;Zdzisława Barbara;Kobieta;PiS;pedagog
PiS;KWPP;15;JUCHNIEWICZ;Andrzej;Mężczyzna;PiS;kierownik biura
PiS;KWPP;16;MICHALSKA;Jolanta Anna;Kobieta;BEZP;oligofrenopedagog
PiS;KWPP;17;SUCHOCKA;Agnieszka Jolanta;Kobieta;BEZP;specjalistka do spraw sprzedaży i marketingu
PiS;KWPP;18;SZOSTKOWSKI;Tomasz;Mężczyzna;PiS;dyrektor wykonawczy
PiS;KWPP;19;MIESZKOWSKA;Ewa;Kobieta;BEZP;nauczyciel
PiS;KWPP;20;WYPIJ;Michał Piotr;Mężczyzna;członek partii politycznej: Porozumienie Gowina;politolog
KOBW;KKW;1;CICHOŃ;Janusz Władysław;Mężczyzna;PORP;poseł
KOBW;KKW;2;WASILEWSKA;Anna;Kobieta;PORP;poseł
KOBW;KKW;3;PAMPUCH;Mirosław Józef;Mężczyzna;Nowoczesna;radca prawny
KOBW;KKW;4;PAPKE;Paweł;Mężczyzna;PORP;pedagog
KOBW;KKW;5;WOJCIECHOWSKA;Anna;Kobieta;BEZP;ekonomista
KOBW;KKW;6;WROCHNA;Artur Zenon;Mężczyzna;PORP;politolog
KOBW;KKW;7;CHMIELIŃSKI;Igor;Mężczyzna;PORP;inżynier budownictwa
KOBW;KKW;8;KONOPKA;Marek;Mężczyzna;PORP;nauczyciel
KOBW;KKW;9;CZOPIŃSKA;Małgorzata;Kobieta;BEZP;nauczyciel
KOBW;KKW;10;LIPNICKI;Edmund;Mężczyzna;BEZP;leśnik
KOBW;KKW;11;GÓRALSKA;Elżbieta Maria;Kobieta;PORP;emeryt
KOBW;KKW;12;OFIERSKA;Małgorzata Dorota;Kobieta;BEZP;ekonomista
KOBW;KKW;13;MAKSYMOWICZ;Ewa Katarzyna;Kobieta;BEZP;rencista
KOBW;KKW;14;MIERUŃSKI;Zbigniew Jan;Mężczyzna;BEZP;pedagog
KOBW;KKW;15;KŁOCZKO;Bartłomiej Artur;Mężczyzna;BEZP;pracownik samorządowy
KOBW;KKW;16;CIBORSKI;Tadeusz;Mężczyzna;BEZP;emeryt
KOBW;KKW;17;RAMOTOWSKI;Adam Stanisław;Mężczyzna;BEZP;adwokat
KOBW;KKW;18;LEWKOWICZ;Magdalena;Kobieta;BEZP;nauczyciel
KOBW;KKW;19;WAŚ;Beata Katarzyna;Kobieta;BEZP;dziennikarz
KOBW;KKW;20;KUCHCIŃSKI;Marcin Andrzej;Mężczyzna;PORP;wicemarszałek województwa
PSL;KWPP;1;PASŁAWSKA;Urszula Stefania;Kobieta;PSL;prawnik
PSL;KWPP;2;FALKOWSKI;Henryk Tadeusz;Mężczyzna;BEZP;nauczyciel historii
PSL;KWPP;3;HEĆMAN;Krzysztof Wiesław;Mężczyzna;PSL;radca prawny
PSL;KWPP;4;KRÓL;Radosław;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;5;JASKULSKA;Sylwia Monika;Kobieta;PSL;wyższy urzędnik samorządowy
PSL;KWPP;6;PIWOWARCZYK;Marcin Marian;Mężczyzna;PSL;dyrektor spółdzielni
PSL;KWPP;7;KURZĄTKOWSKI;Andrzej;Mężczyzna;PSL;rolnik
PSL;KWPP;8;LICZNERSKA;Grażyna Zyta;Kobieta;BEZP;lekarz medycyny
PSL;KWPP;9;STEGIENKO;Mirosław Wojciech;Mężczyzna;BEZP;inżynier rolnictwa
PSL;KWPP;10;URBANOWICZ;Emilia;Kobieta;BEZP;pielęgniarka
PSL;KWPP;11;EIDTNER;Alicja;Kobieta;BEZP;technik ekonomista
PSL;KWPP;12;SZAŁKO;Agnieszka;Kobieta;BEZP;administratywista
PSL;KWPP;13;ANDRZEJEWSKI;Jarosław Arkadiusz;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;14;SIEROŃSKI;Mateusz Andrzej;Mężczyzna;PSL;wyższy urzędnik samorządowy
PSL;KWPP;15;KROPIWNICKA;Iwona;Kobieta;PSL;pedagog
PSL;KWPP;16;FRANCZUK;Jarosław;Mężczyzna;BEZP;nauczyciel
PSL;KWPP;17;JAMROGA;Józef Maksymilian;Mężczyzna;PSL;nauczyciel
PSL;KWPP;18;HARAŃ;Beata Ewa;Kobieta;BEZP;pedagog
PSL;KWPP;19;KRAJEWSKI;Jaromir Andrzej;Mężczyzna;BEZP;leśnik
PSL;KWPP;20;ŚLĄSKA-ZYŚK;Wioletta;Kobieta;PSL;pedagog ekonomista
SLD;KWPP;1;KULASEK;Marcin Robert;Mężczyzna;SLD;dyrektor administracyjny
SLD;KWPP;2;MATUSZEWSKA-BORUC;Małgorzata Emilia;Kobieta;LRazem;wychowawca w placówkach oświatowych
SLD;KWPP;3;GÓRSKI;Hubert;Mężczyzna;BEZP;doradca biznesowy
SLD;KWPP;4;MICHNIK;Łukasz;Mężczyzna;BEZP;pracownik administracyjny
SLD;KWPP;5;KOBYLIŃSKA;Lucyna;Kobieta;BEZP;ekonomista
SLD;KWPP;6;TARASIEWICZ;Sława Iwona;Kobieta;BEZP;pedagog
SLD;KWPP;7;PYSZNA;Malwina Maria;Kobieta;SLD;kierownik działu w hotelu
SLD;KWPP;8;RUMIŃSKI;Krzysztof;Mężczyzna;BEZP;nauczyciel
SLD;KWPP;9;CHMIELEWSKA-SUJATA;Monika;Kobieta;BEZP;politolog
SLD;KWPP;10;PIENIAK;Jarosław;Mężczyzna;SLD;pracownik administracji samorządowej
SLD;KWPP;11;RUTKOWSKI;Bartłomiej;Mężczyzna;LRazem;logopeda
SLD;KWPP;12;MALISZEWSKI;Krzysztof;Mężczyzna;SLD;inżynier budownictwa - budownictwo ogólne
SLD;KWPP;13;GULCZYŃSKI;Marcin;Mężczyzna;LRazem;analityk baz danych
SLD;KWPP;14;LITMAN;Ewa;Kobieta;BEZP;nauczyciel
SLD;KWPP;15;JAKUBAS;Daniel Stanisław;Mężczyzna;SLD;specjalista ds. bhp
SLD;KWPP;16;OLKOWSKA;Małgorzata;Kobieta;BEZP;menedżer
SLD;KWPP;17;NADOLNA;Janina;Kobieta;BEZP;bibliotekarz
SLD;KWPP;18;PIOTROWSKA;Anna Elżbieta;Kobieta;BEZP;pedagog
SLD;KWPP;19;DALKOWSKA;Beata;Kobieta;BEZP;główny księgowy
SLD;KWPP;20;GRUCELA;Bartosz;Mężczyzna;LRazem;specjalista ds. stosunków międzynarodowych
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;1;ABRAMSKI;Paweł Stanisław;Mężczyzna;członek partii politycznej: Wolni i Solidarni;prawnik
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;2;GANCEWSKA;Iwona Elżbieta;Kobieta;członek partii politycznej: Wolni i Solidarni;pedagog
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;3;ŁAZUKA;Piotr;Mężczyzna;BEZP;ekonomista
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;4;WALCZAK;Stanisław Jan;Mężczyzna;członek partii politycznej: Wolni i Solidarni;emeryt
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;5;KUSIOR;Maciej Franciszek;Mężczyzna;członek partii politycznej: Wolni i Solidarni;rolnik
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;6;KRAJEWSKA;Zuzanna Maria;Kobieta;członek partii politycznej: Skuteczni Piotra Liroya-Marca;rzecznik prasowy
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;7;CYMERMAN-MACIEJOWSKA;Marta;Kobieta;BEZP;urzędnik
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;8;SOBIERAJSKA;Teresa Gracjana;Kobieta;BEZP;emeryt
KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;KWPP;9;ZAWADZKI;Paweł Tomasz;Mężczyzna;BEZP;student
