teryt;xteryt;gmina;typ;coord;onum;oname;komitet;nrk;nz;im;plec;partia;ret;onumo;trans
020808;3;Lądek-Zdrój;gmw;50.3492305,16.8419125;2;Wałbrzych;KONFEDERACJA;5;PRZEŚLICA-MARTYNOWSKA;Anna Agnieszka;Kobieta;BEZP;[1];2;2==2
022405;3;Ząbkowice Śląskie;gmw;50.5983195,16.834261;2;Wałbrzych;KONFEDERACJA;6;SUSŁOWSKA;Krystyna Maria;Kobieta;BEZP;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;KONFEDERACJA;7;WIELICZKO;Angelika Agnieszka;Kobieta;BEZP;[0];-1;
020206;2;Łagiewniki;gw;50.7929445,16.78312;2;Wałbrzych;KONFEDERACJA;8;SZACHNIEWICZ;Przemysław Mateusz;Mężczyzna;RuchNarodowy;[0];-1;
020811;2;Nowa Ruda;gw;50.5890215,16.5072725;2;Wałbrzych;KONFEDERACJA;9;OLEKSY-SARYSZ;Marzena Emilia;Kobieta;BEZP;[0];-1;
020810;3;Międzylesie;gmw;50.171058,16.6952385;2;Wałbrzych;KONFEDERACJA;10;ŁOSIAK;Kamil Sebastian;Mężczyzna;BEZP;[0];-1;
020202;1;Dzierżoniów;gm;50.7291785,16.6473105;2;Wałbrzych;KONFEDERACJA;11;GOMÓŁKA;Damian Rafał;Mężczyzna;Korwin;[0];-1;
021905;2;Marcinowice;gw;50.8781635,16.6153985;2;Wałbrzych;KONFEDERACJA;12;LUDKOWSKI;Piotr;Mężczyzna;RuchNarodowy;[0];-1;
021908;3;Żarów;gmw;50.9476885,16.5267365;2;Wałbrzych;KONFEDERACJA;13;NOWAK;Katarzyna;Kobieta;RuchNarodowy;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KONFEDERACJA;14;MORKA;Andrzej;Mężczyzna;Korwin;[0];-1;
021907;2;Świdnica;gw;50.80824,16.4689875;2;Wałbrzych;KONFEDERACJA;15;OKARMUS;Ewa Jadwiga;Kobieta;RuchNarodowy;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;KONFEDERACJA;16;POKRYWKA;Stanisław;Mężczyzna;Korwin;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;BZPS;1;SZPUR;Anatol Kazimierz;Mężczyzna;BEZP;[0];-1;
020804;1;Nowa Ruda;gm;50.5735,16.519743;2;Wałbrzych;BZPS;2;GOLAK;Julian Kazimierz;Mężczyzna;BEZP;[1];2;2==2
022103;1;Szczawno-Zdrój;gm;50.795233,16.235313;2;Wałbrzych;BZPS;3;MICHAŃCIO;Iwona Kornela;Kobieta;BEZP;[0];-1;
020805;1;Polanica-Zdrój;gm;50.3988995,16.4994725;2;Wałbrzych;BZPS;4;SZYMKIEWICZ;Robert Artur;Mężczyzna;BEZP;[0];-1;
022405;3;Ząbkowice Śląskie;gmw;50.5983195,16.834261;2;Wałbrzych;BZPS;5;LESZCZYŃSKA;Marzanna Irena;Kobieta;BEZP;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;BZPS;6;GABRIEL;Katarzyna Joanna;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;2;Wałbrzych;BZPS;7;IGNOR;Agnieszka Joanna;Kobieta;BEZP;[0];-1;
020201;1;Bielawa;gm;50.6754715,16.602826;2;Wałbrzych;BZPS;8;HAŁACZKIEWICZ;Sebastian;Mężczyzna;BEZP;[0];-1;
020803;1;Kudowa-Zdrój;gm;50.445798,16.268813;2;Wałbrzych;BZPS;9;BIELAWSKA;Sylwia Małgorzata;Kobieta;BEZP;[0];-1;
020814;3;Szczytna;gmw;50.399237,16.430405;2;Wałbrzych;BZPS;10;ŚWITOŃ-PAWLICKA;Grażyna Izabela;Kobieta;BEZP;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;BZPS;11;KOWALONEK;Krystyna Wanda;Kobieta;BEZP;[0];-1;
021902;1;Świebodzice;gm;50.872466,16.338554;2;Wałbrzych;BZPS;12;LATUSZEK;Wojciech;Mężczyzna;BEZP;[0];-1;
021906;3;Strzegom;gmw;50.9536955,16.366786;2;Wałbrzych;BZPS;13;TUTKA;Ewa Lucyna;Kobieta;BEZP;[0];-1;
022102;1;Jedlina-Zdrój;gm;50.7241855,16.3395575;2;Wałbrzych;BZPS;14;CHOJNACKA;Joanna Agata;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;2;Wałbrzych;BZPS;15;ŁATA;Artur Sławomir;Mężczyzna;BEZP;[0];-1;
146505;1;Mst Warszawa (a);mm;52.233002,21.0614195;2;Wałbrzych;KOBW;1;SIEMONIAK;Tomasz;Mężczyzna;PORP;[1];2;2==2
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KOBW;2;MRZYGŁOCKA;Izabela Katarzyna;Kobieta;PORP;[1];2;2==2
020804;1;Nowa Ruda;gm;50.5735,16.519743;2;Wałbrzych;KOBW;3;WIELICHOWSKA;Monika;Kobieta;PORP;[1];2;2==2
021907;2;Świdnica;gw;50.80824,16.4689875;2;Wałbrzych;KOBW;4;SZUSZWALAK;Tomasz Daniel;Mężczyzna;BEZP;[0];-1;
020202;1;Dzierżoniów;gm;50.7291785,16.6473105;2;Wałbrzych;KOBW;5;MITRASZEWSKI;Tomasz Łukasz;Mężczyzna;Nowoczesna;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;KOBW;6;ŚWIŁO;Teresa;Kobieta;PORP;[1];2;2==2
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KOBW;7;GLAPIŃSKI;Rafał Mariusz;Mężczyzna;BEZP;[0];-1;
020808;3;Lądek-Zdrój;gmw;50.3492305,16.8419125;2;Wałbrzych;KOBW;8;INGLOT;Andrzej Ryszard;Mężczyzna;PORP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KOBW;9;ROSIAK;Mateusz;Mężczyzna;członek partii politycznej: Inicjatywa Polska;[0];-1;
022405;3;Ząbkowice Śląskie;gmw;50.5983195,16.834261;2;Wałbrzych;KOBW;10;ONYŚKÓW;Paweł;Mężczyzna;BEZP;[0];-1;
020806;3;Bystrzyca Kłodzka;gmw;50.2872735,16.637027;2;Wałbrzych;KOBW;11;SZCZYGIEŁ;Zbigniew;Mężczyzna;PORP;[1];2;2==2
020201;1;Bielawa;gm;50.6754715,16.602826;2;Wałbrzych;KOBW;12;ŚWIERCZYŃSKI;Jędrzej Maciej;Mężczyzna;PORP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KOBW;13;BEŚLERZEWSKA;Małgorzata Urszula;Kobieta;Zieloni;[0];-1;
021901;1;Świdnica;gm;50.840617,16.492523;2;Wałbrzych;KOBW;14;IWANCZ;Jacek Julian;Mężczyzna;Nowoczesna;[1];2;2==2
022403;2;Kamieniec Ząbkowicki;gw;50.52115,16.910301;2;Wałbrzych;KOBW;15;BEN AMARA;Joanna Maria;Kobieta;PORP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;KOBW;16;TUMIDALSKA;Marta Magdalena;Kobieta;PORP;[0];-1;
022404;2;Stoszowice;gw;50.597569,16.676565;2;Wałbrzych;PSL;1;GANCARZ;Paweł Jarosław;Mężczyzna;PSL;[1];2;2==2
020806;3;Bystrzyca Kłodzka;gmw;50.2872735,16.637027;2;Wałbrzych;PSL;2;KOŁT;Józef;Mężczyzna;PiS;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;PSL;3;KWIATKOWSKA;Ewa Daniela;Kobieta;BEZP;[0];-1;
020802;1;Kłodzko;gm;50.433701,16.6490345;2;Wałbrzych;PSL;4;KUCZEK;Magdalena Dorota;Kobieta;BEZP;[0];-1;
020202;1;Dzierżoniów;gm;50.7291785,16.6473105;2;Wałbrzych;PSL;5;RUDNICKI;Jarosław Jerzy;Mężczyzna;BEZP;[0];-1;
020808;3;Lądek-Zdrój;gmw;50.3492305,16.8419125;2;Wałbrzych;PSL;6;BONIECKA;Joanna Bogna;Kobieta;PSL;[0];-1;
022105;3;Głuszyca;gmw;50.6761965,16.364084;2;Wałbrzych;PSL;7;SOKOŁOWSKA;Maria;Kobieta;PSL;[0];-1;
020204;1;Piława Górna;gm;50.6828765,16.755003;2;Wałbrzych;PSL;8;DZIENDZIEL;Wacław Alojzy;Mężczyzna;PSL;[0];-1;
022108;2;Walim;gw;50.7267515,16.410063;2;Wałbrzych;PSL;9;MAZUR;Paweł Mariusz;Mężczyzna;PSL;[0];-1;
020804;1;Nowa Ruda;gm;50.5735,16.519743;2;Wałbrzych;PSL;10;UBIK;Jarosław Marian;Mężczyzna;PSL;[0];-1;
022406;3;Ziębice;gmw;50.5820985,17.037862;2;Wałbrzych;PSL;11;WIERZBICKA-BARA;Danuta Maria;Kobieta;BEZP;[0];-1;
022102;1;Jedlina-Zdrój;gm;50.7241855,16.3395575;2;Wałbrzych;PSL;12;KOWALSKA;Sylwia Edyta;Kobieta;BEZP;[0];-1;
020803;1;Kudowa-Zdrój;gm;50.445798,16.268813;2;Wałbrzych;PSL;13;KARCH;Izabela Maria;Kobieta;PSL;[0];-1;
020205;2;Dzierżoniów;gw;50.7258675,16.6606305;2;Wałbrzych;PSL;14;SULIKOWSKA;Natalia Weronika;Kobieta;BEZP;[0];-1;
026501;1;Wałbrzych;mm;50.7851055,16.2913995;2;Wałbrzych;PSL;15;KYCIA;Radosław;Mężczyzna;PSL;[0];-1;
020807;2;Kłodzko;gw;50.447015,16.668529;2;Wałbrzych;PSL;16;LONGAWA;Stanisław Tadeusz;Mężczyzna;PSL;[1];2;2==2
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;1;STACHOWIAK-RÓŻECKA;Mirosława Agnieszka;Kobieta;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;2;HRENIAK;Paweł Marek;Mężczyzna;PiS;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;3;ŚWIAT;Jacek;Mężczyzna;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;4;CZARNECKI;Przemysław Maksymilian;Mężczyzna;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;5;CALIŃSKA-MAYER;Małgorzata Maria;Kobieta;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;6;JAROCH;Andrzej Stanisław;Mężczyzna;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;7;JĘDRYSEK;Mariusz Orion;Mężczyzna;PiS;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;8;SOIN;Agnieszka Anna;Kobieta;PiS;[1];3;3==3
022302;2;Długołęka;gw;51.187834,17.211194;3;Wrocław;PiS;9;DYTKO;Piotr Jan;Mężczyzna;PorozumienieJarosławaGowina;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;10;ADAMSKI;Artur;Mężczyzna;BEZP;[0];-1;
021504;2;Oława;gw;50.9239445,17.3158105;3;Wrocław;PiS;11;BREZDEŃ;Zdzisław Ireneusz;Mężczyzna;PiS;[1];3;3==3
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;PiS;12;BARTNIK;Wojciech Stanisław;Mężczyzna;BEZP;[1];3;3==3
021302;2;Krośnice;gw;51.444633,17.397656;3;Wrocław;PiS;13;DOMAGAŁA;Krzysztof Marek;Mężczyzna;PiS;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;14;KOWALCZYK;Roman;Mężczyzna;PiS;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;15;PIEŃKOWSKI;Robert;Mężczyzna;PiS;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;16;STOPA;Urszula Maria;Kobieta;PiS;[0];-1;
022302;2;Długołęka;gw;51.187834,17.211194;3;Wrocław;PiS;17;ZAJĄC;Wiesław Antoni;Mężczyzna;PiS;[0];-1;
022004;2;Wisznia Mała;gw;51.225371,17.030435;3;Wrocław;PiS;18;BRZĄKAŁA;Agnieszka Maria;Kobieta;PiS;[0];-1;
022202;2;Wińsko;gw;51.4453885,16.6182725;3;Wrocław;PiS;19;WAWRZYNIAK;Adrian Sławomir;Mężczyzna;PiS;[0];-1;
021804;3;Środa Śląska;gmw;51.1660305,16.587297;3;Wrocław;PiS;20;WOJEWÓDKA;Karolina;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;21;PIECHEL;Michał;Mężczyzna;PiS;[0];-1;
021406;2;Oleśnica;gw;51.2098585,17.4515835;3;Wrocław;PiS;22;STRUMECKA;Marzanna Teresa;Kobieta;BEZP;[0];-1;
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;PiS;23;LESZCZYŃSKA-NER;Zofia Maria;Kobieta;BEZP;[0];-1;
022309;2;Żórawina;gw;50.96741,17.0494505;3;Wrocław;PiS;24;HARASNY;Marek;Mężczyzna;PiS;[0];-1;
021705;3;Wiązów;gmw;50.7950475,17.2390685;3;Wrocław;PiS;25;MAKSYMIAK;Magdalena Maria;Kobieta;PiS;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PiS;26;MROZOWSKA;Karolina Marta;Kobieta;PiS;[1];3;3==3
021407;3;Syców;gmw;51.298589,17.650431;3;Wrocław;PiS;27;KEMPA;Cezary Piotr;Mężczyzna;BEZP;[0];-1;
022001;3;Oborniki Śląskie;gmw;51.2791445,16.890133;3;Wrocław;PiS;28;CZARTORYSKI;Tytus Henryk;Mężczyzna;PiS;[0];-1;
146506;1;Mst Warszawa (a);mm;52.233002,21.0614195;3;Wrocław;SLD;1;ŚMISZEK;Krzysztof Jan;Mężczyzna;Wiosna;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;2;STOŻEK;Marta Magdalena;Kobieta;LRazem;[0];-1;
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;SLD;3;SIKORA;Arkadiusz;Mężczyzna;SLD;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;4;LUBINIECKA-RÓŻYŁO;Katarzyna Elżbieta;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;5;AUGUSTYŃSKI;Iwo Piotr;Mężczyzna;LRazem;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;6;JOKS;Marlena Ewa;Kobieta;SLD;[0];-1;
022201;3;Brzeg Dolny;gmw;51.2974245,16.6940315;3;Wrocław;SLD;7;KOZDROWICKI;Piotr Sebastian;Mężczyzna;Wiosna;[0];-1;
021001;1;Lubań;gm;51.114691,15.2808625;3;Wrocław;SLD;8;ŁAGOWSKA;Anna Katarzyna;Kobieta;LRazem;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;9;ELSNER;Wincenty Aleksander;Mężczyzna;SLD;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;10;PILNY;Maciej;Mężczyzna;Wiosna;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;11;GAJDZIŃSKA;Anna;Kobieta;LRazem;[0];-1;
021801;2;Kostomłoty;gw;51.056694,16.64465;3;Wrocław;SLD;12;WICHA;Stanisław;Mężczyzna;SLD;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;13;MAŚLAK;Robert;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;14;DĄBROWSKA;Katarzyna;Kobieta;LRazem;[0];-1;
022001;3;Oborniki Śląskie;gmw;51.2791445,16.890133;3;Wrocław;SLD;15;ŚMIAŁEK;Danuta Maria;Kobieta;SLD;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;16;TERPIŁOWSKA;Irena Róża;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;17;MINCER;Tadeusz Albert;Mężczyzna;LRazem;[0];-1;
020401;3;Góra;gmw;51.6775665,16.546938;3;Wrocław;SLD;18;KORDEK-CHMIELEWSKA;Agnieszka Katarzyna;Kobieta;SLD;[0];-1;
022305;2;Kobierzyce;gw;50.960799,16.9368675;3;Wrocław;SLD;19;OLIK;Waldemar Antoni;Mężczyzna;Wiosna;[0];-1;
022304;3;Kąty Wrocławskie;gmw;51.0333645,16.8230165;3;Wrocław;SLD;20;CHŁÓDEK;Agnieszka Barbara;Kobieta;LRazem;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;21;MARKOWSKI;Krzysztof;Mężczyzna;LRazem;[1];1;1=>3
021303;3;Milicz;gmw;51.5066955,17.2811095;3;Wrocław;SLD;22;HODOWANY;Andrzej Jerzy;Mężczyzna;LRazem;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;23;NIEMIEC;Jan Mateusz;Mężczyzna;LRazem;[0];-1;
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;SLD;24;BANACH;Maria Teresa;Kobieta;BEZP;[1];3;3==3
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;SLD;25;WARZYCHA;Małgorzata Danuta;Kobieta;LRazem;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;26;PELWECKI;Mateusz Dariusz;Mężczyzna;LRazem;[0];-1;
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;SLD;27;BOBIŃSKI;Grzegorz Paweł;Mężczyzna;SLD;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;SLD;28;DZIEMIANOWICZ-BĄK;Agnieszka Ewa;Kobieta;BEZP;[0];-1;
022004;2;Wisznia Mała;gw;51.225371,17.030435;3;Wrocław;BZPS;1;ZDROJEWSKA;Ewa Anna;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;2;PRZYWARA;Karol;Mężczyzna;BEZP;[0];-1;
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;BZPS;3;MARSZAŁEK;Janusz;Mężczyzna;BEZP;[0];-1;
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;BZPS;4;KOSTERSKA;Barbara;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;5;ĆWIERTNIEWICZ;Grzegorz Piotr;Mężczyzna;BEZP;[0];-1;
022003;3;Trzebnica;gmw;51.354735,17.1021455;3;Wrocław;BZPS;6;HAŁADAJ;Krystyna Jadwiga;Kobieta;BEZP;[0];-1;
022301;2;Czernica;gw;51.066266,17.2622525;3;Wrocław;BZPS;7;KACZMARZYK-JANCZAK;Elżbieta Zofia;Kobieta;BEZP;[0];-1;
021408;3;Twardogóra;gmw;51.376858,17.4550385;3;Wrocław;BZPS;8;POTYRAŁA;Zbigniew;Mężczyzna;BEZP;[0];-1;
022203;3;Wołów;gmw;51.332311,16.6074315;3;Wrocław;BZPS;9;DOLAT;Agnieszka;Kobieta;BEZP;[0];-1;
022309;2;Żórawina;gw;50.96741,17.0494505;3;Wrocław;BZPS;10;DYSZKIEWICZ;Iwona Elżbieta;Kobieta;BEZP;[0];-1;
021303;3;Milicz;gmw;51.5066955,17.2811095;3;Wrocław;BZPS;11;WYBIERAŁA;Paweł;Mężczyzna;BEZP;[0];-1;
020401;3;Góra;gmw;51.6775665,16.546938;3;Wrocław;BZPS;12;ISKRA;Piotr Paweł;Mężczyzna;BEZP;[0];-1;
020202;1;Dzierżoniów;gm;50.7291785,16.6473105;3;Wrocław;BZPS;13;SAŁO;Dorota;Kobieta;BEZP;[0];-1;
021704;3;Strzelin;gmw;50.7697595,17.075162;3;Wrocław;BZPS;14;HAŁAS-KORALEWSKA;Małgorzata Kamila;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;15;CZAPIEWSKI;Edward;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;16;TOMKIEWICZ;Barbara Elżbieta;Kobieta;BEZP;[0];-1;
022304;3;Kąty Wrocławskie;gmw;51.0333645,16.8230165;3;Wrocław;BZPS;17;KOPEĆ;Antoni;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;18;PIONTEK;Jan Feliks;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;19;TRACZYK;Andrzej Jacek;Mężczyzna;BEZP;[0];-1;
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;BZPS;20;PAWŁOWSKA;Agnieszka;Kobieta;BEZP;[0];-1;
022006;3;Żmigród;gmw;51.4913675,16.934801;3;Wrocław;BZPS;21;HOŁÓWKA;Małgorzata Agnieszka;Kobieta;BEZP;[0];-1;
022203;3;Wołów;gmw;51.332311,16.6074315;3;Wrocław;BZPS;22;NAPLOCHA;Agnieszka;Kobieta;BEZP;[0];-1;
022307;3;Sobótka;gmw;50.9065575,16.766155;3;Wrocław;BZPS;23;KURDZIEL;Hubert Kazimierz;Mężczyzna;BEZP;[0];-1;
021504;2;Oława;gw;50.9239445,17.3158105;3;Wrocław;BZPS;24;SZYLER;Paweł Tomasz;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;BZPS;25;STACHORZECKA;Maria Helena;Kobieta;BEZP;[0];-1;
022006;3;Żmigród;gmw;51.4913675,16.934801;3;Wrocław;BZPS;26;KAZIKOWSKA;Paulina;Kobieta;BEZP;[0];-1;
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;BZPS;27;KEMPA;Jarosław Jan;Mężczyzna;BEZP;[0];-1;
021803;2;Miękinia;gw;51.177027,16.7900085;3;Wrocław;BZPS;28;GRZEGORCZYN;Jan Marian;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;1;SCHETYNA;Grzegorz Juliusz;Mężczyzna;PORP;[1];33;33=>3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;2;TRACZ;Małgorzata Elżbieta;Kobieta;Zieloni;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;3;JAROS;Michał;Mężczyzna;PORP;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;4;PIECHOTA;Sławomir Jan;Mężczyzna;PORP;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;5;MŁYŃCZAK;Aldona Janina;Kobieta;PORP;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;6;AUGUSTYNOWSKA;Joanna Wiktoria;Kobieta;PORP;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;7;MIESZKOWSKI;Krzysztof;Mężczyzna;Nowoczesna;[1];3;3==3
021704;3;Strzelin;gmw;50.7697595,17.075162;3;Wrocław;KOBW;8;HORODYSKA;Anna Maria;Kobieta;BEZP;[1];3;3==3
022305;2;Kobierzyce;gw;50.960799,16.9368675;3;Wrocław;KOBW;9;WÓJCIK;Krystyna;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;10;GÓRSKI;Michał Jakub;Mężczyzna;PORP;[1];3;3==3
020401;3;Góra;gmw;51.6775665,16.546938;3;Wrocław;KOBW;11;ŻMIEJEWSKI;Zdzisław Michał;Mężczyzna;BEZP;[0];-1;
022202;2;Wińsko;gw;51.4453885,16.6182725;3;Wrocław;KOBW;12;ADAMCZAK;Wojciech;Mężczyzna;BEZP;[0];-1;
021501;1;Oława;gm;50.9574515,17.294215;3;Wrocław;KOBW;13;LESZCZYŃSKA;Anna Maria;Kobieta;PORP;[0];-1;
021402;3;Bierutów;gmw;51.141544,17.5018485;3;Wrocław;KOBW;14;POLAŃSKI;Jarosław;Mężczyzna;PORP;[0];-1;
021804;3;Środa Śląska;gmw;51.1660305,16.587297;3;Wrocław;KOBW;15;BURDZY;Sebastian Robert;Mężczyzna;PORP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;16;MĘDYGRAŁ;Kacper Jan;Mężczyzna;PORP;[0];-1;
021303;3;Milicz;gmw;51.5066955,17.2811095;3;Wrocław;KOBW;17;SIERPIŃSKI;Marek Rafał;Mężczyzna;PORP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;18;ZALEWSKI;Marek Krzysztof;Mężczyzna;PORP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;19;STASZEWSKI;Waldemar Zbigniew;Mężczyzna;PORP;[0];-1;
022305;2;Kobierzyce;gw;50.960799,16.9368675;3;Wrocław;KOBW;20;MOŁOŃ;Radosław Tomasz;Mężczyzna;BEZP;[0];-1;
022301;2;Czernica;gw;51.066266,17.2622525;3;Wrocław;KOBW;21;SOBOLAK;Anna Helena;Kobieta;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;22;MAKÓWKA;Jacek Edward;Mężczyzna;członek partii politycznej: Unia Pracy;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;23;PIWKO;Katarzyna Anna;Kobieta;PORP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;24;STANIÓW;Katarzyna;Kobieta;PORP;[0];-1;
021401;1;Oleśnica;gm;51.210509,17.3860435;3;Wrocław;KOBW;25;ZELINKA;Ryszard Julian;Mężczyzna;BEZP;[0];-1;
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;KOBW;26;KROPSKI;Łukasz;Mężczyzna;PORP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;KOBW;27;GILAR;Daria;Kobieta;PORP;[0];-1;
022003;3;Trzebnica;gmw;51.354735,17.1021455;3;Wrocław;KOBW;28;ŁAPIŃSKI;Marek;Mężczyzna;PORP;[1];3;3==3
022308;3;Siechnice;gmw;51.032178,17.145507;3;Wrocław;PSL;1;PROTASIEWICZ;Jacek;Mężczyzna;członek partii politycznej: Unia Europejskich Demokratów;[1];3;3==3
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PSL;2;ZEGAN;Maciej Adam;Mężczyzna;BEZP;[0];-1;
026401;1;Wrocław (a);mm;51.1261165,16.991816;3;Wrocław;PSL;3;BRONOWICKA;Joanna Barbara;Kobieta;PSL;[1];3;3==3
