komitet;okręg;numer;kandydat;glosy;proc.lista;proc.all;wynik
K8;29;9;GODOWSKI Patryk Paweł;49;1.23;0.02;NX
K8;29;10;SZKLORZ Wiktor Łukasz;73;1.84;0.03;NX
K8;29;11;KORWIN-MIKKE Korynna Natalia;1955;49.43;0.84;NX
K8;30;1;STAROSTA Czesław;1204;39.07;0.54;NX
K8;30;2;KISZKA Damian;336;10.90;0.15;NX
K8;30;3;LEKS Piotr;173;5.61;0.08;NX
K8;30;4;ŁUKASIK Lechosław;150;4.86;0.07;NX
K8;30;5;SYNOWIEC Andrzej;144;4.67;0.06;NX
K8;30;6;LEPICH Roman;99;3.21;0.04;NX
K8;30;7;LANGER Alicja;339;11.00;0.15;NX
K8;30;8;STAROŃ Jerzy;146;4.73;0.06;NX
K8;30;9;JÓZEFIAK Paweł;24;0.77;0.01;NX
K8;30;10;SZCZEPAN Witold;61;1.97;0.03;NX
K8;30;11;LATOŃ Adam Aleksander;81;2.62;0.04;NX
K8;30;12;ZYGMUNT Jerzy;58;1.88;0.03;NX
K8;30;13;PODESZWA Mariusz;266;8.63;0.12;NX
K8;31;1;SŁAWSKI Sławomir Michał;1861;31.60;0.56;NX
K8;31;2;BRZEZINA Tomasz Bogdan;279;4.73;0.08;NX
K8;31;3;NEUKIRCH Artur Tomasz;318;5.39;0.10;NX
K8;31;4;KIEROT Grzegorz Jacek;218;3.70;0.07;NX
K8;31;5;SOŚNIERZ Dobromir Andrzej;1307;22.19;0.39;NX
K8;31;6;NAWRAT Roman Rudolf;206;3.49;0.06;NX
K8;31;7;KRAJEWSKI Krzysztof Stanisław;211;3.58;0.06;NX
K8;31;8;NOWAK Radosław Roman;137;2.32;0.04;NX
K8;31;9;SŁOWIK Monika Agnieszka;469;7.96;0.14;NX
K8;31;10;BARAŃSKI Jerzy Eugeniusz;85;1.44;0.03;NX
K8;31;11;WASZEK Krzysztof Jan;72;1.22;0.02;NX
K8;31;12;KWIECIEŃ Przemysław Aleksander;122;2.07;0.04;NX
K8;31;13;PASZEK Tomasz Roman;162;2.75;0.05;NX
K8;31;14;POPIOŁEK Andrzej Tadeusz;442;7.50;0.13;NX
K8;32;1;JASZCZURA Grzegorz Leszek;1860;31.27;0.88;NX
K8;32;2;KOTNIS Szymon Piotr;521;8.76;0.25;NX
K8;32;3;ŚLUSARSKI Przemysław;405;6.81;0.19;NX
K8;32;4;WASIECZKO Dariusz Leszek;174;2.92;0.08;NX
K8;32;5;KURCZEK Jan Wojciech;260;4.37;0.12;NX
K8;32;6;SYNOWIEC Jarosław Ryszard;400;6.72;0.19;NX
K8;32;7;KOSMAŁA Franciszek Andrzej;161;2.70;0.08;NX
K8;32;8;RUPKA Marcin Artur;209;3.51;0.10;NX
K8;32;9;STRZELECKI Tadeusz Wojciech;182;3.06;0.09;NX
K8;32;10;NIEDBAŁA Wojciech Krzysztof;173;2.90;0.08;NX
K8;32;11;KUPIŃSKA Joanna;443;7.44;0.21;NX
K8;32;12;DOBREK Włodzimierz Michał;119;2.00;0.06;NX
K8;32;13;KMIOTEK Dariusz Jan;152;2.55;0.07;NX
K8;32;14;SŁABOŃ Leszek Sławomir;239;4.01;0.11;NX
K8;32;15;JASICA Tomasz Jan;184;3.09;0.09;NX
K8;32;16;JASZCZURA Ewa Beata;465;7.81;0.22;NX
K8;33;1;ULOK Andrzej;1269;27.71;0.35;NX
K8;33;2;FĄFARA Andrzej Roman;358;7.81;0.10;NX
K8;33;3;SENIUK-WAWRZYNIAK Bożena Teresa;245;5.35;0.07;NX
K8;33;4;KAMIŃSKI Marian;394;8.60;0.11;NX
K8;33;5;ZWIERZCHOWSKI Konrad Edmund;118;2.57;0.03;NX
K8;33;6;SZATKOWSKA Maria Grażyna;159;3.47;0.04;NX
K8;33;7;DUDEK Czesław;414;9.04;0.11;NX
K8;33;8;GRUSZCZYŃSKI Paweł;154;3.36;0.04;NX
K8;33;9;ZARZYCKI Wojciech Józef;168;3.66;0.05;NX
K8;33;10;BILSKI Juliusz;192;4.19;0.05;NX
K8;33;11;JEDYNAK Robert Grzegorz;104;2.27;0.03;NX
K8;33;12;KĘPKOWSKA Katarzyna Karolina;150;3.27;0.04;NX
K8;33;13;PAJĄK Mariusz Wojciech;152;3.31;0.04;NX
K8;33;14;POTERAŁA Andrzej Wojciech;198;4.32;0.05;NX
K8;33;15;WOŹNIAK Piotr;138;3.01;0.04;NX
K8;33;16;KRZYWDZIŃSKI Henryk Witold;70;1.52;0.02;NX
K8;33;17;JEDYNAK Małgorzata;296;6.46;0.08;NX
K8;34;1;JUREWICZ Paweł Dominik;791;40.33;0.48;NX
K8;34;2;SIEMIĄTKOWSKI Sławomir;324;16.52;0.19;NX
K8;34;3;MORAWSKI Dariusz Stanisław;194;9.89;0.12;NX
K8;34;4;PLISZKA Rafał;127;6.47;0.08;NX
K8;34;5;WEDEŁ Joanna Iga;105;5.35;0.06;NX
K8;34;6;RYDEL Piotr Eugeniusz;121;6.17;0.07;NX
K8;34;7;BUCHWALD Stanisław Henryk;39;1.98;0.02;NX
K8;34;8;HAU Anna Agnieszka;260;13.25;0.16;NX
K8;35;1;GROTECKI Wojciech Szczepan;1400;43.31;0.68;NX
K8;35;2;PABJAŃCZYK Artur Dominik;190;5.87;0.09;NX
K8;35;3;KUSTO Dariusz;145;4.48;0.07;NX
K8;35;4;POPKOWSKI Jerzy;118;3.65;0.06;NX
K8;35;5;MEJER Rafał;208;6.43;0.10;NX
K8;35;6;BEREŚNIEWICZ Andrzej;89;2.75;0.04;NX
K8;35;7;KOWSZUK Bogumił Cezary;118;3.65;0.06;NX
K8;35;8;LISIECKI Piotr Cezary;137;4.23;0.07;NX
K8;35;9;BOEHM Robert Edward;103;3.18;0.05;NX
K8;35;10;ZIELONKA Piotr Mariusz;105;3.24;0.05;NX
K8;35;11;SZYSZKO Jerzy;223;6.89;0.11;NX
K8;35;12;RYTCZAK Maciej;85;2.62;0.04;NX
K8;35;13;MAŚLANKA Antoni Andrzej Maria;311;9.62;0.15;NX
K8;36;1;RUBIŃSKI Dawid Marek;1541;38.68;0.55;NX
K8;36;2;POLOCH Przemysław Piotr;320;8.03;0.11;NX
K8;36;3;SZYMKOWIAK-WIERZBA Izabela Honorata;309;7.75;0.11;NX
K8;36;4;CICHOWLAS Robert;226;5.67;0.08;NX
K8;36;5;KUBIAK Jacek;244;6.12;0.09;NX
K8;36;6;WOJCIECHOWSKI Zbigniew;198;4.97;0.07;NX
K8;36;7;GAŁKOWSKI Krzysztof Andrzej;111;2.78;0.04;NX
K8;36;8;SERWA Andrzej Jacek;94;2.36;0.03;NX
K8;36;9;JURDZIŃSKI Jerzy Andrzej;177;4.44;0.06;NX
K8;36;10;TARASEWICZ Hanna;189;4.74;0.07;NX
K8;36;11;PANEK Anatol;80;2.00;0.03;NX
K8;36;12;GOJ Józef Piotr;76;1.90;0.03;NX
K8;36;13;ADAMCZYK Sebastian;163;4.09;0.06;NX
K8;36;14;FENGLER Grzegorz Ludwik;107;2.68;0.04;NX
K8;36;15;ORKOWSKI Andrzej;148;3.71;0.05;NX
K8;37;1;DUBIEL Cezar Andrzej;1217;33.14;0.56;NX
K8;37;2;DĘBIEC Jan;280;7.62;0.13;NX
K8;37;3;OLEJNIK-KOSTKA Monika Magdalena;383;10.43;0.18;NX
K8;37;4;SŁOMIŃSKI Aleksander Marcin;189;5.14;0.09;NX
K8;37;5;TOMASZEWSKI Piotr;341;9.28;0.16;NX
K8;37;6;HOJNOWSKI Aleksander;91;2.47;0.04;NX
K8;37;7;CZAJKOWSKI Arkadiusz Józef;652;17.75;0.30;NX
K8;37;8;JARECKA Iwona Małgorzata;290;7.89;0.13;NX
K8;37;9;KOSTRO Radosław Piotr;77;2.09;0.04;NX
K8;37;10;ROTNICKI Alfred Jerzy;49;1.33;0.02;NX
K8;37;11;SKROBAŁA Paweł Tadeusz;103;2.80;0.05;NX
K8;38;1;WYKOWSKI Andrzej;1272;43.14;0.58;NX
K8;38;2;KOKOSZANEK Paweł;231;7.83;0.11;NX
K8;38;3;BOROWIAK Grzegorz Zbigniew;273;9.26;0.12;NX
K8;38;4;RZESZOWSKI Marcin;138;4.68;0.06;NX
K8;38;5;KULIGOWSKA Aleksandra;378;12.82;0.17;NX
K8;38;6;RYCHŁY Roman Tadeusz;97;3.29;0.04;NX
K8;38;8;TOMASZKIEWICZ Piotr Sylwester;82;2.78;0.04;NX
K8;38;9;WITCZAK Bolesław;145;4.91;0.07;NX
K8;38;10;KUDLIŃSKI Przemysław Tadeusz;254;8.61;0.12;NX
K8;39;1;KARPIŃSKI Jacek;3187;55.98;1.04;NX
K8;39;2;GRZEGOREK Ryszard;248;4.35;0.08;NX
K8;39;3;RUX Andrzej;357;6.27;0.12;NX
K8;39;4;ŚLOSARCZYK Jakub;164;2.88;0.05;NX
K8;39;5;KADEN Ryszard;173;3.03;0.06;NX
K8;39;6;ZYWERT Elżbieta;486;8.53;0.16;NX
K8;39;7;GIMZICKI Jan Roman;126;2.21;0.04;NX
K8;39;8;PŁUŻYŃSKI Włodzimierz Paweł;91;1.59;0.03;NX
K8;39;9;MADELSKI Maciej;137;2.40;0.04;NX
K8;39;10;ŁUKOMSKI Bartosz;230;4.04;0.08;NX
K8;39;11;KUDLIŃSKI Rafał Przemysław;125;2.19;0.04;NX
K8;39;12;GROCKI Grzegorz;369;6.48;0.12;NX
K8;40;1;KATZER Jacek;837;38.82;0.48;NX
K8;40;2;ZWIERZ Adam Józef;218;10.11;0.12;NX
K8;40;3;STĘPIEŃ Tomasz Sławomir;288;13.35;0.16;NX
K8;40;4;SZPINDOR Ewa Bożena;165;7.65;0.09;NX
K8;40;5;MIROCHA-TURCZYN Anna Elżbieta;127;5.89;0.07;NX
K8;40;6;BASTEK Krzysztof Tomasz;199;9.23;0.11;NX
K8;40;7;KRZEMIŃSKI Marcin;178;8.25;0.10;NX
K8;40;8;BODENDORF Robert Andrzej;144;6.67;0.08;NX
K8;41;1;GROBELNY Bogdan Edward;2031;33.24;0.66;NX
K8;41;2;KIJAŃSKI Jakub Zbigniew;415;6.79;0.13;NX
K8;41;3;CZUBARA Tomasz;247;4.04;0.08;NX
K8;41;4;ŚLĄCZKA Jolanta Elżbieta;368;6.02;0.12;NX
K8;41;5;OLESZCZUK Stefan;588;9.62;0.19;NX
K8;41;6;KOKOCIŃSKI Piotr Paweł;164;2.68;0.05;NX
K8;41;7;MAGIERA Jolanta Krystyna;373;6.10;0.12;NX
K8;41;8;STASZAK Sławomir Andrzej;107;1.75;0.03;NX
K8;41;9;KAPEL Teodozja Helena;74;1.21;0.02;NX
K8;41;10;HAJKIEWICZ Paweł Józef;101;1.65;0.03;NX
K8;41;11;JUREWICZ Krzysztof Wiesław;126;2.06;0.04;NX
K8;41;12;BĄCZKOWSKA Ewa;237;3.87;0.08;NX
K8;41;13;WOŹNICKI Paweł Erwin;100;1.63;0.03;NX
K8;41;14;SROKA Zofia Joanna;195;3.19;0.06;NX
K8;41;15;ZAGUŁA Tomasz Andrzej;51;0.83;0.02;NX
K8;41;16;MURAS Jarosław Grzegorz;53;0.86;0.02;NX
K8;41;17;ZDROIK Joanna Helena;114;1.86;0.04;NX
K8;41;18;KIJAŃSKI Zbigniew Jan;97;1.58;0.03;NX
K8;41;19;GŁADKOW Jan;669;10.94;0.22;NX
K9;1;1;SZMAJDZIŃSKI Jerzy Andrzej;20741;47.97;7.32;PX
K9;1;2;ZBRZYZNY Ryszard;9644;22.30;3.40;PX
K9;1;3;SZEFFER Anna Teresa;1047;2.42;0.37;NX
K9;1;4;PONIŹNIK Olgierd;3313;7.66;1.17;NX
K9;1;5;KOWALSKA Bronisława;3832;8.86;1.35;NX
K9;1;6;PIERZCHALSKI Henryk Piotr;779;1.80;0.28;NX
K9;1;7;GIEBIEŃ Alfred Waldemar;172;0.39;0.06;NX
K9;1;8;ZIELIŃSKI Marek;615;1.42;0.22;NX
K9;1;9;OLCZYŃSKI Jerzy Andrzej;356;0.82;0.13;NX
K9;1;10;PACZÓSKI Piotr Jerzy;268;0.61;0.09;NX
K9;1;11;BUCKA Joanna;304;0.70;0.11;NX
K9;1;12;MOSOŃ Zbigniew;409;0.94;0.14;NX
K9;1;13;REDER-SADOWSKA Jadwiga;597;1.38;0.21;NX
K9;1;14;POLAK-SZPICH Ewa;233;0.53;0.08;NX
K9;1;15;JASIŃSKI Andrzej;234;0.54;0.08;NX
K9;1;16;JABŁOŃSKI Maciej Tomasz;243;0.56;0.09;NX
K9;1;17;DUDEK Mieczysław;448;1.03;0.16;NX
K9;2;1;GOŁĘBIEWSKI Henryk;8454;31.09;4.31;PX
K9;2;2;JEDOŃ Mieczysław;8088;29.74;4.12;NX
K9;2;3;HERMAN Krystyna Janina;2540;9.34;1.29;NX
K9;2;4;BANAŚ Magdalena;4273;15.71;2.18;NX
K9;2;5;MARKIEWICZ Adam;2240;8.23;1.14;NX
K9;2;6;HERETYK Szymon Wojciech;344;1.26;0.18;NX
K9;2;7;FIL Łukasz;436;1.60;0.22;NX
K9;2;8;BIENKIEWICZ Bronisław Stanisław;432;1.58;0.22;NX
K9;2;9;CIEĆWIERZ Włodzimierz Wojciech;382;1.40;0.19;NX
K9;3;1;KRASOŃ Janusz;15162;39.11;3.91;PX
K9;3;2;OTRĘBA Andrzej Jan;4316;11.13;1.11;NX
K9;3;3;RYMARCZYK Jan;5897;15.21;1.52;NX
K9;3;4;WRÓBEL Joanna;1676;4.32;0.43;NX
K9;3;5;SZYMAŃSKI Jan;3442;8.87;0.89;NX
K9;3;6;SOKOŁA Włodzimierz Bolesław;451;1.16;0.12;NX
K9;3;7;PAWNUK-SZNAJDER Dorota Jadwiga;1171;3.02;0.30;NX
K9;3;8;RYK Leszek;442;1.14;0.11;NX
K9;3;9;CYRUL Czesław;839;2.16;0.22;NX
K9;3;10;KRUK-GRĘZIAK Joanna Elżbieta;678;1.74;0.17;NX
K9;3;11;MAJER Krzysztof Bolesław;632;1.63;0.16;NX
K9;3;12;KWAŚNICA Cecylia Jadwiga;536;1.38;0.14;NX
K9;3;13;BĄK Aleksander;613;1.58;0.16;NX
K9;3;14;TRELA Helena;522;1.34;0.13;NX
K9;3;15;KURPIEL Marcin Krzysztof;298;0.76;0.08;NX
K9;3;16;BARAN Andrzej;154;0.39;0.04;NX
K9;3;17;GRZĄDZIEL Marek Henryk;160;0.41;0.04;NX
K9;3;18;PUT Jerzy Michał;347;0.89;0.09;NX
K9;3;19;MICHALAK Zbigniew;228;0.58;0.06;NX
K9;3;20;SZPUNAR Wojciech Maria;479;1.23;0.12;NX
K9;3;21;MĄDRZAK Karolina Aniela;720;1.85;0.19;NX
K9;4;1;ZEMKE Janusz Władysław;33672;63.28;11.81;PX
K9;4;2;CIEMNIAK Grażyna Jolanta;3807;7.15;1.33;PX
K9;4;3;KOSIENIAK Romuald Piotr;1441;2.70;0.51;NX
K9;4;4;WNUK Marcin;2096;3.93;0.73;NX
K9;4;5;ANDRYSIAK Lucyna Mieczysława;1260;2.36;0.44;NX
K9;4;6;JASZCZUK Zbigniew;1319;2.47;0.46;NX
K9;4;7;KUJAWA Teresa Zofia;836;1.57;0.29;NX
K9;4;8;WASIAK Józef;464;0.87;0.16;NX
K9;4;9;CHOJNACKI Łukasz Karol;299;0.56;0.10;NX
K9;4;10;GROCHOWSKI Bartłomiej Mikołaj;178;0.33;0.06;NX
K9;4;11;ADAMCZYK Patrycja;339;0.63;0.12;NX
K9;4;12;MAZIARZ Edward;344;0.64;0.12;NX
K9;4;13;BIERNACKI Jan Kazimierz;667;1.25;0.23;NX
K9;4;14;RENZ Halina Małgorzata;287;0.53;0.10;NX
K9;4;15;DUBKOWSKI Michał Krzysztof;231;0.43;0.08;NX
K9;4;16;WOŹNIAK Ryszard Jan;330;0.62;0.12;NX
K9;4;17;PIĄTEK Grzegorz;387;0.72;0.14;NX
K9;4;18;WAWRZYNIAK Zbigniew Aleksy;304;0.57;0.11;NX
K9;4;19;SZUŁA Dorota Karolina;259;0.48;0.09;NX
K9;4;20;JAŚTAK Michał;202;0.37;0.07;NX
K9;4;21;MAĆKIEWICZ Józef Rafał;146;0.27;0.05;NX
K9;4;22;JENERALSKI Sławomir Bogusław;4343;8.16;1.52;PX
K9;5;1;ŁUCZAK Krystian Walery;5824;17.32;2.04;PX
K9;5;2;SZPARAGA Elżbieta Anna;2322;6.90;0.81;NX
K9;5;3;WENDERLICH Jerzy;10761;32.01;3.77;PX
K9;5;4;DERWICH Bogdan Adam;2191;6.51;0.77;NX
K9;5;5;WRÓBLEWSKA Dorota Małgorzata;996;2.96;0.35;NX
K9;5;6;KĄDZIELA Katarzyna Ludwika;242;0.72;0.08;NX
K9;5;7;PAWLAK Stanisław;3125;9.29;1.09;NX
K9;5;8;SZYMAŃSKI Bartosz;433;1.28;0.15;NX
K9;5;9;ŻYŁKOWSKA-PINDEL Paulina Magdalena;200;0.59;0.07;NX
K9;5;10;ZAWADZKI Jerzy;508;1.51;0.18;NX
K9;5;11;WYPIJEWSKI Eugeniusz Roman;555;1.65;0.19;NX
K9;5;12;MATUSZEWSKA Daniela Maria;260;0.77;0.09;NX
K9;5;13;MROZIŃSKI Benedykt Józef;379;1.12;0.13;NX
K9;5;14;GATYŃSKI Andrzej Józef;383;1.13;0.13;NX
K9;5;15;MOSTOWIAK Elżbieta;364;1.08;0.13;NX
K9;5;16;JOPP Marek Roman;240;0.71;0.08;NX
K9;5;17;TURSKA Anna;313;0.93;0.11;NX
K9;5;18;MARCINIAK Mariusz Maciej;246;0.73;0.09;NX
K9;5;19;WITKOWSKI Bogumił;1000;2.97;0.35;NX
K9;5;20;SZCZĘSNY Aleksander Józef;272;0.80;0.10;NX
K9;5;21;ŁUBECKI Łukasz Jerzy;133;0.39;0.05;NX
K9;5;22;OSTROWSKA Joanna Maja;472;1.40;0.17;NX
K9;5;23;WĄSIKIEWICZ Katarzyna;164;0.48;0.06;NX
K9;5;24;KORNILUK Andrzej Stanisław;572;1.70;0.20;NX
K9;5;25;ORCHOLSKI Przemysław;739;2.19;0.26;NX
K9;5;26;GRYSZAN Violetta Barbara;914;2.71;0.32;NX
K9;6;1;KOWALCZYK Stanisław;8459;26.36;2.13;NX
K9;6;2;KURCZUK Grzegorz;9683;30.17;2.44;PX
K9;6;3;STASIAK Celina Waleria;2432;7.57;0.61;NX
K9;6;4;OSIK Wiktor Jerzy;2223;6.92;0.56;NX
K9;6;5;SIEMBIDA Marianna;329;1.02;0.08;NX
K9;6;6;GALANT Henryk Józef;394;1.22;0.10;NX
K9;6;7;GAWINOWSKI Jacek;312;0.97;0.08;NX
K9;6;8;KUSIAK Zygmunt Edward;705;2.19;0.18;NX
K9;6;9;GRUDZIŃSKI Robert;243;0.75;0.06;NX
K9;6;10;KRAKOWIAK Leszek Jan;871;2.71;0.22;NX
K9;6;11;KRASUCKI Wacław Jan;169;0.52;0.04;NX
K9;6;12;LIPNICKA Anna Elżbieta;850;2.64;0.21;NX
K9;6;13;MAJEWSKI Jan Wincenty;759;2.36;0.19;NX
K9;6;14;MALEC Adam;274;0.85;0.07;NX
K9;6;15;GAGOŚ Robert Wojciech;168;0.52;0.04;NX
K9;6;16;GLINKA Tomasz Ryszard;295;0.91;0.07;NX
K9;6;17;DMOWSKA-PUKACZ Alicja Joanna;273;0.85;0.07;NX
K9;6;18;CIERPIATKA Krzysztof Jan;364;1.13;0.09;NX
K9;6;19;FILIPEK Kazimierz;192;0.59;0.05;NX
K9;6;20;ŚCISEŁ Jan Stanisław;820;2.55;0.21;NX
K9;6;21;BARTUZI Henryk;141;0.43;0.04;NX
K9;6;22;SZAREK Andrzej Wiktor;239;0.74;0.06;NX
K9;6;23;BEREJ Elżbieta;205;0.63;0.05;NX
K9;6;24;ROGOTOWICZ Dariusz Jacek;65;0.20;0.02;NX
K9;6;25;SZEWCZYK Paweł Kamil;139;0.43;0.04;NX
K9;6;26;MACIĄG Dariusz Sławomir;180;0.56;0.05;NX
K9;6;27;SZPAKOWSKA Marianna;284;0.88;0.07;NX
K9;6;28;DUDZIŃSKA Elżbieta Jadwiga;262;0.81;0.07;NX
K9;6;29;ZYCHOWICZ Andrzej;262;0.81;0.07;NX
K9;6;30;DOMŻAŁ-DRZEWICKA Renata Anna;494;1.53;0.12;NX
K9;7;1;SKOMRA Szczepan Stanisław;6348;26.29;2.19;PX
K9;7;2;JANOWSKI Zbigniew Tadeusz;2751;11.39;0.95;NX
K9;7;3;ZŁOMANIEC Mirosław Dariusz;2596;10.75;0.89;NX
K9;7;4;TKACZYK Witold Ignacy;2458;10.18;0.85;NX
K9;7;5;KOCHNIO Marcin;1126;4.66;0.39;NX
K9;7;6;SZCZASNY Witosław Stanisław;1999;8.28;0.69;NX
K9;7;7;KANCIR Piotr Tomasz;384;1.59;0.13;NX
K9;7;8;KORNIAK Ryszard;1561;6.46;0.54;NX
K9;7;9;BOŻEK Krzysztof;536;2.22;0.18;NX
K9;7;10;CHRZĄSTOWSKI Andrzej Franciszek;803;3.32;0.28;NX
K9;7;11;CZUBACKA Wanda Halina;725;3.00;0.25;NX
K9;7;12;FRĘCHOWICZ Wojciech;59;0.24;0.02;NX
K9;7;13;HARASIUK Wojciech;306;1.26;0.11;NX
K9;7;15;OBSZAŃSKI Wiesław;394;1.63;0.14;NX
K9;7;16;PERECHUBKO-MIROSŁAW Teresa;261;1.08;0.09;NX
K9;7;17;ROSOŁOWSKI Jacek Władysław;372;1.54;0.13;NX
K9;7;18;UŚCIAK Cezary;228;0.94;0.08;NX
K9;7;19;PIŁAT Hanna;495;2.05;0.17;NX
K9;7;20;ŻELAZOWSKA Halina Maria;586;2.42;0.20;NX
K9;8;1;KOCHANOWSKI Jan;7378;16.85;2.73;PX
K9;8;2;BURDA Bogumiła;1884;4.30;0.70;NX
K9;8;3;DERECH-KRZYCKI Jakub Alfred;6081;13.88;2.25;NX
K9;8;4;WONTOR Bogusław;7793;17.80;2.88;PX
K9;8;5;JAKUBOWSKA Kazimiera;1159;2.64;0.43;NX
K9;8;6;WOŁOWICZ Franciszek;2965;6.77;1.10;NX
K9;8;7;BRACHMAŃSKI Andrzej;5945;13.57;2.20;NX
K9;8;8;NESTEROWICZ Tomasz Krzysztof;968;2.21;0.36;NX
K9;8;9;PAWŁOWSKI Robert;643;1.46;0.24;NX
K9;8;10;HAŁABATY Elżbieta;617;1.40;0.23;NX
K9;8;11;CHOLEWIŃSKI Roman;1352;3.08;0.50;NX
K9;8;12;LESICKI Dariusz Marek;198;0.45;0.07;NX
K9;8;13;MALINOWSKA Barbara;991;2.26;0.37;NX
K9;8;14;KIERZKOWSKI Stanisław Jan;296;0.67;0.11;NX
K9;8;15;KRASZEWSKI Edward Tadeusz;501;1.14;0.19;NX
K9;8;16;WINNICKA Mirosława Weronika;424;0.96;0.16;NX
K9;8;17;ŻARSKI Józef Franciszek;679;1.55;0.25;NX
K9;8;18;RĘBACZ Adam;1249;2.85;0.46;NX
K9;8;19;KURTEK Andrzej Marcin;362;0.82;0.13;NX
K9;8;20;DAUKSZA Dominika Anna;337;0.76;0.12;NX
K9;8;21;KOZACZEK Robert;105;0.23;0.04;NX
K9;8;22;KĄKALEC Tadeusz;417;0.95;0.15;NX
K9;8;23;BRZEZIŃSKA Wioletta Rajmunda;508;1.16;0.19;NX
K9;8;24;HEBDA Artur Kazimierz;928;2.11;0.34;NX
K9;9;1;PAWŁOWSKI Sylwester Stefan;12469;30.03;4.24;PX
K9;9;2;JANKOWSKA Elżbieta Róża;7495;18.05;2.55;PX
K9;9;3;SKWARKA Władysław;3638;8.76;1.24;NX
K9;9;4;OPALA Andrzej Antoni;1820;4.38;0.62;NX
K9;9;5;KRALKOWSKA Ewa;2732;6.58;0.93;NX
K9;9;6;BARTOSIK Iwona;2880;6.93;0.98;NX
K9;9;7;NOWAK Mirosław Edward;834;2.00;0.28;NX
K9;9;8;OBZEJTA Fabian Sebastian;817;1.96;0.28;NX
K9;9;9;DŻMEŁYK Adam Robert;796;1.91;0.27;NX
K9;9;10;GRUBSKI Roman Jan;201;0.48;0.07;NX
K9;9;11;SZYMAŃSKA Krystyna;664;1.59;0.23;NX
K9;9;12;JABŁOŃSKI Marek Jerzy;519;1.25;0.18;NX
K9;9;13;ŁUGOWSKI Henryk Marek;330;0.79;0.11;NX
K9;9;14;ROSIŃSKA Grażyna Teresa;601;1.44;0.20;NX
K9;9;15;PAWLICKI Jacek Piotr;251;0.60;0.09;NX
K9;9;16;SZALAST Wiesława Irena;229;0.55;0.08;NX
K9;9;17;GAŁECKI Andrzej Witold;283;0.68;0.10;NX
K9;9;18;MURYNOWICZ Alicja Maria;4952;11.92;1.68;NX
K9;10;1;OSTROWSKI Artur;7043;28.20;3.16;PX
K9;10;2;BUJAK Bogdan Tadeusz;3575;14.31;1.60;NX
K9;10;3;HERUDZIŃSKI Bolesław Kazimierz;1098;4.39;0.49;NX
K9;10;4;BARAŃSKI Andrzej;2828;11.32;1.27;NX
K9;10;5;DARNOWSKI Jan Bogdan;1488;5.95;0.67;NX
K9;10;6;DESZCZ Michał;2184;8.74;0.98;NX
K9;10;7;NASULEWICZ Andrzej Augustyn;764;3.06;0.34;NX
K9;10;8;JAGIELIŃSKI Roman;2565;10.27;1.15;NX
K9;10;9;SUMIŃSKI Lucjan;286;1.14;0.13;NX
K9;10;10;SZUSTOROWSKA Grażyna;469;1.87;0.21;NX
K9;10;11;MĘDOŃ Jan;401;1.60;0.18;NX
K9;10;12;ZBORALSKI Waldemar Stanisław;51;0.20;0.02;NX
K9;10;13;BORKOWSKI Przemysław Marek;394;1.57;0.18;NX
K9;10;14;BIENIAS Agnieszka;634;2.53;0.28;NX
K9;10;15;BALCERZYK-BOJARCZUK Barbara;309;1.23;0.14;NX
K9;10;16;PIWOWARSKI Paweł Maciej;878;3.51;0.39;NX
K9;11;1;OLEJNICZAK Wojciech Michał;31471;73.79;10.96;PX
K9;11;2;NOWACKA Irena Maria;1866;4.37;0.65;NX
K9;11;3;BŁOCHOWIAK Anita Maria;3451;8.09;1.20;PX
K9;11;4;DZIEMDZIELA Józef;1456;3.41;0.51;NX
K9;11;5;LICHA Wiesława Jolanta;541;1.26;0.19;NX
K9;11;6;BARTOSZEK Dorota Jadwiga;300;0.70;0.10;NX
K9;11;7;RANOSZEK Józef Mieczysław;760;1.78;0.26;NX
K9;11;8;MIZERA Arkadiusz;494;1.15;0.17;NX
K9;11;9;ZIELIŃSKA Iwona Aneta;447;1.04;0.16;NX
K9;11;10;PRZEPIÓRKOWSKI Grzegorz;268;0.62;0.09;NX
K9;11;11;WOLNOWSKI Ryszard Józef;274;0.64;0.10;NX
K9;11;12;RUCIŃSKI Mirosław Remigiusz;163;0.38;0.06;NX
K9;11;13;KACZMAREK Janusz Tadeusz;289;0.67;0.10;NX
K9;11;14;KOCIAK Andrzej Marian;57;0.13;0.02;NX
K9;11;15;WĘŻYK Krzysztof;200;0.46;0.07;NX
K9;11;16;CHYLIŃSKA Wioletta Izabela;255;0.59;0.09;NX
K9;11;17;CHARCIAREK Sebastian;354;0.83;0.12;NX
K9;12;1;RYDZOŃ Stanisław;7787;45.27;3.89;PX
K9;12;2;SAWKA Henryk;1789;10.40;0.89;NX
K9;12;3;TALAGA Halina;2031;11.80;1.01;NX
K9;12;4;GRONEK Jacek Szczepan;153;0.88;0.08;NX
K9;12;5;SALA Andrzej;497;2.88;0.25;NX
K9;12;6;LISAK Janusz Stanisław;1287;7.48;0.64;NX
K9;12;7;KLIMKIEWICZ Justyna;443;2.57;0.22;NX
K9;12;8;CUBER Bogdan;891;5.18;0.44;NX
K9;12;9;GUBAŁA Stanisław Marcin;394;2.29;0.20;NX
K9;12;10;WDOWIK Marek Grzegorz;815;4.73;0.41;NX
